PG.Number,PG.PlayerFirstName,PG.PlayerLastName,PG.Ht,PG.Wt,PG.Yr,PG.Min.Pct,SG.Number,SG.PlayerFirstName,SG.PlayerLastName,SG.Ht,SG.Wt,SG.Yr,SG.Min.Pct,SF.Number,SF.PlayerFirstName,SF.PlayerLastName,SF.Ht,SF.Wt,SF.Yr,SF.Min.Pct,PF.Number,PF.PlayerFirstName,PF.PlayerLastName,PF.Ht,PF.Wt,PF.Yr,PF.Min.Pct,C.Number,C.PlayerFirstName,C.PlayerLastName,C.Ht,C.Wt,C.Yr,C.Min.Pct,Team,Year
NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,1,Herbert,Jones,6-7,205, Jr,0.14,30,Galin,Smith,6-9,240, Jr,0.1,NA,NA,NA,NA,NA,,NA,Alabama,2020
3,Cameron,Tucker,6-1,170, Fr,0.81,10,Garrett,Hicks,6-0,160, Fr,0.8,2,Brandon,Miller,6-0,170, Jr,0.52,0,TJ,Parham,6-7,210, Sr,0.35,15,EJ,Williams,6-10,275, Fr,0.43,Alabama A&M,2020
13,Cameron,Alford,6-1,200, Fr,0.15,2,Brandon,Miller,6-0,170, Jr,0.17,13,Cameron,Alford,6-1,200, Fr,0.31,5,Jalen,Johnson,6-7,215, Fr,0.3,30,Brandon,Houston,6-7,240, Jr,0.27,Alabama A&M,2020
10,Garrett,Hicks,6-0,160, Fr,0.05,NA,NA,NA,NA,NA,,NA,12,Brandon,Powell,6-4,205, So,0.1,24,Evan,Wiley,6-6,210, Sr,0.22,5,Jalen,Johnson,6-7,215, Fr,0.18,Alabama A&M,2020
NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,24,Evan,Wiley,6-6,210, Sr,0.05,12,Brandon,Powell,6-4,205, So,0.05,0,TJ,Parham,6-7,210, Sr,0.05,Alabama A&M,2020
0,DJ,Heath,6-0,185, Jr,0.59,10,Jacoby,Ross,5-9,180, Jr,0.55,1,Leon,Daniels,6-5,195, Sr,0.39,5,Tobi,Ewuosho,6-5,200, Sr,0.61,35,Tyrese,Robinson,6-8,220, Jr,0.55,Alabama St.,2020
2,Kevin,Holston,6-1,195, Jr,0.27,4,Jeremy,Hamilton,6-3,200, Jr,0.18,11,Austin,Rogers,6-4,195, Jr,0.22,13,AJ,Farrar,6-5,205, Sr,0.19,14,Brandon,Battle,6-8,215, Jr,0.36,Alabama St.,2020
12,Decardo,Day,6-5,180, Sr,0.12,24,Kevion,Stewart,6-3,190, Jr,0.13,24,Kevion,Stewart,6-3,190, Jr,0.13,1,Leon,Daniels,6-5,195, Sr,0.09,NA,NA,NA,NA,NA,,NA,Alabama St.,2020
NA,NA,NA,NA,NA,,NA,1,Leon,Daniels,6-5,195, Sr,0.06,12,Decardo,Day,6-5,180, Sr,0.09,11,Austin,Rogers,6-4,195, Jr,0.08,NA,NA,NA,NA,NA,,NA,Alabama St.,2020
NA,NA,NA,NA,NA,,NA,11,Austin,Rogers,6-4,195, Jr,0.06,4,Jeremy,Hamilton,6-3,200, Jr,0.09,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,Alabama St.,2020
NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,5,Tobi,Ewuosho,6-5,200, Sr,0.07,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,Alabama St.,2020
4,Ahmad,Clark,6-1,175, Sr,0.88,0,Antonio,Rizzuto,6-3,195, So,0.7,2,Trey,Hutcheson,6-5,195, Fr,0.51,32,Romani,Hansen,6-8,200, Sr,0.57,33,Sasha,French,6-11,235, Jr,0.33,Albany,2020
11,Cameron,Healy,6-3,190, So,0.11,11,Cameron,Healy,6-3,190, So,0.25,11,Cameron,Healy,6-3,190, So,0.35,1,Malachi,de,6-6,200, So,0.31,54,Kendall,Lauderdale,6-8,245, Sr,0.23,Albany,2020
NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,1,Malachi,de,6-6,200, So,0.08,2,Trey,Hutcheson,6-5,195, Fr,0.09,10,Brent,Hank,6-10,265, So,0.21,Albany,2020
NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,32,Romani,Hansen,6-8,200, Sr,0.12,Albany,2020
NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,14,Adam,Lulka,6-8,245, So,0.11,Albany,2020
11,Maurice,Howard,6-1,190, Sr,0.84,3,Corey,Tillery,6-3,180, Sr,0.87,23,Dominic,Brewton,6-3,185, Fr,0.56,12,Deshaw,Andrews,6-4,240, Sr,0.49,10,Kobe,Wilson,6-9,220, Jr,0.51,Alcorn St.,2020
24,Arne,Morris,6-3,190, Jr,0.12,23,Dominic,Brewton,6-3,185, Fr,0.07,0,Troymain,Crosby,6-4,200, Jr,0.42,0,Troymain,Crosby,6-4,200, Jr,0.36,42,Alonzo,Campbell,7-0,235, Sr,0.26,Alcorn St.,2020
NA,NA,NA,NA,NA,,NA,24,Arne,Morris,6-3,190, Jr,0.06,NA,NA,NA,NA,NA,,NA,4,Anthony,Fairley,6-8,190, Jr,0.11,12,Deshaw,Andrews,6-4,240, Sr,0.12,Alcorn St.,2020
NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,4,Anthony,Fairley,6-8,190, Jr,0.11,Alcorn St.,2020
0,Sa,eed,6-2,190, Sr,0.89,4,Jamir,Harris,6-2,198, Jr,0.77,2,Stacy,Beckton,6-4,186, Jr,0.62,5,Connor,Nelson,6-6,220, So,0.78,23,Mark,Gasperini,6-10,245, Sr,0.5,American,2020
4,Jamir,Harris,6-2,198, Jr,0.06,2,Stacy,Beckton,6-4,186, Jr,0.15,30,Ben,Lubarsky,6-5,210, Fr,0.21,13,Marvin,Bragg,6-6,195, Jr,0.09,12,Yilret,Yiljep,6-7,250, Sr,0.3,American,2020
NA,NA,NA,NA,NA,,NA,30,Ben,Lubarsky,6-5,210, Fr,0.06,13,Marvin,Bragg,6-6,195, Jr,0.14,30,Ben,Lubarsky,6-5,210, Fr,0.06,21,Josh,Alexander,6-8,243, So,0.2,American,2020
1,Justin,Forrest,6-2,195, Jr,0.68,4,O,Showen,5-11,190, Sr,0.66,2,Kendall,Lewis,6-7,180, Fr,0.6,0,Isaac,Johnson,6-9,212, Sr,0.73,50,Hunter,Seacat,6-9,235, Sr,0.81,Appalachian St.,2020
4,O,Showen,5-11,190, Sr,0.32,20,Adrian,Delph,6-3,185, So,0.26,20,Adrian,Delph,6-3,185, So,0.3,21,James,Lewis,6-8,215, So,0.12,0,Isaac,Johnson,6-9,212, Sr,0.18,Appalachian St.,2020
NA,NA,NA,NA,NA,,NA,10,Michael,Bibby,6-3,175, Jr,0.05,11,Donovan,Gregory,6-5,190, Fr,0.08,2,Kendall,Lewis,6-7,180, Fr,0.1,NA,NA,NA,NA,NA,,NA,Appalachian St.,2020
NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,11,Donovan,Gregory,6-5,190, Fr,0.05,NA,NA,NA,NA,NA,,NA,Appalachian St.,2020
1,Nico,Mannion,6-3,190, Fr,0.89,3,Dylan,Smith,6-5,185, Sr,0.71,0,Josh,Green,6-6,210, Fr,0.45,13,Stone,Gettings,6-9,240, Sr,0.49,22,Zeke,Nnaji,6-11,240, Fr,0.81,Arizona,2020
10,Jemarl,Baker,6-4,200, So,0.1,10,Jemarl,Baker,6-4,200, So,0.16,10,Jemarl,Baker,6-4,200, So,0.28,11,Ira,Lee,6-7,240, Jr,0.23,35,Christian,Koloko,7-0,215, Fr,0.11,Arizona,2020
NA,NA,NA,NA,NA,,NA,5,Max,Hazzard,6-0,175, Sr,0.1,11,Ira,Lee,6-7,240, Jr,0.13,35,Christian,Koloko,7-0,215, Fr,0.19,13,Stone,Gettings,6-9,240, Sr,0.08,Arizona,2020
NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,3,Dylan,Smith,6-5,185, Sr,0.07,4,Chase,Jeter,6-10,240, Sr,0.08,NA,NA,NA,NA,NA,,NA,Arizona,2020
NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,13,Stone,Gettings,6-9,240, Sr,0.06,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,Arizona,2020
1,Remy,Martin,6-0,170, Jr,0.89,11,Alonzo,Verge,6-3,167, Jr,0.54,2,Rob,Edwards,6-5,205, Sr,0.55,4,Kimani,Lawrence,6-8,220, Jr,0.36,23,Romello,White,6-8,220, Jr,0.72,Arizona St.,2020
11,Alonzo,Verge,6-3,167, Jr,0.1,10,Jaelen,House,6-2,160, Fr,0.23,0,Mickey,Mitchell,6-7,225, Sr,0.25,0,Mickey,Mitchell,6-7,225, Sr,0.25,24,Jalen,Graham,6-9,205, Fr,0.21,Arizona St.,2020
NA,NA,NA,NA,NA,,NA,2,Rob,Edwards,6-5,205, Sr,0.23,11,Alonzo,Verge,6-3,167, Jr,0.09,35,Taeshon,Cherry,6-8,210, So,0.24,20,Khalid,Thomas,6-9,210, Jr,0.05,Arizona St.,2020
NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,4,Kimani,Lawrence,6-8,220, Jr,0.06,20,Khalid,Thomas,6-9,210, Jr,0.14,NA,NA,NA,NA,NA,,NA,Arizona St.,2020
5,Jalen,Harris,6-2,166, Jr,0.49,3,Desi,Sills,6-1,196, So,0.75,33,Jimmy,Whitt,6-3,175, Sr,0.65,1,Isaiah,Joe,6-5,180, So,0.56,24,Ethan,Henderson,6-8,210, So,0.47,Arkansas,2020
15,Mason,Jones,6-5,200, Jr,0.47,33,Jimmy,Whitt,6-3,175, Sr,0.25,1,Isaiah,Joe,6-5,180, So,0.33,15,Mason,Jones,6-5,200, Jr,0.26,2,Adrio,Bailey,6-6,217, Sr,0.22,Arkansas,2020
NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,2,Adrio,Bailey,6-6,217, Sr,0.15,35,Reggie,Chaney,6-8,222, So,0.17,Arkansas,2020
NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,15,Mason,Jones,6-5,200, Jr,0.11,Arkansas,2020
14,Marcus,Wallace,6-1,180, Sr,0.37,23,Dequan,Morris,6-4,180, Jr,0.35,2,Marquell,Carter,6-6,195, Sr,0.45,3,Markedric,Bell,6-7,190, Jr,0.56,12,Terrance,Banyard,6-8,215, Jr,0.45,Arkansas Pine Bluff,2020
4,Jordan,McNair,5-8,160, Jr,0.26,0,Kshun,Stokes,6-2,175, Fr,0.22,23,Dequan,Morris,6-4,180, Jr,0.27,2,Marquell,Carter,6-6,195, Sr,0.22,24,Artavious,McDyess,6-10,215, Sr,0.26,Arkansas Pine Bluff,2020
10,Jamil,Wilson,5-11,175, Fr,0.19,30,Cameron,Posey,6-2,180, Jr,0.11,0,Kshun,Stokes,6-2,175, Fr,0.12,12,Terrance,Banyard,6-8,215, Jr,0.1,3,Markedric,Bell,6-7,190, Jr,0.18,Arkansas Pine Bluff,2020
30,Cameron,Posey,6-2,180, Jr,0.1,14,Marcus,Wallace,6-1,180, Sr,0.09,3,Markedric,Bell,6-7,190, Jr,0.09,23,Dequan,Morris,6-4,180, Jr,0.06,15,Alvin,Stredic,6-8,210, Fr,0.06,Arkansas Pine Bluff,2020
NA,NA,NA,NA,NA,,NA,25,Isaiah,Haralson,6-2,170, Fr,0.08,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,Arkansas Pine Bluff,2020
NA,NA,NA,NA,NA,,NA,10,Jamil,Wilson,5-11,175, Fr,0.07,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,Arkansas Pine Bluff,2020
NA,NA,NA,NA,NA,,NA,1,Zavian,Jackson,6-3,170, Jr,0.05,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,Arkansas Pine Bluff,2020
0,Caleb,Fields,6-0,190, Fr,0.9,23,Marquis,Eaton,6-2,195, Jr,0.7,1,Jerry,Johnson,6-2,225, Sr,0.57,12,Canberk,Kus,6-6,205, Sr,0.42,4,JJ,Matthews,6-9,235, Jr,0.57,Arkansas St.,2020
5,Christian,Willis,6-1,190, Jr,0.08,5,Christian,Willis,6-1,190, Jr,0.24,12,Canberk,Kus,6-6,205, Sr,0.22,3,Malik,Brevard,6-8,210, Sr,0.26,32,Antwon,Jackson,6-7,265, Fr,0.33,Arkansas St.,2020
NA,NA,NA,NA,NA,,NA,2,Kobe,Wilson,6-2,180, So,0.06,23,Marquis,Eaton,6-2,195, Jr,0.17,11,Melo,Eggleston,6-8,200, So,0.19,3,Malik,Brevard,6-8,210, Sr,0.08,Arkansas St.,2020
NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,1,Jerry,Johnson,6-2,225, Sr,0.08,NA,NA,NA,NA,NA,,NA,Arkansas St.,2020
NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,32,Antwon,Jackson,6-7,265, Fr,0.05,NA,NA,NA,NA,NA,,NA,Arkansas St.,2020
3,Tommy,Funk,5-11,190, Sr,0.98,13,Lonnie,Grayson,6-0,180, Jr,0.77,0,Josh,Caldwell,6-2,185, So,0.73,35,Alex,King,6-8,200, Jr,0.78,14,Matt,Wilson,6-9,245, Sr,0.85,Army,2020
NA,NA,NA,NA,NA,,NA,10,Tucker,Blackwell,6-2,190, Jr,0.2,10,Tucker,Blackwell,6-2,190, Jr,0.24,4,Chris,Mann,6-6,205, Fr,0.21,12,Nick,Finke,6-7,223, Jr,0.11,Army,2020
5,J,Von,6-0,185, Sr,0.78,10,Samir,Doughty,6-4,195, Sr,0.64,23,Isaac,Okoro,6-6,225, Fr,0.55,24,Anfernee,McLemore,6-7,220, Sr,0.43,50,Austin,Wiley,6-11,260, Sr,0.52,Auburn,2020
10,Samir,Doughty,6-4,195, Sr,0.21,35,Devan,Cambridge,6-6,190, Fr,0.14,35,Devan,Cambridge,6-6,190, Fr,0.25,3,Danjel,Purifoy,6-7,230, Sr,0.38,3,Danjel,Purifoy,6-7,230, Sr,0.27,Auburn,2020
NA,NA,NA,NA,NA,,NA,22,Allen,Flanigan,6-5,200, Fr,0.13,22,Allen,Flanigan,6-5,200, Fr,0.2,2,Jaylin,Williams,6-7,230, Fr,0.17,2,Jaylin,Williams,6-7,230, Fr,0.16,Auburn,2020
NA,NA,NA,NA,NA,,NA,1,Jamal,Johnson,6-4,195, So,0.09,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,Auburn,2020
4,Antwuan,Butler,6-0,195, So,0.54,22,Alec,Woodard,6-2,200, Fr,0.54,5,Jordyn,Adams,6-3,200, Fr,0.56,21,Terry,Taylor,6-5,230, Jr,0.86,14,Eli,Abaev,6-8,210, Jr,0.68,Austin Peay,2020
1,Carlos,Paez,5-10,180, Fr,0.43,5,Jordyn,Adams,6-3,200, Fr,0.27,0,Evan,Hinson,6-4,235, Sr,0.44,14,Eli,Abaev,6-8,210, Jr,0.07,24,Matheus,Silveira,7-0,255, So,0.26,Austin Peay,2020
NA,NA,NA,NA,NA,,NA,4,Antwuan,Butler,6-0,195, So,0.19,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,21,Terry,Taylor,6-5,230, Jr,0.05,Austin Peay,2020
11,Jarron,Coleman,6-5,205, Fr,0.56,2,Luke,Bumbalough,6-1,180, Fr,0.67,5,Ishmael,El,6-1,180, Jr,0.54,14,Kyle,Mallers,6-7,220, Sr,0.75,25,Tahjai,Teague,6-8,215, Sr,0.62,Ball St.,2020
3,Josh,Thompson,6-0,195, Sr,0.44,5,Ishmael,El,6-1,180, Jr,0.33,13,Kani,Acree,6-6,185, Fr,0.37,0,Miryne,Thomas,6-8,200, So,0.17,12,Brachen,Hazen,6-8,210, Jr,0.23,Ball St.,2020
NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,11,Jarron,Coleman,6-5,205, Fr,0.08,12,Brachen,Hazen,6-8,210, Jr,0.05,0,Miryne,Thomas,6-8,200, So,0.13,Ball St.,2020
45,Davion,Mitchell,6-2,195, So,0.86,12,Jared,Butler,6-3,190, So,0.71,31,MaCio,Teague,6-3,195, Jr,0.55,11,Mark,Vital,6-5,230, Jr,0.39,33,Freddie,Gillespie,6-9,245, Sr,0.74,Baylor,2020
12,Jared,Butler,6-3,190, So,0.13,2,Devonte,Bandoo,6-3,185, Sr,0.28,2,Devonte,Bandoo,6-3,185, Sr,0.36,24,Matthew,Mayer,6-9,210, So,0.36,0,Flo,Thamba,6-10,240, So,0.17,Baylor,2020
NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,11,Mark,Vital,6-5,230, Jr,0.06,31,MaCio,Teague,6-3,195, Jr,0.22,25,Tristan,Clark,6-10,245, Jr,0.07,Baylor,2020
2,Grayson,Murphy,6-2,175, So,0.79,5,Adam,Kunkel,6-3,165, So,0.58,24,Michael,Benkert,6-4,200, Sr,0.53,0,Tyler,Scanlon,6-7,215, Sr,0.79,33,Nick,Muszynski,6-11,235, So,0.51,Belmont,2020
5,Adam,Kunkel,6-3,165, So,0.17,14,Nick,Hopkins,6-0,175, Jr,0.22,22,Ben,Sheppard,6-6,180, Fr,0.24,20,Tate,Pierson,6-6,200, So,0.13,50,Seth,Adelsperger,6-11,230, Sr,0.41,Belmont,2020
NA,NA,NA,NA,NA,,NA,24,Michael,Benkert,6-4,200, Sr,0.18,20,Tate,Pierson,6-6,200, So,0.16,10,Caleb,Hollander,6-8,225, So,0.08,10,Caleb,Hollander,6-8,225, So,0.06,Belmont,2020
1,Malik,Maitland,5-9,175, Sr,0.77,0,Leon,Redd,6-0,185, Sr,0.6,22,Isaiah,Bailey,6-6,190, Sr,0.64,3,Wali,Parks,6-6,215, Sr,0.82,10,Cletrell,Pope,6-9,212, Sr,0.74,Bethune Cookman,2020
0,Leon,Redd,6-0,185, Sr,0.23,13,Joe,French,6-5,180, Fr,0.3,2,Houston,Smith,6-4,210, Sr,0.2,22,Isaiah,Bailey,6-6,190, Sr,0.07,23,Justyn,King,6-7,225, Fr,0.24,Bethune Cookman,2020
NA,NA,NA,NA,NA,,NA,2,Houston,Smith,6-4,210, Sr,0.08,4,Jordan,Preaster,6-5,190, Fr,0.13,4,Jordan,Preaster,6-5,190, Fr,0.07,NA,NA,NA,NA,NA,,NA,Bethune Cookman,2020
3,Sam,Sessoms,6-0,188, So,0.97,2,Brenton,Mills,6-3,185, Fr,0.55,0,Richard,Caldwell,6-4,190, Sr,0.68,20,George,Tinsley,6-6,200, Fr,0.72,5,Pierre,Sarr,6-8,215, Sr,0.65,Binghamton,2020
NA,NA,NA,NA,NA,,NA,1,Hakon,Hjalmarsson,6-3,175, Fr,0.38,11,Dan,Petcash,6-4,190, Fr,0.2,4,Jevon,Brown,6-5,200, Jr,0.22,20,George,Tinsley,6-6,200, Fr,0.24,Binghamton,2020
NA,NA,NA,NA,NA,,NA,11,Dan,Petcash,6-4,190, Fr,0.05,2,Brenton,Mills,6-3,185, Fr,0.1,0,Richard,Caldwell,6-4,190, Sr,0.06,44,Yarden,Willis,7-0,230, So,0.06,Binghamton,2020
10,RayJ,Dennis,6-2,177, Fr,0.53,24,Abu,Kigab,6-6,211, Jr,0.37,3,Justinian,Jessup,6-7,202, Sr,0.63,21,Derrick,Alston,6-9,188, Jr,0.69,23,RJ,Williams,6-7,215, Sr,0.64,Boise St.,2020
34,Alex,Hobbs,6-4,188, Sr,0.33,0,Marcus,Dickinson,6-1,183, Sr,0.26,24,Abu,Kigab,6-6,211, Jr,0.33,3,Justinian,Jessup,6-7,202, Sr,0.27,25,Robin,Jorch,6-11,245, Sr,0.28,Boise St.,2020
0,Marcus,Dickinson,6-1,183, Sr,0.14,34,Alex,Hobbs,6-4,188, Sr,0.24,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,21,Derrick,Alston,6-9,188, Jr,0.08,Boise St.,2020
NA,NA,NA,NA,NA,,NA,12,Max,Rice,6-5,189, Fr,0.13,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,Boise St.,2020
11,Derryck,Thornton,6-3,195, Sr,0.76,5,Jay,Heath,6-3,175, Fr,0.65,14,Kamari,Williams,6-7,200, Fr,0.45,0,CJ,Felder,6-7,230, Fr,0.46,41,Steffon,Mitchell,6-8,220, Jr,0.6,Boston College,2020
5,Jay,Heath,6-3,175, Fr,0.23,3,Jared,Hamilton,6-4,203, Sr,0.16,2,Julian,Rishwain,6-5,190, Fr,0.23,41,Steffon,Mitchell,6-8,220, Jr,0.31,21,Nik,Popovic,6-11,253, Sr,0.24,Boston College,2020
NA,NA,NA,NA,NA,,NA,2,Julian,Rishwain,6-5,190, Fr,0.16,3,Jared,Hamilton,6-4,203, Sr,0.23,1,Jairus,Hamilton,6-8,234, So,0.14,13,Luka,Kraljevic,6-10,228, Jr,0.15,Boston College,2020
NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,23,Andrew,Kenny,6-6,205, Fr,0.05,14,Kamari,Williams,6-7,200, Fr,0.05,NA,NA,NA,NA,NA,,NA,Boston College,2020
30,Javante,McCoy,6-5,180, Jr,0.76,15,Jonas,Harper,6-2,190, So,0.59,14,Andrew,Petcash,6-4,200, Jr,0.32,5,Walter,Whyte,6-6,210, So,0.55,51,Max,Mahoney,6-8,235, Sr,0.46,Boston University,2020
0,Ethan,Brittain,6-2,180, Fr,0.14,0,Ethan,Brittain,6-2,180, Fr,0.3,5,Walter,Whyte,6-6,210, So,0.3,51,Max,Mahoney,6-8,235, Sr,0.33,41,Sukhmail,Mathon,6-10,225, Jr,0.43,Boston University,2020
3,Alex,Vilarino,6-2,180, So,0.1,14,Andrew,Petcash,6-4,200, Jr,0.07,35,Fletcher,Tynen,6-7,195, So,0.17,35,Fletcher,Tynen,6-7,195, So,0.12,32,Jack,Hemphill,6-9,230, So,0.11,Boston University,2020
NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,15,Jonas,Harper,6-2,190, So,0.15,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,Boston University,2020
NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,30,Javante,McCoy,6-5,180, Jr,0.06,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,Boston University,2020
5,Dylan,Frye,6-2,185, Sr,0.4,3,Caleb,Fields,6-2,185, So,0.47,1,Justin,Turner,6-4,205, Jr,0.62,25,Daeqwon,Plowden,6-6,215, Jr,0.72,2,Tayler,Mattos,6-11,250, So,0.37,Bowling Green,2020
