Year,Team,Min.Pct,PG.Number,PG.PlayerFirstName,PG.PlayerLastName,PG.Ht,PG.Wt,PG.Yr,SG.Number,SG.PlayerFirstName,SG.PlayerLastName,SG.Ht,SG.Wt,SG.Yr,SF.Number,SF.PlayerFirstName,SF.PlayerLastName,SF.Ht,SF.Wt,SF.Yr,PF.Number,PF.PlayerFirstName,PF.PlayerLastName,PF.Ht,PF.Wt,PF.Yr,C.Number,C.PlayerFirstName,C.PlayerLastName,C.Ht,C.Wt,C.Yr
2011,Air Force,0.131,35,Evan,Washington,6-4,190, Sr,10,Todd,Fletcher,6-2,180, So,24,Derek,Brooks,6-5,195, Sr,14,Michael,Lyons,6-6,190, So,20,Tom,Fow,6-6,200, Sr
2011,Air Force,0.096,35,Evan,Washington,6-4,190, Sr,10,Todd,Fletcher,6-2,180, So,14,Michael,Lyons,6-6,190, So,20,Tom,Fow,6-6,200, Sr,34,Taylor,Broekhuis,6-10,200, So
2011,Air Force,0.08199999999999999,35,Evan,Washington,6-4,190, Sr,10,Todd,Fletcher,6-2,180, So,24,Derek,Brooks,6-5,195, Sr,14,Michael,Lyons,6-6,190, So,34,Taylor,Broekhuis,6-10,200, So
2011,Air Force,0.067,35,Evan,Washington,6-4,190, Sr,10,Todd,Fletcher,6-2,180, So,14,Michael,Lyons,6-6,190, So,20,Tom,Fow,6-6,200, Sr,13,Zach,Bohannon,6-7,205, So
2011,Air Force,0.057,15,Taylor,Stewart,6-5,190, Jr,10,Todd,Fletcher,6-2,180, So,35,Evan,Washington,6-4,190, Sr,24,Derek,Brooks,6-5,195, Sr,34,Taylor,Broekhuis,6-10,200, So
2011,Air Force,0.038,15,Taylor,Stewart,6-5,190, Jr,10,Todd,Fletcher,6-2,180, So,24,Derek,Brooks,6-5,195, Sr,14,Michael,Lyons,6-6,190, So,34,Taylor,Broekhuis,6-10,200, So
2011,Air Force,0.037000000000000005,35,Evan,Washington,6-4,190, Sr,10,Todd,Fletcher,6-2,180, So,24,Derek,Brooks,6-5,195, Sr,14,Michael,Lyons,6-6,190, So,13,Zach,Bohannon,6-7,205, So
2011,Air Force,0.036000000000000004,10,Todd,Fletcher,6-2,180, So,5,Mike,Fitzgerald,6-6,190, So,24,Derek,Brooks,6-5,195, Sr,14,Michael,Lyons,6-6,190, So,34,Taylor,Broekhuis,6-10,200, So
2011,Air Force,0.032,10,Todd,Fletcher,6-2,180, So,5,Mike,Fitzgerald,6-6,190, So,24,Derek,Brooks,6-5,195, Sr,14,Michael,Lyons,6-6,190, So,20,Tom,Fow,6-6,200, Sr
2011,Air Force,0.031,10,Todd,Fletcher,6-2,180, So,5,Mike,Fitzgerald,6-6,190, So,24,Derek,Brooks,6-5,195, Sr,14,Michael,Lyons,6-6,190, So,13,Zach,Bohannon,6-7,205, So
