Year,Team,Min.Pct,PG.Number,PG.PlayerFirstName,PG.PlayerLastName,PG.Ht,PG.Wt,PG.Yr,SG.Number,SG.PlayerFirstName,SG.PlayerLastName,SG.Ht,SG.Wt,SG.Yr,SF.Number,SF.PlayerFirstName,SF.PlayerLastName,SF.Ht,SF.Wt,SF.Yr,PF.Number,PF.PlayerFirstName,PF.PlayerLastName,PF.Ht,PF.Wt,PF.Yr,C.Number,C.PlayerFirstName,C.PlayerLastName,C.Ht,C.Wt,C.Yr
2013,Air Force,0.102,10,Todd,Fletcher,6-2,183, Sr,25,Kyle,Green,6-2,182, Sr,5,Mike,Fitzgerald,6-6,215, Sr,21,DeLovell,Earls,6-5,220, So,34,Taylor,Broekhuis,6-10,220, Sr
2013,Air Force,0.059000000000000004,10,Todd,Fletcher,6-2,183, Sr,14,Michael,Lyons,6-5,193, Sr,5,Mike,Fitzgerald,6-6,215, Sr,21,DeLovell,Earls,6-5,220, So,34,Taylor,Broekhuis,6-10,220, Sr
2013,Air Force,0.055,10,Todd,Fletcher,6-2,183, Sr,14,Michael,Lyons,6-5,193, Sr,5,Mike,Fitzgerald,6-6,215, Sr,21,DeLovell,Earls,6-5,220, So,0,Marek,Olesinski,6-8,216, So
2013,Air Force,0.052000000000000005,10,Todd,Fletcher,6-2,183, Sr,25,Kyle,Green,6-2,182, Sr,4,Kamryn,Williams,6-4,195, So,5,Mike,Fitzgerald,6-6,215, Sr,0,Marek,Olesinski,6-8,216, So
2013,Air Force,0.05,10,Todd,Fletcher,6-2,183, Sr,25,Kyle,Green,6-2,182, Sr,15,Cameron,Michael,6-5,185, Fr,5,Mike,Fitzgerald,6-6,215, Sr,0,Marek,Olesinski,6-8,216, So
2013,Air Force,0.048,10,Todd,Fletcher,6-2,183, Sr,25,Kyle,Green,6-2,182, Sr,14,Michael,Lyons,6-5,193, Sr,5,Mike,Fitzgerald,6-6,215, Sr,34,Taylor,Broekhuis,6-10,220, Sr
2013,Air Force,0.047,10,Todd,Fletcher,6-2,183, Sr,25,Kyle,Green,6-2,182, Sr,5,Mike,Fitzgerald,6-6,215, Sr,21,DeLovell,Earls,6-5,220, So,0,Marek,Olesinski,6-8,216, So
2013,Air Force,0.03,25,Kyle,Green,6-2,182, Sr,1,Tre,Coggins,6-2,185, Fr,14,Michael,Lyons,6-5,193, Sr,4,Kamryn,Williams,6-4,195, So,34,Taylor,Broekhuis,6-10,220, Sr
2013,Air Force,0.027000000000000003,10,Todd,Fletcher,6-2,183, Sr,15,Cameron,Michael,6-5,185, Fr,14,Michael,Lyons,6-5,193, Sr,5,Mike,Fitzgerald,6-6,215, Sr,34,Taylor,Broekhuis,6-10,220, Sr
2013,Air Force,0.026000000000000002,10,Todd,Fletcher,6-2,183, Sr,25,Kyle,Green,6-2,182, Sr,3,Justin,Hammonds,6-6,190, So,5,Mike,Fitzgerald,6-6,215, Sr,0,Marek,Olesinski,6-8,216, So
2013,Air Force,0.16699999999999998,NA,UNKNOWN,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
2013,Akron,0.15,12,Carmelo,Betancourt,5-11,175, Fr,2,Brian,Walsh,6-5,200, Jr,23,Chauncey,Gilliam,6-5,230, Sr,1,Demetrius,Treadwell,6-7,225, Jr,44,Zeke,Marshall,7-0,235, Sr
2013,Akron,0.09699999999999999,23,Chauncey,Gilliam,6-5,230, Sr,2,Brian,Walsh,6-5,200, Jr,10,Nick,Harney,6-7,210, Jr,1,Demetrius,Treadwell,6-7,225, Jr,44,Zeke,Marshall,7-0,235, Sr
2013,Akron,0.083,12,Carmelo,Betancourt,5-11,175, Fr,2,Brian,Walsh,6-5,200, Jr,10,Nick,Harney,6-7,210, Jr,1,Demetrius,Treadwell,6-7,225, Jr,44,Zeke,Marshall,7-0,235, Sr
2013,Akron,0.068,12,Carmelo,Betancourt,5-11,175, Fr,21,Reggie,McAdams,6-7,200, Fr,15,Jake,Kretzer,6-7,210, Fr,1,Demetrius,Treadwell,6-7,225, Jr,44,Zeke,Marshall,7-0,235, Sr
2013,Akron,0.063,11,Alex,Abreu,5-11,175, Jr,2,Brian,Walsh,6-5,200, Jr,10,Nick,Harney,6-7,210, Jr,1,Demetrius,Treadwell,6-7,225, Jr,44,Zeke,Marshall,7-0,235, Sr
2013,Akron,0.057999999999999996,12,Carmelo,Betancourt,5-11,175, Fr,23,Chauncey,Gilliam,6-5,230, Sr,15,Jake,Kretzer,6-7,210, Fr,1,Demetrius,Treadwell,6-7,225, Jr,44,Zeke,Marshall,7-0,235, Sr
2013,Akron,0.045,2,Brian,Walsh,6-5,200, Jr,15,Jake,Kretzer,6-7,210, Fr,10,Nick,Harney,6-7,210, Jr,1,Demetrius,Treadwell,6-7,225, Jr,44,Zeke,Marshall,7-0,235, Sr
2013,Akron,0.039,10,Nick,Harney,6-7,210, Jr,21,Reggie,McAdams,6-7,200, Fr,15,Jake,Kretzer,6-7,210, Fr,1,Demetrius,Treadwell,6-7,225, Jr,44,Zeke,Marshall,7-0,235, Sr
2013,Akron,0.035,12,Carmelo,Betancourt,5-11,175, Fr,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,1,Demetrius,Treadwell,6-7,225, Jr,44,Zeke,Marshall,7-0,235, Sr
2013,Akron,0.03,11,Alex,Abreu,5-11,175, Jr,2,Brian,Walsh,6-5,200, Jr,15,Jake,Kretzer,6-7,210, Fr,1,Demetrius,Treadwell,6-7,225, Jr,44,Zeke,Marshall,7-0,235, Sr
2013,Akron,0.153,NA,UNKNOWN,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
2013,Alabama,0.19899999999999998,12,Trevor,Releford,6-0,195, Jr,5,Trevor,Lacey,6-3,215, So,20,Levi,Randolph,6-5,205, So,21,Rodney,Cooper,6-6,215, So,15,Nick,Jacobs,6-8,265, So
2013,Alabama,0.185,12,Trevor,Releford,6-0,195, Jr,5,Trevor,Lacey,6-3,215, So,20,Levi,Randolph,6-5,205, So,21,Rodney,Cooper,6-6,215, So,14,Moussa,Gueye,7-0,255, Jr
2013,Alabama,0.078,12,Trevor,Releford,6-0,195, Jr,32,Retin,Obasohan,6-1,210, Fr,20,Levi,Randolph,6-5,205, So,24,Devonta,Pollard,6-8,200, Fr,15,Nick,Jacobs,6-8,265, So
2013,Alabama,0.069,12,Trevor,Releford,6-0,195, Jr,32,Retin,Obasohan,6-1,210, Fr,20,Levi,Randolph,6-5,205, So,21,Rodney,Cooper,6-6,215, So,24,Devonta,Pollard,6-8,200, Fr
2013,Alabama,0.055,5,Trevor,Lacey,6-3,215, So,32,Retin,Obasohan,6-1,210, Fr,20,Levi,Randolph,6-5,205, So,21,Rodney,Cooper,6-6,215, So,15,Nick,Jacobs,6-8,265, So
2013,Alabama,0.045,12,Trevor,Releford,6-0,195, Jr,5,Trevor,Lacey,6-3,215, So,20,Levi,Randolph,6-5,205, So,24,Devonta,Pollard,6-8,200, Fr,15,Nick,Jacobs,6-8,265, So
2013,Alabama,0.044000000000000004,12,Trevor,Releford,6-0,195, Jr,32,Retin,Obasohan,6-1,210, Fr,20,Levi,Randolph,6-5,205, So,21,Rodney,Cooper,6-6,215, So,15,Nick,Jacobs,6-8,265, So
2013,Alabama,0.044000000000000004,12,Trevor,Releford,6-0,195, Jr,32,Retin,Obasohan,6-1,210, Fr,5,Trevor,Lacey,6-3,215, So,21,Rodney,Cooper,6-6,215, So,15,Nick,Jacobs,6-8,265, So
2013,Alabama,0.031,12,Trevor,Releford,6-0,195, Jr,32,Retin,Obasohan,6-1,210, Fr,20,Levi,Randolph,6-5,205, So,21,Rodney,Cooper,6-6,215, So,14,Moussa,Gueye,7-0,255, Jr
2013,Alabama,0.031,5,Trevor,Lacey,6-3,215, So,32,Retin,Obasohan,6-1,210, Fr,21,Rodney,Cooper,6-6,215, So,24,Devonta,Pollard,6-8,200, Fr,14,Moussa,Gueye,7-0,255, Jr
2013,Alabama,0.06,NA,UNKNOWN,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
2013,Alabama A&M,0.205,10,Jeremy,Crutcher,5-8,160, Jr,40,Brandon,Ellis,6-4,200, Jr,20,Jose,Long,6-6,210, So,30,Demarquelle,Tabb,6-5,210, Jr,0,Justan,Banks,7-1,215, Jr
2013,Alabama A&M,0.061,10,Jeremy,Crutcher,5-8,160, Jr,12,Green,Hill,5-9,175, Jr,40,Brandon,Ellis,6-4,200, Jr,20,Jose,Long,6-6,210, So,30,Demarquelle,Tabb,6-5,210, Jr
2013,Alabama A&M,0.049,10,Jeremy,Crutcher,5-8,160, Jr,45,Justin,Wagner,6-4,190, Sr,40,Brandon,Ellis,6-4,200, Jr,20,Jose,Long,6-6,210, So,30,Demarquelle,Tabb,6-5,210, Jr
