PG.Number,PG.PlayerFirstName,PG.PlayerLastName,PG.Ht,PG.Wt,PG.Yr,PG.Min.Pct,SG.Number,SG.PlayerFirstName,SG.PlayerLastName,SG.Ht,SG.Wt,SG.Yr,SG.Min.Pct,SF.Number,SF.PlayerFirstName,SF.PlayerLastName,SF.Ht,SF.Wt,SF.Yr,SF.Min.Pct,PF.Number,PF.PlayerFirstName,PF.PlayerLastName,PF.Ht,PF.Wt,PF.Yr,PF.Min.Pct,C.Number,C.PlayerFirstName,C.PlayerLastName,C.Ht,C.Wt,C.Yr,C.Min.Pct,Team,Year
NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,3,JaMichael,Hawkins,6-5,175, Fr,0.11,32,Michael,Starks,6-8,220, Jr,0.05,35,KeDorian,Sullivan,6-7,200, Fr,0.07,Alcorn St.,2012
2,Daniel,Munoz,6-1,175, Jr,0.81,20,Blake,Jolivette,5-11,170, Jr,0.47,3,Troy,Brewer,6-5,175, Sr,0.48,23,Charles,Hinkle,6-5,210, Sr,0.79,13,Riley,Grafft,6-11,200, Sr,0.45,American,2012
20,Blake,Jolivette,5-11,170, Jr,0.09,3,Troy,Brewer,6-5,175, Sr,0.37,22,John,Schoof,6-5,205, Fr,0.24,0,Simon,McCormack,6-4,185, Sr,0.11,34,Tony,Wroblicky,6-10,220, So,0.45,American,2012
0,Simon,McCormack,6-4,185, Sr,0.07,4,Wayne,Simon,5-10,160, So,0.14,0,Simon,McCormack,6-4,185, Sr,0.15,NA,NA,NA,NA,NA,,NA,12,Daniel,Fisher,6-7,220, Jr,0.08,American,2012
23,Mike,Neal,6-2,185, Fr,0.75,2,Tab,Hamilton,6-3,180, Fr,0.64,21,Omar,Carter,6-5,220, Sr,0.51,11,Nathan,Healy,6-7,210, Jr,0.56,34,Isaac,Butts,6-10,285, Sr,0.67,Appalachian St.,2012
33,Mitch,Woods,6-3,195, So,0.14,3,G,J,6-1,175, So,0.15,13,Jamaal,Trice,6-6,220, Jr,0.21,50,Andre,Williamson,6-7,245, Sr,0.3,50,Andre,Williamson,6-7,245, Sr,0.3,Appalachian St.,2012
3,G,J,6-1,175, So,0.11,13,Jamaal,Trice,6-6,220, Jr,0.12,33,Mitch,Woods,6-3,195, So,0.19,21,Omar,Carter,6-5,220, Sr,0.12,NA,NA,NA,NA,NA,,NA,Appalachian St.,2012
NA,NA,NA,NA,NA,,NA,1,Rodney,Milum,6-0,185, Jr,0.06,2,Tab,Hamilton,6-3,180, Fr,0.09,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,Appalachian St.,2012
44,Solomon,Hill,6-6,226, Jr,0.75,13,Nick,Johnson,6-2,195, Fr,0.48,21,Kyle,Fogg,6-3,190, Sr,0.53,24,Brendon,Lavender,6-5,215, Sr,0.5,33,Jesse,Perry,6-7,220, Sr,0.64,Arizona,2012
11,Josiah,Turner,6-3,185, Fr,0.16,20,Jordin,Mayes,6-2,190, So,0.46,13,Nick,Johnson,6-2,195, Fr,0.29,21,Kyle,Fogg,6-3,190, Sr,0.22,30,Angelo,Chol,6-9,215, Fr,0.32,Arizona,2012
21,Kyle,Fogg,6-3,190, Sr,0.1,21,Kyle,Fogg,6-3,190, Sr,0.07,24,Brendon,Lavender,6-5,215, Sr,0.17,33,Jesse,Perry,6-7,220, Sr,0.15,NA,NA,NA,NA,NA,,NA,Arizona,2012
NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,44,Solomon,Hill,6-6,226, Jr,0.13,NA,NA,NA,NA,NA,,NA,Arizona,2012
2,Chris,Colvin,6-2,200, Jr,0.83,24,Trent,Lockett,6-4,210, Jr,0.7,0,Carrick,Felix,6-6,196, Jr,0.39,31,Jonathan,Gilling,6-7,200, Fr,0.51,0,Jordan,Bachynski,7-2,243, So,0.67,Arizona St.,2012
24,Trent,Lockett,6-4,210, Jr,0.17,15,Chanse,Creekmur,6-5,216, So,0.24,15,Chanse,Creekmur,6-5,216, So,0.34,5,Kyle,Cain,6-7,210, So,0.46,23,Ruslan,Pateev,7-0,249, Jr,0.31,Arizona St.,2012
NA,NA,NA,NA,NA,,NA,0,Carrick,Felix,6-6,196, Jr,0.06,31,Jonathan,Gilling,6-7,200, Fr,0.27,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,Arizona St.,2012
23,Julysses,Nobles,6-1,174, Jr,0.64,1,Mardracus,Wade,6-2,175, So,0.69,3,Rickey,Scott,6-3,202, So,0.37,31,Michael,Sanchez,6-8,236, Sr,0.23,21,Hunter,Mickelson,6-10,236, Fr,0.46,Arkansas,2012
11,BJ,Young,6-3,175, Fr,0.29,11,BJ,Young,6-3,175, Fr,0.17,0,Rashad,Madden,6-5,175, Fr,0.35,22,Marvell,Waithe,6-9,216, Sr,0.22,33,Devonta,Abron,6-8,255, Fr,0.32,Arkansas,2012
1,Mardracus,Wade,6-2,175, So,0.07,3,Rickey,Scott,6-3,202, So,0.12,11,BJ,Young,6-3,175, Fr,0.22,3,Rickey,Scott,6-3,202, So,0.1,31,Michael,Sanchez,6-8,236, Sr,0.2,Arkansas,2012
NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,0,Rashad,Madden,6-5,175, Fr,0.07,NA,NA,NA,NA,NA,,NA,Arkansas,2012
NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,33,Devonta,Abron,6-8,255, Fr,0.05,NA,NA,NA,NA,NA,,NA,Arkansas,2012
10,D,Andre,5-10,156, Sr,0.87,13,Chuck,Guy,5-10,164, So,0.72,12,Courtney,Jackson,6-6,221, Sr,0.34,53,Will,Neighbour,6-10,200, So,0.44,44,Michael,Javes,6-10,223, Fr,0.59,Arkansas Little Rock,2012
5,Eric,Lawton,6-0,160, Jr,0.09,11,Ben,Dillard,6-2,190, Fr,0.23,2,Tramar,Sutherland,6-3,199, Sr,0.28,12,Courtney,Jackson,6-6,221, Sr,0.35,53,Will,Neighbour,6-10,200, So,0.27,Arkansas Little Rock,2012
NA,NA,NA,NA,NA,,NA,5,Eric,Lawton,6-0,160, Jr,0.05,11,Ben,Dillard,6-2,190, Fr,0.16,23,Taggart,Lockhart,6-5,201, Fr,0.12,21,Marlon,Louzeiro,6-7,241, Sr,0.1,Arkansas Little Rock,2012
NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,22,Reggie,Fondren,6-3,190, Jr,0.16,2,Tramar,Sutherland,6-3,199, Sr,0.06,NA,NA,NA,NA,NA,,NA,Arkansas Little Rock,2012
23,Savalace,Townsend,6-3,190, Sr,0.96,10,Lazabian,Jackson,6-3,190, Jr,0.4,10,Lazabian,Jackson,6-3,190, Jr,0.4,22,Mitchell,Anderson,6-7,190, Jr,0.7,44,Daniel,Broughton,6-8,225, So,0.65,Arkansas Pine Bluff,2012
NA,NA,NA,NA,NA,,NA,21,Clay,Johnson,6-0,185, Sr,0.4,40,Rontrell,Bailey,6-2,200, Sr,0.36,35,Lavoris,Weathers,6-8,230, Sr,0.09,13,Jamar,Harris,6-7,205, Jr,0.16,Arkansas Pine Bluff,2012
NA,NA,NA,NA,NA,,NA,30,Kyle,Jones,5-10,185, So,0.2,22,Mitchell,Anderson,6-7,190, Jr,0.12,1,Austin,Allen,6-6,230, So,0.09,35,Lavoris,Weathers,6-8,230, Sr,0.09,Arkansas Pine Bluff,2012
NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,12,Jaylon,Floyd,6-4,190, Fr,0.09,13,Jamar,Harris,6-7,205, Jr,0.08,1,Austin,Allen,6-6,230, So,0.09,Arkansas Pine Bluff,2012
24,Edward,Townsel,6-0,170, So,0.81,2,Trey,Finn,6-2,210, Jr,0.77,5,Marcus,Hooten,6-4,205, Jr,0.85,15,Brandon,Peterson,6-7,215, Jr,0.65,33,Malcoln,Kirkland,6-8,265, Sr,0.79,Arkansas St.,2012
1,Rakeem,Dickerson,6-1,170, Fr,0.19,1,Rakeem,Dickerson,6-1,170, Fr,0.15,2,Trey,Finn,6-2,210, Jr,0.14,3,Darion,Griswold,6-5,240, Fr,0.33,15,Brandon,Peterson,6-7,215, Jr,0.21,Arkansas St.,2012
NA,NA,NA,NA,NA,,NA,10,Adam,Sterrenberg,6-3,190, Jr,0.08,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,Arkansas St.,2012
0,Maxwell,Lenox,6-0,190, Fr,0.7,20,Julian,Simmons,5-11,187, Sr,0.66,23,Josh,Herbeck,6-2,193, So,0.6,13,Ella,Ellis,6-5,187, Jr,0.65,42,Jordan,Springer,6-6,220, Jr,0.48,Army,2012
5,Milton,Washington,6-0,180, Fr,0.27,2,Mo,Williams,6-1,185, Fr,0.24,2,Mo,Williams,6-1,185, Fr,0.24,25,Whit,Thornton,6-7,215, Fr,0.18,52,Andrew,Stire,6-7,227, So,0.35,Army,2012
NA,NA,NA,NA,NA,,NA,11,Jason,Pancoe,6-1,164, Jr,0.05,11,Jason,Pancoe,6-1,164, Jr,0.09,23,Josh,Herbeck,6-2,193, So,0.1,13,Ella,Ellis,6-5,187, Jr,0.1,Army,2012
NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,25,Whit,Thornton,6-7,215, Fr,0.05,Army,2012
11,Josh,Wallace,5-10,170, Jr,0.68,3,Chris,Denson,6-2,172, So,0.51,2,Allen,Payne,6-6,210, So,0.29,22,Kenny,Gabriel,6-8,209, Sr,0.66,2,Rob,Chubb,6-10,242, Jr,0.57,Auburn,2012
23,Frankie,Sullivan,6-1,206, Jr,0.2,23,Frankie,Sullivan,6-1,206, Jr,0.39,23,Frankie,Sullivan,6-1,206, Jr,0.29,45,Adrian,Forbes,6-8,232, Sr,0.24,50,Willy,Kouassi,6-10,219, Fr,0.21,Auburn,2012
1,Varez,Ward,6-2,208, Jr,0.1,0,Josh,Langford,6-7,207, So,0.05,32,Noel,Johnson,6-6,200, So,0.24,2,Allen,Payne,6-6,210, So,0.06,45,Adrian,Forbes,6-8,232, Sr,0.21,Auburn,2012
NA,NA,NA,NA,NA,,NA,32,Noel,Johnson,6-6,200, So,0.05,0,Josh,Langford,6-7,207, So,0.1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,Auburn,2012
NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,22,Kenny,Gabriel,6-8,209, Sr,0.06,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,Auburn,2012
22,Herdie,Lawrence,6-1,175, Fr,0.66,12,TyShwan,Edmondson,6-4,175, Sr,0.49,23,Josh,Terry,6-5,200, Sr,0.63,1,Melvin,Baker,6-7,215, Sr,0.56,21,John,Fraley,6-8,220, Sr,0.78,Austin Peay,2012
1,Jerome,Clyburn,6-1,180, Jr,0.2,32,Justin,Blake,6-3,190, Jr,0.37,12,TyShwan,Edmondson,6-4,175, Sr,0.13,10,Will,Triggs,6-6,230, So,0.28,1,Melvin,Baker,6-7,215, Sr,0.18,Austin Peay,2012
12,TyShwan,Edmondson,6-4,175, Sr,0.14,23,Josh,Terry,6-5,200, Sr,0.07,25,Anthony,Campbell,6-7,205, Sr,0.13,15,Chris,Freeman,6-6,205, Fr,0.14,NA,NA,NA,NA,NA,,NA,Austin Peay,2012
NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,11,Thomas,Greer,6-5,170, Fr,0.11,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,Austin Peay,2012
3,Randy,Davis,5-11,180, Sr,0.54,32,Jesse,Berry,6-1,170, So,0.67,4,Jauwan,Scaife,6-2,190, Jr,0.37,14,Aaron,Adeoye,6-6,230, Fr,0.37,45,Jarrod,Jones,6-9,230, Sr,0.72,Ball St.,2012
12,Tyrae,Robinson,6-2,185, So,0.38,12,Tyrae,Robinson,6-2,185, So,0.17,20,Chris,Bond,6-4,190, So,0.3,2,Matt,Kamieniecki,6-7,210, So,0.21,14,Aaron,Adeoye,6-6,230, Fr,0.2,Ball St.,2012
4,Jauwan,Scaife,6-2,190, Jr,0.07,34,Tyler,Koch,6-4,190, So,0.11,34,Tyler,Koch,6-4,190, So,0.26,34,Tyler,Koch,6-4,190, So,0.15,2,Matt,Kamieniecki,6-7,210, So,0.06,Ball St.,2012
NA,NA,NA,NA,NA,,NA,4,Jauwan,Scaife,6-2,190, Jr,0.06,NA,NA,NA,NA,NA,,NA,20,Chris,Bond,6-4,190, So,0.13,NA,NA,NA,NA,NA,,NA,Ball St.,2012
NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,23,Pierre,Sneed,6-4,200, Sr,0.11,NA,NA,NA,NA,NA,,NA,Ball St.,2012
55,Pierre,Jackson,5-10,175, Jr,0.86,5,Brady,Heslip,6-2,190, So,0.47,14,Deuce,Bello,6-4,180, Fr,0.36,23,Quincy,Acy,6-7,225, Sr,0.49,1,Perry,Jones,6-11,235, So,0.77,Baylor,2012
22,A,J,6-1,185, Jr,0.14,22,A,J,6-1,185, Jr,0.45,5,Brady,Heslip,6-2,190, So,0.32,30,Quincy,Miller,6-9,210, Fr,0.36,30,Quincy,Miller,6-9,210, Fr,0.2,Baylor,2012
NA,NA,NA,NA,NA,,NA,0,Gary,Franklin,6-2,195, So,0.07,23,Quincy,Acy,6-7,225, Sr,0.24,41,Anthony,Jones,6-10,190, Sr,0.13,NA,NA,NA,NA,NA,,NA,Baylor,2012
3,Kerron,Johnson,6-1,175, Jr,0.68,1,Drew,Hanlen,5-11,180, Sr,0.63,21,Ian,Clark,6-3,175, Jr,0.57,14,J,J,6-6,210, So,0.39,34,Mick,Hedgepeth,6-9,235, Sr,0.61,Belmont,2012
1,Drew,Hanlen,5-11,180, Sr,0.3,22,Reece,Chamberlain,6-1,175, Fr,0.19,24,Adam,Barnes,6-2,190, Jr,0.2,2,Blake,Jenkins,6-7,205, So,0.37,32,Scott,Saunders,6-10,250, Sr,0.37,Belmont,2012
NA,NA,NA,NA,NA,,NA,21,Ian,Clark,6-3,175, Jr,0.16,14,J,J,6-6,210, So,0.16,22,Brandon,Baker,6-6,220, Jr,0.18,NA,NA,NA,NA,NA,,NA,Belmont,2012
NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,22,Reece,Chamberlain,6-1,175, Fr,0.07,30,Trevor,Noack,6-7,240, Jr,0.05,NA,NA,NA,NA,NA,,NA,Belmont,2012
21,Kevin,Dukes,5-9,155, Jr,0.85,22,Ricky,Johnson,5-9,160, Fr,0.49,1,Adrien,Coleman,6-5,190, So,0.64,11,Javoris,Bryant,6-6,200, Jr,0.55,23,Garrius,Holloman,6-6,210, Sr,0.69,Bethune Cookman,2012
3,Paul,Scotland,6-0,185, Jr,0.07,10,Stanley,Elliott,6-3,160, Sr,0.37,10,Stanley,Elliott,6-3,160, Sr,0.22,1,Adrien,Coleman,6-5,190, So,0.25,11,Javoris,Bryant,6-6,200, Jr,0.15,Bethune Cookman,2012
22,Ricky,Johnson,5-9,160, Fr,0.07,3,Paul,Scotland,6-0,185, Jr,0.11,3,Paul,Scotland,6-0,185, Jr,0.08,5,Anthony,Breeze,6-5,230, Sr,0.17,2,Alex,Smith,6-7,210, Jr,0.09,Bethune Cookman,2012
NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,5,Anthony,Breeze,6-5,230, Sr,0.07,Bethune Cookman,2012
20,Jimmy,Gray,6-0,175, Jr,0.92,24,Mike,Horn,6-0,180, Jr,0.47,40,Javon,Ralling,6-5,220, Jr,0.37,33,Omar,Richards,6-8,215, Fr,0.46,14,Ben,Dickinson,6-8,230, Fr,0.86,Binghamton,2012
3,Chris,Longoria,6-3,180, Fr,0.08,3,Chris,Longoria,6-3,180, Fr,0.38,32,Jabrille,Williams,6-5,190, Fr,0.35,22,Taylor,Johnston,6-7,205, Jr,0.39,15,Alex,Ogundadegbe,6-8,235, So,0.08,Binghamton,2012
NA,NA,NA,NA,NA,,NA,2,Robert,Mansell,6-4,190, So,0.14,2,Robert,Mansell,6-4,190, So,0.12,40,Javon,Ralling,6-5,220, Jr,0.12,33,Omar,Richards,6-8,215, Fr,0.06,Binghamton,2012
NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,3,Chris,Longoria,6-3,180, Fr,0.09,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,Binghamton,2012
NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,22,Taylor,Johnston,6-7,205, Jr,0.08,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,Binghamton,2012
30,Westly,Perryman,6-1,180, Sr,0.43,11,Jeff,Elorriaga,6-2,180, So,0.61,5,Joe,Hanstad,6-4,190, Fr,0.28,3,Anthony,Drmic,6-6,200, Fr,0.59,42,Kenny,Buckner,6-9,250, Jr,0.51,Boise St.,2012
2,Derrick,Marks,6-3,190, Fr,0.34,2,Derrick,Marks,6-3,190, Fr,0.17,15,Thomas,Bropleh,6-5,203, So,0.28,22,Drew,Wiley,6-7,215, Jr,0.19,23,Ryan,Watkins,6-8,247, So,0.31,Boise St.,2012
10,Tre,Nichols,5-11,168, Sr,0.22,5,Joe,Hanstad,6-4,190, Fr,0.09,2,Derrick,Marks,6-3,190, Fr,0.23,15,Thomas,Bropleh,6-5,203, So,0.18,22,Drew,Wiley,6-7,215, Jr,0.15,Boise St.,2012
NA,NA,NA,NA,NA,,NA,15,Thomas,Bropleh,6-5,203, So,0.08,3,Anthony,Drmic,6-6,200, Fr,0.14,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,Boise St.,2012
NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,12,Igor,Hadziomerovic,6-4,200, Fr,0.07,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,Boise St.,2012
10,Jordan,Daniels,5-8,153, Fr,0.81,20,Lonnie,Jackson,6-3,167, Fr,0.59,14,Matt,Humphrey,6-5,185, Jr,0.53,12,Ryan,Anderson,6-8,229, Fr,0.73,24,Dennis,Clifford,7-0,238, Fr,0.68,Boston College,2012
14,Matt,Humphrey,6-5,185, Jr,0.12,2,John,Cahill,6-1,170, Sr,0.31,33,Patrick,Heckmann,6-5,192, Fr,0.14,14,Matt,Humphrey,6-5,185, Jr,0.08,5,KC,Caudill,6-10,295, Fr,0.19,Boston College,2012
NA,NA,NA,NA,NA,,NA,1,Gabe,Moton,6-1,170, So,0.08,20,Lonnie,Jackson,6-3,167, Fr,0.14,33,Patrick,Heckmann,6-5,192, Fr,0.07,12,Ryan,Anderson,6-8,229, Fr,0.11,Boston College,2012
NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,1,Gabe,Moton,6-1,170, So,0.1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,Boston College,2012
NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,31,Danny,Rubin,6-5,180, So,0.05,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,Boston College,2012
13,D,J,6-0,165, So,0.82,2,Matt,Griffin,5-10,180, Sr,0.44,1,Darryl,Partin,6-6,190, Sr,0.79,31,Malik,Thomas,6-7,190, Fr,0.52,15,Dom,Morris,6-7,240, So,0.58,Boston University,2012
2,Matt,Griffin,5-10,180, Sr,0.18,24,Travis,Robinson,6-5,190, So,0.38,24,Travis,Robinson,6-5,190, So,0.13,25,Patrick,Hazel,6-6,220, Sr,0.35,32,Jeff,Pelage,6-8,240, Sr,0.29,Boston University,2012
NA,NA,NA,NA,NA,,NA,22,Zach,Chionuma,6-5,190, Fr,0.12,22,Zach,Chionuma,6-5,190, Fr,0.06,15,Dom,Morris,6-7,240, So,0.07,25,Patrick,Hazel,6-6,220, Sr,0.11,Boston University,2012
