PG.Number,PG.PlayerFirstName,PG.PlayerLastName,PG.Ht,PG.Wt,PG.Yr,PG.Min.Pct,SG.Number,SG.PlayerFirstName,SG.PlayerLastName,SG.Ht,SG.Wt,SG.Yr,SG.Min.Pct,SF.Number,SF.PlayerFirstName,SF.PlayerLastName,SF.Ht,SF.Wt,SF.Yr,SF.Min.Pct,PF.Number,PF.PlayerFirstName,PF.PlayerLastName,PF.Ht,PF.Wt,PF.Yr,PF.Min.Pct,C.Number,C.PlayerFirstName,C.PlayerLastName,C.Ht,C.Wt,C.Yr,C.Min.Pct,Team,Year
2,Mark,Lyons,6-1,200, Sr,0.86,13,Nick,Johnson,6-3,200, So,0.67,3,Kevin,Parrom,6-6,220, Sr,0.57,44,Solomon,Hill,6-7,220, Sr,0.46,35,Kaleb,Tarczewski,7-0,255, Fr,0.59,Arizona,2013
13,Nick,Johnson,6-3,200, So,0.12,20,Jordin,Mayes,6-3,200, Jr,0.33,44,Solomon,Hill,6-7,220, Sr,0.36,21,Brandon,Ashley,6-8,235, Fr,0.46,33,Grant,Jerrett,6-10,235, Fr,0.33,Arizona,2013
NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,13,Nick,Johnson,6-3,200, So,0.05,33,Grant,Jerrett,6-10,235, Fr,0.07,NA,NA,NA,NA,NA,,NA,Arizona,2013
1,Jahii,Carson,5-10,175, Fr,0.96,10,Evan,Gordon,6-1,187, Jr,0.76,2,Chris,Colvin,6-2,185, Sr,0.5,31,Jonathan,Gilling,6-7,215, So,0.55,13,Jordan,Bachynski,7-2,250, Jr,0.57,Arizona St.,2013
NA,NA,NA,NA,NA,,NA,2,Chris,Colvin,6-2,185, Sr,0.23,0,Carrick,Felix,6-6,197, Sr,0.49,0,Carrick,Felix,6-6,197, Sr,0.42,31,Jonathan,Gilling,6-7,215, So,0.23,Arizona St.,2013
NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,23,Ruslan,Pateev,7-0,255, Sr,0.12,Arizona St.,2013
NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,3,Eric,Jacobsen,6-10,245, Fr,0.05,Arizona St.,2013
11,BJ,Young,6-3,180, So,0.6,20,Kikko,Haydar,5-10,162, Jr,0.29,0,Rashad,Madden,6-5,181, So,0.38,4,Coty,Clarke,6-7,225, Jr,0.65,33,Marshawn,Powell,6-7,240, Jr,0.65,Arkansas,2013
1,Mardracus,Wade,6-2,176, Jr,0.25,1,Mardracus,Wade,6-2,176, Jr,0.27,24,Michael,Qualls,6-5,205, Fr,0.28,24,Michael,Qualls,6-5,205, Fr,0.25,21,Hunter,Mickelson,6-10,245, So,0.27,Arkansas,2013
20,Kikko,Haydar,5-10,162, Jr,0.1,5,Anthlon,Bell,6-3,190, Fr,0.23,12,Fred,Gulley,6-2,177, Jr,0.14,22,Jacorey,Williams,6-8,204, Fr,0.07,4,Coty,Clarke,6-7,225, Jr,0.08,Arkansas,2013
NA,NA,NA,NA,NA,,NA,12,Fred,Gulley,6-2,177, Jr,0.13,3,Rickey,Scott,6-3,205, Jr,0.06,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,Arkansas,2013
NA,NA,NA,NA,NA,,NA,0,Rashad,Madden,6-5,181, So,0.05,5,Anthlon,Bell,6-3,190, Fr,0.05,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,Arkansas,2013
NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,1,Mardracus,Wade,6-2,176, Jr,0.05,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,Arkansas,2013
2,John,Gillon,6-0,166, Fr,0.58,5,Kemy,Osse,6-1,190, Fr,0.35,12,Leroy,Isler,6-5,196, Jr,0.69,53,Will,Neighbour,6-10,219, Jr,0.58,44,Michael,Javes,6-10,239, So,0.56,Arkansas Little Rock,2013
3,Josh,Hagins,6-1,168, Fr,0.4,24,Ben,Dillard,6-2,190, So,0.34,24,Ben,Dillard,6-2,190, So,0.18,33,James,White,6-8,215, Fr,0.24,55,Gus,Leeper,6-10,249, So,0.25,Arkansas Little Rock,2013
NA,NA,NA,NA,NA,,NA,3,Josh,Hagins,6-1,168, Fr,0.29,5,Kemy,Osse,6-1,190, Fr,0.06,12,Leroy,Isler,6-5,196, Jr,0.14,53,Will,Neighbour,6-10,219, Jr,0.19,Arkansas Little Rock,2013
NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,15,Stetson,Billings,6-5,190, Fr,0.05,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,Arkansas Little Rock,2013
14,Tevin,Hammond,6-0,185, So,0.74,10,Lazabian,Jackson,6-3,190, Sr,0.5,52,Terrell,Kennedy,6-6,250, Sr,0.29,3,DaVon,Haynes,6-8,215, Jr,0.36,44,Daniel,Broughton,6-8,225, Jr,0.46,Arkansas Pine Bluff,2013
1,Marcel,Mosley,6-0,180, Jr,0.2,1,Marcel,Mosley,6-0,180, Jr,0.28,22,Mitchell,Anderson,6-7,190, Sr,0.22,22,Mitchell,Anderson,6-7,190, Sr,0.31,3,DaVon,Haynes,6-8,215, Jr,0.25,Arkansas Pine Bluff,2013
10,Lazabian,Jackson,6-3,190, Sr,0.05,12,Jaylon,Floyd,6-4,190, So,0.08,10,Lazabian,Jackson,6-3,190, Sr,0.13,52,Terrell,Kennedy,6-6,250, Sr,0.22,52,Terrell,Kennedy,6-6,250, Sr,0.23,Arkansas Pine Bluff,2013
NA,NA,NA,NA,NA,,NA,30,Kyle,Jones,5-10,185, Jr,0.07,15,Trent,Whiting,6-6,195, Fr,0.08,15,Trent,Whiting,6-6,195, Fr,0.08,22,Mitchell,Anderson,6-7,190, Sr,0.06,Arkansas Pine Bluff,2013
NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,12,Jaylon,Floyd,6-4,190, So,0.07,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,Arkansas Pine Bluff,2013
NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,13,Warren,Boyd,6-3,195, Fr,0.06,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,Arkansas Pine Bluff,2013
0,Cameron,Golden,6-0,154, Fr,0.54,24,Ed,Townsel,6-0,166, Jr,0.64,2,Trey,Finn,6-2,213, Sr,0.58,15,Brandon,Peterson,6-8,217, Sr,0.44,40,Kendrick,Washington,6-7,274, Jr,0.48,Arkansas St.,2013
1,Rakeem,Dickerson,6-0,177, So,0.42,2,Trey,Finn,6-2,213, Sr,0.32,5,Marcus,Hooten,6-3,208, Sr,0.38,35,Raeford,Worsham,6-5,190, Fr,0.25,14,Kelvin,Downs,6-9,232, Fr,0.29,Arkansas St.,2013
NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,5,Marcus,Hooten,6-3,208, Sr,0.2,15,Brandon,Peterson,6-8,217, Sr,0.22,Arkansas St.,2013
NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,14,Kelvin,Downs,6-9,232, Fr,0.1,NA,NA,NA,NA,NA,,NA,Arkansas St.,2013
11,Dylan,Cox,6-4,185, Fr,0.6,10,Kyle,Toth,6-1,175, Fr,0.64,21,Kyle,Wilson,6-4,190, Fr,0.73,13,Ella,Ellis,6-7,195, Sr,0.56,31,Kevin,Ferguson,6-10,200, Fr,0.52,Army,2013
0,Maxwell,Lenox,6-0,190, So,0.38,23,Josh,Herbeck,6-3,190, Jr,0.29,13,Ella,Ellis,6-7,195, Sr,0.14,33,Larry,Toomey,6-6,205, Fr,0.39,42,Jordan,Springer,6-6,220, Sr,0.37,Army,2013
NA,NA,NA,NA,NA,,NA,2,Mo,Williams,6-1,185, So,0.06,23,Josh,Herbeck,6-3,190, Jr,0.1,NA,NA,NA,NA,NA,,NA,52,Andrew,Stire,6-7,227, Jr,0.09,Army,2013
11,Josh,Wallace,5-10,170, Sr,0.68,3,Chris,Denson,6-2,175, Jr,0.53,5,Shaquille,Johnson,6-5,210, Fr,0.32,2,Allen,Payne,6-6,215, Jr,0.55,41,Rob,Chubb,6-10,250, Sr,0.65,Auburn,2013
23,Frankie,Sullivan,6-1,206, Sr,0.27,23,Frankie,Sullivan,6-1,206, Sr,0.28,10,Jordan,Price,6-5,230, Fr,0.24,32,Noel,Johnson,6-6,205, Sr,0.28,0,Asauhn,Dixon,7-0,230, Jr,0.32,Auburn,2013
3,Chris,Denson,6-2,175, Jr,0.05,24,Brian,Greene,6-3,205, Fr,0.1,23,Frankie,Sullivan,6-1,206, Sr,0.18,10,Jordan,Price,6-5,230, Fr,0.16,NA,NA,NA,NA,NA,,NA,Auburn,2013
NA,NA,NA,NA,NA,,NA,5,Shaquille,Johnson,6-5,210, Fr,0.05,32,Noel,Johnson,6-6,205, Sr,0.15,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,Auburn,2013
NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,24,Brian,Greene,6-3,205, Fr,0.11,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,Auburn,2013
1,Jerome,Clyburn,6-1,180, Sr,0.53,4,Travis,Betran,6-3,185, Jr,0.54,25,Anthony,Campbell,6-7,215, Sr,0.32,10,Will,Triggs,6-6,230, Jr,0.46,5,Chris,Horton,6-8,195, Fr,0.66,Austin Peay,2013
23,AJ,Lynch,6-2,170, Fr,0.19,12,Jeremy,Purvis,5-10,150, Jr,0.19,20,Cory,Arentsen,6-5,185, Fr,0.25,21,Preston,Herring,6-7,180, Fr,0.17,10,Will,Triggs,6-6,230, Jr,0.23,Austin Peay,2013
4,Travis,Betran,6-3,185, Jr,0.19,22,Herdie,Lawrence,6-1,175, So,0.1,11,Thomas,Greer,6-5,180, So,0.14,15,Chris,Freeman,6-6,205, So,0.16,25,Anthony,Campbell,6-7,215, Sr,0.06,Austin Peay,2013
22,Herdie,Lawrence,6-1,175, So,0.07,20,Cory,Arentsen,6-5,185, Fr,0.07,21,Preston,Herring,6-7,180, Fr,0.11,25,Anthony,Campbell,6-7,215, Sr,0.13,NA,NA,NA,NA,NA,,NA,Austin Peay,2013
NA,NA,NA,NA,NA,,NA,11,Thomas,Greer,6-5,180, So,0.06,4,Travis,Betran,6-3,185, Jr,0.06,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,Austin Peay,2013
NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,15,Chris,Freeman,6-6,205, So,0.05,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,Austin Peay,2013
3,Marcus,Posley,6-0,201, Fr,0.53,4,Jauwan,Scaife,6-2,204, Sr,0.77,20,Chris,Bond,6-4,195, Jr,0.74,2,Matt,Kamieniecki,6-8,238, Jr,0.62,55,Majok,Majok,6-8,245, Jr,0.79,Ball St.,2013
32,Jesse,Berry,6-2,192, Jr,0.47,32,Jesse,Berry,6-2,192, Jr,0.23,4,Jauwan,Scaife,6-2,204, Sr,0.15,12,Bo,Calhoun,6-5,228, Fr,0.19,50,Zach,Fields,6-10,269, Sr,0.2,Ball St.,2013
NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,34,Tyler,Koch,6-6,229, Jr,0.09,34,Tyler,Koch,6-6,229, Jr,0.12,NA,NA,NA,NA,NA,,NA,Ball St.,2013
NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,20,Chris,Bond,6-4,195, Jr,0.07,NA,NA,NA,NA,NA,,NA,Ball St.,2013
55,Pierre,Jackson,5-10,180, Sr,0.87,22,A,J,6-1,184, Sr,0.46,4,Gary,Franklin,6-2,195, Jr,0.54,34,Cory,Jefferson,6-9,210, Jr,0.61,21,Isaiah,Austin,7-1,220, Fr,0.65,Baylor,2013
22,A,J,6-1,184, Sr,0.08,5,Brady,Heslip,6-2,180, Jr,0.37,5,Brady,Heslip,6-2,180, Jr,0.25,35,Taurean,Prince,6-7,202, Fr,0.16,2,Rico,Gathers,6-8,260, Fr,0.22,Baylor,2013
1,L,J,6-4,190, Fr,0.05,4,Gary,Franklin,6-2,195, Jr,0.14,14,Deuce,Bello,6-4,187, So,0.17,2,Rico,Gathers,6-8,260, Fr,0.16,34,Cory,Jefferson,6-9,210, Jr,0.1,Baylor,2013
NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,14,Deuce,Bello,6-4,187, So,0.05,NA,NA,NA,NA,NA,,NA,Baylor,2013
3,Kerron,Johnson,6-1,175, Sr,0.79,21,Ian,Clark,6-3,175, Sr,0.57,14,J,J,6-6,210, Jr,0.54,2,Blake,Jenkins,6-7,210, Jr,0.39,30,Trevor,Noack,6-7,240, Sr,0.66,Belmont,2013
22,Reece,Chamberlain,6-1,175, So,0.19,22,Reece,Chamberlain,6-1,175, So,0.35,21,Ian,Clark,6-3,175, Sr,0.29,14,J,J,6-6,210, Jr,0.29,2,Blake,Jenkins,6-7,210, Jr,0.24,Belmont,2013
NA,NA,NA,NA,NA,,NA,23,Craig,Bradshaw,6-3,205, Fr,0.06,23,Craig,Bradshaw,6-3,205, Fr,0.08,45,Brandon,Baker,6-6,220, Sr,0.26,45,Brandon,Baker,6-6,220, Sr,0.07,Belmont,2013
22,Ricky,Johnson,5-9,160, So,0.61,21,Kevin,Dukes,5-9,155, Sr,0.51,1,Adrien,Coleman,6-5,190, Jr,0.7,10,Malik,Jackson,6-6,188, Jr,0.27,2,Alex,Smith,6-7,210, Sr,0.44,Bethune Cookman,2013
21,Kevin,Dukes,5-9,155, Sr,0.38,3,Paul,Scotland,6-0,185, Sr,0.42,12,Mikel,Trapp,6-2,195, Jr,0.15,11,Javoris,Bryant,6-6,200, Sr,0.25,11,Javoris,Bryant,6-6,200, Sr,0.41,Bethune Cookman,2013
NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,3,Paul,Scotland,6-0,185, Sr,0.07,1,Adrien,Coleman,6-5,190, Jr,0.25,15,Marc,Mack,6-6,195, So,0.1,Bethune Cookman,2013
NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,15,Marc,Mack,6-6,195, So,0.24,10,Malik,Jackson,6-6,188, Jr,0.05,Bethune Cookman,2013
20,Jimmy,Gray,6-0,175, Sr,0.96,24,Mike,Horn,6-0,185, Sr,0.58,3,Jordan,Reed,6-4,205, Fr,0.87,22,Taylor,Johnston,6-7,210, Sr,0.62,30,Roland,Brown,6-8,240, Jr,0.4,Binghamton,2013
NA,NA,NA,NA,NA,,NA,0,Karon,Waller,6-4,195, Fr,0.32,22,Taylor,Johnston,6-7,210, Sr,0.08,21,Javon,Ralling,6-6,225, Sr,0.34,14,Brian,Freeman,6-8,225, Jr,0.39,Binghamton,2013
NA,NA,NA,NA,NA,,NA,3,Jordan,Reed,6-4,205, Fr,0.08,32,Jabrille,Williams,6-6,190, So,0.05,NA,NA,NA,NA,NA,,NA,21,Javon,Ralling,6-6,225, Sr,0.18,Binghamton,2013
2,Derrick,Marks,6-3,206, So,0.79,11,Jeff,Elorriaga,6-2,180, Jr,0.98,12,Igor,Hadziomerovic,6-4,202, So,0.47,3,Anthony,Drmic,6-6,196, So,0.75,0,Ryan,Watkins,6-9,229, Jr,0.45,Boise St.,2013
1,Mikey,Thompson,6-3,167, Fr,0.18,NA,NA,NA,NA,NA,,NA,1,Mikey,Thompson,6-3,167, Fr,0.36,15,Thomas,Bropleh,6-5,203, Jr,0.2,42,Kenny,Buckner,6-7,251, Sr,0.44,Boise St.,2013
NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,15,Thomas,Bropleh,6-5,203, Jr,0.17,NA,NA,NA,NA,NA,,NA,3,Anthony,Drmic,6-6,196, So,0.1,Boise St.,2013
25,Joe,Rahon,6-2,195, Fr,0.93,20,Lonnie,Jackson,6-3,173, So,0.53,33,Patrick,Heckmann,6-5,205, So,0.55,4,Eddie,Odio,6-7,205, So,0.7,12,Ryan,Anderson,6-8,220, So,0.55,Boston College,2013
21,Olivier,Hanlan,6-4,188, Fr,0.06,21,Olivier,Hanlan,6-4,188, Fr,0.46,21,Olivier,Hanlan,6-4,188, Fr,0.42,12,Ryan,Anderson,6-8,220, So,0.17,24,Dennis,Clifford,7-0,250, So,0.26,Boston College,2013
NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,33,Patrick,Heckmann,6-5,205, So,0.09,15,Andrew,Van,6-10,247, Sr,0.16,Boston College,2013
22,Maurice,Watson,5-10,165, Fr,0.78,13,D,J,6-0,165, Jr,0.67,2,John,Papale,6-3,190, Fr,0.55,31,Malik,Thomas,6-7,190, So,0.54,15,Dom,Morris,6-7,240, Jr,0.7,Boston University,2013
13,D,J,6-0,165, Jr,0.22,2,John,Papale,6-3,190, Fr,0.29,24,Travis,Robinson,6-5,190, Jr,0.36,14,Nathan,Dieudonne,6-7,210, Fr,0.25,14,Nathan,Dieudonne,6-7,210, Fr,0.17,Boston University,2013
