Year,Team,Min.Pct,PG.Number,PG.PlayerFirstName,PG.PlayerLastName,PG.Ht,PG.Wt,PG.Yr,SG.Number,SG.PlayerFirstName,SG.PlayerLastName,SG.Ht,SG.Wt,SG.Yr,SF.Number,SF.PlayerFirstName,SF.PlayerLastName,SF.Ht,SF.Wt,SF.Yr,PF.Number,PF.PlayerFirstName,PF.PlayerLastName,PF.Ht,PF.Wt,PF.Yr,C.Number,C.PlayerFirstName,C.PlayerLastName,C.Ht,C.Wt,C.Yr
2020,Abilene Christian,0.13,4,Damien,Daniels,5-7,140, So,20,Coryon,Mason,6-0,190, Jr,5,Payten,Ricks,6-2,190, Sr,3,Airion,Simmons,6-5,264, Fr,34,Kolton,Kohl,7-0,240, Jr
2020,Abilene Christian,0.09,1,Reggie,Miller,6-0,150, Jr,20,Coryon,Mason,6-0,190, Jr,5,Payten,Ricks,6-2,190, Sr,42,Clay,Gayman,6-6,220, So,32,Joe,Pleasant,6-8,220, So
2020,Abilene Christian,0.075,4,Damien,Daniels,5-7,140, So,5,Payten,Ricks,6-2,190, Sr,14,Trey,Lenox,6-3,220, Sr,3,Airion,Simmons,6-5,264, Fr,34,Kolton,Kohl,7-0,240, Jr
2020,Abilene Christian,0.062,1,Reggie,Miller,6-0,150, Jr,20,Coryon,Mason,6-0,190, Jr,5,Payten,Ricks,6-2,190, Sr,42,Clay,Gayman,6-6,220, So,23,Hayden,Howell,6-7,225, Sr
2020,Abilene Christian,0.038,4,Damien,Daniels,5-7,140, So,20,Coryon,Mason,6-0,190, Jr,5,Payten,Ricks,6-2,190, Sr,42,Clay,Gayman,6-6,220, So,34,Kolton,Kohl,7-0,240, Jr
2020,Abilene Christian,0.038,1,Reggie,Miller,6-0,150, Jr,5,Payten,Ricks,6-2,190, Sr,11,Tobias,Cameron,6-5,210, So,42,Clay,Gayman,6-6,220, So,3,Airion,Simmons,6-5,264, Fr
2020,Abilene Christian,0.033,4,Damien,Daniels,5-7,140, So,5,Payten,Ricks,6-2,190, Sr,14,Trey,Lenox,6-3,220, Sr,32,Joe,Pleasant,6-8,220, So,34,Kolton,Kohl,7-0,240, Jr
2020,Abilene Christian,0.032,4,Damien,Daniels,5-7,140, So,20,Coryon,Mason,6-0,190, Jr,5,Payten,Ricks,6-2,190, Sr,42,Clay,Gayman,6-6,220, So,3,Airion,Simmons,6-5,264, Fr
2020,Abilene Christian,0.03,4,Damien,Daniels,5-7,140, So,20,Coryon,Mason,6-0,190, Jr,14,Trey,Lenox,6-3,220, Sr,3,Airion,Simmons,6-5,264, Fr,34,Kolton,Kohl,7-0,240, Jr
2020,Abilene Christian,0.03,4,Damien,Daniels,5-7,140, So,5,Payten,Ricks,6-2,190, Sr,14,Trey,Lenox,6-3,220, Sr,42,Clay,Gayman,6-6,220, So,3,Airion,Simmons,6-5,264, Fr
2020,Abilene Christian,0.040999999999999995,NA,UNKNOWN,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
2020,Air Force,0.344,10,AJ,Walker,6-2,191, So,0,Caleb,Morris,6-4,185, Sr,3,Sid,Tomes,6-4,200, Sr,12,Lavelle,Scottie,6-7,225, Sr,34,Ryan,Swan,6-8,240, Sr
2020,Air Force,0.09300000000000001,13,LeSean,Brown,6-2,185, Sr,0,Caleb,Morris,6-4,185, Sr,3,Sid,Tomes,6-4,200, Sr,12,Lavelle,Scottie,6-7,225, Sr,34,Ryan,Swan,6-8,240, Sr
2020,Air Force,0.051,10,AJ,Walker,6-2,191, So,3,Sid,Tomes,6-4,200, Sr,5,Chris,Joyce,6-5,193, Jr,12,Lavelle,Scottie,6-7,225, Sr,34,Ryan,Swan,6-8,240, Sr
2020,Air Force,0.045,10,AJ,Walker,6-2,191, So,24,Mason,Taylor,6-4,190, Fr,0,Caleb,Morris,6-4,185, Sr,12,Lavelle,Scottie,6-7,225, Sr,34,Ryan,Swan,6-8,240, Sr
2020,Air Force,0.036000000000000004,10,AJ,Walker,6-2,191, So,0,Caleb,Morris,6-4,185, Sr,5,Chris,Joyce,6-5,193, Jr,12,Lavelle,Scottie,6-7,225, Sr,34,Ryan,Swan,6-8,240, Sr
2020,Air Force,0.031,10,AJ,Walker,6-2,191, So,0,Caleb,Morris,6-4,185, Sr,5,Chris,Joyce,6-5,193, Jr,11,Ameka,Akaya,6-6,215, Jr,12,Lavelle,Scottie,6-7,225, Sr
2020,Air Force,0.025,10,AJ,Walker,6-2,191, So,0,Caleb,Morris,6-4,185, Sr,3,Sid,Tomes,6-4,200, Sr,44,Keaton,Van,6-7,195, Jr,12,Lavelle,Scottie,6-7,225, Sr
2020,Air Force,0.022000000000000002,10,AJ,Walker,6-2,191, So,0,Caleb,Morris,6-4,185, Sr,3,Sid,Tomes,6-4,200, Sr,11,Ameka,Akaya,6-6,215, Jr,12,Lavelle,Scottie,6-7,225, Sr
2020,Air Force,0.021,10,AJ,Walker,6-2,191, So,3,Sid,Tomes,6-4,200, Sr,5,Chris,Joyce,6-5,193, Jr,44,Keaton,Van,6-7,195, Jr,12,Lavelle,Scottie,6-7,225, Sr
2020,Air Force,0.019,10,AJ,Walker,6-2,191, So,3,Sid,Tomes,6-4,200, Sr,5,Chris,Joyce,6-5,193, Jr,11,Ameka,Akaya,6-6,215, Jr,12,Lavelle,Scottie,6-7,225, Sr
2020,Air Force,0.013000000000000001,NA,UNKNOWN,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
2020,Akron,0.25,1,Loren,Cristian,5-8,150, Jr,11,Channel,Banks,6-4,188, Sr,4,Tyler,Cheese,6-5,202, Sr,20,Xeyrius,Williams,6-9,215, Sr,10,Deng,Riak,6-10,220, Sr
2020,Akron,0.084,1,Loren,Cristian,5-8,150, Jr,11,Channel,Banks,6-4,188, Sr,4,Tyler,Cheese,6-5,202, Sr,5,Camron,Reece,6-7,228, Jr,20,Xeyrius,Williams,6-9,215, Sr
2020,Akron,0.07200000000000001,1,Loren,Cristian,5-8,150, Jr,2,Greg,Tribble,6-1,192, Fr,11,Channel,Banks,6-4,188, Sr,20,Xeyrius,Williams,6-9,215, Sr,10,Deng,Riak,6-10,220, Sr
2020,Akron,0.062,1,Loren,Cristian,5-8,150, Jr,2,Greg,Tribble,6-1,192, Fr,11,Channel,Banks,6-4,188, Sr,5,Camron,Reece,6-7,228, Jr,20,Xeyrius,Williams,6-9,215, Sr
2020,Akron,0.047,2,Greg,Tribble,6-1,192, Fr,11,Channel,Banks,6-4,188, Sr,4,Tyler,Cheese,6-5,202, Sr,5,Camron,Reece,6-7,228, Jr,20,Xeyrius,Williams,6-9,215, Sr
2020,Akron,0.046,1,Loren,Cristian,5-8,150, Jr,11,Channel,Banks,6-4,188, Sr,4,Tyler,Cheese,6-5,202, Sr,20,Xeyrius,Williams,6-9,215, Sr,23,Jaden,Sayles,6-9,235, Jr
2020,Akron,0.046,1,Loren,Cristian,5-8,150, Jr,2,Greg,Tribble,6-1,192, Fr,4,Tyler,Cheese,6-5,202, Sr,5,Camron,Reece,6-7,228, Jr,20,Xeyrius,Williams,6-9,215, Sr
2020,Akron,0.03,1,Loren,Cristian,5-8,150, Jr,11,Channel,Banks,6-4,188, Sr,24,Ali,Ali,6-8,206, Fr,20,Xeyrius,Williams,6-9,215, Sr,10,Deng,Riak,6-10,220, Sr
2020,Akron,0.028999999999999998,1,Loren,Cristian,5-8,150, Jr,2,Greg,Tribble,6-1,192, Fr,11,Channel,Banks,6-4,188, Sr,20,Xeyrius,Williams,6-9,215, Sr,23,Jaden,Sayles,6-9,235, Jr
2020,Akron,0.027999999999999997,1,Loren,Cristian,5-8,150, Jr,11,Channel,Banks,6-4,188, Sr,4,Tyler,Cheese,6-5,202, Sr,24,Ali,Ali,6-8,206, Fr,10,Deng,Riak,6-10,220, Sr
2020,Akron,0.091,NA,UNKNOWN,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
2020,Alabama,0.10800000000000001,2,Kira,Lewis,6-3,165, So,11,James,Bolden,6-0,160, Sr,5,Jaden,Shackelford,6-3,195, Fr,1,Herbert,Jones,6-7,205, Jr,0,Javian,Davis,6-9,242, Fr
2020,Alabama,0.107,2,Kira,Lewis,6-3,165, So,11,James,Bolden,6-0,160, Sr,5,Jaden,Shackelford,6-3,195, Fr,1,Herbert,Jones,6-7,205, Jr,3,Alex,Reese,6-9,245, Jr
2020,Alabama,0.067,2,Kira,Lewis,6-3,165, So,5,Jaden,Shackelford,6-3,195, Fr,23,John,Petty,6-5,184, Jr,1,Herbert,Jones,6-7,205, Jr,3,Alex,Reese,6-9,245, Jr
2020,Alabama,0.064,2,Kira,Lewis,6-3,165, So,5,Jaden,Shackelford,6-3,195, Fr,1,Herbert,Jones,6-7,205, Jr,3,Alex,Reese,6-9,245, Jr,0,Javian,Davis,6-9,242, Fr
2020,Alabama,0.06,2,Kira,Lewis,6-3,165, So,11,James,Bolden,6-0,160, Sr,5,Jaden,Shackelford,6-3,195, Fr,3,Alex,Reese,6-9,245, Jr,0,Javian,Davis,6-9,242, Fr
2020,Alabama,0.05,2,Kira,Lewis,6-3,165, So,5,Jaden,Shackelford,6-3,195, Fr,23,John,Petty,6-5,184, Jr,1,Herbert,Jones,6-7,205, Jr,30,Galin,Smith,6-9,240, Jr
2020,Alabama,0.043,2,Kira,Lewis,6-3,165, So,11,James,Bolden,6-0,160, Sr,5,Jaden,Shackelford,6-3,195, Fr,1,Herbert,Jones,6-7,205, Jr,30,Galin,Smith,6-9,240, Jr
