PG.Number,PG.PlayerFirstName,PG.PlayerLastName,PG.Ht,PG.Wt,PG.Yr,PG.Min.Pct,SG.Number,SG.PlayerFirstName,SG.PlayerLastName,SG.Ht,SG.Wt,SG.Yr,SG.Min.Pct,SF.Number,SF.PlayerFirstName,SF.PlayerLastName,SF.Ht,SF.Wt,SF.Yr,SF.Min.Pct,PF.Number,PF.PlayerFirstName,PF.PlayerLastName,PF.Ht,PF.Wt,PF.Yr,PF.Min.Pct,C.Number,C.PlayerFirstName,C.PlayerLastName,C.Ht,C.Wt,C.Yr,C.Min.Pct,Team,Year
3,Parker,Wentz,5-9,160, So,0.96,5,Julian,Edmonson,6-1,195, Jr,0.56,4,Michael,Grant,6-5,195, Fr,0.62,0,Riley,Payne,6-5,200, Fr,0.53,12,Austin,Cooke,6-7,210, So,0.49,Abilene Christian,2014
NA,NA,NA,NA,NA,,NA,2,Rafael,Farley,6-5,195, Jr,0.37,2,Rafael,Farley,6-5,195, Jr,0.37,12,Austin,Cooke,6-7,210, So,0.4,21,James,Pegues,6-6,220, So,0.26,Abilene Christian,2014
NA,NA,NA,NA,NA,,NA,0,Chris,Blakeley,6-0,160, Fr,0.07,NA,NA,NA,NA,NA,,NA,21,James,Pegues,6-6,220, So,0.06,33,Jacob,Lancaster,6-10,235, Jr,0.18,Abilene Christian,2014
NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,14,Alexsander,Milosavljevic,6-9,245, Jr,0.06,Abilene Christian,2014
1,Tre,Coggins,6-2,185, So,0.81,22,Max,Yon,6-4,198, Jr,0.58,4,Kamryn,Williams,6-4,193, Jr,0.56,21,DeLovell,Earls,6-6,235, Jr,0.51,0,Marek,Olesinski,6-9,220, Jr,0.47,Air Force,2014
4,Kamryn,Williams,6-4,193, Jr,0.13,5,Zach,Kocur,6-3,195, Fr,0.37,22,Max,Yon,6-4,198, Jr,0.25,3,Justin,Hammonds,6-6,193, Jr,0.19,44,Chase,Kammerer,6-7,245, Sr,0.24,Air Force,2014
NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,3,Justin,Hammonds,6-6,193, Jr,0.14,45,Darrius,Parker,6-7,215, Fr,0.18,45,Darrius,Parker,6-7,215, Fr,0.14,Air Force,2014
NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,11,Joe,Tuss,6-8,200, Fr,0.06,21,DeLovell,Earls,6-6,235, Jr,0.12,Air Force,2014
3,Nyles,Evans,5-11,170, Jr,0.48,4,Deji,Ibitayo,6-4,205, Jr,0.55,13,Quincy,Diggs,6-6,209, Sr,0.43,1,Demetrius,Treadwell,6-7,235, Sr,0.61,23,Isaiah,Johnson,6-10,285, Fr,0.41,Akron,2014
12,Carmelo,Betancourt,5-11,182, So,0.44,13,Quincy,Diggs,6-6,209, Sr,0.3,21,Reggie,McAdams,6-7,210, So,0.33,10,Nick,Harney,6-8,210, Sr,0.35,34,Pat,Forsythe,6-11,235, So,0.32,Akron,2014
13,Quincy,Diggs,6-6,209, Sr,0.08,3,Nyles,Evans,5-11,170, Jr,0.08,10,Nick,Harney,6-8,210, Sr,0.15,NA,NA,NA,NA,NA,,NA,1,Demetrius,Treadwell,6-7,235, Sr,0.25,Akron,2014
NA,NA,NA,NA,NA,,NA,21,Reggie,McAdams,6-7,210, So,0.07,15,Jake,Kretzer,6-7,215, So,0.06,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,Akron,2014
12,Trevor,Releford,6-0,190, Sr,0.9,32,Retin,Obasohan,6-1,205, So,0.44,21,Rodney,Cooper,6-6,215, Jr,0.48,11,Shannon,Hale,6-8,220, Fr,0.61,10,Jimmie,Taylor,6-10,240, Fr,0.52,Alabama,2014
32,Retin,Obasohan,6-1,205, So,0.09,20,Levi,Randolph,6-5,205, Jr,0.4,20,Levi,Randolph,6-5,205, Jr,0.47,21,Rodney,Cooper,6-6,215, Jr,0.34,4,Carl,Engstrom,7-1,265, Jr,0.28,Alabama,2014
NA,NA,NA,NA,NA,,NA,0,Algie,Kay,6-4,195, Jr,0.16,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,11,Shannon,Hale,6-8,220, Fr,0.2,Alabama,2014
10,Jeremy,Crutcher,5-8,160, Sr,0.83,40,Brandon,Ellis,6-3,200, Sr,0.48,11,Arther,Capers,6-5,185, Sr,0.63,35,Nicholas,West,6-10,190, So,0.32,0,Justan,Banks,7-1,215, Sr,0.64,Alabama A&M,2014
12,Green,Hill,5-10,175, Sr,0.14,12,Green,Hill,5-10,175, Sr,0.24,40,Brandon,Ellis,6-3,200, Sr,0.2,20,Jose,Long,6-5,210, Jr,0.31,55,Jerome,Hunter,6-8,230, Jr,0.18,Alabama A&M,2014
