Year,Team,Min.Pct,PG.Number,PG.PlayerFirstName,PG.PlayerLastName,PG.Ht,PG.Wt,PG.Yr,SG.Number,SG.PlayerFirstName,SG.PlayerLastName,SG.Ht,SG.Wt,SG.Yr,SF.Number,SF.PlayerFirstName,SF.PlayerLastName,SF.Ht,SF.Wt,SF.Yr,PF.Number,PF.PlayerFirstName,PF.PlayerLastName,PF.Ht,PF.Wt,PF.Yr,C.Number,C.PlayerFirstName,C.PlayerLastName,C.Ht,C.Wt,C.Yr
2010,Air Force,0.152,10,Todd,Fletcher,6-2,180, Fr,35,Evan,Washington,6-4,195, Jr,14,Michael,Lyons,6-6,192, Fr,50,Grant,Parker,6-7,220, Sr,33,Mike,McLain,6-8,235, Sr
2010,Air Force,0.14800000000000002,10,Todd,Fletcher,6-2,180, Fr,35,Evan,Washington,6-4,195, Jr,14,Michael,Lyons,6-6,192, Fr,20,Tom,Fow,6-6,197, Jr,50,Grant,Parker,6-7,220, Sr
2010,Air Force,0.09300000000000001,22,Avery,Merriex,6-3,190, Sr,35,Evan,Washington,6-4,195, Jr,14,Michael,Lyons,6-6,192, Fr,20,Tom,Fow,6-6,197, Jr,50,Grant,Parker,6-7,220, Sr
2010,Air Force,0.053,22,Avery,Merriex,6-3,190, Sr,35,Evan,Washington,6-4,195, Jr,14,Michael,Lyons,6-6,192, Fr,50,Grant,Parker,6-7,220, Sr,33,Mike,McLain,6-8,235, Sr
2010,Air Force,0.036000000000000004,22,Avery,Merriex,6-3,190, Sr,35,Evan,Washington,6-4,195, Jr,14,Michael,Lyons,6-6,192, Fr,20,Tom,Fow,6-6,197, Jr,33,Mike,McLain,6-8,235, Sr
2010,Air Force,0.033,10,Todd,Fletcher,6-2,180, Fr,35,Evan,Washington,6-4,195, Jr,14,Michael,Lyons,6-6,192, Fr,20,Tom,Fow,6-6,197, Jr,13,Zach,Bohannon,6-7,195, Fr
2010,Air Force,0.031,22,Avery,Merriex,6-3,190, Sr,35,Evan,Washington,6-4,195, Jr,14,Michael,Lyons,6-6,192, Fr,13,Zach,Bohannon,6-7,195, Fr,33,Mike,McLain,6-8,235, Sr
2010,Air Force,0.027000000000000003,22,Avery,Merriex,6-3,190, Sr,NA,El,A,NA,NA,min,14,Michael,Lyons,6-6,192, Fr,50,Grant,Parker,6-7,220, Sr,33,Mike,McLain,6-8,235, Sr
2010,Air Force,0.024,22,Avery,Merriex,6-3,190, Sr,32,Shawn,Hempsey,6-1,186, So,24,Derek,Brooks,6-5,195, Jr,20,Tom,Fow,6-6,197, Jr,50,Grant,Parker,6-7,220, Sr
2010,Air Force,0.023,32,Shawn,Hempsey,6-1,186, So,15,Taylor,Stewart,6-5,190, So,5,Mike,Fitzgerald,6-6,190, Fr,13,Zach,Bohannon,6-7,195, Fr,33,Mike,McLain,6-8,235, Sr
2010,Air Force,0.065,NA,UNKNOWN,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
2010,Akron,0.079,24,Anthony,Hitchens,5-9,168, So,4,Steve,McNees,6-2,170, Jr,32,Jimmy,Conyers,6-5,220, Sr,30,Chris,McKnight,6-7,225, Sr,44,Zeke,Marshall,7-0,218, Fr
2010,Akron,0.065,4,Steve,McNees,6-2,170, Jr,12,Darryl,Roberts,6-0,165, Sr,32,Jimmy,Conyers,6-5,220, Sr,30,Chris,McKnight,6-7,225, Sr,44,Zeke,Marshall,7-0,218, Fr
2010,Akron,0.061,24,Anthony,Hitchens,5-9,168, So,4,Steve,McNees,6-2,170, Jr,32,Jimmy,Conyers,6-5,220, Sr,30,Chris,McKnight,6-7,225, Sr,23,Brett,McKnight,6-6,245, Jr
2010,Akron,0.059000000000000004,24,Anthony,Hitchens,5-9,168, So,4,Steve,McNees,6-2,170, Jr,32,Jimmy,Conyers,6-5,220, Sr,23,Brett,McKnight,6-6,245, Jr,44,Zeke,Marshall,7-0,218, Fr
2010,Akron,0.05,24,Anthony,Hitchens,5-9,168, So,4,Steve,McNees,6-2,170, Jr,32,Jimmy,Conyers,6-5,220, Sr,30,Chris,McKnight,6-7,225, Sr,13,Nikola,Cvetinovic,6-8,230, So
2010,Akron,0.036000000000000004,4,Steve,McNees,6-2,170, Jr,12,Darryl,Roberts,6-0,165, Sr,32,Jimmy,Conyers,6-5,220, Sr,23,Brett,McKnight,6-6,245, Jr,13,Nikola,Cvetinovic,6-8,230, So
2010,Akron,0.027999999999999997,24,Anthony,Hitchens,5-9,168, So,12,Darryl,Roberts,6-0,165, Sr,32,Jimmy,Conyers,6-5,220, Sr,30,Chris,McKnight,6-7,225, Sr,13,Nikola,Cvetinovic,6-8,230, So
2010,Akron,0.027999999999999997,24,Anthony,Hitchens,5-9,168, So,4,Steve,McNees,6-2,170, Jr,32,Jimmy,Conyers,6-5,220, Sr,23,Brett,McKnight,6-6,245, Jr,13,Nikola,Cvetinovic,6-8,230, So
2010,Akron,0.027999999999999997,4,Steve,McNees,6-2,170, Jr,12,Darryl,Roberts,6-0,165, Sr,5,Brett,McClanahan,6-4,185, So,23,Brett,McKnight,6-6,245, Jr,13,Nikola,Cvetinovic,6-8,230, So
2010,Akron,0.027999999999999997,1,Ronnie,Steward,5-10,175, So,12,Darryl,Roberts,6-0,165, Sr,5,Brett,McClanahan,6-4,185, So,23,Brett,McKnight,6-6,245, Jr,13,Nikola,Cvetinovic,6-8,230, So
