Year,Team,Min.Pct,PG.Number,PG.PlayerFirstName,PG.PlayerLastName,PG.Ht,PG.Wt,PG.Yr,SG.Number,SG.PlayerFirstName,SG.PlayerLastName,SG.Ht,SG.Wt,SG.Yr,SF.Number,SF.PlayerFirstName,SF.PlayerLastName,SF.Ht,SF.Wt,SF.Yr,PF.Number,PF.PlayerFirstName,PF.PlayerLastName,PF.Ht,PF.Wt,PF.Yr,C.Number,C.PlayerFirstName,C.PlayerLastName,C.Ht,C.Wt,C.Yr
2018,Abilene Christian,0.156,3,Tevin,Foster,5-11,180, Sr,5,Payten,Ricks,6-2,190, So,0,Jaylen,Franklin,6-2,205, Jr,1,Jaren,Lewis,6-6,215, Jr,21,Jalone,Friday,6-9,235, So
2018,Abilene Christian,0.135,3,Tevin,Foster,5-11,180, Sr,11,Drake,Green,6-3,195, Sr,0,Jaylen,Franklin,6-2,205, Jr,1,Jaren,Lewis,6-6,215, Jr,21,Jalone,Friday,6-9,235, So
2018,Abilene Christian,0.053,3,Tevin,Foster,5-11,180, Sr,5,Payten,Ricks,6-2,190, So,11,Drake,Green,6-3,195, Sr,1,Jaren,Lewis,6-6,215, Jr,21,Jalone,Friday,6-9,235, So
2018,Abilene Christian,0.044000000000000004,3,Tevin,Foster,5-11,180, Sr,5,Payten,Ricks,6-2,190, So,0,Jaylen,Franklin,6-2,205, Jr,1,Jaren,Lewis,6-6,215, Jr,23,Hayden,Howell,6-7,225, Jr
2018,Abilene Christian,0.039,3,Tevin,Foster,5-11,180, Sr,5,Payten,Ricks,6-2,190, So,11,Drake,Green,6-3,195, Sr,1,Jaren,Lewis,6-6,215, Jr,23,Hayden,Howell,6-7,225, Jr
2018,Abilene Christian,0.038,3,Tevin,Foster,5-11,180, Sr,11,Drake,Green,6-3,195, Sr,0,Jaylen,Franklin,6-2,205, Jr,1,Jaren,Lewis,6-6,215, Jr,23,Hayden,Howell,6-7,225, Jr
2018,Abilene Christian,0.038,3,Tevin,Foster,5-11,180, Sr,0,Jaylen,Franklin,6-2,205, Jr,2,BJ,Maxwell,6-4,190, So,1,Jaren,Lewis,6-6,215, Jr,21,Jalone,Friday,6-9,235, So
2018,Abilene Christian,0.035,3,Tevin,Foster,5-11,180, Sr,5,Payten,Ricks,6-2,190, So,2,BJ,Maxwell,6-4,190, So,1,Jaren,Lewis,6-6,215, Jr,21,Jalone,Friday,6-9,235, So
2018,Abilene Christian,0.028999999999999998,3,Tevin,Foster,5-11,180, Sr,5,Payten,Ricks,6-2,190, So,0,Jaylen,Franklin,6-2,205, Jr,14,Trey,Lenox,6-3,220, So,21,Jalone,Friday,6-9,235, So
2018,Abilene Christian,0.022000000000000002,0,Jaylen,Franklin,6-2,205, Jr,10,Isaiah,Tripp,6-1,190, Sr,2,BJ,Maxwell,6-4,190, So,15,Hayden,Farquhar,6-7,215, Jr,34,Kolton,Kohl,7-0,225, Fr
2018,Abilene Christian,0.121,NA,UNKNOWN,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
2018,Air Force,0.08,15,Jacob,Van,6-1,175, Sr,20,Trevor,Lyons,6-3,190, Sr,0,Caleb,Morris,6-4,185, So,12,Lavelle,Scottie,6-6,200, So,33,Frank,Toohey,6-7,220, Sr
2018,Air Force,0.066,20,Trevor,Lyons,6-3,190, Sr,3,Sid,Tomes,6-4,200, So,0,Caleb,Morris,6-4,185, So,12,Lavelle,Scottie,6-6,200, So,34,Ryan,Swan,6-7,225, So
