Year,Team,Min.Pct,PG.Number,PG.PlayerFirstName,PG.PlayerLastName,PG.Ht,PG.Wt,PG.Yr,SG.Number,SG.PlayerFirstName,SG.PlayerLastName,SG.Ht,SG.Wt,SG.Yr,SF.Number,SF.PlayerFirstName,SF.PlayerLastName,SF.Ht,SF.Wt,SF.Yr,PF.Number,PF.PlayerFirstName,PF.PlayerLastName,PF.Ht,PF.Wt,PF.Yr,C.Number,C.PlayerFirstName,C.PlayerLastName,C.Ht,C.Wt,C.Yr
2017,Abilene Christian,0.079,0,Jaylen,Franklin,6-2,210, So,11,Drake,Green,6-3,180, Jr,2,BJ,Maxwell,6-5,190, Fr,1,Jaren,Lewis,6-6,230, So,15,Hayden,Farquhar,6-7,230, So
2017,Abilene Christian,0.075,0,Jaylen,Franklin,6-2,210, So,10,Isaiah,Tripp,6-1,190, Jr,11,Drake,Green,6-3,180, Jr,1,Jaren,Lewis,6-6,230, So,15,Hayden,Farquhar,6-7,230, So
2017,Abilene Christian,0.07200000000000001,0,Jaylen,Franklin,6-2,210, So,10,Isaiah,Tripp,6-1,190, Jr,11,Drake,Green,6-3,180, Jr,1,Jaren,Lewis,6-6,230, So,23,Hayden,Howell,6-7,225, So
2017,Abilene Christian,0.055,0,Jaylen,Franklin,6-2,210, So,10,Isaiah,Tripp,6-1,190, Jr,5,Payten,Ricks,6-2,175, Fr,1,Jaren,Lewis,6-6,230, So,15,Hayden,Farquhar,6-7,230, So
2017,Abilene Christian,0.043,0,Jaylen,Franklin,6-2,210, So,10,Isaiah,Tripp,6-1,190, Jr,5,Payten,Ricks,6-2,175, Fr,1,Jaren,Lewis,6-6,230, So,23,Hayden,Howell,6-7,225, So
2017,Abilene Christian,0.042,0,Jaylen,Franklin,6-2,210, So,10,Isaiah,Tripp,6-1,190, Jr,11,Drake,Green,6-3,180, Jr,23,Hayden,Howell,6-7,225, So,15,Hayden,Farquhar,6-7,230, So
2017,Abilene Christian,0.038,0,Jaylen,Franklin,6-2,210, So,10,Isaiah,Tripp,6-1,190, Jr,14,Trey,Lenox,6-3,210, Fr,2,BJ,Maxwell,6-5,190, Fr,23,Hayden,Howell,6-7,225, So
2017,Abilene Christian,0.031,0,Jaylen,Franklin,6-2,210, So,10,Isaiah,Tripp,6-1,190, Jr,2,BJ,Maxwell,6-5,190, Fr,1,Jaren,Lewis,6-6,230, So,23,Hayden,Howell,6-7,225, So
2017,Abilene Christian,0.03,0,Jaylen,Franklin,6-2,210, So,5,Payten,Ricks,6-2,175, Fr,2,BJ,Maxwell,6-5,190, Fr,1,Jaren,Lewis,6-6,230, So,15,Hayden,Farquhar,6-7,230, So
2017,Abilene Christian,0.026000000000000002,0,Jaylen,Franklin,6-2,210, So,10,Isaiah,Tripp,6-1,190, Jr,11,Drake,Green,6-3,180, Jr,15,Hayden,Farquhar,6-7,230, So,21,Jalone,Friday,6-9,250, Fr
