Year,Team,Min.Pct,PG.Number,PG.PlayerFirstName,PG.PlayerLastName,PG.Ht,PG.Wt,PG.Yr,SG.Number,SG.PlayerFirstName,SG.PlayerLastName,SG.Ht,SG.Wt,SG.Yr,SF.Number,SF.PlayerFirstName,SF.PlayerLastName,SF.Ht,SF.Wt,SF.Yr,PF.Number,PF.PlayerFirstName,PF.PlayerLastName,PF.Ht,PF.Wt,PF.Yr,C.Number,C.PlayerFirstName,C.PlayerLastName,C.Ht,C.Wt,C.Yr
2016,Abilene Christian,0.099,5,Jalen,Little,5-11,170, Sr,3,Parker,Wentz,5-9,170, Sr,0,Jaylen,Franklin,6-2,195, Fr,1,Jaren,Lewis,6-6,210, Fr,33,Duran,Porter,6-8,240, Sr
2016,Abilene Christian,0.091,4,Jovan,Crnic,6-5,220, Jr,3,Parker,Wentz,5-9,170, Sr,0,Jaylen,Franklin,6-2,195, Fr,1,Jaren,Lewis,6-6,210, Fr,12,Austin,Cooke,6-7,235, Sr
2016,Abilene Christian,0.086,5,Jalen,Little,5-11,170, Sr,3,Parker,Wentz,5-9,170, Sr,0,Jaylen,Franklin,6-2,195, Fr,12,Austin,Cooke,6-7,235, Sr,33,Duran,Porter,6-8,240, Sr
2016,Abilene Christian,0.083,0,Jaylen,Franklin,6-2,195, Fr,3,Parker,Wentz,5-9,170, Sr,10,Isaiah,Tripp,6-1,190, So,1,Jaren,Lewis,6-6,210, Fr,33,Duran,Porter,6-8,240, Sr
2016,Abilene Christian,0.051,5,Jalen,Little,5-11,170, Sr,3,Parker,Wentz,5-9,170, Sr,0,Jaylen,Franklin,6-2,195, Fr,15,Hayden,Farguhar,6-7,230, Fr,12,Austin,Cooke,6-7,235, Sr
2016,Abilene Christian,0.037000000000000005,5,Jalen,Little,5-11,170, Sr,3,Parker,Wentz,5-9,170, Sr,0,Jaylen,Franklin,6-2,195, Fr,1,Jaren,Lewis,6-6,210, Fr,23,Hayden,Howell,6-7,225, Fr
2016,Abilene Christian,0.03,5,Jalen,Little,5-11,170, Sr,3,Parker,Wentz,5-9,170, Sr,10,Isaiah,Tripp,6-1,190, So,23,Hayden,Howell,6-7,225, Fr,12,Austin,Cooke,6-7,235, Sr
2016,Abilene Christian,0.028999999999999998,0,Jaylen,Franklin,6-2,195, Fr,3,Parker,Wentz,5-9,170, Sr,10,Isaiah,Tripp,6-1,190, So,1,Jaren,Lewis,6-6,210, Fr,15,Hayden,Farguhar,6-7,230, Fr
2016,Abilene Christian,0.026000000000000002,0,Jaylen,Franklin,6-2,195, Fr,3,Parker,Wentz,5-9,170, Sr,22,Drake,Green,6-3,180, So,1,Jaren,Lewis,6-6,210, Fr,33,Duran,Porter,6-8,240, Sr
2016,Abilene Christian,0.024,5,Jalen,Little,5-11,170, Sr,3,Parker,Wentz,5-9,170, Sr,0,Jaylen,Franklin,6-2,195, Fr,23,Hayden,Howell,6-7,225, Fr,33,Duran,Porter,6-8,240, Sr
