Year,Team,Min.Pct,PG.Number,PG.PlayerFirstName,PG.PlayerLastName,PG.Ht,PG.Wt,PG.Yr,SG.Number,SG.PlayerFirstName,SG.PlayerLastName,SG.Ht,SG.Wt,SG.Yr,SF.Number,SF.PlayerFirstName,SF.PlayerLastName,SF.Ht,SF.Wt,SF.Yr,PF.Number,PF.PlayerFirstName,PF.PlayerLastName,PF.Ht,PF.Wt,PF.Yr,C.Number,C.PlayerFirstName,C.PlayerLastName,C.Ht,C.Wt,C.Yr
2019,Abilene Christian,0.21899999999999997,4,Damien,Daniels,5-7,140, Fr,5,Payten,Ricks,6-2,190, Jr,0,Jaylen,Franklin,6-2,205, Sr,1,Jaren,Lewis,6-6,215, Sr,15,Hayden,Farquhar,6-7,215, Sr
2019,Abilene Christian,0.127,0,Jaylen,Franklin,6-2,205, Sr,5,Payten,Ricks,6-2,190, Jr,14,Trey,Lenox,6-3,220, Jr,1,Jaren,Lewis,6-6,215, Sr,32,Joe,Pleasant,6-8,220, Fr
2019,Abilene Christian,0.102,4,Damien,Daniels,5-7,140, Fr,5,Payten,Ricks,6-2,190, Jr,0,Jaylen,Franklin,6-2,205, Sr,1,Jaren,Lewis,6-6,215, Sr,32,Joe,Pleasant,6-8,220, Fr
2019,Abilene Christian,0.08,0,Jaylen,Franklin,6-2,205, Sr,5,Payten,Ricks,6-2,190, Jr,14,Trey,Lenox,6-3,220, Jr,1,Jaren,Lewis,6-6,215, Sr,15,Hayden,Farquhar,6-7,215, Sr
2019,Abilene Christian,0.076,4,Damien,Daniels,5-7,140, Fr,5,Payten,Ricks,6-2,190, Jr,0,Jaylen,Franklin,6-2,205, Sr,15,Hayden,Farquhar,6-7,215, Sr,32,Joe,Pleasant,6-8,220, Fr
2019,Abilene Christian,0.051,4,Damien,Daniels,5-7,140, Fr,5,Payten,Ricks,6-2,190, Jr,14,Trey,Lenox,6-3,220, Jr,1,Jaren,Lewis,6-6,215, Sr,32,Joe,Pleasant,6-8,220, Fr
2019,Abilene Christian,0.051,4,Damien,Daniels,5-7,140, Fr,5,Payten,Ricks,6-2,190, Jr,14,Trey,Lenox,6-3,220, Jr,1,Jaren,Lewis,6-6,215, Sr,15,Hayden,Farquhar,6-7,215, Sr
2019,Abilene Christian,0.035,4,Damien,Daniels,5-7,140, Fr,5,Payten,Ricks,6-2,190, Jr,0,Jaylen,Franklin,6-2,205, Sr,1,Jaren,Lewis,6-6,215, Sr,34,Kolton,Kohl,7-0,240, So
2019,Abilene Christian,0.024,0,Jaylen,Franklin,6-2,205, Sr,5,Payten,Ricks,6-2,190, Jr,14,Trey,Lenox,6-3,220, Jr,32,Joe,Pleasant,6-8,220, Fr,34,Kolton,Kohl,7-0,240, So
2019,Abilene Christian,0.023,0,Jaylen,Franklin,6-2,205, Sr,5,Payten,Ricks,6-2,190, Jr,14,Trey,Lenox,6-3,220, Jr,1,Jaren,Lewis,6-6,215, Sr,34,Kolton,Kohl,7-0,240, So
2019,Abilene Christian,0.022000000000000002,NA,UNKNOWN,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
2019,Air Force,0.395,10,AJ,Walker,6-2,191, Fr,0,Caleb,Morris,6-4,185, Jr,5,Chris,Joyce,6-5,185, So,12,Lavelle,Scottie,6-7,225, Jr,34,Ryan,Swan,6-7,235, Jr
2019,Air Force,0.092,10,AJ,Walker,6-2,191, Fr,0,Caleb,Morris,6-4,185, Jr,3,Sid,Tomes,6-4,200, Jr,12,Lavelle,Scottie,6-7,225, Jr,34,Ryan,Swan,6-7,235, Jr
2019,Air Force,0.053,10,AJ,Walker,6-2,191, Fr,3,Sid,Tomes,6-4,200, Jr,5,Chris,Joyce,6-5,185, So,12,Lavelle,Scottie,6-7,225, Jr,34,Ryan,Swan,6-7,235, Jr
2019,Air Force,0.039,0,Caleb,Morris,6-4,185, Jr,3,Sid,Tomes,6-4,200, Jr,5,Chris,Joyce,6-5,185, So,11,Ameka,Akaya,6-6,215, So,12,Lavelle,Scottie,6-7,225, Jr
2019,Air Force,0.035,10,AJ,Walker,6-2,191, Fr,3,Sid,Tomes,6-4,200, Jr,5,Chris,Joyce,6-5,185, So,11,Ameka,Akaya,6-6,215, So,34,Ryan,Swan,6-7,235, Jr
2019,Air Force,0.035,22,Pervis,Louder,6-4,187, Sr,13,LeSean,Brown,6-2,185, Jr,3,Sid,Tomes,6-4,200, Jr,44,Keaton,Van,6-7,190, So,11,Ameka,Akaya,6-6,215, So
2019,Air Force,0.031,10,AJ,Walker,6-2,191, Fr,0,Caleb,Morris,6-4,185, Jr,5,Chris,Joyce,6-5,185, So,44,Keaton,Van,6-7,190, So,12,Lavelle,Scottie,6-7,225, Jr
2019,Air Force,0.026000000000000002,22,Pervis,Louder,6-4,187, Sr,13,LeSean,Brown,6-2,185, Jr,44,Keaton,Van,6-7,190, So,11,Ameka,Akaya,6-6,215, So,15,Abe,Kinrade,6-7,190, Fr
2019,Air Force,0.023,10,AJ,Walker,6-2,191, Fr,0,Caleb,Morris,6-4,185, Jr,3,Sid,Tomes,6-4,200, Jr,11,Ameka,Akaya,6-6,215, So,12,Lavelle,Scottie,6-7,225, Jr
2019,Air Force,0.022000000000000002,10,AJ,Walker,6-2,191, Fr,0,Caleb,Morris,6-4,185, Jr,3,Sid,Tomes,6-4,200, Jr,11,Ameka,Akaya,6-6,215, So,34,Ryan,Swan,6-7,235, Jr
2019,Air Force,0.001,NA,UNKNOWN,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
2019,Akron,0.185,1,Loren,Cristian,5-8,160, So,4,Tyler,Cheese,6-5,195, Jr,0,Jimond,Ivey,6-5,200, Sr,3,Daniel,Utomi,6-6,215, Jr,10,Deng,Riak,6-10,225, Jr
2019,Akron,0.091,1,Loren,Cristian,5-8,160, So,4,Tyler,Cheese,6-5,195, Jr,0,Jimond,Ivey,6-5,200, Sr,3,Daniel,Utomi,6-6,215, Jr,22,Emmanuel,Olojakpoke,6-8,190, Jr
2019,Akron,0.09,1,Loren,Cristian,5-8,160, So,11,Channel,Banks,6-4,186, Jr,0,Jimond,Ivey,6-5,200, Sr,3,Daniel,Utomi,6-6,215, Jr,10,Deng,Riak,6-10,225, Jr
2019,Akron,0.059000000000000004,14,Scott,Walter,5-10,170, Fr,13,Jeremy,Roscoe,6-2,190, So,11,Channel,Banks,6-4,186, Jr,3,Daniel,Utomi,6-6,215, Jr,10,Deng,Riak,6-10,225, Jr
2019,Akron,0.047,1,Loren,Cristian,5-8,160, So,11,Channel,Banks,6-4,186, Jr,0,Jimond,Ivey,6-5,200, Sr,3,Daniel,Utomi,6-6,215, Jr,22,Emmanuel,Olojakpoke,6-8,190, Jr
