PG.Number,PG.PlayerFirstName,PG.PlayerLastName,PG.Ht,PG.Wt,PG.Yr,PG.Min.Pct,SG.Number,SG.PlayerFirstName,SG.PlayerLastName,SG.Ht,SG.Wt,SG.Yr,SG.Min.Pct,SF.Number,SF.PlayerFirstName,SF.PlayerLastName,SF.Ht,SF.Wt,SF.Yr,SF.Min.Pct,PF.Number,PF.PlayerFirstName,PF.PlayerLastName,PF.Ht,PF.Wt,PF.Yr,PF.Min.Pct,C.Number,C.PlayerFirstName,C.PlayerLastName,C.Ht,C.Wt,C.Yr,C.Min.Pct,Team,Year
0,Jaylen,Franklin,6-2,210, So,0.88,10,Isaiah,Tripp,6-1,190, Jr,0.57,11,Drake,Green,6-3,180, Jr,0.42,1,Jaren,Lewis,6-6,230, So,0.54,15,Hayden,Farquhar,6-7,230, So,0.53,Abilene Christian,2017
5,Payten,Ricks,6-2,175, Fr,0.07,11,Drake,Green,6-3,180, Jr,0.18,2,BJ,Maxwell,6-5,190, Fr,0.22,2,BJ,Maxwell,6-5,190, Fr,0.19,23,Hayden,Howell,6-7,225, So,0.33,Abilene Christian,2017
3,Diamante,Langston,6-2,185, Jr,0.05,5,Payten,Ricks,6-2,175, Fr,0.18,14,Trey,Lenox,6-3,210, Fr,0.16,14,Trey,Lenox,6-3,210, Fr,0.11,21,Jalone,Friday,6-9,250, Fr,0.11,Abilene Christian,2017
NA,NA,NA,NA,NA,,NA,3,Diamante,Langston,6-2,185, Jr,0.07,5,Payten,Ricks,6-2,175, Fr,0.12,23,Hayden,Howell,6-7,225, So,0.09,NA,NA,NA,NA,NA,,NA,Abilene Christian,2017
NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,1,Jaren,Lewis,6-6,230, So,0.05,15,Hayden,Farquhar,6-7,230, So,0.06,NA,NA,NA,NA,NA,,NA,Abilene Christian,2017
15,Jacob,Van,6-2,185, Jr,0.63,20,Trevor,Lyons,6-3,190, Jr,0.5,5,Zach,Kocur,6-3,200, Sr,0.36,35,Hayden,Graham,6-5,195, Sr,0.41,33,Frank,Toohey,6-7,220, Jr,0.56,Air Force,2017
2,CJ,Siples,6-3,180, Jr,0.15,5,Zach,Kocur,6-3,200, Sr,0.18,35,Hayden,Graham,6-5,195, Sr,0.32,12,Lavelle,Scottie,6-6,205, Fr,0.28,12,Lavelle,Scottie,6-6,205, Fr,0.25,Air Force,2017
22,Pervis,Louder,6-3,185, So,0.11,22,Pervis,Louder,6-3,185, So,0.14,3,Sid,Tomes,6-4,204, Fr,0.15,32,Ryan,Manning,6-6,200, Jr,0.23,43,Ryan,Swan,6-6,227, Fr,0.09,Air Force,2017
13,LeSean,Brown,6-2,185, Fr,0.05,0,Caleb,Morris,6-3,190, Fr,0.1,20,Trevor,Lyons,6-3,190, Jr,0.07,43,Ryan,Swan,6-6,227, Fr,0.05,1,Dane,Norman,6-9,190, So,0.06,Air Force,2017
NA,NA,NA,NA,NA,,NA,3,Sid,Tomes,6-4,204, Fr,0.06,32,Ryan,Manning,6-6,200, Jr,0.05,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,Air Force,2017
55,Antino,Jackson,5-11,160, Jr,0.54,14,Noah,Robotham,6-1,165, Jr,0.55,0,Jimond,Ivey,6-4,195, So,0.77,2,Kwan,Cheatham,6-10,235, Sr,0.53,23,Isaiah,Johnson,6-10,290, Sr,0.85,Akron,2017
11,Tavian,Dunn,5-8,155, Fr,0.26,1,Josh,Williams,6-2,195, So,0.28,1,Josh,Williams,6-2,195, So,0.17,3,Daniel,Utomi,6-6,215, Fr,0.35,2,Kwan,Cheatham,6-10,235, Sr,0.11,Akron,2017
14,Noah,Robotham,6-1,165, Jr,0.2,55,Antino,Jackson,5-11,160, Jr,0.17,NA,NA,NA,NA,NA,,NA,22,Emmanuel,Olojakpoke,6-8,190, Fr,0.06,NA,NA,NA,NA,NA,,NA,Akron,2017
5,Avery,Johnson,5-11,186, So,0.51,3,Corban,Collins,6-2,195, Sr,0.51,1,Riley,Norris,6-7,205, Jr,0.41,25,Braxton,Key,6-8,225, Fr,0.46,10,Jimmie,Taylor,6-10,250, Sr,0.4,Alabama,2017
12,Dazon,Ingram,6-5,205, Fr,0.46,12,Dazon,Ingram,6-5,205, Fr,0.17,25,Braxton,Key,6-8,225, Fr,0.3,21,Bola,Olaniyan,6-7,235, Sr,0.25,35,Donta,Hall,6-9,223, So,0.37,Alabama,2017
NA,NA,NA,NA,NA,,NA,1,Riley,Norris,6-7,205, Jr,0.13,12,Dazon,Ingram,6-5,205, Fr,0.15,1,Riley,Norris,6-7,205, Jr,0.13,21,Bola,Olaniyan,6-7,235, Sr,0.2,Alabama,2017
NA,NA,NA,NA,NA,,NA,22,Ar,mond,6-6,193, Jr,0.13,22,Ar,mond,6-6,193, Jr,0.1,35,Donta,Hall,6-9,223, So,0.12,NA,NA,NA,NA,NA,,NA,Alabama,2017
NA,NA,NA,NA,NA,,NA,2,Lawson,Schaffer,5-11,161, So,0.06,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,Alabama,2017
