Year,Team,Min.Pct,PG.Number,PG.PlayerFirstName,PG.PlayerLastName,PG.Ht,PG.Wt,PG.Yr,SG.Number,SG.PlayerFirstName,SG.PlayerLastName,SG.Ht,SG.Wt,SG.Yr,SF.Number,SF.PlayerFirstName,SF.PlayerLastName,SF.Ht,SF.Wt,SF.Yr,PF.Number,PF.PlayerFirstName,PF.PlayerLastName,PF.Ht,PF.Wt,PF.Yr,C.Number,C.PlayerFirstName,C.PlayerLastName,C.Ht,C.Wt,C.Yr
2012,Air Force,0.21,10,Todd,Fletcher,6-2,185, Jr,14,Michael,Lyons,6-6,198, Jr,3,Justin,Hammonds,6-7,190, Fr,5,Mike,Fitzgerald,6-6,210, Jr,34,Taylor,Broekhuis,6-10,220, Jr
2012,Air Force,0.11599999999999999,25,Kyle,Green,6-2,180, Jr,10,Todd,Fletcher,6-2,185, Jr,14,Michael,Lyons,6-6,198, Jr,5,Mike,Fitzgerald,6-6,210, Jr,34,Taylor,Broekhuis,6-10,220, Jr
2012,Air Force,0.057,10,Todd,Fletcher,6-2,185, Jr,22,Max,Yon,6-5,195, Fr,14,Michael,Lyons,6-6,198, Jr,3,Justin,Hammonds,6-7,190, Fr,34,Taylor,Broekhuis,6-10,220, Jr
2012,Air Force,0.048,10,Todd,Fletcher,6-2,185, Jr,4,Kamryn,Williams,6-4,195, Fr,14,Michael,Lyons,6-6,198, Jr,5,Mike,Fitzgerald,6-6,210, Jr,34,Taylor,Broekhuis,6-10,220, Jr
2012,Air Force,0.036000000000000004,25,Kyle,Green,6-2,180, Jr,10,Todd,Fletcher,6-2,185, Jr,14,Michael,Lyons,6-6,198, Jr,3,Justin,Hammonds,6-7,190, Fr,34,Taylor,Broekhuis,6-10,220, Jr
2012,Air Force,0.034,25,Kyle,Green,6-2,180, Jr,10,Todd,Fletcher,6-2,185, Jr,3,Justin,Hammonds,6-7,190, Fr,5,Mike,Fitzgerald,6-6,210, Jr,34,Taylor,Broekhuis,6-10,220, Jr
2012,Air Force,0.033,10,Todd,Fletcher,6-2,185, Jr,22,Max,Yon,6-5,195, Fr,14,Michael,Lyons,6-6,198, Jr,5,Mike,Fitzgerald,6-6,210, Jr,34,Taylor,Broekhuis,6-10,220, Jr
2012,Air Force,0.031,32,Shawn,Hempsey,6-2,180, Sr,25,Kyle,Green,6-2,180, Jr,14,Michael,Lyons,6-6,198, Jr,5,Mike,Fitzgerald,6-6,210, Jr,34,Taylor,Broekhuis,6-10,220, Jr
2012,Air Force,0.028999999999999998,32,Shawn,Hempsey,6-2,180, Sr,14,Michael,Lyons,6-6,198, Jr,3,Justin,Hammonds,6-7,190, Fr,5,Mike,Fitzgerald,6-6,210, Jr,34,Taylor,Broekhuis,6-10,220, Jr
2012,Air Force,0.027000000000000003,25,Kyle,Green,6-2,180, Jr,10,Todd,Fletcher,6-2,185, Jr,11,Chris,Carter,6-3,200, Fr,14,Michael,Lyons,6-6,198, Jr,5,Mike,Fitzgerald,6-6,210, Jr
2012,Air Force,0.03,NA,UNKNOWN,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
2012,Akron,0.258,22,Alex,Abreu,5-10,175, So,2,Brian,Walsh,6-5,200, So,23,Chauncey,Gilliam,6-5,230, Jr,13,Nikola,Cvetinovic,6-8,230, Sr,44,Zeke,Marshall,7-0,235, Jr
2012,Akron,0.096,22,Alex,Abreu,5-10,175, So,2,Brian,Walsh,6-5,200, So,22,Quincy,Diggs,6-6,210, Jr,1,Demetrius,Treadwell,6-7,225, Fr,13,Nikola,Cvetinovic,6-8,230, Sr
2012,Akron,0.07,22,Alex,Abreu,5-10,175, So,2,Brian,Walsh,6-5,200, So,22,Quincy,Diggs,6-6,210, Jr,1,Demetrius,Treadwell,6-7,225, Fr,44,Zeke,Marshall,7-0,235, Jr
2012,Akron,0.064,22,Alex,Abreu,5-10,175, So,22,Quincy,Diggs,6-6,210, Jr,23,Chauncey,Gilliam,6-5,230, Jr,13,Nikola,Cvetinovic,6-8,230, Sr,44,Zeke,Marshall,7-0,235, Jr
2012,Akron,0.06,22,Alex,Abreu,5-10,175, So,2,Brian,Walsh,6-5,200, So,22,Quincy,Diggs,6-6,210, Jr,13,Nikola,Cvetinovic,6-8,230, Sr,44,Zeke,Marshall,7-0,235, Jr
2012,Akron,0.042,22,Alex,Abreu,5-10,175, So,5,Brett,McClanahan,6-4,205, Sr,22,Quincy,Diggs,6-6,210, Jr,13,Nikola,Cvetinovic,6-8,230, Sr,44,Zeke,Marshall,7-0,235, Jr
2012,Akron,0.036000000000000004,22,Alex,Abreu,5-10,175, So,2,Brian,Walsh,6-5,200, So,22,Quincy,Diggs,6-6,210, Jr,23,Chauncey,Gilliam,6-5,230, Jr,44,Zeke,Marshall,7-0,235, Jr
2012,Akron,0.026000000000000002,22,Alex,Abreu,5-10,175, So,22,Quincy,Diggs,6-6,210, Jr,23,Chauncey,Gilliam,6-5,230, Jr,10,Nick,Harney,6-7,210, So,44,Zeke,Marshall,7-0,235, Jr
2012,Akron,0.024,22,Alex,Abreu,5-10,175, So,5,Brett,McClanahan,6-4,205, Sr,22,Quincy,Diggs,6-6,210, Jr,1,Demetrius,Treadwell,6-7,225, Fr,13,Nikola,Cvetinovic,6-8,230, Sr
2012,Akron,0.023,22,Alex,Abreu,5-10,175, So,2,Brian,Walsh,6-5,200, So,23,Chauncey,Gilliam,6-5,230, Jr,1,Demetrius,Treadwell,6-7,225, Fr,13,Nikola,Cvetinovic,6-8,230, Sr
2012,Akron,0.20600000000000002,NA,UNKNOWN,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
2012,Alabama,0.15,12,Trevor,Releford,6-0,190, So,20,Levi,Randolph,6-5,185, Fr,22,Andrew,Steele,6-4,230, Jr,15,Nick,Jacobs,6-8,250, Fr,1,JaMychal,Green,6-8,240, Sr
2012,Alabama,0.132,12,Trevor,Releford,6-0,190, So,3,Trevor,Lacey,6-3,200, Fr,20,Levi,Randolph,6-5,185, Fr,22,Andrew,Steele,6-4,230, Jr,1,JaMychal,Green,6-8,240, Sr
2012,Alabama,0.086,12,Trevor,Releford,6-0,190, So,3,Trevor,Lacey,6-3,200, Fr,22,Andrew,Steele,6-4,230, Jr,15,Nick,Jacobs,6-8,250, Fr,1,JaMychal,Green,6-8,240, Sr
2012,Alabama,0.06,12,Trevor,Releford,6-0,190, So,20,Levi,Randolph,6-5,185, Fr,22,Andrew,Steele,6-4,230, Jr,21,Rodney,Cooper,6-6,205, Fr,1,JaMychal,Green,6-8,240, Sr
2012,Alabama,0.045,12,Trevor,Releford,6-0,190, So,3,Trevor,Lacey,6-3,200, Fr,2,Charles,Hankerson,6-4,210, So,15,Nick,Jacobs,6-8,250, Fr,1,JaMychal,Green,6-8,240, Sr
2012,Alabama,0.038,12,Trevor,Releford,6-0,190, So,3,Trevor,Lacey,6-3,200, Fr,20,Levi,Randolph,6-5,185, Fr,15,Nick,Jacobs,6-8,250, Fr,1,JaMychal,Green,6-8,240, Sr
2012,Alabama,0.033,12,Trevor,Releford,6-0,190, So,3,Trevor,Lacey,6-3,200, Fr,22,Andrew,Steele,6-4,230, Jr,21,Rodney,Cooper,6-6,205, Fr,1,JaMychal,Green,6-8,240, Sr
2012,Alabama,0.033,12,Trevor,Releford,6-0,190, So,3,Trevor,Lacey,6-3,200, Fr,20,Levi,Randolph,6-5,185, Fr,22,Andrew,Steele,6-4,230, Jr,15,Nick,Jacobs,6-8,250, Fr
2012,Alabama,0.03,12,Trevor,Releford,6-0,190, So,3,Trevor,Lacey,6-3,200, Fr,20,Levi,Randolph,6-5,185, Fr,21,Rodney,Cooper,6-6,205, Fr,1,JaMychal,Green,6-8,240, Sr
2012,Alabama,0.025,12,Trevor,Releford,6-0,190, So,10,Ben,Eblen,6-0,190, Jr,3,Trevor,Lacey,6-3,200, Fr,22,Andrew,Steele,6-4,230, Jr,1,JaMychal,Green,6-8,240, Sr
2012,Alabama,0.044000000000000004,NA,UNKNOWN,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
2012,Alabama A&M,0.198,10,Jeremy,Crutcher,5-8,160, So,12,Green,Hill,5-10,175, So,40,Brandon,Ellis,6-3,200, So,30,Demarquelle,Tabb,6-5,210, So,0,Justan,Banks,7-0,215, So
2012,Alabama A&M,0.065,10,Jeremy,Crutcher,5-8,160, So,12,Green,Hill,5-10,175, So,40,Brandon,Ellis,6-3,200, So,30,Demarquelle,Tabb,6-5,210, So,55,Jerome,Hunter,6-10,230, So
