"id","uid","date","attendance","timeValid","neutralSite","conferenceCompetition","recent","notes","startDate","type.id","type.abbreviation","venue.id","venue.fullName","venue.address.city","venue.address.state","venue.capacity","venue.indoor","status.clock","status.displayClock","status.period","status.type.id","status.type.name","status.type.state","status.type.completed","status.type.description","status.type.detail","status.type.shortDetail","home.id","home.uid","home.location","home.name","home.abbreviation","home.displayName","home.shortDisplayName","home.color","home.alternateColor","home.isActive","home.venue.id","home.logo","home.conferenceId","away.id","away.uid","away.location","away.name","away.abbreviation","away.displayName","away.shortDisplayName","away.color","away.alternateColor","away.isActive","away.venue.id","away.logo","away.conferenceId","status.type.altDetail","season","groups.id","groups.name","groups.shortName","groups.isConference","tournamentId","game_id","PBP","team_box"
400547503,"s:40~l:41~e:400547503~c:400547503","2014-03-23T21:00Z",6033,"True","False","False","False","[{'type': 'event', 'headline': 'NIT - 2ND ROUND'}]","2014-03-23T21:00Z",NA,"",2071,"Mizzou Arena","Columbia","MO",15061,"True",0,"0:00",2,3,"STATUS_FINAL","post","True","Final","Final","Final",142,"s:40~l:41~t:142","Missouri","Tigers","MIZ","Missouri Tigers","Missouri","000000","000000","True",2071,"https://a.espncdn.com/i/teamlogos/ncaa/500/142.png",23,2572,"s:40~l:41~t:2572","Southern Miss","Golden Eagles","USM","Southern Miss Golden Eagles","Southern Miss","FFAA3C","ffc423","True",2009,"https://a.espncdn.com/i/teamlogos/ncaa/500/2572.png",11,"",2014,NA,"","","",21,400547503,TRUE,TRUE
400547457,"s:40~l:41~e:400547457~c:400547457","2014-03-23T19:00Z",5489,"True","False","False","False","[{'type': 'event', 'headline': 'NIT - 2ND ROUND'}]","2014-03-23T19:00Z",NA,"",2094,"Williams Arena","Minneapolis","MN",14625,"True",0,"0:00",2,3,"STATUS_FINAL","post","True","Final","Final","Final",135,"s:40~l:41~t:135","Minnesota","Golden Gophers","MINN","Minnesota Golden Gophers","Minnesota","981a31","981a31","True",2094,"https://a.espncdn.com/i/teamlogos/ncaa/500/135.png",7,2608,"s:40~l:41~t:2608","Saint Mary's","Gaels","SMC","Saint Mary's Gaels","Saint Mary's","003768","d02f35","True",488,"https://a.espncdn.com/i/teamlogos/ncaa/500/2608.png",29,"",2014,NA,"","","",21,400547457,TRUE,TRUE
400547502,"s:40~l:41~e:400547502~c:400547502","2014-03-23T15:00Z",10000,"True","False","False","False","[{'type': 'event', 'headline': 'NIT - 2ND ROUND'}]","2014-03-23T15:00Z",NA,"",1912,"Littlejohn Coliseum","Clemson","SC",9000,"True",0,"0:00",2,3,"STATUS_FINAL","post","True","Final","Final","Final",228,"s:40~l:41~t:228","Clemson","Tigers","CLEM","Clemson Tigers","Clemson","F66733","522d80","True",1912,"https://a.espncdn.com/i/teamlogos/ncaa/500/228.png",2,356,"s:40~l:41~t:356","Illinois","Fighting Illini","ILL","Illinois Fighting Illini","Illinois","f77329","fa6300","True",2127,"https://a.espncdn.com/i/teamlogos/ncaa/500/356.png",7,"",2014,NA,"","","",21,400547502,TRUE,TRUE
400547501,"s:40~l:41~e:400547501~c:400547501","2014-03-22T15:00Z",3692,"True","False","False","False","[{'type': 'event', 'headline': 'NIT - 2ND ROUND'}]","2014-03-22T15:00Z",NA,"",2088,"Stegeman Coliseum","Athens","GA",10523,"True",0,"0:00",2,3,"STATUS_FINAL","post","True","Final","Final","Final",61,"s:40~l:41~t:61","Georgia","Bulldogs","UGA","Georgia Bulldogs","Georgia","CC0000","000000","True",2088,"https://a.espncdn.com/i/teamlogos/ncaa/500/61.png",23,2348,"s:40~l:41~t:2348","Louisiana Tech","Bulldogs","LT","Louisiana Tech Bulldogs","Louisiana Tech","002d65","d3313a","True",1982,"https://a.espncdn.com/i/teamlogos/ncaa/500/2348.png",11,"",2014,NA,"","","",21,400547501,TRUE,TRUE
400547274,"s:40~l:41~e:400547274~c:400547274","2014-03-22T01:30Z",2567,"True","False","False","False","[{'type': 'event', 'headline': 'NIT - 2ND ROUND'}]","2014-03-22T01:30Z",NA,"",2098,"Curb Event Center Arena","Nashville","TN",5000,"True",0,"0:00",2,3,"STATUS_FINAL","post","True","Final","Final","Final",2057,"s:40~l:41~t:2057","Belmont","Bruins","BEL","Belmont Bruins","Belmont","182142","c9262d","True",2098,"https://a.espncdn.com/i/teamlogos/ncaa/500/2057.png",20,2523,"s:40~l:41~t:2523","Robert Morris","Colonials","RMU","Robert Morris Colonials","Robert Morris","00214D","a21d2b","True",5470,"https://a.espncdn.com/i/teamlogos/ncaa/500/2523.png",19,"",2014,NA,"","","",21,400547274,TRUE,TRUE
400546911,"s:40~l:41~e:400546911~c:400546911","2014-03-20T02:30Z",1670,"True","False","False","False","[{'type': 'event', 'headline': 'NIT - 1ST ROUND'}]","2014-03-20T02:30Z",NA,"",496,"Haas Pavilion","Berkeley","CA",11877,"True",0,"0:00",2,3,"STATUS_FINAL","post","True","Final","Final","Final",25,"s:40~l:41~t:25","California","Golden Bears","CAL","California Golden Bears","California","031522","ffc423","True",496,"https://a.espncdn.com/i/teamlogos/ncaa/500/25.png",21,3084,"s:40~l:41~t:3084","Utah Valley","Wolverines","UVU","Utah Valley Wolverines","Utah Valley","004812","e1c736","True",2091,"https://a.espncdn.com/i/teamlogos/ncaa/500/3084.png",30,"",2014,NA,"","","",21,400546911,TRUE,TRUE
400546910,"s:40~l:41~e:400546910~c:400546910","2014-03-20T02:00Z",0,"True","False","False","False","[{'type': 'event', 'headline': 'NIT - 1ST ROUND'}]","2014-03-20T02:00Z",NA,"",789,"War Memorial at the Sobrato Center","San Francisco","CA",3005,"True",0,"0:00",2,3,"STATUS_FINAL","post","True","Final","Final","Final",2539,"s:40~l:41~t:2539","San Francisco","Dons","SF","San Francisco Dons","San Francisco","22523F","fbcd3c","True",789,"https://a.espncdn.com/i/teamlogos/ncaa/500/2539.png",29,99,"s:40~l:41~t:99","LSU","Tigers","LSU","LSU Tigers","LSU","2B0D57","fdd023","True",557,"https://a.espncdn.com/i/teamlogos/ncaa/500/99.png",23,"",2014,NA,"","","",21,400546910,TRUE,TRUE
400546960,"s:40~l:41~e:400546960~c:400546960","2014-03-20T01:00Z",5031,"True","False","False","False","[{'type': 'event', 'headline': 'NIT - 1ST ROUND'}]","2014-03-20T01:00Z",NA,"",1961,"Moody Coliseum","Dallas","TX",7000,"True",0,"0:00",2,3,"STATUS_FINAL","post","True","Final","Final","Final",2567,"s:40~l:41~t:2567","SMU","Mustangs","SMU","SMU Mustangs","SMU","E32F38","ecdcb9","True",1961,"https://a.espncdn.com/i/teamlogos/ncaa/500/2567.png",62,300,"s:40~l:41~t:300","UC Irvine","Anteaters","UCI","UC Irvine Anteaters","UC Irvine","002B5C","fec52e","True",469,"https://a.espncdn.com/i/teamlogos/ncaa/500/300.png",9,"",2014,NA,"","","",21,400546960,TRUE,TRUE
400546965,"s:40~l:41~e:400546965~c:400546965","2014-03-20T00:30Z",4054,"True","False","False","False","[{'type': 'event', 'headline': 'NIT - 1ST ROUND'}]","2014-03-20T00:30Z",NA,"",2009,"Reed Green Coliseum","Hattiesburg","MS",8095,"True",0,"0:00",2,3,"STATUS_FINAL","post","True","Final","Final","Final",2572,"s:40~l:41~t:2572","Southern Miss","Golden Eagles","USM","Southern Miss Golden Eagles","Southern Miss","FFAA3C","ffc423","True",2009,"https://a.espncdn.com/i/teamlogos/ncaa/500/2572.png",11,2649,"s:40~l:41~t:2649","Toledo","Rockets","TOL","Toledo Rockets","Toledo","ffffff","ffd51d","True",2116,"https://a.espncdn.com/i/teamlogos/ncaa/500/2649.png",14,"",2014,NA,"","","",21,400546965,TRUE,TRUE
400546977,"s:40~l:41~e:400546977~c:400546977","2014-03-20T00:00Z",3951,"True","False","False","False","[{'type': 'event', 'headline': 'NIT - 1ST ROUND'}]","2014-03-20T00:00Z",NA,"",2088,"Stegeman Coliseum","Athens","GA",10523,"True",0,"0:00",2,3,"STATUS_FINAL","post","True","Final","Final","Final",61,"s:40~l:41~t:61","Georgia","Bulldogs","UGA","Georgia Bulldogs","Georgia","CC0000","000000","True",2088,"https://a.espncdn.com/i/teamlogos/ncaa/500/61.png",23,261,"s:40~l:41~t:261","Vermont","Catamounts","UVM","Vermont Catamounts","Vermont","013C24","ffc72c","True",2118,"https://a.espncdn.com/i/teamlogos/ncaa/500/261.png",1,"",2014,NA,"","","",21,400546977,TRUE,TRUE
400546967,"s:40~l:41~e:400546967~c:400546967","2014-03-19T23:30Z",4643,"True","False","False","False","[{'type': 'event', 'headline': 'NIT - 1ST ROUND'}]","2014-03-19T23:30Z",NA,"",1982,"Thomas Assembly Center","Ruston","LA",8000,"True",0,"0:00",2,3,"STATUS_FINAL","post","True","Final","Final","Final",2348,"s:40~l:41~t:2348","Louisiana Tech","Bulldogs","LT","Louisiana Tech Bulldogs","Louisiana Tech","002d65","d3313a","True",1982,"https://a.espncdn.com/i/teamlogos/ncaa/500/2348.png",11,314,"s:40~l:41~t:314","Iona","Gaels","IONA","Iona Gaels","Iona","8c001a","f6a704","True",2001,"https://a.espncdn.com/i/teamlogos/ncaa/500/314.png",13,"",2014,NA,"","","",21,400546967,TRUE,TRUE
400546913,"s:40~l:41~e:400546913~c:400546913","2014-03-19T23:00Z",1327,"True","False","False","False","[{'type': 'event', 'headline': 'NIT - 1ST ROUND'}]","2014-03-19T23:00Z",NA,"",990,"Agganis Arena","Boston","MA",0,"False",0,"0:00",2,3,"STATUS_FINAL","post","True","Final","Final","Final",104,"s:40~l:41~t:104","Boston University","Terriers","BU","Boston University Terriers","Boston U","cc0000","ffffff","True",1999,"https://a.espncdn.com/i/teamlogos/ncaa/500/104.png",22,356,"s:40~l:41~t:356","Illinois","Fighting Illini","ILL","Illinois Fighting Illini","Illinois","f77329","fa6300","True",2127,"https://a.espncdn.com/i/teamlogos/ncaa/500/356.png",7,"",2014,NA,"","","",21,400546913,TRUE,TRUE
400546974,"s:40~l:41~e:400546974~c:400546974","2014-03-19T03:00Z",1335,"True","False","False","False","[{'type': 'event', 'headline': 'NIT - 1ST ROUND'}]","2014-03-19T03:00Z",NA,"",488,"University Credit Union Pavilion","Moraga","CA",3500,"True",0,"0:00",2,3,"STATUS_FINAL","post","True","Final","Final","Final",2608,"s:40~l:41~t:2608","Saint Mary's","Gaels","SMC","Saint Mary's Gaels","Saint Mary's","003768","d02f35","True",488,"https://a.espncdn.com/i/teamlogos/ncaa/500/2608.png",29,254,"s:40~l:41~t:254","Utah","Utes","UTAH","Utah Utes","Utah","890012","7e8083","True",2196,"https://a.espncdn.com/i/teamlogos/ncaa/500/254.png",21,"",2014,NA,"","","",21,400546974,TRUE,TRUE
400546975,"s:40~l:41~e:400546975~c:400546975","2014-03-19T01:00Z",0,"True","False","False","False","[{'type': 'event', 'headline': 'NIT - 1ST ROUND'}]","2014-03-19T01:00Z",NA,"",2071,"Mizzou Arena","Columbia","MO",15061,"True",0,"0:00",2,3,"STATUS_FINAL","post","True","Final","Final","Final",142,"s:40~l:41~t:142","Missouri","Tigers","MIZ","Missouri Tigers","Missouri","000000","000000","True",2071,"https://a.espncdn.com/i/teamlogos/ncaa/500/142.png",23,2166,"s:40~l:41~t:2166","Davidson","Wildcats","DAV","Davidson Wildcats","Davidson","000000","e51837","True",194,"https://a.espncdn.com/i/teamlogos/ncaa/500/2166.png",24,"",2014,NA,"","","",21,400546975,TRUE,TRUE
400546963,"s:40~l:41~e:400546963~c:400546963","2014-03-19T01:00Z",3859,"True","False","False","False","[{'type': 'event', 'headline': 'NIT - 1ST ROUND'}]","2014-03-19T01:00Z",NA,"",1912,"Littlejohn Coliseum","Clemson","SC",9000,"True",0,"0:00",2,3,"STATUS_FINAL","post","True","Final","Final","Final",228,"s:40~l:41~t:228","Clemson","Tigers","CLEM","Clemson Tigers","Clemson","F66733","522d80","True",1912,"https://a.espncdn.com/i/teamlogos/ncaa/500/228.png",2,2247,"s:40~l:41~t:2247","Georgia State","Panthers","GAST","Georgia State Panthers","Georgia State","1e539a","ebebeb","True",2057,"https://a.espncdn.com/i/teamlogos/ncaa/500/2247.png",27,"",2014,NA,"","","",21,400546963,TRUE,TRUE
400546961,"s:40~l:41~e:400546961~c:400546961","2014-03-19T01:00Z",7096,"True","False","False","False","[{'type': 'event', 'headline': 'NIT - 1ST ROUND'}]","2014-03-19T01:00Z",NA,"",2142,"Bud Walton Arena","Fayetteville","AR",19200,"True",0,"0:00",2,3,"STATUS_FINAL","post","True","Final","Final","Final",8,"s:40~l:41~t:8","Arkansas","Razorbacks","ARK","Arkansas Razorbacks","Arkansas","9c1831","000000","True",2142,"https://a.espncdn.com/i/teamlogos/ncaa/500/8.png",23,282,"s:40~l:41~t:282","Indiana State","Sycamores","INST","Indiana State Sycamores","Indiana State","00669a","f0f0f0","True",2170,"https://a.espncdn.com/i/teamlogos/ncaa/500/282.png",18,"",2014,NA,"","","",21,400546961,TRUE,TRUE
400546964,"s:40~l:41~e:400546964~c:400546964","2014-03-19T00:15Z",3493,"True","False","False","False","[{'type': 'event', 'headline': 'NIT - 1ST ROUND'}]","2014-03-19T00:15Z",NA,"",2094,"Williams Arena","Minneapolis","MN",14625,"True",0,"0:00",2,3,"STATUS_FINAL","post","True","Final","Final","Final",135,"s:40~l:41~t:135","Minnesota","Golden Gophers","MINN","Minnesota Golden Gophers","Minnesota","981a31","981a31","True",2094,"https://a.espncdn.com/i/teamlogos/ncaa/500/135.png",7,2272,"s:40~l:41~t:2272","High Point","Panthers","HP","High Point Panthers","High Point","b0b7bc","ebebeb","True",7116,"https://a.espncdn.com/i/teamlogos/ncaa/500/2272.png",6,"",2014,NA,"","","",21,400546964,TRUE,TRUE
400546912,"s:40~l:41~e:400546912~c:400546912","2014-03-19T00:15Z",2770,"True","False","False","False","[{'type': 'event', 'headline': 'NIT - 1ST ROUND'}]","2014-03-19T00:15Z",NA,"",522,"Resch Center","Ashwaubenon","WI",10500,"True",0,"0:00",2,3,"STATUS_FINAL","post","True","Final","Final","Final",2739,"s:40~l:41~t:2739","Green Bay","Phoenix","GB","Green Bay Phoenix","Green Bay","006633","b21038","True",522,"https://a.espncdn.com/i/teamlogos/ncaa/500/2739.png",45,2057,"s:40~l:41~t:2057","Belmont","Bruins","BEL","Belmont Bruins","Belmont","182142","c9262d","True",2098,"https://a.espncdn.com/i/teamlogos/ncaa/500/2057.png",20,"",2014,NA,"","","",21,400546912,TRUE,TRUE
400546976,"s:40~l:41~e:400546976~c:400546976","2014-03-18T23:00Z",2133,"True","False","False","False","[{'type': 'event', 'headline': 'NIT - 1ST ROUND'}]","2014-03-18T23:00Z",NA,"",2013,"McDonough Arena","Washington","DC",2400,"True",0,"0:00",2,3,"STATUS_FINAL","post","True","Final","Final","Final",46,"s:40~l:41~t:46","Georgetown","Hoyas","GTWN","Georgetown Hoyas","Georgetown","110E42","001c58","True",1823,"https://a.espncdn.com/i/teamlogos/ncaa/500/46.png",4,277,"s:40~l:41~t:277","West Virginia","Mountaineers","WVU","West Virginia Mountaineers","West Virginia","FFC600","eaaa00","True",2199,"https://a.espncdn.com/i/teamlogos/ncaa/500/277.png",8,"",2014,NA,"","","",21,400546976,TRUE,TRUE
400546966,"s:40~l:41~e:400546966~c:400546966","2014-03-18T23:00Z",2734,"True","False","False","False","[{'type': 'event', 'headline': 'NIT - 1ST ROUND'}]","2014-03-18T23:00Z",NA,"",1952,"Donald L. Tucker Center","Tallahassee","FL",11500,"True",0,"0:00",2,3,"STATUS_FINAL","post","True","Final","Final","Final",52,"s:40~l:41~t:52","Florida State","Seminoles","FSU","Florida State Seminoles","Florida State","782F40","ceb888","True",1952,"https://a.espncdn.com/i/teamlogos/ncaa/500/52.png",2,526,"s:40~l:41~t:526","Florida Gulf Coast","Eagles","FGCU","Florida Gulf Coast Eagles","FGCU","00885a","076c3b","True",2101,"https://a.espncdn.com/i/teamlogos/ncaa/500/526.png",46,"",2014,NA,"","","",21,400546966,TRUE,TRUE
400546962,"s:40~l:41~e:400546962~c:400546962","2014-03-18T23:00Z",1027,"True","False","False","False","[{'type': 'event', 'headline': 'NIT - 1ST ROUND'}]","2014-03-18T23:00Z",NA,"",2019,"Carnesecca Arena","Queens","NY",5602,"True",0,"0:00",2,3,"STATUS_FINAL","post","True","Final","Final","Final",2599,"s:40~l:41~t:2599","St. John's","Red Storm","SJU","St. John's Red Storm","St. John's","d10000","101010","True",2019,"https://a.espncdn.com/i/teamlogos/ncaa/500/2599.png",4,2523,"s:40~l:41~t:2523","Robert Morris","Colonials","RMU","Robert Morris Colonials","Robert Morris","00214D","a21d2b","True",5470,"https://a.espncdn.com/i/teamlogos/ncaa/500/2523.png",19,"",2014,NA,"","","",21,400546962,TRUE,TRUE
400546820,"s:40~l:41~e:400546820~c:400546820","2014-03-16T19:30Z",0,"True","True","True","False","[{'type': 'event', 'headline': ""BIG TEN MEN'S TOURNAMENT - FINAL""}]","2014-03-16T19:30Z",9,"QRR",2183,"Bankers Life Fieldhouse","Indianapolis","IN",17923,"True",0,"0:00",2,3,"STATUS_FINAL","post","True","Final","Final","Final",130,"s:40~l:41~t:130","Michigan","Wolverines","MICH","Michigan Wolverines","Michigan","00274c","00274c","True",1986,"https://a.espncdn.com/i/teamlogos/ncaa/500/130.png",7,127,"s:40~l:41~t:127","Michigan State","Spartans","MSU","Michigan State Spartans","Michigan State","18453B","ffffff","True",1987,"https://a.espncdn.com/i/teamlogos/ncaa/500/127.png",7,"",2014,7,"Big Ten Conference","Big Ten","True",9,400546820,TRUE,TRUE
400546818,"s:40~l:41~e:400546818~c:400546818","2014-03-16T19:20Z",21021,"True","True","True","False","[{'type': 'event', 'headline': ""SEC MEN'S TOURNAMENT - FINAL""}]","2014-03-16T19:20Z",NA,"",3495,"Georgia Dome","Atlanta","GA",0,"False",0,"0:00",2,3,"STATUS_FINAL","post","True","Final","Final","Final",57,"s:40~l:41~t:57","Florida","Gators","FLA","Florida Gators","Florida","0021A5","0021a5","True",360,"https://a.espncdn.com/i/teamlogos/ncaa/500/57.png",23,96,"s:40~l:41~t:96","Kentucky","Wildcats","UK","Kentucky Wildcats","Kentucky","005DAA","ffffff","True",251,"https://a.espncdn.com/i/teamlogos/ncaa/500/96.png",23,"",2014,23,"Southeastern Conference","SEC","True",27,400546818,TRUE,TRUE
400546817,"s:40~l:41~e:400546817~c:400546817","2014-03-16T17:00Z",21533,"True","True","True","False","[{'type': 'event', 'headline': ""ACC MEN'S TOURNAMENT - FINAL""}]","2014-03-16T17:00Z",1,"STD",349,"Greensboro Coliseum","Greensboro","NC",23500,"True",0,"0:00",2,3,"STATUS_FINAL","post","True","Final","Final","Final",258,"s:40~l:41~t:258","Virginia","Cavaliers","UVA","Virginia Cavaliers","Virginia","f84c1e","ffffff","True",1927,"https://a.espncdn.com/i/teamlogos/ncaa/500/258.png",2,150,"s:40~l:41~t:150","Duke","Blue Devils","DUKE","Duke Blue Devils","Duke","001A57","f1f2f3","True",1914,"https://a.espncdn.com/i/teamlogos/ncaa/500/150.png",2,"",2014,2,"Atlantic Coast Conference","ACC","True",3,400546817,TRUE,TRUE
