,id,uid,date,attendance,timeValid,neutralSite,conferenceCompetition,recent,notes,startDate,type.id,type.abbreviation,venue.id,venue.fullName,venue.address.city,venue.address.state,venue.capacity,venue.indoor,status.clock,status.displayClock,status.period,status.type.id,status.type.name,status.type.state,status.type.completed,status.type.description,status.type.detail,status.type.shortDetail,home.id,home.uid,home.location,home.name,home.abbreviation,home.displayName,home.shortDisplayName,home.color,home.alternateColor,home.isActive,home.venue.id,home.logo,home.conferenceId,away.id,away.uid,away.location,away.name,away.abbreviation,away.displayName,away.shortDisplayName,away.color,away.alternateColor,away.isActive,away.venue.id,away.logo,away.conferenceId,status.type.altDetail,season,groups.id,groups.name,groups.shortName,groups.isConference,tournamentId
0,401082446,s:40~l:41~e:401082446~c:401082446,2018-11-07T01:30Z,10109,True,False,False,False,"[{'type': 'event', 'headline': 'BASKETBALL HALL OF FAME TIP-OFF - CAMPUS GAME'}]",2018-11-07T01:30Z,0,N/A,1986,Crisler Center,Ann Arbor,MI,12707,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,130,s:40~l:41~t:130,Michigan,Wolverines,MICH,Michigan Wolverines,Michigan,00274c,00274c,True,1986,https://a.espncdn.com/i/teamlogos/ncaa/500/130.png,7,2450,s:40~l:41~t:2450,Norfolk State,Spartans,NORF,Norfolk State Spartans,Norfolk State,046546,,True,1989,https://a.espncdn.com/i/teamlogos/ncaa/500/2450.png,16,,2019,,,,,
0,401087147,s:40~l:41~e:401087147~c:401087147,2018-11-07T02:00Z,5931,True,False,False,False,[],2018-11-07T02:00Z,0,N/A,479,Pauley Pavilion presented by Wescom,Los Angeles,CA,13800,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,26,s:40~l:41~t:26,UCLA,Bruins,UCLA,UCLA Bruins,UCLA,005C8E,ffc72c,True,479,https://a.espncdn.com/i/teamlogos/ncaa/500/26.png,21,2870,s:40~l:41~t:2870,Purdue Fort Wayne,Mastodons,PFW,Purdue Fort Wayne Mastodons,Purdue FW,00378A,f0f0f0,True,684,https://a.espncdn.com/i/teamlogos/ncaa/500/2870.png,49,,2019,,,,,
0,401082642,s:40~l:41~e:401082642~c:401082642,2018-11-07T00:00Z,7491,True,False,False,False,[],2018-11-07T00:00Z,0,N/A,1912,Littlejohn Coliseum,Clemson,SC,9000,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,228,s:40~l:41~t:228,Clemson,Tigers,CLEM,Clemson Tigers,Clemson,F66733,522d80,True,1912,https://a.espncdn.com/i/teamlogos/ncaa/500/228.png,2,2643,s:40~l:41~t:2643,The Citadel,Bulldogs,CIT,The Citadel Bulldogs,The Citadel,002b5c,f0f0f0,True,2154,https://a.espncdn.com/i/teamlogos/ncaa/500/2643.png,24,,2019,,,,,
0,401083104,s:40~l:41~e:401083104~c:401083104,2018-11-07T01:30Z,10513,True,False,False,False,[],2018-11-07T01:30Z,0,N/A,557,Pete Maravich Assembly Center,Baton Rouge,LA,13215,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,99,s:40~l:41~t:99,LSU,Tigers,LSU,LSU Tigers,LSU,2B0D57,fdd023,True,557,https://a.espncdn.com/i/teamlogos/ncaa/500/99.png,23,2545,s:40~l:41~t:2545,SE Louisiana,Lions,SELA,SE Louisiana Lions,SE Louisiana,007550,dca008,True,2040,https://a.espncdn.com/i/teamlogos/ncaa/500/2545.png,25,,2019,,,,,
0,401082580,s:40~l:41~e:401082580~c:401082580,2018-11-07T00:00Z,14323,True,False,False,False,[],2018-11-07T00:00Z,0,N/A,399,Mackey Arena,West Lafayette,IN,14804,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2509,s:40~l:41~t:2509,Purdue,Boilermakers,PUR,Purdue Boilermakers,Purdue,B89D29,a4a9ad,True,399,https://a.espncdn.com/i/teamlogos/ncaa/500/2509.png,7,2217,s:40~l:41~t:2217,Fairfield,Stags,FAIR,Fairfield Stags,Fairfield,000000,ebebeb,True,2148,https://a.espncdn.com/i/teamlogos/ncaa/500/2217.png,13,,2019,,,,,
0,401087177,s:40~l:41~e:401087177~c:401087177,2018-11-07T03:30Z,5721,True,False,False,False,[],2018-11-07T03:30Z,0,N/A,782,Alaska Airlines Arena,Seattle,WA,9268,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,264,s:40~l:41~t:264,Washington,Huskies,WASH,Washington Huskies,Washington,2B2F64,e8e3d3,True,782,https://a.espncdn.com/i/teamlogos/ncaa/500/264.png,21,98,s:40~l:41~t:98,Western Kentucky,Hilltoppers,WKU,Western Kentucky Hilltoppers,Western KY,F32026,b3b5b8,True,1971,https://a.espncdn.com/i/teamlogos/ncaa/500/98.png,11,,2019,,,,,
0,401089873,s:40~l:41~e:401089873~c:401089873,2018-11-06T17:30Z,1042,True,False,False,False,[],2018-11-06T17:30Z,0,N/A,1946,Kress Events Center,Green Bay,WI,4018,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2739,s:40~l:41~t:2739,Green Bay,Phoenix,GB,Green Bay Phoenix,Green Bay,006633,b21038,True,522,https://a.espncdn.com/i/teamlogos/ncaa/500/2739.png,45,2741,s:40~l:41~t:2741,Wisconsin Lutheran,Warriors,WL,Wisconsin Lutheran Warriors,WI Lutheran,000000,,False,,,,,2019,,,,,
0,401089358,s:40~l:41~e:401089358~c:401089358,2018-11-06T21:00Z,1852,True,False,False,False,[],2018-11-06T21:00Z,0,N/A,2107,Alumni Arena,Buffalo,NY,6783,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2084,s:40~l:41~t:2084,Buffalo,Bulls,BUFF,Buffalo Bulls,Buffalo,041A9B,ebebeb,True,2107,https://a.espncdn.com/i/teamlogos/ncaa/500/2084.png,14,2598,s:40~l:41~t:2598,St. Francis (PA),Red Flash,SFPA,St. Francis (PA) Red Flash,St. Fran. (PA),a20012,,True,2149,https://a.espncdn.com/i/teamlogos/ncaa/500/2598.png,19,,2019,,,,,
0,401089177,s:40~l:41~e:401089177~c:401089177,2018-11-06T23:00Z,1193,True,False,False,False,[],2018-11-06T23:00Z,0,N/A,2109,Convocation Center (MI),Ypsilanti,MI,8800,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2199,s:40~l:41~t:2199,Eastern Michigan,Eagles,EMU,Eastern Michigan Eagles,E Michigan,00331b,f0f0f0,True,2109,https://a.espncdn.com/i/teamlogos/ncaa/500/2199.png,14,2947,s:40~l:41~t:2947,Rochester College,Warriors,RC,Rochester College Warriors,Rochester,000000,,False,,,,,2019,,,,,
0,401090140,s:40~l:41~e:401090140~c:401090140,2018-11-06T23:05Z,1255,True,False,False,False,[],2018-11-06T23:05Z,0,N/A,2174,Ellis T. Johnson Arena,Morehead,KY,6500,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2413,s:40~l:41~t:2413,Morehead State,Eagles,MORE,Morehead State Eagles,Morehead State,094FA3,fed91a,True,2174,https://a.espncdn.com/i/teamlogos/ncaa/500/2413.png,20,3077,s:40~l:41~t:3077,Kentucky Christian,Knights,KYCH,Kentucky Christian Knights,Kentucky Chr,000000,,False,,,,,2019,,,,,
0,401084639,s:40~l:41~e:401084639~c:401084639,2018-11-06T23:30Z,4870,True,False,False,False,[],2018-11-06T23:30Z,0,N/A,4484,Addition Financial Arena,Orlando,FL,10000,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2116,s:40~l:41~t:2116,UCF,Knights,UCF,UCF Knights,UCF,000000,231f20,True,4484,https://a.espncdn.com/i/teamlogos/ncaa/500/2116.png,62,2520,s:40~l:41~t:2520,Rider,Broncs,RID,Rider Broncs,Rider,a80532,ebebeb,True,1944,https://a.espncdn.com/i/teamlogos/ncaa/500/2520.png,13,,2019,,,,,
0,401083337,s:40~l:41~e:401083337~c:401083337,2018-11-06T23:30Z,4863,True,False,False,False,"[{'type': 'event', 'headline': 'GOTPRINT.COM LEGENDS CLASSIC - REGIONAL GAME'}]",2018-11-06T23:30Z,0,N/A,2019,Carnesecca Arena,Queens,NY,5602,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2599,s:40~l:41~t:2599,St. John's,Red Storm,SJU,St. John's Red Storm,St. John's,d10000,101010,True,2019,https://a.espncdn.com/i/teamlogos/ncaa/500/2599.png,4,2352,s:40~l:41~t:2352,Loyola (MD),Greyhounds,L-MD,Loyola (MD) Greyhounds,Loyola (MD),76a7a0,c9cbca,True,2093,https://a.espncdn.com/i/teamlogos/ncaa/500/2352.png,22,,2019,,,,,
0,401083326,s:40~l:41~e:401083326~c:401083326,2018-11-06T23:30Z,1655,True,False,False,False,[],2018-11-06T23:30Z,0,N/A,2161,Walsh Gymnasium,South Orange,NJ,1655,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2550,s:40~l:41~t:2550,Seton Hall,Pirates,HALL,Seton Hall Pirates,Seton Hall,0857B1,8a8d8f,True,1826,https://a.espncdn.com/i/teamlogos/ncaa/500/2550.png,4,2681,s:40~l:41~t:2681,Wagner,Seahawks,WAG,Wagner Seahawks,Wagner,00483A,ffffff,True,2085,https://a.espncdn.com/i/teamlogos/ncaa/500/2681.png,19,,2019,,,,,
0,401083308,s:40~l:41~e:401083308~c:401083308,2018-11-06T23:30Z,8021,True,False,False,False,"[{'type': 'event', 'headline': 'HALL OF FAME TIP-OFF TOURNAMENT'}]",2018-11-06T23:30Z,0,N/A,146,Dunkin Donuts Center,Providence,RI,12410,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2507,s:40~l:41~t:2507,Providence,Friars,PROV,Providence Friars,Providence,000000,7d8082,True,4691,https://a.espncdn.com/i/teamlogos/ncaa/500/2507.png,4,2561,s:40~l:41~t:2561,Siena,Saints,SIE,Siena Saints,Siena,037961,eea60f,True,20,https://a.espncdn.com/i/teamlogos/ncaa/500/2561.png,13,,2019,,,,,
0,401082362,s:40~l:41~e:401082362~c:401082362,2018-11-06T23:30Z,17222,True,False,False,False,[],2018-11-06T23:30Z,0,N/A,2092,Simon Skjodt Assembly Hall,Bloomington,IN,17222,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,84,s:40~l:41~t:84,Indiana,Hoosiers,IU,Indiana Hoosiers,Indiana,7D110C,eeedeb,True,2092,https://a.espncdn.com/i/teamlogos/ncaa/500/84.png,7,2130,s:40~l:41~t:2130,Chicago State,Cougars,CHIC,Chicago State Cougars,Chicago State,006700,,True,1951,https://a.espncdn.com/i/teamlogos/ncaa/500/2130.png,30,,2019,,,,,
0,401090323,s:40~l:41~e:401090323~c:401090323,2018-11-07T00:00Z,432,True,False,False,False,[],2018-11-07T00:00Z,0,N/A,2077,S-H-M Memorial Center,Orangeburg,SC,3200,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2569,s:40~l:41~t:2569,South Carolina State,Bulldogs,SCST,South Carolina State Bulldogs,SC State,7d1315,104897,True,2077,https://a.espncdn.com/i/teamlogos/ncaa/500/2569.png,16,2913,s:40~l:41~t:2913,Brevard College,Tornados,BRE,Brevard College Tornados,Brevard ,000000,,False,,,,,2019,,,,,
0,401089930,s:40~l:41~e:401089930~c:401089930,2018-11-07T00:00Z,2454,True,False,False,False,[],2018-11-07T00:00Z,0,N/A,1920,BB&T Arena,Highland Heights,KY,9400,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,94,s:40~l:41~t:94,Northern Kentucky,Norse,NKU,Northern Kentucky Norse,N Kentucky,000000,eab621,True,1920,https://a.espncdn.com/i/teamlogos/ncaa/500/94.png,45,2733,s:40~l:41~t:2733,Wilmington (OH),Quakers,WIL,Wilmington (OH) Quakers,Wilmington OH,000000,,False,,,,,2019,,,,,
0,401089718,s:40~l:41~e:401089718~c:401089718,2018-11-07T00:00Z,343,True,False,False,False,[],2018-11-07T00:00Z,0,N/A,1936,Lundholm Gymnasium,Durham,NH,3000,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,160,s:40~l:41~t:160,New Hampshire,Wildcats,UNH,New Hampshire Wildcats,New Hampshire,004990,c3c4c6,True,1936,https://a.espncdn.com/i/teamlogos/ncaa/500/160.png,1,111913,s:40~l:41~t:111913,Rivier,Raiders,RIV,Rivier Raiders,Rivier,,,False,,,,,2019,,,,,
0,401089690,s:40~l:41~e:401089690~c:401089690,2018-11-07T00:00Z,1500,True,False,False,False,[],2018-11-07T00:00Z,0,N/A,4531,Moody Coliseum (Abilene),Abilene,TX,4600,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2000,s:40~l:41~t:2000,Abilene Christian,Wildcats,ACU,Abilene Christian Wildcats,Abil Christian,4e2683,ebebeb,True,4531,https://a.espncdn.com/i/teamlogos/ncaa/500/2000.png,25,3166,s:40~l:41~t:3166,Arlington Baptist,Patriots,ABU,Arlington Baptist Patriots,Arl Baptist,,,False,,,,,2019,,,,,
0,401089562,s:40~l:41~e:401089562~c:401089562,2018-11-07T00:00Z,1083,True,False,False,False,[],2018-11-07T00:00Z,0,N/A,2014,Clune Arena,Colorado Springs,CO,5858,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2005,s:40~l:41~t:2005,Air Force,Falcons,AFA,Air Force Falcons,Air Force,004a7b,ffffff,True,2014,https://a.espncdn.com/i/teamlogos/ncaa/500/2005.png,44,3094,s:40~l:41~t:3094,Johnson & Wales (CO),Wildcats,JW,Johnson & Wales (CO) Wildcats,Joh. & Wales CO,000000,,False,,,,,2019,,,,,
0,401088879,s:40~l:41~e:401088879~c:401088879,2018-11-07T00:00Z,1054,True,False,False,False,[],2018-11-07T00:00Z,0,N/A,2166,Timmons Arena,Greenville,SC,2500,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,231,s:40~l:41~t:231,Furman,Paladins,FUR,Furman Paladins,Furman,4A2184,909090,True,2166,https://a.espncdn.com/i/teamlogos/ncaa/500/231.png,24,3243,s:40~l:41~t:3243,Bob Jones University,Bruins,BOBJ,Bob Jones University Bruins,Bob Jones,,,False,,https://a.espncdn.com/i/teamlogos/ncaa/500/3243.png,,,2019,,,,,
0,401088817,s:40~l:41~e:401088817~c:401088817,2018-11-07T00:00Z,762,True,False,False,False,[],2018-11-07T00:00Z,0,N/A,1970,Cameron Hall,Lexington,VA,5029,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2678,s:40~l:41~t:2678,VMI,Keydets,VMI,VMI Keydets,VMI,E52D37,eec52b,True,1970,https://a.espncdn.com/i/teamlogos/ncaa/500/2678.png,24,2689,s:40~l:41~t:2689,Washington College (MD),Shoremen,WCMD,Washington College (MD) Shoremen,Washington Coll,000000,,False,,,,,2019,,,,,
0,401088509,s:40~l:41~e:401088509~c:401088509,2018-11-07T00:00Z,2137,True,False,False,False,"[{'type': 'event', 'headline': 'JUNKANOO JAM - CAMPUS GAME'}]",2018-11-07T00:00Z,0,N/A,2087,McGuirk Arena,Mount Pleasant,MI,5300,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2117,s:40~l:41~t:2117,Central Michigan,Chippewas,CMU,Central Michigan Chippewas,Cent Michigan,6a0032,ffffff,True,2087,https://a.espncdn.com/i/teamlogos/ncaa/500/2117.png,14,2985,s:40~l:41~t:2985,Concordia (MI),Cardinals,CCD,Concordia (MI) Cardinals,Concordia (MI),000000,,False,,,,,2019,,,,,
0,401088457,s:40~l:41~e:401088457~c:401088457,2018-11-07T00:00Z,451,True,False,False,False,[],2018-11-07T00:00Z,0,N/A,2140,Steinberg Wellness Center,Brooklyn,NY,2500,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,112358,s:40~l:41~t:112358,Long Island University,Sharks,LIU,Long Island University Sharks,Long Island,50c9f7,ffbf00,True,2140,https://a.espncdn.com/i/teamlogos/ncaa/500/112358.png,19,111171,s:40~l:41~t:111171,New Rochelle,Blue Angels,NERO,New Rochelle Blue Angels,New Rochelle,,,False,,,,,2019,,,,,
0,401088396,s:40~l:41~e:401088396~c:401088396,2018-11-07T00:00Z,1374,True,False,False,False,[],2018-11-07T00:00Z,0,N/A,2220,Stroh Center,Bowling Green,OH,4347,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,189,s:40~l:41~t:189,Bowling Green,Falcons,BGSU,Bowling Green Falcons,Bowling Green,2b1000,492000,True,2220,https://a.espncdn.com/i/teamlogos/ncaa/500/189.png,14,2838,s:40~l:41~t:2838,Tiffin,Dragons,TIF,Tiffin Dragons,Tiffin,000000,,False,,,,,2019,,,,,
0,401088389,s:40~l:41~e:401088389~c:401088389,2018-11-07T00:00Z,718,True,False,False,False,[],2018-11-07T00:00Z,0,N/A,2137,Holmes Convocation Center,Boone,NC,8325,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2026,s:40~l:41~t:2026,Appalachian State,Mountaineers,APP,Appalachian State Mountaineers,Appalachian St,000000,ffcd00,True,2137,https://a.espncdn.com/i/teamlogos/ncaa/500/2026.png,27,2369,s:40~l:41~t:2369,Mars Hill,Lions,MH,Mars Hill Lions,Mars Hill,004b8d,efc814,False,,https://a.espncdn.com/i/teamlogos/ncaa/500/2369.png,,,2019,,,,,
0,401088379,s:40~l:41~e:401088379~c:401088379,2018-11-07T00:00Z,6289,True,False,False,False,[],2018-11-07T00:00Z,0,N/A,1940,Chartway Arena,Norfolk,VA,8472,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,295,s:40~l:41~t:295,Old Dominion,Monarchs,ODU,Old Dominion Monarchs,Old Dominion,00507d,a1d2f1,True,1940,https://a.espncdn.com/i/teamlogos/ncaa/500/295.png,11,2426,s:40~l:41~t:2426,Navy,Midshipmen,NAVY,Navy Midshipmen,Navy,131630,b6a77c,True,2176,https://a.espncdn.com/i/teamlogos/ncaa/500/2426.png,22,,2019,,,,,
0,401088196,s:40~l:41~e:401088196~c:401088196,2018-11-07T00:00Z,1311,True,False,False,False,[],2018-11-07T00:00Z,0,N/A,2209,Lavietes Pavilion,Cambridge,MA,1636,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,108,s:40~l:41~t:108,Harvard,Crimson,HARV,Harvard Crimson,Harvard,990000,dbdbdb,True,2209,https://a.espncdn.com/i/teamlogos/ncaa/500/108.png,12,109,s:40~l:41~t:109,MIT,Mit,MIT,MIT Mit,MIT,000000,,False,,,,,2019,,,,,
