,id,uid,date,attendance,timeValid,neutralSite,conferenceCompetition,recent,notes,startDate,type.id,type.abbreviation,venue.id,venue.fullName,venue.address.city,venue.address.state,venue.capacity,venue.indoor,status.clock,status.displayClock,status.period,status.type.id,status.type.name,status.type.state,status.type.completed,status.type.description,status.type.detail,status.type.shortDetail,home.id,home.uid,home.location,home.name,home.abbreviation,home.displayName,home.shortDisplayName,home.color,home.alternateColor,home.isActive,home.venue.id,home.logo,home.conferenceId,away.id,away.uid,away.location,away.name,away.abbreviation,away.displayName,away.shortDisplayName,away.color,away.isActive,away.venue.id,away.logo,away.conferenceId,away.alternateColor,season,status.type.altDetail,groups.id,groups.name,groups.shortName,groups.isConference,tournamentId
0,320280221,s:40~l:41~e:320280221~c:320280221,2012-01-28T21:00Z,12508,True,False,True,False,[],2012-01-28T21:00Z,0,N/A,2025,Petersen Events Center,Pittsburgh,PA,12508.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,221,s:40~l:41~t:221,Pittsburgh,Panthers,PITT,Pittsburgh Panthers,Pittsburgh,003263,231f20,True,2025,https://a.espncdn.com/i/teamlogos/ncaa/500/221.png,4,46,s:40~l:41~t:46,Georgetown,Hoyas,GTWN,Georgetown Hoyas,Georgetown,110E42,True,1823,https://a.espncdn.com/i/teamlogos/ncaa/500/46.png,4,001c58,2012,,4,Big East Conference,Big East,True,
0,320280093,s:40~l:41~e:320280093~c:320280093,2012-01-29T01:00Z,8673,True,False,True,False,[],2012-01-29T01:00Z,0,N/A,2022,CFSB Center,Murray,KY,8600.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,93,s:40~l:41~t:93,Murray State,Racers,MUR,Murray State Racers,Murray State,002148,000e00,True,2022,https://a.espncdn.com/i/teamlogos/ncaa/500/93.png,20,2197,s:40~l:41~t:2197,Eastern Illinois,Panthers,EIU,Eastern Illinois Panthers,E Illinois,000000,True,2138,https://a.espncdn.com/i/teamlogos/ncaa/500/2197.png,20,bebab9,2012,,,,,,
0,320282005,s:40~l:41~e:320282005~c:320282005,2012-01-29T02:00Z,4170,True,False,True,False,[],2012-01-29T02:00Z,0,N/A,2014,Clune Arena,Colorado Springs,CO,5858.0,True,0.0,0:00,3,3,STATUS_FINAL,post,True,Final,Final/OT,Final/OT,2005,s:40~l:41~t:2005,Air Force,Falcons,AFA,Air Force Falcons,Air Force,004a7b,ffffff,True,2014,https://a.espncdn.com/i/teamlogos/ncaa/500/2005.png,44,2439,s:40~l:41~t:2439,UNLV,Rebels,UNLV,UNLV Rebels,UNLV,000000,True,2083,https://a.espncdn.com/i/teamlogos/ncaa/500/2439.png,44,c2c4c6,2012,OT,44,Mountain West Conference,Mountain West,True,
0,320280036,s:40~l:41~e:320280036~c:320280036,2012-01-28T21:00Z,6038,True,False,True,False,[],2012-01-28T21:00Z,0,N/A,475,Moby Arena,Fort Collins,CO,8745.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,36,s:40~l:41~t:36,Colorado State,Rams,CSU,Colorado State Rams,Colorado State,004537,ffc425,True,475,https://a.espncdn.com/i/teamlogos/ncaa/500/36.png,44,21,s:40~l:41~t:21,San Diego State,Aztecs,SDSU,San Diego State Aztecs,San Diego State,BF2C37,True,2111,https://a.espncdn.com/i/teamlogos/ncaa/500/21.png,44,a8996e,2012,,44,Mountain West Conference,Mountain West,True,
0,320280057,s:40~l:41~e:320280057~c:320280057,2012-01-28T18:47Z,12045,True,False,True,False,[],2012-01-28T18:47Z,0,N/A,360,Exactech Arena at Stephen C. O'Connell Center,Gainesville,FL,10151.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,57,s:40~l:41~t:57,Florida,Gators,FLA,Florida Gators,Florida,0021A5,0021a5,True,360,https://a.espncdn.com/i/teamlogos/ncaa/500/57.png,23,344,s:40~l:41~t:344,Mississippi State,Bulldogs,MSST,Mississippi State Bulldogs,Mississippi St,762123,True,2095,https://a.espncdn.com/i/teamlogos/ncaa/500/344.png,23,c8c8c8,2012,,23,Southeastern Conference,SEC,True,
0,320280156,s:40~l:41~e:320280156~c:320280156,2012-01-29T01:05Z,18436,True,False,True,False,[],2012-01-29T01:05Z,0,N/A,353,CHI Health Center Omaha,Omaha,NE,17352.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,156,s:40~l:41~t:156,Creighton,Bluejays,CREI,Creighton Bluejays,Creighton,13299e,00235d,True,353,https://a.espncdn.com/i/teamlogos/ncaa/500/156.png,18,71,s:40~l:41~t:71,Bradley,Braves,BRAD,Bradley Braves,Bradley,b70002,True,406,https://a.espncdn.com/i/teamlogos/ncaa/500/71.png,18,c0c0c0,2012,,18,Missouri Valley Conference,MVC,True,
0,320280222,s:40~l:41~e:320280222~c:320280222,2012-01-28T17:00Z,15878,True,False,True,False,[],2012-01-28T17:00Z,0,N/A,1969,Finneran Pavilion,Villanova,PA,6500.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,222,s:40~l:41~t:222,Villanova,Wildcats,VILL,Villanova Wildcats,Villanova,123d7C,f0f0f0,True,1969,https://a.espncdn.com/i/teamlogos/ncaa/500/222.png,4,269,s:40~l:41~t:269,Marquette,Golden Eagles,MARQ,Marquette Golden Eagles,Marquette,083963,True,5777,https://a.espncdn.com/i/teamlogos/ncaa/500/269.png,4,ffffff,2012,,4,Big East Conference,Big East,True,
0,320280152,s:40~l:41~e:320280152~c:320280152,2012-01-29T01:00Z,17027,True,False,True,False,[],2012-01-29T01:00Z,0,N/A,999,PNC Arena,Raleigh,NC,22900.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,152,s:40~l:41~t:152,NC State,Wolfpack,NCST,NC State Wolfpack,NC State,EF1216,231f20,True,999,https://a.espncdn.com/i/teamlogos/ncaa/500/152.png,2,258,s:40~l:41~t:258,Virginia,Cavaliers,UVA,Virginia Cavaliers,Virginia,f84c1e,True,1927,https://a.espncdn.com/i/teamlogos/ncaa/500/258.png,2,ffffff,2012,,2,Atlantic Coast Conference,ACC,True,
0,320280252,s:40~l:41~e:320280252~c:320280252,2012-01-29T02:00Z,22700,True,False,True,False,[],2012-01-29T02:00Z,0,N/A,2108,Marriott Center,Provo,UT,18987.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,252,s:40~l:41~t:252,BYU,Cougars,BYU,BYU Cougars,BYU,001E4C,ffffff,True,2108,https://a.espncdn.com/i/teamlogos/ncaa/500/252.png,29,2608,s:40~l:41~t:2608,Saint Mary's,Gaels,SMC,Saint Mary's Gaels,Saint Mary's,003768,True,488,https://a.espncdn.com/i/teamlogos/ncaa/500/2608.png,29,d02f35,2012,,29,West Coast Conference,WCC,True,
0,320282306,s:40~l:41~e:320282306~c:320282306,2012-01-29T00:00Z,12528,True,False,True,False,[],2012-01-29T00:00Z,0,N/A,2131,Bramlage Coliseum,Manhattan,KS,12528.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2306,s:40~l:41~t:2306,Kansas State,Wildcats,KSU,Kansas State Wildcats,Kansas State,633194,e7d2ad,True,2131,https://a.espncdn.com/i/teamlogos/ncaa/500/2306.png,8,201,s:40~l:41~t:201,Oklahoma,Sooners,OU,Oklahoma Sooners,Oklahoma,7b0000,True,1991,https://a.espncdn.com/i/teamlogos/ncaa/500/201.png,8,cccccc,2012,,8,Big 12 Conference,Big 12,True,
0,320280195,s:40~l:41~e:320280195~c:320280195,2012-01-28T16:00Z,6018,True,False,True,False,[],2012-01-28T16:00Z,0,N/A,2135,Convocation Center (OH),Athens,OH,13000.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,195,s:40~l:41~t:195,Ohio,Bobcats,OHIO,Ohio Bobcats,Ohio,295A29,e4bb85,True,2135,https://a.espncdn.com/i/teamlogos/ncaa/500/195.png,14,2050,s:40~l:41~t:2050,Ball State,Cardinals,BALL,Ball State Cardinals,Ball State,DA0000,True,299,https://a.espncdn.com/i/teamlogos/ncaa/500/2050.png,14,ffffff,2012,,14,Mid-American Conference,MAC,True,
0,320280228,s:40~l:41~e:320280228~c:320280228,2012-01-28T17:00Z,8134,True,False,True,False,[],2012-01-28T17:00Z,0,N/A,1912,Littlejohn Coliseum,Clemson,SC,9000.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,228,s:40~l:41~t:228,Clemson,Tigers,CLEM,Clemson Tigers,Clemson,F66733,522d80,True,1912,https://a.espncdn.com/i/teamlogos/ncaa/500/228.png,2,154,s:40~l:41~t:154,Wake Forest,Demon Deacons,WAKE,Wake Forest Demon Deacons,Wake Forest,9E7E38,True,2120,https://a.espncdn.com/i/teamlogos/ncaa/500/154.png,2,000000,2012,,2,Atlantic Coast Conference,ACC,True,
0,320280111,s:40~l:41~e:320280111~c:320280111,2012-01-28T17:00Z,2172,True,False,True,False,[],2012-01-28T17:00Z,0,N/A,1219,Matthews Arena,Boston,MA,5066.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,111,s:40~l:41~t:111,Northeastern,Huskies,NE,Northeastern Huskies,Northeastern,CC0001,c2c3c0,True,1219,https://a.espncdn.com/i/teamlogos/ncaa/500/111.png,10,2275,s:40~l:41~t:2275,Hofstra,Pride,HOF,Hofstra Pride,Hofstra,00337c,True,2058,https://a.espncdn.com/i/teamlogos/ncaa/500/2275.png,10,f6c934,2012,,10,Colonial Athletic Association,CAA,True,
0,320282459,s:40~l:41~e:320282459~c:320282459,2012-01-28T18:00Z,1427,True,False,True,False,[],2012-01-28T18:00Z,0,N/A,2090,NIU Convocation Center,Dekalb,IL,10000.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2459,s:40~l:41~t:2459,Northern Illinois,Huskies,NIU,Northern Illinois Huskies,N Illinois,F1122C,cc0000,True,2090,https://a.espncdn.com/i/teamlogos/ncaa/500/2459.png,14,2084,s:40~l:41~t:2084,Buffalo,Bulls,BUFF,Buffalo Bulls,Buffalo,041A9B,True,2107,https://a.espncdn.com/i/teamlogos/ncaa/500/2084.png,14,ebebeb,2012,,14,Mid-American Conference,MAC,True,
0,320282230,s:40~l:41~e:320282230~c:320282230,2012-01-28T18:00Z,2641,True,False,True,False,[],2012-01-28T18:00Z,0,N/A,,,,,,,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2230,s:40~l:41~t:2230,Fordham,Rams,FOR,Fordham Rams,Fordham,830032,909090,True,2007,https://a.espncdn.com/i/teamlogos/ncaa/500/2230.png,3,45,s:40~l:41~t:45,George Washington,Colonials,GW,George Washington Colonials,G Washington,002843,True,2125,https://a.espncdn.com/i/teamlogos/ncaa/500/45.png,3,e8d2a1,2012,,3,Atlantic 10 Conference,A 10,True,
0,320280322,s:40~l:41~e:320280322~c:320280322,2012-01-28T18:00Z,2315,True,False,True,False,[],2012-01-28T18:00Z,0,N/A,2132,Kirby Sports Center,Easton,PA,2453.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,322,s:40~l:41~t:322,Lafayette,Leopards,LAF,Lafayette Leopards,Lafayette,790000,a59474,True,2132,https://a.espncdn.com/i/teamlogos/ncaa/500/322.png,22,44,s:40~l:41~t:44,American,Eagles,AMER,American Eagles,American,c41130,True,1910,https://a.espncdn.com/i/teamlogos/ncaa/500/44.png,22,c8102e,2012,,22,Patriot League,Patriot,True,
0,320280249,s:40~l:41~e:320280249~c:320280249,2012-01-28T18:00Z,3643,True,False,True,False,[],2012-01-28T18:00Z,0,N/A,,,,,,,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,249,s:40~l:41~t:249,North Texas,Mean Green,UNT,North Texas Mean Green,North Texas,00853D,000000,True,1938,https://a.espncdn.com/i/teamlogos/ncaa/500/249.png,27,2032,s:40~l:41~t:2032,Arkansas State,Red Wolves,ARST,Arkansas State Red Wolves,Arkansas State,e81018,True,2033,https://a.espncdn.com/i/teamlogos/ncaa/500/2032.png,27,000000,2012,,27,Sun Belt Conference,Sun Belt,True,
0,320280333,s:40~l:41~e:320280333~c:320280333,2012-01-28T18:30Z,13145,True,False,True,False,[],2012-01-28T18:30Z,0,N/A,1925,Coleman Coliseum,Tuscaloosa,AL,15383.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,333,s:40~l:41~t:333,Alabama,Crimson Tide,ALA,Alabama Crimson Tide,Alabama,690014,f1f2f3,True,1925,https://a.espncdn.com/i/teamlogos/ncaa/500/333.png,23,8,s:40~l:41~t:8,Arkansas,Razorbacks,ARK,Arkansas Razorbacks,Arkansas,9c1831,True,2142,https://a.espncdn.com/i/teamlogos/ncaa/500/8.png,23,000000,2012,,23,Southeastern Conference,SEC,True,
0,320282514,s:40~l:41~e:320282514~c:320282514,2012-01-28T19:00Z,2308,True,False,True,False,[],2012-01-28T19:00Z,0,N/A,1907,People's United Center,Hamden,CT,3570.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2514,s:40~l:41~t:2514,Quinnipiac,Bobcats,QUIN,Quinnipiac Bobcats,Quinnipiac,041B43,,True,1907,https://a.espncdn.com/i/teamlogos/ncaa/500/2514.png,19,2681,s:40~l:41~t:2681,Wagner,Seahawks,WAG,Wagner Seahawks,Wagner,00483A,True,2085,https://a.espncdn.com/i/teamlogos/ncaa/500/2681.png,19,ffffff,2012,,19,Northeast Conference,NEC,True,
0,320282430,s:40~l:41~e:320282430~c:320282430,2012-01-28T19:00Z,3585,True,False,True,False,[],2012-01-28T19:00Z,0,N/A,349,Greensboro Coliseum,Greensboro,NC,23500.0,True,0.0,0:00,3,3,STATUS_FINAL,post,True,Final,Final/OT,Final/OT,2430,s:40~l:41~t:2430,UNC Greensboro,Spartans,UNCG,UNC Greensboro Spartans,UNC Greensboro,003559,ffd90a,True,349,https://a.espncdn.com/i/teamlogos/ncaa/500/2430.png,24,2717,s:40~l:41~t:2717,Western Carolina,Catamounts,WCU,Western Carolina Catamounts,W Carolina,492F91,True,245,https://a.espncdn.com/i/teamlogos/ncaa/500/2717.png,24,bf9e70,2012,OT,24,Southern Conference,Southern,True,
0,320282244,s:40~l:41~e:320282244~c:320282244,2012-01-28T19:00Z,8014,True,False,True,False,[],2012-01-28T19:00Z,0,N/A,2167,EagleBank Arena,Fairfax,VA,7860.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2244,s:40~l:41~t:2244,George Mason,Patriots,GMU,George Mason Patriots,George Mason,016600,ecb010,True,2167,https://a.espncdn.com/i/teamlogos/ncaa/500/2244.png,10,256,s:40~l:41~t:256,James Madison,Dukes,JMU,James Madison Dukes,James Madison,450084,True,7107,https://a.espncdn.com/i/teamlogos/ncaa/500/256.png,10,cbb778,2012,,10,Colonial Athletic Association,CAA,True,
0,320282182,s:40~l:41~e:320282182~c:320282182,2012-01-28T19:00Z,2532,True,False,True,False,[],2012-01-28T19:00Z,0,N/A,1903,Daskalakis Athletic Center,Philadelphia,PA,2509.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2182,s:40~l:41~t:2182,Drexel,Dragons,DREX,Drexel Dragons,Drexel,020260,ffd65a,True,1903,https://a.espncdn.com/i/teamlogos/ncaa/500/2182.png,10,48,s:40~l:41~t:48,Delaware,Blue Hens,DEL,Delaware Blue Hens,Delaware,033594,True,2189,https://a.espncdn.com/i/teamlogos/ncaa/500/48.png,10,e8ce31,2012,,10,Colonial Athletic Association,CAA,True,
0,320282026,s:40~l:41~e:320282026~c:320282026,2012-01-28T19:00Z,2355,True,False,True,False,[],2012-01-28T19:00Z,0,N/A,2137,Holmes Convocation Center,Boone,NC,8325.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2026,s:40~l:41~t:2026,Appalachian State,Mountaineers,APP,Appalachian State Mountaineers,Appalachian St,000000,ffcd00,True,2137,https://a.espncdn.com/i/teamlogos/ncaa/500/2026.png,24,2210,s:40~l:41~t:2210,Elon,Phoenix,ELON,Elon Phoenix,Elon,020303,True,5725,https://a.espncdn.com/i/teamlogos/ncaa/500/2210.png,24,b59a57,2012,,24,Southern Conference,Southern,True,
0,320280311,s:40~l:41~e:320280311~c:320280311,2012-01-28T19:00Z,1902,True,False,True,False,[],2012-01-28T19:00Z,0,N/A,14,Harold Alfond Arena,Orono,ME,5712.0,False,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,311,s:40~l:41~t:311,Maine,Black Bears,ME,Maine Black Bears,Maine,127dbe,,True,4605,https://a.espncdn.com/i/teamlogos/ncaa/500/311.png,1,2066,s:40~l:41~t:2066,Binghamton,Bearcats,BING,Binghamton Bearcats,Binghamton,00614A,True,1924,https://a.espncdn.com/i/teamlogos/ncaa/500/2066.png,1,f0f0f0,2012,,1,America East Conference,Am. East,True,
0,320280270,s:40~l:41~e:320280270~c:320280270,2012-01-28T19:00Z,5773,True,False,True,False,[],2012-01-28T19:00Z,0,N/A,1983,UW-Milwaukee Panther Arena,Milwaukee,WI,12700.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,270,s:40~l:41~t:270,Milwaukee,Panthers,MILW,Milwaukee Panthers,Milwaukee,000000,ffc20e,True,1983,https://a.espncdn.com/i/teamlogos/ncaa/500/270.png,45,2674,s:40~l:41~t:2674,Valparaiso,,VALP,Valparaiso,Valparaiso,794500,True,2159,https://a.espncdn.com/i/teamlogos/ncaa/500/2674.png,45,,2012,,45,Horizon League,Horizon,True,
0,320280238,s:40~l:41~e:320280238~c:320280238,2012-01-28T19:00Z,14316,True,False,False,False,[],2012-01-28T19:00Z,0,N/A,2084,Memorial Gymnasium (Vanderbilt),Nashville,TN,14316.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,238,s:40~l:41~t:238,Vanderbilt,Commodores,VAN,Vanderbilt Commodores,Vanderbilt,000000,231f20,True,2084,https://a.espncdn.com/i/teamlogos/ncaa/500/238.png,23,2393,s:40~l:41~t:2393,Middle Tennessee,Blue Raiders,MTU,Middle Tennessee Blue Raiders,Middle Tenn,0079C2,True,1897,https://a.espncdn.com/i/teamlogos/ncaa/500/2393.png,27,c3c5c8,2012,,,,,,
0,320280119,s:40~l:41~e:320280119~c:320280119,2012-01-28T19:00Z,881,True,False,True,False,[],2012-01-28T19:00Z,0,N/A,898,Towson Center,Towson,MD,5000.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,119,s:40~l:41~t:119,Towson,Tigers,TOW,Towson Tigers,Towson,FFC229,,True,4603,https://a.espncdn.com/i/teamlogos/ncaa/500/119.png,10,350,s:40~l:41~t:350,UNC Wilmington,Seahawks,UNCW,UNC Wilmington Seahawks,UNC Wilmington,1d2f68,True,2157,https://a.espncdn.com/i/teamlogos/ncaa/500/350.png,10,00665e,2012,,10,Colonial Athletic Association,CAA,True,
0,320280113,s:40~l:41~e:320280113~c:320280113,2012-01-28T19:00Z,8399,True,False,True,False,[],2012-01-28T19:00Z,0,N/A,1984,William D. Mullins Memorial Center,Amherst,MA,9493.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,113,s:40~l:41~t:113,UMass,Minutemen,MASS,UMass Minutemen,UMass,880007,,True,1984,https://a.espncdn.com/i/teamlogos/ncaa/500/113.png,3,139,s:40~l:41~t:139,Saint Louis,Billikens,SLU,Saint Louis Billikens,Saint Louis,00539C,True,1947,https://a.espncdn.com/i/teamlogos/ncaa/500/139.png,3,ebebeb,2012,,3,Atlantic 10 Conference,A 10,True,
0,320280120,s:40~l:41~e:320280120~c:320280120,2012-01-28T19:30Z,16976,True,False,True,False,[],2012-01-28T19:30Z,0,N/A,2133,XFINITY Center,College Park,MD,17950.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,120,s:40~l:41~t:120,Maryland,Terrapins,MD,Maryland Terrapins,Maryland,D5002B,ffcd00,True,2133,https://a.espncdn.com/i/teamlogos/ncaa/500/120.png,2,259,s:40~l:41~t:259,Virginia Tech,Hokies,VT,Virginia Tech Hokies,Virginia Tech,74232D,True,2119,https://a.espncdn.com/i/teamlogos/ncaa/500/259.png,2,c2c1ba,2012,,2,Atlantic Coast Conference,ACC,True,
0,320282567,s:40~l:41~e:320282567~c:320282567,2012-01-28T20:00Z,2237,True,False,True,False,[],2012-01-28T20:00Z,0,N/A,1961,Moody Coliseum,Dallas,TX,7000.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2567,s:40~l:41~t:2567,SMU,Mustangs,SMU,SMU Mustangs,SMU,E32F38,ecdcb9,True,1961,https://a.espncdn.com/i/teamlogos/ncaa/500/2567.png,11,202,s:40~l:41~t:202,Tulsa,Golden Hurricane,TLSA,Tulsa Golden Hurricane,Tulsa,004371,True,2049,https://a.espncdn.com/i/teamlogos/ncaa/500/202.png,11,ee3b33,2012,,11,Conference USA,C-USA,True,
0,320282466,s:40~l:41~e:320282466~c:320282466,2012-01-28T20:00Z,1442,True,False,True,False,[],2012-01-28T20:00Z,0,N/A,1939,Prather Coliseum,Natchitoches,LA,3400.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2466,s:40~l:41~t:2466,Northwestern State,Demons,NWST,Northwestern State Demons,Northwestern St,492F91,ed6118,True,1939,https://a.espncdn.com/i/teamlogos/ncaa/500/2466.png,25,2545,s:40~l:41~t:2545,SE Louisiana,Lions,SELA,SE Louisiana Lions,SE Louisiana,007550,True,2040,https://a.espncdn.com/i/teamlogos/ncaa/500/2545.png,25,dca008,2012,,,,,,
0,320282413,s:40~l:41~e:320282413~c:320282413,2012-01-28T20:00Z,2833,True,False,True,False,[],2012-01-28T20:00Z,0,N/A,2174,Ellis T. Johnson Arena,Morehead,KY,6500.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2413,s:40~l:41~t:2413,Morehead State,Eagles,MORE,Morehead State Eagles,Morehead State,094FA3,fed91a,True,2174,https://a.espncdn.com/i/teamlogos/ncaa/500/2413.png,20,2635,s:40~l:41~t:2635,Tennessee Tech,Golden Eagles,TNTC,Tennessee Tech Golden Eagles,Tennessee Tech,5A4099,True,2152,https://a.espncdn.com/i/teamlogos/ncaa/500/2635.png,20,ffde00,2012,,,,,,
0,320282320,s:40~l:41~e:320282320~c:320282320,2012-01-28T20:00Z,2965,True,False,True,False,[],2012-01-28T20:00Z,0,N/A,1896,Montagne Center,Beaumont,TX,10080.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2320,s:40~l:41~t:2320,Lamar,Cardinals,LAM,Lamar Cardinals,Lamar,000000,ebebeb,True,1896,https://a.espncdn.com/i/teamlogos/ncaa/500/2320.png,25,2447,s:40~l:41~t:2447,Nicholls,Colonels,NICH,Nicholls Colonels,Nicholls,C41230,True,2067,https://a.espncdn.com/i/teamlogos/ncaa/500/2447.png,25,f0f0f0,2012,,,,,,
0,320280232,s:40~l:41~e:320280232~c:320280232,2012-01-28T20:00Z,4151,True,False,True,False,[],2012-01-28T20:00Z,0,N/A,,,,,,,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,232,s:40~l:41~t:232,Charleston,Cougars,COFC,Charleston Cougars,Charleston,9c8456,e4e2dd,True,1955,https://a.espncdn.com/i/teamlogos/ncaa/500/232.png,24,2747,s:40~l:41~t:2747,Wofford,Terriers,WOF,Wofford Terriers,Wofford,533B22,True,5426,https://a.espncdn.com/i/teamlogos/ncaa/500/2747.png,24,f0f0f0,2012,,24,Southern Conference,Southern,True,
0,320280155,s:40~l:41~e:320280155~c:320280155,2012-01-28T20:00Z,1844,True,False,True,False,[],2012-01-28T20:00Z,0,N/A,,,,,,,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,155,s:40~l:41~t:155,North Dakota,Fighting Hawks,UND,North Dakota Fighting Hawks,North Dakota,00A26B,c2c3c0,True,1950,https://a.espncdn.com/i/teamlogos/ncaa/500/155.png,49,2130,s:40~l:41~t:2130,Chicago State,Cougars,CHIC,Chicago State Cougars,Chicago State,006700,True,1951,https://a.espncdn.com/i/teamlogos/ncaa/500/2130.png,30,,2012,,,,,,
0,320280056,s:40~l:41~e:320280056~c:320280056,2012-01-28T20:15Z,1929,True,False,True,False,[],2012-01-28T20:15Z,0,N/A,2080,Edmunds Center,Deland,FL,4000.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,56,s:40~l:41~t:56,Stetson,Hatters,STET,Stetson Hatters,Stetson,0a5640,56854e,True,2080,https://a.espncdn.com/i/teamlogos/ncaa/500/56.png,46,2382,s:40~l:41~t:2382,Mercer,Bears,MER,Mercer Bears,Mercer,ff7f29,True,1974,https://a.espncdn.com/i/teamlogos/ncaa/500/2382.png,46,080808,2012,,46,ASUN Conference,ASUN,True,
0,320282529,s:40~l:41~e:320282529~c:320282529,2012-01-28T20:30Z,909,True,False,True,False,[],2012-01-28T20:30Z,0,N/A,1916,William H. Pitt Center,Fairfield,CT,2062.0,True,0.0,0:00,4,3,STATUS_FINAL,post,True,Final,Final/2OT,Final/2OT,2529,s:40~l:41~t:2529,Sacred Heart,Pioneers,SHU,Sacred Heart Pioneers,Sacred Heart,a40012,c29472,True,1916,https://a.espncdn.com/i/teamlogos/ncaa/500/2529.png,19,116,s:40~l:41~t:116,Mount St. Mary's,Mountaineers,MSM,Mount St. Mary's Mountaineers,Mt. St. Mary's,005596,True,2175,https://a.espncdn.com/i/teamlogos/ncaa/500/116.png,19,ebebeb,2012,2OT,19,Northeast Conference,NEC,True,
0,320282115,s:40~l:41~e:320282115~c:320282115,2012-01-28T20:30Z,2412,True,False,True,False,[],2012-01-28T20:30Z,0,N/A,2144,William H. Detrick Gymnasium,New Britain,CT,2654.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2115,s:40~l:41~t:2115,Central Connecticut,Blue Devils,CCSU,Central Connecticut Blue Devils,Cent Conn St,1B49A2,d1d5d8,True,2144,https://a.espncdn.com/i/teamlogos/ncaa/500/2115.png,19,161,s:40~l:41~t:161,Fairleigh Dickinson,Knights,FDU,Fairleigh Dickinson Knights,Fair. Dickinson,00449C,True,2076,https://a.espncdn.com/i/teamlogos/ncaa/500/161.png,19,a80532,2012,,19,Northeast Conference,NEC,True,
0,320280068,s:40~l:41~e:320280068~c:320280068,2012-01-28T20:30Z,4052,True,False,True,False,[],2012-01-28T20:30Z,0,N/A,2028,ExtraMile Arena,Boise,ID,12380.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,68,s:40~l:41~t:68,Boise State,Broncos,BSU,Boise State Broncos,Boise State,09347A,d8d9da,True,2028,https://a.espncdn.com/i/teamlogos/ncaa/500/68.png,44,2751,s:40~l:41~t:2751,Wyoming,Cowboys,WYO,Wyoming Cowboys,Wyoming,533B22,True,2053,https://a.espncdn.com/i/teamlogos/ncaa/500/2751.png,44,ffffff,2012,,44,Mountain West Conference,Mountain West,True,
0,320282803,s:40~l:41~e:320282803~c:320282803,2012-01-28T21:00Z,1012,True,False,True,False,[],2012-01-28T21:00Z,0,N/A,2182,Chace Athletic Center,Smithfield,RI,2600.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2803,s:40~l:41~t:2803,Bryant,Bulldogs,BRY,Bryant Bulldogs,Bryant,000000,9f8343,True,2182,https://a.espncdn.com/i/teamlogos/ncaa/500/2803.png,19,2405,s:40~l:41~t:2405,Monmouth,Hawks,MONM,Monmouth Hawks,Monmouth,051844,True,2163,https://a.espncdn.com/i/teamlogos/ncaa/500/2405.png,19,,2012,,19,Northeast Conference,NEC,True,
