"id","uid","date","attendance","timeValid","neutralSite","conferenceCompetition","recent","notes","startDate","type.id","type.abbreviation","venue.id","venue.fullName","venue.address.city","venue.address.state","venue.capacity","venue.indoor","status.clock","status.displayClock","status.period","status.type.id","status.type.name","status.type.state","status.type.completed","status.type.description","status.type.detail","status.type.shortDetail","home.id","home.uid","home.location","home.name","home.abbreviation","home.displayName","home.shortDisplayName","home.color","home.alternateColor","home.isActive","home.venue.id","home.logo","home.conferenceId","away.id","away.uid","away.location","away.name","away.abbreviation","away.displayName","away.shortDisplayName","away.color","away.alternateColor","away.isActive","away.venue.id","away.logo","away.conferenceId","season","status.type.altDetail","groups.id","groups.name","groups.shortName","groups.isConference","game_id","PBP"
240740356,"s:40~l:41~e:240740356~c:240740356","2004-03-14T20:30Z",14617,"True","False","True","False","[{'type': 'event', 'headline': 'BIG 10 CHAMPIONSHIP'}]","2004-03-14T20:30Z",0,"N/A",2183,"Bankers Life Fieldhouse","Indianapolis","IN",17923,"True",0,"0:00",2,3,"STATUS_FINAL","post","True","Final","Final","Final",356,"s:40~l:41~t:356","Illinois","Fighting Illini","ILL","Illinois Fighting Illini","Illinois","f77329","fa6300","True",2127,"https://a.espncdn.com/i/teamlogos/ncaa/500/356.png",7,275,"s:40~l:41~t:275","Wisconsin","Badgers","WISC","Wisconsin Badgers","Wisconsin","A00002","f7f7f7","True",348,"https://a.espncdn.com/i/teamlogos/ncaa/500/275.png",7,2004,"",7,"Big Ten Conference","Big Ten","True",240740356,TRUE
240740197,"s:40~l:41~e:240740197~c:240740197","2004-03-14T20:00Z",17324,"True","False","True","False","[{'type': 'event', 'headline': 'BIG 12 CHAMPIONSHIP'}]","2004-03-14T20:00Z",0,"N/A",516,"American Airlines Center","Dallas","TX",19200,"False",14,"0:14",2,3,"STATUS_FINAL","post","True","Final","Final","Final",197,"s:40~l:41~t:197","Oklahoma State","Cowboys","OKST","Oklahoma State Cowboys","Oklahoma State","FF6500","ff9900","True",1992,"https://a.espncdn.com/i/teamlogos/ncaa/500/197.png",8,251,"s:40~l:41~t:251","Texas","Longhorns","TEX","Texas Longhorns","Texas","EE7524","f0f0f0","True",2195,"https://a.espncdn.com/i/teamlogos/ncaa/500/251.png",8,2004,"",8,"Big 12 Conference","Big 12","True",240740197,TRUE
240740150,"s:40~l:41~e:240740150~c:240740150","2004-03-14T18:00Z",23745,"True","False","True","False","[{'type': 'event', 'headline': 'ACC CHAMPIONSHIP'}]","2004-03-14T18:00Z",0,"N/A",349,"Greensboro Coliseum","Greensboro","NC",23500,"True",3,"0:03",3,3,"STATUS_FINAL","post","True","Final","Final/OT","Final/OT",150,"s:40~l:41~t:150","Duke","Blue Devils","DUKE","Duke Blue Devils","Duke","001A57","f1f2f3","True",1914,"https://a.espncdn.com/i/teamlogos/ncaa/500/150.png",2,120,"s:40~l:41~t:120","Maryland","Terrapins","MD","Maryland Terrapins","Maryland","D5002B","ffcd00","True",2133,"https://a.espncdn.com/i/teamlogos/ncaa/500/120.png",2,2004,"OT",2,"Atlantic Coast Conference","ACC","True",240740150,TRUE
240740096,"s:40~l:41~e:240740096~c:240740096","2004-03-14T18:00Z",22024,"True","False","True","False","[{'type': 'event', 'headline': 'SEC CHAMPIONSHIP'}]","2004-03-14T18:00Z",0,"N/A",3495,"Georgia Dome","Atlanta","GA",0,"False",0,"0:00",2,3,"STATUS_FINAL","post","True","Final","Final","Final",96,"s:40~l:41~t:96","Kentucky","Wildcats","UK","Kentucky Wildcats","Kentucky","005DAA","ffffff","True",251,"https://a.espncdn.com/i/teamlogos/ncaa/500/96.png",23,57,"s:40~l:41~t:57","Florida","Gators","FLA","Florida Gators","Florida","0021A5","0021a5","True",360,"https://a.espncdn.com/i/teamlogos/ncaa/500/57.png",23,2004,"",23,"Southeastern Conference","SEC","True",240740096,TRUE
240742329,"s:40~l:41~e:240742329~c:240742329","2004-03-14T17:00Z",3668,"True","False","True","False","[{'type': 'event', 'headline': 'PATRIOT CHAMPIONSHIP'}]","2004-03-14T17:00Z",0,"N/A",2141,"Stabler Arena","Bethlehem","PA",5600,"True",0,"0:00",2,3,"STATUS_FINAL","post","True","Final","Final","Final",2329,"s:40~l:41~t:2329","Lehigh","Mountain Hawks","LEH","Lehigh Mountain Hawks","Lehigh","6c2b2a","b69e70","True",2141,"https://a.espncdn.com/i/teamlogos/ncaa/500/2329.png",22,44,"s:40~l:41~t:44","American","Eagles","AMER","American Eagles","American","c41130","c8102e","True",1910,"https://a.espncdn.com/i/teamlogos/ncaa/500/44.png",22,2004,"",22,"Patriot League","Patriot","True",240742329,TRUE
240730279,"s:40~l:41~e:240730279~c:240730279","2004-03-14T05:00Z",2949,"True","False","True","False","[{'type': 'event', 'headline': 'BIG WEST CHAMPIONSHIP'}]","2004-03-14T05:00Z",0,"N/A",2560,"Anaheim Convention Center","Anaheim","CA",0,"False",0,"0:00",2,3,"STATUS_FINAL","post","True","Final","Final","Final",279,"s:40~l:41~t:279","Pacific","Tigers","PAC","Pacific Tigers","Pacific","F47820","c2c3c0","True",553,"https://a.espncdn.com/i/teamlogos/ncaa/500/279.png",9,2463,"s:40~l:41~t:2463","CSU Northridge","Matadors","CSUN","CSU Northridge Matadors","CSU Northridge","b50000","","True",586,"https://a.espncdn.com/i/teamlogos/ncaa/500/2463.png",9,2004,"",9,"Big West Conference","Big West","True",240730279,TRUE
240730254,"s:40~l:41~e:240730254~c:240730254","2004-03-14T03:00Z",6526,"True","False","True","False","[{'type': 'event', 'headline': 'MOUNTAIN WEST CHAMP'}]","2004-03-14T03:00Z",0,"N/A",892,"Pepsi Center (CO)","Denver","CO",19520,"True",0,"0:00",2,3,"STATUS_FINAL","post","True","Final","Final","Final",254,"s:40~l:41~t:254","Utah","Utes","UTAH","Utah Utes","Utah","890012","7e8083","True",2196,"https://a.espncdn.com/i/teamlogos/ncaa/500/254.png",44,2439,"s:40~l:41~t:2439","UNLV","Rebels","UNLV","UNLV Rebels","UNLV","000000","c2c4c6","True",2083,"https://a.espncdn.com/i/teamlogos/ncaa/500/2439.png",44,2004,"",44,"Mountain West Conference","Mountain West","True",240730254,TRUE
240732440,"s:40~l:41~e:240732440~c:240732440","2004-03-14T02:00Z",6158,"True","False","True","False","[{'type': 'event', 'headline': 'WAC CHAMPIONSHIP'}]","2004-03-14T02:00Z",0,"N/A",914,"Save Mart Center","Fresno","CA",15596,"True",0,"0:00",2,3,"STATUS_FINAL","post","True","Final","Final","Final",2440,"s:40~l:41~t:2440","Nevada","Wolf Pack","NEV","Nevada Wolf Pack","Nevada","153E5F","8e9295","True",461,"https://a.espncdn.com/i/teamlogos/ncaa/500/2440.png",30,2638,"s:40~l:41~t:2638","UTEP","Miners","UTEP","UTEP Miners","UTEP","ff8200","041e42","True",2117,"https://a.espncdn.com/i/teamlogos/ncaa/500/2638.png",30,2004,"",30,"Western Athletic Conference","WAC","True",240732440,TRUE
240732011,"s:40~l:41~e:240732011~c:240732011","2004-03-14T02:00Z",4173,"True","False","True","False","[{'type': 'event', 'headline': 'SWAC CHAMPIONSHIP'}]","2004-03-14T02:00Z",0,"N/A",NA,"","","",NA,"",0,"0:00",2,3,"STATUS_FINAL","post","True","Final","Final","Final",2011,"s:40~l:41~t:2011","Alabama State","Hornets","ALST","Alabama State Hornets","Alabama State","e9a900","0a0a0a","True",2204,"https://a.espncdn.com/i/teamlogos/ncaa/500/2011.png",26,2010,"s:40~l:41~t:2010","Alabama A&M","Bulldogs","AAMU","Alabama A&M Bulldogs","Alabama A&M","790000","ffffff","True",2122,"https://a.espncdn.com/i/teamlogos/ncaa/500/2010.png",26,2004,"",26,"Southwestern Athletic Conference","SWAC","True",240732011,TRUE
240730221,"s:40~l:41~e:240730221~c:240730221","2004-03-14T01:00Z",19528,"True","False","True","False","[{'type': 'event', 'headline': 'BIG EAST CHAMPIONSHP'}]","2004-03-14T01:00Z",0,"N/A",1830,"Madison Square Garden","New York","NY",19812,"True",0,"0:00",2,3,"STATUS_FINAL","post","True","Final","Final","Final",221,"s:40~l:41~t:221","Pittsburgh","Panthers","PITT","Pittsburgh Panthers","Pittsburgh","003263","231f20","True",2025,"https://a.espncdn.com/i/teamlogos/ncaa/500/221.png",4,41,"s:40~l:41~t:41","UConn","Huskies","CONN","UConn Huskies","UConn","001d40","f1f2f3","True",1956,"https://a.espncdn.com/i/teamlogos/ncaa/500/41.png",4,2004,"",4,"Big East Conference","Big East","True",240730221,TRUE
240732711,"s:40~l:41~e:240732711~c:240732711","2004-03-14T00:00Z",10868,"True","False","True","False","[{'type': 'event', 'headline': 'MID AMERICAN CHAMPIONSHIP'}]","2004-03-14T00:00Z",0,"N/A",3417,"Rocket Mortgage FieldHouse","Cleveland","OH",19432,"True",0,"0:00",2,3,"STATUS_FINAL","post","True","Final","Final","Final",2711,"s:40~l:41~t:2711","Western Michigan","Broncos","WMU","Western Michigan Broncos","W Michigan","B59966","bfa979","True",1972,"https://a.espncdn.com/i/teamlogos/ncaa/500/2711.png",14,2309,"s:40~l:41~t:2309","Kent State","Golden Flashes","KENT","Kent State Golden Flashes","Kent State","002445","f0b510","True",2020,"https://a.espncdn.com/i/teamlogos/ncaa/500/2309.png",14,2004,"",14,"Mid-American Conference","MAC","True",240732711,TRUE
240730024,"s:40~l:41~e:240730024~c:240730024","2004-03-13T23:15Z",16413,"True","False","True","False","[{'type': 'event', 'headline': 'PAC 10 CHAMPIONSHIP'}]","2004-03-13T23:15Z",0,"N/A",1841,"STAPLES Center","Los Angeles","CA",19068,"True",10,"0:10",2,3,"STATUS_FINAL","post","True","Final","Final","Final",24,"s:40~l:41~t:24","Stanford","Cardinal","STAN","Stanford Cardinal","Stanford","A80532","ffffff","True",820,"https://a.espncdn.com/i/teamlogos/ncaa/500/24.png",21,264,"s:40~l:41~t:264","Washington","Huskies","WASH","Washington Huskies","Washington","2B2F64","e8e3d3","True",782,"https://a.espncdn.com/i/teamlogos/ncaa/500/264.png",21,2004,"",21,"Pac-12 Conference","Pac-12","True",240730024,TRUE
240732168,"s:40~l:41~e:240732168~c:240732168","2004-03-13T23:05Z",13133,"True","False","True","False","[{'type': 'event', 'headline': 'ATLANTIC 10 CHAMP'}]","2004-03-13T23:05Z",0,"N/A",2039,"UD Arena","Dayton","OH",13407,"True",0,"0:00",2,3,"STATUS_FINAL","post","True","Final","Final","Final",2168,"s:40~l:41~t:2168","Dayton","Flyers","DAY","Dayton Flyers","Dayton","004B8D","ffffff","True",2039,"https://a.espncdn.com/i/teamlogos/ncaa/500/2168.png",3,2752,"s:40~l:41~t:2752","Xavier","Musketeers","XAV","Xavier Musketeers","Xavier","002144","9ea2a2","True",1973,"https://a.espncdn.com/i/teamlogos/ncaa/500/2752.png",3,2004,"",3,"Atlantic 10 Conference","A 10","True",240732168,TRUE
240730251,"s:40~l:41~e:240730251~c:240730251","2004-03-13T21:20Z",19100,"True","False","True","False","[{'type': 'event', 'headline': 'BIG 12 CONF TR'}]","2004-03-13T21:20Z",0,"N/A",516,"American Airlines Center","Dallas","TX",19200,"False",14,"0:14",2,3,"STATUS_FINAL","post","True","Final","Final","Final",251,"s:40~l:41~t:251","Texas","Longhorns","TEX","Texas Longhorns","Texas","EE7524","f0f0f0","True",2195,"https://a.espncdn.com/i/teamlogos/ncaa/500/251.png",8,2305,"s:40~l:41~t:2305","Kansas","Jayhawks","KU","Kansas Jayhawks","Kansas","0022B4","e8000d","True",2171,"https://a.espncdn.com/i/teamlogos/ncaa/500/2305.png",8,2004,"",8,"Big 12 Conference","Big 12","True",240730251,TRUE
240730275,"s:40~l:41~e:240730275~c:240730275","2004-03-13T21:05Z",15903,"True","False","True","False","[{'type': 'event', 'headline': 'BIG 10 TOURNAMENT'}]","2004-03-13T21:05Z",0,"N/A",2183,"Bankers Life Fieldhouse","Indianapolis","IN",17923,"True",5,"0:05",2,3,"STATUS_FINAL","post","True","Final","Final","Final",275,"s:40~l:41~t:275","Wisconsin","Badgers","WISC","Wisconsin Badgers","Wisconsin","A00002","f7f7f7","True",348,"https://a.espncdn.com/i/teamlogos/ncaa/500/275.png",7,127,"s:40~l:41~t:127","Michigan State","Spartans","MSU","Michigan State Spartans","Michigan State","18453B","ffffff","True",1987,"https://a.espncdn.com/i/teamlogos/ncaa/500/127.png",7,2004,"",7,"Big Ten Conference","Big Ten","True",240730275,TRUE
240730152,"s:40~l:41~e:240730152~c:240730152","2004-03-13T20:30Z",23745,"True","False","True","False","[{'type': 'event', 'headline': 'ACC TOURNAMENT'}]","2004-03-13T20:30Z",0,"N/A",349,"Greensboro Coliseum","Greensboro","NC",23500,"True",0,"0:00",2,3,"STATUS_FINAL","post","True","Final","Final","Final",152,"s:40~l:41~t:152","NC State","Wolfpack","NCST","NC State Wolfpack","NC State","EF1216","231f20","True",999,"https://a.espncdn.com/i/teamlogos/ncaa/500/152.png",2,120,"s:40~l:41~t:120","Maryland","Terrapins","MD","Maryland Terrapins","Maryland","D5002B","ffcd00","True",2133,"https://a.espncdn.com/i/teamlogos/ncaa/500/120.png",2,2004,"",2,"Atlantic Coast Conference","ACC","True",240730152,TRUE
240730057,"s:40~l:41~e:240730057~c:240730057","2004-03-13T20:15Z",21446,"True","False","True","False","[{'type': 'event', 'headline': 'SEC TOURNAMENT'}]","2004-03-13T20:15Z",0,"N/A",3495,"Georgia Dome","Atlanta","GA",0,"False",0,"0:00",2,3,"STATUS_FINAL","post","True","Final","Final","Final",57,"s:40~l:41~t:57","Florida","Gators","FLA","Florida Gators","Florida","0021A5","0021a5","True",360,"https://a.espncdn.com/i/teamlogos/ncaa/500/57.png",23,238,"s:40~l:41~t:238","Vanderbilt","Commodores","VAN","Vanderbilt Commodores","Vanderbilt","000000","231f20","True",2084,"https://a.espncdn.com/i/teamlogos/ncaa/500/238.png",23,2004,"",23,"Southeastern Conference","SEC","True",240730057,TRUE
240730197,"s:40~l:41~e:240730197~c:240730197","2004-03-13T19:00Z",19100,"True","False","True","False","[{'type': 'event', 'headline': 'BIG 12 SEMIFINALS'}]","2004-03-13T19:00Z",0,"N/A",516,"American Airlines Center","Dallas","TX",19200,"False",3,"0:03",2,3,"STATUS_FINAL","post","True","Final","Final","Final",197,"s:40~l:41~t:197","Oklahoma State","Cowboys","OKST","Oklahoma State Cowboys","Oklahoma State","FF6500","ff9900","True",1992,"https://a.espncdn.com/i/teamlogos/ncaa/500/197.png",8,2641,"s:40~l:41~t:2641","Texas Tech","Red Raiders","TTU","Texas Tech Red Raiders","Texas Tech","C80025","231f20","True",2047,"https://a.espncdn.com/i/teamlogos/ncaa/500/2641.png",8,2004,"",8,"Big 12 Conference","Big 12","True",240730197,TRUE
240730356,"s:40~l:41~e:240730356~c:240730356","2004-03-13T18:40Z",0,"True","False","True","False","[{'type': 'event', 'headline': 'BIG 10 SEMIFINALS'}]","2004-03-13T18:40Z",0,"N/A",2183,"Bankers Life Fieldhouse","Indianapolis","IN",17923,"True",10,"0:10",2,3,"STATUS_FINAL","post","True","Final","Final","Final",356,"s:40~l:41~t:356","Illinois","Fighting Illini","ILL","Illinois Fighting Illini","Illinois","f77329","fa6300","True",2127,"https://a.espncdn.com/i/teamlogos/ncaa/500/356.png",7,130,"s:40~l:41~t:130","Michigan","Wolverines","MICH","Michigan Wolverines","Michigan","00274c","00274c","True",1986,"https://a.espncdn.com/i/teamlogos/ncaa/500/130.png",7,2004,"",7,"Big Ten Conference","Big Ten","True",240730356,TRUE
240730150,"s:40~l:41~e:240730150~c:240730150","2004-03-13T18:30Z",23745,"True","False","True","False","[{'type': 'event', 'headline': 'ACC TOURNAMENT'}]","2004-03-13T18:30Z",0,"N/A",349,"Greensboro Coliseum","Greensboro","NC",23500,"True",0,"0:00",2,3,"STATUS_FINAL","post","True","Final","Final","Final",150,"s:40~l:41~t:150","Duke","Blue Devils","DUKE","Duke Blue Devils","Duke","001A57","f1f2f3","True",1914,"https://a.espncdn.com/i/teamlogos/ncaa/500/150.png",2,59,"s:40~l:41~t:59","Georgia Tech","Yellow Jackets","GT","Georgia Tech Yellow Jackets","Georgia Tech","00223e","002c56","True",2206,"https://a.espncdn.com/i/teamlogos/ncaa/500/59.png",2,2004,"",2,"Atlantic Coast Conference","ACC","True",240730150,TRUE
240730096,"s:40~l:41~e:240730096~c:240730096","2004-03-13T18:00Z",0,"True","False","True","False","[{'type': 'event', 'headline': 'SEC TOURNAMENT'}]","2004-03-13T18:00Z",0,"N/A",3495,"Georgia Dome","Atlanta","GA",0,"False",0,"0:00",2,3,"STATUS_FINAL","post","True","Final","Final","Final",96,"s:40~l:41~t:96","Kentucky","Wildcats","UK","Kentucky Wildcats","Kentucky","005DAA","ffffff","True",251,"https://a.espncdn.com/i/teamlogos/ncaa/500/96.png",23,2579,"s:40~l:41~t:2579","South Carolina","Gamecocks","SC","South Carolina Gamecocks","South Carolina","670010","000000","True",1962,"https://a.espncdn.com/i/teamlogos/ncaa/500/2579.png",23,2004,"",23,"Southeastern Conference","SEC","True",240730096,TRUE
240732154,"s:40~l:41~e:240732154~c:240732154","2004-03-13T17:00Z",0,"True","False","True","False","[{'type': 'event', 'headline': 'MEAC CHAMPIONSHIP'}]","2004-03-13T17:00Z",0,"N/A",45,"Richmond Coliseum","Richmond","VA",12500,"False",0,"0:00",2,3,"STATUS_FINAL","post","True","Final","Final","Final",2154,"s:40~l:41~t:2154","Coppin State","Eagles","COPP","Coppin State Eagles","Coppin State","2e3192","ffd204","True",2164,"https://a.espncdn.com/i/teamlogos/ncaa/500/2154.png",16,50,"s:40~l:41~t:50","Florida A&M","Rattlers","FAMU","Florida A&M Rattlers","Florida A&M","F89728","00843d","True",2205,"https://a.espncdn.com/i/teamlogos/ncaa/500/50.png",16,2004,"",16,"Mid-Eastern Athletic Conference","MEAC","True",240732154,TRUE
240730305,"s:40~l:41~e:240730305~c:240730305","2004-03-13T16:41Z",13787,"True","False","True","False","[{'type': 'event', 'headline': 'CONF USA CHAMP'}]","2004-03-13T16:41Z",0,"N/A",NA,"","","",NA,"",0,"0:00",2,3,"STATUS_FINAL","post","True","Final","Final","Final",305,"s:40~l:41~t:305","DePaul","Blue Demons","DEP","DePaul Blue Demons","DePaul","2d649c","ce1125","True",5427,"https://a.espncdn.com/i/teamlogos/ncaa/500/305.png",11,2132,"s:40~l:41~t:2132","Cincinnati","Bearcats","CIN","Cincinnati Bearcats","Cincinnati","000000","717073","True",201,"https://a.espncdn.com/i/teamlogos/ncaa/500/2132.png",11,2004,"",11,"Conference USA","C-USA","True",240730305,TRUE
240730261,"s:40~l:41~e:240730261~c:240730261","2004-03-13T16:30Z",3228,"True","False","True","False","[{'type': 'event', 'headline': 'AMERICA EAST CHAMP'}]","2004-03-13T16:30Z",0,"N/A",2118,"Patrick Gymnasium","Burlington","VT",3266,"True",0,"0:00",2,3,"STATUS_FINAL","post","True","Final","Final","Final",261,"s:40~l:41~t:261","Vermont","Catamounts","UVM","Vermont Catamounts","Vermont","013C24","ffc72c","True",2118,"https://a.espncdn.com/i/teamlogos/ncaa/500/261.png",1,311,"s:40~l:41~t:311","Maine","Black Bears","ME","Maine Black Bears","Maine","127dbe","","True",4605,"https://a.espncdn.com/i/teamlogos/ncaa/500/311.png",1,2004,"",1,"America East Conference","Am. East","True",240730261,TRUE
240722439,"s:40~l:41~e:240722439~c:240722439","2004-03-13T05:00Z",9653,"True","False","True","False","[{'type': 'event', 'headline': 'MOUNTAIN WEST TR'}]","2004-03-13T05:00Z",0,"N/A",892,"Pepsi Center (CO)","Denver","CO",19520,"True",0,"0:00",2,3,"STATUS_FINAL","post","True","Final","Final","Final",2439,"s:40~l:41~t:2439","UNLV","Rebels","UNLV","UNLV Rebels","UNLV","000000","c2c4c6","True",2083,"https://a.espncdn.com/i/teamlogos/ncaa/500/2439.png",44,36,"s:40~l:41~t:36","Colorado State","Rams","CSU","Colorado State Rams","Colorado State","004537","ffc425","True",475,"https://a.espncdn.com/i/teamlogos/ncaa/500/36.png",44,2004,"",44,"Mountain West Conference","Mountain West","True",240722439,TRUE
240720264,"s:40~l:41~e:240720264~c:240720264","2004-03-13T04:45Z",15754,"True","False","True","False","[{'type': 'event', 'headline': 'PAC 10 TOURNAMENT'}]","2004-03-13T04:45Z",0,"N/A",1841,"STAPLES Center","Los Angeles","CA",19068,"True",0,"0:00",2,3,"STATUS_FINAL","post","True","Final","Final","Final",264,"s:40~l:41~t:264","Washington","Huskies","WASH","Washington Huskies","Washington","2B2F64","e8e3d3","True",782,"https://a.espncdn.com/i/teamlogos/ncaa/500/264.png",21,12,"s:40~l:41~t:12","Arizona","Wildcats","ARIZ","Arizona Wildcats","Arizona","002449","00205b","True",1064,"https://a.espncdn.com/i/teamlogos/ncaa/500/12.png",21,2004,"",21,"Pac-12 Conference","Pac-12","True",240720264,TRUE
240722638,"s:40~l:41~e:240722638~c:240722638","2004-03-13T04:30Z",5651,"True","False","True","False","[{'type': 'event', 'headline': 'WAC TOURNAMENT'}]","2004-03-13T04:30Z",0,"N/A",914,"Save Mart Center","Fresno","CA",15596,"True",0,"0:00",2,3,"STATUS_FINAL","post","True","Final","Final","Final",2638,"s:40~l:41~t:2638","UTEP","Miners","UTEP","UTEP Miners","UTEP","ff8200","041e42","True",2117,"https://a.espncdn.com/i/teamlogos/ncaa/500/2638.png",30,68,"s:40~l:41~t:68","Boise State","Broncos","BSU","Boise State Broncos","Boise State","09347A","d8d9da","True",2028,"https://a.espncdn.com/i/teamlogos/ncaa/500/68.png",30,2004,"",30,"Western Athletic Conference","WAC","True",240722638,TRUE
240720279,"s:40~l:41~e:240720279~c:240720279","2004-03-13T04:20Z",5548,"True","False","True","False","[{'type': 'event', 'headline': 'BIG WEST TOURNAMENT'}]","2004-03-13T04:20Z",0,"N/A",2560,"Anaheim Convention Center","Anaheim","CA",0,"False",0,"0:00",2,3,"STATUS_FINAL","post","True","Final","Final","Final",279,"s:40~l:41~t:279","Pacific","Tigers","PAC","Pacific Tigers","Pacific","F47820","c2c3c0","True",553,"https://a.espncdn.com/i/teamlogos/ncaa/500/279.png",9,70,"s:40~l:41~t:70","Idaho","Vandals","IDHO","Idaho Vandals","Idaho","000000","8c6e4a","True",2018,"https://a.espncdn.com/i/teamlogos/ncaa/500/70.png",9,2004,"",9,"Big West Conference","Big West","True",240720279,TRUE
240720057,"s:40~l:41~e:240720057~c:240720057","2004-03-13T02:45Z",18916,"True","False","True","False","[{'type': 'event', 'headline': 'SEC TOURNAMENT'}]","2004-03-13T02:45Z",0,"N/A",3495,"Georgia Dome","Atlanta","GA",0,"False",1,"0:01",3,3,"STATUS_FINAL","post","True","Final","Final/OT","Final/OT",57,"s:40~l:41~t:57","Florida","Gators","FLA","Florida Gators","Florida","0021A5","0021a5","True",360,"https://a.espncdn.com/i/teamlogos/ncaa/500/57.png",23,333,"s:40~l:41~t:333","Alabama","Crimson Tide","ALA","Alabama Crimson Tide","Alabama","690014","f1f2f3","True",1925,"https://a.espncdn.com/i/teamlogos/ncaa/500/333.png",23,2004,"OT",23,"Southeastern Conference","SEC","True",240720057,TRUE
240720154,"s:40~l:41~e:240720154~c:240720154","2004-03-13T02:30Z",23745,"True","False","True","False","[{'type': 'event', 'headline': 'ACC TOURNAMENT'}]","2004-03-13T02:30Z",0,"N/A",349,"Greensboro Coliseum","Greensboro","NC",23500,"True",4,"0:04",2,3,"STATUS_FINAL","post","True","Final","Final","Final",154,"s:40~l:41~t:154","Wake Forest","Demon Deacons","WAKE","Wake Forest Demon Deacons","Wake Forest","9E7E38","000000","True",2120,"https://a.espncdn.com/i/teamlogos/ncaa/500/154.png",2,120,"s:40~l:41~t:120","Maryland","Terrapins","MD","Maryland Terrapins","Maryland","D5002B","ffcd00","True",2133,"https://a.espncdn.com/i/teamlogos/ncaa/500/120.png",2,2004,"",2,"Atlantic Coast Conference","ACC","True",240720154,TRUE
240722305,"s:40~l:41~e:240722305~c:240722305","2004-03-13T02:20Z",18057,"True","False","True","False","[{'type': 'event', 'headline': 'BIG 12 TOURNAMENT'}]","2004-03-13T02:20Z",0,"N/A",516,"American Airlines Center","Dallas","TX",19200,"False",0,"0:00",2,3,"STATUS_FINAL","post","True","Final","Final","Final",2305,"s:40~l:41~t:2305","Kansas","Jayhawks","KU","Kansas Jayhawks","Kansas","0022B4","e8000d","True",2171,"https://a.espncdn.com/i/teamlogos/ncaa/500/2305.png",8,142,"s:40~l:41~t:142","Missouri","Tigers","MIZ","Missouri Tigers","Missouri","000000","000000","True",2071,"https://a.espncdn.com/i/teamlogos/ncaa/500/142.png",8,2004,"",8,"Big 12 Conference","Big 12","True",240722305,TRUE
240720024,"s:40~l:41~e:240720024~c:240720024","2004-03-13T02:15Z",0,"True","False","True","False","[{'type': 'event', 'headline': 'PAC 10 TOURNAMENT'}]","2004-03-13T02:15Z",0,"N/A",1841,"STAPLES Center","Los Angeles","CA",19068,"True",10,"0:10",2,3,"STATUS_FINAL","post","True","Final","Final","Final",24,"s:40~l:41~t:24","Stanford","Cardinal","STAN","Stanford Cardinal","Stanford","A80532","ffffff","True",820,"https://a.espncdn.com/i/teamlogos/ncaa/500/24.png",21,2483,"s:40~l:41~t:2483","Oregon","Ducks","ORE","Oregon Ducks","Oregon","044520","fee123","True",1977,"https://a.espncdn.com/i/teamlogos/ncaa/500/2483.png",21,2004,"",21,"Pac-12 Conference","Pac-12","True",240720024,TRUE
240720041,"s:40~l:41~e:240720041~c:240720041","2004-03-13T02:00Z",19528,"True","False","True","False","[{'type': 'event', 'headline': 'BIG EAST TOURNAMENT'}]","2004-03-13T02:00Z",0,"N/A",1830,"Madison Square Garden","New York","NY",19812,"True",0,"0:00",2,3,"STATUS_FINAL","post","True","Final","Final","Final",41,"s:40~l:41~t:41","UConn","Huskies","CONN","UConn Huskies","UConn","001d40","f1f2f3","True",1956,"https://a.espncdn.com/i/teamlogos/ncaa/500/41.png",4,222,"s:40~l:41~t:222","Villanova","Wildcats","VILL","Villanova Wildcats","Villanova","123d7C","f0f0f0","True",1969,"https://a.espncdn.com/i/teamlogos/ncaa/500/222.png",4,2004,"",4,"Big East Conference","Big East","True",240720041,TRUE
240720328,"s:40~l:41~e:240720328~c:240720328","2004-03-13T02:00Z",0,"True","False","True","False","[{'type': 'event', 'headline': 'BIG WEST TOURNAMENT'}]","2004-03-13T02:00Z",0,"N/A",2560,"Anaheim Convention Center","Anaheim","CA",0,"False",1,"0:01",2,3,"STATUS_FINAL","post","True","Final","Final","Final",328,"s:40~l:41~t:328","Utah State","Aggies","USU","Utah State Aggies","Utah State","003263","949ca1","True",2128,"https://a.espncdn.com/i/teamlogos/ncaa/500/328.png",9,2463,"s:40~l:41~t:2463","CSU Northridge","Matadors","CSUN","CSU Northridge Matadors","CSU Northridge","b50000","","True",586,"https://a.espncdn.com/i/teamlogos/ncaa/500/2463.png",9,2004,"",9,"Big West Conference","Big West","True",240720328,TRUE
240722440,"s:40~l:41~e:240722440~c:240722440","2004-03-13T02:00Z",0,"True","False","True","False","[{'type': 'event', 'headline': 'WAC TOURNAMENT'}]","2004-03-13T02:00Z",0,"N/A",914,"Save Mart Center","Fresno","CA",15596,"True",0,"0:00",2,3,"STATUS_FINAL","post","True","Final","Final","Final",2440,"s:40~l:41~t:2440","Nevada","Wolf Pack","NEV","Nevada Wolf Pack","Nevada","153E5F","8e9295","True",461,"https://a.espncdn.com/i/teamlogos/ncaa/500/2440.png",30,242,"s:40~l:41~t:242","Rice","Owls","RICE","Rice Owls","Rice","003D7D","d1d5d8","True",1902,"https://a.espncdn.com/i/teamlogos/ncaa/500/242.png",30,2004,"",30,"Western Athletic Conference","WAC","True",240722440,TRUE
