"id","uid","date","attendance","timeValid","neutralSite","conferenceCompetition","recent","notes","startDate","type.id","type.abbreviation","venue.id","venue.fullName","venue.address.city","venue.address.state","venue.capacity","venue.indoor","status.clock","status.displayClock","status.period","status.type.id","status.type.name","status.type.state","status.type.completed","status.type.description","status.type.detail","status.type.shortDetail","home.id","home.uid","home.location","home.name","home.abbreviation","home.displayName","home.shortDisplayName","home.color","home.alternateColor","home.isActive","home.logo","away.id","away.uid","away.location","away.name","away.abbreviation","away.displayName","away.shortDisplayName","away.color","away.alternateColor","away.isActive","away.logo","season","status.type.altDetail","series.type","series.title","series.summary","series.completed","series.totalCompetitions","series.competitors","game_id","PBP","team_box"
270427009,"s:40~l:46~e:270427009~c:270427009","2007-04-27T23:30Z",20629,"True","False","False","False","[{'type': 'event', 'headline': 'PLAYOFFS'}]","2007-04-27T23:30Z",14,"RD16",2465,"ORACLE Arena","Oakland","CA",19596,"False",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",9,"s:40~l:46~t:9","Golden State","Warriors","GS","Golden State Warriors","Warriors","00275D","fdb927","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/gs.png",6,"s:40~l:46~t:6","Dallas","Mavericks","DAL","Dallas Mavericks","Mavericks","0C479D","c4ced3","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/dal.png",2007,"","playoff","Playoff Series","GS leads series 2-1","False",7,"[{'id': '9', 'uid': 's:40~l:46~t:9', 'wins': 2, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2007/teams/9?lang=en&region=us'}, {'id': '6', 'uid': 's:40~l:46~t:6', 'wins': 1, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2007/teams/6?lang=en&region=us'}]",270427009,TRUE,TRUE
270427017,"s:40~l:46~e:270427017~c:270427017","2007-04-27T23:00Z",17147,"True","False","False","False","[{'type': 'event', 'headline': 'PLAYOFFS'}]","2007-04-27T23:00Z",14,"RD16",2562,"IZOD Center","East Rutherford","NJ",19990,"False",20,"20.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",17,"s:40~l:46~t:17","New Jersey","Nets","NJ","New Jersey Nets","Nets","06143F","ffffff","False","",28,"s:40~l:46~t:28","Toronto","Raptors","TOR","Toronto Raptors","Raptors","CE0F41","061922","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/tor.png",2007,"","playoff","Playoff Series","NJ leads series 2-1","False",7,"[{'id': '17', 'uid': 's:40~l:46~t:17', 'wins': 2, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2007/teams/17?lang=en&region=us'}, {'id': '28', 'uid': 's:40~l:46~t:28', 'wins': 1, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2007/teams/28?lang=en&region=us'}]",270427017,TRUE,TRUE
270426019,"s:40~l:46~e:270426019~c:270426019","2007-04-27T00:00Z",17451,"True","False","False","False","[{'type': 'event', 'headline': 'PLAYOFFS'}]","2007-04-27T00:00Z",14,"RD16",4042,"Amway Arena","Orlando","FL",17461,"False",15,"15.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",19,"s:40~l:46~t:19","Orlando","Magic","ORL","Orlando Magic","Magic","0860A8","c4ced3","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/orl.png",8,"s:40~l:46~t:8","Detroit","Pistons","DET","Detroit Pistons","Pistons","FA002C","006bb6","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/det.png",2007,"","playoff","Playoff Series","DET leads series 3-0","False",7,"[{'id': '19', 'uid': 's:40~l:46~t:19', 'wins': 0, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2007/teams/19?lang=en&region=us'}, {'id': '8', 'uid': 's:40~l:46~t:8', 'wins': 3, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2007/teams/8?lang=en&region=us'}]",270426019,TRUE,TRUE
270426013,"s:40~l:46~e:270426013~c:270426013","2007-04-26T23:30Z",18997,"True","False","False","False","[{'type': 'event', 'headline': 'PLAYOFFS'}]","2007-04-26T23:30Z",14,"RD16",1841,"STAPLES Center","Los Angeles","CA",19068,"True",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",13,"s:40~l:46~t:13","Los Angeles","Lakers","LAL","Los Angeles Lakers","Lakers","542582","552582","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/lal.png",21,"s:40~l:46~t:21","Phoenix","Suns","PHX","Phoenix Suns","Suns","23006A","f1f2f3","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/phx.png",2007,"","playoff","Playoff Series","PHX leads series 2-1","False",7,"[{'id': '13', 'uid': 's:40~l:46~t:13', 'wins': 1, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2007/teams/13?lang=en&region=us'}, {'id': '21', 'uid': 's:40~l:46~t:21', 'wins': 2, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2007/teams/21?lang=en&region=us'}]",270426013,TRUE,TRUE
270426026,"s:40~l:46~e:270426026~c:270426026","2007-04-26T23:00Z",19911,"True","False","False","False","[{'type': 'event', 'headline': 'PLAYOFFS'}]","2007-04-26T23:00Z",14,"RD16",3093,"Vivint Smart Home Arena","Salt Lake City","UT",18306,"True",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",26,"s:40~l:46~t:26","Utah","Jazz","UTAH","Utah Jazz","Jazz","06143F","f9a01b","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/utah.png",10,"s:40~l:46~t:10","Houston","Rockets","HOU","Houston Rockets","Rockets","D40026","c4ced3","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/hou.png",2007,"","playoff","Playoff Series","HOU leads series 2-1","False",7,"[{'id': '26', 'uid': 's:40~l:46~t:26', 'wins': 1, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2007/teams/26?lang=en&region=us'}, {'id': '10', 'uid': 's:40~l:46~t:10', 'wins': 2, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2007/teams/10?lang=en&region=us'}]",270426026,TRUE,TRUE
270425006,"s:40~l:46~e:270425006~c:270425006","2007-04-26T00:30Z",20867,"True","False","False","False","[{'type': 'event', 'headline': 'PLAYOFFS'}]","2007-04-26T00:30Z",14,"RD16",516,"American Airlines Center","Dallas","TX",19200,"False",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",6,"s:40~l:46~t:6","Dallas","Mavericks","DAL","Dallas Mavericks","Mavericks","0C479D","c4ced3","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/dal.png",9,"s:40~l:46~t:9","Golden State","Warriors","GS","Golden State Warriors","Warriors","00275D","fdb927","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/gs.png",2007,"","playoff","Playoff Series","Series tied 1-1","False",7,"[{'id': '6', 'uid': 's:40~l:46~t:6', 'wins': 1, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2007/teams/6?lang=en&region=us'}, {'id': '9', 'uid': 's:40~l:46~t:9', 'wins': 1, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2007/teams/9?lang=en&region=us'}]",270425006,TRUE,TRUE
270425005,"s:40~l:46~e:270425005~c:270425005","2007-04-26T00:00Z",20562,"True","False","False","False","[{'type': 'event', 'headline': 'PLAYOFFS'}]","2007-04-26T00:00Z",14,"RD16",3417,"Rocket Mortgage FieldHouse","Cleveland","OH",19432,"False",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",5,"s:40~l:46~t:5","Cleveland","Cavaliers","CLE","Cleveland Cavaliers","Cavaliers","061642","fdbb30","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/cle.png",27,"s:40~l:46~t:27","Washington","Wizards","WSH","Washington Wizards","Wizards","0E3764","e31837","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/wsh.png",2007,"","playoff","Playoff Series","CLE leads series 2-0","False",7,"[{'id': '5', 'uid': 's:40~l:46~t:5', 'wins': 2, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2007/teams/5?lang=en&region=us'}, {'id': '27', 'uid': 's:40~l:46~t:27', 'wins': 0, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2007/teams/27?lang=en&region=us'}]",270425005,TRUE,TRUE
270425024,"s:40~l:46~e:270425024~c:270425024","2007-04-25T22:00Z",18797,"True","False","False","False","[{'type': 'event', 'headline': 'PLAYOFFS'}]","2007-04-25T22:00Z",14,"RD16",780,"AT&T Center","San Antonio","TX",18354,"False",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",24,"s:40~l:46~t:24","San Antonio","Spurs","SA","San Antonio Spurs","Spurs","000000","061922","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/sa.png",7,"s:40~l:46~t:7","Denver","Nuggets","DEN","Denver Nuggets","Nuggets","0860A8","fdb927","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/den.png",2007,"","playoff","Playoff Series","Series tied 1-1","False",7,"[{'id': '24', 'uid': 's:40~l:46~t:24', 'wins': 1, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2007/teams/24?lang=en&region=us'}, {'id': '7', 'uid': 's:40~l:46~t:7', 'wins': 1, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2007/teams/7?lang=en&region=us'}]",270425024,TRUE,TRUE
270424021,"s:40~l:46~e:270424021~c:270424021","2007-04-24T23:30Z",18422,"True","False","False","False","[{'type': 'event', 'headline': 'PLAYOFFS'}]","2007-04-24T23:30Z",14,"RD16",1949,"Phoenix Suns Arena","Phoenix","AZ",18055,"True",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",21,"s:40~l:46~t:21","Phoenix","Suns","PHX","Phoenix Suns","Suns","23006A","f1f2f3","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/phx.png",13,"s:40~l:46~t:13","Los Angeles","Lakers","LAL","Los Angeles Lakers","Lakers","542582","552582","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/lal.png",2007,"","playoff","Playoff Series","PHX leads series 2-0","False",7,"[{'id': '21', 'uid': 's:40~l:46~t:21', 'wins': 2, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2007/teams/21?lang=en&region=us'}, {'id': '13', 'uid': 's:40~l:46~t:13', 'wins': 0, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2007/teams/13?lang=en&region=us'}]",270424021,TRUE,TRUE
270424004,"s:40~l:46~e:270424004~c:270424004","2007-04-24T23:00Z",23097,"True","False","False","False","[{'type': 'event', 'headline': 'PLAYOFFS'}]","2007-04-24T23:00Z",14,"RD16",1847,"United Center","Chicago","IL",20917,"False",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",4,"s:40~l:46~t:4","Chicago","Bulls","CHI","Chicago Bulls","Bulls","000000","000000","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/chi.png",14,"s:40~l:46~t:14","Miami","Heat","MIA","Miami Heat","Heat","000000","000000","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/mia.png",2007,"","playoff","Playoff Series","CHI leads series 2-0","False",7,"[{'id': '4', 'uid': 's:40~l:46~t:4', 'wins': 2, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2007/teams/4?lang=en&region=us'}, {'id': '14', 'uid': 's:40~l:46~t:14', 'wins': 0, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2007/teams/14?lang=en&region=us'}]",270424004,TRUE,TRUE
270424028,"s:40~l:46~e:270424028~c:270424028","2007-04-24T23:00Z",20239,"True","False","False","False","[{'type': 'event', 'headline': 'PLAYOFFS'}]","2007-04-24T23:00Z",14,"RD16",1838,"Scotiabank Arena","Toronto","ON",19800,"False",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",28,"s:40~l:46~t:28","Toronto","Raptors","TOR","Toronto Raptors","Raptors","CE0F41","061922","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/tor.png",17,"s:40~l:46~t:17","New Jersey","Nets","NJ","New Jersey Nets","Nets","06143F","ffffff","False","",2007,"","playoff","Playoff Series","Series tied 1-1","False",7,"[{'id': '28', 'uid': 's:40~l:46~t:28', 'wins': 1, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2007/teams/28?lang=en&region=us'}, {'id': '17', 'uid': 's:40~l:46~t:17', 'wins': 1, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2007/teams/17?lang=en&region=us'}]",270424028,TRUE,TRUE
270423010,"s:40~l:46~e:270423010~c:270423010","2007-04-24T00:30Z",18206,"True","False","False","False","[{'type': 'event', 'headline': 'PLAYOFFS'}]","2007-04-24T00:30Z",14,"RD16",1394,"Toyota Center (Houston)","Houston","TX",18055,"True",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",10,"s:40~l:46~t:10","Houston","Rockets","HOU","Houston Rockets","Rockets","D40026","c4ced3","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/hou.png",26,"s:40~l:46~t:26","Utah","Jazz","UTAH","Utah Jazz","Jazz","06143F","f9a01b","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/utah.png",2007,"","playoff","Playoff Series","HOU leads series 2-0","False",7,"[{'id': '10', 'uid': 's:40~l:46~t:10', 'wins': 2, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2007/teams/10?lang=en&region=us'}, {'id': '26', 'uid': 's:40~l:46~t:26', 'wins': 0, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2007/teams/26?lang=en&region=us'}]",270423010,TRUE,TRUE
270423008,"s:40~l:46~e:270423008~c:270423008","2007-04-23T23:00Z",22076,"True","False","False","False","[{'type': 'event', 'headline': 'PLAYOFFS'}]","2007-04-23T23:00Z",14,"RD16",3419,"The Palace of Auburn Hills","Detroit","MI",22076,"False",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",8,"s:40~l:46~t:8","Detroit","Pistons","DET","Detroit Pistons","Pistons","FA002C","006bb6","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/det.png",19,"s:40~l:46~t:19","Orlando","Magic","ORL","Orlando Magic","Magic","0860A8","c4ced3","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/orl.png",2007,"","playoff","Playoff Series","DET leads series 2-0","False",7,"[{'id': '8', 'uid': 's:40~l:46~t:8', 'wins': 2, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2007/teams/8?lang=en&region=us'}, {'id': '19', 'uid': 's:40~l:46~t:19', 'wins': 0, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2007/teams/19?lang=en&region=us'}]",270423008,TRUE,TRUE
270422006,"s:40~l:46~e:270422006~c:270422006","2007-04-23T00:30Z",20732,"True","False","False","False","[{'type': 'event', 'headline': 'PLAYOFFS'}]","2007-04-23T00:30Z",14,"RD16",516,"American Airlines Center","Dallas","TX",19200,"False",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",6,"s:40~l:46~t:6","Dallas","Mavericks","DAL","Dallas Mavericks","Mavericks","0C479D","c4ced3","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/dal.png",9,"s:40~l:46~t:9","Golden State","Warriors","GS","Golden State Warriors","Warriors","00275D","fdb927","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/gs.png",2007,"","playoff","Playoff Series","GS leads series 1-0","False",7,"[{'id': '6', 'uid': 's:40~l:46~t:6', 'wins': 0, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2007/teams/6?lang=en&region=us'}, {'id': '9', 'uid': 's:40~l:46~t:9', 'wins': 1, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2007/teams/9?lang=en&region=us'}]",270422006,TRUE,TRUE
270422024,"s:40~l:46~e:270422024~c:270422024","2007-04-22T22:00Z",18797,"True","False","False","False","[{'type': 'event', 'headline': 'PLAYOFFS'}]","2007-04-22T22:00Z",14,"RD16",780,"AT&T Center","San Antonio","TX",18354,"False",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",24,"s:40~l:46~t:24","San Antonio","Spurs","SA","San Antonio Spurs","Spurs","000000","061922","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/sa.png",7,"s:40~l:46~t:7","Denver","Nuggets","DEN","Denver Nuggets","Nuggets","0860A8","fdb927","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/den.png",2007,"","playoff","Playoff Series","DEN leads series 1-0","False",7,"[{'id': '24', 'uid': 's:40~l:46~t:24', 'wins': 0, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2007/teams/24?lang=en&region=us'}, {'id': '7', 'uid': 's:40~l:46~t:7', 'wins': 1, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2007/teams/7?lang=en&region=us'}]",270422024,TRUE,TRUE
270422005,"s:40~l:46~e:270422005~c:270422005","2007-04-22T16:30Z",20562,"True","False","False","False","[{'type': 'event', 'headline': 'PLAYOFFS'}]","2007-04-22T16:30Z",14,"RD16",3417,"Rocket Mortgage FieldHouse","Cleveland","OH",19432,"False",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",5,"s:40~l:46~t:5","Cleveland","Cavaliers","CLE","Cleveland Cavaliers","Cavaliers","061642","fdbb30","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/cle.png",27,"s:40~l:46~t:27","Washington","Wizards","WSH","Washington Wizards","Wizards","0E3764","e31837","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/wsh.png",2007,"","playoff","Playoff Series","CLE leads series 1-0","False",7,"[{'id': '5', 'uid': 's:40~l:46~t:5', 'wins': 1, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2007/teams/5?lang=en&region=us'}, {'id': '27', 'uid': 's:40~l:46~t:27', 'wins': 0, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2007/teams/27?lang=en&region=us'}]",270422005,TRUE,TRUE
270422021,"s:40~l:46~e:270422021~c:270422021","2007-04-22T16:00Z",18422,"True","False","False","False","[{'type': 'event', 'headline': 'PLAYOFFS'}]","2007-04-22T16:00Z",14,"RD16",1949,"Phoenix Suns Arena","Phoenix","AZ",18055,"True",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",21,"s:40~l:46~t:21","Phoenix","Suns","PHX","Phoenix Suns","Suns","23006A","f1f2f3","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/phx.png",13,"s:40~l:46~t:13","Los Angeles","Lakers","LAL","Los Angeles Lakers","Lakers","542582","552582","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/lal.png",2007,"","playoff","Playoff Series","PHX leads series 1-0","False",7,"[{'id': '21', 'uid': 's:40~l:46~t:21', 'wins': 1, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2007/teams/21?lang=en&region=us'}, {'id': '13', 'uid': 's:40~l:46~t:13', 'wins': 0, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2007/teams/13?lang=en&region=us'}]",270422021,TRUE,TRUE
270421010,"s:40~l:46~e:270421010~c:270421010","2007-04-22T00:30Z",18195,"True","False","False","False","[{'type': 'event', 'headline': 'PLAYOFFS'}]","2007-04-22T00:30Z",14,"RD16",1394,"Toyota Center (Houston)","Houston","TX",18055,"True",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",10,"s:40~l:46~t:10","Houston","Rockets","HOU","Houston Rockets","Rockets","D40026","c4ced3","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/hou.png",26,"s:40~l:46~t:26","Utah","Jazz","UTAH","Utah Jazz","Jazz","06143F","f9a01b","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/utah.png",2007,"","playoff","Playoff Series","HOU leads series 1-0","False",7,"[{'id': '10', 'uid': 's:40~l:46~t:10', 'wins': 1, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2007/teams/10?lang=en&region=us'}, {'id': '26', 'uid': 's:40~l:46~t:26', 'wins': 0, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2007/teams/26?lang=en&region=us'}]",270421010,TRUE,TRUE
270421008,"s:40~l:46~e:270421008~c:270421008","2007-04-21T23:00Z",22076,"True","False","False","False","[{'type': 'event', 'headline': 'PLAYOFFS'}]","2007-04-21T23:00Z",14,"RD16",3419,"The Palace of Auburn Hills","Detroit","MI",22076,"False",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",8,"s:40~l:46~t:8","Detroit","Pistons","DET","Detroit Pistons","Pistons","FA002C","006bb6","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/det.png",19,"s:40~l:46~t:19","Orlando","Magic","ORL","Orlando Magic","Magic","0860A8","c4ced3","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/orl.png",2007,"","playoff","Playoff Series","DET leads series 1-0","False",7,"[{'id': '8', 'uid': 's:40~l:46~t:8', 'wins': 1, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2007/teams/8?lang=en&region=us'}, {'id': '19', 'uid': 's:40~l:46~t:19', 'wins': 0, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2007/teams/19?lang=en&region=us'}]",270421008,TRUE,TRUE
270421004,"s:40~l:46~e:270421004~c:270421004","2007-04-21T18:00Z",22183,"True","False","False","False","[{'type': 'event', 'headline': 'PLAYOFFS'}]","2007-04-21T18:00Z",14,"RD16",1847,"United Center","Chicago","IL",20917,"False",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",4,"s:40~l:46~t:4","Chicago","Bulls","CHI","Chicago Bulls","Bulls","000000","000000","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/chi.png",14,"s:40~l:46~t:14","Miami","Heat","MIA","Miami Heat","Heat","000000","000000","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/mia.png",2007,"","playoff","Playoff Series","CHI leads series 1-0","False",7,"[{'id': '4', 'uid': 's:40~l:46~t:4', 'wins': 1, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2007/teams/4?lang=en&region=us'}, {'id': '14', 'uid': 's:40~l:46~t:14', 'wins': 0, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2007/teams/14?lang=en&region=us'}]",270421004,TRUE,TRUE
270421028,"s:40~l:46~e:270421028~c:270421028","2007-04-21T16:30Z",20330,"True","False","False","False","[{'type': 'event', 'headline': 'PLAYOFFS'}]","2007-04-21T16:30Z",14,"RD16",1838,"Scotiabank Arena","Toronto","ON",19800,"False",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",28,"s:40~l:46~t:28","Toronto","Raptors","TOR","Toronto Raptors","Raptors","CE0F41","061922","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/tor.png",17,"s:40~l:46~t:17","New Jersey","Nets","NJ","New Jersey Nets","Nets","06143F","ffffff","False","",2007,"","playoff","Playoff Series","NJ leads series 1-0","False",7,"[{'id': '28', 'uid': 's:40~l:46~t:28', 'wins': 0, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2007/teams/28?lang=en&region=us'}, {'id': '17', 'uid': 's:40~l:46~t:17', 'wins': 1, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2007/teams/17?lang=en&region=us'}]",270421028,TRUE,TRUE
270418011,"s:40~l:46~e:270418011~c:270418011","2007-04-19T00:00Z",14040,"True","False","False","False","[]","2007-04-19T00:00Z",1,"STD",2183,"Bankers Life Fieldhouse","Indianapolis","IN",17923,"True",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",11,"s:40~l:46~t:11","Indiana","Pacers","IND","Indiana Pacers","Pacers","061642","00275d","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/ind.png",27,"s:40~l:46~t:27","Washington","Wizards","WSH","Washington Wizards","Wizards","0E3764","e31837","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/wsh.png",2007,"","","","","",NA,"",270418011,TRUE,TRUE
270418002,"s:40~l:46~e:270418002~c:270418002","2007-04-18T23:30Z",17215,"True","False","False","False","[]","2007-04-18T23:30Z",1,"STD",1824,"TD Garden","Boston","MA",18624,"False",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",2,"s:40~l:46~t:2","Boston","Celtics","BOS","Boston Celtics","Celtics","006532","f1f2f3","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/bos.png",8,"s:40~l:46~t:8","Detroit","Pistons","DET","Detroit Pistons","Pistons","FA002C","006bb6","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/det.png",2007,"","","","","",NA,"",270418002,TRUE,TRUE
270418012,"s:40~l:46~e:270418012~c:270418012","2007-04-18T23:30Z",18392,"True","False","False","False","[]","2007-04-18T23:30Z",1,"STD",1841,"STAPLES Center","Los Angeles","CA",19068,"True",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",12,"s:40~l:46~t:12","LA","Clippers","LAC","LA Clippers","Clippers","FA0028","f1f2f3","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/lac.png",3,"s:40~l:46~t:3","NO/Oklahoma City","Hornets","NO","NO/Oklahoma City Hornets","Hornets","0093B1","b4975a","False","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/no.png",2007,"","","","","",NA,"",270418012,TRUE,TRUE
