,id,uid,date,attendance,timeValid,neutralSite,conferenceCompetition,recent,notes,startDate,type.id,type.abbreviation,status.clock,status.displayClock,status.period,status.type.id,status.type.name,status.type.state,status.type.completed,status.type.description,status.type.detail,status.type.shortDetail,home.id,home.uid,home.location,home.name,home.abbreviation,home.displayName,home.shortDisplayName,home.isActive,away.id,away.uid,away.location,away.name,away.abbreviation,away.displayName,away.shortDisplayName,away.color,away.alternateColor,away.isActive,away.logo,home.color,home.alternateColor,home.logo,season,venue.id,venue.fullName,venue.address.city,venue.address.state,venue.capacity,venue.indoor,series.type,series.title,series.summary,series.completed,series.totalCompetitions,series.competitors,status.type.altDetail
0,271009023,s:40~l:46~e:271009023~c:271009023,2007-10-09T23:00Z,13284,True,False,False,False,[],2007-10-09T23:00Z,18,EXH,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,23,s:40~l:46~t:23,Sacramento,Kings,SAC,Sacramento Kings,Kings,True,25,s:40~l:46~t:25,Seattle,SuperSonics,SEA,Seattle SuperSonics,SuperSonics,1C3F2C,f05133,False,,393996,8e9090,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/sac.png,2008,2247,Sleep Train Arena,Sacramento,CA,17317.0,False,,,,,,,
0,271009006,s:40~l:46~e:271009006~c:271009006,2007-10-09T23:30Z,19770,True,False,False,False,[],2007-10-09T23:30Z,18,EXH,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,6,s:40~l:46~t:6,Dallas,Mavericks,DAL,Dallas Mavericks,Mavericks,True,24,s:40~l:46~t:24,San Antonio,Spurs,SA,San Antonio Spurs,Spurs,000000,061922,True,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/sa.png,0C479D,c4ced3,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/dal.png,2008,516,American Airlines Center,Dallas,TX,19200.0,False,,,,,,,
0,271009015,s:40~l:46~e:271009015~c:271009015,2007-10-09T23:30Z,6118,True,False,False,False,"[{'type': 'event', 'headline': 'AT LA CROSSE WI'}]",2007-10-09T23:30Z,18,EXH,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,15,s:40~l:46~t:15,Milwaukee,Bucks,MIL,Milwaukee Bucks,Bucks,True,4,s:40~l:46~t:4,Chicago,Bulls,CHI,Chicago Bulls,Bulls,000000,000000,True,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/chi.png,003813,f0ebd2,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/mil.png,2008,4012,LaCrosse Center,La Crosse,WI,0.0,False,,,,,,,
0,271009013,s:40~l:46~e:271009013~c:271009013,2007-10-10T00:00Z,8063,True,False,False,False,[],2007-10-10T00:00Z,18,EXH,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,13,s:40~l:46~t:13,Los Angeles,Lakers,LAL,Los Angeles Lakers,Lakers,True,9,s:40~l:46~t:9,Golden State,Warriors,GS,Golden State Warriors,Warriors,00275D,fdb927,True,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/gs.png,542582,552582,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/lal.png,2008,,,,,,,,,,,,,
0,271010013,s:40~l:46~e:271010013~c:271010013,2007-10-10T03:00Z,0,True,False,False,False,"[{'type': 'event', 'headline': 'AT HONOLULU HAWAII'}]",2007-10-10T03:00Z,1,STD,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,13,s:40~l:46~t:13,Los Angeles,Lakers,LAL,Los Angeles Lakers,Lakers,True,9,s:40~l:46~t:9,Golden State,Warriors,GS,Golden State Warriors,Warriors,00275D,fdb927,True,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/gs.png,542582,552582,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/lal.png,2008,540,Stan Sheriff Center,Honolulu,HI,10300.0,False,,,,,,,
0,271010011,s:40~l:46~e:271010011~c:271010011,2007-10-10T23:00Z,9209,True,False,False,False,[],2007-10-10T23:00Z,18,EXH,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,11,s:40~l:46~t:11,Indiana,Pacers,IND,Indiana Pacers,Pacers,True,3,s:40~l:46~t:3,New Orleans,Hornets,NO,New Orleans Hornets,Hornets,0093B1,b4975a,False,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/no.png,061642,00275d,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/ind.png,2008,2183,Bankers Life Fieldhouse,Indianapolis,IN,17923.0,True,,,,,,,
0,271010019,s:40~l:46~e:271010019~c:271010019,2007-10-10T23:00Z,14211,True,False,False,False,[],2007-10-10T23:00Z,18,EXH,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,19,s:40~l:46~t:19,Orlando,Magic,ORL,Orlando Magic,Magic,True,30,s:40~l:46~t:30,Charlotte,Bobcats,CHA,Charlotte Bobcats,Bobcats,FE3310,008ca8,False,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/cha.png,0860A8,c4ced3,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/orl.png,2008,4042,Amway Arena,Orlando,FL,17461.0,False,,,,,,,
0,271010022,s:40~l:46~e:271010022~c:271010022,2007-10-10T23:00Z,12933,True,False,False,False,[],2007-10-10T23:00Z,18,EXH,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,22,s:40~l:46~t:22,Portland,Trail Blazers,POR,Portland Trail Blazers,Trail Blazers,True,12,s:40~l:46~t:12,LA,Clippers,LAC,LA Clippers,Clippers,FA0028,f1f2f3,True,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/lac.png,000000,bac3c9,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/por.png,2008,3423,Moda Center,Portland,OR,19441.0,False,,,,,,,
0,271010026,s:40~l:46~e:271010026~c:271010026,2007-10-10T23:00Z,18707,True,False,False,False,[],2007-10-10T23:00Z,18,EXH,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,26,s:40~l:46~t:26,Utah,Jazz,UTAH,Utah Jazz,Jazz,True,15,s:40~l:46~t:15,Milwaukee,Bucks,MIL,Milwaukee Bucks,Bucks,003813,f0ebd2,True,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/mil.png,06143F,f9a01b,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/utah.png,2008,3093,Vivint Smart Home Arena,Salt Lake City,UT,18306.0,True,,,,,,,
0,271010014,s:40~l:46~e:271010014~c:271010014,2007-10-10T23:30Z,19600,True,False,False,False,[],2007-10-10T23:30Z,18,EXH,0.0,0.0,5,3,STATUS_FINAL,post,True,Final,Final/OT,Final/OT,14,s:40~l:46~t:14,Miami,Heat,MIA,Miami Heat,Heat,True,1,s:40~l:46~t:1,Atlanta,Hawks,ATL,Atlanta Hawks,Hawks,002B5C,002b5c,True,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/atl.png,000000,000000,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/mia.png,2008,3438,AmericanAirlines Arena,Miami,FL,19600.0,True,,,,,,,OT
0,271010016,s:40~l:46~e:271010016~c:271010016,2007-10-10T23:30Z,18689,True,False,False,False,"[{'type': 'event', 'headline': 'AT LONDON ENGLAND'}]",2007-10-10T23:30Z,18,EXH,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,16,s:40~l:46~t:16,Minnesota,Timberwolves,MIN,Minnesota Timberwolves,Timberwolves,True,2,s:40~l:46~t:2,Boston,Celtics,BOS,Boston Celtics,Celtics,006532,f1f2f3,True,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/bos.png,0E3764,c4ced3,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/min.png,2008,,,,,,,,,,,,,
0,271011131,s:40~l:46~e:271011131~c:271011131,2007-10-11T16:30Z,0,True,False,False,False,"[{'type': 'event', 'headline': 'AT MADRID SPAIN'}]",2007-10-11T16:30Z,18,EXH,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,131,s:40~l:46~t:131,MMT Estudiantes,MMT,MMT,MMT Estudiantes MMT,MMT,False,29,s:40~l:46~t:29,Memphis,Grizzlies,MEM,Memphis Grizzlies,Grizzlies,5D76A8,7399c6,True,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/mem.png,,,,2008,,,,,,,,,,,,,
0,271011132,s:40~l:46~e:271011132~c:271011132,2007-10-11T19:30Z,0,True,False,False,False,"[{'type': 'event', 'headline': 'AT MADRID SPAIN'}]",2007-10-11T19:30Z,18,EXH,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,132,s:40~l:46~t:132,Real,Madrid,MDR,Real Madrid,Madrid,False,28,s:40~l:46~t:28,Toronto,Raptors,TOR,Toronto Raptors,Raptors,CE0F41,061922,True,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/tor.png,,,,2008,,,,,,,,,,,,,
0,271011001,s:40~l:46~e:271011001~c:271011001,2007-10-11T23:00Z,8323,True,False,False,False,[],2007-10-11T23:00Z,18,EXH,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,1,s:40~l:46~t:1,Atlanta,Hawks,ATL,Atlanta Hawks,Hawks,True,30,s:40~l:46~t:30,Charlotte,Bobcats,CHA,Charlotte Bobcats,Bobcats,FE3310,008ca8,False,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/cha.png,002B5C,002b5c,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/atl.png,2008,1827,State Farm Arena,Atlanta,GA,16888.0,True,,,,,,,
0,271011005,s:40~l:46~e:271011005~c:271011005,2007-10-11T23:00Z,15952,True,False,False,False,[],2007-10-11T23:00Z,18,EXH,0.0,0.0,5,3,STATUS_FINAL,post,True,Final,Final/OT,Final/OT,5,s:40~l:46~t:5,Cleveland,Cavaliers,CLE,Cleveland Cavaliers,Cavaliers,True,8,s:40~l:46~t:8,Detroit,Pistons,DET,Detroit Pistons,Pistons,FA002C,006bb6,True,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/det.png,061642,fdbb30,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/cle.png,2008,3417,Rocket Mortgage FieldHouse,Cleveland,OH,19432.0,False,,,,,,,OT
0,271011018,s:40~l:46~e:271011018~c:271011018,2007-10-11T23:00Z,0,True,False,False,False,[],2007-10-11T23:00Z,18,EXH,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,18,s:40~l:46~t:18,New York,Knicks,NY,New York Knicks,Knicks,True,133,s:40~l:46~t:133,Maccabi Elite,Maccabi,MCC,Maccabi Elite Maccabi,Maccabi,,,True,,225EA8,f58426,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/ny.png,2008,,,,,,,,,,,,,
0,271011023,s:40~l:46~e:271011023~c:271011023,2007-10-11T23:00Z,14098,True,False,False,False,[],2007-10-11T23:00Z,18,EXH,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,23,s:40~l:46~t:23,Sacramento,Kings,SAC,Sacramento Kings,Kings,True,21,s:40~l:46~t:21,Phoenix,Suns,PHX,Phoenix Suns,Suns,23006A,f1f2f3,True,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/phx.png,393996,8e9090,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/sac.png,2008,2247,Sleep Train Arena,Sacramento,CA,17317.0,False,,,,,,,
0,271011013,s:40~l:46~e:271011013~c:271011013,2007-10-12T00:00Z,10300,True,False,False,False,[],2007-10-12T00:00Z,18,EXH,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,13,s:40~l:46~t:13,Los Angeles,Lakers,LAL,Los Angeles Lakers,Lakers,True,9,s:40~l:46~t:9,Golden State,Warriors,GS,Golden State Warriors,Warriors,00275D,fdb927,True,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/gs.png,542582,552582,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/lal.png,2008,,,,,,,,,,,,,
0,271011010,s:40~l:46~e:271011010~c:271011010,2007-10-12T00:30Z,0,True,False,False,False,[],2007-10-12T00:30Z,18,EXH,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,10,s:40~l:46~t:10,Houston,Rockets,HOU,Houston Rockets,Rockets,True,134,s:40~l:46~t:134,Panathinaikos,Panathinaikos,PNT,Panathinaikos,Panathinaikos,,,False,,D40026,c4ced3,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/hou.png,2008,,,,,,,,,,,,,
0,271012013,s:40~l:46~e:271012013~c:271012013,2007-10-12T05:00Z,0,True,False,False,False,[],2007-10-12T05:00Z,1,STD,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,13,s:40~l:46~t:13,Los Angeles,Lakers,LAL,Los Angeles Lakers,Lakers,True,9,s:40~l:46~t:9,Golden State,Warriors,GS,Golden State Warriors,Warriors,00275D,fdb927,True,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/gs.png,542582,552582,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/lal.png,2008,540,Stan Sheriff Center,Honolulu,HI,10300.0,False,,,,,,,
0,271012007,s:40~l:46~e:271012007~c:271012007,2007-10-12T23:00Z,2345,True,False,False,False,[],2007-10-12T23:00Z,18,EXH,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,7,s:40~l:46~t:7,Denver,Nuggets,DEN,Denver Nuggets,Nuggets,True,22,s:40~l:46~t:22,Portland,Trail Blazers,POR,Portland Trail Blazers,Trail Blazers,000000,bac3c9,True,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/por.png,0860A8,fdb927,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/den.png,2008,2207,Coors Events Center,Boulder,CO,11064.0,False,,,,,,,
0,271012019,s:40~l:46~e:271012019~c:271012019,2007-10-12T23:00Z,15112,True,False,False,False,[],2007-10-12T23:00Z,18,EXH,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,19,s:40~l:46~t:19,Orlando,Magic,ORL,Orlando Magic,Magic,True,14,s:40~l:46~t:14,Miami,Heat,MIA,Miami Heat,Heat,000000,000000,True,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/mia.png,0860A8,c4ced3,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/orl.png,2008,4042,Amway Arena,Orlando,FL,17461.0,False,,,,,,,
0,271012020,s:40~l:46~e:271012020~c:271012020,2007-10-12T23:00Z,8154,True,False,False,False,[],2007-10-12T23:00Z,18,EXH,0.0,0.0,5,3,STATUS_FINAL,post,True,Final,Final/OT,Final/OT,20,s:40~l:46~t:20,Philadelphia,76ers,PHI,Philadelphia 76ers,76ers,True,17,s:40~l:46~t:17,New Jersey,Nets,NJ,New Jersey Nets,Nets,06143F,ffffff,False,,000000,f1f2f3,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/phi.png,2008,1845,Wells Fargo Center,Philadelphia,PA,20155.0,True,,,,,,,OT
0,271012004,s:40~l:46~e:271012004~c:271012004,2007-10-12T23:30Z,19530,True,False,False,False,[],2007-10-12T23:30Z,18,EXH,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,s:40~l:46~t:4,Chicago,Bulls,CHI,Chicago Bulls,Bulls,True,6,s:40~l:46~t:6,Dallas,Mavericks,DAL,Dallas Mavericks,Mavericks,0C479D,c4ced3,True,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/dal.png,000000,000000,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/chi.png,2008,1847,United Center,Chicago,IL,20917.0,False,,,,,,,
0,271012005,s:40~l:46~e:271012005~c:271012005,2007-10-12T23:30Z,15878,True,False,False,False,[],2007-10-12T23:30Z,18,EXH,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,5,s:40~l:46~t:5,Cleveland,Cavaliers,CLE,Cleveland Cavaliers,Cavaliers,True,25,s:40~l:46~t:25,Seattle,SuperSonics,SEA,Seattle SuperSonics,SuperSonics,1C3F2C,f05133,False,,061642,fdbb30,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/cle.png,2008,3417,Rocket Mortgage FieldHouse,Cleveland,OH,19432.0,False,,,,,,,
0,271012008,s:40~l:46~e:271012008~c:271012008,2007-10-12T23:30Z,15557,True,False,False,False,[],2007-10-12T23:30Z,18,EXH,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,8,s:40~l:46~t:8,Detroit,Pistons,DET,Detroit Pistons,Pistons,True,26,s:40~l:46~t:26,Utah,Jazz,UTAH,Utah Jazz,Jazz,06143F,f9a01b,True,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/utah.png,FA002C,006bb6,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/det.png,2008,3419,The Palace of Auburn Hills,Detroit,MI,22076.0,False,,,,,,,
0,271013011,s:40~l:46~e:271013011~c:271013011,2007-10-13T23:00Z,10796,True,False,False,False,[],2007-10-13T23:00Z,18,EXH,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,11,s:40~l:46~t:11,Indiana,Pacers,IND,Indiana Pacers,Pacers,True,25,s:40~l:46~t:25,Seattle,SuperSonics,SEA,Seattle SuperSonics,SuperSonics,1C3F2C,f05133,False,,061642,00275d,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/ind.png,2008,2183,Bankers Life Fieldhouse,Indianapolis,IN,17923.0,True,,,,,,,
0,271013021,s:40~l:46~e:271013021~c:271013021,2007-10-13T23:00Z,1,True,False,False,False,[],2007-10-13T23:00Z,18,EXH,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,21,s:40~l:46~t:21,Phoenix,Suns,PHX,Phoenix Suns,Suns,True,3,s:40~l:46~t:3,New Orleans,Hornets,NO,New Orleans Hornets,Hornets,0093B1,b4975a,False,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/no.png,23006A,f1f2f3,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/phx.png,2008,1949,Phoenix Suns Arena,Phoenix,AZ,18055.0,True,,,,,,,
0,271013027,s:40~l:46~e:271013027~c:271013027,2007-10-13T23:00Z,6375,True,False,False,False,[],2007-10-13T23:00Z,18,EXH,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,27,s:40~l:46~t:27,Washington,Wizards,WSH,Washington Wizards,Wizards,True,6,s:40~l:46~t:6,Dallas,Mavericks,DAL,Dallas Mavericks,Mavericks,0C479D,c4ced3,True,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/dal.png,0E3764,e31837,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/wsh.png,2008,2167,Patriot Center,Fairfax,VA,10000.0,False,,,,,,,
0,271013015,s:40~l:46~e:271013015~c:271013015,2007-10-13T23:30Z,13486,True,False,False,False,[],2007-10-13T23:30Z,18,EXH,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,15,s:40~l:46~t:15,Milwaukee,Bucks,MIL,Milwaukee Bucks,Bucks,True,26,s:40~l:46~t:26,Utah,Jazz,UTAH,Utah Jazz,Jazz,06143F,f9a01b,True,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/utah.png,003813,f0ebd2,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/mil.png,2008,2099,BMO Harris Bradley Center,Milwaukee,WI,18717.0,False,,,,,,,
0,271013030,s:40~l:46~e:271013030~c:271013030,2007-10-13T23:30Z,14526,True,False,False,False,[],2007-10-13T23:30Z,18,EXH,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,30,s:40~l:46~t:30,Charlotte,Bobcats,CHA,Charlotte Bobcats,Bobcats,False,14,s:40~l:46~t:14,Miami,Heat,MIA,Miami Heat,Heat,000000,000000,True,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/mia.png,FE3310,008ca8,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/cha.png,2008,349,Greensboro Coliseum,Greensboro,NC,23500.0,True,,,,,,,
