"id","uid","date","attendance","timeValid","neutralSite","conferenceCompetition","recent","notes","startDate","type.id","type.abbreviation","status.clock","status.displayClock","status.period","status.type.id","status.type.name","status.type.state","status.type.completed","status.type.description","status.type.detail","status.type.shortDetail","home.id","home.uid","home.location","home.name","home.abbreviation","home.displayName","home.shortDisplayName","home.isActive","away.id","away.uid","away.location","away.name","away.abbreviation","away.displayName","away.shortDisplayName","away.color","away.alternateColor","away.isActive","away.logo","home.color","home.alternateColor","home.logo","season","venue.id","venue.fullName","venue.address.city","venue.address.state","venue.capacity","venue.indoor","series.type","series.title","series.summary","series.completed","series.totalCompetitions","series.competitors","status.type.altDetail","game_id","PBP","team_box","player_box"
280325006,"s:40~l:46~e:280325006~c:280325006","2008-03-25T23:30Z",20207,"True","False","False","False","[]","2008-03-25T23:30Z",1,"STD",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",6,"s:40~l:46~t:6","Dallas","Mavericks","DAL","Dallas Mavericks","Mavericks","True",12,"s:40~l:46~t:12","LA","Clippers","LAC","LA Clippers","Clippers","FA0028","f1f2f3","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/lac.png","0C479D","c4ced3","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/dal.png",2008,516,"American Airlines Center","Dallas","TX",19200,"False","","","","",NA,"","",280325006,TRUE,TRUE,TRUE
280325011,"s:40~l:46~e:280325011~c:280325011","2008-03-25T23:00Z",10829,"True","False","False","False","[]","2008-03-25T23:00Z",1,"STD",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",11,"s:40~l:46~t:11","Indiana","Pacers","IND","Indiana Pacers","Pacers","True",3,"s:40~l:46~t:3","New Orleans","Hornets","NO","New Orleans Hornets","Hornets","0093B1","b4975a","False","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/no.png","061642","00275d","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/ind.png",2008,2183,"Bankers Life Fieldhouse","Indianapolis","IN",17923,"True","","","","",NA,"","",280325011,TRUE,TRUE,TRUE
280325019,"s:40~l:46~e:280325019~c:280325019","2008-03-25T23:00Z",17519,"True","False","False","False","[]","2008-03-25T23:00Z",1,"STD",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",19,"s:40~l:46~t:19","Orlando","Magic","ORL","Orlando Magic","Magic","True",24,"s:40~l:46~t:24","San Antonio","Spurs","SA","San Antonio Spurs","Spurs","000000","061922","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/sa.png","0860A8","c4ced3","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/orl.png",2008,4042,"Amway Arena","Orlando","FL",17461,"False","","","","",NA,"","",280325019,TRUE,TRUE,TRUE
280325022,"s:40~l:46~e:280325022~c:280325022","2008-03-25T23:00Z",19980,"True","False","False","False","[]","2008-03-25T23:00Z",1,"STD",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",22,"s:40~l:46~t:22","Portland","Trail Blazers","POR","Portland Trail Blazers","Trail Blazers","True",27,"s:40~l:46~t:27","Washington","Wizards","WSH","Washington Wizards","Wizards","0E3764","e31837","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/wsh.png","000000","bac3c9","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/por.png",2008,3423,"Moda Center","Portland","OR",19441,"False","","","","",NA,"","",280325022,TRUE,TRUE,TRUE
280325026,"s:40~l:46~e:280325026~c:280325026","2008-03-25T23:00Z",19911,"True","False","False","False","[]","2008-03-25T23:00Z",1,"STD",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",26,"s:40~l:46~t:26","Utah","Jazz","UTAH","Utah Jazz","Jazz","True",30,"s:40~l:46~t:30","Charlotte","Bobcats","CHA","Charlotte Bobcats","Bobcats","FE3310","008ca8","False","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/cha.png","06143F","f9a01b","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/utah.png",2008,3093,"Vivint Smart Home Arena","Salt Lake City","UT",18306,"True","","","","",NA,"","",280325026,TRUE,TRUE,TRUE
280324002,"s:40~l:46~e:280324002~c:280324002","2008-03-24T23:30Z",18624,"True","False","False","False","[]","2008-03-24T23:30Z",1,"STD",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",2,"s:40~l:46~t:2","Boston","Celtics","BOS","Boston Celtics","Celtics","True",20,"s:40~l:46~t:20","Philadelphia","76ers","PHI","Philadelphia 76ers","76ers","000000","f1f2f3","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/phi.png","006532","f1f2f3","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/bos.png",2008,1824,"TD Garden","Boston","MA",18624,"False","","","","",NA,"","",280324002,TRUE,TRUE,TRUE
280324008,"s:40~l:46~e:280324008~c:280324008","2008-03-24T23:30Z",22076,"True","False","False","False","[]","2008-03-24T23:30Z",1,"STD",0,"0.0",5,3,"STATUS_FINAL","post","True","Final","Final/OT","Final/OT",8,"s:40~l:46~t:8","Detroit","Pistons","DET","Detroit Pistons","Pistons","True",21,"s:40~l:46~t:21","Phoenix","Suns","PHX","Phoenix Suns","Suns","23006A","f1f2f3","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/phx.png","FA002C","006bb6","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/det.png",2008,3419,"The Palace of Auburn Hills","Detroit","MI",22076,"False","","","","",NA,"","OT",280324008,TRUE,TRUE,TRUE
280324009,"s:40~l:46~e:280324009~c:280324009","2008-03-24T23:30Z",20713,"True","False","False","False","[]","2008-03-24T23:30Z",1,"STD",0,"0.0",5,3,"STATUS_FINAL","post","True","Final","Final/OT","Final/OT",9,"s:40~l:46~t:9","Golden State","Warriors","GS","Golden State Warriors","Warriors","True",13,"s:40~l:46~t:13","Los Angeles","Lakers","LAL","Los Angeles Lakers","Lakers","542582","552582","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/lal.png","00275D","fdb927","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/gs.png",2008,2465,"ORACLE Arena","Oakland","CA",19596,"False","","","","",NA,"","OT",280324009,TRUE,TRUE,TRUE
280324010,"s:40~l:46~e:280324010~c:280324010","2008-03-24T23:30Z",18241,"True","False","False","False","[]","2008-03-24T23:30Z",1,"STD",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",10,"s:40~l:46~t:10","Houston","Rockets","HOU","Houston Rockets","Rockets","True",23,"s:40~l:46~t:23","Sacramento","Kings","SAC","Sacramento Kings","Kings","393996","8e9090","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/sac.png","D40026","c4ced3","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/hou.png",2008,1394,"Toyota Center (Houston)","Houston","TX",18055,"True","","","","",NA,"","",280324010,TRUE,TRUE,TRUE
280324014,"s:40~l:46~e:280324014~c:280324014","2008-03-24T23:30Z",19024,"True","False","False","False","[]","2008-03-24T23:30Z",1,"STD",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",14,"s:40~l:46~t:14","Miami","Heat","MIA","Miami Heat","Heat","True",15,"s:40~l:46~t:15","Milwaukee","Bucks","MIL","Milwaukee Bucks","Bucks","003813","f0ebd2","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/mil.png","000000","000000","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/mia.png",2008,3438,"AmericanAirlines Arena","Miami","FL",19600,"True","","","","",NA,"","",280324014,TRUE,TRUE,TRUE
280324018,"s:40~l:46~e:280324018~c:280324018","2008-03-24T23:30Z",19763,"True","False","False","False","[]","2008-03-24T23:30Z",1,"STD",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",18,"s:40~l:46~t:18","New York","Knicks","NY","New York Knicks","Knicks","True",17,"s:40~l:46~t:17","New Jersey","Nets","NJ","New Jersey Nets","Nets","06143F","ffffff","False","","225EA8","f58426","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/ny.png",2008,1830,"Madison Square Garden","New York","NY",19763,"False","","","","",NA,"","",280324018,TRUE,TRUE,TRUE
280324025,"s:40~l:46~e:280324025~c:280324025","2008-03-24T23:00Z",11292,"True","False","False","False","[]","2008-03-24T23:00Z",1,"STD",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",25,"s:40~l:46~t:25","Seattle","SuperSonics","SEA","Seattle SuperSonics","SuperSonics","False",22,"s:40~l:46~t:22","Portland","Trail Blazers","POR","Portland Trail Blazers","Trail Blazers","000000","bac3c9","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/por.png","1C3F2C","f05133","",2008,2184,"KeyArena","Seattle","WA",17459,"True","","","","",NA,"","",280324025,TRUE,TRUE,TRUE
280324029,"s:40~l:46~e:280324029~c:280324029","2008-03-24T23:00Z",12317,"True","False","False","False","[]","2008-03-24T23:00Z",1,"STD",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",29,"s:40~l:46~t:29","Memphis","Grizzlies","MEM","Memphis Grizzlies","Grizzlies","True",7,"s:40~l:46~t:7","Denver","Nuggets","DEN","Denver Nuggets","Nuggets","0860A8","fdb927","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/den.png","5D76A8","7399c6","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/mem.png",2008,1392,"FedExForum","Memphis","TN",18400,"True","","","","",NA,"","",280324029,TRUE,TRUE,TRUE
280323027,"s:40~l:46~e:280323027~c:280323027","2008-03-24T00:00Z",20173,"True","False","False","False","[]","2008-03-24T00:00Z",1,"STD",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",27,"s:40~l:46~t:27","Washington","Wizards","WSH","Washington Wizards","Wizards","True",8,"s:40~l:46~t:8","Detroit","Pistons","DET","Detroit Pistons","Pistons","FA002C","006bb6","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/det.png","0E3764","e31837","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/wsh.png",2008,1823,"Capital One Arena","Washington","DC",20600,"True","","","","",NA,"","",280323027,TRUE,TRUE,TRUE
280323013,"s:40~l:46~e:280323013~c:280323013","2008-03-23T22:30Z",18997,"True","False","False","False","[]","2008-03-23T22:30Z",1,"STD",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",13,"s:40~l:46~t:13","Los Angeles","Lakers","LAL","Los Angeles Lakers","Lakers","True",9,"s:40~l:46~t:9","Golden State","Warriors","GS","Golden State Warriors","Warriors","00275D","fdb927","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/gs.png","542582","552582","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/lal.png",2008,1841,"STAPLES Center","Los Angeles","CA",19068,"True","","","","",NA,"","",280323013,TRUE,TRUE,TRUE
280323028,"s:40~l:46~e:280323028~c:280323028","2008-03-23T19:30Z",19800,"True","False","False","False","[]","2008-03-23T19:30Z",1,"STD",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",28,"s:40~l:46~t:28","Toronto","Raptors","TOR","Toronto Raptors","Raptors","True",7,"s:40~l:46~t:7","Denver","Nuggets","DEN","Denver Nuggets","Nuggets","0860A8","fdb927","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/den.png","CE0F41","061922","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/tor.png",2008,1838,"Scotiabank Arena","Toronto","ON",19800,"False","","","","",NA,"","",280323028,TRUE,TRUE,TRUE
280323006,"s:40~l:46~e:280323006~c:280323006","2008-03-23T16:00Z",20411,"True","False","False","False","[]","2008-03-23T16:00Z",1,"STD",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",6,"s:40~l:46~t:6","Dallas","Mavericks","DAL","Dallas Mavericks","Mavericks","True",24,"s:40~l:46~t:24","San Antonio","Spurs","SA","San Antonio Spurs","Spurs","000000","061922","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/sa.png","0C479D","c4ced3","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/dal.png",2008,516,"American Airlines Center","Dallas","TX",19200,"False","","","","",NA,"","",280323006,TRUE,TRUE,TRUE
280322004,"s:40~l:46~e:280322004~c:280322004","2008-03-22T23:30Z",21752,"True","False","False","False","[]","2008-03-22T23:30Z",1,"STD",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",4,"s:40~l:46~t:4","Chicago","Bulls","CHI","Chicago Bulls","Bulls","True",11,"s:40~l:46~t:11","Indiana","Pacers","IND","Indiana Pacers","Pacers","061642","00275d","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/ind.png","000000","000000","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/chi.png",2008,1847,"United Center","Chicago","IL",20917,"False","","","","",NA,"","",280322004,TRUE,TRUE,TRUE
280322012,"s:40~l:46~e:280322012~c:280322012","2008-03-22T23:30Z",18248,"True","False","False","False","[]","2008-03-22T23:30Z",1,"STD",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",12,"s:40~l:46~t:12","LA","Clippers","LAC","LA Clippers","Clippers","True",22,"s:40~l:46~t:22","Portland","Trail Blazers","POR","Portland Trail Blazers","Trail Blazers","000000","bac3c9","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/por.png","FA0028","f1f2f3","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/lac.png",2008,1841,"STAPLES Center","Los Angeles","CA",19068,"True","","","","",NA,"","",280322012,TRUE,TRUE,TRUE
280322015,"s:40~l:46~e:280322015~c:280322015","2008-03-22T23:30Z",15337,"True","False","False","False","[]","2008-03-22T23:30Z",1,"STD",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",15,"s:40~l:46~t:15","Milwaukee","Bucks","MIL","Milwaukee Bucks","Bucks","True",5,"s:40~l:46~t:5","Cleveland","Cavaliers","CLE","Cleveland Cavaliers","Cavaliers","061642","fdbb30","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/cle.png","003813","f0ebd2","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/mil.png",2008,2099,"BMO Harris Bradley Center","Milwaukee","WI",18717,"False","","","","",NA,"","",280322015,TRUE,TRUE,TRUE
280322001,"s:40~l:46~e:280322001~c:280322001","2008-03-22T23:00Z",18825,"True","False","False","False","[]","2008-03-22T23:00Z",1,"STD",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",1,"s:40~l:46~t:1","Atlanta","Hawks","ATL","Atlanta Hawks","Hawks","True",19,"s:40~l:46~t:19","Orlando","Magic","ORL","Orlando Magic","Magic","0860A8","c4ced3","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/orl.png","002B5C","002b5c","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/atl.png",2008,1827,"State Farm Arena","Atlanta","GA",16888,"True","","","","",NA,"","",280322001,TRUE,TRUE,TRUE
280322003,"s:40~l:46~e:280322003~c:280322003","2008-03-22T23:00Z",18280,"True","False","False","False","[]","2008-03-22T23:00Z",1,"STD",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",3,"s:40~l:46~t:3","New Orleans","Hornets","NO","New Orleans Hornets","Hornets","False",2,"s:40~l:46~t:2","Boston","Celtics","BOS","Boston Celtics","Celtics","006532","f1f2f3","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/bos.png","0093B1","b4975a","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/no.png",2008,985,"Smoothie King Center","New Orleans","LA",16867,"True","","","","",NA,"","",280322003,TRUE,TRUE,TRUE
280322016,"s:40~l:46~e:280322016~c:280322016","2008-03-22T23:00Z",14789,"True","False","False","False","[]","2008-03-22T23:00Z",1,"STD",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",16,"s:40~l:46~t:16","Minnesota","Timberwolves","MIN","Minnesota Timberwolves","Timberwolves","True",18,"s:40~l:46~t:18","New York","Knicks","NY","New York Knicks","Knicks","225EA8","f58426","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/ny.png","0E3764","c4ced3","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/min.png",2008,2029,"Target Center","Minneapolis","MN",19356,"False","","","","",NA,"","",280322016,TRUE,TRUE,TRUE
280322020,"s:40~l:46~e:280322020~c:280322020","2008-03-22T23:00Z",19205,"True","False","False","False","[]","2008-03-22T23:00Z",1,"STD",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",20,"s:40~l:46~t:20","Philadelphia","76ers","PHI","Philadelphia 76ers","76ers","True",17,"s:40~l:46~t:17","New Jersey","Nets","NJ","New Jersey Nets","Nets","06143F","ffffff","False","","000000","f1f2f3","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/phi.png",2008,1845,"Wells Fargo Center","Philadelphia","PA",20155,"True","","","","",NA,"","",280322020,TRUE,TRUE,TRUE
280322021,"s:40~l:46~e:280322021~c:280322021","2008-03-22T23:00Z",18422,"True","False","False","False","[]","2008-03-22T23:00Z",1,"STD",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",21,"s:40~l:46~t:21","Phoenix","Suns","PHX","Phoenix Suns","Suns","True",10,"s:40~l:46~t:10","Houston","Rockets","HOU","Houston Rockets","Rockets","D40026","c4ced3","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/hou.png","23006A","f1f2f3","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/phx.png",2008,1949,"Phoenix Suns Arena","Phoenix","AZ",18055,"True","","","","",NA,"","",280322021,TRUE,TRUE,TRUE
280322026,"s:40~l:46~e:280322026~c:280322026","2008-03-22T23:00Z",19911,"True","False","False","False","[]","2008-03-22T23:00Z",1,"STD",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",26,"s:40~l:46~t:26","Utah","Jazz","UTAH","Utah Jazz","Jazz","True",25,"s:40~l:46~t:25","Seattle","SuperSonics","SEA","Seattle SuperSonics","SuperSonics","1C3F2C","f05133","False","","06143F","f9a01b","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/utah.png",2008,3093,"Vivint Smart Home Arena","Salt Lake City","UT",18306,"True","","","","",NA,"","",280322026,TRUE,TRUE,TRUE
280322029,"s:40~l:46~e:280322029~c:280322029","2008-03-22T23:00Z",11151,"True","False","False","False","[]","2008-03-22T23:00Z",1,"STD",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",29,"s:40~l:46~t:29","Memphis","Grizzlies","MEM","Memphis Grizzlies","Grizzlies","True",23,"s:40~l:46~t:23","Sacramento","Kings","SAC","Sacramento Kings","Kings","393996","8e9090","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/sac.png","5D76A8","7399c6","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/mem.png",2008,1392,"FedExForum","Memphis","TN",18400,"True","","","","",NA,"","",280322029,TRUE,TRUE,TRUE
280322030,"s:40~l:46~e:280322030~c:280322030","2008-03-22T23:00Z",17522,"True","False","False","False","[]","2008-03-22T23:00Z",1,"STD",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",30,"s:40~l:46~t:30","Charlotte","Bobcats","CHA","Charlotte Bobcats","Bobcats","False",14,"s:40~l:46~t:14","Miami","Heat","MIA","Miami Heat","Heat","000000","000000","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/mia.png","FE3310","008ca8","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/cha.png",2008,1893,"Spectrum Center","Charlotte","NC",19077,"False","","","","",NA,"","",280322030,TRUE,TRUE,TRUE
280321005,"s:40~l:46~e:280321005~c:280321005","2008-03-21T23:30Z",20562,"True","False","False","False","[]","2008-03-21T23:30Z",1,"STD",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",5,"s:40~l:46~t:5","Cleveland","Cavaliers","CLE","Cleveland Cavaliers","Cavaliers","True",28,"s:40~l:46~t:28","Toronto","Raptors","TOR","Toronto Raptors","Raptors","CE0F41","061922","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/tor.png","061642","fdbb30","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/cle.png",2008,3417,"Rocket Mortgage FieldHouse","Cleveland","OH",19432,"False","","","","",NA,"","",280321005,TRUE,TRUE,TRUE
280321009,"s:40~l:46~e:280321009~c:280321009","2008-03-21T23:30Z",19824,"True","False","False","False","[]","2008-03-21T23:30Z",1,"STD",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",9,"s:40~l:46~t:9","Golden State","Warriors","GS","Golden State Warriors","Warriors","True",10,"s:40~l:46~t:10","Houston","Rockets","HOU","Houston Rockets","Rockets","D40026","c4ced3","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/hou.png","00275D","fdb927","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/gs.png",2008,2465,"ORACLE Arena","Oakland","CA",19596,"False","","","","",NA,"","",280321009,TRUE,TRUE,TRUE
280321013,"s:40~l:46~e:280321013~c:280321013","2008-03-21T23:30Z",18997,"True","False","False","False","[]","2008-03-21T23:30Z",1,"STD",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",13,"s:40~l:46~t:13","Los Angeles","Lakers","LAL","Los Angeles Lakers","Lakers","True",25,"s:40~l:46~t:25","Seattle","SuperSonics","SEA","Seattle SuperSonics","SuperSonics","1C3F2C","f05133","False","","542582","552582","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/lal.png",2008,1841,"STAPLES Center","Los Angeles","CA",19068,"True","","","","",NA,"","",280321013,TRUE,TRUE,TRUE
280321014,"s:40~l:46~e:280321014~c:280321014","2008-03-21T23:30Z",19345,"True","False","False","False","[]","2008-03-21T23:30Z",1,"STD",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",14,"s:40~l:46~t:14","Miami","Heat","MIA","Miami Heat","Heat","True",27,"s:40~l:46~t:27","Washington","Wizards","WSH","Washington Wizards","Wizards","0E3764","e31837","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/wsh.png","000000","000000","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/mia.png",2008,3438,"AmericanAirlines Arena","Miami","FL",19600,"True","","","","",NA,"","",280321014,TRUE,TRUE,TRUE
280321017,"s:40~l:46~e:280321017~c:280321017","2008-03-21T23:30Z",17949,"True","False","False","False","[]","2008-03-21T23:30Z",1,"STD",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",17,"s:40~l:46~t:17","New Jersey","Nets","NJ","New Jersey Nets","Nets","False",7,"s:40~l:46~t:7","Denver","Nuggets","DEN","Denver Nuggets","Nuggets","0860A8","fdb927","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/den.png","06143F","ffffff","",2008,2562,"IZOD Center","East Rutherford","NJ",19990,"False","","","","",NA,"","",280321017,TRUE,TRUE,TRUE
280321018,"s:40~l:46~e:280321018~c:280321018","2008-03-21T23:30Z",19763,"True","False","False","False","[]","2008-03-21T23:30Z",1,"STD",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",18,"s:40~l:46~t:18","New York","Knicks","NY","New York Knicks","Knicks","True",29,"s:40~l:46~t:29","Memphis","Grizzlies","MEM","Memphis Grizzlies","Grizzlies","5D76A8","7399c6","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/mem.png","225EA8","f58426","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/ny.png",2008,1830,"Madison Square Garden","New York","NY",19763,"False","","","","",NA,"","",280321018,TRUE,TRUE,TRUE
280321024,"s:40~l:46~e:280321024~c:280321024","2008-03-21T23:30Z",18797,"True","False","False","False","[]","2008-03-21T23:30Z",1,"STD",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",24,"s:40~l:46~t:24","San Antonio","Spurs","SA","San Antonio Spurs","Spurs","True",23,"s:40~l:46~t:23","Sacramento","Kings","SAC","Sacramento Kings","Kings","393996","8e9090","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/sac.png","000000","061922","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/sa.png",2008,780,"AT&T Center","San Antonio","TX",18354,"False","","","","",NA,"","",280321024,TRUE,TRUE,TRUE
280321011,"s:40~l:46~e:280321011~c:280321011","2008-03-21T23:00Z",11805,"True","False","False","False","[]","2008-03-21T23:00Z",1,"STD",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",11,"s:40~l:46~t:11","Indiana","Pacers","IND","Indiana Pacers","Pacers","True",16,"s:40~l:46~t:16","Minnesota","Timberwolves","MIN","Minnesota Timberwolves","Timberwolves","0E3764","c4ced3","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/min.png","061642","00275d","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/ind.png",2008,2183,"Bankers Life Fieldhouse","Indianapolis","IN",17923,"True","","","","",NA,"","",280321011,TRUE,TRUE,TRUE
280321019,"s:40~l:46~e:280321019~c:280321019","2008-03-21T23:00Z",17519,"True","False","False","False","[]","2008-03-21T23:00Z",1,"STD",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",19,"s:40~l:46~t:19","Orlando","Magic","ORL","Orlando Magic","Magic","True",20,"s:40~l:46~t:20","Philadelphia","76ers","PHI","Philadelphia 76ers","76ers","000000","f1f2f3","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/phi.png","0860A8","c4ced3","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/orl.png",2008,4042,"Amway Arena","Orlando","FL",17461,"False","","","","",NA,"","",280321019,TRUE,TRUE,TRUE
280321022,"s:40~l:46~e:280321022~c:280321022","2008-03-21T23:00Z",19980,"True","False","False","False","[]","2008-03-21T23:00Z",1,"STD",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",22,"s:40~l:46~t:22","Portland","Trail Blazers","POR","Portland Trail Blazers","Trail Blazers","True",12,"s:40~l:46~t:12","LA","Clippers","LAC","LA Clippers","Clippers","FA0028","f1f2f3","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/lac.png","000000","bac3c9","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/por.png",2008,3423,"Moda Center","Portland","OR",19441,"False","","","","",NA,"","",280321022,TRUE,TRUE,TRUE
280320026,"s:40~l:46~e:280320026~c:280320026","2008-03-21T00:30Z",19911,"True","False","False","False","[]","2008-03-21T00:30Z",1,"STD",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",26,"s:40~l:46~t:26","Utah","Jazz","UTAH","Utah Jazz","Jazz","True",13,"s:40~l:46~t:13","Los Angeles","Lakers","LAL","Los Angeles Lakers","Lakers","542582","552582","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/lal.png","06143F","f9a01b","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/utah.png",2008,3093,"Vivint Smart Home Arena","Salt Lake City","UT",18306,"True","playoff","Playoff Series","LAL win series 4-2","True",7,"[{'id': '26', 'uid': 's:40~l:46~t:26', 'wins': 2, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2008/teams/26?lang=en&region=us'}, {'id': '13', 'uid': 's:40~l:46~t:13', 'wins': 4, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2008/teams/13?lang=en&region=us'}]","",280320026,TRUE,TRUE,TRUE
