"id","uid","date","attendance","timeValid","neutralSite","conferenceCompetition","recent","notes","startDate","type.id","type.abbreviation","status.clock","status.displayClock","status.period","status.type.id","status.type.name","status.type.state","status.type.completed","status.type.description","status.type.detail","status.type.shortDetail","home.id","home.uid","home.location","home.name","home.abbreviation","home.displayName","home.shortDisplayName","home.color","home.alternateColor","home.isActive","home.logo","away.id","away.uid","away.location","away.name","away.abbreviation","away.displayName","away.shortDisplayName","away.color","away.alternateColor","away.isActive","away.logo","season","venue.id","venue.fullName","venue.address.city","venue.address.state","venue.capacity","venue.indoor","status.type.altDetail","series.type","series.title","series.summary","series.completed","series.totalCompetitions","series.competitors","game_id","PBP","team_box","player_box"
240615008,"s:40~l:46~e:240615008~c:240615008","2004-06-16T01:00Z",22076,"True","False","False","False","[{'type': 'event', 'headline': 'FINALS'}]","2004-06-16T01:00Z",17,"FINAL",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",8,"s:40~l:46~t:8","Detroit","Pistons","DET","Detroit Pistons","Pistons","FA002C","006bb6","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/det.png",13,"s:40~l:46~t:13","Los Angeles","Lakers","LAL","Los Angeles Lakers","Lakers","542582","552582","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/lal.png",2004,3419,"The Palace of Auburn Hills","Detroit","MI",22076,"False","","playoff","Playoff Series","DET Wins series 4-1","True",7,"[{'id': '8', 'uid': 's:40~l:46~t:8', 'wins': 4, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2004/teams/8?lang=en&region=us'}, {'id': '13', 'uid': 's:40~l:46~t:13', 'wins': 1, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2004/teams/13?lang=en&region=us'}]",240615008,TRUE,TRUE,TRUE
240613008,"s:40~l:46~e:240613008~c:240613008","2004-06-14T01:00Z",22076,"True","False","False","False","[{'type': 'event', 'headline': 'FINALS'}]","2004-06-14T01:00Z",17,"FINAL",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",8,"s:40~l:46~t:8","Detroit","Pistons","DET","Detroit Pistons","Pistons","FA002C","006bb6","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/det.png",13,"s:40~l:46~t:13","Los Angeles","Lakers","LAL","Los Angeles Lakers","Lakers","542582","552582","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/lal.png",2004,3419,"The Palace of Auburn Hills","Detroit","MI",22076,"False","","playoff","Playoff Series","DET leads series 3-1","False",7,"[{'id': '8', 'uid': 's:40~l:46~t:8', 'wins': 3, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2004/teams/8?lang=en&region=us'}, {'id': '13', 'uid': 's:40~l:46~t:13', 'wins': 1, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2004/teams/13?lang=en&region=us'}]",240613008,TRUE,TRUE,TRUE
240610008,"s:40~l:46~e:240610008~c:240610008","2004-06-11T01:00Z",22076,"True","False","False","False","[{'type': 'event', 'headline': 'FINALS'}]","2004-06-11T01:00Z",17,"FINAL",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",8,"s:40~l:46~t:8","Detroit","Pistons","DET","Detroit Pistons","Pistons","FA002C","006bb6","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/det.png",13,"s:40~l:46~t:13","Los Angeles","Lakers","LAL","Los Angeles Lakers","Lakers","542582","552582","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/lal.png",2004,3419,"The Palace of Auburn Hills","Detroit","MI",22076,"False","","playoff","Playoff Series","DET leads series 2-1","False",7,"[{'id': '8', 'uid': 's:40~l:46~t:8', 'wins': 2, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2004/teams/8?lang=en&region=us'}, {'id': '13', 'uid': 's:40~l:46~t:13', 'wins': 1, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2004/teams/13?lang=en&region=us'}]",240610008,TRUE,TRUE,TRUE
240608013,"s:40~l:46~e:240608013~c:240608013","2004-06-08T22:00Z",18997,"True","False","False","False","[{'type': 'event', 'headline': 'FINALS'}]","2004-06-08T22:00Z",17,"FINAL",0,"0.0",5,3,"STATUS_FINAL","post","True","Final","Final/OT","Final/OT",13,"s:40~l:46~t:13","Los Angeles","Lakers","LAL","Los Angeles Lakers","Lakers","542582","552582","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/lal.png",8,"s:40~l:46~t:8","Detroit","Pistons","DET","Detroit Pistons","Pistons","FA002C","006bb6","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/det.png",2004,1841,"STAPLES Center","Los Angeles","CA",19068,"True","OT","playoff","Playoff Series","Series tied 1-1","False",7,"[{'id': '13', 'uid': 's:40~l:46~t:13', 'wins': 1, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2004/teams/13?lang=en&region=us'}, {'id': '8', 'uid': 's:40~l:46~t:8', 'wins': 1, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2004/teams/8?lang=en&region=us'}]",240608013,TRUE,TRUE,TRUE
240606013,"s:40~l:46~e:240606013~c:240606013","2004-06-06T22:00Z",18997,"True","False","False","False","[{'type': 'event', 'headline': 'FINALS'}]","2004-06-06T22:00Z",17,"FINAL",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",13,"s:40~l:46~t:13","Los Angeles","Lakers","LAL","Los Angeles Lakers","Lakers","542582","552582","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/lal.png",8,"s:40~l:46~t:8","Detroit","Pistons","DET","Detroit Pistons","Pistons","FA002C","006bb6","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/det.png",2004,1841,"STAPLES Center","Los Angeles","CA",19068,"True","","playoff","Playoff Series","DET leads series 1-0","False",7,"[{'id': '13', 'uid': 's:40~l:46~t:13', 'wins': 0, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2004/teams/13?lang=en&region=us'}, {'id': '8', 'uid': 's:40~l:46~t:8', 'wins': 1, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2004/teams/8?lang=en&region=us'}]",240606013,TRUE,TRUE,TRUE
240601008,"s:40~l:46~e:240601008~c:240601008","2004-06-02T00:00Z",22076,"True","False","False","False","[{'type': 'event', 'headline': 'PLAYOFFS'}]","2004-06-02T00:00Z",16,"SEMI",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",8,"s:40~l:46~t:8","Detroit","Pistons","DET","Detroit Pistons","Pistons","FA002C","006bb6","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/det.png",11,"s:40~l:46~t:11","Indiana","Pacers","IND","Indiana Pacers","Pacers","061642","00275d","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/ind.png",2004,3419,"The Palace of Auburn Hills","Detroit","MI",22076,"False","","playoff","Playoff Series","DET Wins series 4-2","True",7,"[{'id': '8', 'uid': 's:40~l:46~t:8', 'wins': 4, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2004/teams/8?lang=en&region=us'}, {'id': '11', 'uid': 's:40~l:46~t:11', 'wins': 2, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2004/teams/11?lang=en&region=us'}]",240601008,TRUE,TRUE,TRUE
240531013,"s:40~l:46~e:240531013~c:240531013","2004-05-31T22:00Z",18997,"True","False","False","False","[{'type': 'event', 'headline': 'PLAYOFFS'}]","2004-05-31T22:00Z",16,"SEMI",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",13,"s:40~l:46~t:13","Los Angeles","Lakers","LAL","Los Angeles Lakers","Lakers","542582","552582","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/lal.png",16,"s:40~l:46~t:16","Minnesota","Timberwolves","MIN","Minnesota Timberwolves","Timberwolves","0E3764","c4ced3","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/min.png",2004,1841,"STAPLES Center","Los Angeles","CA",19068,"True","","playoff","Playoff Series","LAL win series 4-2","True",7,"[{'id': '13', 'uid': 's:40~l:46~t:13', 'wins': 4, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2004/teams/13?lang=en&region=us'}, {'id': '16', 'uid': 's:40~l:46~t:16', 'wins': 2, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2004/teams/16?lang=en&region=us'}]",240531013,TRUE,TRUE,TRUE
240530011,"s:40~l:46~e:240530011~c:240530011","2004-05-30T23:00Z",18345,"True","False","False","False","[{'type': 'event', 'headline': 'PLAYOFFS'}]","2004-05-30T23:00Z",16,"SEMI",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",11,"s:40~l:46~t:11","Indiana","Pacers","IND","Indiana Pacers","Pacers","061642","00275d","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/ind.png",8,"s:40~l:46~t:8","Detroit","Pistons","DET","Detroit Pistons","Pistons","FA002C","006bb6","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/det.png",2004,2183,"Bankers Life Fieldhouse","Indianapolis","IN",17923,"True","","playoff","Playoff Series","DET leads series 3-2","False",7,"[{'id': '11', 'uid': 's:40~l:46~t:11', 'wins': 2, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2004/teams/11?lang=en&region=us'}, {'id': '8', 'uid': 's:40~l:46~t:8', 'wins': 3, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2004/teams/8?lang=en&region=us'}]",240530011,TRUE,TRUE,TRUE
240529016,"s:40~l:46~e:240529016~c:240529016","2004-05-29T23:30Z",20109,"True","False","False","False","[{'type': 'event', 'headline': 'PLAYOFFS'}]","2004-05-29T23:30Z",16,"SEMI",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",16,"s:40~l:46~t:16","Minnesota","Timberwolves","MIN","Minnesota Timberwolves","Timberwolves","0E3764","c4ced3","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/min.png",13,"s:40~l:46~t:13","Los Angeles","Lakers","LAL","Los Angeles Lakers","Lakers","542582","552582","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/lal.png",2004,2029,"Target Center","Minneapolis","MN",19356,"False","","playoff","Playoff Series","LAL lead 3-2","False",7,"[{'id': '16', 'uid': 's:40~l:46~t:16', 'wins': 2, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2004/teams/16?lang=en&region=us'}, {'id': '13', 'uid': 's:40~l:46~t:13', 'wins': 3, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2004/teams/13?lang=en&region=us'}]",240529016,TRUE,TRUE,TRUE
240528008,"s:40~l:46~e:240528008~c:240528008","2004-05-29T00:00Z",22076,"True","False","False","False","[{'type': 'event', 'headline': 'PLAYOFFS'}]","2004-05-29T00:00Z",16,"SEMI",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",8,"s:40~l:46~t:8","Detroit","Pistons","DET","Detroit Pistons","Pistons","FA002C","006bb6","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/det.png",11,"s:40~l:46~t:11","Indiana","Pacers","IND","Indiana Pacers","Pacers","061642","00275d","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/ind.png",2004,3419,"The Palace of Auburn Hills","Detroit","MI",22076,"False","","playoff","Playoff Series","Series tied 2-2","False",7,"[{'id': '8', 'uid': 's:40~l:46~t:8', 'wins': 2, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2004/teams/8?lang=en&region=us'}, {'id': '11', 'uid': 's:40~l:46~t:11', 'wins': 2, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2004/teams/11?lang=en&region=us'}]",240528008,TRUE,TRUE,TRUE
240527013,"s:40~l:46~e:240527013~c:240527013","2004-05-27T22:00Z",18997,"True","False","False","False","[{'type': 'event', 'headline': 'PLAYOFFS'}]","2004-05-27T22:00Z",16,"SEMI",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",13,"s:40~l:46~t:13","Los Angeles","Lakers","LAL","Los Angeles Lakers","Lakers","542582","552582","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/lal.png",16,"s:40~l:46~t:16","Minnesota","Timberwolves","MIN","Minnesota Timberwolves","Timberwolves","0E3764","c4ced3","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/min.png",2004,1841,"STAPLES Center","Los Angeles","CA",19068,"True","","playoff","Playoff Series","LAL lead 3-1","False",7,"[{'id': '13', 'uid': 's:40~l:46~t:13', 'wins': 3, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2004/teams/13?lang=en&region=us'}, {'id': '16', 'uid': 's:40~l:46~t:16', 'wins': 1, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2004/teams/16?lang=en&region=us'}]",240527013,TRUE,TRUE,TRUE
240526008,"s:40~l:46~e:240526008~c:240526008","2004-05-27T00:30Z",22076,"True","False","False","False","[{'type': 'event', 'headline': 'PLAYOFFS'}]","2004-05-27T00:30Z",16,"SEMI",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",8,"s:40~l:46~t:8","Detroit","Pistons","DET","Detroit Pistons","Pistons","FA002C","006bb6","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/det.png",11,"s:40~l:46~t:11","Indiana","Pacers","IND","Indiana Pacers","Pacers","061642","00275d","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/ind.png",2004,3419,"The Palace of Auburn Hills","Detroit","MI",22076,"False","","playoff","Playoff Series","DET leads series 2-1","False",7,"[{'id': '8', 'uid': 's:40~l:46~t:8', 'wins': 2, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2004/teams/8?lang=en&region=us'}, {'id': '11', 'uid': 's:40~l:46~t:11', 'wins': 1, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2004/teams/11?lang=en&region=us'}]",240526008,TRUE,TRUE,TRUE
240525013,"s:40~l:46~e:240525013~c:240525013","2004-05-25T22:00Z",18997,"True","False","False","False","[{'type': 'event', 'headline': 'PLAYOFFS'}]","2004-05-25T22:00Z",16,"SEMI",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",13,"s:40~l:46~t:13","Los Angeles","Lakers","LAL","Los Angeles Lakers","Lakers","542582","552582","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/lal.png",16,"s:40~l:46~t:16","Minnesota","Timberwolves","MIN","Minnesota Timberwolves","Timberwolves","0E3764","c4ced3","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/min.png",2004,1841,"STAPLES Center","Los Angeles","CA",19068,"True","","playoff","Playoff Series","LAL lead 2-1","False",7,"[{'id': '13', 'uid': 's:40~l:46~t:13', 'wins': 2, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2004/teams/13?lang=en&region=us'}, {'id': '16', 'uid': 's:40~l:46~t:16', 'wins': 1, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2004/teams/16?lang=en&region=us'}]",240525013,TRUE,TRUE,TRUE
240524011,"s:40~l:46~e:240524011~c:240524011","2004-05-24T23:00Z",18345,"True","False","False","False","[{'type': 'event', 'headline': 'PLAYOFFS'}]","2004-05-24T23:00Z",16,"SEMI",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",11,"s:40~l:46~t:11","Indiana","Pacers","IND","Indiana Pacers","Pacers","061642","00275d","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/ind.png",8,"s:40~l:46~t:8","Detroit","Pistons","DET","Detroit Pistons","Pistons","FA002C","006bb6","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/det.png",2004,2183,"Bankers Life Fieldhouse","Indianapolis","IN",17923,"True","","playoff","Playoff Series","Series tied 1-1","False",7,"[{'id': '11', 'uid': 's:40~l:46~t:11', 'wins': 1, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2004/teams/11?lang=en&region=us'}, {'id': '8', 'uid': 's:40~l:46~t:8', 'wins': 1, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2004/teams/8?lang=en&region=us'}]",240524011,TRUE,TRUE,TRUE
240523016,"s:40~l:46~e:240523016~c:240523016","2004-05-23T23:30Z",19707,"True","False","False","False","[{'type': 'event', 'headline': 'PLAYOFFS'}]","2004-05-23T23:30Z",16,"SEMI",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",16,"s:40~l:46~t:16","Minnesota","Timberwolves","MIN","Minnesota Timberwolves","Timberwolves","0E3764","c4ced3","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/min.png",13,"s:40~l:46~t:13","Los Angeles","Lakers","LAL","Los Angeles Lakers","Lakers","542582","552582","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/lal.png",2004,2029,"Target Center","Minneapolis","MN",19356,"False","","playoff","Playoff Series","Series tied 1-1","False",7,"[{'id': '16', 'uid': 's:40~l:46~t:16', 'wins': 1, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2004/teams/16?lang=en&region=us'}, {'id': '13', 'uid': 's:40~l:46~t:13', 'wins': 1, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2004/teams/13?lang=en&region=us'}]",240523016,TRUE,TRUE,TRUE
240522011,"s:40~l:46~e:240522011~c:240522011","2004-05-22T23:00Z",18345,"True","False","False","False","[{'type': 'event', 'headline': 'PLAYOFFS'}]","2004-05-22T23:00Z",16,"SEMI",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",11,"s:40~l:46~t:11","Indiana","Pacers","IND","Indiana Pacers","Pacers","061642","00275d","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/ind.png",8,"s:40~l:46~t:8","Detroit","Pistons","DET","Detroit Pistons","Pistons","FA002C","006bb6","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/det.png",2004,2183,"Bankers Life Fieldhouse","Indianapolis","IN",17923,"True","","playoff","Playoff Series","IND leads series 1-0","False",7,"[{'id': '11', 'uid': 's:40~l:46~t:11', 'wins': 1, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2004/teams/11?lang=en&region=us'}, {'id': '8', 'uid': 's:40~l:46~t:8', 'wins': 0, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2004/teams/8?lang=en&region=us'}]",240522011,TRUE,TRUE,TRUE
240521016,"s:40~l:46~e:240521016~c:240521016","2004-05-22T00:00Z",19552,"True","False","False","False","[{'type': 'event', 'headline': 'PLAYOFFS'}]","2004-05-22T00:00Z",16,"SEMI",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",16,"s:40~l:46~t:16","Minnesota","Timberwolves","MIN","Minnesota Timberwolves","Timberwolves","0E3764","c4ced3","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/min.png",13,"s:40~l:46~t:13","Los Angeles","Lakers","LAL","Los Angeles Lakers","Lakers","542582","552582","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/lal.png",2004,2029,"Target Center","Minneapolis","MN",19356,"False","","playoff","Playoff Series","LAL lead 1-0","False",7,"[{'id': '16', 'uid': 's:40~l:46~t:16', 'wins': 0, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2004/teams/16?lang=en&region=us'}, {'id': '13', 'uid': 's:40~l:46~t:13', 'wins': 1, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2004/teams/13?lang=en&region=us'}]",240521016,TRUE,TRUE,TRUE
240520008,"s:40~l:46~e:240520008~c:240520008","2004-05-21T00:00Z",22076,"True","False","False","False","[{'type': 'event', 'headline': 'PLAYOFFS'}]","2004-05-21T00:00Z",15,"QTR",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",8,"s:40~l:46~t:8","Detroit","Pistons","DET","Detroit Pistons","Pistons","FA002C","006bb6","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/det.png",17,"s:40~l:46~t:17","New Jersey","Nets","NJ","New Jersey Nets","Nets","06143F","ffffff","False","",2004,3419,"The Palace of Auburn Hills","Detroit","MI",22076,"False","","playoff","Playoff Series","DET Wins series 4-3","True",7,"[{'id': '8', 'uid': 's:40~l:46~t:8', 'wins': 4, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2004/teams/8?lang=en&region=us'}, {'id': '17', 'uid': 's:40~l:46~t:17', 'wins': 3, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2004/teams/17?lang=en&region=us'}]",240520008,TRUE,TRUE,TRUE
240519016,"s:40~l:46~e:240519016~c:240519016","2004-05-19T23:30Z",19944,"True","False","False","False","[{'type': 'event', 'headline': 'PLAYOFFS'}]","2004-05-19T23:30Z",15,"QTR",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",16,"s:40~l:46~t:16","Minnesota","Timberwolves","MIN","Minnesota Timberwolves","Timberwolves","0E3764","c4ced3","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/min.png",23,"s:40~l:46~t:23","Sacramento","Kings","SAC","Sacramento Kings","Kings","393996","8e9090","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/sac.png",2004,2029,"Target Center","Minneapolis","MN",19356,"False","","playoff","Playoff Series","MIN Wins series 4-3","True",7,"[{'id': '16', 'uid': 's:40~l:46~t:16', 'wins': 4, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2004/teams/16?lang=en&region=us'}, {'id': '23', 'uid': 's:40~l:46~t:23', 'wins': 3, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2004/teams/23?lang=en&region=us'}]",240519016,TRUE,TRUE,TRUE
240518014,"s:40~l:46~e:240518014~c:240518014","2004-05-19T00:00Z",20136,"True","False","False","False","[{'type': 'event', 'headline': 'PLAYOFFS'}]","2004-05-19T00:00Z",15,"QTR",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",14,"s:40~l:46~t:14","Miami","Heat","MIA","Miami Heat","Heat","000000","000000","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/mia.png",11,"s:40~l:46~t:11","Indiana","Pacers","IND","Indiana Pacers","Pacers","061642","00275d","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/ind.png",2004,3438,"AmericanAirlines Arena","Miami","FL",19600,"True","","playoff","Playoff Series","IND Wins series 4-2","True",7,"[{'id': '14', 'uid': 's:40~l:46~t:14', 'wins': 2, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2004/teams/14?lang=en&region=us'}, {'id': '11', 'uid': 's:40~l:46~t:11', 'wins': 4, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2004/teams/11?lang=en&region=us'}]",240518014,TRUE,TRUE,TRUE
240516017,"s:40~l:46~e:240516017~c:240516017","2004-05-17T00:00Z",19968,"True","False","False","False","[{'type': 'event', 'headline': 'PLAYOFFS'}]","2004-05-17T00:00Z",15,"QTR",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",17,"s:40~l:46~t:17","New Jersey","Nets","NJ","New Jersey Nets","Nets","06143F","ffffff","False","",8,"s:40~l:46~t:8","Detroit","Pistons","DET","Detroit Pistons","Pistons","FA002C","006bb6","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/det.png",2004,2562,"IZOD Center","East Rutherford","NJ",19990,"False","","playoff","Playoff Series","Series tied 3-3","False",7,"[{'id': '17', 'uid': 's:40~l:46~t:17', 'wins': 3, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2004/teams/17?lang=en&region=us'}, {'id': '8', 'uid': 's:40~l:46~t:8', 'wins': 3, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2004/teams/8?lang=en&region=us'}]",240516017,TRUE,TRUE,TRUE
240516023,"s:40~l:46~e:240516023~c:240516023","2004-05-16T16:30Z",17317,"True","False","False","False","[{'type': 'event', 'headline': 'PLAYOFFS'}]","2004-05-16T16:30Z",15,"QTR",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",23,"s:40~l:46~t:23","Sacramento","Kings","SAC","Sacramento Kings","Kings","393996","8e9090","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/sac.png",16,"s:40~l:46~t:16","Minnesota","Timberwolves","MIN","Minnesota Timberwolves","Timberwolves","0E3764","c4ced3","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/min.png",2004,2247,"Sleep Train Arena","Sacramento","CA",17317,"False","","playoff","Playoff Series","Series tied 3-3","False",7,"[{'id': '23', 'uid': 's:40~l:46~t:23', 'wins': 3, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2004/teams/23?lang=en&region=us'}, {'id': '16', 'uid': 's:40~l:46~t:16', 'wins': 3, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2004/teams/16?lang=en&region=us'}]",240516023,TRUE,TRUE,TRUE
