,id,uid,date,attendance,timeValid,neutralSite,conferenceCompetition,recent,notes,startDate,type.id,type.abbreviation,status.clock,status.displayClock,status.period,status.type.id,status.type.name,status.type.state,status.type.completed,status.type.description,status.type.detail,status.type.shortDetail,home.id,home.uid,home.location,home.name,home.abbreviation,home.displayName,home.shortDisplayName,home.color,home.alternateColor,home.isActive,away.id,away.uid,away.location,away.name,away.abbreviation,away.displayName,away.shortDisplayName,away.color,away.alternateColor,away.isActive,season,home.logo,away.logo,venue.id,venue.fullName,venue.address.city,venue.address.state,venue.capacity,venue.indoor,status.type.altDetail,series.type,series.title,series.summary,series.completed,series.totalCompetitions,series.competitors
0,201110028,s:40~l:46~e:201110028~c:201110028,2000-11-11T00:00Z,19800,True,False,False,False,[],2000-11-11T00:00Z,1,STD,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,28,s:40~l:46~t:28,Toronto,Raptors,TOR,Toronto Raptors,Raptors,CE0F41,061922,True,5,s:40~l:46~t:5,Cleveland,Cavaliers,CLE,Cleveland Cavaliers,Cavaliers,061642,fdbb30,True,2001,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/tor.png,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/cle.png,1838,Scotiabank Arena,Toronto,ON,19800.0,False,,,,,,,
0,201110002,s:40~l:46~e:201110002~c:201110002,2000-11-11T00:30Z,18624,True,False,False,False,[],2000-11-11T00:30Z,1,STD,0.0,0.0,5,3,STATUS_FINAL,post,True,Final,Final/OT,Final/OT,2,s:40~l:46~t:2,Boston,Celtics,BOS,Boston Celtics,Celtics,006532,f1f2f3,True,18,s:40~l:46~t:18,New York,Knicks,NY,New York Knicks,Knicks,225EA8,f58426,True,2001,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/bos.png,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/ny.png,1824,TD Garden,Boston,MA,18624.0,False,OT,,,,,,
0,201110009,s:40~l:46~e:201110009~c:201110009,2000-11-11T00:30Z,17467,True,False,False,False,[],2000-11-11T00:30Z,1,STD,0.0,0.0,5,3,STATUS_FINAL,post,True,Final,Final/OT,Final/OT,9,s:40~l:46~t:9,Golden State,Warriors,GS,Golden State Warriors,Warriors,00275D,fdb927,True,23,s:40~l:46~t:23,Sacramento,Kings,SAC,Sacramento Kings,Kings,393996,8e9090,True,2001,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/gs.png,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/sac.png,2465,ORACLE Arena,Oakland,CA,19596.0,False,OT,,,,,,
0,201110012,s:40~l:46~e:201110012~c:201110012,2000-11-11T00:30Z,10396,True,False,False,False,[],2000-11-11T00:30Z,1,STD,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,12,s:40~l:46~t:12,Los Angeles,Clippers,LAC,Los Angeles Clippers,Clippers,FA0028,f1f2f3,False,1,s:40~l:46~t:1,Atlanta,Hawks,ATL,Atlanta Hawks,Hawks,002B5C,002b5c,True,2001,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/lac.png,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/atl.png,1841,STAPLES Center,Los Angeles,CA,19068.0,True,,,,,,,
0,201111017,s:40~l:46~e:201111017~c:201111017,2000-11-11T18:00Z,14443,True,False,False,False,[],2000-11-11T18:00Z,1,STD,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,17,s:40~l:46~t:17,New Jersey,Nets,NJ,New Jersey Nets,Nets,06143F,ffffff,False,25,s:40~l:46~t:25,Seattle,SuperSonics,SEA,Seattle SuperSonics,SuperSonics,1C3F2C,f05133,False,2001,,,2562,IZOD Center,East Rutherford,NJ,19990.0,False,,,,,,,
0,201111011,s:40~l:46~e:201111011~c:201111011,2000-11-12T00:00Z,18345,True,False,False,False,[],2000-11-12T00:00Z,1,STD,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,11,s:40~l:46~t:11,Indiana,Pacers,IND,Indiana Pacers,Pacers,061642,00275d,True,8,s:40~l:46~t:8,Detroit,Pistons,DET,Detroit Pistons,Pistons,FA002C,006bb6,True,2001,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/ind.png,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/det.png,2183,Bankers Life Fieldhouse,Indianapolis,IN,17923.0,True,,,,,,,
0,201111021,s:40~l:46~e:201111021~c:201111021,2000-11-12T00:00Z,18120,True,False,False,False,[],2000-11-12T00:00Z,1,STD,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,21,s:40~l:46~t:21,Phoenix,Suns,PHX,Phoenix Suns,Suns,23006A,f1f2f3,True,14,s:40~l:46~t:14,Miami,Heat,MIA,Miami Heat,Heat,000000,000000,True,2001,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/phx.png,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/mia.png,1949,Phoenix Suns Arena,Phoenix,AZ,18055.0,True,,,,,,,
0,201111022,s:40~l:46~e:201111022~c:201111022,2000-11-12T00:00Z,19992,True,False,False,False,[],2000-11-12T00:00Z,1,STD,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,22,s:40~l:46~t:22,Portland,Trail Blazers,POR,Portland Trail Blazers,Trail Blazers,000000,bac3c9,True,10,s:40~l:46~t:10,Houston,Rockets,HOU,Houston Rockets,Rockets,D40026,c4ced3,True,2001,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/por.png,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/hou.png,3423,Moda Center,Portland,OR,19441.0,False,,,,,,,
0,201111004,s:40~l:46~e:201111004~c:201111004,2000-11-12T00:30Z,22387,True,False,False,False,[],2000-11-12T00:30Z,1,STD,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,s:40~l:46~t:4,Chicago,Bulls,CHI,Chicago Bulls,Bulls,000000,000000,True,28,s:40~l:46~t:28,Toronto,Raptors,TOR,Toronto Raptors,Raptors,CE0F41,061922,True,2001,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/chi.png,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/tor.png,1847,United Center,Chicago,IL,20917.0,False,,,,,,,
0,201111005,s:40~l:46~e:201111005~c:201111005,2000-11-12T00:30Z,17336,True,False,False,False,[],2000-11-12T00:30Z,1,STD,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,5,s:40~l:46~t:5,Cleveland,Cavaliers,CLE,Cleveland Cavaliers,Cavaliers,061642,fdbb30,True,27,s:40~l:46~t:27,Washington,Wizards,WSH,Washington Wizards,Wizards,0E3764,e31837,True,2001,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/cle.png,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/wsh.png,3417,Rocket Mortgage FieldHouse,Cleveland,OH,19432.0,False,,,,,,,
0,201111015,s:40~l:46~e:201111015~c:201111015,2000-11-12T00:30Z,18717,True,False,False,False,[],2000-11-12T00:30Z,1,STD,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,15,s:40~l:46~t:15,Milwaukee,Bucks,MIL,Milwaukee Bucks,Bucks,003813,f0ebd2,True,16,s:40~l:46~t:16,Minnesota,Timberwolves,MIN,Minnesota Timberwolves,Timberwolves,0E3764,c4ced3,True,2001,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/mil.png,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/min.png,2099,BMO Harris Bradley Center,Milwaukee,WI,18717.0,False,,,,,,,
0,201111018,s:40~l:46~e:201111018~c:201111018,2000-11-12T00:30Z,19763,True,False,False,False,[],2000-11-12T00:30Z,1,STD,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,18,s:40~l:46~t:18,New York,Knicks,NY,New York Knicks,Knicks,225EA8,f58426,True,3,s:40~l:46~t:3,Charlotte,Hornets,CHA,Charlotte Hornets,Hornets,0093B1,b4975a,False,2001,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/ny.png,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/cha.png,1830,Madison Square Garden,New York,NY,19763.0,False,,,,,,,
0,201111024,s:40~l:46~e:201111024~c:201111024,2000-11-12T00:30Z,18556,True,False,False,False,[],2000-11-12T00:30Z,1,STD,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,24,s:40~l:46~t:24,San Antonio,Spurs,SA,San Antonio Spurs,Spurs,000000,061922,True,29,s:40~l:46~t:29,Vancouver,Grizzlies,VAN,Vancouver Grizzlies,Grizzlies,5D76A8,7399c6,False,2001,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/sa.png,,,,,,,,,,,,,,
0,201111020,s:40~l:46~e:201111020~c:201111020,2000-11-12T01:00Z,19258,True,False,False,False,[],2000-11-12T01:00Z,1,STD,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,20,s:40~l:46~t:20,Philadelphia,76ers,PHI,Philadelphia 76ers,76ers,000000,f1f2f3,True,2,s:40~l:46~t:2,Boston,Celtics,BOS,Boston Celtics,Celtics,006532,f1f2f3,True,2001,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/phi.png,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/bos.png,1845,Wells Fargo Center,Philadelphia,PA,20155.0,True,,,,,,,
0,201112008,s:40~l:46~e:201112008~c:201112008,2000-11-12T23:00Z,14289,True,False,False,False,[],2000-11-12T23:00Z,1,STD,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,8,s:40~l:46~t:8,Detroit,Pistons,DET,Detroit Pistons,Pistons,FA002C,006bb6,True,25,s:40~l:46~t:25,Seattle,SuperSonics,SEA,Seattle SuperSonics,SuperSonics,1C3F2C,f05133,False,2001,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/det.png,,3419,The Palace of Auburn Hills,Detroit,MI,22076.0,False,,,,,,,
0,201112009,s:40~l:46~e:201112009~c:201112009,2000-11-12T23:00Z,13626,True,False,False,False,[],2000-11-12T23:00Z,1,STD,0.0,0.0,5,3,STATUS_FINAL,post,True,Final,Final/OT,Final/OT,9,s:40~l:46~t:9,Golden State,Warriors,GS,Golden State Warriors,Warriors,00275D,fdb927,True,19,s:40~l:46~t:19,Orlando,Magic,ORL,Orlando Magic,Magic,0860A8,c4ced3,True,2001,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/gs.png,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/orl.png,2465,ORACLE Arena,Oakland,CA,19596.0,False,OT,,,,,,
0,201112023,s:40~l:46~e:201112023~c:201112023,2000-11-12T23:00Z,17317,True,False,False,False,[],2000-11-12T23:00Z,1,STD,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,23,s:40~l:46~t:23,Sacramento,Kings,SAC,Sacramento Kings,Kings,393996,8e9090,True,6,s:40~l:46~t:6,Dallas,Mavericks,DAL,Dallas Mavericks,Mavericks,0C479D,c4ced3,True,2001,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/sac.png,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/dal.png,2247,Sleep Train Arena,Sacramento,CA,17317.0,False,,,,,,,
0,201112013,s:40~l:46~e:201112013~c:201112013,2000-11-12T23:30Z,18997,True,False,False,False,[],2000-11-12T23:30Z,1,STD,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,13,s:40~l:46~t:13,Los Angeles,Lakers,LAL,Los Angeles Lakers,Lakers,542582,552582,True,10,s:40~l:46~t:10,Houston,Rockets,HOU,Houston Rockets,Rockets,D40026,c4ced3,True,2001,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/lal.png,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/hou.png,1841,STAPLES Center,Los Angeles,CA,19068.0,True,,,,,,,
0,201112007,s:40~l:46~e:201112007~c:201112007,2000-11-13T00:00Z,10842,True,False,False,False,[],2000-11-13T00:00Z,1,STD,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,7,s:40~l:46~t:7,Denver,Nuggets,DEN,Denver Nuggets,Nuggets,0860A8,fdb927,True,12,s:40~l:46~t:12,Los Angeles,Clippers,LAC,Los Angeles Clippers,Clippers,FA0028,f1f2f3,False,2001,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/den.png,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/lac.png,892,Ball Arena,Denver,CO,19520.0,True,,,,,,,
0,201113012,s:40~l:46~e:201113012~c:201113012,2000-11-14T00:30Z,9340,True,False,False,False,[],2000-11-14T00:30Z,1,STD,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,12,s:40~l:46~t:12,Los Angeles,Clippers,LAC,Los Angeles Clippers,Clippers,FA0028,f1f2f3,False,6,s:40~l:46~t:6,Dallas,Mavericks,DAL,Dallas Mavericks,Mavericks,0C479D,c4ced3,True,2001,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/lac.png,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/dal.png,1841,STAPLES Center,Los Angeles,CA,19068.0,True,,,,,,,
0,201113017,s:40~l:46~e:201113017~c:201113017,2000-11-14T00:30Z,10704,True,False,False,False,[],2000-11-14T00:30Z,1,STD,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,17,s:40~l:46~t:17,New Jersey,Nets,NJ,New Jersey Nets,Nets,06143F,ffffff,False,22,s:40~l:46~t:22,Portland,Trail Blazers,POR,Portland Trail Blazers,Trail Blazers,000000,bac3c9,True,2001,,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/por.png,2562,IZOD Center,East Rutherford,NJ,19990.0,False,,,,,,,
0,201114023,s:40~l:46~e:201114023~c:201114023,2000-11-14T22:00Z,17317,True,False,False,False,[],2000-11-14T22:00Z,1,STD,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,23,s:40~l:46~t:23,Sacramento,Kings,SAC,Sacramento Kings,Kings,393996,8e9090,True,19,s:40~l:46~t:19,Orlando,Magic,ORL,Orlando Magic,Magic,0860A8,c4ced3,True,2001,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/sac.png,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/orl.png,2247,Sleep Train Arena,Sacramento,CA,17317.0,False,,,,,,,
0,201114001,s:40~l:46~e:201114001~c:201114001,2000-11-15T00:30Z,12610,True,False,False,False,[],2000-11-15T00:30Z,1,STD,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,1,s:40~l:46~t:1,Atlanta,Hawks,ATL,Atlanta Hawks,Hawks,002B5C,002b5c,True,22,s:40~l:46~t:22,Portland,Trail Blazers,POR,Portland Trail Blazers,Trail Blazers,000000,bac3c9,True,2001,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/atl.png,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/por.png,1827,State Farm Arena,Atlanta,GA,16888.0,True,,,,,,,
0,201114005,s:40~l:46~e:201114005~c:201114005,2000-11-15T00:30Z,13691,True,False,False,False,[],2000-11-15T00:30Z,1,STD,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,5,s:40~l:46~t:5,Cleveland,Cavaliers,CLE,Cleveland Cavaliers,Cavaliers,061642,fdbb30,True,9,s:40~l:46~t:9,Golden State,Warriors,GS,Golden State Warriors,Warriors,00275D,fdb927,True,2001,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/cle.png,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/gs.png,3417,Rocket Mortgage FieldHouse,Cleveland,OH,19432.0,False,,,,,,,
0,201114010,s:40~l:46~e:201114010~c:201114010,2000-11-15T00:30Z,11724,True,False,False,False,[],2000-11-15T00:30Z,1,STD,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,10,s:40~l:46~t:10,Houston,Rockets,HOU,Houston Rockets,Rockets,D40026,c4ced3,True,4,s:40~l:46~t:4,Chicago,Bulls,CHI,Chicago Bulls,Bulls,000000,000000,True,2001,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/hou.png,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/chi.png,,,,,,,,,,,,,
0,201114013,s:40~l:46~e:201114013~c:201114013,2000-11-15T00:30Z,18997,True,False,False,False,[],2000-11-15T00:30Z,1,STD,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,13,s:40~l:46~t:13,Los Angeles,Lakers,LAL,Los Angeles Lakers,Lakers,542582,552582,True,7,s:40~l:46~t:7,Denver,Nuggets,DEN,Denver Nuggets,Nuggets,0860A8,fdb927,True,2001,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/lal.png,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/den.png,1841,STAPLES Center,Los Angeles,CA,19068.0,True,,,,,,,
0,201114014,s:40~l:46~e:201114014~c:201114014,2000-11-15T00:30Z,14983,True,False,False,False,[],2000-11-15T00:30Z,1,STD,0.0,0.0,5,3,STATUS_FINAL,post,True,Final,Final/OT,Final/OT,14,s:40~l:46~t:14,Miami,Heat,MIA,Miami Heat,Heat,000000,000000,True,3,s:40~l:46~t:3,Charlotte,Hornets,CHA,Charlotte Hornets,Hornets,0093B1,b4975a,False,2001,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/mia.png,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/cha.png,3438,AmericanAirlines Arena,Miami,FL,19600.0,True,OT,playoff,Playoff Series,CHA leads series 3-0,False,7.0,"[{'id': '14', 'uid': 's:40~l:46~t:14', 'wins': 0, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2001/teams/14?lang=en&region=us'}, {'id': '3', 'uid': 's:40~l:46~t:3', 'wins': 3, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2001/teams/3?lang=en&region=us'}]"
0,201114024,s:40~l:46~e:201114024~c:201114024,2000-11-15T00:30Z,18053,True,False,False,False,[],2000-11-15T00:30Z,1,STD,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,24,s:40~l:46~t:24,San Antonio,Spurs,SA,San Antonio Spurs,Spurs,000000,061922,True,26,s:40~l:46~t:26,Utah,Jazz,UTAH,Utah Jazz,Jazz,06143F,f9a01b,True,2001,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/sa.png,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/utah.png,,,,,,,,,,,,,
0,201114025,s:40~l:46~e:201114025~c:201114025,2000-11-15T00:30Z,17072,True,False,False,False,[],2000-11-15T00:30Z,1,STD,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,25,s:40~l:46~t:25,Seattle,SuperSonics,SEA,Seattle SuperSonics,SuperSonics,1C3F2C,f05133,False,18,s:40~l:46~t:18,New York,Knicks,NY,New York Knicks,Knicks,225EA8,f58426,True,2001,,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/ny.png,2184,KeyArena,Seattle,WA,17459.0,True,,,,,,,
0,201115002,s:40~l:46~e:201115002~c:201115002,2000-11-16T00:00Z,13915,True,False,False,False,[],2000-11-16T00:00Z,1,STD,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,2,s:40~l:46~t:2,Boston,Celtics,BOS,Boston Celtics,Celtics,006532,f1f2f3,True,27,s:40~l:46~t:27,Washington,Wizards,WSH,Washington Wizards,Wizards,0E3764,e31837,True,2001,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/bos.png,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/wsh.png,1824,TD Garden,Boston,MA,18624.0,False,,,,,,,
0,201115015,s:40~l:46~e:201115015~c:201115015,2000-11-16T00:00Z,13217,True,False,False,False,[],2000-11-16T00:00Z,1,STD,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,15,s:40~l:46~t:15,Milwaukee,Bucks,MIL,Milwaukee Bucks,Bucks,003813,f0ebd2,True,1,s:40~l:46~t:1,Atlanta,Hawks,ATL,Atlanta Hawks,Hawks,002B5C,002b5c,True,2001,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/mil.png,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/atl.png,2099,BMO Harris Bradley Center,Milwaukee,WI,18717.0,False,,,,,,,
0,201115016,s:40~l:46~e:201115016~c:201115016,2000-11-16T00:00Z,16034,True,False,False,False,[],2000-11-16T00:00Z,1,STD,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,16,s:40~l:46~t:16,Minnesota,Timberwolves,MIN,Minnesota Timberwolves,Timberwolves,0E3764,c4ced3,True,9,s:40~l:46~t:9,Golden State,Warriors,GS,Golden State Warriors,Warriors,00275D,fdb927,True,2001,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/min.png,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/gs.png,2029,Target Center,Minneapolis,MN,19356.0,False,,,,,,,
0,201115020,s:40~l:46~e:201115020~c:201115020,2000-11-16T00:00Z,16328,True,False,False,False,[],2000-11-16T00:00Z,1,STD,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,20,s:40~l:46~t:20,Philadelphia,76ers,PHI,Philadelphia 76ers,76ers,000000,f1f2f3,True,5,s:40~l:46~t:5,Cleveland,Cavaliers,CLE,Cleveland Cavaliers,Cavaliers,061642,fdbb30,True,2001,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/phi.png,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/cle.png,1845,Wells Fargo Center,Philadelphia,PA,20155.0,True,,,,,,,
0,201115021,s:40~l:46~e:201115021~c:201115021,2000-11-16T00:00Z,16652,True,False,False,False,[],2000-11-16T00:00Z,1,STD,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,21,s:40~l:46~t:21,Phoenix,Suns,PHX,Phoenix Suns,Suns,23006A,f1f2f3,True,6,s:40~l:46~t:6,Dallas,Mavericks,DAL,Dallas Mavericks,Mavericks,0C479D,c4ced3,True,2001,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/phx.png,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/dal.png,1949,Phoenix Suns Arena,Phoenix,AZ,18055.0,True,,,,,,,
0,201115008,s:40~l:46~e:201115008~c:201115008,2000-11-16T00:30Z,14350,True,False,False,False,[],2000-11-16T00:30Z,1,STD,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,8,s:40~l:46~t:8,Detroit,Pistons,DET,Detroit Pistons,Pistons,FA002C,006bb6,True,11,s:40~l:46~t:11,Indiana,Pacers,IND,Indiana Pacers,Pacers,061642,00275d,True,2001,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/det.png,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/ind.png,3419,The Palace of Auburn Hills,Detroit,MI,22076.0,False,,,,,,,
0,201115012,s:40~l:46~e:201115012~c:201115012,2000-11-16T00:30Z,12516,True,False,False,False,[],2000-11-16T00:30Z,1,STD,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,12,s:40~l:46~t:12,Los Angeles,Clippers,LAC,Los Angeles Clippers,Clippers,FA0028,f1f2f3,False,18,s:40~l:46~t:18,New York,Knicks,NY,New York Knicks,Knicks,225EA8,f58426,True,2001,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/lac.png,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/ny.png,1841,STAPLES Center,Los Angeles,CA,19068.0,True,,,,,,,
0,201115017,s:40~l:46~e:201115017~c:201115017,2000-11-16T01:00Z,13504,True,False,False,False,[],2000-11-16T01:00Z,1,STD,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,17,s:40~l:46~t:17,New Jersey,Nets,NJ,New Jersey Nets,Nets,06143F,ffffff,False,14,s:40~l:46~t:14,Miami,Heat,MIA,Miami Heat,Heat,000000,000000,True,2001,,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/mia.png,2562,IZOD Center,East Rutherford,NJ,19990.0,False,,,,,,,
0,201116023,s:40~l:46~e:201116023~c:201116023,2000-11-16T22:00Z,17317,True,False,False,False,[],2000-11-16T22:00Z,1,STD,0.0,0.0,5,3,STATUS_FINAL,post,True,Final,Final/OT,Final/OT,23,s:40~l:46~t:23,Sacramento,Kings,SAC,Sacramento Kings,Kings,393996,8e9090,True,13,s:40~l:46~t:13,Los Angeles,Lakers,LAL,Los Angeles Lakers,Lakers,542582,552582,True,2001,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/sac.png,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/lal.png,2247,Sleep Train Arena,Sacramento,CA,17317.0,False,OT,playoff,Playoff Series,LAL win series 4-0,True,7.0,"[{'id': '23', 'uid': 's:40~l:46~t:23', 'wins': 0, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2001/teams/23?lang=en&region=us'}, {'id': '13', 'uid': 's:40~l:46~t:13', 'wins': 4, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2001/teams/13?lang=en&region=us'}]"
0,201116007,s:40~l:46~e:201116007~c:201116007,2000-11-17T00:00Z,10150,True,False,False,False,[],2000-11-17T00:00Z,1,STD,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,7,s:40~l:46~t:7,Denver,Nuggets,DEN,Denver Nuggets,Nuggets,0860A8,fdb927,True,4,s:40~l:46~t:4,Chicago,Bulls,CHI,Chicago Bulls,Bulls,000000,000000,True,2001,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/den.png,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/chi.png,892,Ball Arena,Denver,CO,19520.0,True,,,,,,,
0,201116026,s:40~l:46~e:201116026~c:201116026,2000-11-17T00:00Z,18851,True,False,False,False,[],2000-11-17T00:00Z,1,STD,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,26,s:40~l:46~t:26,Utah,Jazz,UTAH,Utah Jazz,Jazz,06143F,f9a01b,True,19,s:40~l:46~t:19,Orlando,Magic,ORL,Orlando Magic,Magic,0860A8,c4ced3,True,2001,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/utah.png,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/orl.png,3093,Vivint Smart Home Arena,Salt Lake City,UT,18306.0,True,,,,,,,
0,201116027,s:40~l:46~e:201116027~c:201116027,2000-11-17T00:00Z,19832,True,False,False,False,[],2000-11-17T00:00Z,1,STD,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,27,s:40~l:46~t:27,Washington,Wizards,WSH,Washington Wizards,Wizards,0E3764,e31837,True,24,s:40~l:46~t:24,San Antonio,Spurs,SA,San Antonio Spurs,Spurs,000000,061922,True,2001,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/wsh.png,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/sa.png,1823,Capital One Arena,Washington,DC,20600.0,True,,,,,,,
