id,uid,date,attendance,timeValid,neutralSite,conferenceCompetition,recent,notes,startDate,type.id,type.abbreviation,venue.id,venue.fullName,venue.address.city,venue.address.state,venue.capacity,venue.indoor,status.clock,status.displayClock,status.period,status.type.id,status.type.name,status.type.state,status.type.completed,status.type.description,status.type.detail,status.type.shortDetail,home.id,home.uid,home.location,home.name,home.abbreviation,home.displayName,home.shortDisplayName,home.color,home.alternateColor,home.isActive,home.logo,away.id,away.uid,away.location,away.name,away.abbreviation,away.displayName,away.shortDisplayName,away.color,away.alternateColor,away.isActive,away.logo,game_id,season_type,season,status.type.altDetail,series.type,series.title,series.summary,series.completed,series.totalCompetitions,series.competitors,PBP,player_box
250623024,s:40~l:46~e:250623024~c:250623024,2005-06-24T00:00Z,18797,TRUE,FALSE,FALSE,FALSE,"[{'type': 'event', 'headline': 'FINALS'}]",2005-06-24T00:00Z,17,FINAL,780,AT&T Center,San Antonio,TX,18354,FALSE,0,0.0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,24,s:40~l:46~t:24,San Antonio,Spurs,SA,San Antonio Spurs,Spurs,000000,061922,TRUE,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/sa.png,8,s:40~l:46~t:8,Detroit,Pistons,DET,Detroit Pistons,Pistons,FA002C,006bb6,TRUE,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/det.png,250623024,3,2005,"",playoff,Playoff Series,SA Wins series 4-3,TRUE,7,"[{'id': '24', 'uid': 's:40~l:46~t:24', 'wins': 4, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2005/teams/24?lang=en&region=us'}, {'id': '8', 'uid': 's:40~l:46~t:8', 'wins': 3, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2005/teams/8?lang=en&region=us'}]",TRUE,TRUE
250621024,s:40~l:46~e:250621024~c:250621024,2005-06-22T00:00Z,18797,TRUE,FALSE,FALSE,FALSE,"[{'type': 'event', 'headline': 'FINALS'}]",2005-06-22T00:00Z,17,FINAL,780,AT&T Center,San Antonio,TX,18354,FALSE,0,0.0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,24,s:40~l:46~t:24,San Antonio,Spurs,SA,San Antonio Spurs,Spurs,000000,061922,TRUE,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/sa.png,8,s:40~l:46~t:8,Detroit,Pistons,DET,Detroit Pistons,Pistons,FA002C,006bb6,TRUE,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/det.png,250621024,3,2005,"",playoff,Playoff Series,Series tied 3-3,FALSE,7,"[{'id': '24', 'uid': 's:40~l:46~t:24', 'wins': 3, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2005/teams/24?lang=en&region=us'}, {'id': '8', 'uid': 's:40~l:46~t:8', 'wins': 3, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2005/teams/8?lang=en&region=us'}]",TRUE,TRUE
250619008,s:40~l:46~e:250619008~c:250619008,2005-06-20T01:00Z,22076,TRUE,FALSE,FALSE,FALSE,"[{'type': 'event', 'headline': 'FINALS'}]",2005-06-20T01:00Z,17,FINAL,3419,The Palace of Auburn Hills,Detroit,MI,22076,FALSE,0,0.0,5,3,STATUS_FINAL,post,TRUE,Final,Final/OT,Final/OT,8,s:40~l:46~t:8,Detroit,Pistons,DET,Detroit Pistons,Pistons,FA002C,006bb6,TRUE,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/det.png,24,s:40~l:46~t:24,San Antonio,Spurs,SA,San Antonio Spurs,Spurs,000000,061922,TRUE,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/sa.png,250619008,3,2005,OT,playoff,Playoff Series,SA leads series 3-2,FALSE,7,"[{'id': '8', 'uid': 's:40~l:46~t:8', 'wins': 2, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2005/teams/8?lang=en&region=us'}, {'id': '24', 'uid': 's:40~l:46~t:24', 'wins': 3, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2005/teams/24?lang=en&region=us'}]",TRUE,TRUE
250616008,s:40~l:46~e:250616008~c:250616008,2005-06-17T01:00Z,22076,TRUE,FALSE,FALSE,FALSE,"[{'type': 'event', 'headline': 'FINALS'}]",2005-06-17T01:00Z,17,FINAL,3419,The Palace of Auburn Hills,Detroit,MI,22076,FALSE,0,0.0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,8,s:40~l:46~t:8,Detroit,Pistons,DET,Detroit Pistons,Pistons,FA002C,006bb6,TRUE,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/det.png,24,s:40~l:46~t:24,San Antonio,Spurs,SA,San Antonio Spurs,Spurs,000000,061922,TRUE,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/sa.png,250616008,3,2005,"",playoff,Playoff Series,Series tied 2-2,FALSE,7,"[{'id': '8', 'uid': 's:40~l:46~t:8', 'wins': 2, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2005/teams/8?lang=en&region=us'}, {'id': '24', 'uid': 's:40~l:46~t:24', 'wins': 2, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2005/teams/24?lang=en&region=us'}]",TRUE,TRUE
250614008,s:40~l:46~e:250614008~c:250614008,2005-06-15T01:00Z,22076,TRUE,FALSE,FALSE,FALSE,"[{'type': 'event', 'headline': 'FINALS'}]",2005-06-15T01:00Z,17,FINAL,3419,The Palace of Auburn Hills,Detroit,MI,22076,FALSE,0,0.0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,8,s:40~l:46~t:8,Detroit,Pistons,DET,Detroit Pistons,Pistons,FA002C,006bb6,TRUE,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/det.png,24,s:40~l:46~t:24,San Antonio,Spurs,SA,San Antonio Spurs,Spurs,000000,061922,TRUE,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/sa.png,250614008,3,2005,"",playoff,Playoff Series,SA leads series 2-1,FALSE,7,"[{'id': '8', 'uid': 's:40~l:46~t:8', 'wins': 1, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2005/teams/8?lang=en&region=us'}, {'id': '24', 'uid': 's:40~l:46~t:24', 'wins': 2, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2005/teams/24?lang=en&region=us'}]",TRUE,TRUE
250612024,s:40~l:46~e:250612024~c:250612024,2005-06-13T00:00Z,18797,TRUE,FALSE,FALSE,FALSE,"[{'type': 'event', 'headline': 'FINALS'}]",2005-06-13T00:00Z,17,FINAL,780,AT&T Center,San Antonio,TX,18354,FALSE,0,0.0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,24,s:40~l:46~t:24,San Antonio,Spurs,SA,San Antonio Spurs,Spurs,000000,061922,TRUE,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/sa.png,8,s:40~l:46~t:8,Detroit,Pistons,DET,Detroit Pistons,Pistons,FA002C,006bb6,TRUE,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/det.png,250612024,3,2005,"",playoff,Playoff Series,SA leads series 2-0,FALSE,7,"[{'id': '24', 'uid': 's:40~l:46~t:24', 'wins': 2, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2005/teams/24?lang=en&region=us'}, {'id': '8', 'uid': 's:40~l:46~t:8', 'wins': 0, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2005/teams/8?lang=en&region=us'}]",TRUE,TRUE
250609024,s:40~l:46~e:250609024~c:250609024,2005-06-10T00:00Z,18797,TRUE,FALSE,FALSE,FALSE,"[{'type': 'event', 'headline': 'FINALS'}]",2005-06-10T00:00Z,17,FINAL,780,AT&T Center,San Antonio,TX,18354,FALSE,0,0.0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,24,s:40~l:46~t:24,San Antonio,Spurs,SA,San Antonio Spurs,Spurs,000000,061922,TRUE,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/sa.png,8,s:40~l:46~t:8,Detroit,Pistons,DET,Detroit Pistons,Pistons,FA002C,006bb6,TRUE,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/det.png,250609024,3,2005,"",playoff,Playoff Series,SA leads series 1-0,FALSE,7,"[{'id': '24', 'uid': 's:40~l:46~t:24', 'wins': 1, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2005/teams/24?lang=en&region=us'}, {'id': '8', 'uid': 's:40~l:46~t:8', 'wins': 0, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2005/teams/8?lang=en&region=us'}]",TRUE,TRUE
250606014,s:40~l:46~e:250606014~c:250606014,2005-06-07T00:00Z,20241,TRUE,FALSE,FALSE,FALSE,"[{'type': 'event', 'headline': 'PLAYOFFS'}]",2005-06-07T00:00Z,16,SEMI,3438,FTX Arena,Miami,FL,19600,TRUE,0,0.0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,14,s:40~l:46~t:14,Miami,Heat,MIA,Miami Heat,Heat,000000,000000,TRUE,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/mia.png,8,s:40~l:46~t:8,Detroit,Pistons,DET,Detroit Pistons,Pistons,FA002C,006bb6,TRUE,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/det.png,250606014,3,2005,"",playoff,Playoff Series,DET Wins series 4-3,TRUE,7,"[{'id': '14', 'uid': 's:40~l:46~t:14', 'wins': 3, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2005/teams/14?lang=en&region=us'}, {'id': '8', 'uid': 's:40~l:46~t:8', 'wins': 4, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2005/teams/8?lang=en&region=us'}]",TRUE,TRUE
250604008,s:40~l:46~e:250604008~c:250604008,2005-06-05T00:00Z,22076,TRUE,FALSE,FALSE,FALSE,"[{'type': 'event', 'headline': 'PLAYOFFS'}]",2005-06-05T00:00Z,16,SEMI,3419,The Palace of Auburn Hills,Detroit,MI,22076,FALSE,0,0.0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,8,s:40~l:46~t:8,Detroit,Pistons,DET,Detroit Pistons,Pistons,FA002C,006bb6,TRUE,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/det.png,14,s:40~l:46~t:14,Miami,Heat,MIA,Miami Heat,Heat,000000,000000,TRUE,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/mia.png,250604008,3,2005,"",playoff,Playoff Series,Series tied 3-3,FALSE,7,"[{'id': '8', 'uid': 's:40~l:46~t:8', 'wins': 3, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2005/teams/8?lang=en&region=us'}, {'id': '14', 'uid': 's:40~l:46~t:14', 'wins': 3, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2005/teams/14?lang=en&region=us'}]",TRUE,TRUE
250602014,s:40~l:46~e:250602014~c:250602014,2005-06-03T00:00Z,20225,TRUE,FALSE,FALSE,FALSE,"[{'type': 'event', 'headline': 'PLAYOFFS'}]",2005-06-03T00:00Z,16,SEMI,3438,FTX Arena,Miami,FL,19600,TRUE,0,0.0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,14,s:40~l:46~t:14,Miami,Heat,MIA,Miami Heat,Heat,000000,000000,TRUE,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/mia.png,8,s:40~l:46~t:8,Detroit,Pistons,DET,Detroit Pistons,Pistons,FA002C,006bb6,TRUE,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/det.png,250602014,3,2005,"",playoff,Playoff Series,MIA leads series 3-2,FALSE,7,"[{'id': '14', 'uid': 's:40~l:46~t:14', 'wins': 3, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2005/teams/14?lang=en&region=us'}, {'id': '8', 'uid': 's:40~l:46~t:8', 'wins': 2, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2005/teams/8?lang=en&region=us'}]",TRUE,TRUE
