id,uid,date,attendance,timeValid,neutralSite,conferenceCompetition,recent,notes,startDate,type.id,type.abbreviation,venue.id,venue.fullName,venue.address.city,venue.address.state,venue.capacity,venue.indoor,status.clock,status.displayClock,status.period,status.type.id,status.type.name,status.type.state,status.type.completed,status.type.description,status.type.detail,status.type.shortDetail,home.id,home.uid,home.location,home.name,home.abbreviation,home.displayName,home.shortDisplayName,home.color,home.alternateColor,home.isActive,home.venue.id,home.logo,away.id,away.uid,away.location,away.name,away.abbreviation,away.displayName,away.shortDisplayName,away.color,away.alternateColor,away.isActive,away.venue.id,away.logo,game_id,season_type,season,series.type,series.title,series.summary,series.completed,series.totalCompetitions,series.competitors,status.type.altDetail,PBP,player_box
400876754,s:40~l:46~e:400876754~c:400876754,2016-05-27T01:00Z,19596,TRUE,FALSE,FALSE,FALSE,"[{'type': 'event', 'headline': 'WESTERN CONFERENCE FINALS - GAME 5'}]",2016-05-27T01:00Z,16,SEMI,2465,ORACLE Arena,Oakland,CA,19596,FALSE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,9,s:40~l:46~t:9,Golden State,Warriors,GS,Golden State Warriors,Warriors,00275D,fdb927,TRUE,2465,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/gs.png,25,s:40~l:46~t:25,Oklahoma City,Thunder,OKC,Oklahoma City Thunder,Thunder,C67C03,f05133,TRUE,2559,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/okc.png,400876754,3,2016,playoff,Playoff Series,OKC leads series 3-2,FALSE,7,"[{'id': '9', 'uid': 's:40~l:46~t:9', 'wins': 2, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2016/teams/9?lang=en&region=us'}, {'id': '25', 'uid': 's:40~l:46~t:25', 'wins': 3, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2016/teams/25?lang=en&region=us'}]","",TRUE,TRUE
400876895,s:40~l:46~e:400876895~c:400876895,2016-05-26T00:30Z,20562,TRUE,FALSE,FALSE,FALSE,"[{'type': 'event', 'headline': 'EASTERN CONFERENCE FINALS - GAME 5'}]",2016-05-26T00:30Z,16,SEMI,3417,Rocket Mortgage FieldHouse,Cleveland,OH,19432,FALSE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,5,s:40~l:46~t:5,Cleveland,Cavaliers,CLE,Cleveland Cavaliers,Cavaliers,061642,fdbb30,TRUE,3417,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/cle.png,28,s:40~l:46~t:28,Toronto,Raptors,TOR,Toronto Raptors,Raptors,CE0F41,061922,TRUE,1838,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/tor.png,400876895,3,2016,playoff,Playoff Series,CLE leads series 3-2,FALSE,7,"[{'id': '5', 'uid': 's:40~l:46~t:5', 'wins': 3, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2016/teams/5?lang=en&region=us'}, {'id': '28', 'uid': 's:40~l:46~t:28', 'wins': 2, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2016/teams/28?lang=en&region=us'}]","",TRUE,TRUE
400876753,s:40~l:46~e:400876753~c:400876753,2016-05-25T01:00Z,18203,TRUE,FALSE,FALSE,FALSE,"[{'type': 'event', 'headline': 'WESTERN CONFERENCE FINALS - GAME 4'}]",2016-05-25T01:00Z,16,SEMI,2559,Paycom Center,Oklahoma City,OK,18203,TRUE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,25,s:40~l:46~t:25,Oklahoma City,Thunder,OKC,Oklahoma City Thunder,Thunder,C67C03,f05133,TRUE,2559,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/okc.png,9,s:40~l:46~t:9,Golden State,Warriors,GS,Golden State Warriors,Warriors,00275D,fdb927,TRUE,2465,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/gs.png,400876753,3,2016,playoff,Playoff Series,OKC leads series 3-1,FALSE,7,"[{'id': '25', 'uid': 's:40~l:46~t:25', 'wins': 3, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2016/teams/25?lang=en&region=us'}, {'id': '9', 'uid': 's:40~l:46~t:9', 'wins': 1, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2016/teams/9?lang=en&region=us'}]","",TRUE,TRUE
400876894,s:40~l:46~e:400876894~c:400876894,2016-05-24T00:30Z,20367,TRUE,FALSE,FALSE,FALSE,"[{'type': 'event', 'headline': 'EASTERN CONFERENCE FINALS - GAME 4'}]",2016-05-24T00:30Z,16,SEMI,1838,Scotiabank Arena,Toronto,ON,19800,FALSE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,28,s:40~l:46~t:28,Toronto,Raptors,TOR,Toronto Raptors,Raptors,CE0F41,061922,TRUE,1838,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/tor.png,5,s:40~l:46~t:5,Cleveland,Cavaliers,CLE,Cleveland Cavaliers,Cavaliers,061642,fdbb30,TRUE,3417,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/cle.png,400876894,3,2016,playoff,Playoff Series,Series tied 2-2,FALSE,7,"[{'id': '28', 'uid': 's:40~l:46~t:28', 'wins': 2, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2016/teams/28?lang=en&region=us'}, {'id': '5', 'uid': 's:40~l:46~t:5', 'wins': 2, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2016/teams/5?lang=en&region=us'}]","",TRUE,TRUE
400876752,s:40~l:46~e:400876752~c:400876752,2016-05-23T00:00Z,18203,TRUE,FALSE,FALSE,FALSE,"[{'type': 'event', 'headline': 'WESTERN CONFERENCE FINALS - GAME 3'}]",2016-05-23T00:00Z,16,SEMI,2559,Paycom Center,Oklahoma City,OK,18203,TRUE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,25,s:40~l:46~t:25,Oklahoma City,Thunder,OKC,Oklahoma City Thunder,Thunder,C67C03,f05133,TRUE,2559,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/okc.png,9,s:40~l:46~t:9,Golden State,Warriors,GS,Golden State Warriors,Warriors,00275D,fdb927,TRUE,2465,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/gs.png,400876752,3,2016,playoff,Playoff Series,OKC leads series 2-1,FALSE,7,"[{'id': '25', 'uid': 's:40~l:46~t:25', 'wins': 2, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2016/teams/25?lang=en&region=us'}, {'id': '9', 'uid': 's:40~l:46~t:9', 'wins': 1, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2016/teams/9?lang=en&region=us'}]","",TRUE,TRUE
400876893,s:40~l:46~e:400876893~c:400876893,2016-05-22T00:30Z,20207,TRUE,FALSE,FALSE,FALSE,"[{'type': 'event', 'headline': 'EASTERN CONFERENCE FINALS - GAME 3'}]",2016-05-22T00:30Z,16,SEMI,1838,Scotiabank Arena,Toronto,ON,19800,FALSE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,28,s:40~l:46~t:28,Toronto,Raptors,TOR,Toronto Raptors,Raptors,CE0F41,061922,TRUE,1838,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/tor.png,5,s:40~l:46~t:5,Cleveland,Cavaliers,CLE,Cleveland Cavaliers,Cavaliers,061642,fdbb30,TRUE,3417,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/cle.png,400876893,3,2016,playoff,Playoff Series,CLE leads series 2-1,FALSE,7,"[{'id': '28', 'uid': 's:40~l:46~t:28', 'wins': 1, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2016/teams/28?lang=en&region=us'}, {'id': '5', 'uid': 's:40~l:46~t:5', 'wins': 2, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2016/teams/5?lang=en&region=us'}]","",TRUE,TRUE
400876892,s:40~l:46~e:400876892~c:400876892,2016-05-20T00:30Z,20562,TRUE,FALSE,FALSE,FALSE,"[{'type': 'event', 'headline': 'EASTERN CONFERENCE FINALS - GAME 2'}]",2016-05-20T00:30Z,16,SEMI,3417,Rocket Mortgage FieldHouse,Cleveland,OH,19432,FALSE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,5,s:40~l:46~t:5,Cleveland,Cavaliers,CLE,Cleveland Cavaliers,Cavaliers,061642,fdbb30,TRUE,3417,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/cle.png,28,s:40~l:46~t:28,Toronto,Raptors,TOR,Toronto Raptors,Raptors,CE0F41,061922,TRUE,1838,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/tor.png,400876892,3,2016,playoff,Playoff Series,CLE leads series 2-0,FALSE,7,"[{'id': '5', 'uid': 's:40~l:46~t:5', 'wins': 2, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2016/teams/5?lang=en&region=us'}, {'id': '28', 'uid': 's:40~l:46~t:28', 'wins': 0, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2016/teams/28?lang=en&region=us'}]","",TRUE,TRUE
400876751,s:40~l:46~e:400876751~c:400876751,2016-05-19T01:00Z,19596,TRUE,FALSE,FALSE,FALSE,"[{'type': 'event', 'headline': 'WESTERN CONFERENCE FINALS - GAME 2'}]",2016-05-19T01:00Z,16,SEMI,2465,ORACLE Arena,Oakland,CA,19596,FALSE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,9,s:40~l:46~t:9,Golden State,Warriors,GS,Golden State Warriors,Warriors,00275D,fdb927,TRUE,2465,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/gs.png,25,s:40~l:46~t:25,Oklahoma City,Thunder,OKC,Oklahoma City Thunder,Thunder,C67C03,f05133,TRUE,2559,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/okc.png,400876751,3,2016,playoff,Playoff Series,Series tied 1-1,FALSE,7,"[{'id': '9', 'uid': 's:40~l:46~t:9', 'wins': 1, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2016/teams/9?lang=en&region=us'}, {'id': '25', 'uid': 's:40~l:46~t:25', 'wins': 1, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2016/teams/25?lang=en&region=us'}]","",TRUE,TRUE
400876891,s:40~l:46~e:400876891~c:400876891,2016-05-18T00:30Z,20562,TRUE,FALSE,FALSE,FALSE,"[{'type': 'event', 'headline': 'EASTERN CONFERENCE FINALS - GAME 1'}]",2016-05-18T00:30Z,16,SEMI,3417,Rocket Mortgage FieldHouse,Cleveland,OH,19432,FALSE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,5,s:40~l:46~t:5,Cleveland,Cavaliers,CLE,Cleveland Cavaliers,Cavaliers,061642,fdbb30,TRUE,3417,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/cle.png,28,s:40~l:46~t:28,Toronto,Raptors,TOR,Toronto Raptors,Raptors,CE0F41,061922,TRUE,1838,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/tor.png,400876891,3,2016,playoff,Playoff Series,CLE leads series 1-0,FALSE,7,"[{'id': '5', 'uid': 's:40~l:46~t:5', 'wins': 1, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2016/teams/5?lang=en&region=us'}, {'id': '28', 'uid': 's:40~l:46~t:28', 'wins': 0, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2016/teams/28?lang=en&region=us'}]","",TRUE,TRUE
400876750,s:40~l:46~e:400876750~c:400876750,2016-05-17T01:00Z,19596,TRUE,FALSE,FALSE,FALSE,"[{'type': 'event', 'headline': 'WESTERN CONFERENCE FINALS - GAME 1'}]",2016-05-17T01:00Z,16,SEMI,2465,ORACLE Arena,Oakland,CA,19596,FALSE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,9,s:40~l:46~t:9,Golden State,Warriors,GS,Golden State Warriors,Warriors,00275D,fdb927,TRUE,2465,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/gs.png,25,s:40~l:46~t:25,Oklahoma City,Thunder,OKC,Oklahoma City Thunder,Thunder,C67C03,f05133,TRUE,2559,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/okc.png,400876750,3,2016,playoff,Playoff Series,OKC leads series 1-0,FALSE,7,"[{'id': '9', 'uid': 's:40~l:46~t:9', 'wins': 0, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2016/teams/9?lang=en&region=us'}, {'id': '25', 'uid': 's:40~l:46~t:25', 'wins': 1, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2016/teams/25?lang=en&region=us'}]","",TRUE,TRUE
