id,uid,date,attendance,timeValid,neutralSite,conferenceCompetition,recent,notes,startDate,type.id,type.abbreviation,status.clock,status.displayClock,status.period,status.type.id,status.type.name,status.type.state,status.type.completed,status.type.description,status.type.detail,status.type.shortDetail,home.id,home.uid,home.location,home.name,home.abbreviation,home.displayName,home.shortDisplayName,home.color,home.alternateColor,home.isActive,home.logo,away.id,away.uid,away.location,away.name,away.abbreviation,away.displayName,away.shortDisplayName,away.color,away.alternateColor,away.isActive,away.logo,game_id,season_type,venue.id,venue.fullName,venue.address.city,venue.address.state,venue.capacity,venue.indoor,series.type,series.title,series.summary,series.completed,series.totalCompetitions,series.competitors,season,status.type.altDetail,PBP,player_box
220331001,s:40~l:46~e:220331001~c:220331001,2002-03-31T19:00Z,19841,TRUE,FALSE,FALSE,FALSE,[],2002-03-31T19:00Z,1,STD,8,8.0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,1,s:40~l:46~t:1,Atlanta,Hawks,ATL,Atlanta Hawks,Hawks,002B5C,002b5c,TRUE,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/atl.png,23,s:40~l:46~t:23,Sacramento,Kings,SAC,Sacramento Kings,Kings,393996,8e9090,TRUE,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/sac.png,220331001,2,1827,State Farm Arena,Atlanta,GA,16888,TRUE,"","","",,,"",2002,"",TRUE,TRUE
220331002,s:40~l:46~e:220331002~c:220331002,2002-03-31T17:30Z,18624,TRUE,FALSE,FALSE,FALSE,[],2002-03-31T17:30Z,1,STD,0,0.0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,s:40~l:46~t:2,Boston,Celtics,BOS,Boston Celtics,Celtics,006532,f1f2f3,TRUE,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/bos.png,15,s:40~l:46~t:15,Milwaukee,Bucks,MIL,Milwaukee Bucks,Bucks,003813,f0ebd2,TRUE,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/mil.png,220331002,2,1824,TD Garden,Boston,MA,19156,TRUE,"","","",,,"",2002,"",TRUE,TRUE
220330004,s:40~l:46~e:220330004~c:220330004,2002-03-31T00:30Z,20734,TRUE,FALSE,FALSE,FALSE,[],2002-03-31T00:30Z,1,STD,0,0.0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,s:40~l:46~t:4,Chicago,Bulls,CHI,Chicago Bulls,Bulls,000000,000000,TRUE,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/chi.png,7,s:40~l:46~t:7,Denver,Nuggets,DEN,Denver Nuggets,Nuggets,0860A8,fdb927,TRUE,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/den.png,220330004,2,1847,United Center,Chicago,IL,20917,FALSE,"","","",,,"",2002,"",TRUE,TRUE
220330005,s:40~l:46~e:220330005~c:220330005,2002-03-31T00:30Z,14922,TRUE,FALSE,FALSE,FALSE,[],2002-03-31T00:30Z,1,STD,14,14.0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,5,s:40~l:46~t:5,Cleveland,Cavaliers,CLE,Cleveland Cavaliers,Cavaliers,061642,fdbb30,TRUE,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/cle.png,3,s:40~l:46~t:3,Charlotte,Hornets,CHA,Charlotte Hornets,Hornets,0093B1,b4975a,FALSE,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/cha.png,220330005,2,3417,Rocket Mortgage FieldHouse,Cleveland,OH,19432,FALSE,"","","",,,"",2002,"",TRUE,TRUE
220330010,s:40~l:46~e:220330010~c:220330010,2002-03-31T00:30Z,13448,TRUE,FALSE,FALSE,FALSE,[],2002-03-31T00:30Z,1,STD,0,0.0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,10,s:40~l:46~t:10,Houston,Rockets,HOU,Houston Rockets,Rockets,D40026,c4ced3,TRUE,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/hou.png,21,s:40~l:46~t:21,Phoenix,Suns,PHX,Phoenix Suns,Suns,23006A,f1f2f3,TRUE,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/phx.png,220330010,2,,"","","",,,"","","",,,"",2002,"",TRUE,TRUE
220330012,s:40~l:46~e:220330012~c:220330012,2002-03-31T00:30Z,19513,TRUE,FALSE,FALSE,FALSE,[],2002-03-31T00:30Z,1,STD,12,12.0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,12,s:40~l:46~t:12,LA,Clippers,LAC,LA Clippers,Clippers,FA0028,f1f2f3,TRUE,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/lac.png,26,s:40~l:46~t:26,Utah,Jazz,UTAH,Utah Jazz,Jazz,06143F,f9a01b,TRUE,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/utah.png,220330012,2,1841,STAPLES Center,Los Angeles,CA,19068,TRUE,"","","",,,"",2002,"",TRUE,TRUE
220330022,s:40~l:46~e:220330022~c:220330022,2002-03-31T00:00Z,20390,TRUE,FALSE,FALSE,FALSE,[],2002-03-31T00:00Z,1,STD,0,0.0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,22,s:40~l:46~t:22,Portland,Trail Blazers,POR,Portland Trail Blazers,Trail Blazers,000000,bac3c9,TRUE,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/por.png,25,s:40~l:46~t:25,Seattle,SuperSonics,SEA,Seattle SuperSonics,SuperSonics,1C3F2C,f05133,FALSE,"",220330022,2,3423,Moda Center,Portland,OR,19441,FALSE,"","","",,,"",2002,"",TRUE,TRUE
220330029,s:40~l:46~e:220330029~c:220330029,2002-03-31T00:00Z,14411,TRUE,FALSE,FALSE,FALSE,[],2002-03-31T00:00Z,1,STD,11,11.0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,29,s:40~l:46~t:29,Memphis,Grizzlies,MEM,Memphis Grizzlies,Grizzlies,5D76A8,7399c6,TRUE,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/mem.png,9,s:40~l:46~t:9,Golden State,Warriors,GS,Golden State Warriors,Warriors,00275D,fdb927,TRUE,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/gs.png,220330029,2,,"","","",,,"","","",,,"",2002,"",TRUE,TRUE
220330017,s:40~l:46~e:220330017~c:220330017,2002-03-30T18:00Z,20049,TRUE,FALSE,FALSE,FALSE,[],2002-03-30T18:00Z,1,STD,6,6.0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,17,s:40~l:46~t:17,New Jersey,Nets,NJ,New Jersey Nets,Nets,06143F,ffffff,FALSE,"",20,s:40~l:46~t:20,Philadelphia,76ers,PHI,Philadelphia 76ers,76ers,000000,f1f2f3,TRUE,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/phi.png,220330017,2,2562,IZOD Center,East Rutherford,NJ,19990,FALSE,"","","",,,"",2002,"",TRUE,TRUE
220329008,s:40~l:46~e:220329008~c:220329008,2002-03-30T01:00Z,22076,TRUE,FALSE,FALSE,FALSE,[],2002-03-30T01:00Z,1,STD,0,0.0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,8,s:40~l:46~t:8,Detroit,Pistons,DET,Detroit Pistons,Pistons,FA002C,006bb6,TRUE,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/det.png,9,s:40~l:46~t:9,Golden State,Warriors,GS,Golden State Warriors,Warriors,00275D,fdb927,TRUE,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/gs.png,220329008,2,3419,The Palace of Auburn Hills,Detroit,MI,22076,FALSE,"","","",,,"",2002,"",TRUE,TRUE
220329002,s:40~l:46~e:220329002~c:220329002,2002-03-30T00:30Z,18624,TRUE,FALSE,FALSE,FALSE,[],2002-03-30T00:30Z,1,STD,6,6.0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,s:40~l:46~t:2,Boston,Celtics,BOS,Boston Celtics,Celtics,006532,f1f2f3,TRUE,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/bos.png,6,s:40~l:46~t:6,Dallas,Mavericks,DAL,Dallas Mavericks,Mavericks,0C479D,c4ced3,TRUE,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/dal.png,220329002,2,1824,TD Garden,Boston,MA,19156,TRUE,"","","",,,"",2002,"",TRUE,TRUE
220329003,s:40~l:46~e:220329003~c:220329003,2002-03-30T00:30Z,14092,TRUE,FALSE,FALSE,FALSE,[],2002-03-30T00:30Z,1,STD,0,0.0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,3,s:40~l:46~t:3,Charlotte,Hornets,CHA,Charlotte Hornets,Hornets,0093B1,b4975a,FALSE,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/cha.png,23,s:40~l:46~t:23,Sacramento,Kings,SAC,Sacramento Kings,Kings,393996,8e9090,TRUE,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/sac.png,220329003,2,4043,Charlotte Coliseum,Charlotte,NC,23799,FALSE,"","","",,,"",2002,"",TRUE,TRUE
220329013,s:40~l:46~e:220329013~c:220329013,2002-03-30T00:30Z,18997,TRUE,FALSE,FALSE,FALSE,[],2002-03-30T00:30Z,1,STD,0,0.0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,13,s:40~l:46~t:13,Los Angeles,Lakers,LAL,Los Angeles Lakers,Lakers,542582,552582,TRUE,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/lal.png,22,s:40~l:46~t:22,Portland,Trail Blazers,POR,Portland Trail Blazers,Trail Blazers,000000,bac3c9,TRUE,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/por.png,220329013,2,1841,STAPLES Center,Los Angeles,CA,19068,TRUE,playoff,Playoff Series,LAL lead 3-0,FALSE,7,"[{'id': '13', 'uid': 's:40~l:46~t:13', 'wins': 3, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2002/teams/13?lang=en&region=us'}, {'id': '22', 'uid': 's:40~l:46~t:22', 'wins': 0, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2002/teams/22?lang=en&region=us'}]",2002,"",TRUE,TRUE
220329014,s:40~l:46~e:220329014~c:220329014,2002-03-30T00:30Z,15423,TRUE,FALSE,FALSE,FALSE,[],2002-03-30T00:30Z,1,STD,14,14.0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,14,s:40~l:46~t:14,Miami,Heat,MIA,Miami Heat,Heat,000000,000000,TRUE,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/mia.png,1,s:40~l:46~t:1,Atlanta,Hawks,ATL,Atlanta Hawks,Hawks,002B5C,002b5c,TRUE,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/atl.png,220329014,2,3438,FTX Arena,Miami,FL,19600,TRUE,"","","",,,"",2002,"",TRUE,TRUE
220329018,s:40~l:46~e:220329018~c:220329018,2002-03-30T00:30Z,19763,TRUE,FALSE,FALSE,FALSE,[],2002-03-30T00:30Z,1,STD,15,15.0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,18,s:40~l:46~t:18,New York,Knicks,NY,New York Knicks,Knicks,225EA8,f58426,TRUE,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/ny.png,16,s:40~l:46~t:16,Minnesota,Timberwolves,MIN,Minnesota Timberwolves,Timberwolves,0E3764,c4ced3,TRUE,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/min.png,220329018,2,1830,Madison Square Garden,New York,NY,19763,FALSE,"","","",,,"",2002,"",TRUE,TRUE
220329019,s:40~l:46~e:220329019~c:220329019,2002-03-30T00:30Z,17248,TRUE,FALSE,FALSE,FALSE,[],2002-03-30T00:30Z,1,STD,6,6.0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,19,s:40~l:46~t:19,Orlando,Magic,ORL,Orlando Magic,Magic,0860A8,c4ced3,TRUE,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/orl.png,11,s:40~l:46~t:11,Indiana,Pacers,IND,Indiana Pacers,Pacers,061642,00275d,TRUE,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/ind.png,220329019,2,4042,Amway Arena,Orlando,FL,17461,FALSE,"","","",,,"",2002,"",TRUE,TRUE
220329021,s:40~l:46~e:220329021~c:220329021,2002-03-30T00:00Z,18508,TRUE,FALSE,FALSE,FALSE,[],2002-03-30T00:00Z,1,STD,0,0.0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,21,s:40~l:46~t:21,Phoenix,Suns,PHX,Phoenix Suns,Suns,23006A,f1f2f3,TRUE,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/phx.png,12,s:40~l:46~t:12,LA,Clippers,LAC,LA Clippers,Clippers,FA0028,f1f2f3,TRUE,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/lac.png,220329021,2,1949,Footprint Center,Phoenix,AZ,18055,TRUE,"","","",,,"",2002,"",TRUE,TRUE
220329025,s:40~l:46~e:220329025~c:220329025,2002-03-30T00:00Z,17072,TRUE,FALSE,FALSE,FALSE,[],2002-03-30T00:00Z,1,STD,1,1.0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,25,s:40~l:46~t:25,Seattle,SuperSonics,SEA,Seattle SuperSonics,SuperSonics,1C3F2C,f05133,FALSE,"",24,s:40~l:46~t:24,San Antonio,Spurs,SA,San Antonio Spurs,Spurs,000000,061922,TRUE,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/sa.png,220329025,2,2184,KeyArena,Seattle,WA,17459,TRUE,playoff,Playoff Series,SA leads series 3-2,FALSE,7,"[{'id': '25', 'uid': 's:40~l:46~t:25', 'wins': 2, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2002/teams/25?lang=en&region=us'}, {'id': '24', 'uid': 's:40~l:46~t:24', 'wins': 3, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2002/teams/24?lang=en&region=us'}]",2002,"",TRUE,TRUE
220329027,s:40~l:46~e:220329027~c:220329027,2002-03-30T00:00Z,20674,TRUE,FALSE,FALSE,FALSE,[],2002-03-30T00:00Z,1,STD,1,1.0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,27,s:40~l:46~t:27,Washington,Wizards,WSH,Washington Wizards,Wizards,0E3764,e31837,TRUE,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/wsh.png,15,s:40~l:46~t:15,Milwaukee,Bucks,MIL,Milwaukee Bucks,Bucks,003813,f0ebd2,TRUE,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/mil.png,220329027,2,1823,Capital One Arena,Washington,DC,20600,TRUE,"","","",,,"",2002,"",TRUE,TRUE
220328001,s:40~l:46~e:220328001~c:220328001,2002-03-29T00:30Z,12036,TRUE,FALSE,FALSE,FALSE,[],2002-03-29T00:30Z,1,STD,0,0.0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,1,s:40~l:46~t:1,Atlanta,Hawks,ATL,Atlanta Hawks,Hawks,002B5C,002b5c,TRUE,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/atl.png,28,s:40~l:46~t:28,Toronto,Raptors,TOR,Toronto Raptors,Raptors,CE0F41,061922,TRUE,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/tor.png,220328001,2,1827,State Farm Arena,Atlanta,GA,16888,TRUE,"","","",,,"",2002,"",TRUE,TRUE
220328004,s:40~l:46~e:220328004~c:220328004,2002-03-29T00:30Z,20148,TRUE,FALSE,FALSE,FALSE,[],2002-03-29T00:30Z,1,STD,2,2.0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,s:40~l:46~t:4,Chicago,Bulls,CHI,Chicago Bulls,Bulls,000000,000000,TRUE,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/chi.png,20,s:40~l:46~t:20,Philadelphia,76ers,PHI,Philadelphia 76ers,76ers,000000,f1f2f3,TRUE,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/phi.png,220328004,2,1847,United Center,Chicago,IL,20917,FALSE,"","","",,,"",2002,"",TRUE,TRUE
220328010,s:40~l:46~e:220328010~c:220328010,2002-03-29T00:30Z,12515,TRUE,FALSE,FALSE,FALSE,[],2002-03-29T00:30Z,1,STD,3,3.0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,10,s:40~l:46~t:10,Houston,Rockets,HOU,Houston Rockets,Rockets,D40026,c4ced3,TRUE,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/hou.png,23,s:40~l:46~t:23,Sacramento,Kings,SAC,Sacramento Kings,Kings,393996,8e9090,TRUE,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/sac.png,220328010,2,,"","","",,,"","","",,,"",2002,"",TRUE,TRUE
220328015,s:40~l:46~e:220328015~c:220328015,2002-03-29T00:00Z,18717,TRUE,FALSE,FALSE,FALSE,[],2002-03-29T00:00Z,1,STD,0,0.0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,15,s:40~l:46~t:15,Milwaukee,Bucks,MIL,Milwaukee Bucks,Bucks,003813,f0ebd2,TRUE,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/mil.png,7,s:40~l:46~t:7,Denver,Nuggets,DEN,Denver Nuggets,Nuggets,0860A8,fdb927,TRUE,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/den.png,220328015,2,2099,BMO Harris Bradley Center,Milwaukee,WI,18717,FALSE,"","","",,,"",2002,"",TRUE,TRUE
220328016,s:40~l:46~e:220328016~c:220328016,2002-03-29T00:00Z,19668,TRUE,FALSE,FALSE,FALSE,[],2002-03-29T00:00Z,1,STD,0,0.0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,16,s:40~l:46~t:16,Minnesota,Timberwolves,MIN,Minnesota Timberwolves,Timberwolves,0E3764,c4ced3,TRUE,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/min.png,6,s:40~l:46~t:6,Dallas,Mavericks,DAL,Dallas Mavericks,Mavericks,0C479D,c4ced3,TRUE,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/dal.png,220328016,2,2029,Target Center,Minneapolis,MN,19356,FALSE,playoff,Playoff Series,DAL leads series 3-0,FALSE,7,"[{'id': '16', 'uid': 's:40~l:46~t:16', 'wins': 0, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2002/teams/16?lang=en&region=us'}, {'id': '6', 'uid': 's:40~l:46~t:6', 'wins': 3, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2002/teams/6?lang=en&region=us'}]",2002,"",TRUE,TRUE
220328026,s:40~l:46~e:220328026~c:220328026,2002-03-29T00:00Z,18796,TRUE,FALSE,FALSE,FALSE,[],2002-03-29T00:00Z,1,STD,6,6.0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,26,s:40~l:46~t:26,Utah,Jazz,UTAH,Utah Jazz,Jazz,06143F,f9a01b,TRUE,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/utah.png,5,s:40~l:46~t:5,Cleveland,Cavaliers,CLE,Cleveland Cavaliers,Cavaliers,061642,fdbb30,TRUE,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/cle.png,220328026,2,3093,Vivint Smart Home Arena,Salt Lake City,UT,18306,TRUE,"","","",,,"",2002,"",TRUE,TRUE
220327020,s:40~l:46~e:220327020~c:220327020,2002-03-28T01:00Z,20715,TRUE,FALSE,FALSE,FALSE,[],2002-03-28T01:00Z,1,STD,20,20.0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,20,s:40~l:46~t:20,Philadelphia,76ers,PHI,Philadelphia 76ers,76ers,000000,f1f2f3,TRUE,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/phi.png,17,s:40~l:46~t:17,New Jersey,Nets,NJ,New Jersey Nets,Nets,06143F,ffffff,FALSE,"",220327020,2,1845,Wells Fargo Center,Philadelphia,PA,20155,TRUE,"","","",,,"",2002,"",TRUE,TRUE
220327028,s:40~l:46~e:220327028~c:220327028,2002-03-28T01:00Z,19800,TRUE,FALSE,FALSE,FALSE,[],2002-03-28T01:00Z,1,STD,1,1.0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,28,s:40~l:46~t:28,Toronto,Raptors,TOR,Toronto Raptors,Raptors,CE0F41,061922,TRUE,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/tor.png,14,s:40~l:46~t:14,Miami,Heat,MIA,Miami Heat,Heat,000000,000000,TRUE,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/mia.png,220327028,2,1838,Scotiabank Arena,Toronto,ON,19800,FALSE,"","","",,,"",2002,"",TRUE,TRUE
220327008,s:40~l:46~e:220327008~c:220327008,2002-03-28T00:30Z,18241,TRUE,FALSE,FALSE,FALSE,[],2002-03-28T00:30Z,1,STD,0,0.0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,8,s:40~l:46~t:8,Detroit,Pistons,DET,Detroit Pistons,Pistons,FA002C,006bb6,TRUE,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/det.png,18,s:40~l:46~t:18,New York,Knicks,NY,New York Knicks,Knicks,225EA8,f58426,TRUE,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/ny.png,220327008,2,3419,The Palace of Auburn Hills,Detroit,MI,22076,FALSE,"","","",,,"",2002,"",TRUE,TRUE
220327022,s:40~l:46~e:220327022~c:220327022,2002-03-28T00:30Z,19980,TRUE,FALSE,FALSE,FALSE,[],2002-03-28T00:30Z,1,STD,4,4.0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,22,s:40~l:46~t:22,Portland,Trail Blazers,POR,Portland Trail Blazers,Trail Blazers,000000,bac3c9,TRUE,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/por.png,24,s:40~l:46~t:24,San Antonio,Spurs,SA,San Antonio Spurs,Spurs,000000,061922,TRUE,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/sa.png,220327022,2,3423,Moda Center,Portland,OR,19441,FALSE,"","","",,,"",2002,"",TRUE,TRUE
220327002,s:40~l:46~e:220327002~c:220327002,2002-03-28T00:00Z,14224,TRUE,FALSE,FALSE,FALSE,[],2002-03-28T00:00Z,1,STD,0,0.0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,s:40~l:46~t:2,Boston,Celtics,BOS,Boston Celtics,Celtics,006532,f1f2f3,TRUE,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/bos.png,9,s:40~l:46~t:9,Golden State,Warriors,GS,Golden State Warriors,Warriors,00275D,fdb927,TRUE,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/gs.png,220327002,2,1824,TD Garden,Boston,MA,19156,TRUE,"","","",,,"",2002,"",TRUE,TRUE
220327003,s:40~l:46~e:220327003~c:220327003,2002-03-28T00:00Z,8111,TRUE,FALSE,FALSE,FALSE,[],2002-03-28T00:00Z,1,STD,9,9.0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,3,s:40~l:46~t:3,Charlotte,Hornets,CHA,Charlotte Hornets,Hornets,0093B1,b4975a,FALSE,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/cha.png,19,s:40~l:46~t:19,Orlando,Magic,ORL,Orlando Magic,Magic,0860A8,c4ced3,TRUE,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/orl.png,220327003,2,4043,Charlotte Coliseum,Charlotte,NC,23799,FALSE,playoff,Playoff Series,CHA leads series 3-1,FALSE,7,"[{'id': '3', 'uid': 's:40~l:46~t:3', 'wins': 3, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2002/teams/3?lang=en&region=us'}, {'id': '19', 'uid': 's:40~l:46~t:19', 'wins': 1, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2002/teams/19?lang=en&region=us'}]",2002,"",TRUE,TRUE
220327021,s:40~l:46~e:220327021~c:220327021,2002-03-28T00:00Z,19023,TRUE,FALSE,FALSE,FALSE,[],2002-03-28T00:00Z,1,STD,22,22.0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,21,s:40~l:46~t:21,Phoenix,Suns,PHX,Phoenix Suns,Suns,23006A,f1f2f3,TRUE,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/phx.png,13,s:40~l:46~t:13,Los Angeles,Lakers,LAL,Los Angeles Lakers,Lakers,542582,552582,TRUE,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/lal.png,220327021,2,1949,Footprint Center,Phoenix,AZ,18055,TRUE,"","","",,,"",2002,"",TRUE,TRUE
220327025,s:40~l:46~e:220327025~c:220327025,2002-03-28T00:00Z,13896,TRUE,FALSE,FALSE,FALSE,[],2002-03-28T00:00Z,1,STD,9,9.0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,25,s:40~l:46~t:25,Seattle,SuperSonics,SEA,Seattle SuperSonics,SuperSonics,1C3F2C,f05133,FALSE,"",29,s:40~l:46~t:29,Memphis,Grizzlies,MEM,Memphis Grizzlies,Grizzlies,5D76A8,7399c6,TRUE,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/mem.png,220327025,2,2184,KeyArena,Seattle,WA,17459,TRUE,"","","",,,"",2002,"",TRUE,TRUE
220326001,s:40~l:46~e:220326001~c:220326001,2002-03-27T00:30Z,10405,TRUE,FALSE,FALSE,FALSE,[],2002-03-27T00:30Z,1,STD,6,6.0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,1,s:40~l:46~t:1,Atlanta,Hawks,ATL,Atlanta Hawks,Hawks,002B5C,002b5c,TRUE,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/atl.png,17,s:40~l:46~t:17,New Jersey,Nets,NJ,New Jersey Nets,Nets,06143F,ffffff,FALSE,"",220326001,2,1827,State Farm Arena,Atlanta,GA,16888,TRUE,"","","",,,"",2002,"",TRUE,TRUE
220326013,s:40~l:46~e:220326013~c:220326013,2002-03-27T00:30Z,18997,TRUE,FALSE,FALSE,FALSE,[],2002-03-27T00:30Z,1,STD,1,1.0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,13,s:40~l:46~t:13,Los Angeles,Lakers,LAL,Los Angeles Lakers,Lakers,542582,552582,TRUE,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/lal.png,5,s:40~l:46~t:5,Cleveland,Cavaliers,CLE,Cleveland Cavaliers,Cavaliers,061642,fdbb30,TRUE,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/cle.png,220326013,2,1841,STAPLES Center,Los Angeles,CA,19068,TRUE,"","","",,,"",2002,"",TRUE,TRUE
220326019,s:40~l:46~e:220326019~c:220326019,2002-03-27T00:30Z,15329,TRUE,FALSE,FALSE,FALSE,[],2002-03-27T00:30Z,1,STD,0,0.0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,19,s:40~l:46~t:19,Orlando,Magic,ORL,Orlando Magic,Magic,0860A8,c4ced3,TRUE,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/orl.png,4,s:40~l:46~t:4,Chicago,Bulls,CHI,Chicago Bulls,Bulls,000000,000000,TRUE,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/chi.png,220326019,2,4042,Amway Arena,Orlando,FL,17461,FALSE,"","","",,,"",2002,"",TRUE,TRUE
