coach,coach.link,coach.link.ref,team,year
Danny Manning,history.php?c=Danny+Manning,Danny+Manning,Wake Forest,2019
Mike Hopkins,history.php?c=Mike+Hopkins,Mike+Hopkins,Washington,2019
Ernie Kent,history.php?c=Ernie+Kent,Ernie+Kent,Washington St.,2019
Randy Rahe,history.php?c=Randy+Rahe,Randy+Rahe,Weber St.,2019
Bob Huggins,history.php?c=Bob+Huggins,Bob+Huggins,West Virginia,2019
Mark Prosser,history.php?c=Mark+Prosser,Mark+Prosser,Western Carolina,2019
Billy Wright,history.php?c=Billy+Wright,Billy+Wright,Western Illinois,2019
Rick Stansbury,history.php?c=Rick+Stansbury,Rick+Stansbury,Western Kentucky,2019
Steve Hawkins,history.php?c=Steve+Hawkins,Steve+Hawkins,Western Michigan,2019
Gregg Marshall,history.php?c=Gregg+Marshall,Gregg+Marshall,Wichita St.,2019
Tony Shaver,history.php?c=Tony+Shaver,Tony+Shaver,William & Mary,2019
Pat Kelsey,history.php?c=Pat+Kelsey,Pat+Kelsey,Winthrop,2019
Greg Gard,history.php?c=Greg+Gard,Greg+Gard,Wisconsin,2019
Mike Young,history.php?c=Mike+Young,Mike+Young,Wofford,2019
Scott Nagy,history.php?c=Scott+Nagy,Scott+Nagy,Wright St.,2019
Allen Edwards,history.php?c=Allen+Edwards,Allen+Edwards,Wyoming,2019
Travis Steele,history.php?c=Travis+Steele,Travis+Steele,Xavier,2019
James Jones,history.php?c=James+Jones,James+Jones,Yale,2019
Jerrod Calhoun,history.php?c=Jerrod+Calhoun,Jerrod+Calhoun,Youngstown St.,2019
