coach,coach.link,coach.link.ref,team,year
Dale Layer,history.php?c=Dale+Layer,Dale+Layer,Colorado St.,2004
Joe Jones,history.php?c=Joe+Jones,Joe+Jones,Columbia,2004
Jim Calhoun,history.php?c=Jim+Calhoun,Jim+Calhoun,Connecticut,2004
Ron Mitchell,history.php?c=Ron+Mitchell,Ron+Mitchell,Coppin St.,2004
Steve Donahue,history.php?c=Steve+Donahue,Steve+Donahue,Cornell,2004
Dana Altman,history.php?c=Dana+Altman,Dana+Altman,Creighton,2004
Dave Faucher,history.php?c=Dave+Faucher,Dave+Faucher,Dartmouth,2004
Bob McKillop,history.php?c=Bob+McKillop,Bob+McKillop,Davidson,2004
Brian Gregory,history.php?c=Brian+Gregory,Brian+Gregory,Dayton,2004
David Henderson,history.php?c=David+Henderson,David+Henderson,Delaware,2004
Greg Jackson,history.php?c=Greg+Jackson,Greg+Jackson,Delaware St.,2004
Terry Carroll,history.php?c=Terry+Carroll,Terry+Carroll,Denver,2004
Dave Leitao,history.php?c=Dave+Leitao,Dave+Leitao,DePaul,2004
Perry Watson,history.php?c=Perry+Watson,Perry+Watson,Detroit,2004
Tom Davis,history.php?c=Tom+Davis,Tom+Davis,Drake,2004
Bruiser Flint,history.php?c=Bruiser+Flint,Bruiser+Flint,Drexel,2004
Mike Krzyzewski,history.php?c=Mike+Krzyzewski,Mike+Krzyzewski,Duke,2004
Danny Nee,history.php?c=Danny+Nee,Danny+Nee,Duquesne,2004
Bill Herrion,history.php?c=Bill+Herrion,Bill+Herrion,East Carolina,2004
Murry Bartow,history.php?c=Murry+Bartow,Murry+Bartow,East Tennessee St.,2004
Rick Samuels,history.php?c=Rick+Samuels,Rick+Samuels,Eastern Illinois,2004
Travis Ford,history.php?c=Travis+Ford,Travis+Ford,Eastern Kentucky,2004
Jim Boone,history.php?c=Jim+Boone,Jim+Boone,Eastern Michigan,2004
Ray Giacoletti,history.php?c=Ray+Giacoletti,Ray+Giacoletti,Eastern Washington,2004
Ernie Nestor,history.php?c=Ernie+Nestor,Ernie+Nestor,Elon,2004
Steve Merfeld,history.php?c=Steve+Merfeld,Steve+Merfeld,Evansville,2004
Tim O'Toole,history.php?c=Tim+O%27Toole,Tim+O%27Toole,Fairfield,2004
Tom Green,history.php?c=Tom+Green,Tom+Green,Fairleigh Dickinson,2004
Donnie Marsh,history.php?c=Donnie+Marsh,Donnie+Marsh,FIU,2004
Billy Donovan,history.php?c=Billy+Donovan,Billy+Donovan,Florida,2004
Mike Gillespie,history.php?c=Mike+Gillespie,Mike+Gillespie,Florida A&M,2004
Sidney Green,history.php?c=Sidney+Green,Sidney+Green,Florida Atlantic,2004
Leonard Hamilton,history.php?c=Leonard+Hamilton,Leonard+Hamilton,Florida St.,2004
Dereck Whittenburg,history.php?c=Dereck+Whittenburg,Dereck+Whittenburg,Fordham,2004
Ray Lopes,history.php?c=Ray+Lopes,Ray+Lopes,Fresno St.,2004
Larry Davis,history.php?c=Larry+Davis,Larry+Davis,Furman,2004
Rick Scruggs,history.php?c=Rick+Scruggs,Rick+Scruggs,Gardner Webb,2004
Jim Larranaga,history.php?c=Jim+Larranaga,Jim+Larranaga,George Mason,2004
Karl Hobbs,history.php?c=Karl+Hobbs,Karl+Hobbs,George Washington,2004
Craig Esherick,history.php?c=Craig+Esherick,Craig+Esherick,Georgetown,2004
Dennis Felton,history.php?c=Dennis+Felton,Dennis+Felton,Georgia,2004
Jeff Price,history.php?c=Jeff+Price,Jeff+Price,Georgia Southern,2004
Michael Perry,history.php?c=Michael+Perry,Michael+Perry,Georgia St.,2004
Paul Hewitt,history.php?c=Paul+Hewitt,Paul+Hewitt,Georgia Tech,2004
Mark Few,history.php?c=Mark+Few,Mark+Few,Gonzaga,2004
Larry Wright,history.php?c=Larry+Wright,Larry+Wright,Grambling St.,2004
Tod Kowalczyk,history.php?c=Tod+Kowalczyk,Tod+Kowalczyk,Green Bay,2004
Bobby Collins,history.php?c=Bobby+Collins,Bobby+Collins,Hampton,2004
Larry Harrison,history.php?c=Larry+Harrison,Larry+Harrison,Hartford,2004
Frank Sullivan,history.php?c=Frank+Sullivan,Frank+Sullivan,Harvard,2004
Riley Wallace,history.php?c=Riley+Wallace,Riley+Wallace,Hawaii,2004
Bart Lundy,history.php?c=Bart+Lundy,Bart+Lundy,High Point,2004
Tom Pecora,history.php?c=Tom+Pecora,Tom+Pecora,Hofstra,2004
Ralph Willard,history.php?c=Ralph+Willard,Ralph+Willard,Holy Cross,2004
Ray McCallum,history.php?c=Ray+McCallum,Ray+McCallum,Houston,2004
Frankie Allen,history.php?c=Frankie+Allen,Frankie+Allen,Howard,2004
Leonard Perry,history.php?c=Leonard+Perry,Leonard+Perry,Idaho,2004
Doug Oliver,history.php?c=Doug+Oliver,Doug+Oliver,Idaho St.,2004
Bruce Weber,history.php?c=Bruce+Weber,Bruce+Weber,Illinois,2004
Jimmy Collins,history.php?c=Jimmy+Collins,Jimmy+Collins,Illinois Chicago,2004
Porter Moser,history.php?c=Porter+Moser,Porter+Moser,Illinois St.,2004
Mike Davis,history.php?c=Mike+Davis,Mike+Davis,Indiana,2004
Royce Waltman,history.php?c=Royce+Waltman,Royce+Waltman,Indiana St.,2004
Jeff Ruland,history.php?c=Jeff+Ruland,Jeff+Ruland,Iona,2004
Steve Alford,history.php?c=Steve+Alford,Steve+Alford,Iowa,2004
Wayne Morgan,history.php?c=Wayne+Morgan,Wayne+Morgan,Iowa St.,2004
Doug Noll,history.php?c=Doug+Noll,Doug+Noll,IPFW,2004
Ron Hunter,history.php?c=Ron+Hunter,Ron+Hunter,IUPUI,2004
Tevester Anderson,history.php?c=Tevester+Anderson,Tevester+Anderson,Jackson St.,2004
Hugh Durham,history.php?c=Hugh+Durham,Hugh+Durham,Jacksonville,2004
Mike LaPlante,history.php?c=Mike+LaPlante,Mike+LaPlante,Jacksonville St.,2004
Sherman Dillard,history.php?c=Sherman+Dillard,Sherman+Dillard,James Madison,2004
Bill Self,history.php?c=Bill+Self,Bill+Self,Kansas,2004
Jim Wooldridge,history.php?c=Jim+Wooldridge,Jim+Wooldridge,Kansas St.,2004
Jim Christian,history.php?c=Jim+Christian,Jim+Christian,Kent St.,2004
Tubby Smith,history.php?c=Tubby+Smith,Tubby+Smith,Kentucky,2004
Billy Hahn,history.php?c=Billy+Hahn,Billy+Hahn,La Salle,2004
Fran O'Hanlon,history.php?c=Fran+O%27Hanlon,Fran+O%27Hanlon,Lafayette,2004
Billy Tubbs,history.php?c=Billy+Tubbs,Billy+Tubbs,Lamar,2004
Billy Taylor,history.php?c=Billy+Taylor,Billy+Taylor,Lehigh,2004
Randy Dunton,history.php?c=Randy+Dunton,Randy+Dunton,Liberty,2004
Scott Sanderson,history.php?c=Scott+Sanderson,Scott+Sanderson,Lipscomb,2004
Jim Ferry,history.php?c=Jim+Ferry,Jim+Ferry,LIU Brooklyn,2004
Larry Reynolds,history.php?c=Larry+Reynolds,Larry+Reynolds,Long Beach St.,2004
Jessie Evans,history.php?c=Jessie+Evans,Jessie+Evans,Louisiana Lafayette,2004
Mike Vining,history.php?c=Mike+Vining,Mike+Vining,Louisiana Monroe,2004
Keith Richard,history.php?c=Keith+Richard,Keith+Richard,Louisiana Tech,2004
Rick Pitino,history.php?c=Rick+Pitino,Rick+Pitino,Louisville,2004
Larry Farmer,history.php?c=Larry+Farmer,Larry+Farmer,Loyola Chicago,2004
Steve Aggers,history.php?c=Steve+Aggers,Steve+Aggers,Loyola Marymount,2004
Scott Hicks,history.php?c=Scott+Hicks,Scott+Hicks,Loyola MD,2004
John Brady,history.php?c=John+Brady,John+Brady,LSU,2004
Ted Woodward,history.php?c=Ted+Woodward,Ted+Woodward,Maine,2004
Bobby Gonzalez,history.php?c=Bobby+Gonzalez,Bobby+Gonzalez,Manhattan,2004
Dave Magarity,history.php?c=Dave+Magarity,Dave+Magarity,Marist,2004
Tom Crean,history.php?c=Tom+Crean,Tom+Crean,Marquette,2004
Ron Jirsa,history.php?c=Ron+Jirsa,Ron+Jirsa,Marshall,2004
Gary Williams,history.php?c=Gary+Williams,Gary+Williams,Maryland,2004
Thomas Trotter,history.php?c=Thomas+Trotter,Thomas+Trotter,Maryland Eastern Shore,2004
Steve Lappas,history.php?c=Steve+Lappas,Steve+Lappas,Massachusetts,2004
Tic Price,history.php?c=Tic+Price,Tic+Price,McNeese St.,2004
John Calipari,history.php?c=John+Calipari,John+Calipari,Memphis,2004
Mark Slonaker,history.php?c=Mark+Slonaker,Mark+Slonaker,Mercer,2004
Perry Clark,history.php?c=Perry+Clark,Perry+Clark,Miami FL,2004
Charlie Coles,history.php?c=Charlie+Coles,Charlie+Coles,Miami OH,2004
Tommy Amaker,history.php?c=Tommy+Amaker,Tommy+Amaker,Michigan,2004
Tom Izzo,history.php?c=Tom+Izzo,Tom+Izzo,Michigan St.,2004
Kermit Davis Jr,history.php?c=Kermit+Davis+Jr,Kermit+Davis+Jr,Middle Tennessee,2004
Bruce Pearl,history.php?c=Bruce+Pearl,Bruce+Pearl,Milwaukee,2004
Dan Monson,history.php?c=Dan+Monson,Dan+Monson,Minnesota,2004
Rod Barnes,history.php?c=Rod+Barnes,Rod+Barnes,Mississippi,2004
Rick Stansbury,history.php?c=Rick+Stansbury,Rick+Stansbury,Mississippi St.,2004
Lafayette Stribling,history.php?c=Lafayette+Stribling,Lafayette+Stribling,Mississippi Valley St.,2004
Quin Snyder,history.php?c=Quin+Snyder,Quin+Snyder,Missouri,2004
Dave Calloway,history.php?c=Dave+Calloway,Dave+Calloway,Monmouth,2004
Pat Kennedy,history.php?c=Pat+Kennedy,Pat+Kennedy,Montana,2004
Mick Durham,history.php?c=Mick+Durham,Mick+Durham,Montana St.,2004
Kyle Macy,history.php?c=Kyle+Macy,Kyle+Macy,Morehead St.,2004
Butch Beard,history.php?c=Butch+Beard,Butch+Beard,Morgan St.,2004
Milan Brown,history.php?c=Milan+Brown,Milan+Brown,Mount St. Mary's,2004
Mick Cronin,history.php?c=Mick+Cronin,Mick+Cronin,Murray St.,2004
Herb Sendek,history.php?c=Herb+Sendek,Herb+Sendek,N.C. State,2004
Don DeVoe,history.php?c=Don+DeVoe,Don+DeVoe,Navy,2004
Barry Collier,history.php?c=Barry+Collier,Barry+Collier,Nebraska,2004
Trent Johnson,history.php?c=Trent+Johnson,Trent+Johnson,Nevada,2004
Phil Rowe,history.php?c=Phil+Rowe,Phil+Rowe,New Hampshire,2004
Ritchie McKay,history.php?c=Ritchie+McKay,Ritchie+McKay,New Mexico,2004
Lou Henson,history.php?c=Lou+Henson,Lou+Henson,New Mexico St.,2004
Monte Towe,history.php?c=Monte+Towe,Monte+Towe,New Orleans,2004
Joe Mihalich,history.php?c=Joe+Mihalich,Joe+Mihalich,Niagara,2004
Ricky Blanton,history.php?c=Ricky+Blanton,Ricky+Blanton,Nicholls St.,2004
Dwight Freeman,history.php?c=Dwight+Freeman,Dwight+Freeman,Norfolk St.,2004
Roy Williams,history.php?c=Roy+Williams,Roy+Williams,North Carolina,2004
Jerry Eaves,history.php?c=Jerry+Eaves,Jerry+Eaves,North Carolina A&T,2004
Johnny Jones,history.php?c=Johnny+Jones,Johnny+Jones,North Texas,2004
Ron Everhart,history.php?c=Ron+Everhart,Ron+Everhart,Northeastern,2004
Mike Adras,history.php?c=Mike+Adras,Mike+Adras,Northern Arizona,2004
Rob Judson,history.php?c=Rob+Judson,Rob+Judson,Northern Illinois,2004
Greg McDermott,history.php?c=Greg+McDermott,Greg+McDermott,Northern Iowa,2004
Bill Carmody,history.php?c=Bill+Carmody,Bill+Carmody,Northwestern,2004
Mike McConathy,history.php?c=Mike+McConathy,Mike+McConathy,Northwestern St.,2004
Mike Brey,history.php?c=Mike+Brey,Mike+Brey,Notre Dame,2004
Greg Kampe,history.php?c=Greg+Kampe,Greg+Kampe,Oakland,2004
Tim O'Shea,history.php?c=Tim+O%27Shea,Tim+O%27Shea,Ohio,2004
Jim O'Brien,history.php?c=Jim+O%27Brien,Jim+O%27Brien,Ohio St.,2004
Kelvin Sampson,history.php?c=Kelvin+Sampson,Kelvin+Sampson,Oklahoma,2004
Eddie Sutton,history.php?c=Eddie+Sutton,Eddie+Sutton,Oklahoma St.,2004
Blaine Taylor,history.php?c=Blaine+Taylor,Blaine+Taylor,Old Dominion,2004
Scott Sutton,history.php?c=Scott+Sutton,Scott+Sutton,Oral Roberts,2004
Ernie Kent,history.php?c=Ernie+Kent,Ernie+Kent,Oregon,2004
Jay John,history.php?c=Jay+John,Jay+John,Oregon St.,2004
Bob Thomason,history.php?c=Bob+Thomason,Bob+Thomason,Pacific,2004
Fran Dunphy,history.php?c=Fran+Dunphy,Fran+Dunphy,Penn,2004
Ed DeChellis,history.php?c=Ed+DeChellis,Ed+DeChellis,Penn St.,2004
Paul Westphal,history.php?c=Paul+Westphal,Paul+Westphal,Pepperdine,2004
Jamie Dixon,history.php?c=Jamie+Dixon,Jamie+Dixon,Pittsburgh,2004
Michael Holton,history.php?c=Michael+Holton,Michael+Holton,Portland,2004
Heath Schroyer,history.php?c=Heath+Schroyer,Heath+Schroyer,Portland St.,2004
Jerry Francis,history.php?c=Jerry+Francis,Jerry+Francis,Prairie View A&M,2004
John Thompson III,history.php?c=John+Thompson+III,John+Thompson+III,Princeton,2004
Tim Welsh,history.php?c=Tim+Welsh,Tim+Welsh,Providence,2004
Gene Keady,history.php?c=Gene+Keady,Gene+Keady,Purdue,2004
Joe DeSantis,history.php?c=Joe+DeSantis,Joe+DeSantis,Quinnipiac,2004
Byron Samuels,history.php?c=Byron+Samuels,Byron+Samuels,Radford,2004
Jim Baron,history.php?c=Jim+Baron,Jim+Baron,Rhode Island,2004
Willis Wilson,history.php?c=Willis+Wilson,Willis+Wilson,Rice,2004
Jerry Wainwright,history.php?c=Jerry+Wainwright,Jerry+Wainwright,Richmond,2004
Don Harnum,history.php?c=Don+Harnum,Don+Harnum,Rider,2004
Mark Schmidt,history.php?c=Mark+Schmidt,Mark+Schmidt,Robert Morris,2004
Gary Waters,history.php?c=Gary+Waters,Gary+Waters,Rutgers,2004
Jerome Jenkins,history.php?c=Jerome+Jenkins,Jerome+Jenkins,Sacramento St.,2004
Dave Bike,history.php?c=Dave+Bike,Dave+Bike,Sacred Heart,2004
Phil Martelli,history.php?c=Phil+Martelli,Phil+Martelli,Saint Joseph's,2004
Brad Soderberg,history.php?c=Brad+Soderberg,Brad+Soderberg,Saint Louis,2004
Randy Bennett,history.php?c=Randy+Bennett,Randy+Bennett,Saint Mary's,2004
Bob Leckie,history.php?c=Bob+Leckie,Bob+Leckie,Saint Peter's,2004
Bob Marlin,history.php?c=Bob+Marlin,Bob+Marlin,Sam Houston St.,2004
Jimmy Tillette,history.php?c=Jimmy+Tillette,Jimmy+Tillette,Samford,2004
Brad Holland,history.php?c=Brad+Holland,Brad+Holland,San Diego,2004
Steve Fisher,history.php?c=Steve+Fisher,Steve+Fisher,San Diego St.,2004
Phil Mathews,history.php?c=Phil+Mathews,Phil+Mathews,San Francisco,2004
Phil Johnson,history.php?c=Phil+Johnson,Phil+Johnson,San Jose St.,2004
Dick Davey,history.php?c=Dick+Davey,Dick+Davey,Santa Clara,2004
Ed Daniels Jr,history.php?c=Ed+Daniels+Jr,Ed+Daniels+Jr,Savannah St.,2004
Louis Orr,history.php?c=Louis+Orr,Louis+Orr,Seton Hall,2004
Rob Lanier,history.php?c=Rob+Lanier,Rob+Lanier,Siena,2004
Mike Dement,history.php?c=Mike+Dement,Mike+Dement,SMU,2004
John Pelphrey,history.php?c=John+Pelphrey,John+Pelphrey,South Alabama,2004
Dave Odom,history.php?c=Dave+Odom,Dave+Odom,South Carolina,2004
Ben Betts,history.php?c=Ben+Betts,Ben+Betts,South Carolina St.,2004
Robert McCullum,history.php?c=Robert+McCullum,Robert+McCullum,South Florida,2004
Gary Garner,history.php?c=Gary+Garner,Gary+Garner,Southeast Missouri St.,2004
Billy Kennedy,history.php?c=Billy+Kennedy,Billy+Kennedy,Southeastern Louisiana,2004
Michael Grant,history.php?c=Michael+Grant,Michael+Grant,Southern,2004
Matt Painter,history.php?c=Matt+Painter,Matt+Painter,Southern Illinois,2004
James Green,history.php?c=James+Green,James+Green,Southern Miss,2004
Bill Evans,history.php?c=Bill+Evans,Bill+Evans,Southern Utah,2004
Barry Hinson,history.php?c=Barry+Hinson,Barry+Hinson,Southwest Missouri St.,2004
Anthony Solomon,history.php?c=Anthony+Solomon,Anthony+Solomon,St. Bonaventure,2004
Ron Ganulin,history.php?c=Ron+Ganulin,Ron+Ganulin,St. Francis NY,2004
Bobby Jones,history.php?c=Bobby+Jones,Bobby+Jones,St. Francis PA,2004
Kevin Clark,history.php?c=Kevin+Clark,Kevin+Clark,St. John's,2004
Mike Montgomery,history.php?c=Mike+Montgomery,Mike+Montgomery,Stanford,2004
Danny Kaspar,history.php?c=Danny+Kaspar,Danny+Kaspar,Stephen F. Austin,2004
Derek Waugh,history.php?c=Derek+Waugh,Derek+Waugh,Stetson,2004
Nick Macarchuk,history.php?c=Nick+Macarchuk,Nick+Macarchuk,Stony Brook,2004
Jim Boeheim,history.php?c=Jim+Boeheim,Jim+Boeheim,Syracuse,2004
Neil Dougherty,history.php?c=Neil+Dougherty,Neil+Dougherty,TCU,2004
John Chaney,history.php?c=John+Chaney,John+Chaney,Temple,2004
Buzz Peterson,history.php?c=Buzz+Peterson,Buzz+Peterson,Tennessee,2004
Bret Campbell,history.php?c=Bret+Campbell,Bret+Campbell,Tennessee Martin,2004
Cy Alexander,history.php?c=Cy+Alexander,Cy+Alexander,Tennessee St.,2004
Mike Sutton,history.php?c=Mike+Sutton,Mike+Sutton,Tennessee Tech,2004
Rick Barnes,history.php?c=Rick+Barnes,Rick+Barnes,Texas,2004
Melvin Watkins,history.php?c=Melvin+Watkins,Melvin+Watkins,Texas A&M,2004
Ronnie Arrow,history.php?c=Ronnie+Arrow,Ronnie+Arrow,Texas A&M Corpus Chris,2004
Bob Hoffman,history.php?c=Bob+Hoffman,Bob+Hoffman,Texas Pan American,2004
Ronnie Courtney,history.php?c=Ronnie+Courtney,Ronnie+Courtney,Texas Southern,2004
Dennis Nutt,history.php?c=Dennis+Nutt,Dennis+Nutt,Texas St.,2004
Bob Knight,history.php?c=Bob+Knight,Bob+Knight,Texas Tech,2004
Pat Dennis,history.php?c=Pat+Dennis,Pat+Dennis,The Citadel,2004
Stan Joplin,history.php?c=Stan+Joplin,Stan+Joplin,Toledo,2004
Michael Hunt,history.php?c=Michael+Hunt,Michael+Hunt,Towson,2004
Don Maestri,history.php?c=Don+Maestri,Don+Maestri,Troy St.,2004
Shawn Finney,history.php?c=Shawn+Finney,Shawn+Finney,Tulane,2004
John Phillips,history.php?c=John+Phillips,John+Phillips,Tulsa,2004
Mike Anderson,history.php?c=Mike+Anderson,Mike+Anderson,UAB,2004
Pat Douglass,history.php?c=Pat+Douglass,Pat+Douglass,UC Irvine,2004
John Masi,history.php?c=John+Masi,John+Masi,UC Riverside,2004
Bob Williams,history.php?c=Bob+Williams,Bob+Williams,UC Santa Barbara,2004
Kirk Speraw,history.php?c=Kirk+Speraw,Kirk+Speraw,UCF,2004
Ben Howland,history.php?c=Ben+Howland,Ben+Howland,UCLA,2004
Tom Sullivan,history.php?c=Tom+Sullivan,Tom+Sullivan,UMBC,2004
Rich Zvosec,history.php?c=Rich+Zvosec,Rich+Zvosec,UMKC,2004
Eddie Biedenbach,history.php?c=Eddie+Biedenbach,Eddie+Biedenbach,UNC Asheville,2004
Fran McCaffery,history.php?c=Fran+McCaffery,Fran+McCaffery,UNC Greensboro,2004
Brad Brownell,history.php?c=Brad+Brownell,Brad+Brownell,UNC Wilmington,2004
Charlie Spoonhour,history.php?c=Charlie+Spoonhour,Charlie+Spoonhour,UNLV,2004
Henry Bibby,history.php?c=Henry+Bibby,Henry+Bibby,USC,2004
Eddie McCarter,history.php?c=Eddie+McCarter,Eddie+McCarter,UT Arlington,2004
Rick Majerus,history.php?c=Rick+Majerus,Rick+Majerus,Utah,2004
Stew Morrill,history.php?c=Stew+Morrill,Stew+Morrill,Utah St.,2004
Billy Gillispie,history.php?c=Billy+Gillispie,Billy+Gillispie,UTEP,2004
Tim Carter,history.php?c=Tim+Carter,Tim+Carter,UTSA,2004
Homer Drew,history.php?c=Homer+Drew,Homer+Drew,Valparaiso,2004
Kevin Stallings,history.php?c=Kevin+Stallings,Kevin+Stallings,Vanderbilt,2004
Jeff Capel III,history.php?c=Jeff+Capel+III,Jeff+Capel+III,VCU,2004
Tom Brennan,history.php?c=Tom+Brennan,Tom+Brennan,Vermont,2004
Jay Wright,history.php?c=Jay+Wright,Jay+Wright,Villanova,2004
Pete Gillen,history.php?c=Pete+Gillen,Pete+Gillen,Virginia,2004
Seth Greenberg,history.php?c=Seth+Greenberg,Seth+Greenberg,Virginia Tech,2004
Bart Bellairs,history.php?c=Bart+Bellairs,Bart+Bellairs,VMI,2004
Mike Deane,history.php?c=Mike+Deane,Mike+Deane,Wagner,2004
Skip Prosser,history.php?c=Skip+Prosser,Skip+Prosser,Wake Forest,2004
Lorenzo Romar,history.php?c=Lorenzo+Romar,Lorenzo+Romar,Washington,2004
Dick Bennett,history.php?c=Dick+Bennett,Dick+Bennett,Washington St.,2004
Joe Cravens,history.php?c=Joe+Cravens,Joe+Cravens,Weber St.,2004
John Beilein,history.php?c=John+Beilein,John+Beilein,West Virginia,2004
Steve Shurina,history.php?c=Steve+Shurina,Steve+Shurina,Western Carolina,2004
Derek Thomas,history.php?c=Derek+Thomas,Derek+Thomas,Western Illinois,2004
Darrin Horn,history.php?c=Darrin+Horn,Darrin+Horn,Western Kentucky,2004
Steve Hawkins,history.php?c=Steve+Hawkins,Steve+Hawkins,Western Michigan,2004
Mark Turgeon,history.php?c=Mark+Turgeon,Mark+Turgeon,Wichita St.,2004
Tony Shaver,history.php?c=Tony+Shaver,Tony+Shaver,William & Mary,2004
Gregg Marshall,history.php?c=Gregg+Marshall,Gregg+Marshall,Winthrop,2004
Bo Ryan,history.php?c=Bo+Ryan,Bo+Ryan,Wisconsin,2004
Mike Young,history.php?c=Mike+Young,Mike+Young,Wofford,2004
Paul Biancardi,history.php?c=Paul+Biancardi,Paul+Biancardi,Wright St.,2004
Steve McClain,history.php?c=Steve+McClain,Steve+McClain,Wyoming,2004
Thad Matta,history.php?c=Thad+Matta,Thad+Matta,Xavier,2004
James Jones,history.php?c=James+Jones,James+Jones,Yale,2004
John Robic,history.php?c=John+Robic,John+Robic,Youngstown St.,2004
