coach,coach.link,coach.link.ref,team,year
Fran Dunphy,history.php?c=Fran+Dunphy,Fran+Dunphy,Penn,2003
Jerry Dunn,history.php?c=Jerry+Dunn,Jerry+Dunn,Penn St.,2003
Paul Westphal,history.php?c=Paul+Westphal,Paul+Westphal,Pepperdine,2003
Ben Howland,history.php?c=Ben+Howland,Ben+Howland,Pittsburgh,2003
Michael Holton,history.php?c=Michael+Holton,Michael+Holton,Portland,2003
Heath Schroyer,history.php?c=Heath+Schroyer,Heath+Schroyer,Portland St.,2003
Jerry Francis,history.php?c=Jerry+Francis,Jerry+Francis,Prairie View A&M,2003
John Thompson III,history.php?c=John+Thompson+III,John+Thompson+III,Princeton,2003
Tim Welsh,history.php?c=Tim+Welsh,Tim+Welsh,Providence,2003
Gene Keady,history.php?c=Gene+Keady,Gene+Keady,Purdue,2003
Joe DeSantis,history.php?c=Joe+DeSantis,Joe+DeSantis,Quinnipiac,2003
Byron Samuels,history.php?c=Byron+Samuels,Byron+Samuels,Radford,2003
Jim Baron,history.php?c=Jim+Baron,Jim+Baron,Rhode Island,2003
Willis Wilson,history.php?c=Willis+Wilson,Willis+Wilson,Rice,2003
Jerry Wainwright,history.php?c=Jerry+Wainwright,Jerry+Wainwright,Richmond,2003
Don Harnum,history.php?c=Don+Harnum,Don+Harnum,Rider,2003
Mark Schmidt,history.php?c=Mark+Schmidt,Mark+Schmidt,Robert Morris,2003
Gary Waters,history.php?c=Gary+Waters,Gary+Waters,Rutgers,2003
Jerome Jenkins,history.php?c=Jerome+Jenkins,Jerome+Jenkins,Sacramento St.,2003
Dave Bike,history.php?c=Dave+Bike,Dave+Bike,Sacred Heart,2003
Phil Martelli,history.php?c=Phil+Martelli,Phil+Martelli,Saint Joseph's,2003
Brad Soderberg,history.php?c=Brad+Soderberg,Brad+Soderberg,Saint Louis,2003
Randy Bennett,history.php?c=Randy+Bennett,Randy+Bennett,Saint Mary's,2003
Bob Leckie,history.php?c=Bob+Leckie,Bob+Leckie,Saint Peter's,2003
Bob Marlin,history.php?c=Bob+Marlin,Bob+Marlin,Sam Houston St.,2003
Jimmy Tillette,history.php?c=Jimmy+Tillette,Jimmy+Tillette,Samford,2003
Brad Holland,history.php?c=Brad+Holland,Brad+Holland,San Diego,2003
Steve Fisher,history.php?c=Steve+Fisher,Steve+Fisher,San Diego St.,2003
Phil Mathews,history.php?c=Phil+Mathews,Phil+Mathews,San Francisco,2003
Phil Johnson,history.php?c=Phil+Johnson,Phil+Johnson,San Jose St.,2003
Dick Davey,history.php?c=Dick+Davey,Dick+Davey,Santa Clara,2003
Ed Daniels Jr,history.php?c=Ed+Daniels+Jr,Ed+Daniels+Jr,Savannah St.,2003
Louis Orr,history.php?c=Louis+Orr,Louis+Orr,Seton Hall,2003
Rob Lanier,history.php?c=Rob+Lanier,Rob+Lanier,Siena,2003
Mike Dement,history.php?c=Mike+Dement,Mike+Dement,SMU,2003
John Pelphrey,history.php?c=John+Pelphrey,John+Pelphrey,South Alabama,2003
Dave Odom,history.php?c=Dave+Odom,Dave+Odom,South Carolina,2003
Cy Alexander,history.php?c=Cy+Alexander,Cy+Alexander,South Carolina St.,2003
Seth Greenberg,history.php?c=Seth+Greenberg,Seth+Greenberg,South Florida,2003
Gary Garner,history.php?c=Gary+Garner,Gary+Garner,Southeast Missouri St.,2003
Billy Kennedy,history.php?c=Billy+Kennedy,Billy+Kennedy,Southeastern Louisiana,2003
Ben Jobe,history.php?c=Ben+Jobe,Ben+Jobe,Southern,2003
Bruce Weber,history.php?c=Bruce+Weber,Bruce+Weber,Southern Illinois,2003
James Green,history.php?c=James+Green,James+Green,Southern Miss,2003
Bill Evans,history.php?c=Bill+Evans,Bill+Evans,Southern Utah,2003
Barry Hinson,history.php?c=Barry+Hinson,Barry+Hinson,Southwest Missouri St.,2003
Dennis Nutt,history.php?c=Dennis+Nutt,Dennis+Nutt,Southwest Texas St.,2003
Jan van Breda Kolff,history.php?c=Jan+van+Breda+Kolff,Jan+van+Breda+Kolff,St. Bonaventure,2003
Ron Ganulin,history.php?c=Ron+Ganulin,Ron+Ganulin,St. Francis NY,2003
Bobby Jones,history.php?c=Bobby+Jones,Bobby+Jones,St. Francis PA,2003
Mike Jarvis,history.php?c=Mike+Jarvis,Mike+Jarvis,St. John's,2003
Mike Montgomery,history.php?c=Mike+Montgomery,Mike+Montgomery,Stanford,2003
Danny Kaspar,history.php?c=Danny+Kaspar,Danny+Kaspar,Stephen F. Austin,2003
Derek Waugh,history.php?c=Derek+Waugh,Derek+Waugh,Stetson,2003
Nick Macarchuk,history.php?c=Nick+Macarchuk,Nick+Macarchuk,Stony Brook,2003
Jim Boeheim,history.php?c=Jim+Boeheim,Jim+Boeheim,Syracuse,2003
Neil Dougherty,history.php?c=Neil+Dougherty,Neil+Dougherty,TCU,2003
John Chaney,history.php?c=John+Chaney,John+Chaney,Temple,2003
Buzz Peterson,history.php?c=Buzz+Peterson,Buzz+Peterson,Tennessee,2003
Bret Campbell,history.php?c=Bret+Campbell,Bret+Campbell,Tennessee Martin,2003
Nolan Richardson III,history.php?c=Nolan+Richardson+III,Nolan+Richardson+III,Tennessee St.,2003
Mike Sutton,history.php?c=Mike+Sutton,Mike+Sutton,Tennessee Tech,2003
Rick Barnes,history.php?c=Rick+Barnes,Rick+Barnes,Texas,2003
Melvin Watkins,history.php?c=Melvin+Watkins,Melvin+Watkins,Texas A&M,2003
Ronnie Arrow,history.php?c=Ronnie+Arrow,Ronnie+Arrow,Texas A&M Corpus Chris,2003
Bob Hoffman,history.php?c=Bob+Hoffman,Bob+Hoffman,Texas Pan American,2003
Ronnie Courtney,history.php?c=Ronnie+Courtney,Ronnie+Courtney,Texas Southern,2003
Bob Knight,history.php?c=Bob+Knight,Bob+Knight,Texas Tech,2003
Pat Dennis,history.php?c=Pat+Dennis,Pat+Dennis,The Citadel,2003
Stan Joplin,history.php?c=Stan+Joplin,Stan+Joplin,Toledo,2003
Michael Hunt,history.php?c=Michael+Hunt,Michael+Hunt,Towson,2003
Don Maestri,history.php?c=Don+Maestri,Don+Maestri,Troy St.,2003
Shawn Finney,history.php?c=Shawn+Finney,Shawn+Finney,Tulane,2003
John Phillips,history.php?c=John+Phillips,John+Phillips,Tulsa,2003
Mike Anderson,history.php?c=Mike+Anderson,Mike+Anderson,UAB,2003
Pat Douglass,history.php?c=Pat+Douglass,Pat+Douglass,UC Irvine,2003
John Masi,history.php?c=John+Masi,John+Masi,UC Riverside,2003
Bob Williams,history.php?c=Bob+Williams,Bob+Williams,UC Santa Barbara,2003
Kirk Speraw,history.php?c=Kirk+Speraw,Kirk+Speraw,UCF,2003
Steve Lavin,history.php?c=Steve+Lavin,Steve+Lavin,UCLA,2003
Tom Sullivan,history.php?c=Tom+Sullivan,Tom+Sullivan,UMBC,2003
Rich Zvosec,history.php?c=Rich+Zvosec,Rich+Zvosec,UMKC,2003
Eddie Biedenbach,history.php?c=Eddie+Biedenbach,Eddie+Biedenbach,UNC Asheville,2003
Fran McCaffery,history.php?c=Fran+McCaffery,Fran+McCaffery,UNC Greensboro,2003
Brad Brownell,history.php?c=Brad+Brownell,Brad+Brownell,UNC Wilmington,2003
Charlie Spoonhour,history.php?c=Charlie+Spoonhour,Charlie+Spoonhour,UNLV,2003
Henry Bibby,history.php?c=Henry+Bibby,Henry+Bibby,USC,2003
Eddie McCarter,history.php?c=Eddie+McCarter,Eddie+McCarter,UT Arlington,2003
Rick Majerus,history.php?c=Rick+Majerus,Rick+Majerus,Utah,2003
Stew Morrill,history.php?c=Stew+Morrill,Stew+Morrill,Utah St.,2003
Billy Gillispie,history.php?c=Billy+Gillispie,Billy+Gillispie,UTEP,2003
Tim Carter,history.php?c=Tim+Carter,Tim+Carter,UTSA,2003
Scott Drew,history.php?c=Scott+Drew,Scott+Drew,Valparaiso,2003
Kevin Stallings,history.php?c=Kevin+Stallings,Kevin+Stallings,Vanderbilt,2003
Jeff Capel III,history.php?c=Jeff+Capel+III,Jeff+Capel+III,VCU,2003
Tom Brennan,history.php?c=Tom+Brennan,Tom+Brennan,Vermont,2003
Jay Wright,history.php?c=Jay+Wright,Jay+Wright,Villanova,2003
Pete Gillen,history.php?c=Pete+Gillen,Pete+Gillen,Virginia,2003
Ricky Stokes,history.php?c=Ricky+Stokes,Ricky+Stokes,Virginia Tech,2003
Bart Bellairs,history.php?c=Bart+Bellairs,Bart+Bellairs,VMI,2003
Dereck Whittenburg,history.php?c=Dereck+Whittenburg,Dereck+Whittenburg,Wagner,2003
Skip Prosser,history.php?c=Skip+Prosser,Skip+Prosser,Wake Forest,2003
Lorenzo Romar,history.php?c=Lorenzo+Romar,Lorenzo+Romar,Washington,2003
Paul Graham,history.php?c=Paul+Graham,Paul+Graham,Washington St.,2003
Joe Cravens,history.php?c=Joe+Cravens,Joe+Cravens,Weber St.,2003
John Beilein,history.php?c=John+Beilein,John+Beilein,West Virginia,2003
Steve Shurina,history.php?c=Steve+Shurina,Steve+Shurina,Western Carolina,2003
Jim Kerwin,history.php?c=Jim+Kerwin,Jim+Kerwin,Western Illinois,2003
Dennis Felton,history.php?c=Dennis+Felton,Dennis+Felton,Western Kentucky,2003
Robert McCullum,history.php?c=Robert+McCullum,Robert+McCullum,Western Michigan,2003
Mark Turgeon,history.php?c=Mark+Turgeon,Mark+Turgeon,Wichita St.,2003
Rick Boyages,history.php?c=Rick+Boyages,Rick+Boyages,William & Mary,2003
Gregg Marshall,history.php?c=Gregg+Marshall,Gregg+Marshall,Winthrop,2003
Bo Ryan,history.php?c=Bo+Ryan,Bo+Ryan,Wisconsin,2003
Mike Young,history.php?c=Mike+Young,Mike+Young,Wofford,2003
Ed Schilling,history.php?c=Ed+Schilling,Ed+Schilling,Wright St.,2003
Steve McClain,history.php?c=Steve+McClain,Steve+McClain,Wyoming,2003
Thad Matta,history.php?c=Thad+Matta,Thad+Matta,Xavier,2003
James Jones,history.php?c=James+Jones,James+Jones,Yale,2003
John Robic,history.php?c=John+Robic,John+Robic,Youngstown St.,2003
