id,uid,date,attendance,timeValid,neutralSite,conferenceCompetition,recent,startDate,notes_type,notes_headline,type.id,type.abbreviation,venue.id,venue.fullName,venue.address.city,venue.address.state,venue.capacity,venue.indoor,status.clock,status.displayClock,status.period,status.type.id,status.type.name,status.type.state,status.type.completed,status.type.description,status.type.detail,status.type.shortDetail,format.regulation.periods,home.id,home.uid,home.location,home.name,home.abbreviation,home.displayName,home.shortDisplayName,home.color,home.alternateColor,home.isActive,home.venue.id,home.logo,home.conferenceId,home.score,home.winner,away.id,away.uid,away.location,away.name,away.abbreviation,away.displayName,away.shortDisplayName,away.color,away.alternateColor,away.isActive,away.venue.id,away.logo,away.conferenceId,away.score,away.winner,game_id,season,season_type,status.type.altDetail,groups.id,groups.name,groups.shortName,groups.isConference,tournamentId,PBP,team_box,player_box
401025888,s:40~l:41~e:401025888~c:401025888,2018-04-03T01:20Z,67831,TRUE,TRUE,FALSE,FALSE,2018-04-03T01:20Z,event,MEN'S BASKETBALL CHAMPIONSHIP - NATIONAL CHAMPIONSHIP,,,3604,Alamodome,San Antonio,TX,0,TRUE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,222,s:40~l:41~t:222,Villanova,Wildcats,VILL,Villanova Wildcats,Villanova,123d7C,f0f0f0,TRUE,1969,https://a.espncdn.com/i/teamlogos/ncaa/500/222.png,4,79,TRUE,130,s:40~l:41~t:130,Michigan,Wolverines,MICH,Michigan Wolverines,Michigan,00274c,00274c,TRUE,1986,https://a.espncdn.com/i/teamlogos/ncaa/500/130.png,7,62,FALSE,401025888,2018,3,,,,,,22,FALSE,FALSE,FALSE
401025886,s:40~l:41~e:401025886~c:401025886,2018-04-01T00:49Z,68257,TRUE,TRUE,FALSE,FALSE,2018-04-01T00:49Z,event,MEN'S BASKETBALL CHAMPIONSHIP - FINAL FOUR,,,3604,Alamodome,San Antonio,TX,0,TRUE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,222,s:40~l:41~t:222,Villanova,Wildcats,VILL,Villanova Wildcats,Villanova,123d7C,f0f0f0,TRUE,1969,https://a.espncdn.com/i/teamlogos/ncaa/500/222.png,4,95,TRUE,2305,s:40~l:41~t:2305,Kansas,Jayhawks,KU,Kansas Jayhawks,Kansas,0022B4,e8000d,TRUE,2171,https://a.espncdn.com/i/teamlogos/ncaa/500/2305.png,8,79,FALSE,401025886,2018,3,,,,,,22,FALSE,FALSE,FALSE
401025887,s:40~l:41~e:401025887~c:401025887,2018-03-31T22:09Z,0,TRUE,TRUE,FALSE,FALSE,2018-03-31T22:09Z,event,MEN'S BASKETBALL CHAMPIONSHIP - FINAL FOUR,1,STD,3604,Alamodome,San Antonio,TX,0,TRUE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,130,s:40~l:41~t:130,Michigan,Wolverines,MICH,Michigan Wolverines,Michigan,00274c,00274c,TRUE,1986,https://a.espncdn.com/i/teamlogos/ncaa/500/130.png,7,69,TRUE,2350,s:40~l:41~t:2350,Loyola Chicago,Ramblers,LUC,Loyola Chicago Ramblers,Loyola Chicago,9d1244,,TRUE,1933,https://a.espncdn.com/i/teamlogos/ncaa/500/2350.png,18,57,FALSE,401025887,2018,3,,,,,,22,FALSE,FALSE,FALSE
401027697,s:40~l:41~e:401027697~c:401027697,2018-03-30T23:00Z,6291,TRUE,FALSE,FALSE,FALSE,2018-03-30T23:00Z,event,CBI CHAMPIONSHIP SERIES - GAME 3,11,RD128,1938,UNT Coliseum,Denton,TX,10500,TRUE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,249,s:40~l:41~t:249,North Texas,Mean Green,UNT,North Texas Mean Green,North Texas,00853D,000000,TRUE,1938,https://a.espncdn.com/i/teamlogos/ncaa/500/249.png,11,88,TRUE,2539,s:40~l:41~t:2539,San Francisco,Dons,SF,San Francisco Dons,San Francisco,22523F,fbcd3c,TRUE,789,https://a.espncdn.com/i/teamlogos/ncaa/500/2539.png,29,77,FALSE,401027697,2018,3,,,,,,11,FALSE,FALSE,FALSE
401028510,s:40~l:41~e:401028510~c:401028510,2018-03-30T23:00Z,3198,TRUE,FALSE,FALSE,FALSE,2018-03-30T23:00Z,event,CIT CHAMPIONSHIP GAME,35,Semifinal Bowl,2168,Bank of Colorado Arena,Greeley,CO,2950,TRUE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,2458,s:40~l:41~t:2458,Northern Colorado,Bears,UNCO,Northern Colorado Bears,N Colorado,13558D,ffc533,TRUE,2168,https://a.espncdn.com/i/teamlogos/ncaa/500/2458.png,5,76,TRUE,82,s:40~l:41~t:82,UIC,Flames,UIC,UIC Flames,UIC,001e62,d50032,TRUE,1895,https://a.espncdn.com/i/teamlogos/ncaa/500/82.png,45,71,FALSE,401028510,2018,3,,,,,,35,FALSE,FALSE,FALSE
401022817,s:40~l:41~e:401022817~c:401022817,2018-03-29T23:00Z,11175,TRUE,TRUE,FALSE,FALSE,2018-03-29T23:00Z,event,NIT - CHAMPIONSHIP,,,1830,Madison Square Garden,New York,NY,19812,TRUE,0,0:00,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,254,s:40~l:41~t:254,Utah,Utes,UTAH,Utah Utes,Utah,890012,7e8083,TRUE,2196,https://a.espncdn.com/i/teamlogos/ncaa/500/254.png,21,66,FALSE,213,s:40~l:41~t:213,Penn State,Nittany Lions,PSU,Penn State Nittany Lions,Penn State,00265D,002e5c,TRUE,1942,https://a.espncdn.com/i/teamlogos/ncaa/500/213.png,7,82,TRUE,401022817,2018,3,,,,,,21,TRUE,TRUE,TRUE
401027993,s:40~l:41~e:401027993~c:401027993,2018-03-29T01:00Z,2019,TRUE,FALSE,FALSE,FALSE,2018-03-29T01:00Z,event,CIT - SEMIFINAL,35,Semifinal Bowl,2168,Bank of Colorado Arena,Greeley,CO,2950,TRUE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,2458,s:40~l:41~t:2458,Northern Colorado,Bears,UNCO,Northern Colorado Bears,N Colorado,13558D,ffc533,TRUE,2168,https://a.espncdn.com/i/teamlogos/ncaa/500/2458.png,5,99,TRUE,2534,s:40~l:41~t:2534,Sam Houston,Bearkats,SHSU,Sam Houston Bearkats,Sam Houston,fe5000,000000,TRUE,4585,https://a.espncdn.com/i/teamlogos/ncaa/500/2534.png,25,80,FALSE,401027993,2018,3,,,,,,35,FALSE,FALSE,FALSE
401027696,s:40~l:41~e:401027696~c:401027696,2018-03-29T00:30Z,4196,TRUE,FALSE,FALSE,FALSE,2018-03-29T00:30Z,event,CBI CHAMPIONSHIP SERIES - GAME 2,1,STD,1938,UNT Coliseum,Denton,TX,10500,TRUE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,249,s:40~l:41~t:249,North Texas,Mean Green,UNT,North Texas Mean Green,North Texas,00853D,000000,TRUE,1938,https://a.espncdn.com/i/teamlogos/ncaa/500/249.png,11,69,TRUE,2539,s:40~l:41~t:2539,San Francisco,Dons,SF,San Francisco Dons,San Francisco,22523F,fbcd3c,TRUE,789,https://a.espncdn.com/i/teamlogos/ncaa/500/2539.png,29,55,FALSE,401027696,2018,3,,,,,,11,FALSE,FALSE,FALSE
401027992,s:40~l:41~e:401027992~c:401027992,2018-03-28T23:00Z,2248,TRUE,FALSE,FALSE,FALSE,2018-03-28T23:00Z,event,CIT - SEMIFINAL,1,STD,1981,Vines Convocation Center,Lynchburg,VA,9547,TRUE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,2335,s:40~l:41~t:2335,Liberty,Flames,LIB,Liberty Flames,Liberty,071740,a61f21,TRUE,7117,https://a.espncdn.com/i/teamlogos/ncaa/500/2335.png,6,51,FALSE,82,s:40~l:41~t:82,UIC,Flames,UIC,UIC Flames,UIC,001e62,d50032,TRUE,1895,https://a.espncdn.com/i/teamlogos/ncaa/500/82.png,45,67,TRUE,401027992,2018,3,,,,,,35,FALSE,FALSE,FALSE
401022816,s:40~l:41~e:401022816~c:401022816,2018-03-28T01:34Z,7865,TRUE,TRUE,FALSE,FALSE,2018-03-28T01:34Z,event,NIT - SEMIFINAL,,,1830,Madison Square Garden,New York,NY,19812,TRUE,0,0:00,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,213,s:40~l:41~t:213,Penn State,Nittany Lions,PSU,Penn State Nittany Lions,Penn State,00265D,002e5c,TRUE,1942,https://a.espncdn.com/i/teamlogos/ncaa/500/213.png,7,75,TRUE,344,s:40~l:41~t:344,Mississippi State,Bulldogs,MSST,Mississippi State Bulldogs,Mississippi St,762123,c8c8c8,TRUE,2095,https://a.espncdn.com/i/teamlogos/ncaa/500/344.png,23,60,FALSE,401022816,2018,3,,,,,,21,TRUE,TRUE,TRUE
