id,uid,date,attendance,timeValid,neutralSite,conferenceCompetition,recent,startDate,notes_type,notes_headline,type.id,type.abbreviation,venue.id,venue.fullName,venue.address.city,venue.address.state,venue.capacity,venue.indoor,status.clock,status.displayClock,status.period,status.type.id,status.type.name,status.type.state,status.type.completed,status.type.description,status.type.detail,status.type.shortDetail,format.regulation.periods,home.id,home.uid,home.location,home.name,home.abbreviation,home.displayName,home.shortDisplayName,home.color,home.alternateColor,home.isActive,home.venue.id,home.logo,home.conferenceId,home.score,home.winner,away.id,away.uid,away.location,away.name,away.abbreviation,away.displayName,away.shortDisplayName,away.color,away.isActive,away.logo,away.conferenceId,away.score,away.winner,game_id,season,season_type,away.venue.id,away.alternateColor,status.type.altDetail,groups.id,groups.name,groups.shortName,groups.isConference,tournamentId
401371246,s:40~l:41~e:401371246~c:401371246,2021-11-10T02:00Z,6000,True,False,False,False,2021-11-10T02:00Z,,,0,N/A,1979,McCarthey Athletic Center,Spokane,WA,6000,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,2250,s:40~l:41~t:2250,Gonzaga,Bulldogs,GONZ,Gonzaga Bulldogs,Gonzaga,002967,cfd4d8,True,1979,https://a.espncdn.com/i/teamlogos/ncaa/500/2250.png,29,97,True,3101,s:40~l:41~t:3101,Dixie State,Trailblazers,DXST,Dixie State Trailblazers,Dixie State,000000,True,https://a.espncdn.com/i/teamlogos/ncaa/500/3101.png,30,63,False,401371246,2022,2,,,,,,,,
401373878,s:40~l:41~e:401373878~c:401373878,2021-11-10T04:00Z,5618,True,False,False,False,2021-11-10T04:00Z,,,0,N/A,479,Pauley Pavilion,Los Angeles,CA,13800,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,26,s:40~l:41~t:26,UCLA,Bruins,UCLA,UCLA Bruins,UCLA,005C8E,ffc72c,True,479,https://a.espncdn.com/i/teamlogos/ncaa/500/26.png,21,95,True,2934,s:40~l:41~t:2934,CSU Bakersfield,Roadrunners,CSUB,CSU Bakersfield Roadrunners,CSU Bakersfield,003BAB,True,https://a.espncdn.com/i/teamlogos/ncaa/500/2934.png,9,58,False,401373878,2022,2,2112,,,,,,,
401372138,s:40~l:41~e:401372138~c:401372138,2021-11-10T00:00Z,0,True,True,False,False,2021-11-10T00:00Z,event,State Farm Champions Classic,0,N/A,1830,Madison Square Garden,New York,NY,19812,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,127,s:40~l:41~t:127,Michigan State,Spartans,MSU,Michigan State Spartans,Michigan State,18453B,ffffff,True,1987,https://a.espncdn.com/i/teamlogos/ncaa/500/127.png,7,74,False,2305,s:40~l:41~t:2305,Kansas,Jayhawks,KU,Kansas Jayhawks,Kansas,0022B4,True,https://a.espncdn.com/i/teamlogos/ncaa/500/2305.png,8,87,True,401372138,2022,2,2171,e8000d,,,,,,
401372031,s:40~l:41~e:401372031~c:401372031,2021-11-09T21:30Z,6501,True,False,False,False,2021-11-09T21:30Z,,,0,N/A,1969,Finneran Pavilion,Villanova,PA,6501,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,222,s:40~l:41~t:222,Villanova,Wildcats,VILL,Villanova Wildcats,Villanova,123d7C,f0f0f0,True,1969,https://a.espncdn.com/i/teamlogos/ncaa/500/222.png,4,91,True,116,s:40~l:41~t:116,Mount St. Mary's,Mountaineers,MSM,Mount St. Mary's Mountaineers,Mount St Mary,005596,True,https://a.espncdn.com/i/teamlogos/ncaa/500/116.png,19,51,False,401372031,2022,2,2175,ebebeb,,,,,,
401371567,s:40~l:41~e:401371567~c:401371567,2021-11-10T02:00Z,14683,True,False,False,False,2021-11-10T02:00Z,,,0,N/A,2195,Frank Erwin Center,Austin,TX,16540,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,251,s:40~l:41~t:251,Texas,Longhorns,TEX,Texas Longhorns,Texas,EE7524,f0f0f0,True,2195,https://a.espncdn.com/i/teamlogos/ncaa/500/251.png,8,92,True,2277,s:40~l:41~t:2277,Houston Baptist,Huskies,HBU,Houston Baptist Huskies,Houston Baptist,00539c,True,https://a.espncdn.com/i/teamlogos/ncaa/500/2277.png,25,48,False,401371567,2022,2,2012,,,,,,,
401369133,s:40~l:41~e:401369133~c:401369133,2021-11-10T00:00Z,14804,True,False,False,False,2021-11-10T00:00Z,,,0,N/A,399,Mackey Arena,West Lafayette,IN,14804,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,2509,s:40~l:41~t:2509,Purdue,Boilermakers,PUR,Purdue Boilermakers,Purdue,B89D29,a4a9ad,True,399,https://a.espncdn.com/i/teamlogos/ncaa/500/2509.png,7,96,True,91,s:40~l:41~t:91,Bellarmine,Knights,BELL,Bellarmine Knights,Bellarmine,000000,True,https://a.espncdn.com/i/teamlogos/ncaa/500/91.png,46,67,False,401369133,2022,2,,,,,,,,
401369850,s:40~l:41~e:401369850~c:401369850,2021-11-10T02:30Z,18132,True,True,False,False,2021-11-10T02:30Z,event,State Farm Champions Classic,0,N/A,1830,Madison Square Garden,New York,NY,19812,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,150,s:40~l:41~t:150,Duke,Blue Devils,DUKE,Duke Blue Devils,Duke,001A57,f1f2f3,True,1914,https://a.espncdn.com/i/teamlogos/ncaa/500/150.png,2,79,True,96,s:40~l:41~t:96,Kentucky,Wildcats,UK,Kentucky Wildcats,Kentucky,005DAA,True,https://a.espncdn.com/i/teamlogos/ncaa/500/96.png,23,71,False,401369850,2022,2,251,ffffff,,,,,,
401372110,s:40~l:41~e:401372110~c:401372110,2021-11-10T01:00Z,14032,True,False,False,False,2021-11-10T01:00Z,,,0,N/A,2127,State Farm Center,Champaign,IL,15544,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,356,s:40~l:41~t:356,Illinois,Fighting Illini,ILL,Illinois Fighting Illini,Illinois,f77329,fa6300,True,2127,https://a.espncdn.com/i/teamlogos/ncaa/500/356.png,7,71,True,2296,s:40~l:41~t:2296,Jackson State,Tigers,JKST,Jackson State Tigers,Jackson St,123297,True,https://a.espncdn.com/i/teamlogos/ncaa/500/2296.png,26,47,False,401372110,2022,2,1945,b5b7ba,,,,,,
401371914,s:40~l:41~e:401371914~c:401371914,2021-11-10T01:00Z,12928,True,False,False,False,2021-11-10T01:00Z,,,0,N/A,1392,FedExForum,Memphis,TN,18400,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,235,s:40~l:41~t:235,Memphis,Tigers,MEM,Memphis Tigers,Memphis,003087,898d8d,True,1392,https://a.espncdn.com/i/teamlogos/ncaa/500/235.png,62,89,True,2635,s:40~l:41~t:2635,Tennessee Tech,Golden Eagles,TNTC,Tennessee Tech Golden Eagles,Tennessee Tech,5A4099,True,https://a.espncdn.com/i/teamlogos/ncaa/500/2635.png,20,65,False,401371914,2022,2,2152,ffde00,,,,,,
401373388,s:40~l:41~e:401373388~c:401373388,2021-11-10T00:00Z,7037,True,False,False,False,2021-11-10T00:00Z,,,0,N/A,1977,Matthew Knight Arena,Eugene,OR,12364,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,2483,s:40~l:41~t:2483,Oregon,Ducks,ORE,Oregon Ducks,Oregon,044520,fee123,True,1977,https://a.espncdn.com/i/teamlogos/ncaa/500/2483.png,21,83,True,2640,s:40~l:41~t:2640,Texas Southern,Tigers,TXSO,Texas Southern Tigers,Texas Southern,6A0403,True,https://a.espncdn.com/i/teamlogos/ncaa/500/2640.png,26,66,False,401373388,2022,2,2165,ebebeb,,,,,,
401371819,s:40~l:41~e:401371819~c:401371819,2021-11-10T02:00Z,12613,True,False,False,False,2021-11-10T02:00Z,,,0,N/A,1925,Coleman Coliseum,Tuscaloosa,AL,14474,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,333,s:40~l:41~t:333,Alabama,Crimson Tide,ALA,Alabama Crimson Tide,Alabama,690014,f1f2f3,True,1925,https://a.espncdn.com/i/teamlogos/ncaa/500/333.png,23,93,True,2348,s:40~l:41~t:2348,Louisiana Tech,Bulldogs,LT,Louisiana Tech Bulldogs,Louisiana Tech,002d65,True,https://a.espncdn.com/i/teamlogos/ncaa/500/2348.png,11,64,False,401371819,2022,2,1982,d3313a,,,,,,
401371811,s:40~l:41~e:401371811~c:401371811,2021-11-10T01:00Z,6883,True,False,False,False,2021-11-10T01:00Z,,,0,N/A,2126,Fertitta Center,Houston,TX,7100,True,0.0,0:00,3,3,STATUS_FINAL,post,True,Final,Final/OT,Final/OT,2,248,s:40~l:41~t:248,Houston,Cougars,HOU,Houston Cougars,Houston,C90822,231f20,True,2126,https://a.espncdn.com/i/teamlogos/ncaa/500/248.png,62,83,True,2275,s:40~l:41~t:2275,Hofstra,Pride,HOF,Hofstra Pride,Hofstra,00337c,True,https://a.espncdn.com/i/teamlogos/ncaa/500/2275.png,10,75,False,401371811,2022,2,2058,f6c934,OT,,,,,
401371824,s:40~l:41~e:401371824~c:401371824,2021-11-10T01:00Z,19200,True,False,False,False,2021-11-10T01:00Z,,,0,N/A,2142,Bud Walton Arena,Fayetteville,AR,19200,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,8,s:40~l:41~t:8,Arkansas,Razorbacks,ARK,Arkansas Razorbacks,Arkansas,9c1831,000000,True,2142,https://a.espncdn.com/i/teamlogos/ncaa/500/8.png,23,74,True,2382,s:40~l:41~t:2382,Mercer,Bears,MER,Mercer Bears,Mercer,ff7f29,True,https://a.espncdn.com/i/teamlogos/ncaa/500/2382.png,24,61,False,401371824,2022,2,1974,080808,,,,,,
401364993,s:40~l:41~e:401364993~c:401364993,2021-11-09T23:00Z,11947,True,False,False,False,2021-11-09T23:00Z,,,0,N/A,317,Value City Arena,Columbus,OH,19049,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,194,s:40~l:41~t:194,Ohio State,Buckeyes,OSU,Ohio State Buckeyes,Ohio State,de3129,666666,True,317,https://a.espncdn.com/i/teamlogos/ncaa/500/194.png,7,67,True,2006,s:40~l:41~t:2006,Akron,Zips,AKR,Akron Zips,Akron,00285e,True,https://a.espncdn.com/i/teamlogos/ncaa/500/2006.png,14,66,False,401364993,2022,2,2203,84754e,,,,,,
401371892,s:40~l:41~e:401371892~c:401371892,2021-11-10T00:00Z,16425,True,False,False,False,2021-11-10T00:00Z,,,0,N/A,2044,Thompson-Boling Arena,Knoxville,TN,21678,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,2633,s:40~l:41~t:2633,Tennessee,Volunteers,TENN,Tennessee Volunteers,Tennessee,EE9627,ffffff,True,2044,https://a.espncdn.com/i/teamlogos/ncaa/500/2633.png,23,90,True,2630,s:40~l:41~t:2630,UT Martin,Skyhawks,UTM,UT Martin Skyhawks,UT Martin,FF6700,True,https://a.espncdn.com/i/teamlogos/ncaa/500/2630.png,20,62,False,401371892,2022,2,7229,102a5c,,,,,,
401369943,s:40~l:41~e:401369943~c:401369943,2021-11-10T00:00Z,14992,True,False,False,False,2021-11-10T00:00Z,,,0,N/A,207,Dean E. Smith Center,Chapel Hill,NC,21750,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,153,s:40~l:41~t:153,North Carolina,Tar Heels,UNC,North Carolina Tar Heels,North Carolina,99bfe5,13294b,True,207,https://a.espncdn.com/i/teamlogos/ncaa/500/153.png,2,83,True,2352,s:40~l:41~t:2352,Loyola (MD),Greyhounds,L-MD,Loyola (MD) Greyhounds,Loyola (MD),76a7a0,True,https://a.espncdn.com/i/teamlogos/ncaa/500/2352.png,22,67,False,401369943,2022,2,2093,c9cbca,,,,,,
401365207,s:40~l:41~e:401365207~c:401365207,2021-11-10T00:00Z,12832,True,False,False,False,2021-11-10T00:00Z,,,0,N/A,2133,XFINITY Center,College Park,MD,17950,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,120,s:40~l:41~t:120,Maryland,Terrapins,MD,Maryland Terrapins,Maryland,D5002B,ffcd00,True,2133,https://a.espncdn.com/i/teamlogos/ncaa/500/120.png,7,83,True,2514,s:40~l:41~t:2514,Quinnipiac,Bobcats,QUIN,Quinnipiac Bobcats,Quinnipiac,041B43,True,https://a.espncdn.com/i/teamlogos/ncaa/500/2514.png,13,69,False,401365207,2022,2,1907,,,,,,,
401371832,s:40~l:41~e:401371832~c:401371832,2021-11-10T01:00Z,9121,True,False,False,False,2021-11-10T01:00Z,,,0,N/A,1953,Auburn Arena,Auburn,AL,9121,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,2,s:40~l:41~t:2,Auburn,Tigers,AUB,Auburn Tigers,Auburn,03244d,f1f2f3,True,1953,https://a.espncdn.com/i/teamlogos/ncaa/500/2.png,23,77,True,2413,s:40~l:41~t:2413,Morehead State,Eagles,MORE,Morehead State Eagles,Morehead State,094FA3,True,https://a.espncdn.com/i/teamlogos/ncaa/500/2413.png,20,54,False,401371832,2022,2,2174,fed91a,,,,,,
401365208,s:40~l:41~e:401365208~c:401365208,2021-11-10T00:00Z,0,True,False,False,False,2021-11-10T00:00Z,,,0,N/A,2042,Reilly Center,Saint Bonaventure,NY,5480,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,179,s:40~l:41~t:179,St. Bonaventure,Bonnies,SBU,St. Bonaventure Bonnies,St. Bonaventure,70261D,,True,2042,https://a.espncdn.com/i/teamlogos/ncaa/500/179.png,3,75,True,2561,s:40~l:41~t:2561,Siena,Saints,SIE,Siena Saints,Siena,037961,True,https://a.espncdn.com/i/teamlogos/ncaa/500/2561.png,13,47,False,401365208,2022,2,20,eea60f,,,,,,
401372026,s:40~l:41~e:401372026~c:401372026,2021-11-09T23:30Z,10167,True,False,False,False,2021-11-09T23:30Z,,,0,N/A,1956,Gampel Pavilion,Storrs,CT,10167,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,41,s:40~l:41~t:41,UConn,Huskies,CONN,UConn Huskies,UConn,001d40,f1f2f3,True,1956,https://a.espncdn.com/i/teamlogos/ncaa/500/41.png,4,99,True,2115,s:40~l:41~t:2115,Central Connecticut,Blue Devils,CCSU,Central Connecticut Blue Devils,C Connecticut,1B49A2,True,https://a.espncdn.com/i/teamlogos/ncaa/500/2115.png,19,48,False,401372026,2022,2,2144,d1d5d8,,,,,,
401370036,s:40~l:41~e:401370036~c:401370036,2021-11-10T02:00Z,13100,True,False,False,False,2021-11-10T02:00Z,,,0,N/A,1927,John Paul Jones Arena,Charlottesville,VA,14623,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,258,s:40~l:41~t:258,Virginia,Cavaliers,UVA,Virginia Cavaliers,Virginia,f84c1e,ffffff,True,1927,https://a.espncdn.com/i/teamlogos/ncaa/500/258.png,2,58,False,2426,s:40~l:41~t:2426,Navy,Midshipmen,NAVY,Navy Midshipmen,Navy,131630,True,https://a.espncdn.com/i/teamlogos/ncaa/500/2426.png,22,66,True,401370036,2022,2,2176,b6a77c,,,,,,
401373111,s:40~l:41~e:401373111~c:401373111,2021-11-09T20:00Z,1023,True,False,False,False,2021-11-09T20:00Z,,,0,N/A,2052,Friel Court at Beasley Coliseum,Pullman,WA,11671,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,265,s:40~l:41~t:265,Washington State,Cougars,WSU,Washington State Cougars,Washington St,94022a,6a747c,True,2052,https://a.espncdn.com/i/teamlogos/ncaa/500/265.png,21,85,True,2016,s:40~l:41~t:2016,Alcorn State,Braves,ALCN,Alcorn State Braves,Alcorn St,4b0058,True,https://a.espncdn.com/i/teamlogos/ncaa/500/2016.png,26,67,False,401373111,2022,2,2072,46166a,,,,,,
401365200,s:40~l:41~e:401365200~c:401365200,2021-11-09T20:00Z,217,True,False,False,False,2021-11-09T20:00Z,,,0,N/A,2062,Draddy Gymnasium,Riverdale,NY,2345,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,2363,s:40~l:41~t:2363,Manhattan,Jaspers,MAN,Manhattan Jaspers,Manhattan,4f8537,b5b7ba,True,2062,https://a.espncdn.com/i/teamlogos/ncaa/500/2363.png,13,99,True,2879,s:40~l:41~t:2879,Manhattanville,Valiants,MAN,Manhattanville Valiants,Manhattanville,,False,,,42,False,401365200,2022,2,,,,,,,,
401373850,s:40~l:41~e:401373850~c:401373850,2021-11-09T22:00Z,1350,True,False,False,False,2021-11-09T22:00Z,,,0,N/A,5426,Jerry Richardson Indoor Stadium,Spartanburg,SC,3400,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,2747,s:40~l:41~t:2747,Wofford,Terriers,WOF,Wofford Terriers,Wofford,533B22,f0f0f0,True,5426,https://a.espncdn.com/i/teamlogos/ncaa/500/2747.png,24,117,True,3243,s:40~l:41~t:3243,Bob Jones University,Bruins,BOBJ,Bob Jones University Bruins,Bob Jones,,False,https://a.espncdn.com/i/teamlogos/ncaa/500/3243.png,,79,False,401373850,2022,2,,,,,,,,
401373623,s:40~l:41~e:401373623~c:401373623,2021-11-09T22:00Z,3936,True,False,False,False,2021-11-09T22:00Z,,,0,N/A,496,Haas Pavilion,Berkeley,CA,11877,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,25,s:40~l:41~t:25,California,Golden Bears,CAL,California Golden Bears,California,031522,ffc423,True,496,https://a.espncdn.com/i/teamlogos/ncaa/500/25.png,21,67,False,28,s:40~l:41~t:28,UC San Diego,Tritons,UCSD,UC San Diego Tritons,UC San Diego,000000,True,https://a.espncdn.com/i/teamlogos/ncaa/500/28.png,9,80,True,401373623,2022,2,2212,,,,,,,
401371926,s:40~l:41~e:401371926~c:401371926,2021-11-09T22:00Z,0,True,False,False,False,2021-11-09T22:00Z,,,0,N/A,2041,Yuengling Center,Tampa,FL,10411,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,58,s:40~l:41~t:58,South Florida,Bulls,USF,South Florida Bulls,South Florida,004A36,231f20,True,2041,https://a.espncdn.com/i/teamlogos/ncaa/500/58.png,62,75,True,2065,s:40~l:41~t:2065,Bethune-Cookman,Wildcats,BCU,Bethune-Cookman Wildcats,Bethune-Cookman,7b1831,True,https://a.espncdn.com/i/teamlogos/ncaa/500/2065.png,26,54,False,401371926,2022,2,2073,e9aa12,,,,,,
401386430,s:40~l:41~e:401386430~c:401386430,2021-11-09T23:00Z,921,True,False,False,False,2021-11-09T23:00Z,,,0,N/A,1922,Winthrop Coliseum,Rock Hill,SC,6100,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,2737,s:40~l:41~t:2737,Winthrop,Eagles,WIN,Winthrop Eagles,Winthrop,9e0b0e,fdb41e,True,1922,https://a.espncdn.com/i/teamlogos/ncaa/500/2737.png,6,110,True,124942,s:40~l:41~t:124942,Mary Baldwin,Fighting Squirrels,MBU,Mary Baldwin Fighting Squirrels,Mary Baldwin,,False,,,78,False,401386430,2022,2,,,,,,,,
401378591,s:40~l:41~e:401378591~c:401378591,2021-11-09T23:00Z,3678,True,False,False,False,2021-11-09T23:00Z,,,0,N/A,2021,Hill Field House,Baltimore,MD,4250,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,2415,s:40~l:41~t:2415,Morgan State,Bears,MORG,Morgan State Bears,Morgan State,014786,f47937,True,2021,https://a.espncdn.com/i/teamlogos/ncaa/500/2415.png,16,118,True,117,s:40~l:41~t:117,St. Mary's (MD),Seahawks,SMMD,St. Mary's (MD) Seahawks,St. Mary's MD,,False,https://a.espncdn.com/i/teamlogos/ncaa/500/117.png,,55,False,401378591,2022,2,,,,,,,,
401374434,s:40~l:41~e:401374434~c:401374434,2021-11-09T23:00Z,0,True,False,False,False,2021-11-09T23:00Z,,,0,N/A,2180,Jack Stephens Center,Little Rock,AR,5600,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,2031,s:40~l:41~t:2031,Little Rock,Trojans,UALR,Little Rock Trojans,Little Rock,AD0000,898d8f,True,2180,https://a.espncdn.com/i/teamlogos/ncaa/500/2031.png,27,69,True,79,s:40~l:41~t:79,Southern Illinois,Salukis,SIU,Southern Illinois Salukis,S Illinois,85283D,True,https://a.espncdn.com/i/teamlogos/ncaa/500/79.png,18,66,False,401374434,2022,2,2190,c2c3c0,,,,,,
401372745,s:40~l:41~e:401372745~c:401372745,2021-11-09T23:00Z,2104,True,False,False,False,2021-11-09T23:00Z,,,0,N/A,1897,Murphy Center,Murfreesboro,TN,11520,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,2393,s:40~l:41~t:2393,Middle Tennessee,Blue Raiders,MTSU,Middle Tennessee Blue Raiders,MTSU,0079C2,c3c5c8,True,1897,https://a.espncdn.com/i/teamlogos/ncaa/500/2393.png,11,98,True,2855,s:40~l:41~t:2855,Brescia University,Bearcats,BRE,Brescia University Bearcats,Brescia,,False,,,59,False,401372745,2022,2,,,,,,,,
401365199,s:40~l:41~e:401365199~c:401365199,2021-11-09T23:00Z,7017,True,False,False,False,2021-11-09T23:00Z,,,0,N/A,2051,Stuart C. Siegel Center,Richmond,VA,7500,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,2670,s:40~l:41~t:2670,VCU,Rams,VCU,VCU Rams,VCU,929292,edb71d,True,2051,https://a.espncdn.com/i/teamlogos/ncaa/500/2670.png,3,57,True,2612,s:40~l:41~t:2612,Saint Peter's,Peacocks,SPU,Saint Peter's Peacocks,Saint Peter's,004CC2,True,https://a.espncdn.com/i/teamlogos/ncaa/500/2612.png,13,54,False,401365199,2022,2,1963,,,,,,,
401364994,s:40~l:41~e:401364994~c:401364994,2021-11-09T23:00Z,17222,True,False,False,False,2021-11-09T23:00Z,,,0,N/A,2092,Simon Skjodt Assembly Hall,Bloomington,IN,17472,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,84,s:40~l:41~t:84,Indiana,Hoosiers,IU,Indiana Hoosiers,Indiana,7D110C,eeedeb,True,2092,https://a.espncdn.com/i/teamlogos/ncaa/500/84.png,7,68,True,2199,s:40~l:41~t:2199,Eastern Michigan,Eagles,EMU,Eastern Michigan Eagles,E Michigan,00331b,True,https://a.espncdn.com/i/teamlogos/ncaa/500/2199.png,14,62,False,401364994,2022,2,2109,f0f0f0,,,,,,
401372994,s:40~l:41~e:401372994~c:401372994,2021-11-09T23:30Z,1782,True,False,False,False,2021-11-09T23:30Z,,,0,N/A,1901,Donald N. Dedmon Center,Radford,VA,3215,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,2515,s:40~l:41~t:2515,Radford,Highlanders,RAD,Radford Highlanders,Radford,BC1515,c2c3c0,True,1901,https://a.espncdn.com/i/teamlogos/ncaa/500/2515.png,6,84,True,2213,s:40~l:41~t:2213,Emory & Henry,Wasps,EMO,Emory & Henry Wasps,Emory & Henry,000000,False,,,72,False,401372994,2022,2,,,,,,,,
401371959,s:40~l:41~e:401371959~c:401371959,2021-11-09T23:45Z,7134,True,False,False,False,2021-11-09T23:45Z,,,0,N/A,2032,Hinkle Fieldhouse,Indianapolis,IN,9100,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,2086,s:40~l:41~t:2086,Butler,Bulldogs,BUT,Butler Bulldogs,Butler,0d1361,00a3e0,True,2032,https://a.espncdn.com/i/teamlogos/ncaa/500/2086.png,4,56,True,85,s:40~l:41~t:85,IUPUI,Jaguars,IUPU,IUPUI Jaguars,IUPUI,A81F30,True,https://a.espncdn.com/i/teamlogos/ncaa/500/85.png,45,47,False,401371959,2022,2,4947,d59f0f,,,,,,
401385113,s:40~l:41~e:401385113~c:401385113,2021-11-10T00:00Z,603,True,False,False,False,2021-11-10T00:00Z,,,0,N/A,1936,Lundholm Gymnasium,Durham,NH,2500,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,160,s:40~l:41~t:160,New Hampshire,Wildcats,UNH,New Hampshire Wildcats,New Hampshire,004990,c3c4c6,True,1936,https://a.espncdn.com/i/teamlogos/ncaa/500/160.png,1,98,True,2602,s:40~l:41~t:2602,St. Joseph's (ME),Monks,SJME,St. Joseph's (ME) Monks,St Josephs (ME),,False,,,53,False,401385113,2022,2,,,,,,,,
401385112,s:40~l:41~e:401385112~c:401385112,2021-11-10T00:00Z,3581,True,False,False,False,2021-11-10T00:00Z,,,0,N/A,1915,McBrayer Arena,Richmond,KY,6500,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,2198,s:40~l:41~t:2198,Eastern Kentucky,Colonels,EKU,Eastern Kentucky Colonels,E Kentucky,660819,f0f0f0,True,1915,https://a.espncdn.com/i/teamlogos/ncaa/500/2198.png,46,93,True,2245,s:40~l:41~t:2245,Georgetown (KY),Tigers,GCOL,Georgetown (KY) Tigers,Georgetown (KY),,False,https://a.espncdn.com/i/teamlogos/ncaa/500/2245.png,,63,False,401385112,2022,2,,,,,,,,
401385108,s:40~l:41~e:401385108~c:401385108,2021-11-10T00:00Z,2146,True,False,False,False,2021-11-10T00:00Z,,,0,N/A,1920,BB&T Arena,Highland Heights,KY,8427,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,94,s:40~l:41~t:94,Northern Kentucky,Norse,NKU,Northern Kentucky Norse,N Kentucky,000000,eab621,True,1920,https://a.espncdn.com/i/teamlogos/ncaa/500/94.png,45,82,True,2719,s:40~l:41~t:2719,Wheeling Jesuit,Cardinals,WJ,Wheeling Jesuit Cardinals,Wheeling Jesuit,,False,,,54,False,401385108,2022,2,,,,,,,,
401382730,s:40~l:41~e:401382730~c:401382730,2021-11-10T00:00Z,1146,True,False,False,False,2021-11-10T00:00Z,,,0,N/A,6285,Hammel Court,North Andover,MA,1200,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,2771,s:40~l:41~t:2771,Merrimack,Warriors,MRMK,Merrimack Warriors,Merrimack,2f4f93,e8c535,True,,https://a.espncdn.com/i/teamlogos/ncaa/500/2771.png,19,77,True,108842,s:40~l:41~t:108842,Emerson College,Lions,EMRS,Emerson College Lions,Emerson,,False,,,48,False,401382730,2022,2,,,,,,,,
401381690,s:40~l:41~e:401381690~c:401381690,2021-11-10T00:00Z,1514,True,False,False,False,2021-11-10T00:00Z,,,0,N/A,1978,Burr Gymnasium,Washington,DC,2700,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,47,s:40~l:41~t:47,Howard,Bison,HOW,Howard Bison,Howard,9e0b0e,6b818d,True,1978,https://a.espncdn.com/i/teamlogos/ncaa/500/47.png,16,87,True,2177,s:40~l:41~t:2177,District of Columbia,Firebirds,DC,District of Columbia Firebirds,Dist of Col,,False,,,59,False,401381690,2022,2,,,,,,,,
401374410,s:40~l:41~e:401374410~c:401374410,2021-11-10T00:00Z,0,True,False,False,False,2021-11-10T00:00Z,,,0,N/A,2017,Convocation Center (VA),Hampton,VA,7200,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,2261,s:40~l:41~t:2261,Hampton,Pirates,HAMP,Hampton Pirates,Hampton,0067AC,,True,2017,https://a.espncdn.com/i/teamlogos/ncaa/500/2261.png,6,101,True,108806,s:40~l:41~t:108806,Mid-Atlantic Christian University,Mustangs,MACH,Mid-Atlantic Christian University Mustangs,Mid-Atl Chrstn,,False,,,51,False,401374410,2022,2,5103,,,,,,,
