id,uid,date,attendance,timeValid,neutralSite,conferenceCompetition,recent,startDate,notes_type,notes_headline,type.id,type.abbreviation,venue.id,venue.fullName,venue.address.city,venue.address.state,venue.capacity,venue.indoor,status.clock,status.displayClock,status.period,status.type.id,status.type.name,status.type.state,status.type.completed,status.type.description,status.type.detail,status.type.shortDetail,format.regulation.periods,home.id,home.uid,home.location,home.name,home.abbreviation,home.displayName,home.shortDisplayName,home.color,home.alternateColor,home.isActive,home.venue.id,home.logo,home.conferenceId,home.score,home.winner,away.id,away.uid,away.location,away.name,away.abbreviation,away.displayName,away.shortDisplayName,away.color,away.alternateColor,away.isActive,away.venue.id,away.logo,away.conferenceId,away.score,away.winner,game_id,season,season_type,groups.id,groups.name,groups.shortName,groups.isConference,status.type.altDetail,tournamentId
401257563,s:40~l:41~e:401257563~c:401257563,2021-01-23T00:00Z,351,True,False,True,False,2021-01-23T00:00Z,,,0,N/A,5995,Flowers Hall,Florence,AL,3500,True,0.0,0:00,3,3,STATUS_FINAL,post,True,Final,Final/OT,Final/OT,2,2453,s:40~l:41~t:2453,North Alabama,Lions,UNA,North Alabama Lions,North Alabama,663399,,True,5995,https://a.espncdn.com/i/teamlogos/ncaa/500/2453.png,46,82,True,294,s:40~l:41~t:294,Jacksonville,Dolphins,JAX,Jacksonville Dolphins,Jacksonville,00523e,,True,1994,https://a.espncdn.com/i/teamlogos/ncaa/500/294.png,46,81,False,401257563,2021,2,46,ASUN Conference,ASUN,True,OT,
401257500,s:40~l:41~e:401257500~c:401257500,2021-01-23T00:00Z,782,True,False,True,False,2021-01-23T00:00Z,,,0,N/A,5289,Freedom Hall,Louisville,KY,18252,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,91,s:40~l:41~t:91,Bellarmine,Knights,BELL,Bellarmine Knights,Bellarmine,000000,,True,,https://a.espncdn.com/i/teamlogos/ncaa/500/91.png,46,67,True,56,s:40~l:41~t:56,Stetson,Hatters,STET,Stetson Hatters,Stetson,0a5640,56854e,True,2080,https://a.espncdn.com/i/teamlogos/ncaa/500/56.png,46,62,False,401257500,2021,2,46,ASUN Conference,ASUN,True,,
401257305,s:40~l:41~e:401257305~c:401257305,2021-01-23T00:00Z,1633,True,False,True,False,2021-01-23T00:00Z,,,0,N/A,2061,Fant-Ewing Coliseum,Monroe,LA,7085,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,2433,s:40~l:41~t:2433,UL Monroe,Warhawks,ULM,UL Monroe Warhawks,UL Monroe,231F20,b18445,True,2061,https://a.espncdn.com/i/teamlogos/ncaa/500/2433.png,27,47,False,326,s:40~l:41~t:326,Texas State,Bobcats,TXST,Texas State Bobcats,Texas State,4e1719,b4975a,True,2010,https://a.espncdn.com/i/teamlogos/ncaa/500/326.png,27,57,True,401257305,2021,2,27,Sun Belt Conference,Sun Belt,True,,
401257123,s:40~l:41~e:401257123~c:401257123,2021-01-23T00:00Z,624,True,False,True,False,2021-01-23T00:00Z,,,0,N/A,3416,College Park Center,Arlington,TX,7000,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,250,s:40~l:41~t:250,UT Arlington,Mavericks,UTA,UT Arlington Mavericks,UT Arlington,004b7c,f58024,True,3416,https://a.espncdn.com/i/teamlogos/ncaa/500/250.png,27,59,False,2031,s:40~l:41~t:2031,Little Rock,Trojans,UALR,Little Rock Trojans,Little Rock,AD0000,898d8f,True,2180,https://a.espncdn.com/i/teamlogos/ncaa/500/2031.png,27,66,True,401257123,2021,2,27,Sun Belt Conference,Sun Belt,True,,
401257120,s:40~l:41~e:401257120~c:401257120,2021-01-23T00:00Z,669,True,False,True,False,2021-01-23T00:00Z,,,1,STD,373,Cajundome,Lafayette,LA,12362,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,309,s:40~l:41~t:309,Louisiana,Ragin' Cajuns,ULL,Louisiana Ragin' Cajuns,Louisiana,ce2842,,True,373,https://a.espncdn.com/i/teamlogos/ncaa/500/309.png,27,81,True,2032,s:40~l:41~t:2032,Arkansas State,Red Wolves,ARST,Arkansas State Red Wolves,Arkansas State,e81018,000000,True,2033,https://a.espncdn.com/i/teamlogos/ncaa/500/2032.png,27,68,False,401257120,2021,2,27,Sun Belt Conference,Sun Belt,True,,
401257119,s:40~l:41~e:401257119~c:401257119,2021-01-23T00:00Z,1030,True,False,True,False,2021-01-23T00:00Z,,,0,N/A,2193,Mitchell Center,Mobile,AL,10041,True,0.0,0:00,3,3,STATUS_FINAL,post,True,Final,Final/OT,Final/OT,2,6,s:40~l:41~t:6,South Alabama,Jaguars,USA,South Alabama Jaguars,South Alabama,003E7E,,True,2193,https://a.espncdn.com/i/teamlogos/ncaa/500/6.png,27,75,False,290,s:40~l:41~t:290,Georgia Southern,Eagles,GASO,Georgia Southern Eagles,Georgia So,003775,f0f0f0,True,2089,https://a.espncdn.com/i/teamlogos/ncaa/500/290.png,27,84,True,401257119,2021,2,27,Sun Belt Conference,Sun Belt,True,OT,
401254225,s:40~l:41~e:401254225~c:401254225,2021-01-23T00:00Z,308,True,False,True,False,2021-01-23T00:00Z,,,0,N/A,2216,Ocean Bank Convocation Center,Miami,FL,5000,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,2229,s:40~l:41~t:2229,Florida International,Panthers,FIU,Florida International Panthers,FIU,091731,c5960c,True,2216,https://a.espncdn.com/i/teamlogos/ncaa/500/2229.png,11,66,False,276,s:40~l:41~t:276,Marshall,Thundering Herd,MRSH,Marshall Thundering Herd,Marshall,00ae42,be854c,True,1935,https://a.espncdn.com/i/teamlogos/ncaa/500/276.png,11,79,True,401254225,2021,2,11,Conference USA,C-USA,True,,
401254211,s:40~l:41~e:401254211~c:401254211,2021-01-23T00:00Z,420,True,False,True,False,2021-01-23T00:00Z,,,0,N/A,2110,FAU Arena,Boca Raton,FL,2500,True,0.0,0:00,3,3,STATUS_FINAL,post,True,Final,Final/OT,Final/OT,2,2226,s:40~l:41~t:2226,Florida Atlantic,Owls,FAU,Florida Atlantic Owls,FAU,004B85,bb2f4c,True,2110,https://a.espncdn.com/i/teamlogos/ncaa/500/2226.png,11,66,True,2429,s:40~l:41~t:2429,Charlotte,49ers,CLT,Charlotte 49ers,Charlotte,ffffff,cfab7a,True,239,https://a.espncdn.com/i/teamlogos/ncaa/500/2429.png,11,53,False,401254211,2021,2,11,Conference USA,C-USA,True,OT,
401254002,s:40~l:41~e:401254002~c:401254002,2021-01-23T00:00Z,0,True,False,True,False,2021-01-23T00:00Z,,,0,N/A,2115,UTSA Convocation Center,San Antonio,TX,2650,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,2636,s:40~l:41~t:2636,UTSA,Roadrunners,UTSA,UTSA Roadrunners,UTSA,002A5C,f47321,True,2115,https://a.espncdn.com/i/teamlogos/ncaa/500/2636.png,11,70,True,2572,s:40~l:41~t:2572,Southern Miss,Golden Eagles,USM,Southern Miss Golden Eagles,Southern Miss,FFAA3C,ffc423,True,2009,https://a.espncdn.com/i/teamlogos/ncaa/500/2572.png,11,64,False,401254002,2021,2,11,Conference USA,C-USA,True,,
401252727,s:40~l:41~e:401252727~c:401252727,2021-01-23T00:00Z,0,True,False,True,False,2021-01-23T00:00Z,,,0,N/A,586,Matadome,Northridge,CA,2500,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,2463,s:40~l:41~t:2463,CSU Northridge,Matadors,CSUN,CSU Northridge Matadors,CSU Northridge,b50000,,True,586,https://a.espncdn.com/i/teamlogos/ncaa/500/2463.png,9,58,False,2540,s:40~l:41~t:2540,UC Santa Barbara,Gauchos,UCSB,UC Santa Barbara Gauchos,UCSB,1D1160,fdb813,True,470,https://a.espncdn.com/i/teamlogos/ncaa/500/2540.png,9,105,True,401252727,2021,2,9,Big West Conference,Big West,True,,
401252726,s:40~l:41~e:401252726~c:401252726,2021-01-23T00:00Z,0,True,False,True,False,2021-01-23T00:00Z,,,0,N/A,6853,RIMAC Arena,San Diego,CA,4000,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,28,s:40~l:41~t:28,UC San Diego,Tritons,UCSD,UC San Diego Tritons,UC San Diego,000000,,True,2212,https://a.espncdn.com/i/teamlogos/ncaa/500/28.png,9,89,True,302,s:40~l:41~t:302,UC Davis,Aggies,UCD,UC Davis Aggies,UC Davis,002855,c3c4c6,True,2212,https://a.espncdn.com/i/teamlogos/ncaa/500/302.png,9,69,False,401252726,2021,2,9,Big West Conference,Big West,True,,
401252725,s:40~l:41~e:401252725~c:401252725,2021-01-23T00:00Z,0,True,False,True,False,2021-01-23T00:00Z,,,0,N/A,2082,SRC Arena,Riverside,CA,3168,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,27,s:40~l:41~t:27,UC Riverside,Highlanders,UCR,UC Riverside Highlanders,UC Riverside,14234F,,True,2082,https://a.espncdn.com/i/teamlogos/ncaa/500/27.png,9,45,False,2934,s:40~l:41~t:2934,CSU Bakersfield,Roadrunners,CSUB,CSU Bakersfield Roadrunners,CSU Bakersfield,003BAB,,True,2112,https://a.espncdn.com/i/teamlogos/ncaa/500/2934.png,9,47,True,401252725,2021,2,9,Big West Conference,Big West,True,,
401252724,s:40~l:41~e:401252724~c:401252724,2021-01-23T00:00Z,0,True,False,True,False,2021-01-23T00:00Z,,,0,N/A,469,Bren Events Center,Irvine,CA,5000,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,300,s:40~l:41~t:300,UC Irvine,Anteaters,UCI,UC Irvine Anteaters,UC Irvine,002B5C,fec52e,True,469,https://a.espncdn.com/i/teamlogos/ncaa/500/300.png,9,68,True,13,s:40~l:41~t:13,Cal Poly,Mustangs,CP,Cal Poly Mustangs,Cal Poly,1E4D2B,eed897,True,812,https://a.espncdn.com/i/teamlogos/ncaa/500/13.png,9,49,False,401252724,2021,2,9,Big West Conference,Big West,True,,
401254704,s:40~l:41~e:401254704~c:401254704,2021-01-23T00:30Z,1099,True,False,True,False,2021-01-23T00:30Z,,,0,N/A,2155,Bartow Arena,Birmingham,AL,8500,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,5,s:40~l:41~t:5,UAB,Blazers,UAB,UAB Blazers,UAB,054338,ffc845,True,2155,https://a.espncdn.com/i/teamlogos/ncaa/500/5.png,11,78,True,242,s:40~l:41~t:242,Rice,Owls,RICE,Rice Owls,Rice,003D7D,d1d5d8,True,1902,https://a.espncdn.com/i/teamlogos/ncaa/500/242.png,11,68,False,401254704,2021,2,11,Conference USA,C-USA,True,,
401262611,s:40~l:41~e:401262611~c:401262611,2021-01-23T01:00Z,0,True,False,True,False,2021-01-23T01:00Z,,,0,N/A,2053,Arena Auditorium,Laramie,WY,11612,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,2751,s:40~l:41~t:2751,Wyoming,Cowboys,WYO,Wyoming Cowboys,Wyoming,533B22,ffffff,True,2053,https://a.espncdn.com/i/teamlogos/ncaa/500/2751.png,44,71,True,2440,s:40~l:41~t:2440,Nevada,Wolf Pack,NEV,Nevada Wolf Pack,Nevada,153E5F,8e9295,True,461,https://a.espncdn.com/i/teamlogos/ncaa/500/2440.png,44,64,False,401262611,2021,2,44,Mountain West Conference,Mountain West,True,,
401258939,s:40~l:41~e:401258939~c:401258939,2021-01-23T01:00Z,0,True,False,True,False,2021-01-23T01:00Z,,,0,N/A,2197,LeRoy A. Ufkes Court at Western Hall,Macomb,IL,5139,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,2710,s:40~l:41~t:2710,Western Illinois,Leathernecks,WIU,Western Illinois Leathernecks,W Illinois,4e1e8a,ffc90a,True,2197,https://a.espncdn.com/i/teamlogos/ncaa/500/2710.png,49,60,False,233,s:40~l:41~t:233,South Dakota,Coyotes,SDAK,South Dakota Coyotes,South Dakota,CD1241,f0f0f0,True,5432,https://a.espncdn.com/i/teamlogos/ncaa/500/233.png,49,65,True,401258939,2021,2,49,Summit League,Summit,True,,
401257514,s:40~l:41~e:401257514~c:401257514,2021-01-23T01:00Z,756,True,False,True,False,2021-01-23T01:00Z,,,0,N/A,2038,Allen Arena,Nashville,TN,5028,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,288,s:40~l:41~t:288,Lipscomb,Bisons,LIP,Lipscomb Bisons,Lipscomb,20366C,f6b734,True,2038,https://a.espncdn.com/i/teamlogos/ncaa/500/288.png,46,69,False,526,s:40~l:41~t:526,Florida Gulf Coast,Eagles,FGCU,Florida Gulf Coast Eagles,FGCU,00885a,076c3b,True,2101,https://a.espncdn.com/i/teamlogos/ncaa/500/526.png,46,79,True,401257514,2021,2,46,ASUN Conference,ASUN,True,,
401252728,s:40~l:41~e:401252728~c:401252728,2021-01-23T01:00Z,0,True,False,True,False,2021-01-23T01:00Z,,,0,N/A,2003,Titan Gym,Fullerton,CA,4000,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,2239,s:40~l:41~t:2239,CSU Fullerton,Titans,CSUF,CSU Fullerton Titans,CSU Fullerton,003767,ff8300,True,2003,https://a.espncdn.com/i/teamlogos/ncaa/500/2239.png,9,83,True,62,s:40~l:41~t:62,Hawai'i,Rainbow Warriors,HAW,Hawai'i Rainbow Warriors,Hawai'i,003420,ffffff,True,540,https://a.espncdn.com/i/teamlogos/ncaa/500/62.png,9,67,False,401252728,2021,2,9,Big West Conference,Big West,True,,
401258941,s:40~l:41~e:401258941~c:401258941,2021-01-23T01:30Z,1277,True,False,True,False,2021-01-23T01:30Z,,,0,N/A,5433,Scheels Center,Fargo,ND,5644,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,2449,s:40~l:41~t:2449,North Dakota State,Bison,NDSU,North Dakota State Bison,N Dakota St,01402A,ffffff,True,5433,https://a.espncdn.com/i/teamlogos/ncaa/500/2449.png,49,70,True,2172,s:40~l:41~t:2172,Denver,Pioneers,DEN,Denver Pioneers,Denver,9c143d,d6ba74,True,854,https://a.espncdn.com/i/teamlogos/ncaa/500/2172.png,49,58,False,401258941,2021,2,49,Summit League,Summit,True,,
401258940,s:40~l:41~e:401258940~c:401258940,2021-01-23T01:30Z,787,True,False,True,False,2021-01-23T01:30Z,,,0,N/A,1996,Frost Arena,Brookings,SD,6100,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,2571,s:40~l:41~t:2571,South Dakota State,Jackrabbits,SDST,South Dakota State Jackrabbits,S Dakota St,005DAB,c33139,True,1996,https://a.espncdn.com/i/teamlogos/ncaa/500/2571.png,49,92,True,155,s:40~l:41~t:155,North Dakota,Fighting Hawks,UND,North Dakota Fighting Hawks,North Dakota,00A26B,c2c3c0,True,1950,https://a.espncdn.com/i/teamlogos/ncaa/500/155.png,49,73,False,401258940,2021,2,49,Summit League,Summit,True,,
401262609,s:40~l:41~e:401262609~c:401262609,2021-01-23T02:00Z,0,True,False,True,False,2021-01-23T02:00Z,,,1,STD,2014,Clune Arena,Colorado Springs,CO,5843,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,2005,s:40~l:41~t:2005,Air Force,Falcons,AFA,Air Force Falcons,Air Force,004a7b,ffffff,True,2014,https://a.espncdn.com/i/teamlogos/ncaa/500/2005.png,44,61,False,21,s:40~l:41~t:21,San Diego State,Aztecs,SDSU,San Diego State Aztecs,San Diego State,BF2C37,a8996e,True,2111,https://a.espncdn.com/i/teamlogos/ncaa/500/21.png,44,98,True,401262609,2021,2,44,Mountain West Conference,Mountain West,True,,
401258432,s:40~l:41~e:401258432~c:401258432,2021-01-23T02:00Z,0,True,False,True,False,2021-01-23T02:00Z,,,0,N/A,2143,Wolstein Center,Cleveland,OH,13610,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,325,s:40~l:41~t:325,Cleveland State,Vikings,CLEV,Cleveland State Vikings,Cleveland State,006633,231f20,True,2143,https://a.espncdn.com/i/teamlogos/ncaa/500/325.png,45,64,True,270,s:40~l:41~t:270,Milwaukee,Panthers,MILW,Milwaukee Panthers,Milwaukee,000000,ffc20e,True,1983,https://a.espncdn.com/i/teamlogos/ncaa/500/270.png,45,53,False,401258432,2021,2,45,Horizon League,Horizon,True,,
401255057,s:40~l:41~e:401255057~c:401255057,2021-01-23T02:00Z,533,True,False,True,False,2021-01-23T02:00Z,,,0,N/A,2117,Don Haskins Center,El Paso,TX,11892,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,2638,s:40~l:41~t:2638,UTEP,Miners,UTEP,UTEP Miners,UTEP,ff8200,041e42,True,2117,https://a.espncdn.com/i/teamlogos/ncaa/500/2638.png,11,82,True,2348,s:40~l:41~t:2348,Louisiana Tech,Bulldogs,LT,Louisiana Tech Bulldogs,Louisiana Tech,002d65,d3313a,True,1982,https://a.espncdn.com/i/teamlogos/ncaa/500/2348.png,11,74,False,401255057,2021,2,11,Conference USA,C-USA,True,,
401253941,s:40~l:41~e:401253941~c:401253941,2021-01-23T02:00Z,736,True,False,True,False,2021-01-23T02:00Z,,,0,N/A,7095,Burns Arena,St. George,UT,4779,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,3101,s:40~l:41~t:3101,Dixie State,Trailblazers,DXST,Dixie State Trailblazers,Dixie State,000000,,True,,https://a.espncdn.com/i/teamlogos/ncaa/500/3101.png,30,74,False,2253,s:40~l:41~t:2253,Grand Canyon,Antelopes,GCU,Grand Canyon Antelopes,Grand Canyon,522398,f0f0f0,True,4534,https://a.espncdn.com/i/teamlogos/ncaa/500/2253.png,30,77,True,401253941,2021,2,30,Western Athletic Conference,WAC,True,,
401261892,s:40~l:41~e:401261892~c:401261892,2021-01-22T23:00Z,0,True,False,True,False,2021-01-22T23:00Z,,,0,N/A,2062,Draddy Gymnasium,Riverdale,NY,2345,True,0.0,0:00,0,6,STATUS_POSTPONED,post,False,Postponed,Postponed,Postponed,2,2363,s:40~l:41~t:2363,Manhattan,Jaspers,MAN,Manhattan Jaspers,Manhattan,4f8537,b5b7ba,True,2062,https://a.espncdn.com/i/teamlogos/ncaa/500/2363.png,13,0,,2405,s:40~l:41~t:2405,Monmouth,Hawks,MONM,Monmouth Hawks,Monmouth,051844,,True,2163,https://a.espncdn.com/i/teamlogos/ncaa/500/2405.png,13,0,,401261892,2021,2,13,Metro Atlantic Athletic Conference,MAAC,True,,
401254553,s:40~l:41~e:401254553~c:401254553,2021-01-23T00:00Z,0,True,False,True,False,2021-01-23T00:00Z,,,0,N/A,1940,Chartway Arena,Norfolk,VA,8472,True,0.0,0:00,0,5,STATUS_CANCELED,post,False,Canceled,Canceled,Canceled,2,295,s:40~l:41~t:295,Old Dominion,Monarchs,ODU,Old Dominion Monarchs,Old Dominion,00507d,a1d2f1,True,1940,https://a.espncdn.com/i/teamlogos/ncaa/500/295.png,11,0,,249,s:40~l:41~t:249,North Texas,Mean Green,UNT,North Texas Mean Green,North Texas,00853D,000000,True,1938,https://a.espncdn.com/i/teamlogos/ncaa/500/249.png,11,0,,401254553,2021,2,11,Conference USA,C-USA,True,,
401253037,s:40~l:41~e:401253037~c:401253037,2021-01-23T00:00Z,0,True,False,True,False,2021-01-23T00:00Z,,,0,N/A,2135,Convocation Center (OH),Athens,OH,13000,True,0.0,0:00,0,6,STATUS_POSTPONED,post,False,Postponed,Postponed,Postponed,2,195,s:40~l:41~t:195,Ohio,Bobcats,OHIO,Ohio Bobcats,Ohio,295A29,e4bb85,True,2135,https://a.espncdn.com/i/teamlogos/ncaa/500/195.png,14,0,,2050,s:40~l:41~t:2050,Ball State,Cardinals,BALL,Ball State Cardinals,Ball State,DA0000,ffffff,True,299,https://a.espncdn.com/i/teamlogos/ncaa/500/2050.png,14,0,,401253037,2021,2,14,Mid-American Conference,MAC,True,,
401254018,s:40~l:41~e:401254018~c:401254018,2021-01-23T01:00Z,0,True,False,True,False,2021-01-23T01:00Z,,,1,STD,1951,Jones Convocation Center,Chicago,IL,7000,True,0.0,0:00,0,5,STATUS_CANCELED,post,False,Canceled,Canceled,Canceled,2,2130,s:40~l:41~t:2130,Chicago State,Cougars,CHIC,Chicago State Cougars,Chicago State,006700,,True,1951,https://a.espncdn.com/i/teamlogos/ncaa/500/2130.png,30,0,,2856,s:40~l:41~t:2856,California Baptist,Lancers,CBU,California Baptist Lancers,CA Baptist,000080,,True,5994,https://a.espncdn.com/i/teamlogos/ncaa/500/2856.png,30,0,,401254018,2021,2,30,Western Athletic Conference,WAC,True,,
401253943,s:40~l:41~e:401253943~c:401253943,2021-01-23T01:00Z,0,True,False,True,False,2021-01-23T01:00Z,,,0,N/A,7094,Wisdom Gym,Stephenville,TX,3000,True,0.0,0:00,0,5,STATUS_CANCELED,post,False,Canceled,Canceled,Canceled,2,2627,s:40~l:41~t:2627,Tarleton,Texans,TAR,Tarleton Texans,Tarleton,000000,,True,,https://a.espncdn.com/i/teamlogos/ncaa/500/2627.png,30,0,,2547,s:40~l:41~t:2547,Seattle U,Redhawks,SEA,Seattle U Redhawks,Seattle U,BF2E1A,c2c3c0,True,1965,https://a.espncdn.com/i/teamlogos/ncaa/500/2547.png,30,0,,401253943,2021,2,30,Western Athletic Conference,WAC,True,,
401269621,s:40~l:41~e:401269621~c:401269621,2021-01-23T02:00Z,0,True,False,True,False,2021-01-23T02:00Z,,,1,STD,2032,Hinkle Fieldhouse,Indianapolis,IN,9100,True,0.0,0:00,0,6,STATUS_POSTPONED,post,False,Postponed,Postponed,Postponed,2,2086,s:40~l:41~t:2086,Butler,Bulldogs,BUT,Butler Bulldogs,Butler,0d1361,00a3e0,True,2032,https://a.espncdn.com/i/teamlogos/ncaa/500/2086.png,4,0,,2550,s:40~l:41~t:2550,Seton Hall,Pirates,HALL,Seton Hall Pirates,Seton Hall,0857B1,8a8d8f,True,1826,https://a.espncdn.com/i/teamlogos/ncaa/500/2550.png,4,0,,401269621,2021,2,4,Big East Conference,Big East,True,,
401262613,s:40~l:41~e:401262613~c:401262613,2021-01-23T02:00Z,0,True,False,True,False,2021-01-23T02:00Z,,,0,N/A,2028,ExtraMile Arena,Boise,ID,12380,True,0.0,0:00,0,6,STATUS_POSTPONED,post,False,Postponed,Postponed,Postponed,2,68,s:40~l:41~t:68,Boise State,Broncos,BSU,Boise State Broncos,Boise State,09347A,d8d9da,True,2028,https://a.espncdn.com/i/teamlogos/ncaa/500/68.png,44,0,,278,s:40~l:41~t:278,Fresno State,Bulldogs,FRES,Fresno State Bulldogs,Fresno State,c41230,231f20,True,914,https://a.espncdn.com/i/teamlogos/ncaa/500/278.png,44,0,,401262613,2021,2,44,Mountain West Conference,Mountain West,True,,
401253942,s:40~l:41~e:401253942~c:401253942,2021-01-23T02:00Z,0,True,False,True,False,2021-01-23T02:00Z,,,1,STD,1937,Pan American Center,Las Cruces,NM,12572,True,0.0,0:00,0,5,STATUS_CANCELED,post,False,Canceled,Canceled,Canceled,2,166,s:40~l:41~t:166,New Mexico State,Aggies,NMSU,New Mexico State Aggies,New Mexico St,891216,000000,True,1937,https://a.espncdn.com/i/teamlogos/ncaa/500/166.png,30,0,,292,s:40~l:41~t:292,UT Rio Grande Valley,Vaqueros,RGV,UT Rio Grande Valley Vaqueros,UT Rio Grande,dc6000,e1732d,True,2153,https://a.espncdn.com/i/teamlogos/ncaa/500/292.png,30,0,,401253942,2021,2,30,Western Athletic Conference,WAC,True,,
401253738,s:40~l:41~e:401253738~c:401253738,2021-01-24T03:00Z,0,True,False,True,False,2021-01-24T03:00Z,,,0,N/A,1979,McCarthey Athletic Center,Spokane,WA,6000,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,2250,s:40~l:41~t:2250,Gonzaga,Bulldogs,GONZ,Gonzaga Bulldogs,Gonzaga,002967,cfd4d8,True,1979,https://a.espncdn.com/i/teamlogos/ncaa/500/2250.png,29,95,True,279,s:40~l:41~t:279,Pacific,Tigers,PAC,Pacific Tigers,Pacific,F47820,c2c3c0,True,553,https://a.espncdn.com/i/teamlogos/ncaa/500/279.png,29,49,False,401253738,2021,2,29,West Coast Conference,WCC,True,,
401253872,s:40~l:41~e:401253872~c:401253872,2021-01-23T19:00Z,3350,True,False,True,False,2021-01-23T19:00Z,,,0,N/A,1992,Gallagher-Iba Arena,Stillwater,OK,13611,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,197,s:40~l:41~t:197,Oklahoma State,Cowboys,OKST,Oklahoma State Cowboys,Oklahoma State,FF6500,ff9900,True,1992,https://a.espncdn.com/i/teamlogos/ncaa/500/197.png,8,66,False,239,s:40~l:41~t:239,Baylor,Bears,BAY,Baylor Bears,Baylor,004834,ffb81c,True,1049,https://a.espncdn.com/i/teamlogos/ncaa/500/239.png,8,81,True,401253872,2021,2,8,Big 12 Conference,Big 12,True,,
401269624,s:40~l:41~e:401269624~c:401269624,2021-01-23T19:30Z,0,True,False,True,False,2021-01-23T19:30Z,,,0,N/A,1969,Finneran Pavilion,Villanova,PA,6501,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,222,s:40~l:41~t:222,Villanova,Wildcats,VILL,Villanova Wildcats,Villanova,123d7C,f0f0f0,True,1969,https://a.espncdn.com/i/teamlogos/ncaa/500/222.png,4,71,True,2507,s:40~l:41~t:2507,Providence,Friars,PROV,Providence Friars,Providence,000000,7d8082,True,146,https://a.espncdn.com/i/teamlogos/ncaa/500/2507.png,4,56,False,401269624,2021,2,4,Big East Conference,Big East,True,,
401258768,s:40~l:41~e:401258768~c:401258768,2021-01-24T01:30Z,4191,True,False,True,False,2021-01-24T01:30Z,,,0,N/A,2044,Thompson-Boling Arena,Knoxville,TN,21678,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,2633,s:40~l:41~t:2633,Tennessee,Volunteers,TENN,Tennessee Volunteers,Tennessee,EE9627,ffffff,True,2044,https://a.espncdn.com/i/teamlogos/ncaa/500/2633.png,23,64,False,142,s:40~l:41~t:142,Missouri,Tigers,MIZ,Missouri Tigers,Missouri,000000,000000,True,2071,https://a.espncdn.com/i/teamlogos/ncaa/500/142.png,23,73,True,401258768,2021,2,23,Southeastern Conference,SEC,True,,
401280173,s:40~l:41~e:401280173~c:401280173,2021-01-23T17:00Z,0,True,False,True,False,2021-01-23T17:00Z,,,1,STD,2011,Liacouras Center,Philadelphia,PA,10206,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,218,s:40~l:41~t:218,Temple,Owls,TEM,Temple Owls,Temple,A80532,a7a9ac,True,2011,https://a.espncdn.com/i/teamlogos/ncaa/500/218.png,62,51,False,248,s:40~l:41~t:248,Houston,Cougars,HOU,Houston Cougars,Houston,C90822,231f20,True,2126,https://a.espncdn.com/i/teamlogos/ncaa/500/248.png,62,68,True,401280173,2021,2,62,American Athletic Conference,American,True,,
401253871,s:40~l:41~e:401253871~c:401253871,2021-01-23T17:00Z,2669,True,False,True,False,2021-01-23T17:00Z,,,0,N/A,1991,Lloyd Noble Center,Norman,OK,11562,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,201,s:40~l:41~t:201,Oklahoma,Sooners,OU,Oklahoma Sooners,Oklahoma,7b0000,cccccc,True,1991,https://a.espncdn.com/i/teamlogos/ncaa/500/201.png,8,75,True,2305,s:40~l:41~t:2305,Kansas,Jayhawks,KU,Kansas Jayhawks,Kansas,0022B4,e8000d,True,2171,https://a.espncdn.com/i/teamlogos/ncaa/500/2305.png,8,68,False,401253871,2021,2,8,Big 12 Conference,Big 12,True,,
