id,uid,date,attendance,timeValid,neutralSite,conferenceCompetition,recent,notes,startDate,type.id,type.abbreviation,venue.id,venue.fullName,venue.address.city,venue.address.state,venue.capacity,venue.indoor,status.clock,status.displayClock,status.period,status.type.id,status.type.name,status.type.state,status.type.completed,status.type.description,status.type.detail,status.type.shortDetail,home.id,home.uid,home.location,home.name,home.abbreviation,home.displayName,home.shortDisplayName,home.color,home.alternateColor,home.isActive,home.venue.id,home.logo,home.conferenceId,away.id,away.uid,away.location,away.name,away.abbreviation,away.displayName,away.shortDisplayName,away.color,away.alternateColor,away.isActive,away.venue.id,away.logo,away.conferenceId,game_id,season_type,season,status.type.altDetail,groups.id,groups.name,groups.shortName,groups.isConference,tournamentId,PBP,team_box,player_box
290432198,s:40~l:41~e:290432198~c:290432198,2009-02-13T02:00Z,0,TRUE,FALSE,TRUE,FALSE,[],2009-02-13T02:00Z,0,N/A,,"","","",,,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2198,s:40~l:41~t:2198,Eastern Kentucky,Colonels,EKU,Eastern Kentucky Colonels,E Kentucky,660819,f0f0f0,TRUE,1915,https://a.espncdn.com/i/teamlogos/ncaa/500/2198.png,46,2546,s:40~l:41~t:2546,Southeast Missouri State,Redhawks,SEMO,Southeast Missouri State Redhawks,SE Missouri St,cc0000,080808,TRUE,1917,https://a.espncdn.com/i/teamlogos/ncaa/500/2546.png,20,290432198,2,2009,"",,"","",,,TRUE,TRUE,TRUE
290432464,s:40~l:41~e:290432464~c:290432464,2009-02-13T01:35Z,0,TRUE,FALSE,TRUE,FALSE,[],2009-02-13T01:35Z,0,N/A,2023,J. Lawrence Walkup Skydome,Flagstaff,AZ,3300,TRUE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2464,s:40~l:41~t:2464,Northern Arizona,Lumberjacks,NAU,Northern Arizona Lumberjacks,N Arizona,003976,1b3069,TRUE,2023,https://a.espncdn.com/i/teamlogos/ncaa/500/2464.png,5,147,s:40~l:41~t:147,Montana State,Bobcats,MTST,Montana State Bobcats,Montana State,003875,bf965c,TRUE,2065,https://a.espncdn.com/i/teamlogos/ncaa/500/147.png,5,290432464,2,2009,"",5,Big Sky Conference,Big Sky,TRUE,,TRUE,TRUE,TRUE
290432630,s:40~l:41~e:290432630~c:290432630,2009-02-13T01:30Z,0,TRUE,FALSE,TRUE,FALSE,[],2009-02-13T01:30Z,0,N/A,2043,Skyhawk Arena,Martin,TN,4300,TRUE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2630,s:40~l:41~t:2630,UT Martin,Skyhawks,UTM,UT Martin Skyhawks,UT Martin,FF6700,102a5c,TRUE,2043,https://a.espncdn.com/i/teamlogos/ncaa/500/2630.png,20,55,s:40~l:41~t:55,Jacksonville State,Gamecocks,JVST,Jacksonville State Gamecocks,J'Ville St,b50500,b5b7ba,TRUE,2130,https://a.espncdn.com/i/teamlogos/ncaa/500/55.png,46,290432630,2,2009,"",,"","",,,TRUE,TRUE,TRUE
290430093,s:40~l:41~e:290430093~c:290430093,2009-02-13T01:30Z,0,TRUE,FALSE,TRUE,FALSE,[],2009-02-13T01:30Z,0,N/A,2022,CFSB Center,Murray,KY,8600,TRUE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,93,s:40~l:41~t:93,Murray State,Racers,MUR,Murray State Racers,Murray State,002148,000e00,TRUE,2022,https://a.espncdn.com/i/teamlogos/ncaa/500/93.png,20,2635,s:40~l:41~t:2635,Tennessee Tech,Golden Eagles,TNTC,Tennessee Tech Golden Eagles,Tennessee Tech,5A4099,ffde00,TRUE,2152,https://a.espncdn.com/i/teamlogos/ncaa/500/2635.png,20,290430093,2,2009,"",,"","",,,TRUE,TRUE,TRUE
290432032,s:40~l:41~e:290432032~c:290432032,2009-02-13T01:05Z,0,TRUE,FALSE,TRUE,FALSE,[],2009-02-13T01:05Z,1,STD,2033,First National Bank Arena,Jonesboro,AR,10563,TRUE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2032,s:40~l:41~t:2032,Arkansas State,Red Wolves,ARST,Arkansas State Red Wolves,Arkansas State,e81018,000000,TRUE,2033,https://a.espncdn.com/i/teamlogos/ncaa/500/2032.png,27,2031,s:40~l:41~t:2031,Little Rock,Trojans,UALR,Little Rock Trojans,Little Rock,AD0000,898d8f,TRUE,2180,https://a.espncdn.com/i/teamlogos/ncaa/500/2031.png,27,290432032,2,2009,"",27,Sun Belt Conference,Sun Belt,TRUE,,TRUE,TRUE,TRUE
290430198,s:40~l:41~e:290430198~c:290430198,2009-02-13T01:05Z,0,TRUE,FALSE,TRUE,FALSE,[],2009-02-13T01:05Z,0,N/A,1993,Mabee Center,Tulsa,OK,10575,TRUE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,198,s:40~l:41~t:198,Oral Roberts,Golden Eagles,ORU,Oral Roberts Golden Eagles,Oral Roberts,002955,ccb48c,TRUE,1993,https://a.espncdn.com/i/teamlogos/ncaa/500/198.png,49,2710,s:40~l:41~t:2710,Western Illinois,Leathernecks,WIU,Western Illinois Leathernecks,W Illinois,4e1e8a,ffc90a,TRUE,2197,https://a.espncdn.com/i/teamlogos/ncaa/500/2710.png,49,290430198,2,2009,"",49,Summit League,Summit,TRUE,,TRUE,TRUE,TRUE
290430006,s:40~l:41~e:290430006~c:290430006,2009-02-13T01:05Z,0,TRUE,FALSE,TRUE,FALSE,[],2009-02-13T01:05Z,0,N/A,2193,Mitchell Center,Mobile,AL,10041,TRUE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,6,s:40~l:41~t:6,South Alabama,Jaguars,USA,South Alabama Jaguars,South Alabama,003E7E,"",TRUE,2193,https://a.espncdn.com/i/teamlogos/ncaa/500/6.png,27,2229,s:40~l:41~t:2229,Florida International,Panthers,FIU,Florida International Panthers,FIU,091731,c5960c,TRUE,2216,https://a.espncdn.com/i/teamlogos/ncaa/500/2229.png,27,290430006,2,2009,"",27,Sun Belt Conference,Sun Belt,TRUE,,TRUE,TRUE,TRUE
290432885,s:40~l:41~e:290432885~c:290432885,2009-02-13T01:00Z,0,TRUE,FALSE,FALSE,FALSE,[],2009-02-13T01:00Z,0,N/A,1909,Fleisher Center,Newark,NJ,1500,TRUE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2885,s:40~l:41~t:2885,NJIT,Highlanders,NJIT,NJIT Highlanders,NJIT,EE3024,df3e2e,TRUE,5420,https://a.espncdn.com/i/teamlogos/ncaa/500/2885.png,43,3084,s:40~l:41~t:3084,Utah Valley,Wolverines,UVU,Utah Valley Wolverines,Utah Valley,004812,e1c736,TRUE,2091,https://a.espncdn.com/i/teamlogos/ncaa/500/3084.png,43,290432885,2,2009,"",,"","",,,TRUE,TRUE,TRUE
290432653,s:40~l:41~e:290432653~c:290432653,2009-02-13T01:00Z,0,TRUE,FALSE,TRUE,FALSE,[],2009-02-13T01:00Z,0,N/A,,"","","",,,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2653,s:40~l:41~t:2653,Troy,Trojans,TROY,Troy Trojans,Troy,AE0210,88898c,TRUE,4489,https://a.espncdn.com/i/teamlogos/ncaa/500/2653.png,27,2393,s:40~l:41~t:2393,Middle Tennessee,Blue Raiders,MTSU,Middle Tennessee Blue Raiders,MTSU,0079C2,c3c5c8,TRUE,1897,https://a.espncdn.com/i/teamlogos/ncaa/500/2393.png,27,290432653,2,2009,"",27,Sun Belt Conference,Sun Belt,TRUE,,TRUE,TRUE,TRUE
290432571,s:40~l:41~e:290432571~c:290432571,2009-02-13T01:00Z,0,TRUE,FALSE,TRUE,FALSE,[],2009-02-13T01:00Z,0,N/A,1996,Frost Arena,Brookings,SD,6100,TRUE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2571,s:40~l:41~t:2571,South Dakota State,Jackrabbits,SDST,South Dakota State Jackrabbits,S Dakota St,005DAB,c33139,TRUE,1996,https://a.espncdn.com/i/teamlogos/ncaa/500/2571.png,49,253,s:40~l:41~t:253,Southern Utah,Thunderbirds,SUU,Southern Utah Thunderbirds,Southern Utah,d10000,c2c3c0,TRUE,1960,https://a.espncdn.com/i/teamlogos/ncaa/500/253.png,49,290432571,2,2009,"",49,Summit League,Summit,TRUE,,TRUE,TRUE,TRUE
290432535,s:40~l:41~e:290432535~c:290432535,2009-02-13T01:00Z,0,TRUE,FALSE,TRUE,FALSE,[],2009-02-13T01:00Z,0,N/A,,"","","",,,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2535,s:40~l:41~t:2535,Samford,Bulldogs,SAM,Samford Bulldogs,Samford,005485,bc0023,TRUE,2191,https://a.espncdn.com/i/teamlogos/ncaa/500/2535.png,24,2430,s:40~l:41~t:2430,UNC Greensboro,Spartans,UNCG,UNC Greensboro Spartans,UNC Greensboro,003559,ffd90a,TRUE,349,https://a.espncdn.com/i/teamlogos/ncaa/500/2430.png,24,290432535,2,2009,"",24,Southern Conference,Southern,TRUE,,TRUE,TRUE,TRUE
290432523,s:40~l:41~e:290432523~c:290432523,2009-02-13T01:00Z,0,TRUE,FALSE,TRUE,FALSE,[],2009-02-13T01:00Z,0,N/A,2069,Charles L. Sewall Center,Moon Township,PA,3056,TRUE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2523,s:40~l:41~t:2523,Robert Morris,Colonials,RMU,Robert Morris Colonials,Robert Morris,00214D,a21d2b,TRUE,5470,https://a.espncdn.com/i/teamlogos/ncaa/500/2523.png,19,2529,s:40~l:41~t:2529,Sacred Heart,Pioneers,SHU,Sacred Heart Pioneers,Sacred Heart,a40012,c29472,TRUE,1916,https://a.espncdn.com/i/teamlogos/ncaa/500/2529.png,19,290432523,2,2009,"",19,Northeast Conference,NEC,TRUE,,TRUE,TRUE,TRUE
290432449,s:40~l:41~e:290432449~c:290432449,2009-02-13T01:00Z,0,TRUE,FALSE,TRUE,FALSE,[],2009-02-13T01:00Z,0,N/A,2035,Bison Sports Arena,Fargo,ND,7500,TRUE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2449,s:40~l:41~t:2449,North Dakota State,Bison,NDSU,North Dakota State Bison,N Dakota St,01402A,ffffff,TRUE,5433,https://a.espncdn.com/i/teamlogos/ncaa/500/2449.png,49,140,s:40~l:41~t:140,Kansas City,Roos,KC,Kansas City Roos,Kansas City,004b87,ffc72c,TRUE,4052,https://a.espncdn.com/i/teamlogos/ncaa/500/140.png,49,290432449,2,2009,"",49,Summit League,Summit,TRUE,,TRUE,TRUE,TRUE
290432433,s:40~l:41~e:290432433~c:290432433,2009-02-13T01:00Z,0,TRUE,FALSE,TRUE,FALSE,[],2009-02-13T01:00Z,0,N/A,2061,Fant-Ewing Coliseum,Monroe,LA,7085,TRUE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2433,s:40~l:41~t:2433,UL Monroe,Warhawks,ULM,UL Monroe Warhawks,UL Monroe,231F20,b18445,TRUE,2061,https://a.espncdn.com/i/teamlogos/ncaa/500/2433.png,27,309,s:40~l:41~t:309,Louisiana,Ragin' Cajuns,ULL,Louisiana Ragin' Cajuns,Louisiana,ce2842,"",TRUE,373,https://a.espncdn.com/i/teamlogos/ncaa/500/309.png,27,290432433,2,2009,"",27,Sun Belt Conference,Sun Belt,TRUE,,TRUE,TRUE,TRUE
290432348,s:40~l:41~e:290432348~c:290432348,2009-02-13T01:00Z,0,TRUE,FALSE,TRUE,FALSE,[],2009-02-13T01:00Z,0,N/A,1982,Thomas Assembly Center,Ruston,LA,8000,TRUE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2348,s:40~l:41~t:2348,Louisiana Tech,Bulldogs,LT,Louisiana Tech Bulldogs,Louisiana Tech,002d65,d3313a,TRUE,1982,https://a.espncdn.com/i/teamlogos/ncaa/500/2348.png,30,278,s:40~l:41~t:278,Fresno State,Bulldogs,FRES,Fresno State Bulldogs,Fresno State,c41230,231f20,TRUE,914,https://a.espncdn.com/i/teamlogos/ncaa/500/278.png,30,290432348,2,2009,"",30,Western Athletic Conference,WAC,TRUE,,TRUE,TRUE,TRUE
290432113,s:40~l:41~e:290432113~c:290432113,2009-02-13T01:00Z,0,TRUE,FALSE,TRUE,FALSE,[],2009-02-13T01:00Z,0,N/A,2145,Gold Dome,Shreveport,LA,3000,FALSE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2113,s:40~l:41~t:2113,Centenary,Gentlemen,CENT,Centenary Gentlemen,Centenary,a20b36,"",TRUE,2145,https://a.espncdn.com/i/teamlogos/ncaa/500/2113.png,49,85,s:40~l:41~t:85,IUPUI,Jaguars,IUPU,IUPUI Jaguars,IUPUI,A81F30,d59f0f,TRUE,4947,https://a.espncdn.com/i/teamlogos/ncaa/500/85.png,49,290432113,2,2009,"",49,Summit League,Summit,TRUE,,TRUE,TRUE,TRUE
290430249,s:40~l:41~e:290430249~c:290430249,2009-02-13T01:00Z,0,TRUE,FALSE,TRUE,FALSE,[],2009-02-13T01:00Z,0,N/A,,"","","",,,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,249,s:40~l:41~t:249,North Texas,Mean Green,UNT,North Texas Mean Green,North Texas,00853D,000000,TRUE,1938,https://a.espncdn.com/i/teamlogos/ncaa/500/249.png,27,2443,s:40~l:41~t:2443,New Orleans,Privateers,UNO,New Orleans Privateers,New Orleans,005da6,a2a9ae,TRUE,1926,https://a.espncdn.com/i/teamlogos/ncaa/500/2443.png,27,290430249,2,2009,"",27,Sun Belt Conference,Sun Belt,TRUE,,TRUE,TRUE,TRUE
290430056,s:40~l:41~e:290430056~c:290430056,2009-02-13T01:00Z,0,TRUE,FALSE,FALSE,FALSE,[],2009-02-13T01:00Z,0,N/A,2080,Edmunds Center,Deland,FL,4000,TRUE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,56,s:40~l:41~t:56,Stetson,Hatters,STET,Stetson Hatters,Stetson,0a5640,56854e,TRUE,2080,https://a.espncdn.com/i/teamlogos/ncaa/500/56.png,46,2542,s:40~l:41~t:2542,Savannah State,Tigers,SAV,Savannah State Tigers,Savannah State,280298,f78f1e,TRUE,1931,https://a.espncdn.com/i/teamlogos/ncaa/500/2542.png,43,290430056,2,2009,"",,"","",,,TRUE,TRUE,TRUE
290432413,s:40~l:41~e:290432413~c:290432413,2009-02-13T00:30Z,0,TRUE,FALSE,TRUE,FALSE,[],2009-02-13T00:30Z,1,STD,2174,Ellis T. Johnson Arena,Morehead,KY,6500,TRUE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2413,s:40~l:41~t:2413,Morehead State,Eagles,MORE,Morehead State Eagles,Morehead State,094FA3,fed91a,TRUE,2174,https://a.espncdn.com/i/teamlogos/ncaa/500/2413.png,20,2197,s:40~l:41~t:2197,Eastern Illinois,Panthers,EIU,Eastern Illinois Panthers,E Illinois,000000,bebab9,TRUE,2138,https://a.espncdn.com/i/teamlogos/ncaa/500/2197.png,20,290432413,2,2009,"",,"","",,,TRUE,TRUE,TRUE
290432368,s:40~l:41~e:290432368~c:290432368,2009-02-13T00:30Z,0,TRUE,FALSE,TRUE,FALSE,[],2009-02-13T00:30Z,0,N/A,1934,McCann Arena,Poughkeepsie,NY,3200,TRUE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2368,s:40~l:41~t:2368,Marist,Red Foxes,MRST,Marist Red Foxes,Marist,e53730,f0f0f0,TRUE,1934,https://a.espncdn.com/i/teamlogos/ncaa/500/2368.png,13,2217,s:40~l:41~t:2217,Fairfield,Stags,FAIR,Fairfield Stags,Fairfield,000000,ebebeb,TRUE,1259,https://a.espncdn.com/i/teamlogos/ncaa/500/2217.png,13,290432368,2,2009,"",13,Metro Atlantic Athletic Conference,MAAC,TRUE,,TRUE,TRUE,TRUE
290432099,s:40~l:41~e:290432099~c:290432099,2009-02-13T00:30Z,0,TRUE,FALSE,TRUE,FALSE,[],2009-02-13T00:30Z,0,N/A,2037,Koessler Athletic Center,Buffalo,NY,2196,TRUE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2099,s:40~l:41~t:2099,Canisius,Golden Griffins,CAN,Canisius Golden Griffins,Canisius,004a81,dda50f,TRUE,2037,https://a.espncdn.com/i/teamlogos/ncaa/500/2099.png,13,315,s:40~l:41~t:315,Niagara,Purple Eagles,NIAG,Niagara Purple Eagles,Niagara,69207E,f0f0f0,TRUE,2177,https://a.espncdn.com/i/teamlogos/ncaa/500/315.png,13,290432099,2,2009,"",13,Metro Atlantic Athletic Conference,MAAC,TRUE,,TRUE,TRUE,TRUE
290430294,s:40~l:41~e:290430294~c:290430294,2009-02-13T00:15Z,0,TRUE,FALSE,TRUE,FALSE,[],2009-02-13T00:15Z,0,N/A,,"","","",,,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,294,s:40~l:41~t:294,Jacksonville,Dolphins,JAX,Jacksonville Dolphins,Jacksonville,00523e,"",TRUE,1994,https://a.espncdn.com/i/teamlogos/ncaa/500/294.png,46,2454,s:40~l:41~t:2454,North Florida,Ospreys,UNF,North Florida Ospreys,North Florida,004B8D,babcbe,TRUE,2123,https://a.espncdn.com/i/teamlogos/ncaa/500/2454.png,46,290430294,2,2009,"",46,ASUN Conference,ASUN,TRUE,,TRUE,TRUE,TRUE
290432754,s:40~l:41~e:290432754~c:290432754,2009-02-13T00:05Z,0,TRUE,FALSE,TRUE,FALSE,[],2009-02-13T00:05Z,0,N/A,2054,Beeghly Center,Youngstown,OH,6300,TRUE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2754,s:40~l:41~t:2754,Youngstown State,Penguins,YSU,Youngstown State Penguins,Youngstown St,E51935,690717,TRUE,2054,https://a.espncdn.com/i/teamlogos/ncaa/500/2754.png,45,2739,s:40~l:41~t:2739,Green Bay,Phoenix,GB,Green Bay Phoenix,Green Bay,006633,b21038,TRUE,522,https://a.espncdn.com/i/teamlogos/ncaa/500/2739.png,45,290432754,2,2009,"",45,Horizon League,Horizon,TRUE,,TRUE,TRUE,TRUE
290432643,s:40~l:41~e:290432643~c:290432643,2009-02-13T00:05Z,0,TRUE,FALSE,TRUE,FALSE,[],2009-02-13T00:05Z,1,STD,2154,McAlister Field House,Charleston,SC,6000,TRUE,0,0:00,3,3,STATUS_FINAL,post,TRUE,Final,Final/OT,Final/OT,2643,s:40~l:41~t:2643,The Citadel,Bulldogs,CIT,The Citadel Bulldogs,The Citadel,002b5c,f0f0f0,TRUE,2154,https://a.espncdn.com/i/teamlogos/ncaa/500/2643.png,24,2026,s:40~l:41~t:2026,Appalachian State,Mountaineers,APP,Appalachian State Mountaineers,Appalachian St,000000,ffcd00,TRUE,2137,https://a.espncdn.com/i/teamlogos/ncaa/500/2026.png,24,290432643,2,2009,OT,24,Southern Conference,Southern,TRUE,,TRUE,TRUE,TRUE
290430087,s:40~l:41~e:290430087~c:290430087,2009-02-13T00:00Z,0,TRUE,FALSE,TRUE,FALSE,[],2009-02-13T00:00Z,0,N/A,282,Purcell Pavilion,South Bend,IN,9149,TRUE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,87,s:40~l:41~t:87,Notre Dame,Fighting Irish,ND,Notre Dame Fighting Irish,Notre Dame,00122b,ae9142,TRUE,282,https://a.espncdn.com/i/teamlogos/ncaa/500/87.png,4,97,s:40~l:41~t:97,Louisville,Cardinals,LOU,Louisville Cardinals,Louisville,ad000a,cccccc,TRUE,2030,https://a.espncdn.com/i/teamlogos/ncaa/500/97.png,4,290430087,2,2009,"",4,Big East Conference,Big East,TRUE,,TRUE,TRUE,TRUE
290432803,s:40~l:41~e:290432803~c:290432803,2009-02-13T00:00Z,0,TRUE,FALSE,FALSE,FALSE,[],2009-02-13T00:00Z,1,STD,2182,Chace Athletic Center,Smithfield,RI,2670,TRUE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2803,s:40~l:41~t:2803,Bryant,Bulldogs,BRY,Bryant Bulldogs,Bryant,000000,9f8343,TRUE,2182,https://a.espncdn.com/i/teamlogos/ncaa/500/2803.png,43,2681,s:40~l:41~t:2681,Wagner,Seahawks,WAG,Wagner Seahawks,Wagner,00483A,ffffff,TRUE,2085,https://a.espncdn.com/i/teamlogos/ncaa/500/2681.png,19,290432803,2,2009,"",,"","",,,TRUE,TRUE,TRUE
290432747,s:40~l:41~e:290432747~c:290432747,2009-02-13T00:00Z,0,TRUE,FALSE,TRUE,FALSE,[],2009-02-13T00:00Z,0,N/A,2121,Benjamin Johnson Arena,Spartanburg,SC,3500,TRUE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2747,s:40~l:41~t:2747,Wofford,Terriers,WOF,Wofford Terriers,Wofford,533B22,f0f0f0,TRUE,5426,https://a.espncdn.com/i/teamlogos/ncaa/500/2747.png,24,2166,s:40~l:41~t:2166,Davidson,Wildcats,DAV,Davidson Wildcats,Davidson,000000,e51837,TRUE,194,https://a.espncdn.com/i/teamlogos/ncaa/500/2166.png,24,290432747,2,2009,"",24,Southern Conference,Southern,TRUE,,TRUE,TRUE,TRUE
290432619,s:40~l:41~e:290432619~c:290432619,2009-02-13T00:00Z,0,TRUE,FALSE,TRUE,FALSE,[],2009-02-13T00:00Z,1,STD,,"","","",,,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2619,s:40~l:41~t:2619,Stony Brook,Seawolves,STBK,Stony Brook Seawolves,Stony Brook,990000,"",TRUE,2231,https://a.espncdn.com/i/teamlogos/ncaa/500/2619.png,1,399,s:40~l:41~t:399,Albany,Great Danes,ALB,Albany Great Danes,Albany,3D2777,ffffff,TRUE,1976,https://a.espncdn.com/i/teamlogos/ncaa/500/399.png,1,290432619,2,2009,"",1,America East Conference,Am. East,TRUE,,TRUE,TRUE,TRUE
290432603,s:40~l:41~e:290432603~c:290432603,2009-02-13T00:00Z,0,TRUE,FALSE,TRUE,FALSE,[],2009-02-13T00:00Z,0,N/A,1899,The Palestra,Philadelphia,PA,8722,TRUE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2603,s:40~l:41~t:2603,Saint Joseph's,Hawks,JOES,Saint Joseph's Hawks,Saint Joseph's,C2071B,101010,TRUE,2150,https://a.espncdn.com/i/teamlogos/ncaa/500/2603.png,3,218,s:40~l:41~t:218,Temple,Owls,TEM,Temple Owls,Temple,A80532,a7a9ac,TRUE,2011,https://a.espncdn.com/i/teamlogos/ncaa/500/218.png,3,290432603,2,2009,"",3,Atlantic 10 Conference,A 10,TRUE,,TRUE,TRUE,TRUE
290432598,s:40~l:41~e:290432598~c:290432598,2009-02-13T00:00Z,0,TRUE,FALSE,TRUE,FALSE,[],2009-02-13T00:00Z,0,N/A,2149,DeGol Arena,Loretto,PA,3500,TRUE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2598,s:40~l:41~t:2598,St. Francis (PA),Red Flash,SFPA,St. Francis (PA) Red Flash,St Francis PA,a20012,"",TRUE,2149,https://a.espncdn.com/i/teamlogos/ncaa/500/2598.png,19,2514,s:40~l:41~t:2514,Quinnipiac,Bobcats,QUIN,Quinnipiac Bobcats,Quinnipiac,041B43,"",TRUE,1907,https://a.espncdn.com/i/teamlogos/ncaa/500/2514.png,19,290432598,2,2009,"",19,Northeast Conference,NEC,TRUE,,TRUE,TRUE,TRUE
290432561,s:40~l:41~e:290432561~c:290432561,2009-02-13T00:00Z,0,TRUE,FALSE,TRUE,FALSE,[],2009-02-13T00:00Z,0,N/A,,"","","",,,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2561,s:40~l:41~t:2561,Siena,Saints,SIE,Siena Saints,Siena,037961,eea60f,TRUE,20,https://a.espncdn.com/i/teamlogos/ncaa/500/2561.png,13,2363,s:40~l:41~t:2363,Manhattan,Jaspers,MAN,Manhattan Jaspers,Manhattan,4f8537,b5b7ba,TRUE,2062,https://a.espncdn.com/i/teamlogos/ncaa/500/2363.png,13,290432561,2,2009,"",13,Metro Atlantic Athletic Conference,MAAC,TRUE,,TRUE,TRUE,TRUE
290432341,s:40~l:41~e:290432341~c:290432341,2009-02-13T00:00Z,0,TRUE,FALSE,TRUE,FALSE,[],2009-02-13T00:00Z,1,STD,2140,Steinberg Wellness Center,Brooklyn,NY,2500,TRUE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,112358,s:40~l:41~t:112358,Long Island University,Sharks,LIU,Long Island University Sharks,Long Island,50c9f7,ffbf00,TRUE,2140,https://a.espncdn.com/i/teamlogos/ncaa/500/112358.png,19,2405,s:40~l:41~t:2405,Monmouth,Hawks,MONM,Monmouth Hawks,Monmouth,051844,"",TRUE,2163,https://a.espncdn.com/i/teamlogos/ncaa/500/2405.png,19,290432341,2,2009,"",19,Northeast Conference,NEC,TRUE,,TRUE,TRUE,TRUE
290432226,s:40~l:41~e:290432226~c:290432226,2009-02-13T00:00Z,0,TRUE,FALSE,TRUE,FALSE,[],2009-02-13T00:00Z,0,N/A,2110,FAU Arena,Boca Raton,FL,2500,TRUE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2226,s:40~l:41~t:2226,Florida Atlantic,Owls,FAU,Florida Atlantic Owls,FAU,004B85,bb2f4c,TRUE,2110,https://a.espncdn.com/i/teamlogos/ncaa/500/2226.png,27,2172,s:40~l:41~t:2172,Denver,Pioneers,DEN,Denver Pioneers,Denver,9c143d,d6ba74,TRUE,854,https://a.espncdn.com/i/teamlogos/ncaa/500/2172.png,27,290432226,2,2009,"",27,Sun Belt Conference,Sun Belt,TRUE,,TRUE,TRUE,TRUE
290432199,s:40~l:41~e:290432199~c:290432199,2009-02-13T00:00Z,0,TRUE,FALSE,TRUE,FALSE,[],2009-02-13T00:00Z,0,N/A,2109,Convocation Center (MI),Ypsilanti,MI,8754,TRUE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2199,s:40~l:41~t:2199,Eastern Michigan,Eagles,EMU,Eastern Michigan Eagles,E Michigan,00331b,f0f0f0,TRUE,2109,https://a.espncdn.com/i/teamlogos/ncaa/500/2199.png,14,2084,s:40~l:41~t:2084,Buffalo,Bulls,BUFF,Buffalo Bulls,Buffalo,041A9B,ebebeb,TRUE,2107,https://a.espncdn.com/i/teamlogos/ncaa/500/2084.png,14,290432199,2,2009,"",14,Mid-American Conference,MAC,TRUE,,TRUE,TRUE,TRUE
290432115,s:40~l:41~e:290432115~c:290432115,2009-02-13T00:00Z,0,TRUE,FALSE,TRUE,FALSE,[],2009-02-13T00:00Z,0,N/A,,"","","",,,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2115,s:40~l:41~t:2115,Central Connecticut,Blue Devils,CCSU,Central Connecticut Blue Devils,C Connecticut,1B49A2,d1d5d8,TRUE,2144,https://a.espncdn.com/i/teamlogos/ncaa/500/2115.png,19,161,s:40~l:41~t:161,Fairleigh Dickinson,Knights,FDU,Fairleigh Dickinson Knights,Fair Dickinson,28334a,ffffff,TRUE,2076,https://a.espncdn.com/i/teamlogos/ncaa/500/161.png,19,290432115,2,2009,"",19,Northeast Conference,NEC,TRUE,,TRUE,TRUE,TRUE
