id,uid,date,attendance,timeValid,neutralSite,conferenceCompetition,recent,notes,startDate,type.id,type.abbreviation,venue.id,venue.fullName,venue.address.city,venue.address.state,venue.capacity,venue.indoor,status.clock,status.displayClock,status.period,status.type.id,status.type.name,status.type.state,status.type.completed,status.type.description,status.type.detail,status.type.shortDetail,home.id,home.uid,home.location,home.name,home.abbreviation,home.displayName,home.shortDisplayName,home.color,home.alternateColor,home.isActive,home.venue.id,home.logo,home.conferenceId,away.id,away.uid,away.location,away.name,away.abbreviation,away.displayName,away.shortDisplayName,away.color,away.alternateColor,away.isActive,away.venue.id,away.logo,away.conferenceId,game_id,season_type,groups.id,groups.name,groups.shortName,groups.isConference,status.type.altDetail,season,tournamentId,PBP
400767056,s:40~l:41~e:400767056~c:400767056,2015-03-10T01:00Z,2963,TRUE,TRUE,TRUE,FALSE,"[{'type': 'event', 'headline': """"MAAC MEN'S CHAMPIONSHIP - FINAL""""}]",2015-03-10T01:00Z,16,SEMI,20,Times Union Center,Albany,NY,15727,TRUE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,314,s:40~l:41~t:314,Iona,Gaels,IONA,Iona Gaels,Iona,8c001a,f6a704,TRUE,2001,https://a.espncdn.com/i/teamlogos/ncaa/500/314.png,13,2363,s:40~l:41~t:2363,Manhattan,Jaspers,MAN,Manhattan Jaspers,Manhattan,4f8537,b5b7ba,TRUE,2062,https://a.espncdn.com/i/teamlogos/ncaa/500/2363.png,13,400767056,2,13,Metro Atlantic Athletic Conference,MAAC,TRUE,"",2015,16,TRUE
400766583,s:40~l:41~e:400766583~c:400766583,2015-03-10T01:00Z,3111,TRUE,TRUE,TRUE,FALSE,"[{'type': 'event', 'headline': """"MEAC MEN'S TOURNAMENT - 1ST ROUND""""}]",2015-03-10T01:00Z,18,EXH,26,Norfolk Scope Arena,Norfolk,VA,0,TRUE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2261,s:40~l:41~t:2261,Hampton,Pirates,HAMP,Hampton Pirates,Hampton,0067AC,"",TRUE,2017,https://a.espncdn.com/i/teamlogos/ncaa/500/2261.png,16,2415,s:40~l:41~t:2415,Morgan State,Bears,MORG,Morgan State Bears,Morgan State,014786,f47937,TRUE,2021,https://a.espncdn.com/i/teamlogos/ncaa/500/2415.png,16,400766583,2,16,Mid-Eastern Athletic Conference,MEAC,TRUE,"",2015,18,TRUE
400766777,s:40~l:41~e:400766777~c:400766777,2015-03-10T00:00Z,0,TRUE,FALSE,TRUE,FALSE,"[{'type': 'event', 'headline': """"MAC MEN'S TOURNAMENT - 1ST ROUND""""}]",2015-03-10T00:00Z,1,STD,1972,University Arena (MI),Kalamazoo,MI,5421,TRUE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2711,s:40~l:41~t:2711,Western Michigan,Broncos,WMU,Western Michigan Broncos,W Michigan,532e1f,8b7f79,TRUE,1972,https://a.espncdn.com/i/teamlogos/ncaa/500/2711.png,14,195,s:40~l:41~t:195,Ohio,Bobcats,OHIO,Ohio Bobcats,Ohio,295A29,e4bb85,TRUE,2135,https://a.espncdn.com/i/teamlogos/ncaa/500/195.png,14,400766777,2,14,Mid-American Conference,MAC,TRUE,"",2015,17,TRUE
400766776,s:40~l:41~e:400766776~c:400766776,2015-03-09T23:30Z,0,TRUE,FALSE,TRUE,FALSE,"[{'type': 'event', 'headline': """"MAC MEN'S TOURNAMENT - 1ST ROUND""""}]",2015-03-09T23:30Z,17,FINAL,2109,Convocation Center (MI),Ypsilanti,MI,8754,TRUE,0,0:00,3,3,STATUS_FINAL,post,TRUE,Final,Final/OT,Final/OT,2199,s:40~l:41~t:2199,Eastern Michigan,Eagles,EMU,Eastern Michigan Eagles,E Michigan,00331b,f0f0f0,TRUE,2109,https://a.espncdn.com/i/teamlogos/ncaa/500/2199.png,14,193,s:40~l:41~t:193,Miami (OH),Redhawks,M-OH,Miami (OH) Redhawks,Miami (OH),a4000c,f0f0f0,TRUE,2134,https://a.espncdn.com/i/teamlogos/ncaa/500/193.png,14,400766776,2,14,Mid-American Conference,MAC,TRUE,OT,2015,17,TRUE
400767077,s:40~l:41~e:400767077~c:400767077,2015-03-09T23:00Z,5153,TRUE,TRUE,TRUE,FALSE,"[{'type': 'event', 'headline': """"SOUTHERN CONFERENCE MEN'S CHAMPIONSHIP - FINAL""""}]",2015-03-09T23:00Z,,"",688,Harrah's Cherokee Center,Asheville,NC,7674,TRUE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2747,s:40~l:41~t:2747,Wofford,Terriers,WOF,Wofford Terriers,Wofford,533B22,f0f0f0,TRUE,5426,https://a.espncdn.com/i/teamlogos/ncaa/500/2747.png,24,231,s:40~l:41~t:231,Furman,Paladins,FUR,Furman Paladins,Furman,4A2184,909090,TRUE,2166,https://a.espncdn.com/i/teamlogos/ncaa/500/231.png,24,400767077,2,24,Southern Conference,Southern,TRUE,"",2015,28,TRUE
400767055,s:40~l:41~e:400767055~c:400767055,2015-03-09T23:00Z,0,TRUE,TRUE,TRUE,FALSE,"[{'type': 'event', 'headline': """"SUMMIT LEAGUE MEN'S CHAMPIONSHIP - SEMIFINAL""""}]",2015-03-09T23:00Z,1,STD,4937,Denny Sanford Premier Center,Sioux Falls,SD,0,TRUE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2571,s:40~l:41~t:2571,South Dakota State,Jackrabbits,SDST,South Dakota State Jackrabbits,S Dakota St,005DAB,c33139,TRUE,1996,https://a.espncdn.com/i/teamlogos/ncaa/500/2571.png,49,233,s:40~l:41~t:233,South Dakota,Coyotes,SDAK,South Dakota Coyotes,South Dakota,CD1241,f0f0f0,TRUE,5432,https://a.espncdn.com/i/teamlogos/ncaa/500/233.png,49,400767055,2,49,Summit League,Summit,TRUE,"",2015,31,TRUE
400767054,s:40~l:41~e:400767054~c:400767054,2015-03-09T23:00Z,5721,TRUE,TRUE,TRUE,FALSE,"[{'type': 'event', 'headline': """"CAA MEN'S CHAMPIONSHIP - FINAL""""}]",2015-03-09T23:00Z,12,RD64,4938,Royal Farms Arena,Baltimore,MD,0,TRUE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2729,s:40~l:41~t:2729,William & Mary,Tribe,W&M,William & Mary Tribe,William & Mary,103217,f6b220,TRUE,2200,https://a.espncdn.com/i/teamlogos/ncaa/500/2729.png,10,111,s:40~l:41~t:111,Northeastern,Huskies,NE,Northeastern Huskies,Northeastern,CC0001,c2c3c0,TRUE,1219,https://a.espncdn.com/i/teamlogos/ncaa/500/111.png,10,400767054,2,10,Colonial Athletic Association,CAA,TRUE,"",2015,12,TRUE
400766775,s:40~l:41~e:400766775~c:400766775,2015-03-09T23:00Z,1240,TRUE,FALSE,TRUE,FALSE,"[{'type': 'event', 'headline': """"MAC MEN'S TOURNAMENT - 1ST ROUND""""}]",2015-03-09T23:00Z,17,FINAL,2220,Stroh Center,Bowling Green,OH,4347,TRUE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,189,s:40~l:41~t:189,Bowling Green,Falcons,BGSU,Bowling Green Falcons,Bowling Green,2b1000,492000,TRUE,2220,https://a.espncdn.com/i/teamlogos/ncaa/500/189.png,14,2050,s:40~l:41~t:2050,Ball State,Cardinals,BALL,Ball State Cardinals,Ball State,DA0000,ffffff,TRUE,299,https://a.espncdn.com/i/teamlogos/ncaa/500/2050.png,14,400766775,2,14,Mid-American Conference,MAC,TRUE,"",2015,17,TRUE
400766774,s:40~l:41~e:400766774~c:400766774,2015-03-09T23:00Z,2631,TRUE,FALSE,TRUE,FALSE,"[{'type': 'event', 'headline': """"MAC MEN'S TOURNAMENT - 1ST ROUND""""}]",2015-03-09T23:00Z,1,STD,2203,James A. Rhodes Arena,Akron,OH,5500,TRUE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2006,s:40~l:41~t:2006,Akron,Zips,AKR,Akron Zips,Akron,00285e,84754e,TRUE,2203,https://a.espncdn.com/i/teamlogos/ncaa/500/2006.png,14,2459,s:40~l:41~t:2459,Northern Illinois,Huskies,NIU,Northern Illinois Huskies,N Illinois,F1122C,cc0000,TRUE,2090,https://a.espncdn.com/i/teamlogos/ncaa/500/2459.png,14,400766774,2,14,Mid-American Conference,MAC,TRUE,"",2015,17,TRUE
400766582,s:40~l:41~e:400766582~c:400766582,2015-03-09T22:30Z,0,TRUE,TRUE,TRUE,FALSE,"[{'type': 'event', 'headline': """"MEAC MEN'S TOURNAMENT - 1ST ROUND""""}]",2015-03-09T22:30Z,18,EXH,26,Norfolk Scope Arena,Norfolk,VA,0,TRUE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2169,s:40~l:41~t:2169,Delaware State,Hornets,DSU,Delaware State Hornets,Delaware State,FF3630,009cdd,TRUE,1957,https://a.espncdn.com/i/teamlogos/ncaa/500/2169.png,16,2542,s:40~l:41~t:2542,Savannah State,Tigers,SAV,Savannah State Tigers,Savannah State,280298,f78f1e,TRUE,1931,https://a.espncdn.com/i/teamlogos/ncaa/500/2542.png,16,400766582,2,16,Mid-Eastern Athletic Conference,MEAC,TRUE,"",2015,18,TRUE
400765317,s:40~l:41~e:400765317~c:400765317,2015-03-09T01:30Z,6653,TRUE,TRUE,TRUE,FALSE,"[{'type': 'event', 'headline': """"SUMMIT LEAGUE MEN'S CHAMPIONSHIP - QUARTERFINAL""""}]",2015-03-09T01:30Z,,"",4937,Denny Sanford Premier Center,Sioux Falls,SD,0,TRUE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,198,s:40~l:41~t:198,Oral Roberts,Golden Eagles,ORU,Oral Roberts Golden Eagles,Oral Roberts,002955,ccb48c,TRUE,1993,https://a.espncdn.com/i/teamlogos/ncaa/500/198.png,49,85,s:40~l:41~t:85,IUPUI,Jaguars,IUPU,IUPUI Jaguars,IUPUI,A81F30,d59f0f,TRUE,4947,https://a.espncdn.com/i/teamlogos/ncaa/500/85.png,49,400765317,2,49,Summit League,Summit,TRUE,"",2015,31,TRUE
400766881,s:40~l:41~e:400766881~c:400766881,2015-03-09T00:30Z,5545,TRUE,TRUE,TRUE,FALSE,"[{'type': 'event', 'headline': """"SOUTHERN CONFERENCE MEN'S CHAMPIONSHIP - SEMIFINAL""""}]",2015-03-09T00:30Z,,"",688,Harrah's Cherokee Center,Asheville,NC,7674,TRUE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2382,s:40~l:41~t:2382,Mercer,Bears,MER,Mercer Bears,Mercer,ff7f29,080808,TRUE,1974,https://a.espncdn.com/i/teamlogos/ncaa/500/2382.png,24,231,s:40~l:41~t:231,Furman,Paladins,FUR,Furman Paladins,Furman,4A2184,909090,TRUE,2166,https://a.espncdn.com/i/teamlogos/ncaa/500/231.png,24,400766881,2,24,Southern Conference,Southern,TRUE,"",2015,28,TRUE
400595558,s:40~l:41~e:400595558~c:400595558,2015-03-08T23:30Z,15856,TRUE,FALSE,TRUE,FALSE,[],2015-03-08T23:30Z,0,N/A,4569,Pinnacle Bank Arena,Lincoln,NE,15000,TRUE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,158,s:40~l:41~t:158,Nebraska,Cornhuskers,NEB,Nebraska Cornhuskers,Nebraska,F20017,f5f1e7,TRUE,4569,https://a.espncdn.com/i/teamlogos/ncaa/500/158.png,7,120,s:40~l:41~t:120,Maryland,Terrapins,MD,Maryland Terrapins,Maryland,D5002B,ffcd00,TRUE,2133,https://a.espncdn.com/i/teamlogos/ncaa/500/120.png,7,400595558,2,7,Big Ten Conference,Big Ten,TRUE,"",2015,,TRUE
400766879,s:40~l:41~e:400766879~c:400766879,2015-03-08T23:00Z,2752,TRUE,TRUE,TRUE,FALSE,"[{'type': 'event', 'headline': """"MAAC MEN'S CHAMPIONSHIP - SEMIFINAL""""}]",2015-03-08T23:00Z,16,SEMI,20,Times Union Center,Albany,NY,15727,TRUE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2363,s:40~l:41~t:2363,Manhattan,Jaspers,MAN,Manhattan Jaspers,Manhattan,4f8537,b5b7ba,TRUE,2062,https://a.espncdn.com/i/teamlogos/ncaa/500/2363.png,13,2612,s:40~l:41~t:2612,Saint Peter's,Peacocks,SPU,Saint Peter's Peacocks,Saint Peter's,004CC2,"",TRUE,1963,https://a.espncdn.com/i/teamlogos/ncaa/500/2612.png,13,400766879,2,13,Metro Atlantic Athletic Conference,MAAC,TRUE,"",2015,16,TRUE
400765316,s:40~l:41~e:400765316~c:400765316,2015-03-08T23:00Z,0,TRUE,TRUE,TRUE,FALSE,"[{'type': 'event', 'headline': """"SUMMIT LEAGUE MEN'S CHAMPIONSHIP - QUARTERFINAL""""}]",2015-03-08T23:00Z,,"",4937,Denny Sanford Premier Center,Sioux Falls,SD,0,TRUE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2870,s:40~l:41~t:2870,Purdue Fort Wayne,Mastodons,PFW,Purdue Fort Wayne Mastodons,Purdue FW,00378A,f0f0f0,TRUE,684,https://a.espncdn.com/i/teamlogos/ncaa/500/2870.png,49,233,s:40~l:41~t:233,South Dakota,Coyotes,SDAK,South Dakota Coyotes,South Dakota,CD1241,f0f0f0,TRUE,5432,https://a.espncdn.com/i/teamlogos/ncaa/500/233.png,49,400765316,2,49,Summit League,Summit,TRUE,"",2015,31,TRUE
400766753,s:40~l:41~e:400766753~c:400766753,2015-03-08T22:00Z,0,TRUE,TRUE,TRUE,FALSE,"[{'type': 'event', 'headline': """"SOUTHERN CONFERENCE MEN'S CHAMPIONSHIP - SEMIFINAL""""}]",2015-03-08T22:00Z,,"",688,Harrah's Cherokee Center,Asheville,NC,7674,TRUE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2747,s:40~l:41~t:2747,Wofford,Terriers,WOF,Wofford Terriers,Wofford,533B22,f0f0f0,TRUE,5426,https://a.espncdn.com/i/teamlogos/ncaa/500/2747.png,24,2717,s:40~l:41~t:2717,Western Carolina,Catamounts,WCU,Western Carolina Catamounts,W Carolina,492F91,bf9e70,TRUE,245,https://a.espncdn.com/i/teamlogos/ncaa/500/2717.png,24,400766753,2,24,Southern Conference,Southern,TRUE,"",2015,28,TRUE
400766880,s:40~l:41~e:400766880~c:400766880,2015-03-08T21:40Z,3703,TRUE,TRUE,TRUE,FALSE,"[{'type': 'event', 'headline': """"CAA MEN'S CHAMPIONSHIP - SEMIFINAL""""}]",2015-03-08T21:40Z,1,STD,4938,Royal Farms Arena,Baltimore,MD,0,TRUE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,350,s:40~l:41~t:350,UNC Wilmington,Seahawks,UNCW,UNC Wilmington Seahawks,UNC Wilmington,1d2f68,00665e,TRUE,2157,https://a.espncdn.com/i/teamlogos/ncaa/500/350.png,10,111,s:40~l:41~t:111,Northeastern,Huskies,NE,Northeastern Huskies,Northeastern,CC0001,c2c3c0,TRUE,1219,https://a.espncdn.com/i/teamlogos/ncaa/500/111.png,10,400766880,2,10,Colonial Athletic Association,CAA,TRUE,"",2015,12,TRUE
400595557,s:40~l:41~e:400595557~c:400595557,2015-03-08T20:30Z,18077,TRUE,FALSE,TRUE,FALSE,[],2015-03-08T20:30Z,0,N/A,317,Value City Arena,Columbus,OH,19049,TRUE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,194,s:40~l:41~t:194,Ohio State,Buckeyes,OSU,Ohio State Buckeyes,Ohio State,de3129,666666,TRUE,317,https://a.espncdn.com/i/teamlogos/ncaa/500/194.png,7,275,s:40~l:41~t:275,Wisconsin,Badgers,WISC,Wisconsin Badgers,Wisconsin,A00002,f7f7f7,TRUE,348,https://a.espncdn.com/i/teamlogos/ncaa/500/275.png,7,400595557,2,7,Big Ten Conference,Big Ten,TRUE,"",2015,,TRUE
400766750,s:40~l:41~e:400766750~c:400766750,2015-03-08T20:30Z,0,TRUE,TRUE,TRUE,FALSE,"[{'type': 'event', 'headline': """"MAAC MEN'S CHAMPIONSHIP - SEMIFINAL""""}]",2015-03-08T20:30Z,16,SEMI,20,Times Union Center,Albany,NY,15727,TRUE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,314,s:40~l:41~t:314,Iona,Gaels,IONA,Iona Gaels,Iona,8c001a,f6a704,TRUE,2001,https://a.espncdn.com/i/teamlogos/ncaa/500/314.png,13,2405,s:40~l:41~t:2405,Monmouth,Hawks,MONM,Monmouth Hawks,Monmouth,051844,"",TRUE,2163,https://a.espncdn.com/i/teamlogos/ncaa/500/2405.png,13,400766750,2,13,Metro Atlantic Athletic Conference,MAAC,TRUE,"",2015,16,TRUE
400766515,s:40~l:41~e:400766515~c:400766515,2015-03-08T20:00Z,1441,TRUE,FALSE,TRUE,FALSE,"[{'type': 'event', 'headline': """"PATRIOT LEAGUE MEN'S TOURNAMENT - SEMIFINAL""""}]",2015-03-08T20:00Z,,"",2188,Cotterell Court,Hamilton,NY,1782,TRUE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2142,s:40~l:41~t:2142,Colgate,Raiders,COLG,Colgate Raiders,Colgate,8B011D,231f20,TRUE,2188,https://a.espncdn.com/i/teamlogos/ncaa/500/2142.png,22,44,s:40~l:41~t:44,American University,Eagles,AMER,American University Eagles,American,c41130,c8102e,TRUE,1910,https://a.espncdn.com/i/teamlogos/ncaa/500/44.png,22,400766515,2,22,Patriot League,Patriot,TRUE,"",2015,26,TRUE
400586861,s:40~l:41~e:400586861~c:400586861,2015-03-08T20:00Z,2879,TRUE,FALSE,TRUE,FALSE,[],2015-03-08T20:00Z,0,N/A,2126,Fertitta Center,Houston,TX,7100,TRUE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,248,s:40~l:41~t:248,Houston,Cougars,HOU,Houston Cougars,Houston,C90822,231f20,TRUE,2126,https://a.espncdn.com/i/teamlogos/ncaa/500/248.png,62,151,s:40~l:41~t:151,East Carolina,Pirates,ECU,East Carolina Pirates,East Carolina,4b1869,f0907b,TRUE,2201,https://a.espncdn.com/i/teamlogos/ncaa/500/151.png,62,400586861,2,62,American Athletic Conference,American,TRUE,"",2015,,TRUE
400586862,s:40~l:41~e:400586862~c:400586862,2015-03-08T19:00Z,7314,TRUE,FALSE,TRUE,FALSE,[],2015-03-08T19:00Z,0,N/A,1961,Moody Coliseum,Dallas,TX,7000,TRUE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2567,s:40~l:41~t:2567,SMU,Mustangs,SMU,SMU Mustangs,SMU,E32F38,ecdcb9,TRUE,1961,https://a.espncdn.com/i/teamlogos/ncaa/500/2567.png,62,202,s:40~l:41~t:202,Tulsa,Golden Hurricane,TLSA,Tulsa Golden Hurricane,Tulsa,004371,ee3b33,TRUE,2049,https://a.espncdn.com/i/teamlogos/ncaa/500/202.png,62,400586862,2,62,American Athletic Conference,American,TRUE,"",2015,,TRUE
400766749,s:40~l:41~e:400766749~c:400766749,2015-03-08T18:30Z,0,TRUE,TRUE,TRUE,FALSE,"[{'type': 'event', 'headline': """"CAA MEN'S CHAMPIONSHIP - SEMIFINAL""""}]",2015-03-08T18:30Z,1,STD,4938,Royal Farms Arena,Baltimore,MD,0,TRUE,0,0:00,4,3,STATUS_FINAL,post,TRUE,Final,Final/2OT,Final/2OT,2729,s:40~l:41~t:2729,William & Mary,Tribe,W&M,William & Mary Tribe,William & Mary,103217,f6b220,TRUE,2200,https://a.espncdn.com/i/teamlogos/ncaa/500/2729.png,10,2275,s:40~l:41~t:2275,Hofstra,Pride,HOF,Hofstra Pride,Hofstra,00337c,f6c934,TRUE,2058,https://a.espncdn.com/i/teamlogos/ncaa/500/2275.png,10,400766749,2,10,Colonial Athletic Association,CAA,TRUE,2OT,2015,12,TRUE
400766516,s:40~l:41~e:400766516~c:400766516,2015-03-08T18:30Z,6155,TRUE,FALSE,TRUE,FALSE,"[{'type': 'event', 'headline': """"ATLANTIC SUN MEN'S CHAMPIONSHIP - FINAL""""}]",2015-03-08T18:30Z,1,STD,2123,UNF Arena,Jacksonville,FL,5800,TRUE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2454,s:40~l:41~t:2454,North Florida,Ospreys,UNF,North Florida Ospreys,North Florida,004B8D,babcbe,TRUE,2123,https://a.espncdn.com/i/teamlogos/ncaa/500/2454.png,46,2908,s:40~l:41~t:2908,South Carolina Upstate,Spartans,SCUP,South Carolina Upstate Spartans,SC Upstate,008545,000000,TRUE,2070,https://a.espncdn.com/i/teamlogos/ncaa/500/2908.png,46,400766516,2,46,ASUN Conference,ASUN,TRUE,"",2015,4,TRUE
400766805,s:40~l:41~e:400766805~c:400766805,2015-03-08T18:05Z,13552,TRUE,TRUE,TRUE,FALSE,"[{'type': 'event', 'headline': """"MVC MEN'S TOURNAMENT - FINAL""""}]",2015-03-08T18:05Z,,"",1839,Enterprise Center,St. Louis,MO,0,TRUE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2460,s:40~l:41~t:2460,Northern Iowa,Panthers,UNI,Northern Iowa Panthers,Northern Iowa,473282,ffffff,TRUE,1948,https://a.espncdn.com/i/teamlogos/ncaa/500/2460.png,18,2287,s:40~l:41~t:2287,Illinois State,Redbirds,ILST,Illinois State Redbirds,Illinois State,CE1126,ffe716,TRUE,1932,https://a.espncdn.com/i/teamlogos/ncaa/500/2287.png,18,400766805,2,18,Missouri Valley Conference,MVC,TRUE,"",2015,19,TRUE
400766514,s:40~l:41~e:400766514~c:400766514,2015-03-08T18:00Z,2388,TRUE,FALSE,TRUE,FALSE,"[{'type': 'event', 'headline': """"PATRIOT LEAGUE MEN'S TOURNAMENT - SEMIFINAL""""}]",2015-03-08T18:00Z,,"",2208,Sojka Pavilion,Lewisburg,PA,4000,TRUE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2083,s:40~l:41~t:2083,Bucknell,Bison,BUCK,Bucknell Bison,Bucknell,000060,00316e,TRUE,2208,https://a.espncdn.com/i/teamlogos/ncaa/500/2083.png,22,322,s:40~l:41~t:322,Lafayette,Leopards,LAF,Lafayette Leopards,Lafayette,790000,a59474,TRUE,2132,https://a.espncdn.com/i/teamlogos/ncaa/500/322.png,22,400766514,2,22,Patriot League,Patriot,TRUE,"",2015,26,TRUE
400766103,s:40~l:41~e:400766103~c:400766103,2015-03-08T18:00Z,4122,TRUE,FALSE,TRUE,FALSE,"[{'type': 'event', 'headline': """"AMERICA EAST MEN'S CHAMPIONSHIP - SEMIFINAL""""}]",2015-03-08T18:00Z,1,STD,1976,SEFCU Arena,Albany,NY,4280,TRUE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,399,s:40~l:41~t:399,Albany,Great Danes,ALB,Albany Great Danes,Albany,3D2777,ffffff,TRUE,1976,https://a.espncdn.com/i/teamlogos/ncaa/500/399.png,1,160,s:40~l:41~t:160,New Hampshire,Wildcats,UNH,New Hampshire Wildcats,New Hampshire,004990,c3c4c6,TRUE,1936,https://a.espncdn.com/i/teamlogos/ncaa/500/160.png,1,400766103,2,1,America East Conference,Am. East,TRUE,"",2015,1,TRUE
400595743,s:40~l:41~e:400595743~c:400595743,2015-03-08T18:00Z,1065,TRUE,FALSE,TRUE,FALSE,[],2015-03-08T18:00Z,0,N/A,2063,Burton Coliseum,Lake Charles,LA,8500,TRUE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2377,s:40~l:41~t:2377,McNeese,Cowboys,MCN,McNeese Cowboys,McNeese,00529C,"",TRUE,2063,https://a.espncdn.com/i/teamlogos/ncaa/500/2377.png,25,2110,s:40~l:41~t:2110,Central Arkansas,Bears,CARK,Central Arkansas Bears,C Arkansas,a7a9ac,8e959a,TRUE,1908,https://a.espncdn.com/i/teamlogos/ncaa/500/2110.png,25,400595743,2,25,Southland Conference,Southland,TRUE,"",2015,,TRUE
400766102,s:40~l:41~e:400766102~c:400766102,2015-03-08T17:00Z,2674,TRUE,FALSE,TRUE,FALSE,"[{'type': 'event', 'headline': """"AMERICA EAST MEN'S CHAMPIONSHIP - SEMIFINAL""""}]",2015-03-08T17:00Z,1,STD,2118,Patrick Gymnasium,Burlington,VT,3266,TRUE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,261,s:40~l:41~t:261,Vermont,Catamounts,UVM,Vermont Catamounts,Vermont,013C24,ffc72c,TRUE,2118,https://a.espncdn.com/i/teamlogos/ncaa/500/261.png,1,2619,s:40~l:41~t:2619,Stony Brook,Seawolves,STBK,Stony Brook Seawolves,Stony Brook,990000,"",TRUE,2231,https://a.espncdn.com/i/teamlogos/ncaa/500/2619.png,1,400766102,2,1,America East Conference,Am. East,TRUE,"",2015,1,TRUE
400595559,s:40~l:41~e:400595559~c:400595559,2015-03-08T17:00Z,12412,TRUE,FALSE,TRUE,FALSE,[],2015-03-08T17:00Z,1,STD,2094,Williams Arena,Minneapolis,MN,14625,TRUE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,135,s:40~l:41~t:135,Minnesota,Golden Gophers,MINN,Minnesota Golden Gophers,Minnesota,981a31,981a31,TRUE,2094,https://a.espncdn.com/i/teamlogos/ncaa/500/135.png,7,213,s:40~l:41~t:213,Penn State,Nittany Lions,PSU,Penn State Nittany Lions,Penn State,00265D,002e5c,TRUE,1942,https://a.espncdn.com/i/teamlogos/ncaa/500/213.png,7,400595559,2,7,Big Ten Conference,Big Ten,TRUE,"",2015,,TRUE
400766751,s:40~l:41~e:400766751~c:400766751,2015-03-08T16:30Z,2957,TRUE,TRUE,TRUE,FALSE,"[{'type': 'event', 'headline': """"BIG SOUTH MEN'S CHAMPIONSHIP - FINAL""""}]",2015-03-08T16:30Z,,"",4308,The HTC Center,Conway,SC,3212,TRUE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,324,s:40~l:41~t:324,Coastal Carolina,Chanticleers,CCU,Coastal Carolina Chanticleers,Coast Carolina,007073,876447,TRUE,4308,https://a.espncdn.com/i/teamlogos/ncaa/500/324.png,6,2737,s:40~l:41~t:2737,Winthrop,Eagles,WIN,Winthrop Eagles,Winthrop,9e0b0e,fdb41e,TRUE,1922,https://a.espncdn.com/i/teamlogos/ncaa/500/2737.png,6,400766751,2,6,Big South Conference,Big South,TRUE,"",2015,8,TRUE
400586860,s:40~l:41~e:400586860~c:400586860,2015-03-08T16:00Z,12358,TRUE,FALSE,TRUE,FALSE,[],2015-03-08T16:00Z,0,N/A,201,Fifth Third Arena,Cincinnati,OH,12012,TRUE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2132,s:40~l:41~t:2132,Cincinnati,Bearcats,CIN,Cincinnati Bearcats,Cincinnati,000000,717073,TRUE,201,https://a.espncdn.com/i/teamlogos/ncaa/500/2132.png,62,235,s:40~l:41~t:235,Memphis,Tigers,MEM,Memphis Tigers,Memphis,003087,898d8d,TRUE,1392,https://a.espncdn.com/i/teamlogos/ncaa/500/235.png,62,400586860,2,62,American Athletic Conference,American,TRUE,"",2015,,TRUE
