id,uid,date,attendance,timeValid,neutralSite,conferenceCompetition,recent,notes,startDate,type.id,type.abbreviation,venue.id,venue.fullName,venue.address.city,venue.address.state,venue.capacity,venue.indoor,status.clock,status.displayClock,status.period,status.type.id,status.type.name,status.type.state,status.type.completed,status.type.description,status.type.detail,status.type.shortDetail,home.id,home.uid,home.location,home.name,home.abbreviation,home.displayName,home.shortDisplayName,home.color,home.alternateColor,home.isActive,home.venue.id,home.logo,home.conferenceId,away.id,away.uid,away.location,away.name,away.abbreviation,away.displayName,away.shortDisplayName,away.color,away.alternateColor,away.isActive,away.venue.id,away.logo,away.conferenceId,game_id,season_type,season,status.type.altDetail,groups.id,groups.name,groups.shortName,groups.isConference,PBP,team_box,player_box
240732711,s:40~l:41~e:240732711~c:240732711,2004-03-14T00:00Z,10868,TRUE,FALSE,TRUE,FALSE,"[{'type': 'event', 'headline': 'MID AMERICAN CHAMPIONSHIP'}]",2004-03-14T00:00Z,0,N/A,3417,Rocket Mortgage FieldHouse,Cleveland,OH,19432,TRUE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2711,s:40~l:41~t:2711,Western Michigan,Broncos,WMU,Western Michigan Broncos,W Michigan,532e1f,8b7f79,TRUE,1972,https://a.espncdn.com/i/teamlogos/ncaa/500/2711.png,14,2309,s:40~l:41~t:2309,Kent State,Golden Flashes,KENT,Kent State Golden Flashes,Kent State,002445,f0b510,TRUE,2020,https://a.espncdn.com/i/teamlogos/ncaa/500/2309.png,14,240732711,2,2004,"",14,Mid-American Conference,MAC,TRUE,FALSE,FALSE,FALSE
240730024,s:40~l:41~e:240730024~c:240730024,2004-03-13T23:15Z,16413,TRUE,FALSE,TRUE,FALSE,"[{'type': 'event', 'headline': 'PAC 10 CHAMPIONSHIP'}]",2004-03-13T23:15Z,0,N/A,1841,STAPLES Center,Los Angeles,CA,19068,TRUE,10,0:10,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,24,s:40~l:41~t:24,Stanford,Cardinal,STAN,Stanford Cardinal,Stanford,A80532,ffffff,TRUE,820,https://a.espncdn.com/i/teamlogos/ncaa/500/24.png,21,264,s:40~l:41~t:264,Washington,Huskies,WASH,Washington Huskies,Washington,2B2F64,e8e3d3,TRUE,782,https://a.espncdn.com/i/teamlogos/ncaa/500/264.png,21,240730024,2,2004,"",21,Pac-12 Conference,Pac-12,TRUE,FALSE,FALSE,FALSE
240732168,s:40~l:41~e:240732168~c:240732168,2004-03-13T23:05Z,13133,TRUE,FALSE,TRUE,FALSE,"[{'type': 'event', 'headline': 'ATLANTIC 10 CHAMP'}]",2004-03-13T23:05Z,0,N/A,2039,UD Arena,Dayton,OH,13409,TRUE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2168,s:40~l:41~t:2168,Dayton,Flyers,DAY,Dayton Flyers,Dayton,004B8D,ffffff,TRUE,2039,https://a.espncdn.com/i/teamlogos/ncaa/500/2168.png,3,2752,s:40~l:41~t:2752,Xavier,Musketeers,XAV,Xavier Musketeers,Xavier,002144,9ea2a2,TRUE,1973,https://a.espncdn.com/i/teamlogos/ncaa/500/2752.png,3,240732168,2,2004,"",3,Atlantic 10 Conference,A 10,TRUE,FALSE,FALSE,FALSE
240730251,s:40~l:41~e:240730251~c:240730251,2004-03-13T21:20Z,19100,TRUE,FALSE,TRUE,FALSE,"[{'type': 'event', 'headline': 'BIG 12 CONF TR'}]",2004-03-13T21:20Z,1,STD,516,American Airlines Center,Dallas,TX,19200,FALSE,14,0:14,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,251,s:40~l:41~t:251,Texas,Longhorns,TEX,Texas Longhorns,Texas,EE7524,f0f0f0,TRUE,2195,https://a.espncdn.com/i/teamlogos/ncaa/500/251.png,8,2305,s:40~l:41~t:2305,Kansas,Jayhawks,KU,Kansas Jayhawks,Kansas,0022B4,e8000d,TRUE,2171,https://a.espncdn.com/i/teamlogos/ncaa/500/2305.png,8,240730251,2,2004,"",8,Big 12 Conference,Big 12,TRUE,FALSE,FALSE,FALSE
240730275,s:40~l:41~e:240730275~c:240730275,2004-03-13T21:05Z,15903,TRUE,FALSE,TRUE,FALSE,"[{'type': 'event', 'headline': 'BIG 10 TOURNAMENT'}]",2004-03-13T21:05Z,0,N/A,2183,Bankers Life Fieldhouse,Indianapolis,IN,17923,TRUE,5,0:05,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,275,s:40~l:41~t:275,Wisconsin,Badgers,WISC,Wisconsin Badgers,Wisconsin,A00002,f7f7f7,TRUE,348,https://a.espncdn.com/i/teamlogos/ncaa/500/275.png,7,127,s:40~l:41~t:127,Michigan State,Spartans,MSU,Michigan State Spartans,Michigan State,18453B,ffffff,TRUE,1987,https://a.espncdn.com/i/teamlogos/ncaa/500/127.png,7,240730275,2,2004,"",7,Big Ten Conference,Big Ten,TRUE,FALSE,FALSE,FALSE
240730152,s:40~l:41~e:240730152~c:240730152,2004-03-13T20:30Z,23745,TRUE,FALSE,TRUE,FALSE,"[{'type': 'event', 'headline': 'ACC TOURNAMENT'}]",2004-03-13T20:30Z,0,N/A,349,Greensboro Coliseum,Greensboro,NC,23500,TRUE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,152,s:40~l:41~t:152,NC State,Wolfpack,NCST,NC State Wolfpack,NC State,EF1216,231f20,TRUE,999,https://a.espncdn.com/i/teamlogos/ncaa/500/152.png,2,120,s:40~l:41~t:120,Maryland,Terrapins,MD,Maryland Terrapins,Maryland,D5002B,ffcd00,TRUE,2133,https://a.espncdn.com/i/teamlogos/ncaa/500/120.png,2,240730152,2,2004,"",2,Atlantic Coast Conference,ACC,TRUE,FALSE,FALSE,FALSE
240730057,s:40~l:41~e:240730057~c:240730057,2004-03-13T20:15Z,21446,TRUE,FALSE,TRUE,FALSE,"[{'type': 'event', 'headline': 'SEC TOURNAMENT'}]",2004-03-13T20:15Z,0,N/A,3495,Georgia Dome,Atlanta,GA,0,FALSE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,57,s:40~l:41~t:57,Florida,Gators,FLA,Florida Gators,Florida,0021A5,0021a5,TRUE,360,https://a.espncdn.com/i/teamlogos/ncaa/500/57.png,23,238,s:40~l:41~t:238,Vanderbilt,Commodores,VAN,Vanderbilt Commodores,Vanderbilt,000000,231f20,TRUE,2084,https://a.espncdn.com/i/teamlogos/ncaa/500/238.png,23,240730057,2,2004,"",23,Southeastern Conference,SEC,TRUE,FALSE,FALSE,FALSE
240730197,s:40~l:41~e:240730197~c:240730197,2004-03-13T19:00Z,19100,TRUE,FALSE,TRUE,FALSE,"[{'type': 'event', 'headline': 'BIG 12 SEMIFINALS'}]",2004-03-13T19:00Z,0,N/A,516,American Airlines Center,Dallas,TX,19200,FALSE,3,0:03,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,197,s:40~l:41~t:197,Oklahoma State,Cowboys,OKST,Oklahoma State Cowboys,Oklahoma State,FF6500,ff9900,TRUE,1992,https://a.espncdn.com/i/teamlogos/ncaa/500/197.png,8,2641,s:40~l:41~t:2641,Texas Tech,Red Raiders,TTU,Texas Tech Red Raiders,Texas Tech,C80025,231f20,TRUE,2047,https://a.espncdn.com/i/teamlogos/ncaa/500/2641.png,8,240730197,2,2004,"",8,Big 12 Conference,Big 12,TRUE,FALSE,FALSE,FALSE
240730356,s:40~l:41~e:240730356~c:240730356,2004-03-13T18:40Z,0,TRUE,FALSE,TRUE,FALSE,"[{'type': 'event', 'headline': 'BIG 10 SEMIFINALS'}]",2004-03-13T18:40Z,0,N/A,2183,Bankers Life Fieldhouse,Indianapolis,IN,17923,TRUE,10,0:10,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,356,s:40~l:41~t:356,Illinois,Fighting Illini,ILL,Illinois Fighting Illini,Illinois,f77329,fa6300,TRUE,2127,https://a.espncdn.com/i/teamlogos/ncaa/500/356.png,7,130,s:40~l:41~t:130,Michigan,Wolverines,MICH,Michigan Wolverines,Michigan,00274c,00274c,TRUE,1986,https://a.espncdn.com/i/teamlogos/ncaa/500/130.png,7,240730356,2,2004,"",7,Big Ten Conference,Big Ten,TRUE,FALSE,FALSE,FALSE
240730150,s:40~l:41~e:240730150~c:240730150,2004-03-13T18:30Z,23745,TRUE,FALSE,TRUE,FALSE,"[{'type': 'event', 'headline': 'ACC TOURNAMENT'}]",2004-03-13T18:30Z,0,N/A,349,Greensboro Coliseum,Greensboro,NC,23500,TRUE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,150,s:40~l:41~t:150,Duke,Blue Devils,DUKE,Duke Blue Devils,Duke,001A57,f1f2f3,TRUE,1914,https://a.espncdn.com/i/teamlogos/ncaa/500/150.png,2,59,s:40~l:41~t:59,Georgia Tech,Yellow Jackets,GT,Georgia Tech Yellow Jackets,Georgia Tech,00223e,002c56,TRUE,2206,https://a.espncdn.com/i/teamlogos/ncaa/500/59.png,2,240730150,2,2004,"",2,Atlantic Coast Conference,ACC,TRUE,FALSE,FALSE,FALSE
240730096,s:40~l:41~e:240730096~c:240730096,2004-03-13T18:00Z,0,TRUE,FALSE,TRUE,FALSE,"[{'type': 'event', 'headline': 'SEC TOURNAMENT'}]",2004-03-13T18:00Z,0,N/A,3495,Georgia Dome,Atlanta,GA,0,FALSE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,96,s:40~l:41~t:96,Kentucky,Wildcats,UK,Kentucky Wildcats,Kentucky,005DAA,ffffff,TRUE,251,https://a.espncdn.com/i/teamlogos/ncaa/500/96.png,23,2579,s:40~l:41~t:2579,South Carolina,Gamecocks,SC,South Carolina Gamecocks,South Carolina,670010,000000,TRUE,1962,https://a.espncdn.com/i/teamlogos/ncaa/500/2579.png,23,240730096,2,2004,"",23,Southeastern Conference,SEC,TRUE,FALSE,FALSE,FALSE
240732154,s:40~l:41~e:240732154~c:240732154,2004-03-13T17:00Z,0,TRUE,FALSE,TRUE,FALSE,"[{'type': 'event', 'headline': 'MEAC CHAMPIONSHIP'}]",2004-03-13T17:00Z,0,N/A,45,Richmond Coliseum,Richmond,VA,12500,FALSE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2154,s:40~l:41~t:2154,Coppin State,Eagles,COPP,Coppin State Eagles,Coppin State,2e3192,ffd204,TRUE,2164,https://a.espncdn.com/i/teamlogos/ncaa/500/2154.png,16,50,s:40~l:41~t:50,Florida A&M,Rattlers,FAMU,Florida A&M Rattlers,Florida A&M,F89728,00843d,TRUE,2205,https://a.espncdn.com/i/teamlogos/ncaa/500/50.png,16,240732154,2,2004,"",16,Mid-Eastern Athletic Conference,MEAC,TRUE,FALSE,FALSE,FALSE
240730305,s:40~l:41~e:240730305~c:240730305,2004-03-13T16:41Z,13787,TRUE,FALSE,TRUE,FALSE,"[{'type': 'event', 'headline': 'CONF USA CHAMP'}]",2004-03-13T16:41Z,1,STD,,"","","",,,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,305,s:40~l:41~t:305,DePaul,Blue Demons,DEP,DePaul Blue Demons,DePaul,2d649c,ce1125,TRUE,5427,https://a.espncdn.com/i/teamlogos/ncaa/500/305.png,11,2132,s:40~l:41~t:2132,Cincinnati,Bearcats,CIN,Cincinnati Bearcats,Cincinnati,000000,717073,TRUE,201,https://a.espncdn.com/i/teamlogos/ncaa/500/2132.png,11,240730305,2,2004,"",11,Conference USA,C-USA,TRUE,FALSE,FALSE,FALSE
240730261,s:40~l:41~e:240730261~c:240730261,2004-03-13T16:30Z,3228,TRUE,FALSE,TRUE,FALSE,"[{'type': 'event', 'headline': 'AMERICA EAST CHAMP'}]",2004-03-13T16:30Z,0,N/A,2118,Patrick Gymnasium,Burlington,VT,3266,TRUE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,261,s:40~l:41~t:261,Vermont,Catamounts,UVM,Vermont Catamounts,Vermont,013C24,ffc72c,TRUE,2118,https://a.espncdn.com/i/teamlogos/ncaa/500/261.png,1,311,s:40~l:41~t:311,Maine,Black Bears,ME,Maine Black Bears,Maine,127dbe,"",TRUE,4605,https://a.espncdn.com/i/teamlogos/ncaa/500/311.png,1,240730261,2,2004,"",1,America East Conference,Am. East,TRUE,FALSE,FALSE,FALSE
240722439,s:40~l:41~e:240722439~c:240722439,2004-03-13T05:00Z,9653,TRUE,FALSE,TRUE,FALSE,"[{'type': 'event', 'headline': 'MOUNTAIN WEST TR'}]",2004-03-13T05:00Z,0,N/A,892,Pepsi Center (CO),Denver,CO,19520,TRUE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2439,s:40~l:41~t:2439,UNLV,Rebels,UNLV,UNLV Rebels,UNLV,000000,c2c4c6,TRUE,2083,https://a.espncdn.com/i/teamlogos/ncaa/500/2439.png,44,36,s:40~l:41~t:36,Colorado State,Rams,CSU,Colorado State Rams,Colorado State,004537,ffc425,TRUE,475,https://a.espncdn.com/i/teamlogos/ncaa/500/36.png,44,240722439,2,2004,"",44,Mountain West Conference,Mountain West,TRUE,FALSE,FALSE,FALSE
240720264,s:40~l:41~e:240720264~c:240720264,2004-03-13T04:45Z,15754,TRUE,FALSE,TRUE,FALSE,"[{'type': 'event', 'headline': 'PAC 10 TOURNAMENT'}]",2004-03-13T04:45Z,0,N/A,1841,STAPLES Center,Los Angeles,CA,19068,TRUE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,264,s:40~l:41~t:264,Washington,Huskies,WASH,Washington Huskies,Washington,2B2F64,e8e3d3,TRUE,782,https://a.espncdn.com/i/teamlogos/ncaa/500/264.png,21,12,s:40~l:41~t:12,Arizona,Wildcats,ARIZ,Arizona Wildcats,Arizona,002449,00205b,TRUE,1064,https://a.espncdn.com/i/teamlogos/ncaa/500/12.png,21,240720264,2,2004,"",21,Pac-12 Conference,Pac-12,TRUE,FALSE,FALSE,FALSE
240722638,s:40~l:41~e:240722638~c:240722638,2004-03-13T04:30Z,5651,TRUE,FALSE,TRUE,FALSE,"[{'type': 'event', 'headline': 'WAC TOURNAMENT'}]",2004-03-13T04:30Z,0,N/A,914,Save Mart Center,Fresno,CA,15596,TRUE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2638,s:40~l:41~t:2638,UTEP,Miners,UTEP,UTEP Miners,UTEP,ff8200,041e42,TRUE,2117,https://a.espncdn.com/i/teamlogos/ncaa/500/2638.png,30,68,s:40~l:41~t:68,Boise State,Broncos,BSU,Boise State Broncos,Boise State,09347A,d8d9da,TRUE,2028,https://a.espncdn.com/i/teamlogos/ncaa/500/68.png,30,240722638,2,2004,"",30,Western Athletic Conference,WAC,TRUE,FALSE,FALSE,FALSE
240720279,s:40~l:41~e:240720279~c:240720279,2004-03-13T04:20Z,5548,TRUE,FALSE,TRUE,FALSE,"[{'type': 'event', 'headline': 'BIG WEST TOURNAMENT'}]",2004-03-13T04:20Z,0,N/A,2560,Anaheim Convention Center,Anaheim,CA,0,TRUE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,279,s:40~l:41~t:279,Pacific,Tigers,PAC,Pacific Tigers,Pacific,F47820,c2c3c0,TRUE,553,https://a.espncdn.com/i/teamlogos/ncaa/500/279.png,9,70,s:40~l:41~t:70,Idaho,Vandals,IDHO,Idaho Vandals,Idaho,000000,8c6e4a,TRUE,2018,https://a.espncdn.com/i/teamlogos/ncaa/500/70.png,9,240720279,2,2004,"",9,Big West Conference,Big West,TRUE,FALSE,FALSE,FALSE
240720057,s:40~l:41~e:240720057~c:240720057,2004-03-13T02:45Z,18916,TRUE,FALSE,TRUE,FALSE,"[{'type': 'event', 'headline': 'SEC TOURNAMENT'}]",2004-03-13T02:45Z,0,N/A,3495,Georgia Dome,Atlanta,GA,0,FALSE,1,0:01,3,3,STATUS_FINAL,post,TRUE,Final,Final/OT,Final/OT,57,s:40~l:41~t:57,Florida,Gators,FLA,Florida Gators,Florida,0021A5,0021a5,TRUE,360,https://a.espncdn.com/i/teamlogos/ncaa/500/57.png,23,333,s:40~l:41~t:333,Alabama,Crimson Tide,ALA,Alabama Crimson Tide,Alabama,690014,f1f2f3,TRUE,1925,https://a.espncdn.com/i/teamlogos/ncaa/500/333.png,23,240720057,2,2004,OT,23,Southeastern Conference,SEC,TRUE,FALSE,FALSE,FALSE
240720154,s:40~l:41~e:240720154~c:240720154,2004-03-13T02:30Z,23745,TRUE,FALSE,TRUE,FALSE,"[{'type': 'event', 'headline': 'ACC TOURNAMENT'}]",2004-03-13T02:30Z,0,N/A,349,Greensboro Coliseum,Greensboro,NC,23500,TRUE,4,0:04,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,154,s:40~l:41~t:154,Wake Forest,Demon Deacons,WAKE,Wake Forest Demon Deacons,Wake Forest,9E7E38,000000,TRUE,2120,https://a.espncdn.com/i/teamlogos/ncaa/500/154.png,2,120,s:40~l:41~t:120,Maryland,Terrapins,MD,Maryland Terrapins,Maryland,D5002B,ffcd00,TRUE,2133,https://a.espncdn.com/i/teamlogos/ncaa/500/120.png,2,240720154,2,2004,"",2,Atlantic Coast Conference,ACC,TRUE,FALSE,FALSE,FALSE
240722305,s:40~l:41~e:240722305~c:240722305,2004-03-13T02:20Z,18057,TRUE,FALSE,TRUE,FALSE,"[{'type': 'event', 'headline': 'BIG 12 TOURNAMENT'}]",2004-03-13T02:20Z,0,N/A,516,American Airlines Center,Dallas,TX,19200,FALSE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2305,s:40~l:41~t:2305,Kansas,Jayhawks,KU,Kansas Jayhawks,Kansas,0022B4,e8000d,TRUE,2171,https://a.espncdn.com/i/teamlogos/ncaa/500/2305.png,8,142,s:40~l:41~t:142,Missouri,Tigers,MIZ,Missouri Tigers,Missouri,000000,000000,TRUE,2071,https://a.espncdn.com/i/teamlogos/ncaa/500/142.png,8,240722305,2,2004,"",8,Big 12 Conference,Big 12,TRUE,FALSE,FALSE,FALSE
