Team,Opponent.Rk,Opponent,Result,Poss,OT,PreWP,Location,W,L,W.Conference,L.Conference,ConferenceGame,Postseason,Year,Day.Date,GameDate,W.Proj,L.Proj,W.ConferenceProj,L.ConferenceProj,Date,GameId,TiersOfJoy
Air Force,NA,Western St.,"W, 65-54",61,0,NA,Home,1,0,NA,NA,FALSE,Regular,2010,Fri Nov 13,20091113,1,0,0,0,NA,NA,NA
Air Force,NA,Dickinson St.,"W, 95-77",77,0,NA,Home,2,0,NA,NA,FALSE,Regular,2010,Fri Nov 20,20091120,2,0,0,0,NA,NA,NA
Air Force,125,Northern Colorado,"L, 70-46",65,0,NA,Home,2,1,NA,NA,FALSE,Regular,2010,Sat Nov 21,20091121,2,1,0,0,NA,355,NA
Air Force,293,Charleston Southern,"W, 68-58",63,0,NA,Home,3,1,NA,NA,FALSE,Regular,2010,Sat Nov 28,20091128,3,1,0,0,NA,3449,NA
Air Force,339,North Carolina Central,"W, 61-49",60,0,NA,Home,4,1,NA,NA,FALSE,Regular,2010,Wed Dec 2,20091202,4,1,0,0,NA,614,NA
Air Force,75,Missouri St.,"L, 58-48",55,0,NA,Away,4,2,NA,NA,FALSE,Regular,2010,Sat Dec 5,20091205,4,2,0,0,NA,707,B
Air Force,310,Prairie View A&M,"W, 75-41",59,0,NA,Home,5,2,NA,NA,FALSE,Regular,2010,Tue Dec 8,20091208,5,2,0,0,NA,780,NA
Air Force,115,Washington St.,"L, 75-68",65,0,NA,Semi-Away,5,3,NA,NA,FALSE,Regular,2010,Sat Dec 12,20091212,5,3,0,0,NA,3683,NA
Air Force,221,Northern Arizona,"L, 60-52",66,0,NA,Home,5,4,NA,NA,FALSE,Regular,2010,Sat Dec 19,20091219,5,4,0,0,NA,1010,NA
Air Force,226,UC Davis,"W, 69-57",63,0,NA,Home,6,4,NA,NA,FALSE,Regular,2010,Tue Dec 22,20091222,6,4,0,0,NA,1110,NA
Air Force,128,Niagara,"W, 77-71",68,0,NA,Neutral,7,4,NA,NA,FALSE,Regular,2010,Mon Dec 28,20091228,7,4,0,0,NA,1170,NA
Air Force,42,UTEP,"L, 58-47",61,0,NA,Away,7,5,NA,NA,FALSE,Regular,2010,Tue Dec 29,20091229,7,5,0,0,NA,1203,A
Air Force,320,Texas Pan American,"W, 72-65",61,0,NA,Home,8,5,NA,NA,FALSE,Regular,2010,Sat Jan 2,20100102,8,5,0,0,NA,1333,NA
Air Force,181,TCU,"L, 59-50",58,0,NA,Away,8,6,0,1,TRUE,Regular,2010,Wed Jan 6,20100106,8,6,0,1,NA,1432,NA
Air Force,141,Colorado St.,"L, 70-48",59,0,NA,Away,8,7,0,2,TRUE,Regular,2010,Sat Jan 9,20100109,8,7,0,2,NA,1533,NA
Air Force,10,BYU,"L, 67-49",57,0,NA,Home,8,8,0,3,TRUE,Regular,2010,Wed Jan 13,20100113,8,8,0,3,NA,1600,A
Air Force,43,New Mexico,"L, 73-50",62,0,NA,Home,8,9,0,4,TRUE,Regular,2010,Wed Jan 20,20100120,8,9,0,4,NA,1800,B
Air Force,124,Utah,"L, 71-54",59,0,NA,Away,8,10,0,5,TRUE,Regular,2010,Sat Jan 23,20100123,8,10,0,5,NA,1911,B
Air Force,41,UNLV,"L, 60-50",56,0,NA,Away,8,11,0,6,TRUE,Regular,2010,Tue Jan 26,20100126,8,11,0,6,NA,1968,A
Air Force,239,Wyoming,"W, 70-63",60,0,NA,Home,9,11,1,6,TRUE,Regular,2010,Sat Jan 30,20100130,9,11,1,6,NA,4618,NA
Air Force,40,San Diego St.,"L, 70-48",55,0,NA,Away,9,12,1,7,TRUE,Regular,2010,Tue Feb 2,20100202,9,12,1,7,NA,2157,A
Air Force,181,TCU,"L, 65-51",57,0,NA,Home,9,13,1,8,TRUE,Regular,2010,Sat Feb 6,20100206,9,13,1,8,NA,4824,NA
Air Force,141,Colorado St.,"L, 51-47",57,0,NA,Home,9,14,1,9,TRUE,Regular,2010,Tue Feb 9,20100209,9,14,1,9,NA,2345,NA
Air Force,10,BYU,"L, 91-48",67,0,NA,Away,9,15,1,10,TRUE,Regular,2010,Sat Feb 13,20100213,9,15,1,10,NA,2417,A
Air Force,43,New Mexico,"L, 59-56",53,0,NA,Away,9,16,1,11,TRUE,Regular,2010,Sat Feb 20,20100220,9,16,1,11,NA,5078,A
Air Force,124,Utah,"L, 54-43",52,0,NA,Home,9,17,1,12,TRUE,Regular,2010,Wed Feb 24,20100224,9,17,1,12,NA,2706,NA
Air Force,41,UNLV,"L, 77-47",55,0,NA,Home,9,18,1,13,TRUE,Regular,2010,Sat Feb 27,20100227,9,18,1,13,NA,5237,B
Air Force,239,Wyoming,"L, 58-49",56,0,NA,Away,9,19,1,14,TRUE,Regular,2010,Tue Mar 2,20100302,9,19,1,14,NA,2854,NA
Air Force,40,San Diego St.,"L, 61-42",52,0,NA,Home,9,20,1,15,TRUE,Regular,2010,Sat Mar 6,20100306,9,20,1,15,NA,2919,B
Air Force,239,Wyoming,"W, 59-40",54,0,NA,Neutral,10,20,NA,NA,FALSE,Mountain West Conference Tournament,2010,Wed Mar 10,20100310,10,20,1,15,NA,5541,NA
Air Force,43,New Mexico,"L, 75-69",65,0,NA,Neutral,10,21,NA,NA,FALSE,Mountain West Conference Tournament,2010,Thu Mar 11,20100311,10,21,1,15,NA,5596,A
Akron,207,Austin Peay,"L, 80-77",69,0,NA,Home,0,1,NA,NA,FALSE,Regular,2010,Sun Nov 15,20091115,0,1,0,0,NA,3088,NA
Akron,69,N.C. State,"L, 66-45",64,0,NA,Neutral,0,2,NA,NA,FALSE,Regular,2010,Fri Nov 20,20091120,0,2,0,0,NA,279,B
Akron,169,Drake,"W, 63-59",61,0,NA,Neutral,1,2,NA,NA,FALSE,Regular,2010,Sat Nov 21,20091121,1,2,0,0,NA,350,NA
Akron,337,Howard,"W, 69-52",68,0,NA,Neutral,2,2,NA,NA,FALSE,Regular,2010,Sun Nov 22,20091122,2,2,0,0,NA,3260,NA
Akron,231,Arkansas Pine Bluff,"W, 68-65",69,0,NA,Home,3,2,NA,NA,FALSE,Regular,2010,Fri Nov 27,20091127,3,2,0,0,NA,3368,NA
Akron,128,Niagara,"W, 80-68",74,0,NA,Home,4,2,NA,NA,FALSE,Regular,2010,Sun Nov 29,20091129,4,2,0,0,NA,3471,NA
Akron,16,Texas A&M,"L, 74-62",66,0,NA,Away,4,3,NA,NA,FALSE,Regular,2010,Fri Dec 4,20091204,4,3,0,0,NA,654,A
Akron,NA,Malone,"W, 62-30",63,0,NA,Home,5,3,NA,NA,FALSE,Regular,2010,Sat Dec 12,20091212,5,3,0,0,NA,NA,NA
Akron,253,UNC Greensboro,"W, 83-59",71,0,NA,Home,6,3,NA,NA,FALSE,Regular,2010,Fri Dec 18,20091218,6,3,0,0,NA,3783,NA
Akron,314,St. Francis PA,"W, 80-51",68,0,NA,Home,7,3,NA,NA,FALSE,Regular,2010,Sun Dec 20,20091220,7,3,0,0,NA,3830,NA
Akron,245,Illinois Chicago,"W, 77-65",70,0,NA,Home,8,3,NA,NA,FALSE,Regular,2010,Tue Dec 22,20091222,8,3,0,0,NA,3876,NA
Akron,183,Valparaiso,"W, 77-57",65,0,NA,Home,9,3,NA,NA,FALSE,Regular,2010,Sun Dec 27,20091227,9,3,0,0,NA,1143,NA
Akron,239,Wyoming,"W, 85-76",81,0,NA,Away,10,3,NA,NA,FALSE,Regular,2010,Wed Dec 30,20091230,10,3,0,0,NA,1235,NA
Akron,60,Rhode Island,"L, 68-63",70,0,NA,Home,10,4,NA,NA,FALSE,Regular,2010,Tue Jan 5,20100105,10,4,0,0,NA,1405,B
Akron,200,Bowling Green,"W, 71-45",66,0,NA,Home,11,4,1,0,TRUE,Regular,2010,Sat Jan 9,20100109,11,4,1,0,NA,1506,NA
Akron,94,Ohio,"W, 67-62",68,0,NA,Away,12,4,2,0,TRUE,Regular,2010,Wed Jan 13,20100113,12,4,2,0,NA,4277,B
Akron,158,Buffalo,"L, 78-65",71,0,NA,Away,12,5,2,1,TRUE,Regular,2010,Sun Jan 17,20100117,12,5,2,1,NA,4375,NA
Akron,143,Miami OH,"W, 69-49",57,0,NA,Home,13,5,3,1,TRUE,Regular,2010,Wed Jan 20,20100120,13,5,3,1,NA,4407,NA
Akron,86,Kent St.,"L, 87-70",69,0,NA,Away,13,6,3,2,TRUE,Regular,2010,Sat Jan 23,20100123,13,6,3,2,NA,4507,B
Akron,137,Western Michigan,"W, 79-70",72,0,NA,Away,14,6,4,2,TRUE,Regular,2010,Wed Jan 27,20100127,14,6,4,2,NA,4544,NA
Akron,325,Toledo,"W, 59-45",58,0,NA,Home,15,6,5,2,TRUE,Regular,2010,Sat Jan 30,20100130,15,6,5,2,NA,2076,NA
Akron,189,Eastern Michigan,"L, 62-59",61,0,NA,Home,15,7,5,3,TRUE,Regular,2010,Mon Feb 1,20100201,15,7,5,3,NA,4672,NA
Akron,237,Northern Illinois,"W, 90-76",73,0,NA,Home,16,7,6,3,TRUE,Regular,2010,Wed Feb 3,20100203,16,7,6,3,NA,4714,NA
Akron,222,Ball St.,"W, 75-70",70,1,NA,Away,17,7,7,3,TRUE,Regular,2010,Sat Feb 6,20100206,17,7,7,3,NA,4819,NA
