Team.Rk,Team,Opponent.Rk,Opponent,Result,Poss,OT,PreWP,Location,W,L,W.Conference,L.Conference,ConferenceGame,Postseason,Year,Day.Date,GameDate,W.Proj,L.Proj,W.ConferenceProj,L.ConferenceProj,Date,GameId,TiersOfJoy
220,Air Force,228,Army,"W, 79-68",71,0,NA,Neutral,1,0,NA,NA,FALSE,Regular,2014,Fri Nov 8,20131108,1,0,0,0,2013-11-08,1,NA
196,Air Force,210,VMI,"L, 71-63",73,0,NA,Away,1,1,NA,NA,FALSE,Regular,2014,Sat Nov 9,20131109,1,1,0,0,2013-11-09,5390,NA
215,Air Force,294,Jackson St.,"L, 84-82",71,0,NA,Home,1,2,NA,NA,FALSE,Regular,2014,Thu Nov 14,20131114,1,2,0,0,2013-11-14,429,NA
246,Air Force,326,Arkansas Pine Bluff,"W, 67-64",62,0,NA,Home,2,2,NA,NA,FALSE,Regular,2014,Sun Nov 17,20131117,2,2,0,0,2013-11-17,578,NA
255,Air Force,NA,Colorado Christian,"W, 78-51",75,0,NA,Home,3,2,NA,NA,FALSE,Regular,2014,Wed Nov 20,20131120,3,2,0,0,2013-11-20,727,NA
256,Air Force,91,Richmond,"L, 83-60",64,0,NA,Home,3,3,NA,NA,FALSE,Regular,2014,Wed Nov 27,20131127,3,3,0,0,2013-11-27,1056,NA
289,Air Force,67,Colorado,"L, 81-57",69,0,NA,Home,3,4,NA,NA,FALSE,Regular,2014,Sat Nov 30,20131130,3,4,0,0,2013-11-30,1168,B
293,Air Force,255,South Dakota,"W, 94-86",68,0,NA,Home,4,4,NA,NA,FALSE,Regular,2014,Thu Dec 5,20131205,4,4,0,0,2013-12-05,1379,NA
280,Air Force,NA,Western St.,"W, 94-53",63,0,NA,Home,5,4,NA,NA,FALSE,Regular,2014,Mon Dec 9,20131209,5,4,0,0,2013-12-09,1549,NA
277,Air Force,273,UC Riverside,"W, 62-52",74,0,NA,Home,6,4,NA,NA,FALSE,Regular,2014,Sat Dec 14,20131214,6,4,0,0,2013-12-14,1653,NA
272,Air Force,316,UC Davis,"L, 80-74",68,0,NA,Away,6,5,NA,NA,FALSE,Regular,2014,Sat Dec 21,20131221,6,5,0,0,2013-12-21,1953,NA
282,Air Force,121,Utah St.,"W, 73-72",64,0,NA,Home,7,5,1,0,TRUE,Regular,2014,Wed Jan 1,20140101,7,5,1,0,2014-01-01,2294,NA
269,Air Force,79,UNLV,"W, 75-68",64,0,NA,Away,8,5,2,0,TRUE,Regular,2014,Sat Jan 4,20140104,8,5,2,0,2014-01-04,2443,B
229,Air Force,116,Fresno St.,"L, 71-65",64,0,NA,Away,8,6,2,1,TRUE,Regular,2014,Wed Jan 8,20140108,8,6,2,1,2014-01-08,2569,B
237,Air Force,23,San Diego St.,"L, 79-72",67,0,NA,Home,8,7,2,2,TRUE,Regular,2014,Sun Jan 12,20140112,8,7,2,2,2014-01-12,2847,A
232,Air Force,289,San Jose St.,"W, 77-62",70,0,NA,Home,9,7,3,2,TRUE,Regular,2014,Wed Jan 15,20140115,9,7,3,2,2014-01-15,2927,NA
219,Air Force,128,Colorado St.,"L, 74-68",67,0,NA,Away,9,8,3,3,TRUE,Regular,2014,Sat Jan 18,20140118,9,8,3,3,2014-01-18,3074,B
213,Air Force,118,Wyoming,"L, 66-59",59,0,NA,Home,9,9,3,4,TRUE,Regular,2014,Wed Jan 22,20140122,9,9,3,4,2014-01-22,3265,NA
216,Air Force,73,Boise St.,"L, 69-58",59,0,NA,Away,9,10,3,5,TRUE,Regular,2014,Wed Jan 29,20140129,9,10,3,5,2014-01-29,3552,A
216,Air Force,143,Nevada,"L, 69-56",71,1,NA,Away,9,11,3,6,TRUE,Regular,2014,Sat Feb 1,20140201,9,11,3,6,2014-02-01,3749,NA
226,Air Force,116,Fresno St.,"L, 68-51",64,0,NA,Home,9,12,3,7,TRUE,Regular,2014,Wed Feb 5,20140205,9,12,3,7,2014-02-05,3918,NA
243,Air Force,128,Colorado St.,"L, 68-56",59,0,NA,Home,9,13,3,8,TRUE,Regular,2014,Sat Feb 8,20140208,9,13,3,8,2014-02-08,4085,NA
261,Air Force,289,San Jose St.,"W, 51-48",63,0,NA,Away,10,13,4,8,TRUE,Regular,2014,Wed Feb 12,20140212,10,13,4,8,2014-02-12,4211,NA
251,Air Force,23,San Diego St.,"L, 64-56",59,0,NA,Away,10,14,4,9,TRUE,Regular,2014,Sat Feb 15,20140215,10,14,4,9,2014-02-15,4406,A
245,Air Force,143,Nevada,"L, 75-56",60,0,NA,Home,10,15,4,10,TRUE,Regular,2014,Sat Feb 22,20140222,10,15,4,10,2014-02-22,4745,NA
263,Air Force,118,Wyoming,"W, 55-53",62,0,NA,Away,11,15,5,10,TRUE,Regular,2014,Tue Feb 25,20140225,11,15,5,10,2014-02-25,4863,B
251,Air Force,79,UNLV,"L, 93-67",70,0,NA,Home,11,16,5,11,TRUE,Regular,2014,Sat Mar 1,20140301,11,16,5,11,2014-03-01,5039,NA
263,Air Force,33,New Mexico,"L, 80-52",70,0,NA,Away,11,17,5,12,TRUE,Regular,2014,Wed Mar 5,20140305,11,17,5,12,2014-03-05,5215,A
271,Air Force,73,Boise St.,"W, 64-61",63,1,NA,Home,12,17,6,12,TRUE,Regular,2014,Sat Mar 8,20140308,12,17,6,12,2014-03-08,5304,B
264,Air Force,116,Fresno St.,"L, 61-59",63,0,NA,Neutral,12,18,NA,NA,FALSE,Mountain West Conference Tournament,2014,Wed Mar 12,20140312,12,18,6,12,2014-03-12,5918,NA
108,Akron,221,Coastal Carolina,"W, 72-63",73,0,NA,Home,1,0,NA,NA,FALSE,Regular,2014,Fri Nov 8,20131108,1,0,0,0,2013-11-08,130,NA
103,Akron,65,Saint Mary's,"L, 85-63",68,0,NA,Away,1,1,NA,NA,FALSE,Regular,2014,Tue Nov 12,20131112,1,1,0,0,2013-11-12,352,A
124,Akron,89,Middle Tennessee,"L, 80-73",72,0,NA,Away,1,2,NA,NA,FALSE,Regular,2014,Sat Nov 16,20131116,1,2,0,0,2013-11-16,507,B
132,Akron,85,Cleveland St.,"W, 73-61",69,0,NA,Away,2,2,NA,NA,FALSE,Regular,2014,Sat Dec 7,20131207,2,2,0,0,2013-12-07,1440,B
92,Akron,337,Bethune Cookman,"W, 84-56",63,0,NA,Home,3,2,NA,NA,FALSE,Regular,2014,Sat Dec 14,20131214,3,2,0,0,2013-12-14,1654,NA
88,Akron,188,Oral Roberts,"W, 74-64",73,0,NA,Home,4,2,NA,NA,FALSE,Regular,2014,Mon Dec 16,20131216,4,2,0,0,2013-12-16,1751,NA
84,Akron,195,Detroit,"W, 79-60",63,0,NA,Home,5,2,NA,NA,FALSE,Regular,2014,Wed Dec 18,20131218,5,2,0,0,2013-12-18,1837,NA
81,Akron,107,Oregon St.,"W, 83-71",66,0,NA,Neutral,6,2,NA,NA,FALSE,Regular,2014,Sun Dec 22,20131222,6,2,0,0,2013-12-22,2043,NA
66,Akron,20,Iowa St.,"L, 83-60",62,0,NA,Neutral,6,3,NA,NA,FALSE,Regular,2014,Mon Dec 23,20131223,6,3,0,0,2013-12-23,5539,A
85,Akron,112,South Carolina,"L, 69-59",66,0,NA,Neutral,6,4,NA,NA,FALSE,Regular,2014,Wed Dec 25,20131225,6,4,0,0,2013-12-25,5547,NA
96,Akron,112,South Carolina,"L, 78-45",62,0,NA,Away,6,5,NA,NA,FALSE,Regular,2014,Sat Dec 28,20131228,6,5,0,0,2013-12-28,2114,B
123,Akron,293,Coppin St.,"W, 77-66",68,0,NA,Home,7,5,NA,NA,FALSE,Regular,2014,Tue Dec 31,20131231,7,5,0,0,2013-12-31,2251,NA
121,Akron,236,Marshall,"W, 59-58",68,0,NA,Home,8,5,NA,NA,FALSE,Regular,2014,Thu Jan 2,20140102,8,5,0,0,2014-01-02,2354,NA
127,Akron,296,Ball St.,"W, 72-68",69,0,NA,Away,9,5,1,0,TRUE,Regular,2014,Wed Jan 8,20140108,9,5,1,0,2014-01-08,2572,NA
147,Akron,127,Ohio,"W, 83-80",78,2,NA,Away,10,5,2,0,TRUE,Regular,2014,Sun Jan 12,20140112,10,5,2,0,2014-01-12,2856,B
134,Akron,218,Miami OH,"W, 59-52",63,0,NA,Home,11,5,3,0,TRUE,Regular,2014,Wed Jan 15,20140115,11,5,3,0,2014-01-15,2935,NA
132,Akron,104,Toledo,"L, 75-61",66,0,NA,Home,11,6,3,1,TRUE,Regular,2014,Sat Jan 18,20140118,11,6,3,1,2014-01-18,3045,NA
153,Akron,136,Eastern Michigan,"W, 78-68",66,0,NA,Away,12,6,4,1,TRUE,Regular,2014,Wed Jan 22,20140122,12,6,4,1,2014-01-22,3238,B
127,Akron,286,Central Michigan,"W, 82-74",74,0,NA,Away,13,6,5,1,TRUE,Regular,2014,Sat Jan 25,20140125,13,6,5,1,2014-01-25,3372,NA
121,Akron,296,Ball St.,"W, 73-46",63,0,NA,Home,14,6,6,1,TRUE,Regular,2014,Wed Jan 29,20140129,14,6,6,1,2014-01-29,3556,NA
117,Akron,193,Kent St.,"L, 60-57",63,0,NA,Away,14,7,6,2,TRUE,Regular,2014,Sat Feb 1,20140201,14,7,6,2,2014-02-01,3708,NA
119,Akron,136,Eastern Michigan,"W, 52-48",59,0,NA,Home,15,7,7,2,TRUE,Regular,2014,Wed Feb 5,20140205,15,7,7,2,2014-02-05,3892,NA
123,Akron,207,Bowling Green,"W, 65-63",65,0,NA,Away,16,7,8,2,TRUE,Regular,2014,Sun Feb 9,20140209,16,7,8,2,2014-02-09,4157,NA
122,Akron,131,Western Michigan,"L, 57-54",64,0,NA,Away,16,8,8,3,TRUE,Regular,2014,Wed Feb 12,20140212,16,8,8,3,2014-02-12,4237,B
121,Akron,208,Northern Illinois,"W, 62-54",64,0,NA,Home,17,8,9,3,TRUE,Regular,2014,Sat Feb 15,20140215,17,8,9,3,2014-02-15,4367,NA
120,Akron,101,Buffalo,"L, 96-90",66,0,NA,Away,17,9,9,4,TRUE,Regular,2014,Wed Feb 19,20140219,17,9,9,4,2014-02-19,4549,B
121,Akron,127,Ohio,"L, 66-50",59,0,NA,Home,17,10,9,5,TRUE,Regular,2014,Sat Feb 22,20140222,17,10,9,5,2014-02-22,4695,NA
144,Akron,218,Miami OH,"L, 65-61",66,0,NA,Away,17,11,9,6,TRUE,Regular,2014,Wed Feb 26,20140226,17,11,9,6,2014-02-26,4908,NA
149,Akron,207,Bowling Green,"W, 57-47",64,0,NA,Home,18,11,10,6,TRUE,Regular,2014,Sat Mar 1,20140301,18,11,10,6,2014-03-01,5016,NA
146,Akron,101,Buffalo,"W, 83-71",73,0,NA,Home,19,11,11,6,TRUE,Regular,2014,Tue Mar 4,20140304,19,11,11,6,2014-03-04,5193,NA
138,Akron,193,Kent St.,"W, 58-54",62,0,NA,Home,20,11,12,6,TRUE,Regular,2014,Fri Mar 7,20140307,20,11,12,6,2014-03-07,5767,NA
136,Akron,127,Ohio,"W, 83-77",64,0,NA,Neutral,21,11,NA,NA,FALSE,Mid American Conference Tournament,2014,Thu Mar 13,20140313,21,11,12,6,2014-03-13,5965,NA
131,Akron,131,Western Michigan,"L, 64-60",62,1,NA,Neutral,21,12,NA,NA,FALSE,Mid American Conference Tournament,2014,Fri Mar 14,20140314,21,12,12,6,2014-03-14,6001,NA
135,Akron,146,IPFW,"L, 97-91",67,0,NA,Away,21,13,NA,NA,FALSE,Postseason,2014,Wed Mar 19,20140319,21,13,12,6,2014-03-19,6096,NA
33,Alabama,30,Oklahoma,"L, 82-73",67,0,NA,Neutral,0,1,NA,NA,FALSE,Regular,2014,Fri Nov 8,20131108,0,1,0,0,2013-11-08,35,A
47,Alabama,80,Texas Tech,"W, 76-64",65,0,NA,Home,1,1,NA,NA,FALSE,Regular,2014,Thu Nov 14,20131114,1,1,0,0,2013-11-14,430,NA
46,Alabama,NA,Stillman,"W, 102-65",78,0,NA,Home,2,1,NA,NA,FALSE,Regular,2014,Mon Nov 18,20131118,2,1,0,0,2013-11-18,624,NA
47,Alabama,66,Georgia St.,"W, 75-58",67,0,NA,Home,3,1,NA,NA,FALSE,Regular,2014,Tue Nov 19,20131119,3,1,0,0,2013-11-19,5400,B
46,Alabama,8,Duke,"L, 74-64",75,0,NA,Neutral,3,2,NA,NA,FALSE,Regular,2014,Wed Nov 27,20131127,3,2,0,0,2013-11-27,5405,A
51,Alabama,129,Drexel,"L, 85-83",79,3,NA,Neutral,3,3,NA,NA,FALSE,Regular,2014,Fri Nov 29,20131129,3,3,0,0,2013-11-29,5480,NA
57,Alabama,263,North Florida,"W, 76-48",66,0,NA,Home,4,3,NA,NA,FALSE,Regular,2014,Wed Dec 4,20131204,4,3,0,0,2013-12-04,1338,NA
49,Alabama,191,South Florida,"L, 66-64",62,0,NA,Away,4,4,NA,NA,FALSE,Regular,2014,Sat Dec 7,20131207,4,4,0,0,2013-12-07,1503,NA
54,Alabama,220,Charleston Southern,"W, 59-45",58,0,NA,Home,5,4,NA,NA,FALSE,Regular,2014,Sat Dec 14,20131214,5,4,0,0,2013-12-14,1610,NA
44,Alabama,6,Wichita St.,"L, 72-67",63,0,NA,Home,5,5,NA,NA,FALSE,Regular,2014,Tue Dec 17,20131217,5,5,0,0,2013-12-17,1791,A
58,Alabama,52,Xavier,"L, 77-74",64,0,NA,Home,5,6,NA,NA,FALSE,Regular,2014,Sat Dec 21,20131221,5,6,0,0,2013-12-21,1899,B
59,Alabama,14,UCLA,"L, 75-67",71,0,NA,Away,5,7,NA,NA,FALSE,Regular,2014,Sat Dec 28,20131228,5,7,0,0,2013-12-28,2083,A
66,Alabama,173,Robert Morris,"W, 64-56",64,0,NA,Home,6,7,NA,NA,FALSE,Regular,2014,Sat Jan 4,20140104,6,7,0,0,2014-01-04,2380,NA
69,Alabama,109,Vanderbilt,"W, 68-63",60,0,NA,Home,7,7,1,0,TRUE,Regular,2014,Tue Jan 7,20140107,7,7,1,0,2014-01-07,2558,NA
65,Alabama,78,Georgia,"L, 66-58",66,0,NA,Away,7,8,1,1,TRUE,Regular,2014,Sat Jan 11,20140111,7,8,1,1,2014-01-11,2776,B
78,Alabama,205,Mississippi St.,"W, 80-61",67,0,NA,Home,8,8,2,1,TRUE,Regular,2014,Wed Jan 15,20140115,8,8,2,1,2014-01-15,2922,NA
70,Alabama,69,Missouri,"L, 68-47",59,0,NA,Away,8,9,2,2,TRUE,Regular,2014,Sat Jan 18,20140118,8,9,2,2,2014-01-18,3077,A
88,Alabama,3,Florida,"L, 68-62",60,0,NA,Home,8,10,2,3,TRUE,Regular,2014,Thu Jan 23,20140123,8,10,2,3,2014-01-23,3286,A
89,Alabama,59,LSU,"W, 82-80",71,0,NA,Home,9,10,3,3,TRUE,Regular,2014,Sat Jan 25,20140125,9,10,3,3,2014-01-25,3478,B
82,Alabama,122,Auburn,"L, 74-55",66,0,NA,Away,9,11,3,4,TRUE,Regular,2014,Thu Jan 30,20140130,9,11,3,4,2014-01-30,5564,B
101,Alabama,10,Tennessee,"L, 76-59",57,0,NA,Home,9,12,3,5,TRUE,Regular,2014,Sat Feb 1,20140201,9,12,3,5,2014-02-01,3818,A
109,Alabama,44,Arkansas,"L, 65-58",68,0,NA,Away,9,13,3,6,TRUE,Regular,2014,Wed Feb 5,20140205,9,13,3,6,2014-02-05,3913,A
112,Alabama,3,Florida,"L, 78-69",63,0,NA,Away,9,14,3,7,TRUE,Regular,2014,Sat Feb 8,20140208,9,14,3,7,2014-02-08,4043,A
103,Alabama,83,Mississippi,"W, 67-64",67,0,NA,Home,10,14,4,7,TRUE,Regular,2014,Tue Feb 11,20140211,10,14,4,7,2014-02-11,4205,NA
104,Alabama,112,South Carolina,"L, 67-66",61,0,NA,Away,10,15,4,8,TRUE,Regular,2014,Sat Feb 15,20140215,10,15,4,8,2014-02-15,4408,B
103,Alabama,110,Texas A&M,"L, 63-48",60,0,NA,Away,10,16,4,9,TRUE,Regular,2014,Thu Feb 20,20140220,10,16,4,9,2014-02-20,4619,B
116,Alabama,69,Missouri,"W, 80-73",64,0,NA,Home,11,16,5,9,TRUE,Regular,2014,Sat Feb 22,20140222,11,16,5,9,2014-02-22,4789,B
107,Alabama,83,Mississippi,"L, 79-67",69,0,NA,Away,11,17,5,10,TRUE,Regular,2014,Wed Feb 26,20140226,11,17,5,10,2014-02-26,4894,B
114,Alabama,122,Auburn,"W, 73-57",66,0,NA,Home,12,17,6,10,TRUE,Regular,2014,Sat Mar 1,20140301,12,17,6,10,2014-03-01,5055,NA
102,Alabama,13,Kentucky,"L, 55-48",57,0,NA,Away,12,18,6,11,TRUE,Regular,2014,Tue Mar 4,20140304,12,18,6,11,2014-03-04,5191,A
105,Alabama,44,Arkansas,"W, 83-58",67,0,NA,Home,13,18,7,11,TRUE,Regular,2014,Sat Mar 8,20140308,13,18,7,11,2014-03-08,5321,B
92,Alabama,59,LSU,"L, 68-56",59,0,NA,Neutral,13,19,NA,NA,FALSE,Southeastern Conference Tournament,2014,Thu Mar 13,20140313,13,19,7,11,2014-03-13,5883,B
316,Alabama A&M,33,New Mexico,"L, 88-52",66,0,NA,Away,0,1,NA,NA,FALSE,Regular,2014,Sat Nov 9,20131109,0,1,0,0,2013-11-09,146,A
320,Alabama A&M,NA,Alabama Huntsville,"W, 79-73",65,0,NA,Semi-Away,1,1,NA,NA,FALSE,Regular,2014,Thu Nov 14,20131114,1,1,0,0,2013-11-14,421,NA
324,Alabama A&M,131,Western Michigan,"L, 73-69",69,0,NA,Away,1,2,NA,NA,FALSE,Regular,2014,Sun Nov 17,20131117,1,2,0,0,2013-11-17,576,B
305,Alabama A&M,125,Eastern Kentucky,"L, 82-68",73,0,NA,Away,1,3,NA,NA,FALSE,Regular,2014,Tue Nov 19,20131119,1,3,0,0,2013-11-19,653,B
305,Alabama A&M,309,Jacksonville St.,"L, 76-69",65,0,NA,Home,1,4,NA,NA,FALSE,Regular,2014,Mon Nov 25,20131125,1,4,0,0,2013-11-25,955,NA
323,Alabama A&M,288,Tennessee St.,"W, 66-65",65,0,NA,Away,2,4,NA,NA,FALSE,Regular,2014,Tue Dec 3,20131203,2,4,0,0,2013-12-03,1278,NA
307,Alabama A&M,NA,Oakwood,"W, 70-58",74,0,NA,Home,3,4,NA,NA,FALSE,Regular,2014,Thu Dec 5,20131205,3,4,0,0,2013-12-05,1372,NA
306,Alabama A&M,127,Ohio,"L, 72-47",71,0,NA,Away,3,5,NA,NA,FALSE,Regular,2014,Sat Dec 14,20131214,3,5,0,0,2013-12-14,1678,B
313,Alabama A&M,157,Missouri St.,"L, 68-47",68,0,NA,Away,3,6,NA,NA,FALSE,Regular,2014,Sat Dec 21,20131221,3,6,0,0,2013-12-21,1993,NA
320,Alabama A&M,156,UAB,"L, 69-57",66,0,NA,Away,3,7,NA,NA,FALSE,Regular,2014,Sun Dec 29,20131229,3,7,0,0,2013-12-29,2162,NA
312,Alabama A&M,294,Jackson St.,"W, 68-61",69,0,NA,Away,4,7,1,0,TRUE,Regular,2014,Sat Jan 4,20140104,4,7,1,0,2014-01-04,2476,NA
295,Alabama A&M,350,Grambling St.,"W, 70-58",61,0,NA,Away,5,7,2,0,TRUE,Regular,2014,Mon Jan 6,20140106,5,7,2,0,2014-01-06,2544,NA
299,Alabama A&M,326,Arkansas Pine Bluff,"L, 72-64",66,0,NA,Home,5,8,2,1,TRUE,Regular,2014,Sat Jan 11,20140111,5,8,2,1,2014-01-11,2804,NA
313,Alabama A&M,347,Mississippi Valley St.,"W, 68-59",63,0,NA,Home,6,8,3,1,TRUE,Regular,2014,Mon Jan 13,20140113,6,8,3,1,2014-01-13,2870,NA
318,Alabama A&M,298,Alabama St.,"L, 67-58",69,1,NA,Away,6,9,3,2,TRUE,Regular,2014,Sat Jan 18,20140118,6,9,3,2,2014-01-18,3133,NA
317,Alabama A&M,198,Southern,"L, 66-52",63,0,NA,Away,6,10,3,3,TRUE,Regular,2014,Sat Jan 25,20140125,6,10,3,3,2014-01-25,3472,NA
320,Alabama A&M,324,Alcorn St.,"L, 70-64",68,1,NA,Away,6,11,3,4,TRUE,Regular,2014,Mon Jan 27,20140127,6,11,3,4,2014-01-27,3530,NA
319,Alabama A&M,259,Texas Southern,"W, 63-62",58,0,NA,Home,7,11,4,4,TRUE,Regular,2014,Sat Feb 1,20140201,7,11,4,4,2014-02-01,3804,NA
320,Alabama A&M,325,Prairie View A&M,"W, 67-55",64,0,NA,Home,8,11,5,4,TRUE,Regular,2014,Mon Feb 3,20140203,8,11,5,4,2014-02-03,3861,NA
316,Alabama A&M,326,Arkansas Pine Bluff,"L, 64-61",69,0,NA,Away,8,12,5,5,TRUE,Regular,2014,Sat Feb 8,20140208,8,12,5,5,2014-02-08,4118,NA
322,Alabama A&M,347,Mississippi Valley St.,"W, 91-82",81,0,NA,Away,9,12,6,5,TRUE,Regular,2014,Mon Feb 10,20140210,9,12,6,5,2014-02-10,4191,NA
309,Alabama A&M,298,Alabama St.,"W, 68-65",71,1,NA,Home,10,12,7,5,TRUE,Regular,2014,Sat Feb 15,20140215,10,12,7,5,2014-02-15,4440,NA
303,Alabama A&M,198,Southern,"L, 70-62",71,0,NA,Home,10,13,7,6,TRUE,Regular,2014,Sat Feb 22,20140222,10,13,7,6,2014-02-22,4776,NA
310,Alabama A&M,324,Alcorn St.,"L, 64-56",64,0,NA,Home,10,14,7,7,TRUE,Regular,2014,Mon Feb 24,20140224,10,14,7,7,2014-02-24,4837,NA
320,Alabama A&M,325,Prairie View A&M,"W, 72-65",71,0,NA,Away,11,14,8,7,TRUE,Regular,2014,Sat Mar 1,20140301,11,14,8,7,2014-03-01,5111,NA
317,Alabama A&M,259,Texas Southern,"L, 79-58",67,0,NA,Away,11,15,8,8,TRUE,Regular,2014,Mon Mar 3,20140303,11,15,8,8,2014-03-03,5170,NA
