Team,Opponent.Rk,Opponent,Result,Poss,OT,PreWP,Location,W,L,W.Conference,L.Conference,ConferenceGame,Postseason,Year,Day.Date,GameDate,W.Proj,L.Proj,W.ConferenceProj,L.ConferenceProj,Date,GameId,TiersOfJoy
Air Force,32,New Mexico,"L, 68-51",56,0,NA,Home,13,12,5,7,TRUE,Regular,2008,Wed Feb 20,20080220,13,12,5,7,NA,NA,A
Air Force,265,Colorado St.,"W, 61-59",61,0,NA,Away,14,12,6,7,TRUE,Regular,2008,Sat Feb 23,20080223,14,12,6,7,NA,NA,NA
Air Force,35,BYU,"L, 76-57",69,0,NA,Away,14,13,6,8,TRUE,Regular,2008,Sat Mar 1,20080301,14,13,6,8,NA,NA,A
Air Force,177,TCU,"W, 57-36",55,0,NA,Home,15,13,7,8,TRUE,Regular,2008,Wed Mar 5,20080305,15,13,7,8,NA,NA,NA
Air Force,92,San Diego St.,"W, 46-43",52,0,NA,Home,16,13,8,8,TRUE,Regular,2008,Sat Mar 8,20080308,16,13,8,8,NA,NA,NA
Air Force,92,San Diego St.,"L, 53-49",56,0,NA,Neutral,16,14,NA,NA,FALSE,Mountain West Conference Tournament,2008,Thu Mar 13,20080313,16,14,8,8,NA,NA,B
Akron,284,USC Upstate,"W, 64-60",70,0,NA,Neutral,1,0,NA,NA,FALSE,Regular,2008,Fri Nov 16,20071116,1,0,0,0,NA,NA,NA
Akron,112,Portland St.,"L, 66-63",59,0,NA,Neutral,1,1,NA,NA,FALSE,Regular,2008,Sat Nov 17,20071117,1,1,0,0,NA,NA,NA
Akron,229,Tennessee St.,"W, 74-72",61,0,NA,Neutral,2,1,NA,NA,FALSE,Regular,2008,Sun Nov 18,20071118,2,1,0,0,NA,NA,NA
Akron,224,Binghamton,"W, 71-51",65,0,NA,Home,3,1,NA,NA,FALSE,Regular,2008,Sat Nov 24,20071124,3,1,0,0,NA,NA,NA
Akron,57,Temple,"W, 67-65",67,0,NA,Home,4,1,NA,NA,FALSE,Regular,2008,Mon Nov 26,20071126,4,1,0,0,NA,NA,B
Akron,194,Wyoming,"W, 96-71",71,0,NA,Home,5,1,NA,NA,FALSE,Regular,2008,Sat Dec 1,20071201,5,1,0,0,NA,NA,NA
Akron,104,Winthrop,"L, 68-58",64,0,NA,Away,5,2,NA,NA,FALSE,Regular,2008,Tue Dec 4,20071204,5,2,0,0,NA,NA,B
Akron,334,North Carolina Central,"W, 96-49",74,0,NA,Home,6,2,NA,NA,FALSE,Regular,2008,Sat Dec 8,20071208,6,2,0,0,NA,NA,NA
Akron,168,Austin Peay,"W, 64-55",61,0,NA,Away,7,2,NA,NA,FALSE,Regular,2008,Sat Dec 15,20071215,7,2,0,0,NA,NA,NA
Akron,308,North Carolina A&T,"W, 88-70",69,0,NA,Home,8,2,NA,NA,FALSE,Regular,2008,Wed Dec 19,20071219,8,2,0,0,NA,NA,NA
Akron,222,Youngstown St.,"W, 79-59",73,0,NA,Home,9,2,NA,NA,FALSE,Regular,2008,Fri Dec 21,20071221,9,2,0,0,NA,NA,NA
Akron,113,Illinois Chicago,"W, 79-73",71,0,NA,Home,10,2,NA,NA,FALSE,Regular,2008,Sat Dec 29,20071229,10,2,0,0,NA,NA,NA
Akron,60,Dayton,"L, 83-81",78,2,NA,Away,10,3,NA,NA,FALSE,Regular,2008,Wed Jan 2,20080102,10,3,0,0,NA,NA,A
Akron,81,Miami OH,"W, 69-54",55,0,NA,Home,11,3,1,0,TRUE,Regular,2008,Sat Jan 5,20080105,11,3,1,0,NA,NA,NA
Akron,181,Buffalo,"W, 76-68",72,0,NA,Away,12,3,2,0,TRUE,Regular,2008,Sat Jan 12,20080112,12,3,2,0,NA,NA,NA
Akron,95,Ohio,"W, 55-54",53,0,NA,Home,13,3,3,0,TRUE,Regular,2008,Thu Jan 17,20080117,13,3,3,0,NA,NA,NA
Akron,204,Bowling Green,"W, 80-44",68,0,NA,Home,14,3,4,0,TRUE,Regular,2008,Sun Jan 20,20080120,14,3,4,0,NA,NA,NA
Akron,55,Kent St.,"L, 75-69",65,0,NA,Away,14,4,4,1,TRUE,Regular,2008,Wed Jan 23,20080123,14,4,4,1,NA,NA,A
Akron,178,Central Michigan,"L, 65-64",68,0,NA,Away,14,5,4,2,TRUE,Regular,2008,Sat Jan 26,20080126,14,5,4,2,NA,NA,NA
Akron,221,Toledo,"W, 68-52",66,0,NA,Home,15,5,5,2,TRUE,Regular,2008,Wed Jan 30,20080130,15,5,5,2,NA,NA,NA
Akron,182,Eastern Michigan,"W, 80-61",65,0,NA,Home,16,5,6,2,TRUE,Regular,2008,Sat Feb 2,20080202,16,5,6,2,NA,NA,NA
Akron,94,Western Michigan,"L, 86-66",64,0,NA,Away,16,6,6,3,TRUE,Regular,2008,Wed Feb 6,20080206,16,6,6,3,NA,NA,B
Akron,234,Ball St.,"W, 70-61",67,0,NA,Away,17,6,7,3,TRUE,Regular,2008,Sat Feb 9,20080209,17,6,7,3,NA,NA,NA
Akron,266,Northern Illinois,"L, 88-78",75,0,NA,Home,17,7,7,4,TRUE,Regular,2008,Tue Feb 12,20080212,17,7,7,4,NA,NA,NA
Akron,204,Bowling Green,"W, 65-56",63,0,NA,Away,18,7,8,4,TRUE,Regular,2008,Sat Feb 16,20080216,18,7,8,4,NA,NA,NA
Akron,81,Miami OH,"W, 56-52",46,0,NA,Away,19,7,9,4,TRUE,Regular,2008,Tue Feb 19,20080219,19,7,9,4,NA,NA,B
Akron,68,VCU,"L, 57-52",60,0,NA,Home,19,8,NA,NA,FALSE,Regular,2008,Sat Feb 23,20080223,19,8,9,4,NA,NA,B
Akron,181,Buffalo,"W, 76-56",71,0,NA,Home,20,8,10,4,TRUE,Regular,2008,Sat Mar 1,20080301,20,8,10,4,NA,NA,NA
Akron,95,Ohio,"W, 80-77",61,0,NA,Away,21,8,11,4,TRUE,Regular,2008,Tue Mar 4,20080304,21,8,11,4,NA,NA,B
Akron,55,Kent St.,"L, 61-58",68,0,NA,Home,21,9,11,5,TRUE,Regular,2008,Sun Mar 9,20080309,21,9,11,5,NA,NA,B
Akron,178,Central Michigan,"W, 81-60",60,0,NA,Neutral,22,9,NA,NA,FALSE,Mid American Conference Tournament,2008,Thu Mar 13,20080313,22,9,11,5,NA,NA,NA
Akron,94,Western Michigan,"W, 73-62",58,0,NA,Neutral,23,9,NA,NA,FALSE,Mid American Conference Tournament,2008,Fri Mar 14,20080314,23,9,11,5,NA,NA,B
Akron,55,Kent St.,"L, 74-55",65,0,NA,Neutral,23,10,NA,NA,FALSE,Mid American Conference Tournament,2008,Sat Mar 15,20080315,23,10,11,5,NA,NA,B
Akron,59,Florida St.,"W, 65-60",67,1,NA,Away,24,10,NA,NA,FALSE,National Invitation Tournament (NIT) - 6 seed,2008,Tue Mar 18,20080318,24,10,11,5,NA,NA,A
Akron,52,Massachusetts,"L, 68-63",66,0,NA,Away,24,11,NA,NA,FALSE,National Invitation Tournament (NIT) - 6 seed,2008,Sat Mar 22,20080322,24,11,11,5,NA,NA,A
Alabama,239,Troy,"W, 84-72",86,0,NA,Home,1,0,NA,NA,FALSE,Regular,2008,Fri Nov 9,20071109,1,0,0,0,NA,NA,NA
Alabama,281,Mercer,"W, 90-83",74,0,NA,Away,2,0,NA,NA,FALSE,Regular,2008,Tue Nov 13,20071113,2,0,0,0,NA,NA,NA
Alabama,129,Belmont,"L, 85-83",75,0,NA,Home,2,1,NA,NA,FALSE,Regular,2008,Mon Nov 19,20071119,2,1,0,0,NA,NA,NA
Alabama,98,Southern Miss,"W, 79-77",71,0,NA,Home,3,1,NA,NA,FALSE,Regular,2008,Fri Nov 23,20071123,3,1,0,0,NA,NA,NA
Alabama,21,Texas A&M,"L, 76-63",68,0,NA,Away,3,2,NA,NA,FALSE,Regular,2008,Wed Nov 28,20071128,3,2,0,0,NA,NA,A
Alabama,208,Southeastern Louisiana,"W, 63-61",69,1,NA,Home,4,2,NA,NA,FALSE,Regular,2008,Sat Dec 1,20071201,4,2,0,0,NA,NA,NA
Alabama,7,Georgetown,"L, 70-60",63,0,NA,Semi-Home,4,3,NA,NA,FALSE,Regular,2008,Wed Dec 5,20071205,4,3,0,0,NA,NA,A
Alabama,242,Nicholls St.,"W, 91-53",69,0,NA,Home,5,3,NA,NA,FALSE,Regular,2008,Sat Dec 8,20071208,5,3,0,0,NA,NA,NA
Alabama,203,Wofford,"W, 80-73",66,0,NA,Home,6,3,NA,NA,FALSE,Regular,2008,Mon Dec 17,20071217,6,3,0,0,NA,NA,NA
Alabama,244,Texas Pan American,"W, 75-65",62,0,NA,Home,7,3,NA,NA,FALSE,Regular,2008,Wed Dec 19,20071219,7,3,0,0,NA,NA,NA
Alabama,89,Missouri St.,"W, 81-73",67,0,NA,Neutral,8,3,NA,NA,FALSE,Regular,2008,Sat Dec 22,20071222,8,3,0,0,NA,NA,B
Alabama,124,Iowa St.,"W, 83-68",61,0,NA,Neutral,9,3,NA,NA,FALSE,Regular,2008,Sun Dec 23,20071223,9,3,0,0,NA,NA,NA
Alabama,171,George Washington,"W, 93-57",69,0,NA,Home,10,3,NA,NA,FALSE,Regular,2008,Sat Dec 29,20071229,10,3,0,0,NA,NA,NA
Alabama,16,Clemson,"L, 87-61",71,0,NA,Home,10,4,NA,NA,FALSE,Regular,2008,Tue Jan 1,20080101,10,4,0,0,NA,NA,A
Alabama,263,Chicago St.,"W, 93-79",76,0,NA,Home,11,4,NA,NA,FALSE,Regular,2008,Fri Jan 4,20080104,11,4,0,0,NA,NA,NA
Alabama,38,Florida,"L, 90-83",74,0,NA,Home,11,5,0,1,TRUE,Regular,2008,Tue Jan 8,20080108,11,5,0,1,NA,NA,B
Alabama,40,Arkansas,"L, 71-67",76,1,NA,Away,11,6,0,2,TRUE,Regular,2008,Sun Jan 13,20080113,11,6,0,2,NA,NA,A
Alabama,91,Georgia,"L, 61-54",64,0,NA,Away,11,7,0,3,TRUE,Regular,2008,Wed Jan 16,20080116,11,7,0,3,NA,NA,B
Alabama,33,Mississippi St.,"L, 66-56",59,0,NA,Home,11,8,0,4,TRUE,Regular,2008,Sat Jan 19,20080119,11,8,0,4,NA,NA,B
Alabama,149,Auburn,"W, 97-77",67,0,NA,Home,12,8,1,4,TRUE,Regular,2008,Sat Jan 26,20080126,12,8,1,4,NA,NA,NA
Alabama,13,Tennessee,"L, 93-86",84,0,NA,Home,12,9,1,5,TRUE,Regular,2008,Tue Jan 29,20080129,12,9,1,5,NA,NA,A
Alabama,115,LSU,"W, 81-72",72,0,NA,Home,13,9,2,5,TRUE,Regular,2008,Sat Feb 2,20080202,13,9,2,5,NA,NA,NA
Alabama,33,Mississippi St.,"L, 73-66",71,0,NA,Away,13,10,2,6,TRUE,Regular,2008,Wed Feb 6,20080206,13,10,2,6,NA,NA,A
Alabama,78,Kentucky,"L, 62-52",63,0,NA,Away,13,11,2,7,TRUE,Regular,2008,Sat Feb 9,20080209,13,11,2,7,NA,NA,B
Alabama,50,Mississippi,"W, 76-67",71,0,NA,Home,14,11,3,7,TRUE,Regular,2008,Wed Feb 13,20080213,14,11,3,7,NA,NA,B
Alabama,106,South Carolina,"L, 67-65",60,0,NA,Away,14,12,3,8,TRUE,Regular,2008,Sat Feb 16,20080216,14,12,3,8,NA,NA,B
Alabama,149,Auburn,"L, 88-76",70,0,NA,Away,14,13,3,9,TRUE,Regular,2008,Sun Feb 24,20080224,14,13,3,9,NA,NA,NA
Alabama,40,Arkansas,"W, 59-56",71,0,NA,Home,15,13,4,9,TRUE,Regular,2008,Wed Feb 27,20080227,15,13,4,9,NA,NA,B
Alabama,50,Mississippi,"L, 91-88",71,0,NA,Away,15,14,4,10,TRUE,Regular,2008,Sat Mar 1,20080301,15,14,4,10,NA,NA,A
Alabama,115,LSU,"L, 80-74",64,0,NA,Away,15,15,4,11,TRUE,Regular,2008,Wed Mar 5,20080305,15,15,4,11,NA,NA,B
Alabama,56,Vanderbilt,"W, 78-73",77,1,NA,Home,16,15,5,11,TRUE,Regular,2008,Sat Mar 8,20080308,16,15,5,11,NA,NA,B
Alabama,38,Florida,"W, 80-69",69,0,NA,Neutral,17,15,NA,NA,FALSE,Southeastern Conference Tournament,2008,Thu Mar 13,20080313,17,15,5,11,NA,NA,A
Alabama,33,Mississippi St.,"L, 69-67",73,1,NA,Neutral,17,16,NA,NA,FALSE,Southeastern Conference Tournament,2008,Fri Mar 14,20080314,17,16,5,11,NA,NA,A
Alabama A&M,188,Gardner Webb,"L, 69-55",75,0,NA,Neutral,0,1,NA,NA,FALSE,Regular,2008,Tue Nov 6,20071106,0,1,0,0,NA,NA,NA
Alabama A&M,279,Central Arkansas,"L, 69-59",77,0,NA,Neutral,0,2,NA,NA,FALSE,Regular,2008,Wed Nov 7,20071107,0,2,0,0,NA,NA,NA
Alabama A&M,NA,Oakwood,"W, 88-81",90,1,NA,Home,1,2,NA,NA,FALSE,Regular,2008,Sat Nov 10,20071110,1,2,0,0,NA,NA,NA
Alabama A&M,39,Nebraska,"L, 59-45",66,0,NA,Away,1,3,NA,NA,FALSE,Regular,2008,Sat Nov 17,20071117,1,3,0,0,NA,NA,A
Alabama A&M,NA,Stillman,"W, 66-53",66,0,NA,Home,2,3,NA,NA,FALSE,Regular,2008,Sat Nov 24,20071124,2,3,0,0,NA,NA,NA
Alabama A&M,NA,Tuskegee,"W, 87-61",90,0,NA,Home,3,3,NA,NA,FALSE,Regular,2008,Sat Dec 1,20071201,3,3,0,0,NA,NA,NA
Alabama A&M,61,UAB,"L, 91-48",70,0,NA,Away,3,4,NA,NA,FALSE,Regular,2008,Tue Dec 4,20071204,3,4,0,0,NA,NA,A
Alabama A&M,323,Winston Salem St.,"L, 78-76",74,0,NA,Away,3,5,NA,NA,FALSE,Regular,2008,Mon Dec 17,20071217,3,5,0,0,NA,NA,NA
Alabama A&M,149,Auburn,"L, 67-56",67,0,NA,Away,3,6,NA,NA,FALSE,Regular,2008,Sat Dec 22,20071222,3,6,0,0,NA,NA,NA
Alabama A&M,50,Mississippi,"L, 86-50",72,0,NA,Away,3,7,NA,NA,FALSE,Regular,2008,Wed Jan 2,20080102,3,7,0,0,NA,NA,A
Alabama A&M,315,Jackson St.,"L, 87-74",78,0,NA,Away,3,8,0,1,TRUE,Regular,2008,Sat Jan 5,20080105,3,8,0,1,NA,NA,NA
Alabama A&M,338,Grambling St.,"W, 94-61",82,0,NA,Away,4,8,1,1,TRUE,Regular,2008,Mon Jan 7,20080107,4,8,1,1,NA,NA,NA
Alabama A&M,329,Arkansas Pine Bluff,"L, 65-59",62,0,NA,Home,4,9,1,2,TRUE,Regular,2008,Sat Jan 12,20080112,4,9,1,2,NA,NA,NA
Alabama A&M,306,Mississippi Valley St.,"L, 68-63",58,0,NA,Home,4,10,1,3,TRUE,Regular,2008,Mon Jan 14,20080114,4,10,1,3,NA,NA,NA
Alabama A&M,206,Alabama St.,"L, 73-55",61,0,NA,Away,4,11,1,4,TRUE,Regular,2008,Sat Jan 19,20080119,4,11,1,4,NA,NA,NA
Alabama A&M,314,Southern,"L, 65-49",66,0,NA,Away,4,12,1,5,TRUE,Regular,2008,Sat Jan 26,20080126,4,12,1,5,NA,NA,NA
Alabama A&M,339,Alcorn St.,"W, 72-68",74,0,NA,Away,5,12,2,5,TRUE,Regular,2008,Mon Jan 28,20080128,5,12,2,5,NA,NA,NA
Alabama A&M,331,Prairie View A&M,"W, 74-62",75,0,NA,Home,6,12,3,5,TRUE,Regular,2008,Sat Feb 2,20080202,6,12,3,5,NA,NA,NA
Alabama A&M,335,Texas Southern,"W, 73-65",73,0,NA,Home,7,12,4,5,TRUE,Regular,2008,Mon Feb 4,20080204,7,12,4,5,NA,NA,NA
Alabama A&M,329,Arkansas Pine Bluff,"L, 70-65",61,0,NA,Away,7,13,4,6,TRUE,Regular,2008,Sat Feb 9,20080209,7,13,4,6,NA,NA,NA
Alabama A&M,306,Mississippi Valley St.,"W, 53-52",59,0,NA,Away,8,13,5,6,TRUE,Regular,2008,Mon Feb 11,20080211,8,13,5,6,NA,NA,NA
Alabama A&M,206,Alabama St.,"L, 85-70",77,0,NA,Home,8,14,5,7,TRUE,Regular,2008,Sat Feb 16,20080216,8,14,5,7,NA,NA,NA
Alabama A&M,314,Southern,"W, 60-54",68,0,NA,Home,9,14,6,7,TRUE,Regular,2008,Sat Feb 23,20080223,9,14,6,7,NA,NA,NA
Alabama A&M,339,Alcorn St.,"W, 77-67",79,0,NA,Home,10,14,7,7,TRUE,Regular,2008,Mon Feb 25,20080225,10,14,7,7,NA,NA,NA
Alabama A&M,331,Prairie View A&M,"W, 72-62",73,0,NA,Away,11,14,8,7,TRUE,Regular,2008,Sat Mar 1,20080301,11,14,8,7,NA,NA,NA
Alabama A&M,335,Texas Southern,"W, 73-58",73,0,NA,Away,12,14,9,7,TRUE,Regular,2008,Mon Mar 3,20080303,12,14,9,7,NA,NA,NA
Alabama A&M,315,Jackson St.,"W, 64-61",68,0,NA,Home,13,14,10,7,TRUE,Regular,2008,Thu Mar 6,20080306,13,14,10,7,NA,NA,NA
Alabama A&M,338,Grambling St.,"W, 74-43",71,0,NA,Home,14,14,11,7,TRUE,Regular,2008,Sat Mar 8,20080308,14,14,11,7,NA,NA,NA
Alabama A&M,329,Arkansas Pine Bluff,"L, 72-59",69,0,NA,Neutral,14,15,NA,NA,FALSE,Southwestern Athletic Conference Tournament,2008,Thu Mar 13,20080313,14,15,11,7,NA,NA,NA
Alabama St.,NA,Paul Quinn,"W, 90-72",81,0,NA,Home,1,0,NA,NA,FALSE,Regular,2008,Sat Nov 10,20071110,1,0,0,0,NA,NA,NA
Alabama St.,283,SMU,"W, 64-54",67,0,NA,Away,2,0,NA,NA,FALSE,Regular,2008,Sun Nov 11,20071111,2,0,0,0,NA,NA,NA
Alabama St.,149,Auburn,"L, 63-60",65,0,NA,Home,2,1,NA,NA,FALSE,Regular,2008,Fri Nov 16,20071116,2,1,0,0,NA,NA,NA
Alabama St.,37,Miami FL,"L, 83-74",69,0,NA,Away,2,2,NA,NA,FALSE,Regular,2008,Wed Nov 28,20071128,2,2,0,0,NA,NA,A
Alabama St.,NA,Oakwood,"W, 72-61",56,0,NA,Home,3,2,NA,NA,FALSE,Regular,2008,Wed Dec 5,20071205,3,2,0,0,NA,NA,NA
Alabama St.,239,Troy,"L, 85-74",72,0,NA,Away,3,3,NA,NA,FALSE,Regular,2008,Sat Dec 8,20071208,3,3,0,0,NA,NA,NA
Alabama St.,98,Southern Miss,"L, 82-68",72,0,NA,Away,3,4,NA,NA,FALSE,Regular,2008,Sat Dec 15,20071215,3,4,0,0,NA,NA,B
Alabama St.,NA,Auburn Montgomery,"W, 70-52",70,0,NA,Home,4,4,NA,NA,FALSE,Regular,2008,Thu Dec 20,20071220,4,4,0,0,NA,NA,NA
Alabama St.,164,Tulane,"L, 69-60",64,0,NA,Away,4,5,NA,NA,FALSE,Regular,2008,Fri Dec 28,20071228,4,5,0,0,NA,NA,NA
Alabama St.,61,UAB,"L, 70-42",65,0,NA,Away,4,6,NA,NA,FALSE,Regular,2008,Wed Jan 2,20080102,4,6,0,0,NA,NA,A
Alabama St.,338,Grambling St.,"W, 81-55",75,0,NA,Away,5,6,1,0,TRUE,Regular,2008,Sat Jan 5,20080105,5,6,1,0,NA,NA,NA
Alabama St.,315,Jackson St.,"L, 81-71",76,0,NA,Away,5,7,1,1,TRUE,Regular,2008,Mon Jan 7,20080107,5,7,1,1,NA,NA,NA
Alabama St.,306,Mississippi Valley St.,"W, 71-55",56,0,NA,Home,6,7,2,1,TRUE,Regular,2008,Sat Jan 12,20080112,6,7,2,1,NA,NA,NA
Alabama St.,329,Arkansas Pine Bluff,"W, 69-40",48,0,NA,Home,7,7,3,1,TRUE,Regular,2008,Mon Jan 14,20080114,7,7,3,1,NA,NA,NA
Alabama St.,318,Alabama A&M,"W, 73-55",61,0,NA,Home,8,7,4,1,TRUE,Regular,2008,Sat Jan 19,20080119,8,7,4,1,NA,NA,NA
Alabama St.,339,Alcorn St.,"W, 76-71",62,0,NA,Away,9,7,5,1,TRUE,Regular,2008,Sat Jan 26,20080126,9,7,5,1,NA,NA,NA
Alabama St.,314,Southern,"W, 59-44",60,0,NA,Away,10,7,6,1,TRUE,Regular,2008,Mon Jan 28,20080128,10,7,6,1,NA,NA,NA
Alabama St.,335,Texas Southern,"W, 81-68",58,0,NA,Home,11,7,7,1,TRUE,Regular,2008,Sat Feb 2,20080202,11,7,7,1,NA,NA,NA
Alabama St.,331,Prairie View A&M,"W, 98-86",74,0,NA,Home,12,7,8,1,TRUE,Regular,2008,Mon Feb 4,20080204,12,7,8,1,NA,NA,NA
Alabama St.,306,Mississippi Valley St.,"L, 72-60",65,0,NA,Away,12,8,8,2,TRUE,Regular,2008,Sat Feb 9,20080209,12,8,8,2,NA,NA,NA
Alabama St.,329,Arkansas Pine Bluff,"W, 69-51",65,0,NA,Away,13,8,9,2,TRUE,Regular,2008,Mon Feb 11,20080211,13,8,9,2,NA,NA,NA
Alabama St.,318,Alabama A&M,"W, 85-70",77,0,NA,Away,14,8,10,2,TRUE,Regular,2008,Sat Feb 16,20080216,14,8,10,2,NA,NA,NA
Alabama St.,339,Alcorn St.,"L, 73-69",64,0,NA,Home,14,9,10,3,TRUE,Regular,2008,Sat Feb 23,20080223,14,9,10,3,NA,NA,NA
Alabama St.,314,Southern,"W, 65-46",59,0,NA,Home,15,9,11,3,TRUE,Regular,2008,Mon Feb 25,20080225,15,9,11,3,NA,NA,NA
Alabama St.,335,Texas Southern,"W, 72-67",71,0,NA,Away,16,9,12,3,TRUE,Regular,2008,Sat Mar 1,20080301,16,9,12,3,NA,NA,NA
Alabama St.,331,Prairie View A&M,"W, 61-57",71,0,NA,Away,17,9,13,3,TRUE,Regular,2008,Mon Mar 3,20080303,17,9,13,3,NA,NA,NA
Alabama St.,338,Grambling St.,"W, 73-61",62,0,NA,Home,18,9,14,3,TRUE,Regular,2008,Thu Mar 6,20080306,18,9,14,3,NA,NA,NA
Alabama St.,315,Jackson St.,"W, 103-83",75,0,NA,Home,19,9,15,3,TRUE,Regular,2008,Sat Mar 8,20080308,19,9,15,3,NA,NA,NA
Alabama St.,335,Texas Southern,"W, 67-49",75,0,NA,Neutral,20,9,NA,NA,FALSE,Southwestern Athletic Conference Tournament,2008,Wed Mar 12,20080312,20,9,15,3,NA,NA,NA
Alabama St.,315,Jackson St.,"L, 77-72",75,1,NA,Neutral,20,10,NA,NA,FALSE,Southwestern Athletic Conference Tournament,2008,Fri Mar 14,20080314,20,10,15,3,NA,NA,NA
Alabama St.,49,Arizona St.,"L, 64-53",60,0,NA,Away,20,11,NA,NA,FALSE,National Invitation Tournament (NIT) - 8 seed,2008,Tue Mar 18,20080318,20,11,15,3,NA,NA,A
Albany,241,Bucknell,"L, 55-52",62,0,NA,Away,0,1,NA,NA,FALSE,Regular,2008,Sat Nov 10,20071110,0,1,0,0,NA,NA,NA
Albany,201,Central Connecticut,"W, 63-60",66,1,NA,Away,1,1,NA,NA,FALSE,Regular,2008,Wed Nov 14,20071114,1,1,0,0,NA,NA,NA
Albany,262,Columbia,"W, 70-38",62,0,NA,Home,2,1,NA,NA,FALSE,Regular,2008,Sat Nov 17,20071117,2,1,0,0,NA,NA,NA
Albany,250,Lehigh,"W, 78-66",65,0,NA,Home,3,1,NA,NA,FALSE,Regular,2008,Tue Nov 20,20071120,3,1,0,0,NA,NA,NA
Albany,209,Sacred Heart,"W, 75-57",69,0,NA,Home,4,1,NA,NA,FALSE,Regular,2008,Sun Nov 25,20071125,4,1,0,0,NA,NA,NA
