Team.Rk,Team,Opponent.Rk,Opponent,Result,Poss,OT,PreWP,Location,W,L,W.Conference,L.Conference,ConferenceGame,Postseason,Year,Day.Date,GameDate,W.Proj,L.Proj,W.ConferenceProj,L.ConferenceProj,Date,GameId,TiersOfJoy
189,Air Force,297,Army,"W, 87-71",86,0,NA,Home,1,0,NA,NA,FALSE,Regular,2012,Fri Nov 11,20111111,1,0,0,0,2011-11-11,101,NA
181,Air Force,274,VMI,"W, 75-65",68,0,NA,Home,2,0,NA,NA,FALSE,Regular,2012,Sat Nov 12,20111112,2,0,0,0,2011-11-12,5126,NA
179,Air Force,NA,Western St.,"W, 65-37",61,0,NA,Home,3,0,NA,NA,FALSE,Regular,2012,Fri Nov 18,20111118,3,0,0,0,2011-11-18,NA,NA
185,Air Force,81,Colorado,"L, 76-73",69,1,NA,Home,3,1,NA,NA,FALSE,Regular,2012,Wed Nov 23,20111123,3,1,0,0,2011-11-23,755,NA
184,Air Force,141,Drake,"L, 62-60",67,0,NA,Away,3,2,NA,NA,FALSE,Regular,2012,Sat Dec 3,20111203,3,2,0,0,2011-12-03,1214,NA
178,Air Force,214,Wright St.,"W, 55-34",62,0,NA,Home,4,2,NA,NA,FALSE,Regular,2012,Wed Dec 7,20111207,4,2,0,0,2011-12-07,1377,NA
151,Air Force,321,Arkansas Pine Bluff,"W, 63-51",63,0,NA,Home,5,2,NA,NA,FALSE,Regular,2012,Sat Dec 10,20111210,5,2,0,0,2011-12-10,1515,NA
151,Air Force,327,Maryland Eastern Shore,"W, 64-60",58,0,NA,Home,6,2,NA,NA,FALSE,Regular,2012,Sat Dec 17,20111217,6,2,0,0,2011-12-17,1730,NA
184,Air Force,21,Gonzaga,"L, 70-60",53,0,NA,Away,6,3,NA,NA,FALSE,Regular,2012,Thu Dec 22,20111222,6,3,0,0,2011-12-22,2004,A
164,Air Force,102,Wagner,"L, 72-61",56,0,NA,Neutral,6,4,NA,NA,FALSE,Regular,2012,Thu Dec 29,20111229,6,4,0,0,2011-12-29,2158,NA
169,Air Force,263,Eastern Michigan,"W, 42-37",55,0,NA,Neutral,7,4,NA,NA,FALSE,Regular,2012,Fri Dec 30,20111230,7,4,0,0,2011-12-30,5284,NA
167,Air Force,NA,Johnson & Wales CO,"W, 83-53",69,0,NA,Home,8,4,NA,NA,FALSE,Regular,2012,Tue Jan 3,20120103,8,4,0,0,2012-01-03,NA,NA
163,Air Force,334,Chicago St.,"W, 68-54",68,0,NA,Home,9,4,NA,NA,FALSE,Regular,2012,Fri Jan 6,20120106,9,4,0,0,2012-01-06,2507,NA
174,Air Force,312,Texas Pan American,"W, 67-50",55,0,NA,Home,10,4,NA,NA,FALSE,Regular,2012,Mon Jan 9,20120109,10,4,0,0,2012-01-09,2689,NA
169,Air Force,154,Boise St.,"W, 74-59",63,0,NA,Away,11,4,1,0,TRUE,Regular,2012,Sat Jan 14,20120114,11,4,1,0,2012-01-14,2934,NA
144,Air Force,90,Wyoming,"L, 64-53",61,0,NA,Home,11,5,1,1,TRUE,Regular,2012,Wed Jan 18,20120118,11,5,1,1,2012-01-18,3088,NA
151,Air Force,66,San Diego St.,"L, 57-44",58,0,NA,Away,11,6,1,2,TRUE,Regular,2012,Sat Jan 21,20120121,11,6,1,2,2012-01-21,3308,A
158,Air Force,161,TCU,"L, 59-56",55,0,NA,Away,11,7,1,3,TRUE,Regular,2012,Wed Jan 25,20120125,11,7,1,3,2012-01-25,3411,NA
156,Air Force,37,UNLV,"L, 65-63",69,1,NA,Home,11,8,1,4,TRUE,Regular,2012,Sat Jan 28,20120128,11,8,1,4,2012-01-28,3630,B
157,Air Force,20,New Mexico,"L, 81-42",66,0,NA,Home,11,9,1,5,TRUE,Regular,2012,Tue Jan 31,20120131,11,9,1,5,2012-01-31,3700,A
185,Air Force,88,Colorado St.,"L, 67-49",65,0,NA,Away,11,10,1,6,TRUE,Regular,2012,Sat Feb 4,20120204,11,10,1,6,2012-02-04,3903,B
193,Air Force,154,Boise St.,"L, 72-61",68,0,NA,Home,11,11,1,7,TRUE,Regular,2012,Sat Feb 11,20120211,11,11,1,7,2012-02-11,4208,NA
195,Air Force,90,Wyoming,"W, 58-53",60,0,NA,Away,12,11,2,7,TRUE,Regular,2012,Wed Feb 15,20120215,12,11,2,7,2012-02-15,4412,B
184,Air Force,66,San Diego St.,"W, 58-56",63,0,NA,Home,13,11,3,7,TRUE,Regular,2012,Sat Feb 18,20120218,13,11,3,7,2012-02-18,4529,B
179,Air Force,161,TCU,"L, 65-62",60,0,NA,Home,13,12,3,8,TRUE,Regular,2012,Wed Feb 22,20120222,13,12,3,8,2012-02-22,4662,NA
184,Air Force,37,UNLV,"L, 68-58",71,0,NA,Away,13,13,3,9,TRUE,Regular,2012,Sat Feb 25,20120225,13,13,3,9,2012-02-25,4804,A
178,Air Force,20,New Mexico,"L, 86-56",66,0,NA,Away,13,14,3,10,TRUE,Regular,2012,Wed Feb 29,20120229,13,14,3,10,2012-02-29,5086,A
184,Air Force,88,Colorado St.,"L, 75-65",57,0,NA,Home,13,15,3,11,TRUE,Regular,2012,Sat Mar 3,20120303,13,15,3,11,2012-03-03,5013,NA
