Team,Opponent.Rk,Opponent,Result,Poss,OT,PreWP,Location,W,L,W.Conference,L.Conference,ConferenceGame,Postseason,Year,Day.Date,GameDate,W.Proj,L.Proj,W.ConferenceProj,L.ConferenceProj,Date,GameId,TiersOfJoy
Air Force,125,Colorado St.,"L, 60-57",57,0,NA,Away,7,11,1,4,TRUE,Regular,2002,Sat Jan 26,20020126,7,11,1,4,NA,NA,B
Air Force,67,Wyoming,"L, 83-76",79,4,NA,Away,7,12,1,5,TRUE,Regular,2002,Mon Jan 28,20020128,7,12,1,5,NA,NA,A
Air Force,74,San Diego St.,"W, 67-54",60,0,NA,Home,8,12,2,5,TRUE,Regular,2002,Mon Feb 4,20020204,8,12,2,5,NA,NA,B
Air Force,92,New Mexico,"W, 47-44",49,0,NA,Home,9,12,3,5,TRUE,Regular,2002,Sat Feb 9,20020209,9,12,3,5,NA,NA,NA
Air Force,45,Utah,"L, 59-51",50,0,NA,Away,9,13,3,6,TRUE,Regular,2002,Sat Feb 16,20020216,9,13,3,6,NA,NA,A
Air Force,63,BYU,"L, 67-51",55,0,NA,Away,9,14,3,7,TRUE,Regular,2002,Mon Feb 18,20020218,9,14,3,7,NA,NA,A
Air Force,67,Wyoming,"L, 51-48",48,0,NA,Home,9,15,3,8,TRUE,Regular,2002,Sat Feb 23,20020223,9,15,3,8,NA,NA,B
Air Force,125,Colorado St.,"L, 59-51",58,0,NA,Home,9,16,3,9,TRUE,Regular,2002,Mon Feb 25,20020225,9,16,3,9,NA,NA,NA
Air Force,81,UNLV,"L, 73-66",64,0,NA,Away,9,17,3,10,TRUE,Regular,2002,Thu Feb 28,20020228,9,17,3,10,NA,NA,B
Air Force,74,San Diego St.,"L, 49-47",53,0,NA,Away,9,18,3,11,TRUE,Regular,2002,Sat Mar 2,20020302,9,18,3,11,NA,NA,B
Air Force,67,Wyoming,"L, 69-67",58,1,NA,Neutral,9,19,NA,NA,FALSE,Mountain West Conference Tournament,2002,Thu Mar 7,20020307,9,19,3,11,NA,NA,B
Akron,218,Iona,"W, 67-64",71,0,NA,Away,1,0,NA,NA,FALSE,Regular,2002,Sat Nov 17,20011117,1,0,0,0,NA,NA,NA
Akron,231,Monmouth,"L, 64-61",62,0,NA,Neutral,1,1,NA,NA,FALSE,Regular,2002,Fri Nov 23,20011123,1,1,0,0,NA,NA,NA
Akron,116,Hampton,"L, 67-59",66,0,NA,Neutral,1,2,NA,NA,FALSE,Regular,2002,Sat Nov 24,20011124,1,2,0,0,NA,NA,NA
Akron,322,Liberty,"W, 90-56",71,0,NA,Neutral,2,2,NA,NA,FALSE,Regular,2002,Sun Nov 25,20011125,2,2,0,0,NA,NA,NA
Akron,143,Oakland,"L, 71-64",75,0,NA,Neutral,2,3,NA,NA,FALSE,Regular,2002,Fri Nov 30,20011130,2,3,0,0,NA,NA,NA
Akron,222,William & Mary,"L, 74-62",67,0,NA,Home,2,4,NA,NA,FALSE,Regular,2002,Sun Dec 2,20011202,2,4,0,0,NA,NA,NA
Akron,44,Western Kentucky,"L, 78-68",63,0,NA,Home,2,5,NA,NA,FALSE,Regular,2002,Wed Dec 5,20011205,2,5,0,0,NA,NA,B
Akron,184,Buffalo,"L, 79-60",74,0,NA,Away,2,6,0,1,TRUE,Regular,2002,Sat Dec 8,20011208,2,6,0,1,NA,NA,NA
Akron,193,Cleveland St.,"L, 79-66",69,0,NA,Away,2,7,NA,NA,FALSE,Regular,2002,Sat Dec 15,20011215,2,7,0,1,NA,NA,NA
Akron,NA,Mount Union,"W, 76-70",NA,0,NA,Home,3,7,NA,NA,FALSE,Regular,2002,Sat Dec 22,20011222,3,7,0,1,NA,NA,NA
Akron,2,Cincinnati,"L, 73-57",69,0,NA,Neutral,3,8,NA,NA,FALSE,Regular,2002,Sat Dec 29,20011229,3,8,0,1,NA,NA,A
Akron,180,Niagara,"W, 80-79",72,0,NA,Home,4,8,NA,NA,FALSE,Regular,2002,Wed Jan 2,20020102,4,8,0,1,NA,NA,NA
Akron,115,Ohio,"L, 68-57",65,0,NA,Home,4,9,0,2,TRUE,Regular,2002,Sat Jan 5,20020105,4,9,0,2,NA,NA,NA
Akron,307,Eastern Michigan,"L, 61-60",68,0,NA,Home,4,10,0,3,TRUE,Regular,2002,Mon Jan 7,20020107,4,10,0,3,NA,NA,NA
Akron,139,Miami OH,"L, 50-48",52,0,NA,Away,4,11,0,4,TRUE,Regular,2002,Sat Jan 12,20020112,4,11,0,4,NA,NA,B
Akron,14,Kent St.,"L, 78-54",65,0,NA,Home,4,12,0,5,TRUE,Regular,2002,Wed Jan 16,20020116,4,12,0,5,NA,NA,A
Akron,55,Ball St.,"L, 78-66",65,0,NA,Away,4,13,0,6,TRUE,Regular,2002,Sat Jan 19,20020119,4,13,0,6,NA,NA,A
Akron,60,Bowling Green,"W, 87-86",70,1,NA,Home,5,13,1,6,TRUE,Regular,2002,Wed Jan 23,20020123,5,13,1,6,NA,NA,B
Akron,204,Central Michigan,"W, 83-73",69,0,NA,Home,6,13,2,6,TRUE,Regular,2002,Sat Jan 26,20020126,6,13,2,6,NA,NA,NA
Akron,115,Ohio,"W, 74-73",66,0,NA,Away,7,13,3,6,TRUE,Regular,2002,Wed Jan 30,20020130,7,13,3,6,NA,NA,B
Akron,184,Buffalo,"W, 89-81",74,0,NA,Home,8,13,4,6,TRUE,Regular,2002,Sat Feb 2,20020202,8,13,4,6,NA,NA,NA
Akron,166,Marshall,"L, 78-63",70,0,NA,Away,8,14,4,7,TRUE,Regular,2002,Tue Feb 5,20020205,8,14,4,7,NA,NA,NA
Akron,130,Western Michigan,"L, 94-89",73,1,NA,Home,8,15,4,8,TRUE,Regular,2002,Mon Feb 11,20020211,8,15,4,8,NA,NA,NA
Akron,153,Toledo,"L, 77-72",62,0,NA,Away,8,16,4,9,TRUE,Regular,2002,Wed Feb 13,20020213,8,16,4,9,NA,NA,NA
Akron,307,Eastern Michigan,"L, 83-76",64,0,NA,Away,8,17,4,10,TRUE,Regular,2002,Sat Feb 16,20020216,8,17,4,10,NA,NA,NA
Akron,186,Northern Illinois,"W, 88-80",72,0,NA,Home,9,17,5,10,TRUE,Regular,2002,Wed Feb 20,20020220,9,17,5,10,NA,NA,NA
Akron,60,Bowling Green,"L, 76-46",57,0,NA,Away,9,18,5,11,TRUE,Regular,2002,Sat Feb 23,20020223,9,18,5,11,NA,NA,A
Akron,14,Kent St.,"L, 67-57",65,0,NA,Away,9,19,5,12,TRUE,Regular,2002,Mon Feb 25,20020225,9,19,5,12,NA,NA,A
Akron,166,Marshall,"L, 104-87",70,0,NA,Home,9,20,5,13,TRUE,Regular,2002,Sat Mar 2,20020302,9,20,5,13,NA,NA,NA
Akron,130,Western Michigan,"W, 90-83",72,0,NA,Away,10,20,NA,NA,FALSE,Mid American Conference Tournament,2002,Mon Mar 4,20020304,10,20,5,13,NA,NA,B
Akron,60,Bowling Green,"L, 60-58",60,0,NA,Neutral,10,21,NA,NA,FALSE,Mid American Conference Tournament,2002,Thu Mar 7,20020307,10,21,5,13,NA,NA,B
Alabama,282,Mississippi Valley St.,"W, 107-67",81,0,NA,Home,1,0,NA,NA,FALSE,Regular,2002,Tue Nov 13,20011113,1,0,0,0,NA,NA,NA
Alabama,179,Samford,"W, 83-51",63,0,NA,Home,2,0,NA,NA,FALSE,Regular,2002,Wed Nov 14,20011114,2,0,0,0,NA,NA,NA
Alabama,29,Missouri,"L, 75-68",72,0,NA,Neutral,2,1,NA,NA,FALSE,Regular,2002,Tue Nov 20,20011120,2,1,0,0,NA,NA,A
Alabama,33,Memphis,"W, 81-70",70,0,NA,Neutral,3,1,NA,NA,FALSE,Regular,2002,Wed Nov 21,20011121,3,1,0,0,NA,NA,A
Alabama,45,Utah,"W, 76-61",69,0,NA,Home,4,1,NA,NA,FALSE,Regular,2002,Mon Nov 26,20011126,4,1,0,0,NA,NA,B
Alabama,100,McNeese St.,"W, 90-61",80,0,NA,Home,5,1,NA,NA,FALSE,Regular,2002,Thu Nov 29,20011129,5,1,0,0,NA,NA,NA
Alabama,138,Chattanooga,"W, 74-68",69,0,NA,Home,6,1,NA,NA,FALSE,Regular,2002,Mon Dec 3,20011203,6,1,0,0,NA,NA,NA
Alabama,35,UCLA,"L, 79-57",67,0,NA,Semi-Home,6,2,NA,NA,FALSE,Regular,2002,Sat Dec 8,20011208,6,2,0,0,NA,NA,A
Alabama,245,Jacksonville St.,"W, 99-57",83,0,NA,Home,7,2,NA,NA,FALSE,Regular,2002,Fri Dec 14,20011214,7,2,0,0,NA,NA,NA
Alabama,48,Temple,"W, 70-67",67,0,NA,Neutral,8,2,NA,NA,FALSE,Regular,2002,Tue Dec 18,20011218,8,2,0,0,NA,NA,A
Alabama,262,Alabama A&M,"W, 90-54",78,0,NA,Home,9,2,NA,NA,FALSE,Regular,2002,Fri Dec 21,20011221,9,2,0,0,NA,NA,NA
Alabama,19,Notre Dame,"W, 79-76",69,0,NA,Neutral,10,2,NA,NA,FALSE,Regular,2002,Thu Dec 27,20011227,10,2,0,0,NA,NA,A
Alabama,280,Florida A&M,"W, 76-52",69,0,NA,Home,11,2,NA,NA,FALSE,Regular,2002,Mon Dec 31,20011231,11,2,0,0,NA,NA,NA
Alabama,285,Bethune Cookman,"W, 93-46",74,0,NA,Home,12,2,NA,NA,FALSE,Regular,2002,Wed Jan 2,20020102,12,2,0,0,NA,NA,NA
Alabama,66,LSU,"W, 76-74",62,0,NA,Home,13,2,1,0,TRUE,Regular,2002,Sat Jan 5,20020105,13,2,1,0,NA,NA,B
Alabama,85,Vanderbilt,"W, 92-79",74,0,NA,Home,14,2,2,0,TRUE,Regular,2002,Wed Jan 9,20020109,14,2,2,0,NA,NA,NA
Alabama,88,Auburn,"L, 59-56",65,0,NA,Away,14,3,2,1,TRUE,Regular,2002,Sat Jan 12,20020112,14,3,2,1,NA,NA,B
Alabama,25,Georgia,"W, 77-72",67,0,NA,Away,15,3,3,1,TRUE,Regular,2002,Wed Jan 16,20020116,15,3,3,1,NA,NA,A
Alabama,26,Mississippi St.,"W, 85-73",71,0,NA,Home,16,3,4,1,TRUE,Regular,2002,Sat Jan 19,20020119,16,3,4,1,NA,NA,A
Alabama,10,Kentucky,"W, 64-61",70,0,NA,Away,17,3,5,1,TRUE,Regular,2002,Sat Jan 26,20020126,17,3,5,1,NA,NA,A
Alabama,57,Arkansas,"W, 109-94",87,0,NA,Home,18,3,6,1,TRUE,Regular,2002,Wed Jan 30,20020130,18,3,6,1,NA,NA,B
Alabama,66,LSU,"W, 57-48",66,0,NA,Away,19,3,7,1,TRUE,Regular,2002,Sat Feb 2,20020202,19,3,7,1,NA,NA,A
Alabama,34,Mississippi,"W, 79-59",65,0,NA,Home,20,3,8,1,TRUE,Regular,2002,Wed Feb 6,20020206,20,3,8,1,NA,NA,A
Alabama,26,Mississippi St.,"L, 76-62",64,0,NA,Away,20,4,8,2,TRUE,Regular,2002,Sat Feb 9,20020209,20,4,8,2,NA,NA,A
Alabama,20,South Carolina,"W, 52-51",56,0,NA,Away,21,4,9,2,TRUE,Regular,2002,Wed Feb 13,20020213,21,4,9,2,NA,NA,A
Alabama,54,Tennessee,"W, 95-82",72,0,NA,Home,22,4,10,2,TRUE,Regular,2002,Sat Feb 16,20020216,22,4,10,2,NA,NA,B
Alabama,57,Arkansas,"L, 67-59",72,0,NA,Away,22,5,10,3,TRUE,Regular,2002,Wed Feb 20,20020220,22,5,10,3,NA,NA,A
Alabama,7,Florida,"W, 65-64",65,0,NA,Home,23,5,11,3,TRUE,Regular,2002,Sat Feb 23,20020223,23,5,11,3,NA,NA,A
Alabama,88,Auburn,"W, 73-68",74,0,NA,Home,24,5,12,3,TRUE,Regular,2002,Wed Feb 27,20020227,24,5,12,3,NA,NA,NA
Alabama,34,Mississippi,"L, 84-56",67,0,NA,Away,24,6,12,4,TRUE,Regular,2002,Sun Mar 3,20020303,24,6,12,4,NA,NA,A
Alabama,54,Tennessee,"W, 91-72",75,0,NA,Neutral,25,6,NA,NA,FALSE,Southeastern Conference Tournament,2002,Fri Mar 8,20020308,25,6,12,4,NA,NA,B
Alabama,20,South Carolina,"W, 65-57",65,0,NA,Neutral,26,6,NA,NA,FALSE,Southeastern Conference Tournament,2002,Sat Mar 9,20020309,26,6,12,4,NA,NA,A
Alabama,26,Mississippi St.,"L, 61-58",58,0,NA,Neutral,26,7,NA,NA,FALSE,Southeastern Conference Tournament,2002,Sun Mar 10,20020310,26,7,12,4,NA,NA,A
Alabama,191,Florida Atlantic,"W, 86-78",72,0,NA,Neutral,27,7,NA,NA,FALSE,NCAA Tournament - 2 seed,2002,Thu Mar 14,20020314,27,7,12,4,NA,NA,NA
Alabama,14,Kent St.,"L, 71-58",64,0,NA,Neutral,27,8,NA,NA,FALSE,NCAA Tournament - 2 seed,2002,Sat Mar 16,20020316,27,8,12,4,NA,NA,A
Alabama A&M,NA,Tuskegee,"W, 75-59",NA,0,NA,Home,1,0,NA,NA,FALSE,Regular,2002,Sat Nov 17,20011117,1,0,0,0,NA,NA,NA
Alabama A&M,102,Detroit,"L, 98-75",85,0,NA,Away,1,1,NA,NA,FALSE,Regular,2002,Sat Nov 24,20011124,1,1,0,0,NA,NA,B
Alabama A&M,26,Mississippi St.,"L, 70-45",71,0,NA,Away,1,2,NA,NA,FALSE,Regular,2002,Wed Nov 28,20011128,1,2,0,0,NA,NA,A
Alabama A&M,NA,Athens St.,"W, 77-63",NA,0,NA,Home,2,2,NA,NA,FALSE,Regular,2002,Sat Dec 1,20011201,2,2,0,0,NA,NA,NA
Alabama A&M,293,Jackson St.,"W, 90-80",82,0,NA,Away,3,2,1,0,TRUE,Regular,2002,Sat Dec 15,20011215,3,2,1,0,NA,NA,NA
Alabama A&M,309,Grambling St.,"L, 89-88",88,0,NA,Away,3,3,1,1,TRUE,Regular,2002,Mon Dec 17,20011217,3,3,1,1,NA,NA,NA
Alabama A&M,22,Alabama,"L, 90-54",78,0,NA,Away,3,4,NA,NA,FALSE,Regular,2002,Fri Dec 21,20011221,3,4,1,1,NA,NA,A
Alabama A&M,324,Arkansas Pine Bluff,"W, 89-66",92,0,NA,Home,4,4,2,1,TRUE,Regular,2002,Sat Jan 5,20020105,4,4,2,1,NA,NA,NA
Alabama A&M,282,Mississippi Valley St.,"L, 81-65",80,0,NA,Home,4,5,2,2,TRUE,Regular,2002,Mon Jan 7,20020107,4,5,2,2,NA,NA,NA
Alabama A&M,272,Alabama St.,"L, 64-63",70,0,NA,Away,4,6,2,3,TRUE,Regular,2002,Sat Jan 12,20020112,4,6,2,3,NA,NA,NA
Alabama A&M,327,Savannah St.,"W, 68-57",73,0,NA,Away,5,6,NA,NA,FALSE,Regular,2002,Mon Jan 14,20020114,5,6,2,3,NA,NA,NA
Alabama A&M,317,Southern,"W, 82-68",83,0,NA,Away,6,6,3,3,TRUE,Regular,2002,Sat Jan 19,20020119,6,6,3,3,NA,NA,NA
Alabama A&M,252,Alcorn St.,"L, 91-82",92,0,NA,Away,6,7,3,4,TRUE,Regular,2002,Mon Jan 21,20020121,6,7,3,4,NA,NA,NA
Alabama A&M,319,Prairie View A&M,"W, 92-72",93,0,NA,Home,7,7,4,4,TRUE,Regular,2002,Sat Jan 26,20020126,7,7,4,4,NA,NA,NA
Alabama A&M,311,Texas Southern,"W, 73-56",73,0,NA,Home,8,7,5,4,TRUE,Regular,2002,Mon Jan 28,20020128,8,7,5,4,NA,NA,NA
Alabama A&M,326,Morris Brown,"W, 79-71",77,0,NA,Away,9,7,NA,NA,FALSE,Regular,2002,Wed Jan 30,20020130,9,7,5,4,NA,NA,NA
Alabama A&M,324,Arkansas Pine Bluff,"W, 92-73",87,0,NA,Away,10,7,6,4,TRUE,Regular,2002,Sat Feb 2,20020202,10,7,6,4,NA,NA,NA
Alabama A&M,282,Mississippi Valley St.,"W, 84-72",82,0,NA,Away,11,7,7,4,TRUE,Regular,2002,Mon Feb 4,20020204,11,7,7,4,NA,NA,NA
Alabama A&M,272,Alabama St.,"W, 57-51",75,0,NA,Home,12,7,8,4,TRUE,Regular,2002,Sat Feb 9,20020209,12,7,8,4,NA,NA,NA
Alabama A&M,327,Savannah St.,"W, 95-53",77,0,NA,Home,13,7,NA,NA,FALSE,Regular,2002,Mon Feb 11,20020211,13,7,8,4,NA,NA,NA
Alabama A&M,317,Southern,"L, 82-80",83,0,NA,Home,13,8,8,5,TRUE,Regular,2002,Sat Feb 16,20020216,13,8,8,5,NA,NA,NA
Alabama A&M,252,Alcorn St.,"W, 91-86",85,0,NA,Home,14,8,9,5,TRUE,Regular,2002,Mon Feb 18,20020218,14,8,9,5,NA,NA,NA
Alabama A&M,326,Morris Brown,"W, 88-63",75,0,NA,Home,15,8,NA,NA,FALSE,Regular,2002,Wed Feb 20,20020220,15,8,9,5,NA,NA,NA
Alabama A&M,319,Prairie View A&M,"W, 74-63",80,0,NA,Away,16,8,10,5,TRUE,Regular,2002,Sat Feb 23,20020223,16,8,10,5,NA,NA,NA
Alabama A&M,311,Texas Southern,"L, 100-99",85,0,NA,Away,16,9,10,6,TRUE,Regular,2002,Mon Feb 25,20020225,16,9,10,6,NA,NA,NA
Alabama A&M,293,Jackson St.,"W, 105-83",93,0,NA,Home,17,9,11,6,TRUE,Regular,2002,Thu Feb 28,20020228,17,9,11,6,NA,NA,NA
Alabama A&M,309,Grambling St.,"W, 81-76",88,0,NA,Home,18,9,12,6,TRUE,Regular,2002,Sat Mar 2,20020302,18,9,12,6,NA,NA,NA
Alabama A&M,319,Prairie View A&M,"W, 114-82",89,0,NA,Home,19,9,NA,NA,FALSE,Southwestern Athletic Conference Tournament,2002,Tue Mar 5,20020305,19,9,12,6,NA,NA,NA
Alabama A&M,272,Alabama St.,"L, 64-61",68,0,NA,Neutral,19,10,NA,NA,FALSE,Southwestern Athletic Conference Tournament,2002,Fri Mar 8,20020308,19,10,12,6,NA,NA,NA
Alabama St.,9,Oregon,"L, 92-52",77,0,NA,Away,0,1,NA,NA,FALSE,Regular,2002,Thu Nov 15,20011115,0,1,0,0,NA,NA,A
Alabama St.,177,Long Beach St.,"L, 74-55",71,0,NA,Neutral,0,2,NA,NA,FALSE,Regular,2002,Fri Nov 16,20011116,0,2,0,0,NA,NA,NA
Alabama St.,130,Western Michigan,"L, 63-43",62,0,NA,Neutral,0,3,NA,NA,FALSE,Regular,2002,Sat Nov 17,20011117,0,3,0,0,NA,NA,NA
Alabama St.,NA,Mobile,"L, 65-61",NA,0,NA,Home,0,4,NA,NA,FALSE,Regular,2002,Sat Nov 24,20011124,0,4,0,0,NA,NA,NA
Alabama St.,280,Florida A&M,"W, 71-58",78,0,NA,Home,1,4,NA,NA,FALSE,Regular,2002,Wed Nov 28,20011128,1,4,0,0,NA,NA,NA
Alabama St.,46,Iowa,"L, 73-64",65,0,NA,Away,1,5,NA,NA,FALSE,Regular,2002,Fri Nov 30,20011130,1,5,0,0,NA,NA,A
Alabama St.,147,La Salle,"W, 55-42",61,0,NA,Neutral,2,5,NA,NA,FALSE,Regular,2002,Sat Dec 1,20011201,2,5,0,0,NA,NA,NA
Alabama St.,NA,Montevallo,"W, 80-70",NA,0,NA,Home,3,5,NA,NA,FALSE,Regular,2002,Wed Dec 5,20011205,3,5,0,0,NA,NA,NA
Alabama St.,326,Morris Brown,"W, 80-67",72,0,NA,Away,4,5,NA,NA,FALSE,Regular,2002,Sat Dec 8,20011208,4,5,0,0,NA,NA,NA
Alabama St.,309,Grambling St.,"W, 62-55",67,0,NA,Away,5,5,1,0,TRUE,Regular,2002,Sat Dec 15,20011215,5,5,1,0,NA,NA,NA
Alabama St.,293,Jackson St.,"W, 71-63",66,0,NA,Away,6,5,2,0,TRUE,Regular,2002,Mon Dec 17,20011217,6,5,2,0,NA,NA,NA
Alabama St.,326,Morris Brown,"W, 77-46",71,0,NA,Home,7,5,NA,NA,FALSE,Regular,2002,Sat Dec 22,20011222,7,5,2,0,NA,NA,NA
Alabama St.,297,Birmingham Southern,"L, 65-61",63,1,NA,Away,7,6,NA,NA,FALSE,Regular,2002,Wed Jan 2,20020102,7,6,2,0,NA,NA,NA
Alabama St.,282,Mississippi Valley St.,"W, 57-52",56,0,NA,Home,8,6,3,0,TRUE,Regular,2002,Sat Jan 5,20020105,8,6,3,0,NA,NA,NA
Alabama St.,324,Arkansas Pine Bluff,"W, 96-73",78,0,NA,Home,9,6,4,0,TRUE,Regular,2002,Mon Jan 7,20020107,9,6,4,0,NA,NA,NA
Alabama St.,262,Alabama A&M,"W, 64-63",70,0,NA,Home,10,6,5,0,TRUE,Regular,2002,Sat Jan 12,20020112,10,6,5,0,NA,NA,NA
Alabama St.,252,Alcorn St.,"L, 75-61",68,0,NA,Away,10,7,5,1,TRUE,Regular,2002,Sat Jan 19,20020119,10,7,5,1,NA,NA,NA
Alabama St.,317,Southern,"W, 67-57",67,0,NA,Away,11,7,6,1,TRUE,Regular,2002,Mon Jan 21,20020121,11,7,6,1,NA,NA,NA
Alabama St.,311,Texas Southern,"L, 76-71",64,0,NA,Home,11,8,6,2,TRUE,Regular,2002,Sat Jan 26,20020126,11,8,6,2,NA,NA,NA
Alabama St.,319,Prairie View A&M,"W, 78-73",77,0,NA,Home,12,8,7,2,TRUE,Regular,2002,Mon Jan 28,20020128,12,8,7,2,NA,NA,NA
Alabama St.,282,Mississippi Valley St.,"W, 75-72",65,0,NA,Away,13,8,8,2,TRUE,Regular,2002,Sat Feb 2,20020202,13,8,8,2,NA,NA,NA
Alabama St.,324,Arkansas Pine Bluff,"L, 70-68",76,0,NA,Away,13,9,8,3,TRUE,Regular,2002,Mon Feb 4,20020204,13,9,8,3,NA,NA,NA
Alabama St.,262,Alabama A&M,"L, 57-51",75,0,NA,Away,13,10,8,4,TRUE,Regular,2002,Sat Feb 9,20020209,13,10,8,4,NA,NA,NA
Alabama St.,252,Alcorn St.,"W, 73-59",70,0,NA,Home,14,10,9,4,TRUE,Regular,2002,Sat Feb 16,20020216,14,10,9,4,NA,NA,NA
Alabama St.,317,Southern,"W, 61-57",64,0,NA,Home,15,10,10,4,TRUE,Regular,2002,Mon Feb 18,20020218,15,10,10,4,NA,NA,NA
Alabama St.,311,Texas Southern,"L, 64-49",64,0,NA,Away,15,11,10,5,TRUE,Regular,2002,Sat Feb 23,20020223,15,11,10,5,NA,NA,NA
Alabama St.,319,Prairie View A&M,"L, 65-58",69,0,NA,Away,15,12,10,6,TRUE,Regular,2002,Mon Feb 25,20020225,15,12,10,6,NA,NA,NA
Alabama St.,309,Grambling St.,"W, 82-74",81,0,NA,Home,16,12,11,6,TRUE,Regular,2002,Thu Feb 28,20020228,16,12,11,6,NA,NA,NA
Alabama St.,293,Jackson St.,"W, 61-60",75,1,NA,Home,17,12,12,6,TRUE,Regular,2002,Sat Mar 2,20020302,17,12,12,6,NA,NA,NA
Alabama St.,293,Jackson St.,"W, 60-56",58,0,NA,Home,18,12,NA,NA,FALSE,Southwestern Athletic Conference Tournament,2002,Tue Mar 5,20020305,18,12,12,6,NA,NA,NA
Alabama St.,262,Alabama A&M,"W, 64-61",68,0,NA,Neutral,19,12,NA,NA,FALSE,Southwestern Athletic Conference Tournament,2002,Fri Mar 8,20020308,19,12,12,6,NA,NA,NA
Alabama St.,252,Alcorn St.,"L, 70-67",65,0,NA,Neutral,19,13,NA,NA,FALSE,Southwestern Athletic Conference Tournament,2002,Sat Mar 9,20020309,19,13,12,6,NA,NA,NA
Albany,238,Lafayette,"L, 80-72",69,0,NA,Home,0,1,NA,NA,FALSE,Regular,2002,Sat Nov 17,20011117,0,1,0,0,NA,NA,NA
Albany,17,Ohio St.,"L, 87-62",77,0,NA,Away,0,2,NA,NA,FALSE,Regular,2002,Tue Nov 20,20011120,0,2,0,0,NA,NA,A
Albany,259,Quinnipiac,"L, 79-65",67,0,NA,Away,0,3,NA,NA,FALSE,Regular,2002,Sat Nov 24,20011124,0,3,0,0,NA,NA,NA
Albany,174,Siena,"L, 60-48",69,0,NA,Away,0,4,NA,NA,FALSE,Regular,2002,Tue Nov 27,20011127,0,4,0,0,NA,NA,NA
Albany,56,Syracuse,"L, 91-65",79,0,NA,Home,0,5,NA,NA,FALSE,Regular,2002,Sun Dec 2,20011202,0,5,0,0,NA,NA,B
Albany,269,Bucknell,"W, 51-50",60,0,NA,Away,1,5,NA,NA,FALSE,Regular,2002,Wed Dec 5,20011205,1,5,0,0,NA,NA,NA
Albany,148,Yale,"L, 73-61",66,0,NA,Away,1,6,NA,NA,FALSE,Regular,2002,Sat Dec 8,20011208,1,6,0,0,NA,NA,NA
Albany,289,Army,"L, 68-60",59,0,NA,Home,1,7,NA,NA,FALSE,Regular,2002,Tue Dec 11,20011211,1,7,0,0,NA,NA,NA
