Team.Rk,Team,Opponent.Rk,Opponent,Result,Poss,OT,PreWP,Location,W,L,W.Conference,L.Conference,ConferenceGame,Postseason,Year,Day.Date,GameDate,W.Proj,L.Proj,W.ConferenceProj,L.ConferenceProj,Date,GameId,TiersOfJoy
346,Abilene Christian,NA,Hillsdale FWB,"W, 101-61",79,0,NA,Home,1,0,NA,NA,FALSE,Regular,2015,Fri Nov 14,20141114,1,0,0,0,2014-11-14,2,NA
346,Abilene Christian,85,Tulsa,"L, 65-39",60,0,NA,Away,1,1,NA,NA,FALSE,Regular,2015,Wed Nov 19,20141119,1,1,0,0,2014-11-19,433,B
349,Abilene Christian,217,Duquesne,"L, 102-81",78,0,NA,Home,1,2,NA,NA,FALSE,Regular,2015,Sat Nov 22,20141122,1,2,0,0,2014-11-22,542,NA
349,Abilene Christian,NA,Jarvis Christian,"W, 91-65",78,0,NA,Home,2,2,NA,NA,FALSE,Regular,2015,Tue Nov 25,20141125,2,2,0,0,2014-11-25,716,NA
349,Abilene Christian,216,UC Riverside,"L, 76-56",64,0,NA,Away,2,3,NA,NA,FALSE,Regular,2015,Sat Nov 29,20141129,2,3,0,0,2014-11-29,945,NA
349,Abilene Christian,196,Sacramento St.,"W, 72-61",64,0,NA,Home,3,3,NA,NA,FALSE,Regular,2015,Thu Dec 4,20141204,3,3,0,0,2014-12-04,1155,NA
344,Abilene Christian,214,Houston,"L, 71-59",63,0,NA,Away,3,4,NA,NA,FALSE,Regular,2015,Sat Dec 6,20141206,3,4,0,0,2014-12-06,1227,NA
339,Abilene Christian,NA,Northern New Mexico,"W, 76-48",72,0,NA,Home,4,4,NA,NA,FALSE,Regular,2015,Sat Dec 13,20141213,4,4,0,0,2014-12-13,1453,NA
339,Abilene Christian,132,Loyola Chicago,"L, 83-44",62,0,NA,Away,4,5,NA,NA,FALSE,Regular,2015,Wed Dec 17,20141217,4,5,0,0,2014-12-17,1659,B
344,Abilene Christian,47,Boise St.,"L, 77-33",57,0,NA,Away,4,6,NA,NA,FALSE,Regular,2015,Sat Dec 20,20141220,4,6,0,0,2014-12-20,1771,A
346,Abilene Christian,331,South Carolina St.,"W, 65-59",69,0,NA,Neutral,5,6,NA,NA,FALSE,Regular,2015,Mon Dec 22,20141222,5,6,0,0,2014-12-22,1896,NA
343,Abilene Christian,324,Arkansas Pine Bluff,"W, 69-61",65,0,NA,Neutral,6,6,NA,NA,FALSE,Regular,2015,Tue Dec 23,20141223,6,6,0,0,2014-12-23,5509,NA
335,Abilene Christian,263,Grand Canyon,"L, 83-81",74,0,NA,Away,6,7,NA,NA,FALSE,Regular,2015,Sun Dec 28,20141228,6,7,0,0,2014-12-28,2057,NA
331,Abilene Christian,349,Central Arkansas,"W, 87-70",71,0,NA,Home,7,7,1,0,TRUE,Regular,2015,Sun Jan 4,20150104,7,7,1,0,2015-01-04,2297,NA
326,Abilene Christian,328,Nicholls St.,"W, 71-54",68,0,NA,Home,8,7,2,0,TRUE,Regular,2015,Sat Jan 10,20150110,8,7,2,0,2015-01-10,2632,NA
324,Abilene Christian,229,Northwestern St.,"W, 95-81",67,0,NA,Away,9,7,3,0,TRUE,Regular,2015,Tue Jan 13,20150113,9,7,3,0,2015-01-13,2829,NA
