Team.Rk,Team,Opponent.Rk,Opponent,Result,Poss,OT,PreWP,Location,W,L,W.Conference,L.Conference,ConferenceGame,Postseason,Year,Day.Date,GameDate,W.Proj,L.Proj,W.ConferenceProj,L.ConferenceProj,Date,GameId,TiersOfJoy
263,Akron,173,Ball St.,"L, 90-77",72,0,NA,Home,11,14,4,9,TRUE,Regular,2018,Tue Feb 13,20180213,11,14,4,9,2018-02-13,4537,NA
271,Akron,211,Kent St.,"L, 78-68",68,0,NA,Away,11,15,4,10,TRUE,Regular,2018,Sat Feb 17,20180217,11,15,4,10,2018-02-17,4751,NA
272,Akron,232,Bowling Green,"W, 81-79",71,0,NA,Away,12,15,5,10,TRUE,Regular,2018,Tue Feb 20,20180220,12,15,5,10,2018-02-20,4864,NA
265,Akron,194,Miami OH,"L, 64-62",72,1,NA,Home,12,16,5,11,TRUE,Regular,2018,Sat Feb 24,20180224,12,16,5,11,2018-02-24,5075,NA
267,Akron,67,Buffalo,"L, 80-68",71,0,NA,Away,12,17,5,12,TRUE,Regular,2018,Tue Feb 27,20180227,12,17,5,12,2018-02-27,5201,A
266,Akron,211,Kent St.,"W, 67-65",67,0,NA,Home,13,17,6,12,TRUE,Regular,2018,Fri Mar 2,20180302,13,17,6,12,2018-03-02,5294,NA
261,Akron,188,Western Michigan,"W, 79-78",71,0,NA,Away,14,17,NA,NA,FALSE,Mid American Conference Tournament,2018,Mon Mar 5,20180305,14,17,6,12,2018-03-05,5695,NA
257,Akron,143,Eastern Michigan,"L, 67-58",62,0,NA,Neutral,14,18,NA,NA,FALSE,Mid American Conference Tournament,2018,Thu Mar 8,20180308,14,18,6,12,2018-03-08,5782,NA
23,Alabama,161,Memphis,"W, 82-70",74,0,NA,Neutral,1,0,NA,NA,FALSE,Regular,2018,Fri Nov 10,20171110,1,0,0,0,2017-11-10,18,NA
24,Alabama,167,Lipscomb,"W, 86-64",80,0,NA,Home,2,0,NA,NA,FALSE,Regular,2018,Tue Nov 14,20171114,2,0,0,0,2017-11-14,340,NA
24,Alabama,351,Alabama A&M,"W, 104-67",72,0,NA,Home,3,0,NA,NA,FALSE,Regular,2018,Fri Nov 17,20171117,3,0,0,0,2017-11-17,496,NA
25,Alabama,128,UT Arlington,"W, 77-76",73,0,NA,Home,4,0,NA,NA,FALSE,Regular,2018,Tue Nov 21,20171121,4,0,0,0,2017-11-21,724,NA
29,Alabama,73,BYU,"W, 71-59",65,0,NA,Neutral,5,0,NA,NA,FALSE,Regular,2018,Fri Nov 24,20171124,5,0,0,0,2017-11-24,846,B
25,Alabama,117,Minnesota,"L, 89-84",74,0,NA,Neutral,5,1,NA,NA,FALSE,Regular,2018,Sat Nov 25,20171125,5,1,0,0,2017-11-25,911,NA
27,Alabama,149,Louisiana Tech,"W, 77-74",80,0,NA,Home,6,1,NA,NA,FALSE,Regular,2018,Wed Nov 29,20171129,6,1,0,0,2017-11-29,1103,NA
30,Alabama,111,UCF,"L, 65-62",69,0,NA,Home,6,2,NA,NA,FALSE,Regular,2018,Sun Dec 3,20171203,6,2,0,0,2017-12-03,1335,NA
37,Alabama,52,Rhode Island,"W, 68-64",77,0,NA,Home,7,2,NA,NA,FALSE,Regular,2018,Wed Dec 6,20171206,7,2,0,0,2017-12-06,1451,B
39,Alabama,28,Arizona,"L, 88-82",73,0,NA,Away,7,3,NA,NA,FALSE,Regular,2018,Sat Dec 9,20171209,7,3,0,0,2017-12-09,1574,A
39,Alabama,154,Mercer,"W, 80-79",72,0,NA,Neutral,8,3,NA,NA,FALSE,Regular,2018,Tue Dec 19,20171219,8,3,0,0,2017-12-19,1979,NA
42,Alabama,36,Texas,"L, 66-50",66,0,NA,Semi-Home,8,4,NA,NA,FALSE,Regular,2018,Fri Dec 22,20171222,8,4,0,0,2017-12-22,2147,B
49,Alabama,29,Texas A&M,"W, 79-57",71,0,NA,Home,9,4,1,0,TRUE,Regular,2018,Sat Dec 30,20171230,9,4,1,0,2017-12-30,2366,B
44,Alabama,91,Vanderbilt,"L, 76-75",69,0,NA,Away,9,5,1,1,TRUE,Regular,2018,Tue Jan 2,20180102,9,5,1,1,2018-01-02,2534,B
46,Alabama,65,Georgia,"L, 65-46",68,0,NA,Away,9,6,1,2,TRUE,Regular,2018,Sat Jan 6,20180106,9,6,1,2,2018-01-06,2680,A
53,Alabama,80,South Carolina,"W, 76-62",66,0,NA,Home,10,6,2,2,TRUE,Regular,2018,Tue Jan 9,20180109,10,6,2,2,2018-01-09,2850,NA
54,Alabama,66,LSU,"W, 74-66",72,0,NA,Away,11,6,3,2,TRUE,Regular,2018,Sat Jan 13,20180113,11,6,3,2,2018-01-13,3073,A
51,Alabama,23,Auburn,"W, 76-71",74,0,NA,Home,12,6,4,2,TRUE,Regular,2018,Wed Jan 17,20180117,12,6,4,2,2018-01-17,3229,A
50,Alabama,54,Mississippi St.,"W, 68-62",67,0,NA,Home,13,6,5,2,TRUE,Regular,2018,Sat Jan 20,20180120,13,6,5,2,2018-01-20,3405,B
54,Alabama,108,Mississippi,"L, 78-66",64,0,NA,Away,13,7,5,3,TRUE,Regular,2018,Tue Jan 23,20180123,13,7,5,3,2018-01-23,3545,B
58,Alabama,48,Oklahoma,"W, 80-73",73,0,NA,Home,14,7,NA,NA,FALSE,Regular,2018,Sat Jan 27,20180127,14,7,5,3,2018-01-27,3686,B
55,Alabama,40,Missouri,"L, 69-60",67,0,NA,Home,14,8,5,4,TRUE,Regular,2018,Wed Jan 31,20180131,14,8,5,4,2018-01-31,3906,B
60,Alabama,22,Florida,"W, 68-50",65,0,NA,Away,15,8,6,4,TRUE,Regular,2018,Sat Feb 3,20180203,15,8,6,4,2018-02-03,4027,A
49,Alabama,54,Mississippi St.,"L, 67-63",66,0,NA,Away,15,9,6,5,TRUE,Regular,2018,Tue Feb 6,20180206,15,9,6,5,2018-02-06,4206,A
53,Alabama,13,Tennessee,"W, 78-50",68,0,NA,Home,16,9,7,5,TRUE,Regular,2018,Sat Feb 10,20180210,16,9,7,5,2018-02-10,4381,A
43,Alabama,66,LSU,"W, 80-65",70,0,NA,Home,17,9,8,5,TRUE,Regular,2018,Tue Feb 13,20180213,17,9,8,5,2018-02-13,4535,B
41,Alabama,17,Kentucky,"L, 81-71",70,0,NA,Away,17,10,8,6,TRUE,Regular,2018,Sat Feb 17,20180217,17,10,8,6,2018-02-17,4752,A
42,Alabama,23,Auburn,"L, 90-71",74,0,NA,Away,17,11,8,7,TRUE,Regular,2018,Wed Feb 21,20180221,17,11,8,7,2018-02-21,4899,A
43,Alabama,44,Arkansas,"L, 76-73",70,0,NA,Home,17,12,8,8,TRUE,Regular,2018,Sat Feb 24,20180224,17,12,8,8,2018-02-24,5049,B
47,Alabama,22,Florida,"L, 73-52",65,0,NA,Home,17,13,8,9,TRUE,Regular,2018,Tue Feb 27,20180227,17,13,8,9,2018-02-27,5199,A
55,Alabama,29,Texas A&M,"L, 68-66",69,0,NA,Away,17,14,8,10,TRUE,Regular,2018,Sat Mar 3,20180303,17,14,8,10,2018-03-03,5368,A
53,Alabama,29,Texas A&M,"W, 71-70",71,0,NA,Neutral,18,14,NA,NA,FALSE,Southeastern Conference Tournament,2018,Thu Mar 8,20180308,18,14,8,10,2018-03-08,5711,A
51,Alabama,23,Auburn,"W, 81-63",73,0,NA,Neutral,19,14,NA,NA,FALSE,Southeastern Conference Tournament,2018,Fri Mar 9,20180309,19,14,8,10,2018-03-09,5832,A
44,Alabama,17,Kentucky,"L, 86-63",64,0,NA,Neutral,19,15,NA,NA,FALSE,Southeastern Conference Tournament,2018,Sat Mar 10,20180310,19,15,8,10,2018-03-10,5869,A
51,Alabama,33,Virginia Tech,"W, 86-83",69,0,NA,Neutral,20,15,NA,NA,FALSE,NCAA Tournament - 9 seed,2018,Thu Mar 15,20180315,20,15,8,10,2018-03-15,5892,A
51,Alabama,1,Villanova,"L, 81-58",66,0,NA,Neutral,20,16,NA,NA,FALSE,NCAA Tournament - 9 seed,2018,Sat Mar 17,20180317,20,16,8,10,2018-03-17,6013,A
350,Alabama A&M,193,Ohio,"L, 61-53",80,0,NA,Away,0,1,NA,NA,FALSE,Regular,2018,Sat Nov 11,20171111,0,1,0,0,2017-11-11,167,NA
350,Alabama A&M,298,Samford,"L, 87-68",78,0,NA,Away,0,2,NA,NA,FALSE,Regular,2018,Mon Nov 13,20171113,0,2,0,0,2017-11-13,307,NA
350,Alabama A&M,57,Alabama,"L, 104-67",72,0,NA,Away,0,3,NA,NA,FALSE,Regular,2018,Fri Nov 17,20171117,0,3,0,0,2017-11-17,496,A
350,Alabama A&M,117,Minnesota,"L, 100-57",72,0,NA,Away,0,4,NA,NA,FALSE,Regular,2018,Tue Nov 21,20171121,0,4,0,0,2017-11-21,720,B
350,Alabama A&M,205,Niagara,"L, 96-74",76,0,NA,Away,0,5,NA,NA,FALSE,Regular,2018,Fri Nov 24,20171124,0,5,0,0,2017-11-24,853,NA
350,Alabama A&M,302,Western Carolina,"L, 82-72",66,0,NA,Neutral,0,6,NA,NA,FALSE,Regular,2018,Sat Nov 25,20171125,0,6,0,0,2017-11-25,5541,NA
350,Alabama A&M,101,Georgia St.,"L, 63-53",69,0,NA,Home,0,7,NA,NA,FALSE,Regular,2018,Wed Nov 29,20171129,0,7,0,0,2017-11-29,1110,NA
348,Alabama A&M,189,Austin Peay,"L, 67-47",71,0,NA,Away,0,8,NA,NA,FALSE,Regular,2018,Sat Dec 2,20171202,0,8,0,0,2017-12-02,1242,NA
348,Alabama A&M,99,DePaul,"L, 83-59",67,0,NA,Away,0,9,NA,NA,FALSE,Regular,2018,Mon Dec 11,20171211,0,9,0,0,2017-12-11,1691,B
349,Alabama A&M,206,Southern Miss,"L, 69-54",57,0,NA,Home,0,10,NA,NA,FALSE,Regular,2018,Wed Dec 13,20171213,0,10,0,0,2017-12-13,1737,NA
349,Alabama A&M,109,UAB,"L, 90-58",68,0,NA,Away,0,11,NA,NA,FALSE,Regular,2018,Sat Dec 16,20171216,0,11,0,0,2017-12-16,1868,B
349,Alabama A&M,7,Michigan,"L, 97-47",75,0,NA,Away,0,12,NA,NA,FALSE,Regular,2018,Thu Dec 21,20171221,0,12,0,0,2017-12-21,2094,A
350,Alabama A&M,94,Georgetown,"L, 89-49",67,0,NA,Away,0,13,NA,NA,FALSE,Regular,2018,Sat Dec 23,20171223,0,13,0,0,2017-12-23,2198,B
350,Alabama A&M,295,Grambling St.,"W, 71-64",78,0,NA,Away,1,13,1,0,TRUE,Regular,2018,Mon Jan 1,20180101,1,13,1,0,2018-01-01,2490,NA
348,Alabama A&M,337,Jackson St.,"L, 59-56",57,0,NA,Away,1,14,1,1,TRUE,Regular,2018,Wed Jan 3,20180103,1,14,1,1,2018-01-03,2566,NA
348,Alabama A&M,329,Arkansas Pine Bluff,"L, 69-62",68,0,NA,Home,1,15,1,2,TRUE,Regular,2018,Sat Jan 6,20180106,1,15,1,2,2018-01-06,2725,NA
348,Alabama A&M,348,Mississippi Valley St.,"W, 65-55",62,0,NA,Home,2,15,2,2,TRUE,Regular,2018,Mon Jan 8,20180108,2,15,2,2,2018-01-08,2841,NA
348,Alabama A&M,339,Alabama St.,"L, 70-67",58,0,NA,Away,2,16,2,3,TRUE,Regular,2018,Sat Jan 13,20180113,2,16,2,3,2018-01-13,3040,NA
347,Alabama A&M,336,Alcorn St.,"L, 68-52",69,0,NA,Away,2,17,2,4,TRUE,Regular,2018,Sat Jan 20,20180120,2,17,2,4,2018-01-20,3398,NA
347,Alabama A&M,326,Southern,"L, 62-61",63,0,NA,Away,2,18,2,5,TRUE,Regular,2018,Mon Jan 22,20180122,2,18,2,5,2018-01-22,3530,NA
346,Alabama A&M,243,Texas Southern,"L, 58-56",69,0,NA,Home,2,19,2,6,TRUE,Regular,2018,Sat Jan 27,20180127,2,19,2,6,2018-01-27,3729,NA
345,Alabama A&M,269,Prairie View A&M,"L, 88-67",72,0,NA,Home,2,20,2,7,TRUE,Regular,2018,Mon Jan 29,20180129,2,20,2,7,2018-01-29,3846,NA
