Team,Opponent.Rk,Opponent,Result,Poss,OT,PreWP,Location,W,L,W.Conference,L.Conference,ConferenceGame,Postseason,Year,Day.Date,GameDate,W.Proj,L.Proj,W.ConferenceProj,L.ConferenceProj,Date,GameId,TiersOfJoy
Air Force,92,San Diego St.,"L, 63-48",50,0,NA,Home,9,5,0,1,TRUE,Regular,2003,Sat Jan 11,20030111,9,5,0,1,NA,NA,NA
Air Force,104,Colorado St.,"L, 51-49",50,0,NA,Away,9,6,0,2,TRUE,Regular,2003,Sat Jan 18,20030118,9,6,0,2,NA,NA,B
Air Force,96,Wyoming,"L, 46-44",50,0,NA,Away,9,7,0,3,TRUE,Regular,2003,Mon Jan 20,20030120,9,7,0,3,NA,NA,B
Air Force,71,UNLV,"W, 75-71",66,0,NA,Home,10,7,1,3,TRUE,Regular,2003,Sat Jan 25,20030125,10,7,1,3,NA,NA,B
Air Force,44,Utah,"L, 45-35",51,0,NA,Away,10,8,1,4,TRUE,Regular,2003,Sat Feb 1,20030201,10,8,1,4,NA,NA,A
Air Force,24,BYU,"L, 65-33",59,0,NA,Away,10,9,1,5,TRUE,Regular,2003,Mon Feb 3,20030203,10,9,1,5,NA,NA,A
Air Force,187,New Mexico,"L, 73-59",53,0,NA,Away,10,10,1,6,TRUE,Regular,2003,Sat Feb 8,20030208,10,10,1,6,NA,NA,NA
Air Force,104,Colorado St.,"W, 80-75",61,0,NA,Home,11,10,2,6,TRUE,Regular,2003,Sat Feb 15,20030215,11,10,2,6,NA,NA,NA
Air Force,96,Wyoming,"L, 64-57",51,0,NA,Home,11,11,2,7,TRUE,Regular,2003,Mon Feb 17,20030217,11,11,2,7,NA,NA,NA
Air Force,92,San Diego St.,"L, 67-53",56,0,NA,Away,11,12,2,8,TRUE,Regular,2003,Sat Feb 22,20030222,11,12,2,8,NA,NA,B
Air Force,71,UNLV,"L, 74-70",58,0,NA,Away,11,13,2,9,TRUE,Regular,2003,Mon Feb 24,20030224,11,13,2,9,NA,NA,A
Air Force,24,BYU,"L, 56-43",55,0,NA,Home,11,14,2,10,TRUE,Regular,2003,Sat Mar 1,20030301,11,14,2,10,NA,NA,A
Air Force,44,Utah,"L, 57-52",51,0,NA,Home,11,15,2,11,TRUE,Regular,2003,Mon Mar 3,20030303,11,15,2,11,NA,NA,B
Air Force,187,New Mexico,"W, 68-60",60,0,NA,Home,12,15,3,11,TRUE,Regular,2003,Sat Mar 8,20030308,12,15,3,11,NA,NA,NA
Air Force,44,Utah,"L, 42-38",47,0,NA,Neutral,12,16,NA,NA,FALSE,Mountain West Conference Tournament,2003,Thu Mar 13,20030313,12,16,3,11,NA,NA,A
Akron,216,Wright St.,"L, 78-75",69,0,NA,Away,0,1,NA,NA,FALSE,Regular,2003,Sat Nov 23,20021123,0,1,0,0,NA,NA,NA
Akron,NA,Capital,"W, 74-45",64,0,NA,Home,1,1,NA,NA,FALSE,Regular,2003,Wed Nov 27,20021127,1,1,0,0,NA,NA,NA
Akron,185,Oakland,"W, 88-84",74,0,NA,Away,2,1,NA,NA,FALSE,Regular,2003,Sat Nov 30,20021130,2,1,0,0,NA,NA,NA
Akron,240,Cleveland St.,"L, 68-65",66,0,NA,Home,2,2,NA,NA,FALSE,Regular,2003,Wed Dec 4,20021204,2,2,0,0,NA,NA,NA
Akron,217,James Madison,"L, 84-82",71,0,NA,Away,2,3,NA,NA,FALSE,Regular,2003,Sat Dec 7,20021207,2,3,0,0,NA,NA,NA
Akron,159,Iona,"W, 85-78",73,0,NA,Home,3,3,NA,NA,FALSE,Regular,2003,Wed Dec 11,20021211,3,3,0,0,NA,NA,NA
Akron,177,Niagara,"L, 77-71",66,0,NA,Away,3,4,NA,NA,FALSE,Regular,2003,Sat Dec 14,20021214,3,4,0,0,NA,NA,NA
Akron,313,Radford,"W, 97-64",84,0,NA,Home,4,4,NA,NA,FALSE,Regular,2003,Sat Dec 21,20021221,4,4,0,0,NA,NA,NA
Akron,241,Hampton,"W, 84-79",80,0,NA,Home,5,4,NA,NA,FALSE,Regular,2003,Sat Dec 28,20021228,5,4,0,0,NA,NA,NA
Akron,169,Ball St.,"W, 105-104",79,1,NA,Home,6,4,1,0,TRUE,Regular,2003,Sat Jan 4,20030104,6,4,1,0,NA,NA,NA
Akron,168,Ohio,"L, 112-104",103,4,NA,Away,6,5,1,1,TRUE,Regular,2003,Wed Jan 8,20030108,6,5,1,1,NA,NA,NA
Akron,259,Buffalo,"W, 89-71",71,0,NA,Home,7,5,2,1,TRUE,Regular,2003,Sat Jan 11,20030111,7,5,2,1,NA,NA,NA
Akron,184,Bowling Green,"L, 74-60",61,0,NA,Away,7,6,2,2,TRUE,Regular,2003,Sat Jan 18,20030118,7,6,2,2,NA,NA,NA
Akron,139,Miami OH,"L, 74-59",60,0,NA,Away,7,7,2,3,TRUE,Regular,2003,Mon Jan 20,20030120,7,7,2,3,NA,NA,NA
Akron,94,Kent St.,"L, 79-72",64,0,NA,Home,7,8,2,4,TRUE,Regular,2003,Thu Jan 23,20030123,7,8,2,4,NA,NA,NA
Akron,86,Western Michigan,"L, 68-52",65,0,NA,Away,7,9,2,5,TRUE,Regular,2003,Sat Jan 25,20030125,7,9,2,5,NA,NA,B
Akron,137,Northern Illinois,"W, 101-100",83,2,NA,Away,8,9,3,5,TRUE,Regular,2003,Wed Jan 29,20030129,8,9,3,5,NA,NA,NA
Akron,203,Eastern Michigan,"W, 96-80",75,0,NA,Home,9,9,4,5,TRUE,Regular,2003,Sat Feb 1,20030201,9,9,4,5,NA,NA,NA
Akron,132,Toledo,"W, 78-67",69,0,NA,Home,10,9,5,5,TRUE,Regular,2003,Wed Feb 5,20030205,10,9,5,5,NA,NA,NA
Akron,70,Central Michigan,"L, 99-92",80,0,NA,Home,10,10,5,6,TRUE,Regular,2003,Sat Feb 8,20030208,10,10,5,6,NA,NA,B
Akron,174,Marshall,"L, 74-58",65,0,NA,Away,10,11,5,7,TRUE,Regular,2003,Wed Feb 12,20030212,10,11,5,7,NA,NA,NA
Akron,139,Miami OH,"L, 55-53",57,0,NA,Home,10,12,5,8,TRUE,Regular,2003,Thu Feb 20,20030220,10,12,5,8,NA,NA,NA
Akron,168,Ohio,"W, 84-82",67,1,NA,Home,11,12,6,8,TRUE,Regular,2003,Sun Feb 23,20030223,11,12,6,8,NA,NA,NA
Akron,70,Central Michigan,"W, 70-69",68,0,NA,Away,12,12,7,8,TRUE,Regular,2003,Tue Feb 25,20030225,12,12,7,8,NA,NA,A
Akron,94,Kent St.,"W, 85-70",63,0,NA,Away,13,12,8,8,TRUE,Regular,2003,Sat Mar 1,20030301,13,12,8,8,NA,NA,B
Akron,174,Marshall,"W, 79-71",70,0,NA,Home,14,12,9,8,TRUE,Regular,2003,Wed Mar 5,20030305,14,12,9,8,NA,NA,NA
Akron,259,Buffalo,"L, 70-66",67,0,NA,Away,14,13,9,9,TRUE,Regular,2003,Sat Mar 8,20030308,14,13,9,9,NA,NA,NA
Akron,168,Ohio,"L, 79-77",65,0,NA,Home,14,14,NA,NA,FALSE,Mid American Conference Tournament,2003,Mon Mar 10,20030310,14,14,9,9,NA,NA,NA
Alabama,9,Oklahoma,"W, 68-62",74,0,NA,Neutral,1,0,NA,NA,FALSE,Regular,2003,Thu Nov 14,20021114,1,0,0,0,NA,NA,A
Alabama,257,Alabama St.,"W, 82-56",65,0,NA,Home,2,0,NA,NA,FALSE,Regular,2003,Fri Nov 22,20021122,2,0,0,0,NA,NA,NA
Alabama,126,Middle Tennessee St.,"W, 80-65",75,0,NA,Home,3,0,NA,NA,FALSE,Regular,2003,Mon Nov 25,20021125,3,0,0,0,NA,NA,NA
Alabama,75,Ohio St.,"W, 54-48",64,0,NA,Neutral,4,0,NA,NA,FALSE,Regular,2003,Fri Nov 29,20021129,4,0,0,0,NA,NA,B
Alabama,248,UNC Greensboro,"W, 89-61",70,0,NA,Home,5,0,NA,NA,FALSE,Regular,2003,Tue Dec 3,20021203,5,0,0,0,NA,NA,NA
Alabama,84,St. Bonaventure,"W, 77-68",79,0,NA,Home,6,0,NA,NA,FALSE,Regular,2003,Sat Dec 7,20021207,6,0,0,0,NA,NA,NA
Alabama,184,Bowling Green,"W, 72-63",66,0,NA,Semi-Home,7,0,NA,NA,FALSE,Regular,2003,Sat Dec 14,20021214,7,0,0,0,NA,NA,NA
Alabama,45,Providence,"W, 69-61",72,0,NA,Home,8,0,NA,NA,FALSE,Regular,2003,Sat Dec 21,20021221,8,0,0,0,NA,NA,B
Alabama,151,Morehead St.,"W, 82-64",67,0,NA,Home,9,0,NA,NA,FALSE,Regular,2003,Mon Dec 23,20021223,9,0,0,0,NA,NA,NA
Alabama,44,Utah,"L, 51-49",57,0,NA,Away,9,1,NA,NA,FALSE,Regular,2003,Mon Dec 30,20021230,9,1,0,0,NA,NA,A
Alabama,20,Xavier,"W, 65-58",67,0,NA,Home,10,1,NA,NA,FALSE,Regular,2003,Sat Jan 4,20030104,10,1,0,0,NA,NA,A
Alabama,134,Arkansas,"W, 61-51",64,0,NA,Home,11,1,1,0,TRUE,Regular,2003,Wed Jan 8,20030108,11,1,1,0,NA,NA,NA
Alabama,90,Vanderbilt,"L, 70-69",64,0,NA,Away,11,2,1,1,TRUE,Regular,2003,Sat Jan 11,20030111,11,2,1,1,NA,NA,B
Alabama,14,Mississippi St.,"W, 68-62",65,1,NA,Home,12,2,2,1,TRUE,Regular,2003,Wed Jan 15,20030115,12,2,2,1,NA,NA,A
Alabama,46,Auburn,"L, 77-68",68,0,NA,Away,12,3,2,2,TRUE,Regular,2003,Sat Jan 18,20030118,12,3,2,2,NA,NA,A
Alabama,59,Mississippi,"L, 76-57",62,0,NA,Away,12,4,2,3,TRUE,Regular,2003,Tue Jan 21,20030121,12,4,2,3,NA,NA,A
Alabama,1,Kentucky,"L, 63-46",56,0,NA,Home,12,5,2,4,TRUE,Regular,2003,Sat Jan 25,20030125,12,5,2,4,NA,NA,A
Alabama,23,LSU,"W, 75-66",72,0,NA,Home,13,5,3,4,TRUE,Regular,2003,Sat Feb 1,20030201,13,5,3,4,NA,NA,A
Alabama,134,Arkansas,"L, 81-70",69,0,NA,Away,13,6,3,5,TRUE,Regular,2003,Wed Feb 5,20030205,13,6,3,5,NA,NA,B
Alabama,11,Florida,"L, 75-56",62,0,NA,Away,13,7,3,6,TRUE,Regular,2003,Sat Feb 8,20030208,13,7,3,6,NA,NA,A
Alabama,46,Auburn,"W, 84-68",67,0,NA,Home,14,7,4,6,TRUE,Regular,2003,Sat Feb 15,20030215,14,7,4,6,NA,NA,B
Alabama,16,Georgia,"L, 74-69",69,0,NA,Home,14,8,4,7,TRUE,Regular,2003,Tue Feb 18,20030218,14,8,4,7,NA,NA,A
Alabama,58,Tennessee,"W, 76-71",64,0,NA,Away,15,8,5,7,TRUE,Regular,2003,Sat Feb 22,20030222,15,8,5,7,NA,NA,A
Alabama,14,Mississippi St.,"L, 59-55",61,0,NA,Away,15,9,5,8,TRUE,Regular,2003,Wed Feb 26,20030226,15,9,5,8,NA,NA,A
Alabama,59,Mississippi,"W, 86-63",65,0,NA,Home,16,9,6,8,TRUE,Regular,2003,Sun Mar 2,20030302,16,9,6,8,NA,NA,B
Alabama,81,South Carolina,"W, 82-59",70,0,NA,Home,17,9,7,8,TRUE,Regular,2003,Wed Mar 5,20030305,17,9,7,8,NA,NA,NA
Alabama,23,LSU,"L, 66-62",66,0,NA,Away,17,10,7,9,TRUE,Regular,2003,Sat Mar 8,20030308,17,10,7,9,NA,NA,A
Alabama,90,Vanderbilt,"L, 82-69",64,0,NA,Neutral,17,11,NA,NA,FALSE,Southeastern Conference Tournament,2003,Thu Mar 13,20030313,17,11,7,9,NA,NA,B
Alabama,41,Indiana,"L, 67-62",58,0,NA,Neutral,17,12,NA,NA,FALSE,NCAA Tournament - 10 seed,2003,Fri Mar 21,20030321,17,12,7,9,NA,NA,A
Alabama A&M,NA,Tuskegee,"W, 96-79",NA,0,NA,Home,1,0,NA,NA,FALSE,Regular,2003,Fri Nov 22,20021122,1,0,0,0,NA,NA,NA
Alabama A&M,90,Vanderbilt,"L, 68-40",80,0,NA,Away,1,1,NA,NA,FALSE,Regular,2003,Sun Nov 24,20021124,1,1,0,0,NA,NA,B
Alabama A&M,14,Mississippi St.,"L, 100-58",74,0,NA,Away,1,2,NA,NA,FALSE,Regular,2003,Mon Dec 2,20021202,1,2,0,0,NA,NA,A
Alabama A&M,244,South Carolina St.,"L, 88-75",76,0,NA,Home,1,3,NA,NA,FALSE,Regular,2003,Sat Dec 7,20021207,1,3,0,0,NA,NA,NA
Alabama A&M,324,Savannah St.,"W, 97-78",81,0,NA,Home,2,3,NA,NA,FALSE,Regular,2003,Mon Dec 9,20021209,2,3,0,0,NA,NA,NA
Alabama A&M,325,Morris Brown,"W, 65-58",76,0,NA,Away,3,3,NA,NA,FALSE,Regular,2003,Sat Dec 14,20021214,3,3,0,0,NA,NA,NA
Alabama A&M,270,Florida A&M,"L, 91-89",93,2,NA,Away,3,4,NA,NA,FALSE,Regular,2003,Mon Dec 16,20021216,3,4,0,0,NA,NA,NA
Alabama A&M,73,UAB,"L, 91-69",76,0,NA,Away,3,5,NA,NA,FALSE,Regular,2003,Sat Dec 21,20021221,3,5,0,0,NA,NA,B
Alabama A&M,298,Grambling St.,"W, 74-70",79,0,NA,Home,4,5,1,0,TRUE,Regular,2003,Sat Jan 4,20030104,4,5,1,0,NA,NA,NA
Alabama A&M,267,Jackson St.,"L, 82-68",77,0,NA,Home,4,6,1,1,TRUE,Regular,2003,Mon Jan 6,20030106,4,6,1,1,NA,NA,NA
Alabama A&M,236,Mississippi Valley St.,"L, 91-81",NA,0,NA,Away,4,7,1,2,TRUE,Regular,2003,Sat Jan 11,20030111,4,7,1,2,NA,NA,NA
Alabama A&M,322,Arkansas Pine Bluff,"W, 66-65",78,0,NA,Away,5,7,2,2,TRUE,Regular,2003,Mon Jan 13,20030113,5,7,2,2,NA,NA,NA
Alabama A&M,257,Alabama St.,"L, 53-52",66,0,NA,Home,5,8,2,3,TRUE,Regular,2003,Sat Jan 18,20030118,5,8,2,3,NA,NA,NA
Alabama A&M,278,Alcorn St.,"L, 66-65",72,0,NA,Home,5,9,2,4,TRUE,Regular,2003,Sat Jan 25,20030125,5,9,2,4,NA,NA,NA
Alabama A&M,312,Southern,"L, 66-60",71,0,NA,Home,5,10,2,5,TRUE,Regular,2003,Mon Jan 27,20030127,5,10,2,5,NA,NA,NA
Alabama A&M,260,Texas Southern,"L, 72-67",81,1,NA,Away,5,11,2,6,TRUE,Regular,2003,Sat Feb 1,20030201,5,11,2,6,NA,NA,NA
Alabama A&M,249,Prairie View A&M,"L, 79-67",73,0,NA,Away,5,12,2,7,TRUE,Regular,2003,Mon Feb 3,20030203,5,12,2,7,NA,NA,NA
Alabama A&M,236,Mississippi Valley St.,"L, 103-72",78,0,NA,Home,5,13,2,8,TRUE,Regular,2003,Sat Feb 8,20030208,5,13,2,8,NA,NA,NA
Alabama A&M,322,Arkansas Pine Bluff,"W, 72-54",76,0,NA,Home,6,13,3,8,TRUE,Regular,2003,Mon Feb 10,20030210,6,13,3,8,NA,NA,NA
Alabama A&M,257,Alabama St.,"L, 85-74",80,0,NA,Away,6,14,3,9,TRUE,Regular,2003,Sat Feb 15,20030215,6,14,3,9,NA,NA,NA
Alabama A&M,325,Morris Brown,"W, 92-58",79,0,NA,Home,7,14,NA,NA,FALSE,Regular,2003,Wed Feb 19,20030219,7,14,3,9,NA,NA,NA
Alabama A&M,278,Alcorn St.,"L, 79-71",72,0,NA,Away,7,15,3,10,TRUE,Regular,2003,Sat Feb 22,20030222,7,15,3,10,NA,NA,NA
Alabama A&M,312,Southern,"L, 94-93",90,1,NA,Away,7,16,3,11,TRUE,Regular,2003,Mon Feb 24,20030224,7,16,3,11,NA,NA,NA
Alabama A&M,260,Texas Southern,"W, 90-82",74,0,NA,Home,8,16,4,11,TRUE,Regular,2003,Sat Mar 1,20030301,8,16,4,11,NA,NA,NA
Alabama A&M,249,Prairie View A&M,"L, 76-75",79,0,NA,Home,8,17,4,12,TRUE,Regular,2003,Mon Mar 3,20030303,8,17,4,12,NA,NA,NA
Alabama A&M,298,Grambling St.,"L, 63-62",69,0,NA,Away,8,18,4,13,TRUE,Regular,2003,Thu Mar 6,20030306,8,18,4,13,NA,NA,NA
Alabama A&M,267,Jackson St.,"L, 81-72",81,0,NA,Away,8,19,4,14,TRUE,Regular,2003,Sat Mar 8,20030308,8,19,4,14,NA,NA,NA
Alabama St.,233,Furman,"L, 74-73",65,0,NA,Neutral,0,1,NA,NA,FALSE,Regular,2003,Sun Nov 17,20021117,0,1,0,0,NA,NA,NA
Alabama St.,192,UT Arlington,"L, 59-47",60,0,NA,Neutral,0,2,NA,NA,FALSE,Regular,2003,Mon Nov 18,20021118,0,2,0,0,NA,NA,NA
Alabama St.,38,Alabama,"L, 82-56",65,0,NA,Away,0,3,NA,NA,FALSE,Regular,2003,Fri Nov 22,20021122,0,3,0,0,NA,NA,A
Alabama St.,59,Mississippi,"L, 74-58",70,0,NA,Away,0,4,NA,NA,FALSE,Regular,2003,Wed Nov 27,20021127,0,4,0,0,NA,NA,A
Alabama St.,270,Florida A&M,"L, 68-67",70,0,NA,Away,0,5,NA,NA,FALSE,Regular,2003,Sat Nov 30,20021130,0,5,0,0,NA,NA,NA
Alabama St.,224,Georgia St.,"W, 82-77",78,1,NA,Away,1,5,NA,NA,FALSE,Regular,2003,Thu Dec 5,20021205,1,5,0,0,NA,NA,NA
Alabama St.,99,Troy St.,"L, 80-71",68,0,NA,Home,1,6,NA,NA,FALSE,Regular,2003,Sat Dec 7,20021207,1,6,0,0,NA,NA,NA
Alabama St.,NA,Montevallo,"W, 79-61",67,0,NA,Home,2,6,NA,NA,FALSE,Regular,2003,Sat Dec 14,20021214,2,6,0,0,NA,NA,NA
Alabama St.,228,Birmingham Southern,"W, 58-53",55,0,NA,Home,3,6,NA,NA,FALSE,Regular,2003,Sat Dec 21,20021221,3,6,0,0,NA,NA,NA
Alabama St.,99,Troy St.,"L, 81-61",69,0,NA,Away,3,7,NA,NA,FALSE,Regular,2003,Mon Dec 30,20021230,3,7,0,0,NA,NA,B
Alabama St.,267,Jackson St.,"W, 70-58",73,0,NA,Home,4,7,1,0,TRUE,Regular,2003,Sat Jan 4,20030104,4,7,1,0,NA,NA,NA
Alabama St.,298,Grambling St.,"W, 79-70",80,0,NA,Home,5,7,2,0,TRUE,Regular,2003,Mon Jan 6,20030106,5,7,2,0,NA,NA,NA
Alabama St.,322,Arkansas Pine Bluff,"W, 43-33",66,0,NA,Away,6,7,3,0,TRUE,Regular,2003,Sat Jan 11,20030111,6,7,3,0,NA,NA,NA
Alabama St.,236,Mississippi Valley St.,"W, 73-67",66,0,NA,Away,7,7,4,0,TRUE,Regular,2003,Mon Jan 13,20030113,7,7,4,0,NA,NA,NA
Alabama St.,309,Alabama A&M,"W, 53-52",66,0,NA,Away,8,7,5,0,TRUE,Regular,2003,Sat Jan 18,20030118,8,7,5,0,NA,NA,NA
Alabama St.,312,Southern,"W, 78-60",73,0,NA,Home,9,7,6,0,TRUE,Regular,2003,Sat Jan 25,20030125,9,7,6,0,NA,NA,NA
Alabama St.,278,Alcorn St.,"W, 75-49",66,0,NA,Home,10,7,7,0,TRUE,Regular,2003,Mon Jan 27,20030127,10,7,7,0,NA,NA,NA
Alabama St.,249,Prairie View A&M,"L, 63-57",64,0,NA,Away,10,8,7,1,TRUE,Regular,2003,Sat Feb 1,20030201,10,8,7,1,NA,NA,NA
Alabama St.,260,Texas Southern,"L, 58-52",69,0,NA,Away,10,9,7,2,TRUE,Regular,2003,Mon Feb 3,20030203,10,9,7,2,NA,NA,NA
Alabama St.,322,Arkansas Pine Bluff,"W, 57-33",67,0,NA,Home,11,9,8,2,TRUE,Regular,2003,Sat Feb 8,20030208,11,9,8,2,NA,NA,NA
Alabama St.,236,Mississippi Valley St.,"L, 79-78",68,0,NA,Home,11,10,8,3,TRUE,Regular,2003,Mon Feb 10,20030210,11,10,8,3,NA,NA,NA
Alabama St.,309,Alabama A&M,"W, 85-74",80,0,NA,Home,12,10,9,3,TRUE,Regular,2003,Sat Feb 15,20030215,12,10,9,3,NA,NA,NA
Alabama St.,312,Southern,"L, 57-54",67,0,NA,Away,12,11,9,4,TRUE,Regular,2003,Sat Feb 22,20030222,12,11,9,4,NA,NA,NA
Alabama St.,278,Alcorn St.,"L, 69-50",68,0,NA,Away,12,12,9,5,TRUE,Regular,2003,Mon Feb 24,20030224,12,12,9,5,NA,NA,NA
Alabama St.,249,Prairie View A&M,"L, 60-54",64,0,NA,Home,12,13,9,6,TRUE,Regular,2003,Sat Mar 1,20030301,12,13,9,6,NA,NA,NA
Alabama St.,260,Texas Southern,"W, 68-64",65,0,NA,Home,13,13,10,6,TRUE,Regular,2003,Mon Mar 3,20030303,13,13,10,6,NA,NA,NA
Alabama St.,267,Jackson St.,"L, 70-60",67,0,NA,Away,13,14,10,7,TRUE,Regular,2003,Thu Mar 6,20030306,13,14,10,7,NA,NA,NA
Alabama St.,298,Grambling St.,"W, 67-63",67,0,NA,Away,14,14,11,7,TRUE,Regular,2003,Sat Mar 8,20030308,14,14,11,7,NA,NA,NA
Alabama St.,278,Alcorn St.,"L, 58-55",61,0,NA,Home,14,15,NA,NA,FALSE,Southwestern Athletic Conference Tournament,2003,Tue Mar 11,20030311,14,15,11,7,NA,NA,NA
Albany,122,Siena,"L, 79-75",75,0,NA,Away,0,1,NA,NA,FALSE,Regular,2003,Fri Nov 22,20021122,0,1,0,0,NA,NA,B
Albany,220,Bucknell,"L, 56-53",62,0,NA,Home,0,2,NA,NA,FALSE,Regular,2003,Tue Nov 26,20021126,0,2,0,0,NA,NA,NA
Albany,18,Notre Dame,"L, 90-55",75,0,NA,Away,0,3,NA,NA,FALSE,Regular,2003,Sat Nov 30,20021130,0,3,0,0,NA,NA,A
Albany,323,Army,"W, 47-43",55,0,NA,Away,1,3,NA,NA,FALSE,Regular,2003,Mon Dec 9,20021209,1,3,0,0,NA,NA,NA
Albany,286,LIU Brooklyn,"L, 78-62",66,0,NA,Home,1,4,NA,NA,FALSE,Regular,2003,Wed Dec 11,20021211,1,4,0,0,NA,NA,NA
Albany,285,Robert Morris,"W, 69-67",66,0,NA,Home,2,4,NA,NA,FALSE,Regular,2003,Sat Dec 21,20021221,2,4,0,0,NA,NA,NA
Albany,229,Quinnipiac,"L, 78-65",74,0,NA,Home,2,5,NA,NA,FALSE,Regular,2003,Mon Dec 23,20021223,2,5,0,0,NA,NA,NA
Albany,8,Syracuse,"L, 109-79",74,0,NA,Away,2,6,NA,NA,FALSE,Regular,2003,Sat Dec 28,20021228,2,6,0,0,NA,NA,A
Albany,247,Lafayette,"L, 83-75",71,0,NA,Away,2,7,NA,NA,FALSE,Regular,2003,Mon Dec 30,20021230,2,7,0,0,NA,NA,NA
Albany,235,Colgate,"W, 61-54",69,0,NA,Home,3,7,NA,NA,FALSE,Regular,2003,Thu Jan 2,20030102,3,7,0,0,NA,NA,NA
Albany,197,Maine,"L, 90-71",75,0,NA,Away,3,8,0,1,TRUE,Regular,2003,Sat Jan 4,20030104,3,8,0,1,NA,NA,NA
Albany,125,Boston University,"L, 66-63",64,0,NA,Home,3,9,0,2,TRUE,Regular,2003,Wed Jan 8,20030108,3,9,0,2,NA,NA,NA
Albany,310,New Hampshire,"W, 61-58",65,0,NA,Home,4,9,1,2,TRUE,Regular,2003,Sat Jan 11,20030111,4,9,1,2,NA,NA,NA
Albany,150,Vermont,"L, 63-53",62,0,NA,Home,4,10,1,3,TRUE,Regular,2003,Wed Jan 15,20030115,4,10,1,3,NA,NA,NA
Albany,271,Stony Brook,"L, 92-87",89,2,NA,Away,4,11,1,4,TRUE,Regular,2003,Sun Jan 19,20030119,4,11,1,4,NA,NA,NA
Albany,198,Binghamton,"L, 86-59",67,0,NA,Away,4,12,1,5,TRUE,Regular,2003,Tue Jan 21,20030121,4,12,1,5,NA,NA,NA
Albany,284,Dartmouth,"W, 85-84",79,3,NA,Home,5,12,NA,NA,FALSE,Regular,2003,Sat Jan 25,20030125,5,12,1,5,NA,NA,NA
Albany,199,Hartford,"L, 80-68",68,0,NA,Away,5,13,1,6,TRUE,Regular,2003,Wed Jan 29,20030129,5,13,1,6,NA,NA,NA
Albany,214,Northeastern,"L, 89-80",75,1,NA,Home,5,14,1,7,TRUE,Regular,2003,Sun Feb 2,20030202,5,14,1,7,NA,NA,NA
Albany,125,Boston University,"L, 78-50",65,0,NA,Away,5,15,1,8,TRUE,Regular,2003,Wed Feb 5,20030205,5,15,1,8,NA,NA,B
Albany,197,Maine,"L, 82-71",69,0,NA,Home,5,16,1,9,TRUE,Regular,2003,Sat Feb 8,20030208,5,16,1,9,NA,NA,NA
Albany,271,Stony Brook,"W, 82-74",66,0,NA,Home,6,16,2,9,TRUE,Regular,2003,Fri Feb 14,20030214,6,16,2,9,NA,NA,NA
Albany,310,New Hampshire,"W, 87-79",74,0,NA,Away,7,16,3,9,TRUE,Regular,2003,Sun Feb 16,20030216,7,16,3,9,NA,NA,NA
Albany,198,Binghamton,"L, 76-59",65,0,NA,Home,7,17,3,10,TRUE,Regular,2003,Thu Feb 20,20030220,7,17,3,10,NA,NA,NA
