Team.Rk,Team,Opponent.Rk,Opponent,Result,Poss,OT,PreWP,Location,W,L,W.Conference,L.Conference,ConferenceGame,Postseason,Year,Day.Date,GameDate,W.Proj,L.Proj,W.ConferenceProj,L.ConferenceProj,Date,GameId,TiersOfJoy
227,Air Force,259,Cal St. Northridge,"W, 66-61",65,0,NA,Neutral,1,0,NA,NA,FALSE,Regular,2021,Sat Nov 28,20201128,1,0,0,0,2020-11-28,233,NA
231,Air Force,213,Seattle,"L, 63-45",57,0,NA,Neutral,1,1,NA,NA,FALSE,Regular,2021,Sun Nov 29,20201129,1,1,0,0,2020-11-29,276,NA
258,Air Force,307,Lamar,"W, 59-44",62,0,NA,Home,2,1,NA,NA,FALSE,Regular,2021,Sat Dec 5,20201205,2,1,0,0,2020-12-05,551,NA
243,Air Force,55,Drake,"L, 81-53",66,0,NA,Away,2,2,NA,NA,FALSE,Regular,2021,Sun Dec 13,20201213,2,2,0,0,2020-12-13,728,A
258,Air Force,91,Nevada,"L, 74-57",69,0,NA,Away,2,3,0,1,TRUE,Regular,2021,Fri Dec 18,20201218,2,3,0,1,2020-12-18,870,B
266,Air Force,91,Nevada,"W, 68-66",69,0,NA,Away,3,3,1,1,TRUE,Regular,2021,Sun Dec 20,20201220,3,3,1,1,2020-12-20,973,B
250,Air Force,46,Utah St.,"L, 83-48",63,0,NA,Home,3,4,1,2,TRUE,Regular,2021,Thu Dec 31,20201231,3,4,1,2,2020-12-31,1194,B
277,Air Force,46,Utah St.,"L, 72-53",64,0,NA,Home,3,5,1,3,TRUE,Regular,2021,Sat Jan 2,20210102,3,5,1,3,2021-01-02,1261,B
285,Air Force,61,Boise St.,"L, 78-59",69,0,NA,Away,3,6,1,4,TRUE,Regular,2021,Wed Jan 6,20210106,3,6,1,4,2021-01-06,1464,A
285,Air Force,61,Boise St.,"L, 80-69",61,0,NA,Away,3,7,1,5,TRUE,Regular,2021,Fri Jan 8,20210108,3,7,1,5,2021-01-08,1540,A
276,Air Force,164,Wyoming,"W, 72-69",63,0,NA,Home,4,7,2,5,TRUE,Regular,2021,Sat Jan 16,20210116,4,7,2,5,2021-01-16,1911,NA
271,Air Force,164,Wyoming,"L, 77-58",63,0,NA,Home,4,8,2,6,TRUE,Regular,2021,Mon Jan 18,20210118,4,8,2,6,2021-01-18,2069,NA
293,Air Force,30,San Diego St.,"L, 98-61",72,0,NA,Home,4,9,2,7,TRUE,Regular,2021,Fri Jan 22,20210122,4,9,2,7,2021-01-22,2175,A
304,Air Force,30,San Diego St.,"L, 91-59",65,0,NA,Home,4,10,2,8,TRUE,Regular,2021,Sun Jan 24,20210124,4,10,2,8,2021-01-24,2356,A
313,Air Force,333,San Jose St.,"L, 59-58",61,0,NA,Neutral,4,11,2,9,TRUE,Regular,2021,Thu Jan 28,20210128,4,11,2,9,2021-01-28,2476,NA
320,Air Force,333,San Jose St.,"L, 75-62",66,0,NA,Neutral,4,12,2,10,TRUE,Regular,2021,Sat Jan 30,20210130,4,12,2,10,2021-01-30,2640,NA
324,Air Force,176,UNLV,"L, 68-58",57,0,NA,Away,4,13,2,11,TRUE,Regular,2021,Sat Feb 6,20210206,4,13,2,11,2021-02-06,2846,NA
325,Air Force,176,UNLV,"L, 69-64",57,0,NA,Away,4,14,2,12,TRUE,Regular,2021,Mon Feb 8,20210208,4,14,2,12,2021-02-08,2998,NA
324,Air Force,191,Fresno St.,"L, 69-63",62,0,NA,Home,4,15,2,13,TRUE,Regular,2021,Thu Feb 11,20210211,4,15,2,13,2021-02-11,3068,NA
326,Air Force,191,Fresno St.,"L, 67-64",62,0,NA,Home,4,16,2,14,TRUE,Regular,2021,Sat Feb 13,20210213,4,16,2,14,2021-02-13,3165,NA
324,Air Force,294,New Mexico,"L, 73-65",66,0,NA,Home,4,17,2,15,TRUE,Regular,2021,Mon Feb 22,20210222,4,17,2,15,2021-02-22,3623,NA
