Team.Rk,Team,Opponent.Rk,Opponent,Result,Poss,OT,PreWP,Location,W,L,W.Conference,L.Conference,ConferenceGame,Postseason,Year,Day.Date,GameDate,W.Proj,L.Proj,W.ConferenceProj,L.ConferenceProj,Date,GameId,TiersOfJoy
75,Akron,168,Bowling Green,"W, 74-59",72,0,NA,Home,18,6,8,3,TRUE,Regular,2020,Tue Feb 11,20200211,18,6,8,3,2020-02-11,4310,NA
71,Akron,216,Central Michigan,"W, 80-67",69,0,NA,Away,19,6,9,3,TRUE,Regular,2020,Fri Feb 14,20200214,19,6,9,3,2020-02-14,4505,NA
70,Akron,237,Western Michigan,"W, 71-67",71,0,NA,Away,20,6,10,3,TRUE,Regular,2020,Tue Feb 18,20200218,20,6,10,3,2020-02-18,4635,NA
68,Akron,229,Miami OH,"W, 75-65",66,0,NA,Home,21,6,11,3,TRUE,Regular,2020,Sat Feb 22,20200222,21,6,11,3,2020-02-22,4857,NA
70,Akron,168,Bowling Green,"L, 78-60",72,0,NA,Away,21,7,11,4,TRUE,Regular,2020,Tue Feb 25,20200225,21,7,11,4,2020-02-25,4942,NA
80,Akron,148,Buffalo,"W, 86-73",78,0,NA,Away,22,7,12,4,TRUE,Regular,2020,Sat Feb 29,20200229,22,7,12,4,2020-02-29,5102,NA
79,Akron,167,Ohio,"W, 74-67",66,0,NA,Home,23,7,13,4,TRUE,Regular,2020,Tue Mar 3,20200303,23,7,13,4,2020-03-03,5279,NA
78,Akron,128,Kent St.,"W, 79-76",71,0,NA,Home,24,7,14,4,TRUE,Regular,2020,Fri Mar 6,20200306,24,7,14,4,2020-03-06,5358,NA
70,Alabama,141,Penn,"L, 81-80",86,0,NA,Home,0,1,NA,NA,FALSE,Regular,2020,Tue Nov 5,20191105,0,1,0,0,2019-11-05,66,NA
72,Alabama,191,Florida Atlantic,"W, 78-59",75,0,NA,Home,1,1,NA,NA,FALSE,Regular,2020,Mon Nov 11,20191111,1,1,0,0,2019-11-11,397,NA
68,Alabama,65,Rhode Island,"L, 93-79",84,0,NA,Away,1,2,NA,NA,FALSE,Regular,2020,Fri Nov 15,20191115,1,2,0,0,2019-11-15,594,A
74,Alabama,81,Furman,"W, 81-73",80,0,NA,Home,2,2,NA,NA,FALSE,Regular,2020,Tue Nov 19,20191119,2,2,0,0,2019-11-19,807,NA
76,Alabama,84,North Carolina,"L, 76-67",78,0,NA,Neutral,2,3,NA,NA,FALSE,Regular,2020,Wed Nov 27,20191127,2,3,0,0,2019-11-27,1179,B
78,Alabama,89,Iowa St.,"L, 104-89",82,0,NA,Neutral,2,4,NA,NA,FALSE,Regular,2020,Thu Nov 28,20191128,2,4,0,0,2019-11-28,5525,B
81,Alabama,279,Southern Miss,"W, 83-68",68,0,NA,Neutral,3,4,NA,NA,FALSE,Regular,2020,Fri Nov 29,20191129,3,4,0,0,2019-11-29,5542,NA
82,Alabama,100,Stephen F. Austin,"W, 78-68",75,0,NA,Home,4,4,NA,NA,FALSE,Regular,2020,Fri Dec 6,20191206,4,4,0,0,2019-12-06,1505,NA
85,Alabama,26,Penn St.,"L, 73-71",80,0,NA,Away,4,5,NA,NA,FALSE,Regular,2020,Sat Dec 14,20191214,4,5,0,0,2019-12-14,1754,A
80,Alabama,321,Samford,"W, 105-87",84,0,NA,Away,5,5,NA,NA,FALSE,Regular,2020,Wed Dec 18,20191218,5,5,0,0,2019-12-18,1961,NA
75,Alabama,109,Belmont,"W, 92-72",79,0,NA,Neutral,6,5,NA,NA,FALSE,Regular,2020,Sat Dec 21,20191221,6,5,0,0,2019-12-21,2073,NA
63,Alabama,46,Richmond,"W, 90-78",75,0,NA,Home,7,5,NA,NA,FALSE,Regular,2020,Sun Dec 29,20191229,7,5,0,0,2019-12-29,2289,B
62,Alabama,32,Florida,"L, 104-98",92,2,NA,Away,7,6,0,1,TRUE,Regular,2020,Sat Jan 4,20200104,7,6,0,1,2020-01-04,2541,A
55,Alabama,48,Mississippi St.,"W, 90-69",74,0,NA,Home,8,6,1,1,TRUE,Regular,2020,Wed Jan 8,20200108,8,6,1,1,2020-01-08,2679,B
50,Alabama,29,Kentucky,"L, 76-67",74,0,NA,Away,8,7,1,2,TRUE,Regular,2020,Sat Jan 11,20200111,8,7,1,2,2020-01-11,2801,A
54,Alabama,33,Auburn,"W, 83-64",84,0,NA,Home,9,7,2,2,TRUE,Regular,2020,Wed Jan 15,20200115,9,7,2,2,2020-01-15,3038,B
45,Alabama,97,Missouri,"W, 88-74",76,0,NA,Home,10,7,3,2,TRUE,Regular,2020,Sat Jan 18,20200118,10,7,3,2,2020-01-18,3172,NA
44,Alabama,169,Vanderbilt,"W, 77-62",77,0,NA,Away,11,7,4,2,TRUE,Regular,2020,Wed Jan 22,20200122,11,7,4,2,2020-01-22,3380,NA
42,Alabama,90,Kansas St.,"W, 77-74",74,0,NA,Home,12,7,NA,NA,FALSE,Regular,2020,Sat Jan 25,20200125,12,7,4,2,2020-01-25,3535,NA
44,Alabama,37,LSU,"L, 90-76",76,0,NA,Away,12,8,4,3,TRUE,Regular,2020,Wed Jan 29,20200129,12,8,4,3,2020-01-29,3671,A
44,Alabama,47,Arkansas,"L, 82-78",73,0,NA,Home,12,9,4,4,TRUE,Regular,2020,Sat Feb 1,20200201,12,9,4,4,2020-02-01,3869,B
46,Alabama,68,Tennessee,"L, 69-68",72,0,NA,Home,12,10,4,5,TRUE,Regular,2020,Tue Feb 4,20200204,12,10,4,5,2020-02-04,3964,B
48,Alabama,96,Georgia,"W, 105-102",90,1,NA,Away,13,10,5,5,TRUE,Regular,2020,Sat Feb 8,20200208,13,10,5,5,2020-02-08,4191,B
49,Alabama,33,Auburn,"L, 95-91",83,1,NA,Away,13,11,5,6,TRUE,Regular,2020,Wed Feb 12,20200212,13,11,5,6,2020-02-12,4316,A
49,Alabama,37,LSU,"W, 88-82",74,0,NA,Home,14,11,6,6,TRUE,Regular,2020,Sat Feb 15,20200215,14,11,6,6,2020-02-15,4481,B
46,Alabama,131,Texas A&M,"L, 74-68",71,0,NA,Home,14,12,6,7,TRUE,Regular,2020,Wed Feb 19,20200219,14,12,6,7,2020-02-19,4648,NA
54,Alabama,102,Mississippi,"W, 103-78",76,0,NA,Away,15,12,7,7,TRUE,Regular,2020,Sat Feb 22,20200222,15,12,7,7,2020-02-22,4879,B
46,Alabama,48,Mississippi St.,"L, 80-73",71,0,NA,Away,15,13,7,8,TRUE,Regular,2020,Tue Feb 25,20200225,15,13,7,8,2020-02-25,4958,A
46,Alabama,69,South Carolina,"W, 90-86",77,0,NA,Home,16,13,8,8,TRUE,Regular,2020,Sat Feb 29,20200229,16,13,8,8,2020-02-29,5188,B
48,Alabama,169,Vanderbilt,"L, 87-79",71,0,NA,Home,16,14,8,9,TRUE,Regular,2020,Tue Mar 3,20200303,16,14,8,9,2020-03-03,5274,NA
55,Alabama,97,Missouri,"L, 69-50",66,0,NA,Away,16,15,8,10,TRUE,Regular,2020,Sat Mar 7,20200307,16,15,8,10,2020-03-07,5374,B
350,Alabama A&M,259,Tennessee St.,"L, 106-66",77,0,NA,Away,0,1,NA,NA,FALSE,Regular,2020,Tue Nov 5,20191105,0,1,0,0,2019-11-05,97,NA
350,Alabama A&M,189,UAB,"L, 74-52",69,0,NA,Away,0,2,NA,NA,FALSE,Regular,2020,Mon Nov 11,20191111,0,2,0,0,2019-11-11,401,NA
350,Alabama A&M,44,Cincinnati,"L, 85-53",78,0,NA,Away,0,3,NA,NA,FALSE,Regular,2020,Thu Nov 14,20191114,0,3,0,0,2019-11-14,561,A
350,Alabama A&M,229,Miami OH,"L, 79-63",67,0,NA,Away,0,4,NA,NA,FALSE,Regular,2020,Sat Nov 16,20191116,0,4,0,0,2019-11-16,627,NA
350,Alabama A&M,72,Clemson,"L, 87-51",71,0,NA,Away,0,5,NA,NA,FALSE,Regular,2020,Thu Nov 21,20191121,0,5,0,0,2019-11-21,892,A
350,Alabama A&M,293,Troy,"W, 80-66",69,0,NA,Home,1,5,NA,NA,FALSE,Regular,2020,Mon Nov 25,20191125,1,5,0,0,2019-11-25,1099,NA
347,Alabama A&M,285,Jacksonville St.,"W, 67-62",77,1,NA,Home,2,5,NA,NA,FALSE,Regular,2020,Sat Dec 7,20191207,2,5,0,0,2019-12-07,1569,NA
347,Alabama A&M,104,Miami FL,"L, 88-74",69,0,NA,Away,2,6,NA,NA,FALSE,Regular,2020,Sat Dec 14,20191214,2,6,0,0,2019-12-14,1753,B
346,Alabama A&M,155,South Alabama,"L, 89-79",78,0,NA,Away,2,7,NA,NA,FALSE,Regular,2020,Tue Dec 17,20191217,2,7,0,0,2019-12-17,1892,NA
345,Alabama A&M,284,North Alabama,"W, 92-80",72,0,NA,Home,3,7,NA,NA,FALSE,Regular,2020,Fri Dec 20,20191220,3,7,0,0,2019-12-20,2000,NA
336,Alabama A&M,57,Notre Dame,"L, 82-56",73,0,NA,Away,3,8,NA,NA,FALSE,Regular,2020,Sun Dec 29,20191229,3,8,0,0,2019-12-29,2241,A
339,Alabama A&M,309,Grambling St.,"L, 70-60",75,0,NA,Away,3,9,0,1,TRUE,Regular,2020,Sat Jan 4,20200104,3,9,0,1,2020-01-04,2585,NA
341,Alabama A&M,281,Jackson St.,"W, 66-57",68,0,NA,Away,4,9,1,1,TRUE,Regular,2020,Mon Jan 6,20200106,4,9,1,1,2020-01-06,2640,NA
334,Alabama A&M,348,Arkansas Pine Bluff,"W, 59-49",61,0,NA,Home,5,9,2,1,TRUE,Regular,2020,Sat Jan 11,20200111,5,9,2,1,2020-01-11,2921,NA
327,Alabama A&M,351,Mississippi Valley St.,"L, 72-66",68,0,NA,Home,5,10,2,2,TRUE,Regular,2020,Mon Jan 13,20200113,5,10,2,2,2020-01-13,2960,NA
335,Alabama A&M,332,Alabama St.,"L, 65-56",64,0,NA,Neutral,5,11,2,3,TRUE,Regular,2020,Sat Jan 18,20200118,5,11,2,3,2020-01-18,3213,NA
338,Alabama A&M,324,Alcorn St.,"L, 59-58",66,0,NA,Away,5,12,2,4,TRUE,Regular,2020,Sat Jan 25,20200125,5,12,2,4,2020-01-25,3541,NA
335,Alabama A&M,250,Southern,"L, 67-46",73,0,NA,Away,5,13,2,5,TRUE,Regular,2020,Mon Jan 27,20200127,5,13,2,5,2020-01-27,3628,NA
337,Alabama A&M,278,Texas Southern,"L, 82-73",69,0,NA,Home,5,14,2,6,TRUE,Regular,2020,Sat Feb 1,20200201,5,14,2,6,2020-02-01,3918,NA
338,Alabama A&M,213,Prairie View A&M,"L, 69-54",65,0,NA,Home,5,15,2,7,TRUE,Regular,2020,Mon Feb 3,20200203,5,15,2,7,2020-02-03,3962,NA
339,Alabama A&M,348,Arkansas Pine Bluff,"W, 58-54",61,0,NA,Away,6,15,3,7,TRUE,Regular,2020,Sat Feb 8,20200208,6,15,3,7,2020-02-08,4223,NA
338,Alabama A&M,351,Mississippi Valley St.,"L, 67-61",73,0,NA,Away,6,16,3,8,TRUE,Regular,2020,Mon Feb 10,20200210,6,16,3,8,2020-02-10,4284,NA
341,Alabama A&M,332,Alabama St.,"L, 61-58",70,0,NA,Away,6,17,3,9,TRUE,Regular,2020,Sat Feb 15,20200215,6,17,3,9,2020-02-15,4520,NA
341,Alabama A&M,324,Alcorn St.,"W, 71-61",66,0,NA,Home,7,17,4,9,TRUE,Regular,2020,Sat Feb 22,20200222,7,17,4,9,2020-02-22,4858,NA
340,Alabama A&M,250,Southern,"L, 64-37",66,0,NA,Home,7,18,4,10,TRUE,Regular,2020,Mon Feb 24,20200224,7,18,4,10,2020-02-24,4933,NA
343,Alabama A&M,278,Texas Southern,"L, 85-58",75,0,NA,Away,7,19,4,11,TRUE,Regular,2020,Sat Feb 29,20200229,7,19,4,11,2020-02-29,5190,NA
342,Alabama A&M,213,Prairie View A&M,"L, 73-62",73,0,NA,Away,7,20,4,12,TRUE,Regular,2020,Mon Mar 2,20200302,7,20,4,12,2020-03-02,5247,NA
343,Alabama A&M,309,Grambling St.,"W, 58-57",60,0,NA,Home,8,20,5,12,TRUE,Regular,2020,Thu Mar 5,20200305,8,20,5,12,2020-03-05,5323,NA
