Role,Number,Player,Ht,Wt,Yr,G,S,Min.Pct,ORtg,Poss.Pct,Shots.Pct,eFG.Pct,TS.Pct,OR.Pct,DR.Pct,ARate,TORate,Blk.Pct,Stl.Pct,FCper40,FDper40,FTRate,FTM,FTA,FT.Pct,FGM_2,FGA_2,FG_2.Pct,FGM_3,FGA_3,FG_3.Pct,Min.Pct.Rk,ORtg.Rk,Poss.Pct.Rk,Shots.Pct.Rk,eFG.Pct.Rk,TS.Pct.Rk,OR.Pct.Rk,DR.Pct.Rk,ARate.Rk,TORate.Rk,Blk.Pct.Rk,Stl.Pct.Rk,FCper40.Rk,FDper40.Rk,FTRate.Rk,FT.Pct.Rk,FG_2.Pct.Rk,FG_3.Pct.Rk,NationalRank,Team,Year,PlayerId
Benchwarmer,5,Matt Farrell,6-0,173,Fr,15,NA,4,93.4,18.2,15.7,26.9,41.7,0,17.9,17.9,16.7,0,2,1.9,3.9,61.5,7,8,0.875,2,7,0.286,1,6,0.167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Notre Dame,2015,26399
Benchwarmer,15,Eric Katenda,6-9,236,Jr,15,NA,2.1,70.5,35.6,39.8,23.5,30.6,4.3,5.6,5.6,5.5,3.2,2,3.8,7.8,52.9,5,9,0.556,4,17,0.235,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Notre Dame,2015,26400
Go-to Guys,20,Kahlil Felder,5-9,180,So,31,30,95.7,107.5,29.9,25.1,47.7,55.7,2.4,39.5,39.5,21.7,0.7,3,2.7,5.8,53.3,185,224,0.826,133,288,0.462,45,132,0.341,1,NA,51,431,NA,439,NA,NA,6,NA,NA,235,NA,88,178,132,NA,NA,National Rank,Oakland,2015,20312
Significant Contributor,42,Corey Petros,6-10,260,Sr,31,30,89.8,113.8,20,19.9,59,57.1,10.8,11.7,11.7,12.8,0.9,0.7,3,4.2,45.8,66,143,0.462,184,311,0.592,0,1,0,43,258,NA,NA,78,317,201,401,NA,225,NA,NA,NA,NA,352,NA,112,NA,National Rank,Oakland,2015,13138
Significant Contributor,23,Tommie McCune,6-8,205,Jr,31,24,43.8,94.9,22.7,18.7,52.4,56.2,6.8,11.8,11.8,27,1.4,1.2,5.2,4.5,53.8,52,77,0.675,57,107,0.533,12,36,0.333,NA,NA,NA,NA,NA,NA,NA,129,NA,NA,NA,NA,NA,489,NA,NA,407,NA,National Rank,Oakland,2015,20313
Role Player,4,Jalen Hayes,6-7,200,Fr,31,20,58.2,105,19.7,18.3,48.9,53.8,7.9,8.8,8.8,16.4,1.6,2.7,4.3,4.6,57.5,73,107,0.682,85,175,0.486,4,11,0.364,NA,NA,NA,NA,NA,NA,NA,35,NA,NA,NA,373,NA,478,NA,NA,NA,NA,National Rank,Oakland,2015,26429
Role Player,11,Nick Daniels,6-1,165,Fr,26,6,33.5,104.8,18.2,19.8,56.5,58.1,1.7,11,11.1,19.3,0.5,2.5,3.1,3,28.4,22,33,0.667,19,47,0.404,31,69,0.449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,NA,Oakland,2015,26430
Role Player,25,Femi Olujobi,6-8,237,Fr,24,7,16.3,73.4,16.8,11.2,37.5,41.4,9.2,6.8,6.8,34.4,1.1,0.3,5.6,3.3,59.4,10,19,0.526,12,25,0.48,0,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oakland,2015,26434
Limited Role,2,Dante Williams,6-6,190,Sr,31,21,87.3,105.9,15.1,18.5,51.4,52.8,3.2,9.3,9.3,14.3,1,1.2,3.3,1.9,12.8,26,36,0.722,49,96,0.51,64,186,0.344,8,NA,NA,NA,488,NA,NA,NA,NA,395,NA,NA,NA,NA,NA,NA,NA,NA,National Rank,Oakland,2015,13141
Limited Role,10,Max Hooper,6-6,206,Jr,31,8,46.2,113,13,19.4,57,57.5,0.6,2.6,2.6,8.6,0.2,0.8,2.1,1.4,5.1,6,8,0.75,4,8,0.5,57,149,0.383,NA,295,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA,NA,NA,366,National Rank,Oakland,2015,20799
Limited Role,0,Ralph Hill,6-6,230,Sr,30,4,21.7,119.4,15.4,19,56.2,59.7,2.2,9.9,9.9,11.3,1.2,1.5,4.7,2.5,22.2,14,16,0.875,9,12,0.75,21,60,0.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oakland,2015,12062
Benchwarmer,33,Collin Weaver,6-3,190,So,16,NA,5.8,79.8,19,25.5,34.6,37.1,4.8,2.5,2.5,12.8,0,2.4,2.7,1.9,7.7,2,2,0.999,3,5,0.6,4,21,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oakland,2015,26436
Major Contributor,5,Maurice Ndour,6-9,200,Sr,30,29,86.9,104.6,25.4,23.3,52.4,57.8,7.6,10.7,10.7,19.9,6.8,1.9,3.2,5.1,46.6,124,158,0.785,137,277,0.495,27,62,0.435,94,NA,3,NA,419,267,NA,223,NA,NA,108,NA,NA,263,332,308,NA,68,National Rank,Ohio,2015,20331
Major Contributor,3,Javarez Willis,5-11,175,Sr,29,28,79.9,101.9,24.8,27.1,53.9,55.9,0.8,21,21.7,20.2,0,1.5,1.9,2.7,12.4,39,45,0.867,65,141,0.461,87,222,0.392,328,NA,362,249,303,415,NA,NA,366,NA,NA,NA,138,NA,NA,NA,NA,282,National Rank,Ohio,2015,11038
Significant Contributor,22,Stevie Taylor,5-10,174,Sr,30,9,63,88.7,22,21.3,37.8,43.5,1.4,20,20.8,18.2,0.3,2.8,2.7,3.9,36,59,81,0.728,52,128,0.406,22,97,0.227,NA,NA,NA,NA,NA,NA,NA,NA,413,NA,NA,296,NA,NA,NA,NA,NA,NA,National Rank,Ohio,2015,13148
Significant Contributor,33,Antonio Campbell,6-8,260,So,30,24,59.9,106.9,21.9,24.9,54,55,9.2,6,6,13.5,3.9,1.1,5.5,3,19.2,30,48,0.625,93,168,0.554,28,82,0.341,NA,NA,NA,463,NA,NA,367,18,NA,292,307,NA,NA,NA,NA,NA,274,NA,National Rank,Ohio,2015,20333
Role Player,0,Treg Setty,6-8,194,Jr,29,2,42.5,96.9,18.6,17,50.8,52.7,7.1,10.7,10.7,21.8,1.4,1.7,5.6,3.2,33.9,25,41,0.61,45,88,0.511,11,33,0.333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,National Rank,Ohio,2015,13571
Limited Role,14,Ryan Taylor,6-5,187,Fr,29,27,72.5,102,14.8,16.7,50.2,52.8,2,8.4,8.4,15.1,1.2,0.8,2.8,2.3,20.2,31,41,0.756,60,106,0.566,28,97,0.289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,207,NA,National Rank,Ohio,2015,26450
Limited Role,24,Mike Laster,6-4,180,Fr,30,17,46.7,92.8,13,12.6,45.5,49.9,4.8,3.4,3.4,20.3,0.2,0.9,2.7,2.4,32.3,24,32,0.75,39,88,0.443,4,11,0.364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,National Rank,Ohio,2015,26452
Limited Role,4,Wadly Mompremier,6-10,225,So,17,5,11.7,78.1,13.6,9.7,50,45.1,5,3.9,3.9,24.9,5.2,0.8,4.8,3.7,84.2,5,16,0.312,8,16,0.5,1,3,0.333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ohio,2015,20330
Nearly Invisible,11,Khari Harley,6-8,175,Fr,24,4,33.2,96.9,10.8,9,44,52.1,2.9,9.4,9.4,24.8,1.3,1.2,4.2,2.1,40,18,20,0.9,10,25,0.4,8,25,0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ohio,2015,26448
Benchwarmer,1,Reggie Williams,5-9,175,Fr,8,1,4.3,67.6,20.9,19.3,25,28.3,2.2,24.7,24.7,21.9,0,2.3,3.1,3.2,28.6,2,4,0.5,2,5,0.4,1,9,0.111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ohio,2015,26446
Benchwarmer,12,Drew Crabtree,6-1,190,So,10,1,3.7,73.6,18.9,18,36.4,41.8,8,0,0,28.6,0,0,3.6,2.4,18.2,2,2,0.999,1,4,0.25,2,7,0.286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ohio,2015,26449
Go-to Guys,0,D'Angelo Russell 9,6-5,180,Fr,35,35,84.3,113.6,30.2,30.6,54.1,57.3,3.6,30.1,30.1,17.3,1.1,2.8,2.5,4.7,30.3,118,156,0.756,136,284,0.479,95,231,0.411,166,267,42,71,284,305,NA,NA,84,NA,NA,306,451,425,NA,447,NA,166,National Rank,Ohio St.,2015,26440
Significant Contributor,3,Shannon Scott,6-1,185,Sr,35,35,75.7,105.1,21.2,18.5,45.3,48.5,4.1,33,33.6,22.2,0.4,3.4,2.1,2.7,22.2,46,62,0.742,92,198,0.465,23,81,0.284,492,NA,NA,NA,NA,NA,NA,NA,39,NA,NA,124,181,NA,NA,NA,NA,NA,National Rank,Ohio St.,2015,13151
Significant Contributor,1,Jae'Sean Tate,6-4,190,Fr,35,16,54.7,109.3,20.3,19.6,59.6,58.7,10.5,3,3,16.3,3.1,2.4,4.6,4.3,47.7,53,102,0.52,123,195,0.631,3,19,0.158,NA,NA,NA,NA,NA,NA,228,NA,NA,NA,417,NA,NA,NA,NA,NA,26,NA,National Rank,Ohio St.,2015,26441
Role Player,12,Sam Thompson,6-7,200,Sr,35,35,80.8,108.7,16.8,18,50.3,53.3,3.4,9.8,9.8,13.9,3.4,2.5,2.5,3.1,33.1,66,96,0.688,113,206,0.549,22,84,0.262,292,NA,NA,NA,NA,NA,NA,NA,NA,345,386,NA,428,NA,NA,NA,306,NA,National Rank,Ohio St.,2015,13153
Role Player,2,Marc Loving,6-7,215,So,32,19,53.8,116.3,18.7,19.5,57.2,60.9,6.4,4.7,4.7,15.8,1.5,1.3,3.5,3.7,39.2,63,82,0.768,49,107,0.458,47,102,0.461,NA,181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,389,NA,22,National Rank,Ohio St.,2015,20322
Role Player,23,Amir Williams,6-11,250,Sr,33,29,45.7,116.6,16.2,12.6,66.1,66.2,10.1,3,3,19.7,9.3,2.1,4.5,4.4,80,58,92,0.63,76,115,0.661,0,0,0,NA,174,NA,NA,NA,NA,265,375,NA,NA,41,NA,NA,NA,NA,NA,9,NA,National Rank,Ohio St.,2015,13155
Role Player,33,Keita Bates-Diop,6-7,190,Fr,33,NA,23.2,117.1,18.1,20.1,57,58.8,4.9,9.5,9.5,13.3,6.7,2,2.9,3.2,30.1,19,28,0.679,26,54,0.481,18,39,0.462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ohio St.,2015,26444
Role Player,31,Anthony Lee,6-9,230,Sr,21,6,16.3,106.5,16.2,15.4,62,61,8.5,2.4,2.4,21.2,4,0.3,6.4,3,38,10,19,0.526,31,50,0.62,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ohio St.,2015,13683
Limited Role,15,Kam Williams,6-2,175,Fr,35,NA,35.5,123.3,15.7,21.9,54.2,57,1.5,6.6,6.6,4.6,0.5,2.1,1.8,2.2,14.8,21,23,0.913,42,74,0.568,28,81,0.346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ohio St.,2015,26443
Limited Role,55,Trey McDonald,6-8,240,Sr,35,NA,29.1,108.2,14.4,12.7,54.1,54.1,12.2,3.3,3.3,17.4,5.1,1,5.1,2.9,44.6,17,33,0.515,40,74,0.541,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ohio St.,2015,15884
Major Contributor,24,Buddy Hield,6-4,209,Jr,35,35,80.5,110.2,26.8,30.4,50.5,54.5,5.6,13.2,13.2,13.3,0.7,2.5,2.1,4.3,26.1,107,130,0.823,112,239,0.469,93,259,0.359,307,458,19,79,NA,NA,NA,NA,NA,261,NA,497,22,NA,NA,15,NA,NA,National Rank,Oklahoma,2015,15891
Significant Contributor,11,Isaiah Cousins,6-4,187,Jr,35,35,76.5,101.6,21.2,22.7,51.3,52.7,3.5,14.6,14.6,18.7,1.3,2.4,2.4,3,20.1,46,71,0.648,87,214,0.407,63,140,0.45,462,NA,NA,NA,499,NA,NA,NA,NA,NA,NA,NA,393,NA,NA,NA,NA,34,National Rank,Oklahoma,2015,15889
Significant Contributor,35,TaShawn Thomas,6-8,240,Sr,35,35,73.6,105.9,21.6,20.6,51.9,55.3,8.5,10.4,10.4,18,5.3,1.3,2.8,4.1,39.9,85,123,0.691,160,305,0.525,0,3,0,NA,NA,NA,NA,451,48,456,NA,NA,NA,185,NA,NA,NA,NA,NA,473,NA,National Rank,Oklahoma,2015,12372
Significant Contributor,2,Dinjiyl Walker,6-1,193,Jr,34,NA,25.5,85.2,20.8,21.7,42.5,44.9,2.5,9.7,9.7,21.4,0.9,2,5.8,3.1,23.9,17,27,0.63,27,60,0.45,14,53,0.264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oklahoma,2015,26453
Role Player,10,Jordan Woodard,6-0,182,So,35,35,79.3,99.7,19.3,15.4,39.6,50.6,1.5,21,21.9,22.2,0.4,2.9,2.2,4.5,61.8,129,154,0.838,73,182,0.401,17,67,0.254,358,NA,NA,NA,NA,NA,NA,NA,354,NA,NA,255,246,NA,83,93,NA,NA,National Rank,Oklahoma,2015,20337
Role Player,1,Frank Booker,6-4,211,So,32,NA,32.6,99.1,19.2,22,45.2,49.3,2.5,7.5,7.5,15.5,1.1,2.1,3.9,3,23.3,28,34,0.824,12,27,0.444,36,119,0.303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oklahoma,2015,20334
Limited Role,0,Ryan Spangler,6-8,231,Jr,35,35,77.2,120.5,15.5,14.9,60.3,62.4,9,8.4,8.4,16.2,3.7,1.3,3.2,2.9,33.8,57,79,0.722,126,201,0.627,10,33,0.303,438,85,NA,NA,44,53,382,256,NA,NA,336,NA,NA,NA,NA,NA,33,NA,National Rank,Oklahoma,2015,12306
Limited Role,12,Khadeem Lattin,6-9,200,Fr,34,NA,28.6,98.8,12.2,11.2,43.1,44.7,11.1,4,4,16.9,8.1,1.8,6.8,2.3,32.3,11,21,0.524,28,64,0.438,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oklahoma,2015,26455
Limited Role,31,D.J. Bennett,6-8,207,Sr,29,NA,16,98.5,14.6,12.9,50,51.5,7.6,2.5,2.5,17.9,8.8,1.1,7.8,3.6,57.1,13,24,0.542,21,42,0.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oklahoma,2015,20341
Benchwarmer,41,Austin Mankin,6-7,200,So,17,NA,4.6,54.4,7.8,9.6,11.1,20.1,0,5,5,11.7,0,0.9,2.5,1.6,22.2,2,2,0.999,1,6,0.167,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oklahoma,2015,20342
Benchwarmer,25,C.J. Cole,6-7,232,So,14,NA,2.7,51.1,13.3,9.1,40,31.1,3,4.6,4.6,35.1,0,0,9.5,2.9,60,0,3,0,2,5,0.4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oklahoma,2015,20340
Go-to Guys,2,Le'Bryan Nash,6-7,235,Sr,30,30,76.6,98.7,32.3,30.7,46,54,4.2,16,16,19.1,3.3,1.5,3.8,6.8,55.8,168,211,0.796,171,358,0.478,2,20,0.1,454,NA,1,66,NA,NA,NA,NA,NA,NA,39,NA,NA,25,142,254,NA,NA,National Rank,Oklahoma St.,2015,13164
Significant Contributor,13,Phil Forte,5-11,185,Jr,31,30,84.4,109.7,22.3,23.5,52.2,58.9,0.4,11,11.6,15.6,0.2,3.3,1.7,4.7,48.4,129,154,0.838,67,141,0.475,66,177,0.373,157,NA,NA,NA,431,201,NA,NA,NA,NA,NA,135,59,395,279,93,NA,459,National Rank,Oklahoma St.,2015,15897
Significant Contributor,12,Anthony Hickey,5-11,185,Sr,31,30,74.6,106.4,20,23,53.6,53.2,2.4,26.1,26.1,16.3,0.7,4.1,3.2,2.1,10.5,12,29,0.414,59,128,0.461,59,147,0.401,NA,NA,NA,NA,312,NA,NA,NA,21,NA,NA,26,NA,NA,NA,NA,NA,217,National Rank,Oklahoma St.,2015,12631
Role Player,22,Jeff Newberry,6-2,190,Jr,31,20,52.2,105.6,18.6,19.5,47.5,52.9,4.4,15,15,15.9,2.1,2.5,3.5,3.2,33.7,45,55,0.818,40,87,0.46,25,76,0.329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,485,NA,NA,NA,NA,NA,NA,National Rank,Oklahoma St.,2015,26464
Role Player,30,Jeffrey Carroll,6-6,205,Fr,21,8,18.6,102.6,16.8,22.7,48.5,49.8,3.2,6.7,6.7,9.5,2.5,1.3,2.6,1.9,10.3,5,7,0.714,9,17,0.529,16,51,0.314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oklahoma St.,2015,26466
Role Player,32,Anthony Allen,7-1,240,Jr,24,1,13.3,85.2,18.3,9.4,75,66.1,11.3,5.1,5.1,41,11.7,1.1,8.4,4,100,9,20,0.45,15,20,0.75,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oklahoma St.,2015,26467
Limited Role,20,Michael Cobbins,6-8,230,Sr,29,29,63.4,107.6,14.4,13.2,58.2,58.6,7.7,4.4,4.4,18,7.6,1.6,4,3.2,53.7,41,72,0.569,78,134,0.582,0,0,0,NA,NA,NA,NA,93,217,NA,319,NA,NA,81,NA,NA,NA,171,NA,135,NA,National Rank,Oklahoma St.,2015,13161
Limited Role,5,Tavarius Shine,6-6,195,Fr,31,NA,32.2,97.2,15.4,16.1,53.6,54.9,5,5.2,5.2,22,2.3,2.5,4.6,2.4,25.3,13,21,0.619,13,19,0.684,21,64,0.328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oklahoma St.,2015,26463
Limited Role,1,Tyree Griffin,5-10,165,Fr,31,1,25.3,89,13.7,9.6,35.9,45.1,3.6,18.9,18.9,28.8,0.4,2,3.8,2.8,59,17,23,0.739,8,23,0.348,4,16,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oklahoma St.,2015,26461
Limited Role,23,Leyton Hammonds,6-7,205,So,27,2,21.5,92.3,15.9,20,46.4,46.1,5.6,5.5,5.5,16,0.8,1.2,5.5,1.5,4.3,1,3,0.333,8,21,0.381,16,48,0.333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oklahoma St.,2015,20349
Nearly Invisible,41,Mitchell Solomon,6-9,235,Fr,31,2,26.2,103,10.6,6.4,50,51.3,14.1,5.3,5.3,26.9,5.6,2.1,8.2,2.2,63,9,17,0.529,12,25,0.48,1,2,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oklahoma St.,2015,26468
Benchwarmer,15,Christien Sager,6-4,205,Sr,22,1,7.4,76.5,11,11.7,32.1,34.6,1.4,6.1,6.1,12.1,0,2,4.7,2.7,50,3,7,0.429,0,1,0,3,13,0.231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oklahoma St.,2015,20348
Go-to Guys,20,Trey Freeman,6-2,175,Jr,35,35,80.2,110.6,29,32.3,48.7,52,2,27.8,27.8,11.8,0.5,2.7,1.9,4.7,27.9,102,140,0.729,174,370,0.47,47,132,0.356,317,436,73,31,NA,NA,NA,NA,14,128,NA,38,12,427,NA,NA,NA,NA,National Rank,Old Dominion,2015,11864
Major Contributor,35,Jonathan Arledge,6-9,232,Sr,35,35,49.9,97.7,27.1,27.3,46.6,49.3,10.4,6.9,6.9,16.8,3.7,1.9,5.1,4.9,37.1,60,98,0.612,99,204,0.485,16,60,0.267,NA,NA,164,236,NA,NA,238,251,NA,NA,33,NA,NA,311,NA,NA,NA,NA,National Rank,Old Dominion,2015,11519
Major Contributor,10,Javonte Douglas,6-7,200,Jr,25,1,18.1,97.3,24,21.1,45.9,48.3,8.2,16.1,16.1,18.2,2.7,1.3,5.7,5,51.4,21,38,0.553,31,67,0.463,2,7,0.286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Old Dominion,2015,26437
Significant Contributor,1,Aaron Bacote,6-4,186,Jr,35,35,67.7,111.3,21.2,20.4,44.9,52.8,2.8,20.4,20.4,15.2,0.1,1.6,2.4,4.4,45.7,103,122,0.844,63,147,0.429,38,120,0.317,NA,388,NA,NA,NA,NA,NA,NA,431,NA,NA,NA,403,NA,356,78,NA,NA,National Rank,Old Dominion,2015,15904
Role Player,23,Richard Ross,6-6,236,Sr,35,26,62.6,107.2,18.9,18.3,59.5,58.6,9.6,10.7,10.7,21.1,8.4,1.9,3.1,2.7,22.5,24,50,0.48,132,222,0.595,0,0,0,NA,NA,NA,NA,64,215,326,406,NA,NA,64,NA,NA,NA,NA,NA,105,NA,National Rank,Old Dominion,2015,13176
Role Player,22,Ambrose Mosley,6-2,185,So,35,NA,55.7,107.1,16.8,21.2,49.1,50.9,1.9,7.5,7.5,11.9,0.2,1.3,2.6,2.3,14.4,24,33,0.727,18,43,0.419,63,186,0.339,NA,NA,NA,NA,NA,NA,NA,NA,NA,143,NA,NA,NA,NA,NA,NA,NA,NA,National Rank,Old Dominion,2015,20319
Role Player,3,Keenan Palmore,6-1,185,Jr,35,NA,27.3,85.8,18.9,14.6,46.8,49.1,2.7,18.2,18.2,30.6,0,2.2,5.9,3.2,40.3,18,31,0.581,36,73,0.493,0,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Old Dominion,2015,15909
Role Player,30,Nik Biberaj,6-8,245,Jr,28,NA,16.8,103.3,16.8,18.8,40.2,42.9,9.8,9.2,9.2,9.9,2.3,0.3,5.6,2.6,23,9,14,0.643,14,41,0.341,7,20,0.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Old Dominion,2015,26439
Limited Role,0,Jordan Baker,6-2,195,Fr,34,33,51.2,101.7,12.5,13.3,46.2,47,3,12.2,12.2,17.5,0.4,2.6,3.4,1.8,16.7,12,22,0.545,10,29,0.345,34,103,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,398,NA,NA,NA,NA,NA,NA,National Rank,Old Dominion,2015,20315
Nearly Invisible,21,Denzell Taylor,6-7,226,So,35,9,60.1,107.1,11.9,6.9,55,53.6,17.1,10,10,28.5,3.7,2.9,4.6,2,42.5,15,34,0.441,44,80,0.55,0,0,0,NA,NA,NA,NA,228,NA,6,NA,NA,NA,327,277,NA,NA,448,NA,296,NA,National Rank,Old Dominion,2015,20318
Benchwarmer,15,Deion Clark,6-3,210,So,20,NA,5,93.8,15.6,15.6,33.3,40.9,8.3,2.7,2.7,12,0,1.9,1.7,3.5,46.7,5,7,0.714,5,11,0.455,0,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Old Dominion,2015,15905
Benchwarmer,11,Joe Ebondo,6-7,221,Sr,15,1,4.1,129,3.4,3.8,66.7,57.5,4,0,0,0,2.4,2.3,6.2,1.1,33.3,0,1,0,2,3,0.667,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Old Dominion,2015,20317
Go-to Guys,15,Obi Emegano,6-3,215,Jr,32,32,86.8,105.5,28.1,27.4,46.3,54.9,2.5,15.6,15.6,15.7,0.5,2.5,2.5,6.9,63,203,255,0.796,150,337,0.445,25,68,0.368,96,NA,11,234,NA,NA,NA,NA,NA,NA,NA,472,43,19,79,256,NA,NA,National Rank,Oral Roberts,2015,14049
Major Contributor,24,Korey Billbury,6-3,200,Jr,26,26,68.1,95.2,27.8,28.6,42.6,46.9,7.2,18.9,18.9,16.5,0.7,2.3,3.1,5.2,39.8,87,132,0.659,104,258,0.403,25,74,0.338,NA,NA,126,151,NA,NA,NA,367,NA,NA,NA,NA,NA,228,NA,NA,NA,NA,National Rank,Oral Roberts,2015,15910
Major Contributor,34,Denell Henderson,6-7,235,Sr,32,28,52.4,100.9,25.1,22.3,53.5,57.1,11.7,9.1,9.1,23,6.6,0.5,6,4.9,48.7,67,97,0.691,102,187,0.545,3,12,0.25,NA,NA,337,NA,NA,NA,138,463,NA,NA,116,NA,NA,312,NA,NA,327,NA,National Rank,Oral Roberts,2015,20362
Significant Contributor,44,Albert Owens,6-9,260,Fr,32,4,28.2,91.4,20.3,24.5,41.1,43.1,8.4,1.9,1.9,10.8,6.7,0.8,5,3.4,25.4,17,30,0.567,47,115,0.409,1,3,0.333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oral Roberts,2015,26473
Role Player,1,Bobby Word,6-4,170,So,31,9,56.5,119.1,16.4,20.5,53.3,56.6,2.7,8.5,8.5,7.1,0.7,0.9,2.6,3.2,30.8,46,61,0.754,29,71,0.408,51,127,0.402,NA,111,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,215,National Rank,Oral Roberts,2015,20355
Limited Role,0,Aaron Young,5-11,155,So,29,24,53.6,113.2,13.6,12.8,59.8,63,0.8,17,17.1,22,0.1,1.4,3,2.7,39.3,35,46,0.761,28,54,0.519,28,63,0.444,NA,287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,National Rank,Oral Roberts,2015,26469
Limited Role,5,Brandon Conley,6-6,225,Jr,32,14,45.8,99.1,15.6,13.1,54.9,57.4,7.6,6.1,6.1,25.1,5,1.4,7.1,3.3,52,34,53,0.642,56,102,0.549,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,217,NA,NA,NA,NA,NA,301,NA,National Rank,Oral Roberts,2015,15912
Limited Role,22,Adrion Webber,6-5,210,Sr,32,7,34.1,115.2,14.4,15.8,47.3,54.3,6.7,5.1,5.1,10.6,0,1.1,3.2,3.1,40.2,32,37,0.865,15,30,0.5,19,62,0.306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oral Roberts,2015,20359
