Role,Number,Player,Ht,Wt,Yr,G,S,Min.Pct,ORtg,Poss.Pct,Shots.Pct,eFG.Pct,TS.Pct,OR.Pct,DR.Pct,ARate,TORate,Blk.Pct,Stl.Pct,FCper40,FDper40,FTRate,FTM,FTA,FT.Pct,FGM_2,FGA_2,FG_2.Pct,FGM_3,FGA_3,FG_3.Pct,Min.Pct.Rk,ORtg.Rk,Poss.Pct.Rk,Shots.Pct.Rk,eFG.Pct.Rk,TS.Pct.Rk,OR.Pct.Rk,DR.Pct.Rk,ARate.Rk,TORate.Rk,Blk.Pct.Rk,Stl.Pct.Rk,FCper40.Rk,FDper40.Rk,FTRate.Rk,FT.Pct.Rk,FG_2.Pct.Rk,FG_3.Pct.Rk,NationalRank,Team,Year,PlayerId
Significant Contributor,5,Anthony Eaves,6-2,160,Fr,26,2,32.2,86.6,23.6,25.7,47.2,47.7,3.1,19.2,19.2,23.9,0.7,2.1,2,2.2,5.5,5,8,0.625,31,73,0.425,25,72,0.347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chicago St.,2016,30301
Significant Contributor,0,Jawad Adekoya,6-6,190,Sr,19,8,29.7,91.7,21.3,22.8,44.5,48.4,2.5,6.7,6.7,17,0.4,0.8,3.7,4.1,32.8,27,39,0.692,17,46,0.37,24,73,0.329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chicago St.,2016,25331
Role Player,15,Trayvon Palmer,6-5,185,Jr,27,24,71,89.6,18.4,16.4,42.6,47.5,8.2,9.5,9.5,23.2,3.9,2.2,3.8,3.5,38.2,55,78,0.705,60,142,0.423,18,62,0.29,NA,NA,NA,NA,NA,NA,426,469,NA,NA,295,NA,NA,NA,NA,NA,NA,NA,National Rank,Chicago St.,2016,25326
Role Player,33,Jordan Madrid-Andrews,6-8,240,Jr,29,11,37.8,88.6,16.4,12.8,51.2,51.9,9.9,3.5,3.5,26.9,2,1,7.1,3.6,51.8,23,44,0.523,42,81,0.519,1,4,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chicago St.,2016,30299
Role Player,32,Montana Byrd,6-4,225,So,27,7,21.8,75.3,17.8,20.4,32,36.2,5,4.1,4.1,17.6,1,1.6,6.3,2.5,16.7,11,13,0.846,7,25,0.28,12,53,0.226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chicago St.,2016,25330
Limited Role,44,Quron Davis,6-10,235,Jr,28,10,39.8,90.7,13.9,10.6,46,49.4,6.3,5.8,5.8,22.2,4.9,0.6,6.8,3.9,74.3,31,55,0.564,34,74,0.459,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chicago St.,2016,18991
Limited Role,35,Devon Friend,6-6,220,Sr,20,13,26.2,81,15.4,12.4,49.1,48.3,7.7,2.9,2.9,27.9,3.3,2.4,5.4,3.2,45.6,11,26,0.423,28,57,0.491,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chicago St.,2016,30305
Limited Role,14,Delundre Dixon,6-3,180,Fr,22,4,23.5,88.8,12.2,7.3,36.7,50.4,3.6,11,11.3,28.9,1.8,1.9,4,3.8,110,24,33,0.727,8,20,0.4,2,10,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chicago St.,2016,30303
Nearly Invisible,21,Joshua Batson,6-0,175,Jr,28,22,44.2,73.5,11.6,10.6,27.4,30.7,3,15,15.9,21,0.5,1.7,4.5,2.2,31.7,13,26,0.5,15,57,0.263,5,25,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,National Rank,Chicago St.,2016,25328
Significant Contributor,10,Troy Caupain,6-4,205,Jr,33,33,81.5,109.5,22.6,23.5,44.7,49.5,1.6,29,29,14.7,1.3,2,1.7,3.6,29.8,89,113,0.788,87,209,0.416,55,170,0.324,228,NA,NA,NA,NA,NA,NA,NA,105,NA,NA,NA,46,NA,NA,333,NA,NA,National Rank,Cincinnati,2016,18994
Significant Contributor,2,Octavius Ellis,6-10,235,Sr,33,32,61.6,104.3,22.6,17.5,54.7,57.7,12.7,9.3,9.3,23.2,6.6,1.9,4.6,5,65,89,139,0.64,117,214,0.547,0,0,0,NA,NA,NA,NA,28,308,75,188,NA,NA,92,NA,NA,407,61,NA,376,NA,National Rank,Cincinnati,2016,25336
Significant Contributor,0,Quadri Moore,6-8,220,So,26,NA,14,83.2,21.2,19.4,42.6,46.8,7.7,2,2,27.2,1.1,2.6,4.4,3.5,35.2,13,19,0.684,17,42,0.405,4,12,0.333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cincinnati,2016,25334
Role Player,11,Gary Clark,6-8,235,So,33,32,74,121.7,18.4,16.6,54.5,57.8,12.7,13.9,13.9,13.9,5.4,2.5,3,3.7,47.3,79,115,0.687,113,218,0.518,13,25,0.52,NA,85,NA,NA,287,298,72,244,NA,481,158,338,NA,NA,318,NA,NA,NA,National Rank,Cincinnati,2016,25337
Role Player,21,Farad Cobb,6-1,170,Sr,31,31,61.3,114.5,18.3,24.3,52.9,54.3,1.9,11,11.9,11.2,0.1,3.1,1.6,1.9,8.5,21,25,0.84,45,107,0.421,74,188,0.394,NA,326,NA,NA,408,NA,NA,NA,NA,144,NA,121,39,NA,NA,NA,NA,283,National Rank,Cincinnati,2016,14587
Role Player,1,Jacob Evans,6-6,210,Fr,33,8,59.5,112,18.2,21.5,46,49.7,5,13.1,13.1,10.4,3.7,2,3,2.7,22.1,45,56,0.804,49,118,0.415,45,135,0.333,NA,47,NA,NA,NA,NA,NA,NA,NA,85,32,NA,NA,NA,NA,NA,NA,NA,National Rank,Cincinnati,2016,30309
Role Player,25,Kevin Johnson,6-3,180,Jr,33,2,51.7,99.8,17.6,19.2,44.9,47.4,3.9,14,14.8,18.9,0.3,2.6,2.9,2.2,16.3,24,32,0.75,28,66,0.424,40,130,0.308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,276,NA,NA,NA,NA,NA,NA,National Rank,Cincinnati,2016,18997
Role Player,24,Shaq Thomas,6-7,210,Sr,28,25,42.3,101,18.7,17.9,47.7,49.6,7.9,13.3,13.3,19.3,2.9,2.1,2.9,3.1,32.7,29,49,0.592,55,115,0.478,11,35,0.314,NA,NA,NA,NA,NA,NA,469,NA,NA,NA,422,NA,NA,NA,NA,NA,NA,NA,National Rank,Cincinnati,2016,14604
Role Player,22,Coreontae DeBerry,6-9,265,Sr,33,2,35.8,118.8,19.4,18.8,56.4,59.9,9.5,3,3,11.7,7.5,1.5,5.2,5,61.6,56,82,0.683,75,133,0.564,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cincinnati,2016,25338
Role Player,3,Justin Jenifer,5-10,175,Fr,27,NA,17.2,100.2,19.2,17,44.8,48.9,1,27,27.1,23.2,0,3.7,3.1,3.1,34.5,14,20,0.7,11,28,0.393,10,30,0.333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cincinnati,2016,30307
Major Contributor,5,Jaron Blossomgame,6-7,215,Jr,31,31,84.8,118.7,25.9,26.9,56.9,61.2,6.1,10.7,10.7,12.6,4.2,1.4,2.4,5.4,43.3,133,170,0.782,156,291,0.536,45,102,0.441,132,155,233,236,167,111,NA,NA,NA,285,257,NA,269,274,417,364,455,44,National Rank,Clemson,2016,19015
Significant Contributor,35,Landry Nnoko,6-10,255,Sr,31,27,55.3,105.7,21.7,19.2,55.2,57.2,11.5,8.2,8.2,20.1,11.3,0.6,5.4,4.1,42.1,49,77,0.636,101,183,0.552,0,0,0,NA,NA,NA,NA,NA,NA,134,32,NA,NA,11,NA,NA,NA,NA,NA,335,NA,National Rank,Clemson,2016,14608
Role Player,20,Jordan Roper,6-0,165,Sr,31,31,82.3,105.8,17.4,18.2,44.6,47.7,1.8,22,22.5,13.7,0.4,2.4,1.5,2.6,22,42,57,0.737,57,144,0.396,39,115,0.339,191,NA,NA,NA,NA,NA,NA,NA,308,437,NA,385,26,NA,NA,NA,NA,NA,National Rank,Clemson,2016,14609
Role Player,15,Donte Grantham,6-8,210,So,31,31,80.7,106.6,18.4,20.2,48.4,51.7,3.9,14.4,14.4,14.9,1.6,1.9,2.4,2.6,18.5,44,52,0.846,52,123,0.423,56,158,0.354,253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,NA,NA,NA,NA,NA,National Rank,Clemson,2016,25351
Role Player,12,Avry Holmes,6-2,195,Jr,31,31,76.6,108.1,18.9,18.4,47.7,52.8,2.1,16,16.5,14.2,0,2.3,2.3,4,44.9,79,109,0.725,41,93,0.441,50,150,0.333,438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,485,227,NA,383,NA,NA,NA,National Rank,Clemson,2016,16136
Role Player,10,Gabe DeVoe,6-3,205,So,31,NA,48.5,92,18.6,20,43.4,45.6,2.7,14,14,19,0.9,1.6,3.6,2.4,15,18,25,0.72,26,64,0.406,31,103,0.301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,National Rank,Clemson,2016,25350
Role Player,50,Sidy Djitte,6-10,240,Jr,31,4,37.4,114.6,19.7,15.5,62,63.1,15.2,4.1,4.1,19.8,4.7,2.5,7.5,4.5,63,40,63,0.635,62,100,0.62,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Clemson,2016,19018
Role Player,11,Ty Hudson,6-1,205,Fr,25,NA,13.9,100,18.1,22.5,46.3,46.4,0,12,12.8,8,0,1.8,4.4,2.9,20.4,5,11,0.455,7,19,0.368,12,35,0.343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Clemson,2016,30313
Limited Role,33,Josh Smith,6-8,245,Sr,27,NA,15.3,87.3,13.8,12.9,39.7,42.6,10.5,1.9,1.9,23.9,1.1,1.3,4.6,1.8,14.7,4,5,0.8,9,23,0.391,3,11,0.273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Clemson,2016,14610
Benchwarmer,0,Legend Robertin,7-0,250,So,15,NA,3.5,83.2,12.5,13.2,50,47.2,5.4,0,0,22.7,10,1.4,10.9,1.7,12.5,0,1,0,4,8,0.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Clemson,2016,30312
Major Contributor,3,Rob Edwards,6-4,200,Fr,30,29,78.1,86.1,25.9,24.5,45.8,51,2.3,11.3,11.3,26.6,0.1,2.2,2.9,4.7,37.5,89,117,0.761,77,194,0.397,44,118,0.373,372,NA,233,497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,484,NA,46,National Rank,Cleveland St.,2016,30319
Major Contributor,33,Demonte Flannigan,6-7,240,Jr,28,28,54.4,97.1,27,31,48.2,50.7,7,9.3,9.3,15.4,4.2,0.8,4.3,4.3,25.1,47,69,0.681,122,255,0.478,7,20,0.35,NA,NA,151,43,NA,NA,NA,276,NA,NA,266,NA,NA,NA,NA,NA,NA,NA,National Rank,Cleveland St.,2016,19023
Significant Contributor,1,Andre Yates,6-2,185,Jr,28,27,66.7,89.7,21.8,24.3,42.6,44.8,3.4,17,17.4,17.6,0.4,1.4,4.6,3.3,22,36,58,0.621,66,169,0.391,31,95,0.326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,National Rank,Cleveland St.,2016,25354
Significant Contributor,41,Vinny Zollo,6-8,230,Sr,27,22,50,89.2,20.5,22.1,41.1,43.9,9.1,10.3,10.3,18.6,2.4,1.3,4.8,3,21.1,26,38,0.684,44,98,0.449,20,82,0.244,NA,NA,NA,NA,NA,NA,319,118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,National Rank,Cleveland St.,2016,14066
Significant Contributor,5,Jibri Blount,6-7,220,Fr,27,5,37.6,86.4,22.6,18.3,50.5,53.5,6.6,6.9,6.9,28.3,3.4,2.9,5.2,5,59.8,41,67,0.612,55,109,0.505,1,3,0.333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cleveland St.,2016,30318
Role Player,4,Kenny Carpenter,6-4,180,So,30,7,51.3,98.1,19.2,23.7,45.7,47.6,2.4,14.9,14.9,12.8,1.1,1.9,2.3,2.6,15.2,21,30,0.7,59,130,0.454,21,68,0.309,NA,NA,NA,NA,NA,NA,NA,NA,NA,312,NA,NA,199,NA,NA,NA,NA,NA,National Rank,Cleveland St.,2016,25355
Role Player,21,Tim Hasbargen,6-4,200,So,20,NA,16.1,100.4,16.9,16,56,58.5,5.3,7,7,24,0.6,2.5,3.3,3.3,38.1,11,16,0.688,10,20,0.5,9,22,0.409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cleveland St.,2016,30316
Limited Role,31,Nelson Maxwell,6-0,170,Fr,16,NA,19.7,90.6,13.5,10.6,41.2,49.3,3.4,16,16.4,28.4,1,2,5.7,2.8,47.1,13,16,0.812,8,28,0.286,4,6,0.667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cleveland St.,2016,30320
Limited Role,0,Derek Sloan,6-6,225,So,27,5,17.1,80.3,14.2,10.8,40,46.1,7.2,4,4,28.9,3.5,1.2,8.5,3.4,63.3,12,19,0.632,12,30,0.4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cleveland St.,2016,25353
Limited Role,34,Jeron Rogers,6-7,220,Fr,23,NA,16.9,78,14.7,14.8,29.3,36.7,4.5,7,7,18.1,1.2,1.2,4.9,3.2,41.5,12,17,0.706,6,21,0.286,4,20,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cleveland St.,2016,30317
Limited Role,32,Aaron Scales,6-9,260,Jr,22,NA,14.8,86.5,13.2,9.9,33.3,43,12.8,0,0,23,3.3,0.7,8.5,3.5,75,12,18,0.667,8,24,0.333,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cleveland St.,2016,14616
Limited Role,44,Daniel Levitt,6-1,170,Fr,12,NA,12.4,120.7,14.7,19.2,55.1,59.4,0.8,4.5,4.5,8.2,0,1.6,1.6,2.8,25.6,9,10,0.9,2,5,0.4,13,34,0.382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cleveland St.,2016,30321
Nearly Invisible,11,Terrell Hales,6-4,185,So,30,27,53.2,73.2,9.2,6.1,35.9,37.1,5.2,11,11.9,35.9,0.2,2.9,4.2,1.7,35.9,8,19,0.421,19,41,0.463,0,12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,155,NA,NA,NA,NA,NA,NA,National Rank,Cleveland St.,2016,25357
Benchwarmer,2,Myles Hamilton,6-1,190,Jr,9,NA,9.1,90.3,19.8,15.4,41.3,46.4,5.2,36,36.9,30.5,1.1,1.1,4.7,2.8,26.1,5,6,0.833,5,12,0.417,3,11,0.273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cleveland St.,2016,15225
Benchwarmer,13,Jonathan Janssen,6-9,215,Fr,10,NA,2.6,167.5,10.4,9.5,62.5,76.3,11.1,0,0,0,7.7,0,0,4,100,4,4,0.999,1,1,0.999,1,3,0.333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cleveland St.,2016,30315
Significant Contributor,10,Shivaughn Wiggins,5-11,180,Jr,29,25,78.4,114.4,20.7,17.6,50.2,56.5,2.1,22,22.3,14.2,0.4,2.7,2.2,5.5,76.3,126,180,0.7,72,151,0.477,31,85,0.365,351,329,NA,NA,NA,421,NA,NA,315,NA,NA,24,165,228,17,NA,NA,NA,National Rank,Coastal Carolina,2016,15594
Significant Contributor,22,Elijah Wilson,6-4,205,Jr,30,30,78.4,98.1,22.4,26.3,46.9,49.7,3.1,6,6,14.5,0.7,1.2,2.8,3.4,24.7,61,87,0.701,66,167,0.395,66,185,0.357,351,NA,NA,276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,National Rank,Coastal Carolina,2016,18947
Significant Contributor,5,Jaylen Shaw,6-1,190,Jr,30,26,74.1,100.3,21.8,22.1,53,54,0.8,25,25.3,22.8,0.5,1.5,3,2.5,17.1,30,48,0.625,87,174,0.5,41,106,0.387,NA,NA,NA,NA,393,NA,NA,NA,206,NA,NA,NA,NA,NA,NA,NA,NA,332,National Rank,Coastal Carolina,2016,20624
Significant Contributor,23,Badou Diagne,6-7,220,Sr,27,25,62.4,99.2,21.9,21.9,48.9,53,6.4,6.2,6.2,19.1,4.1,1.4,4.2,3.9,37.8,63,88,0.716,81,153,0.529,22,80,0.275,NA,NA,NA,NA,NA,NA,NA,273,NA,NA,275,NA,NA,NA,NA,NA,NA,NA,National Rank,Coastal Carolina,2016,14623
Significant Contributor,30,Colton Ray-St Cyr,6-5,195,Jr,22,9,45.1,97,20.1,17.8,48.2,51.4,5,11.4,11.4,20.1,2.7,2.5,3.5,4.4,55.5,46,76,0.605,48,98,0.49,12,39,0.308,NA,NA,NA,NA,NA,NA,NA,317,NA,NA,459,333,NA,NA,NA,NA,NA,NA,National Rank,Coastal Carolina,2016,18948
Significant Contributor,35,Marcus Freeman,6-8,240,Sr,25,4,34.2,105.9,21.7,21.8,47.2,49.3,18.8,3.6,3.6,13.2,5.8,0.9,6.1,3.6,33.1,25,42,0.595,60,127,0.472,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Coastal Carolina,2016,25288
Significant Contributor,33,Ron Trapps,6-4,200,Jr,28,NA,28.2,94.3,22.9,27,46.9,48.1,5,10.6,10.6,18.3,0,1.6,2.4,2.2,10,9,13,0.692,22,48,0.458,26,82,0.317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Coastal Carolina,2016,18949
Role Player,12,Michel Enanga,6-6,215,Sr,8,1,10.3,96,18.7,15.4,46.3,52.8,9.9,6.2,6.2,25.5,2.7,2.9,8.1,3.6,48.1,10,13,0.769,8,15,0.533,3,12,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Coastal Carolina,2016,14624
Limited Role,1,Kevin Holmes,6-9,190,Fr,22,NA,19.4,64.8,14.6,15.4,37.2,36.9,3.4,1.6,1.6,29.5,5.3,1,2.9,1.5,7.8,1,4,0.25,4,12,0.333,10,39,0.256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Coastal Carolina,2016,30323
Nearly Invisible,21,Tristian Curtis,6-7,220,Sr,29,29,60.8,117.5,11.8,9.9,66,65.1,10.1,2.6,2.6,19.9,2,0.9,4.4,2.5,48.5,29,50,0.58,68,103,0.66,0,0,0,NA,21,NA,NA,12,18,237,254,NA,NA,NA,NA,NA,NA,293,NA,17,NA,National Rank,Coastal Carolina,2016,14621
Benchwarmer,2,Aaron Law,6-0,180,Sr,15,1,4,92,16.6,19.1,38.5,47,2.3,0,0,14.8,0,2.5,2.5,3,30.8,4,4,0.999,5,10,0.5,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Coastal Carolina,2016,30322
Benchwarmer,4,Christian Adams,6-3,190,Fr,11,NA,3.1,51.1,29,24.2,30.8,28.7,5.9,15,15.6,37.6,0,1.6,6.3,2.8,15.4,0,2,0,4,13,0.308,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Coastal Carolina,2016,30324
Major Contributor,1,Austin Tillotson,6-0,175,Sr,29,29,86.4,110.3,25.8,26,51.2,54.8,2.1,33,33.3,16.5,0.1,3.4,2.1,4.1,25.9,74,93,0.796,103,201,0.512,54,158,0.342,99,NA,245,308,NA,NA,NA,NA,41,NA,NA,66,133,NA,NA,299,NA,NA,National Rank,Colgate,2016,12847
Significant Contributor,15,Jordan Swopshire,6-7,210,So,29,25,62.8,108.9,20.6,21.4,59.3,61.9,4.1,8,8,19.2,1,0.8,3,3.7,30.7,50,66,0.758,36,74,0.486,61,141,0.433,NA,NA,NA,NA,8,81,NA,332,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,National Rank,Colgate,2016,18845
Significant Contributor,14,Tom Rivard,6-7,200,So,29,18,60.7,103.2,23.6,25.5,56.1,56.9,5.9,10.3,10.3,18.1,2.9,1.4,4.9,3.7,23.1,35,57,0.614,89,154,0.578,33,93,0.355,NA,NA,NA,376,198,374,NA,466,NA,NA,416,NA,NA,NA,NA,NA,2,NA,National Rank,Colgate,2016,19672
Significant Contributor,22,Dave Krmpotich,6-7,180,Fr,28,5,31.9,80.2,23.5,22.1,42.5,45.3,5.8,3.3,3.3,22.1,3.9,1.1,5.7,4.7,42.5,27,48,0.562,48,111,0.432,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Colgate,2016,30330
Role Player,10,Alex Ramon,6-1,196,Sr,29,7,56.8,102,18,16.2,54.1,57.2,4.5,12.4,12.4,22.9,1.1,1.6,4.1,3.4,37.4,39,55,0.709,42,82,0.512,25,65,0.385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,353,National Rank,Colgate,2016,19044
Role Player,25,Jordan Robertson,6-3,185,So,26,8,35.8,101.2,19.4,20.3,51.3,53,5.7,5.8,5.8,15,0.6,0.9,4,3.9,36.2,25,42,0.595,31,63,0.492,19,53,0.358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Colgate,2016,25374
Role Player,5,Malcolm Regisford,6-8,220,Fr,20,18,34.4,92.4,19,16.5,46.1,49.1,7.4,5.4,5.4,19.1,2.1,0.6,4.7,4.5,58.2,30,53,0.566,42,90,0.467,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Colgate,2016,30328
Limited Role,0,Sean O'Brien,6-2,188,So,29,24,68.9,124.1,15,17,57.2,59.6,2.5,15,15.7,9.6,0.3,2.3,2.9,2.6,23.5,34,44,0.773,41,83,0.494,44,104,0.423,NA,55,NA,NA,154,188,NA,NA,NA,49,NA,446,NA,NA,NA,NA,NA,102,National Rank,Colgate,2016,25373
Limited Role,30,Francisco Amiel,6-2,172,Fr,29,NA,23.1,72.2,14.1,12.8,30.9,32.9,3.5,12,12.4,25.6,1.3,3.6,3.8,2.2,21.3,5,10,0.5,4,12,0.333,7,35,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Colgate,2016,30331
Nearly Invisible,12,Dana Batt,6-9,215,Fr,26,11,30.2,98.7,10.5,9.9,52.1,52.1,7.1,3.1,3.1,21.4,2.7,1.2,6.8,1.8,20.8,5,10,0.5,25,48,0.521,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Colgate,2016,30329
Benchwarmer,3,David Favorite,6-3,200,Fr,11,NA,7.2,95.4,14.1,20.8,43.8,43.8,1.4,4.5,4.5,5.1,0,2.2,3.3,1.4,0,0,0,0,0,0,0,7,24,0.292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Colgate,2016,30326
Go-to Guys,24,Canyon Barry,6-6,210,Jr,12,12,32.2,98,31.8,36.6,45.1,50.9,1.7,9.6,9.6,14.4,1.9,1.4,1.9,5.9,32.1,53,63,0.841,54,121,0.446,23,75,0.307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,College of Charleston,2016,18957
Major Contributor,21,Marquise Pointer,6-0,205,Fr,30,18,75.2,93.5,24.2,25.7,43.3,46.5,3.3,20,20,18.5,0,2.4,2.6,3.7,23.7,54,76,0.711,52,145,0.359,58,176,0.33,NA,NA,439,343,NA,NA,NA,NA,416,NA,NA,393,419,NA,NA,NA,NA,NA,National Rank,College of Charleston,2016,30337
Major Contributor,5,Jarrell Brantley,6-7,245,Fr,30,30,70.6,95.5,25.5,23.8,48.2,52.5,7.9,10.8,10.8,22,2,2.8,4.6,4.8,39.8,79,111,0.712,115,240,0.479,13,39,0.333,NA,NA,276,NA,NA,NA,464,9,NA,NA,NA,193,NA,476,497,NA,NA,NA,National Rank,College of Charleston,2016,30336
Significant Contributor,12,Cameron Johnson,6-4,196,So,30,30,82.6,100.8,21.2,22.7,51,53,2.5,15.3,15.3,18.2,1.7,2.1,3.7,3.5,25.7,53,80,0.662,79,170,0.465,53,141,0.376,187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,438,National Rank,College of Charleston,2016,25292
Role Player,0,Donovan Gilmore,6-7,205,So,24,6,13.7,71.8,17.6,15.8,33.3,38.3,8,0,0,25.2,3.7,0.7,5.3,3.5,41.7,9,15,0.6,12,36,0.333,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,College of Charleston,2016,25289
Limited Role,3,Payton Hulsey,6-5,215,Jr,30,29,71.9,101.3,15.2,12.8,47.1,48.4,5.7,23,23,20.9,0.4,3.8,3.6,2.8,35.3,29,54,0.537,69,143,0.483,2,10,0.2,NA,NA,NA,NA,NA,NA,NA,426,293,NA,NA,36,NA,NA,NA,NA,NA,NA,National Rank,College of Charleston,2016,21238
Limited Role,11,Evan Bailey,6-6,207,So,30,NA,54.3,100.5,15.6,18.4,47.9,50.5,2.2,6.6,6.6,14.4,0.4,1.7,3.8,2.6,21.7,26,36,0.722,18,48,0.375,41,118,0.347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,National Rank,College of Charleston,2016,25291
Limited Role,23,Nick Harris,6-10,245,Fr,29,23,47.4,105,13.6,12.4,53.1,54.2,8.5,3.3,3.3,16.5,4.3,1.4,6.1,3.2,51,28,50,0.56,52,97,0.536,0,1,0,NA,NA,NA,NA,NA,NA,403,NA,NA,NA,252,NA,NA,NA,NA,NA,455,NA,National Rank,College of Charleston,2016,30335
